,atletas.apelido_abreviado,atletas.foto,atletas.jogos_num,atletas.apelido,atletas.minimo_para_valorizar,atletas.nome,atletas.atleta_id,atletas.posicao_id,atletas.entrou_em_campo,atletas.status_id,atletas.pontos_num,atletas.media_num,atletas.clube_id,atletas.preco_num,atletas.rodada_id,atletas.clube.id.full.name,atletas.slug,atletas.variacao_num,CA,DS,FC,FD,FF,FS,SG,DE,DP,GS,G,I,V,A,FT,PS,CV,PC,PP,GC
546,André,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,6,André,,André Henrique da Silva Martins,121792,5,True,6,0.8,1.1,284,2.52,12,GRE,andre,0.01,,,2.0,3.0,4.0,1.0,,,,,,1.0,,,,,,,,
547,Kayke,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,1,Kayke,,Kayke Ferrari Guimarães,121824,5,True,6,0.8,0.8,264,1.21,12,COR,kayke,0.21,,,,,1.0,,,,,,,,,,,,,,,
548,K. Rodrigues,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0,Kauê Rodrigues,,Kauê Rodrigues Pessanha,121827,4,False,6,0.0,0.0,263,3.0,12,BOT,kaue-rodrigues,0.0,,,,,,,,,,,,,,,,,,,,
549,Janderson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,11,Janderson,,Janderson de Carvalho Costa,121830,5,False,6,0.0,1.65,287,3.63,12,VIT,janderson,0.0,3.0,7.0,16.0,2.0,3.0,6.0,,,,,1.0,3.0,,,,,,,,
550,Ryan,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0,Ryan,,Ryan Carlos Santos de Sousa,122300,2,False,6,0.0,0.0,265,2.0,12,BAH,ryan,0.0,,,,,,,,,,,,,,,,,,,,
551,Cristian,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,10,Cristian,,Cristian Renato Gonçalves Riquelme,122302,5,False,6,0.0,2.84,2305,4.11,12,MIR,cristian,0.0,2.0,4.0,7.0,8.0,3.0,3.0,,,,,1.0,,,1.0,,,,,,
552,D. Alves,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0,Dyogo Alves,,Francisco Dyogo Bento Alves,122318,1,False,6,0.0,0.0,262,3.0,12,FLA,dyogo-alves,0.0,,,,,,,,,,,,,,,,,,,,
553,D. Sales,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0,Daniel Sales,,Daniel dos Santos Sales,122320,2,False,6,0.0,0.0,262,2.0,12,FLA,daniel-sales,0.0,,,,,,,,,,,,,,,,,,,,
554,Lorran,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0,Lorran,,Lorran Lucas Pereira de Sousa,122321,4,False,6,0.0,0.0,262,3.0,12,FLA,lorran,0.0,,,,,,,,,,,,,,,,,,,,
555,Gustavinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,5,Gustavinho,,Gustavo Ribeiro Neves,122394,4,False,6,0.0,0.42,280,2.22,12,RBB,gustavinho,0.0,,2.0,3.0,,,,,,,,,,,,,,,,,
556,Ryan,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,5,Ryan,,Ryan Gustavo de Lima,122396,4,True,6,4.4,1.58,264,3.81,12,COR,ryan,0.6,1.0,5.0,7.0,,,7.0,,,,,,,,,,,,,,
557,Luisão,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,3,Luisão,,Luis Fellipe Campos Dória,122406,3,False,6,0.0,4.23,277,6.27,12,SAN,luisao,0.0,1.0,5.0,2.0,,1.0,2.0,1.0,,,,,,,,,,,,,
558,Lucca,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,4,Lucca,,Lucca Holanda Sampaio Tavares,122420,5,False,6,0.0,1.4,285,3.13,12,INT,lucca,0.0,,1.0,3.0,1.0,1.0,6.0,,,,,,,,,,,,,,
559,V. Lago,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0,Vinícius Lago,,Vinicius dos Santos Lago,122458,2,False,6,0.0,0.0,280,1.0,12,RBB,vinicius-lago,0.0,,,,,,,,,,,,,,,,,,,,
560,Rayan,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,10,Rayan,,Rayan Vitor Simplício Rocha,122486,5,True,7,14.5,5.49,267,8.68,12,VAS,rayan,2.07,,9.0,7.0,7.0,7.0,15.0,,,,,2.0,,,,2.0,,,,,
561,GB,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0,GB,,Gabriel Souza da Silva,122487,5,False,6,0.0,0.0,267,2.0,12,VAS,gb,0.0,,,,,,,,,,,,,,,,,,,,
562,W. Yan,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,3,Wallace Yan,,Wallace Yan de Souza Barreto,122573,5,False,6,0.0,3.33,262,4.58,12,FLA,wallace-yan,0.0,1.0,1.0,2.0,,4.0,4.0,,,,,,1.0,,1.0,,,,,,
563,Japa,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0,Japa,,João Wellington Gadelha Melo de Oliveira,122660,4,False,6,0.0,0.0,283,3.0,12,CRU,japa,0.0,,,,,,,,,,,,,,,,,,,,
564,L. Cunha,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,6,Lucas Cunha,,Lucas de Souza Cunha,122755,3,False,7,0.0,1.42,292,3.6,12,SPT,lucas-cunha,0.0,2.0,4.0,5.0,,,2.0,1.0,,,,,,,,,,,,,
565,Abner,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,6,Abner,,Abner Salles da Silva,122861,3,False,6,0.0,2.82,286,5.0,12,JUV,abner,0.0,1.0,4.0,2.0,,2.0,2.0,1.0,,,,,1.0,,1.0,,,,,,
566,G. Rodríguez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,11,Guzmán Rodríguez,,Guzmán Rodríguez Ferrari,122897,3,True,7,-0.3,3.29,280,5.54,12,RBB,guzman-rodriguez,-0.93,3.0,6.0,8.0,2.0,4.0,4.0,5.0,,,,,,,,,,,,,
567,D. Kauã,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0,David Kauã,,David Kauã Ramos,122989,4,False,6,0.0,0.0,282,1.0,12,CAM,david-kaua,0.0,,,,,,,,,,,,,,,,,,,,
568,Patrick,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,3,Patrick,,Patrick Roberto da Silva Campos,122990,4,False,6,0.0,2.6,282,3.24,12,CAM,patrick,0.0,,4.0,3.0,1.0,,3.0,,,,,,,,,,,,,,
569,Tiago,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,4,Tiago,,Tiago Souza de Jesus Carvalho,123004,5,True,6,1.5,3.1,265,3.01,12,BAH,tiago,-0.53,,4.0,5.0,,,4.0,,,,,,1.0,,1.0,,1.0,,,,
570,Vitinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0,Vitinho,,Pedro Victor da Silva Santos,123007,4,False,6,0.0,0.0,265,1.0,12,BAH,vitinho,0.0,,,,,,,,,,,,,,,,,,,,
571,Cadu,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0,Cadu,,Carlos Eduardo Amaral Pereira de Castro,123359,5,False,5,0.0,0.0,282,3.0,12,CAM,cadu,0.0,,,,,,,,,,,,,,,,,,,,
572,Cauly,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,10,Cauly,,Cauly Oliveira Souza,123360,4,True,6,1.2,2.6,265,6.13,12,BAH,cauly,-0.28,1.0,2.0,2.0,1.0,3.0,6.0,,,,,1.0,,,2.0,,,,,,
573,Jota,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0,Jota,,João Victor Broad Moreira Guimarães,123497,4,False,6,0.0,0.0,265,1.0,12,BAH,jota,0.0,,,,,,,,,,,,,,,,,,,,
574,Janderson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,1,Janderson,,José Janderson da Silva Marques,123649,3,False,6,0.0,5.0,283,2.82,12,CRU,janderson,0.0,,,,,,,1.0,,,,,,,,,,,,,
575,Z. Guilherme,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0,Zé Guilherme,,José Guilherme de Lima Costa,123717,2,False,6,0.0,0.0,265,3.0,12,BAH,ze-guilherme,0.0,,,,,,,,,,,,,,,,,,,,
576,Lezcano,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,3,Lezcano,,Rubén Darío Lezcano Portillo,123788,4,False,6,0.0,0.83,266,4.63,12,FLU,lezcano,0.0,,1.0,,,,2.0,,,,,,,,,,,,,,
577,L. Rodríguez,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,10,Lucho Rodríguez,,Luciano Rodríguez Rosales,123795,5,False,6,0.0,1.17,265,5.46,12,BAH,lucho-rodriguez,0.0,1.0,2.0,7.0,3.0,6.0,7.0,,,,,,1.0,,,,,,,,
578,Palacios,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,1,Palacios,,Brahian Palacios Alzate,123873,5,False,5,0.0,0.0,282,3.58,12,CAM,palacios,0.0,,,,,,,,,,,,,,,,,,,,
579,Fábio,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0,Fábio,,Fábio Soares dos Santos,123960,5,False,6,0.0,0.0,287,3.0,12,VIT,fabio,0.0,,,,,,,,,,,,,,,,,,,,
580,H. Mosquera,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,6,Henry Mosquera,,Henry David Mosquera Sánchez,124239,5,False,6,0.0,2.3,280,3.84,12,RBB,henry-mosquera,0.0,,4.0,3.0,5.0,1.0,4.0,,,,,,1.0,,,,,,,,
581,P. Ataíde,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0,Pedro Ataíde,,Pedro Ataide de Souza Oliveira,124250,5,False,6,0.0,0.0,282,1.0,12,CAM,pedro-ataide,0.0,,,,,,,,,,,,,,,,,,,,
582,D. Washington,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,11,Deivid Washington,,Deivid Washington de Souza Eugênio,124251,5,True,6,1.5,1.57,277,3.86,12,SAN,deivid-washington,0.16,,1.0,5.0,1.0,4.0,10.0,,,,,1.0,1.0,,,,,,,,
583,Kauan,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0,Kauan,,Kauan Jesus Santos Oliveira,124264,1,False,6,0.0,0.0,285,1.0,12,INT,kauan,0.0,,,,,,,,,,,,,,,,,,,,
584,G. Prado,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,7,Gustavo Prado,,Gustavo Prado Alves,124271,4,True,6,1.3,3.94,285,4.98,12,INT,gustavo-prado,-0.39,1.0,6.0,3.0,4.0,6.0,6.0,,,,,1.0,1.0,,,,,,,,
585,G. Carvalho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,3,Gabriel Carvalho,,Gabriel Carvalho Teixeira,124275,4,False,6,0.0,0.97,285,4.59,12,INT,gabriel-carvalho,0.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,
586,R. Mathias,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,4,Ricardo Mathias,,Ricardo Mathias da Silva,124280,5,True,6,0.5,4.18,285,5.38,12,INT,ricardo-mathias,-0.35,,,1.0,2.0,2.0,4.0,,,,,1.0,,,,1.0,,,,,
587,L. Aragão,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0,Léo Aragão,,Leonardo de Aragão Carvalho,124369,1,False,6,0.0,0.0,283,2.0,12,CRU,leo-aragao,0.0,,,,,,,,,,,,,,,,,,,,
588,W. Santos,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0,Wesley Santos,,Wesley Santos Silva,124400,2,False,6,0.0,0.0,2305,2.0,12,MIR,wesley-santos,0.0,,,,,,,,,,,,,,,,,,,,
589,M. Ponte,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,7,Mateo Ponte,,Mateo Ponte Costa,124481,2,False,6,0.0,3.7,263,7.25,12,BOT,mateo-ponte,0.0,1.0,3.0,3.0,,,1.0,3.0,,,,1.0,2.0,,,,,,,,
590,Giay,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,11,Giay,,Agustín Giay,124526,2,False,7,0.0,7.01,275,9.59,12,PAL,giay,0.0,,29.0,11.0,,3.0,19.0,5.0,,,,,,,,,,,,,
591,I. Román,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,2,Iván Román,,Ivan Ramiro Román Hurtado,124661,3,False,6,0.0,0.75,282,2.06,12,CAM,ivan-roman,0.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,
592,F. Negrucci,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0,Felipe Negrucci,,Felipe Negrucci Berdague,124674,4,False,6,0.0,0.0,276,2.0,12,SAO,felipe-negrucci,0.0,,,,,,,,,,,,,,,,,,,,
593,Leandro,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0,Leandro,,Leandro Mathias Silva Bueno,124701,1,False,6,0.0,0.0,276,2.0,12,SAO,leandro,0.0,,,,,,,,,,,,,,,,,,,,
594,N. Fernandes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,4,Nathan Fernandes,,Nathan Ribeiro Fernandes,124757,5,False,6,0.0,1.4,263,4.27,12,BOT,nathan-fernandes,0.0,,1.0,2.0,2.0,1.0,3.0,,,,,,,,,,,,,,
595,J. Jesus,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,5,Jonathan Jesus,,Jonathan de Jesus Alves,124912,3,False,6,0.0,2.64,283,4.17,12,CRU,jonathan-jesus,0.0,,5.0,6.0,,,1.0,2.0,,,,,,,,,,1.0,,,
596,Viery,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,2,Viery,,Viery Fernandes Santos Lopes,125467,3,False,6,0.0,2.35,284,2.86,12,GRE,viery,0.0,,,1.0,,,,1.0,,,,,,,,,,,,,
597,Alisson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0,Alisson,,Alisson Santana Lopes da Fonseca,125469,4,False,6,0.0,0.0,282,4.0,12,CAM,alisson,0.0,,,,,,,,,,,,,,,,,,,,
598,J. Pedro,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,2,João Pedro,,João Pedro de Sousa Rodrigues,125488,3,False,6,0.0,2.05,264,4.29,12,COR,joao-pedro,0.0,2.0,1.0,4.0,,1.0,,1.0,,,,,,,,,,,,,
599,Leonan,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0,Leonan,,Leonan Santos de Abreu,125697,3,False,6,0.0,0.0,2305,1.0,12,MIR,leonan,0.0,,,,,,,,,,,,,,,,,,,,
600,Marcelinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0,Marcelinho,,Marcelo Braz da Silva,126120,4,False,6,0.0,0.0,280,2.0,12,RBB,marcelinho,0.0,,,,,,,,,,,,,,,,,,,,
601,Paulinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,7,Paulinho,,Paulo Lucas Santos de Paula,126182,4,False,6,0.0,0.69,267,4.3,12,VAS,paulinho,0.0,1.0,4.0,9.0,,,5.0,,,,,,,,,,,,,,
602,Barreal,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,9,Barreal,,Álvaro Martín Barreal,126471,4,True,7,9.7,6.7,277,10.74,12,SAN,barreal,0.81,,18.0,7.0,3.0,5.0,8.0,,,,,3.0,1.0,,,,,,,,
603,I. Coronado,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,6,Igor Coronado,,Igor Caique Coronado,126900,4,False,6,0.0,3.1,264,6.56,12,COR,igor-coronado,0.0,1.0,5.0,6.0,3.0,1.0,5.0,,,,,1.0,,,,,,,1.0,,
604,F. Seabra,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,12,Fernando Seabra,,Fernando Seabra,126977,6,True,7,2.22,6.63,280,9.03,12,RBB,fernando-seabra,-0.97,,,,,,,,,,,,,7.0,,,,,,,
605,Bahia,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,0,Bahia,,Luiz Gustavo Lemos Carvalho,127242,4,False,6,0.0,0.0,264,1.0,12,COR,bahia,0.0,,,,,,,,,,,,,,,,,,,,
606,J. Fidélis,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0,Julio Fidélis,,Julio Cesar Lima Fidelis,127932,2,False,6,0.0,0.0,266,1.0,12,FLU,julio-fidelis,0.0,,,,,,,,,,,,,,,,,,,,
607,T. Henrique,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,0,Thiago Henrique,,Thiago Henrique Gonçalves Silva,128583,4,False,6,0.0,0.0,266,1.0,12,FLU,thiago-henrique,0.0,,,,,,,,,,,,,,,,,,,,
608,R. Lucas,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0,Rayan Lucas,,Rayan Lucas Marques de Souza,128590,4,False,6,0.0,0.0,262,2.0,12,FLA,rayan-lucas,0.0,,,,,,,,,,,,,,,,,,,,
609,Estêvão,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,11,Estêvão,,Estêvão Willian Almeida de Oliveira Gonçalves,128915,5,False,6,0.0,3.1,275,9.46,12,PAL,estevao,0.0,3.0,3.0,13.0,2.0,11.0,22.0,,,,,,7.0,,3.0,,,,,,
610,F. Cardoso,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0,Felipe Cardoso,,Felipe Cardoso,129317,4,False,6,0.0,0.0,287,2.0,12,VIT,felipe-cardoso,0.0,,,,,,,,,,,,,,,,,,,,
611,K. Davi,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0,Kauã Davi,,Kauã Davi Fernandes Braga,129659,3,False,6,0.0,0.0,265,1.0,12,BAH,kaua-davi,0.0,,,,,,,,,,,,,,,,,,,,
612,R. Pablo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,1,Ruan Pablo,,Ruan Pablo Barbosa Sousa,129663,5,False,6,0.0,1.2,265,1.35,12,BAH,ruan-pablo,0.0,,,,1.0,,,,,,,,,,,,,,,,
613,JP,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0,JP,,João Pedro Murilo de Paula Morais,129666,4,False,6,0.0,0.0,267,2.0,12,VAS,jp,0.0,,,,,,,,,,,,,,,,,,,,
614,C. Loor,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0,Cristhian Loor,,Cristhian Joel Loor Santamaría - Christian,129930,1,False,6,0.0,0.0,263,2.0,12,BOT,cristhian-loor,0.0,,,,,,,,,,,,,,,,,,,,
615,Carbone,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0,Carbone,,João Victor Schlickmann Carbone,130190,2,False,6,0.0,0.0,262,2.0,12,FLA,carbone,0.0,,,,,,,,,,,,,,,,,,,,
616,G. Estrella,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0,Guilherme Estrella,,Guilherme Estrella de Paiva,130255,4,False,6,0.0,0.0,267,3.0,12,VAS,guilherme-estrella,0.0,,,,,,,,,,,,,,,,,,,,
617,K. Lindes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,1,Kauan Lindes,,Kauan Gabriel Cordeiro Lindes,130265,4,False,6,0.0,0.7,263,1.16,12,BOT,kauan-lindes,0.0,,,1.0,,,2.0,,,,,,,,,,,,,,
618,L. Zuccarello,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,2,Lukas Zuccarello,,Lukas Rocha Zuccarello,130279,4,False,6,0.0,0.6,267,1.9,12,VAS,lukas-zuccarello,0.0,,1.0,1.0,,,,,,,,,,,,,,,,,
619,P. Gabriel,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0,Phillipe Gabriel,,Phillipe Gabriel Pires de Oliveira,130280,1,False,6,0.0,0.0,267,1.0,12,VAS,phillipe-gabriel,0.0,,,,,,,,,,,,,,,,,,,,
620,Maykon,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,1,Maykon,,Maykon Kesley de Jesus Ramalho,130319,2,True,7,4.7,4.7,287,2.72,12,VIT,maykon,1.72,,,1.0,,,,1.0,,,,,,,,,,,,,
621,G. Gomes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0,Guilherme Gomes,,Guilherme Henrique Bernardineli Gomes,130382,4,False,6,0.0,0.0,262,2.0,12,FLA,guilherme-gomes,0.0,,,,,,,,,,,,,,,,,,,,
622,Maceió,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,5,Maceió,,Everton Leandro de Oliveira Santos,130386,5,False,6,0.0,0.84,2305,2.65,12,MIR,maceio,0.0,1.0,1.0,2.0,1.0,4.0,2.0,,,,,,1.0,,,,,,1.0,,
623,L. Gustavo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,4,Luiz Gustavo,,Luiz Gustavo Marinho Ribeiro dos Santos,130393,3,False,6,0.0,1.95,267,1.91,12,VAS,luiz-gustavo,0.0,3.0,4.0,4.0,,,2.0,1.0,,,,,,,,,,,,,
624,Marlon,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0,Marlon,,Marlon Santos Teodoro,130507,5,False,6,0.0,0.0,286,1.0,12,JUV,marlon,0.0,,,,,,,,,,,,,,,,,,,,
625,Luighi,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,2,Luighi,,Luighi Hanri Sousa Santos,130612,5,False,6,0.0,1.0,275,3.85,12,PAL,luighi,0.0,,1.0,,,,1.0,,,,,,,,,,,,,,
626,Edenílson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0,Edenílson,,Edenílson Santos Nascimento Filho,130620,4,False,6,0.0,0.0,287,1.0,12,VIT,edenilson,0.0,,,,,,,,,,,,,,,,,,,,
627,Bernal,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,6,Bernal,,Facundo Bernal Cruz,130650,4,False,6,0.0,1.13,266,3.37,12,FLU,bernal,0.0,2.0,2.0,4.0,2.0,2.0,6.0,,,,,,,,,,,,,,
