,atletas.atleta_id,atletas.posicao_id,atletas.slug,atletas.clube.id.full.name,atletas.pontos_num,atletas.preco_num,atletas.foto,atletas.entrou_em_campo,atletas.apelido_abreviado,atletas.media_num,atletas.variacao_num,atletas.apelido,atletas.status_id,atletas.jogos_num,atletas.clube_id,atletas.rodada_id,atletas.nome,FS,DE,GS,SG,A,CA,DS,FC,FD,FF,FT,G,I,PS,V,CV,DP,PP,PC,GC
397,105258,3,gaston-avila,FOR,5.2,8.62,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,True,G. Ávila,4.36,0.57,Gastón Ávila,7,19,356,32,Gastón Luciano Ávila,15.0,,,4.0,,4.0,36.0,15.0,5.0,6.0,,,1.0,,,,,,1.0,
398,105300,3,ferraresi,SAO,6.0,9.36,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,True,Ferraresi,6.43,0.2,Ferraresi,6,20,276,32,Nahuel Adolfo Ferraresi Hernández,22.0,,,6.0,3.0,3.0,56.0,26.0,,3.0,,,1.0,,,,,,,1.0
399,105337,4,lucas-lima,CEA,0.0,2.56,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,False,L. Lima,0.95,0.0,Lucas Lima,6,10,354,32,Lucas Eduardo Lima da Silva,3.0,,,,,,5.0,1.0,,1.0,,,,,,,,,,
400,105373,3,gabriel-xavier,BAH,0.0,5.18,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,False,G. Xavier,2.26,0.0,Gabriel Xavier,6,9,265,32,Gabriel Lheman Xavier - Lhman,5.0,,,3.0,,3.0,6.0,16.0,,2.0,,,,,,,,,,
401,105436,4,carrascal,FLA,3.5,8.72,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,True,Carrascal,4.67,0.12,Carrascal,7,11,262,32,Jorge Andrés Carrascal Guardo,14.0,,,,4.0,4.0,13.0,13.0,,6.0,,1.0,,,,,,,,
402,105531,2,matheus-bidu,COR,0.0,9.54,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,True,M. Bidu,5.79,-0.76,Matheus Bidu,7,22,264,32,Matheus Lima Beltrão Oliveira Valin,49.0,,,10.0,2.0,8.0,30.0,17.0,4.0,7.0,,,6.0,1.0,,,,,,
403,105563,5,carlos-vinicius,GRE,0.6,9.12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,True,C. Vinícius,6.15,-0.41,Carlos Vinícius,7,9,284,32,Carlos Vinícius Alves Morais,20.0,,,,,2.0,1.0,14.0,2.0,4.0,,6.0,6.0,,,1.0,,,,
404,105568,5,lucero,FOR,0.0,6.86,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,True,Lucero,2.5,-0.13,Lucero,6,24,356,32,Juan Martín Lucero,14.0,,,,1.0,6.0,17.0,35.0,8.0,9.0,1.0,3.0,8.0,,,,,1.0,,
405,105584,2,lucas-piton,VAS,3.0,8.01,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,True,L. Piton,4.68,0.23,Lucas Piton,7,23,267,32,Lucas Piton Crivellaro,9.0,,,6.0,7.0,4.0,26.0,33.0,1.0,5.0,,1.0,1.0,,,,,,,
406,105585,4,roni,MIR,0.0,1.55,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,False,Roni,0.14,0.0,Roni,6,7,2305,32,Roni Medeiros de Moura,,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,
407,105647,4,mauricio,PAL,2.9,8.79,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,True,Maurício,4.17,0.28,Maurício,7,23,275,32,Maurício Magalhães Prado,17.0,,,,6.0,1.0,14.0,14.0,7.0,12.0,,3.0,6.0,,,,,,,
408,105786,5,talles-magno,COR,0.0,5.83,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,False,T. Magno,2.8,0.0,Talles Magno,6,21,264,32,Talles Magno Bacelar Martins,31.0,,,,1.0,2.0,14.0,21.0,6.0,10.0,1.0,1.0,9.0,,,,,,,
409,105807,3,luan-freitas,JUV,7.1,6.93,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,True,L. Freitas,4.56,0.52,Luan Freitas,2,8,286,32,Luan de Freitas Molarinho Chagas,1.0,,,2.0,1.0,,14.0,8.0,,3.0,,,,,,,,,,
410,105842,3,edu,VIT,7.0,5.59,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,True,Edu,3.57,0.85,Edu,7,17,287,32,Lucas Eduardo Ribeiro de Souza,5.0,,,7.0,,2.0,16.0,8.0,1.0,3.0,,,,,,,,,,
411,105845,4,matheus-araujo,CEA,0.0,5.34,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,False,M. Araújo,2.4,0.0,Matheus Araújo,6,8,354,32,Matheus de Araújo Andrade,3.0,,,,1.0,,2.0,1.0,1.0,1.0,,1.0,,,,,,,,
412,105900,5,allanzinho,FOR,0.0,4.29,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,False,Allanzinho,2.69,0.0,Allanzinho,5,7,356,32,Allan Victor Oliveira Mota,10.0,,,,2.0,1.0,2.0,5.0,,3.0,,,1.0,1.0,,,,,,
413,105903,4,jose-aldo,MIR,0.0,3.12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,False,J. Aldo,1.77,0.0,José Aldo,6,24,2305,32,José Aldo Soares de Oliveira Filho,13.0,,,,,3.0,22.0,26.0,7.0,7.0,,,1.0,,,,,,,
414,105949,1,rochet,INT,0.0,8.51,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,False,Rochet,4.01,0.0,Rochet,5,11,285,32,Sergio Ramón Rochet Álvarez,2.0,37.0,15.0,2.0,,,,,,,,,,,,,,,,
415,105990,3,santiago-mingo,BAH,0.0,4.93,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,False,S. Mingo,3.09,0.0,Santiago Mingo,7,26,265,32,Santiago Martín Ramos Mingo,20.0,,,8.0,,6.0,24.0,26.0,2.0,8.0,,,2.0,,,,,,,
416,106082,2,ewerthon,JUV,0.0,6.44,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,False,Ewerthon,3.23,0.0,Ewerthon,6,14,286,32,Ewerthon Diógenes da Silva,9.0,,,1.0,,2.0,22.0,8.0,2.0,6.0,,,1.0,,,,,,,
417,106147,6,thiago-carpini,JUV,9.01,7.66,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,True,T. Carpini,4.25,0.83,Thiago Carpini,7,25,286,32,Thiago Carpini Barbosa,,,,,,,,,,,,,,,6.0,,,,,
418,106160,1,lucao,RBB,0.0,7.34,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,False,Lucão,5.7,0.0,Lucão,6,4,280,32,Lucas Alexandre Galdino de Azevedo,1.0,21.0,9.0,1.0,,1.0,,,,,,,,,,,,,,
419,106202,2,bruno-gomes,INT,-0.6,7.19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,True,B. Gomes,4.86,-1.14,Bruno Gomes,7,7,285,32,Bruno Gomes da Silva Clevelário,5.0,,,3.0,,2.0,13.0,10.0,1.0,1.0,,,,,,,,,,
420,106294,4,marcos-antonio,SAO,0.5,3.59,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,True,M. Antônio,1.78,-0.02,Marcos Antônio,7,24,276,32,Marcos Antônio Silva Santos,25.0,,,,3.0,4.0,13.0,22.0,1.0,7.0,,,1.0,,,,,,,
421,106323,4,caio-alexandre,BAH,0.0,5.13,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,False,C. Alexandre,2.4,0.0,Caio Alexandre,6,16,265,32,Caio Alexandre Souza e Silva,27.0,,,,1.0,4.0,18.0,28.0,1.0,5.0,,,,,,,,,,
422,106434,3,eduardo-santos,RBB,0.0,8.19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,False,E. Santos,5.1,0.0,Eduardo Santos,5,7,280,32,Eduardo Gonzaga Mendes Santos,2.0,,,4.0,,,10.0,1.0,,,,,,,,,,,,
423,106593,3,villalba,CRU,4.2,8.22,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,True,Villalba,5.21,-0.57,Villalba,7,27,283,32,Lucas Hernán Villalba,17.0,,,15.0,,10.0,31.0,22.0,4.0,7.0,3.0,1.0,,,,,,,,
424,106681,5,leo-pereira,SPT,0.0,4.16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,False,L. Pereira,2.52,0.0,Léo Pereira,6,16,292,32,Leonardo Augusto dos Santos Pereira,26.0,,,,1.0,,12.0,12.0,4.0,6.0,,,6.0,,,,,,1.0,
425,106708,2,igor-formiga,JUV,17.0,11.72,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,True,I. Formiga,8.27,2.11,Igor Formiga,7,11,286,32,Igor Marques Paciência Cardoso,9.0,,,3.0,2.0,,28.0,11.0,3.0,4.0,,2.0,,,,,,,,
426,106822,4,rodrigo-nestor,BAH,0.0,6.25,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,False,R. Nestor,3.85,0.0,Rodrigo Nestor,2,17,265,32,Rodrigo Nestor Bertalia,14.0,,,,,4.0,15.0,11.0,3.0,6.0,1.0,4.0,2.0,,,,,,,
427,106829,2,patryck,SAO,0.0,5.13,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,False,Patryck,2.7,0.0,Patryck,6,4,276,32,Patryck Lanza dos Reis,2.0,,,1.0,,1.0,1.0,3.0,1.0,5.0,,,,,,,,,,
428,106918,5,paulo-baya,CEA,0.0,3.89,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,False,P. Baya,2.16,0.0,Paulo Baya,6,13,354,32,Paulo Henrique Silva Ribeiro,2.0,,,,1.0,,3.0,1.0,5.0,5.0,,1.0,1.0,,,,,,,
429,107075,1,yuri-sena,VIT,0.0,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,False,Y. Sena,0.0,0.0,Yuri Sena,6,0,287,32,Yuri Sena dos Reis Batista,,,,,,,,,,,,,,,,,,,,
430,107093,2,luciano-juba,BAH,2.0,9.11,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,True,L. Juba,5.54,-0.84,Luciano Juba,7,27,265,32,Luciano Batista da Silva Júnior,9.0,,,8.0,4.0,3.0,28.0,17.0,3.0,10.0,,5.0,1.0,,,,,,,
431,107170,5,jeffinho,BOT,0.0,5.51,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,False,Jeffinho,4.59,0.0,Jeffinho,6,13,263,32,Jefferson Ruan Pereira dos Santos,8.0,,,,4.0,,11.0,9.0,3.0,3.0,,2.0,1.0,,,,,,,
432,107173,4,michel-araujo,BAH,7.3,6.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,True,M. Araújo,3.29,1.23,Michel Araújo,6,20,265,32,Michel Daryl Araújo Villar,10.0,,,,,2.0,18.0,14.0,2.0,7.0,,4.0,1.0,,,,,,,
433,107174,4,bruno-tabata,INT,-0.3,5.97,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,True,B. Tabata,3.82,-0.98,Bruno Tabata,7,22,285,32,Bruno Vinícius Souza Ramos,21.0,,,,1.0,4.0,20.0,17.0,10.0,11.0,1.0,3.0,2.0,,,,,,,
434,107179,1,matheus-donelli,COR,0.0,4.42,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,False,M. Donelli,3.08,0.0,Matheus Donelli,6,5,264,32,Matheus Planelles Donelli,1.0,13.0,6.0,1.0,,1.0,,,,,,,,,,,,,,
435,107183,1,leo-linck,BOT,5.0,7.02,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,True,L. Linck,4.04,-0.11,Léo Linck,7,11,263,32,Leonardo Matias Baiersdorf Linck,1.0,23.0,10.0,5.0,,1.0,,,,,,,,,,,,,,
436,107221,1,magrao,FOR,0.0,3.44,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,False,Magrão,2.9,0.0,Magrão,6,2,356,32,Audenirton Soares da Silva,,6.0,2.0,,,,,,,,,,,,,,,,,
437,107231,4,danilo,BOT,3.9,7.71,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,True,Danilo,2.64,0.21,Danilo,7,9,263,32,Danilo dos Santos de Oliveira,2.0,,,,,1.0,7.0,3.0,2.0,5.0,,1.0,2.0,,,,,,,
438,107236,2,vanderlan,RBB,1.5,5.02,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,True,Vanderlan,2.92,0.11,Vanderlan,7,16,280,32,Vanderlan Barbosa da Silva,10.0,,,1.0,1.0,2.0,25.0,24.0,1.0,3.0,,,1.0,,,,,,,
439,107516,5,enio,JUV,9.5,5.6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,True,Ênio,2.9,1.3,Ênio,6,20,286,32,Sebastião Ênio Santos de Almeida,30.0,,,,,3.0,7.0,7.0,4.0,8.0,1.0,3.0,5.0,,,,,,,
440,107554,2,natanael,CAM,5.0,8.64,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,True,Natanael,5.15,-0.09,Natanael,6,29,282,32,Natanael Moreira Milouski,22.0,,,11.0,,1.0,47.0,22.0,5.0,9.0,,1.0,3.0,,,,,,,
441,107698,1,adriano,SPT,0.0,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,False,Adriano,0.0,0.0,Adriano,6,0,292,32,Antônio Adriano Nascimento de Sousa,,,,,,,,,,,,,,,,,,,,
442,107726,5,chrystian-barletta,SPT,1.1,5.58,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,True,C. Barletta,2.99,-0.09,Chrystian Barletta,6,30,292,32,Chrystian Amaral Barletta de Almeida,30.0,,,,,2.0,16.0,15.0,18.0,18.0,2.0,2.0,5.0,,,,,,,
443,107744,4,praxedes,RBB,0.0,3.74,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,False,Praxedes,1.41,0.0,Praxedes,6,12,280,32,Bruno Conceição Praxedes,11.0,,,,,2.0,5.0,7.0,2.0,7.0,,,,,,,,,,
444,107748,1,adriel,GRE,0.0,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,False,Adriel,0.0,0.0,Adriel,6,0,284,32,Adriel Vasconcelos Ramos,,,,,,,,,,,,,,,,,,,,
445,107801,3,nata,JUV,0.0,2.43,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,False,Natã,1.35,0.0,Natã,5,2,286,32,Natã Felipe de Amorim Santos,,,,,,,2.0,1.0,,,,,,,,,,,,
446,107812,4,pierre,FOR,2.7,3.56,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,True,Pierre,1.6,0.38,Pierre,7,6,356,32,Pierre Wagner Oliveira dos Santos,3.0,,,,,1.0,7.0,10.0,,2.0,,,,,,,,,,
447,107859,1,fintelman,VIT,0.0,2.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,False,Fintelman,0.0,0.0,Fintelman,5,0,287,32,Alexandre Fintelman de Mello Ribeiro da Silva,,,,,,,,,,,,,,,,,,,,
448,107873,4,bobadilla,SAO,4.2,6.14,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,True,Bobadilla,3.91,0.4,Bobadilla,7,25,276,32,Damián Josué Bobadilla Benítez,10.0,,,,1.0,3.0,42.0,30.0,6.0,7.0,,3.0,1.0,,,,,,,
449,107908,2,hugo,COR,0.0,6.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,False,Hugo,3.12,0.0,Hugo,6,8,264,32,Hugo Ferreira de Farias,7.0,,,2.0,,,7.0,3.0,1.0,1.0,,,1.0,,,,,,,
450,107950,4,fausto-vera,CAM,0.0,5.79,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,False,F. Vera,2.28,0.0,Fausto Vera,2,14,282,32,Fausto Mariano Vera,5.0,,,,,3.0,18.0,22.0,,5.0,,1.0,,,,,,,,
451,107989,5,carbonero,INT,1.2,6.47,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,True,Carbonero,4.73,0.08,Carbonero,6,19,285,32,Johan Stiven Carbonero Balanta,49.0,,,,2.0,4.0,7.0,23.0,10.0,10.0,1.0,4.0,11.0,2.0,,,,,,
452,108133,5,isidro-pitta,RBB,7.0,7.52,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,True,I. Pitta,3.62,1.18,Isidro Pitta,7,18,280,32,Isidro Miguel Pitta Saldívar,9.0,,,,1.0,5.0,1.0,15.0,3.0,6.0,,7.0,7.0,,,,,,,
453,108176,3,gabriel-lacerda,CEA,0.0,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,False,G. Lacerda,0.0,0.0,Gabriel Lacerda,6,0,354,32,Gabriel Santos Cordeiro Lacerda,,,,,,,,,,,,,,,,,,,,
454,108274,3,david-ricardo,BOT,14.7,6.61,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,True,D. Ricardo,4.0,1.26,David Ricardo,7,16,263,32,David Ricardo Loiola da Silva,10.0,,,7.0,,3.0,11.0,16.0,,3.0,,2.0,,,,1.0,,,,
455,108469,3,adonis-frias,SAN,0.0,6.29,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,False,A. Frías,3.27,0.0,Adonis Frías,7,7,277,32,Adonis Uriel Frías,5.0,,,1.0,,2.0,6.0,12.0,2.0,2.0,,1.0,,,,,,,,
456,108474,5,santi-moreno,FLU,0.0,5.64,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,False,S. Moreno,1.88,0.0,Santi Moreno,6,4,266,32,Santiago Moreno,2.0,,,,,1.0,6.0,5.0,,,,,,,,,,,,
457,108548,5,aravena,GRE,0.0,4.32,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,False,Aravena,2.48,0.0,Aravena,6,19,284,32,Alexander Ernesto Aravena Guzmán,9.0,,,,,1.0,7.0,6.0,2.0,7.0,1.0,3.0,1.0,,,,,,,
458,108588,5,tapia,SAO,0.0,6.49,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,True,Tapia,4.18,-0.72,Tapia,6,14,276,32,Gonzalo Andrés Tapia Dubournais,20.0,,,,,4.0,6.0,16.0,6.0,12.0,,4.0,5.0,,,,,,,
459,108671,5,garre,VAS,0.0,1.83,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,False,Garré,0.02,0.0,Garré,6,8,267,32,Benjamín Antonio Garré,3.0,,,,,1.0,1.0,6.0,,,,,,,,,,,,
460,108683,4,emiliano-martinez,PAL,2.4,5.16,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,True,E. Martínez,2.69,0.35,Emiliano Martínez,6,22,275,32,Emiliano Martínez Toranza,8.0,,,,,3.0,31.0,21.0,5.0,5.0,,1.0,,,,,,,,
461,108713,5,galeano,CEA,4.6,6.78,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,True,Galeano,4.91,-0.55,Galeano,7,29,354,32,Antonio Javier Galeano Ferreira,51.0,,,,3.0,1.0,24.0,18.0,12.0,10.0,1.0,6.0,12.0,,,,,,,
462,109096,5,plata,FLA,-1.6,6.06,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,True,Plata,3.55,-0.58,Plata,3,24,262,32,Gonzalo Jordy Plata Jiménez,15.0,,,,1.0,,25.0,20.0,7.0,5.0,,4.0,2.0,,,1.0,,,,
463,109138,5,kike-saverio,VIT,0.0,5.18,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,False,K. Saverio,1.7,0.0,Kike Saverio,6,1,287,32,Javier Enrique Delgado Saverio,1.0,,,,,,1.0,1.0,,,,,,,,,,,,
464,109401,5,erick-pulga,BAH,3.4,9.07,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,True,E. Pulga,5.87,-0.21,Erick Pulga,7,18,265,32,Erick da Costa Farias,39.0,,,,3.0,3.0,27.0,13.0,5.0,20.0,,2.0,4.0,,,,,,,
465,109426,2,weverson,FOR,0.0,2.29,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,False,Weverson,0.43,0.0,Weverson,6,3,356,32,Weverson Moreira da Costa,1.0,,,,,,1.0,5.0,,1.0,,,,,,,,,,
466,109573,4,martinelli,FLU,-0.2,5.93,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,True,Martinelli,2.59,-0.13,Martinelli,3,26,266,32,Matheus Martinelli Lima,33.0,,,,2.0,5.0,28.0,41.0,2.0,5.0,1.0,1.0,1.0,,,,,,1.0,
467,109899,5,batalla,JUV,0.0,6.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,False,Batalla,4.01,0.0,Batalla,6,21,286,32,Emerson Geovanny Batalla Martínez - Enmerson,29.0,,,,1.0,4.0,17.0,15.0,8.0,8.0,,4.0,1.0,,,,,,,
468,109966,4,monsalve,GRE,0.0,3.43,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,True,Monsalve,1.25,-0.12,Monsalve,6,9,284,32,Miguel Ángel Monsalve Gonzáles - González,9.0,,,,1.0,2.0,3.0,9.0,1.0,1.0,,,,,,,,,,
469,110062,4,joao-neto,RBB,0.0,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,False,J. Neto,0.0,0.0,João Neto,6,0,280,32,João Roberto Rota Neto,,,,,,,,,,,,,,,,,,,,
470,110311,4,jose-martinez,COR,-2.1,3.28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,True,J. Martínez,1.91,-0.45,José Martínez,3,20,264,32,José Andrés Martínez Torres,27.0,,,,1.0,9.0,20.0,16.0,3.0,5.0,,,1.0,,,1.0,,,1.0,
471,110426,2,bernabei,INT,1.8,12.29,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,True,Bernabéi,5.67,-0.61,Bernabéi,7,23,285,32,Alexandro Ezequiel Bernabéi,25.0,,,5.0,4.0,7.0,53.0,46.0,7.0,10.0,,,1.0,1.0,,1.0,,,,
472,110506,6,abel-ferreira,PAL,10.24,13.08,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,True,A. Ferreira,6.94,0.24,Abel Ferreira,7,30,275,32,Abel Fernando Moreira Ferreira,,,,,,,,,,,,,,,20.0,,,,,
