,atletas.atleta_id,atletas.posicao_id,atletas.slug,atletas.clube.id.full.name,atletas.pontos_num,atletas.preco_num,atletas.foto,atletas.entrou_em_campo,atletas.apelido_abreviado,atletas.media_num,atletas.variacao_num,atletas.apelido,atletas.status_id,atletas.jogos_num,atletas.clube_id,atletas.rodada_id,atletas.nome,FS,DE,GS,SG,A,CA,DS,FC,FD,FF,FT,G,I,PS,V,CV,DP,PP,PC,GC
195,90917,5,carlos-eduardo,MIR,0.0,4.3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,True,C. Eduardo,2.9,-0.31,Carlos Eduardo,6,18,2305,32,Carlos Eduardo Ferreira de Souza,19.0,,,,3.0,2.0,10.0,11.0,5.0,4.0,,1.0,2.0,1.0,,,,,,
196,90943,3,ze-marcos,VIT,0.0,3.3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,False,Z. Marcos,2.16,0.0,Zé Marcos,7,24,287,32,José Marcos Alves Luis,16.0,,,6.0,,6.0,12.0,23.0,,1.0,,1.0,1.0,,,,,,,
197,91101,1,ronaldo,BAH,1.7,6.8,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,True,Ronaldo,4.94,-0.02,Ronaldo,7,20,265,32,Ronaldo de Oliveira Strada,5.0,58.0,26.0,6.0,1.0,1.0,,,,,,,,,,,2.0,,1.0,
198,91130,5,fernandinho,CEA,0.2,5.44,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,True,Fernandinho,3.37,-0.96,Fernandinho,6,14,354,32,Fernando José Marques Maciel,17.0,,,,1.0,2.0,19.0,13.0,3.0,6.0,1.0,,3.0,,,,,,,
199,91158,3,kaio,BOT,0.0,8.62,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,False,Kaio,4.88,0.0,Kaio,5,9,263,32,Kaio Fernando da Silva Pantaleão,10.0,,,4.0,,,10.0,8.0,2.0,5.0,,,1.0,,,,,,,
200,91203,3,eder,CEA,0.0,2.82,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,False,Éder,0.8,0.0,Éder,6,2,354,32,Éder Ferreira Graminho,1.0,,,,,,,3.0,1.0,1.0,,,,,,,,,,
201,91473,4,erick-pulgar,FLA,0.6,5.94,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,True,E. Pulgar,2.23,0.1,Erick Pulgar,7,12,262,32,Erick Antonio Pulgar Farfán,9.0,,,,,4.0,14.0,17.0,2.0,,,1.0,,,,,,,,
202,91509,3,rodrigo-sam,JUV,4.1,4.87,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,True,R. Sam,3.12,-0.02,Rodrigo Sam,7,11,286,32,Rodrigo Eduardo da Silva,13.0,,,2.0,,4.0,15.0,20.0,2.0,3.0,,,4.0,1.0,,,,,,
203,91573,3,arboleda,SAO,3.4,9.11,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,True,Arboleda,5.6,-0.35,Arboleda,7,21,276,32,Robert Abel Arboleda Escobar,13.0,,,7.0,,4.0,36.0,18.0,,8.0,,3.0,3.0,1.0,,,,,,
204,91607,5,rony,CAM,5.0,9.92,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,True,Rony,4.04,0.02,Rony,7,27,282,32,Ronielson da Silva Barbosa,48.0,,,,2.0,4.0,21.0,39.0,18.0,14.0,1.0,3.0,17.0,1.0,,,,,,
205,91627,4,dudu-vieira,JUV,0.0,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,False,D. Vieira,0.0,0.0,Dudu Vieira,6,0,286,32,Carlos Eduardo de Souza Vieira,,,,,,,,,,,,,,,,,,,,
206,91639,2,igor-carius,SPT,1.7,7.67,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,True,I. Cariús,4.51,-0.35,Igor Cariús,6,22,292,32,Igor Aquino da Silva,24.0,,,5.0,,2.0,38.0,25.0,6.0,5.0,,1.0,5.0,,,,,,1.0,1.0
207,91706,2,marlon,GRE,1.8,7.53,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,True,Marlon,4.9,-0.38,Marlon,7,24,284,32,Marlon Rodrigues Xavier,28.0,,,4.0,2.0,5.0,50.0,21.0,5.0,6.0,,,1.0,,,,,,1.0,
208,91772,3,david-duarte,BAH,0.5,5.1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,True,D. Duarte,3.27,-0.35,David Duarte,7,23,265,32,David de Duarte Macedo,8.0,,,9.0,,4.0,10.0,18.0,3.0,8.0,1.0,1.0,1.0,,,,,,,
209,91808,1,caique-franca,SPT,0.0,6.53,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,False,C. França,3.52,0.0,Caíque França,6,12,292,32,Caíque França Godoy,1.0,39.0,20.0,2.0,,2.0,2.0,,,,,,,,,,,,,
210,91866,3,ze-ivaldo,SAN,3.0,6.64,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,True,Z. Ivaldo,3.82,0.72,Zé Ivaldo,6,15,277,32,José Ivaldo Almeida Silva,13.0,,,3.0,,4.0,21.0,14.0,,11.0,,1.0,3.0,,,1.0,,,1.0,
211,91908,5,pavon,GRE,1.0,4.69,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,True,Pavón,2.35,-0.11,Pavón,3,21,284,32,Cristian David Pavón,11.0,,,,2.0,6.0,18.0,10.0,7.0,10.0,,,2.0,,,,,,,
212,92075,6,ramon-diaz,INT,1.75,8.81,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,True,R. Díaz,5.09,-0.51,Ramón Díaz,7,12,285,32,Ramón Ángel Díaz,,,,,,,,,,,,,,,3.0,,,,,
213,92085,5,giovanny,JUV,0.5,3.23,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,True,Giovanny,1.69,-0.35,Giovanny,6,14,286,32,Giovanny Bariani Marques,13.0,,,,1.0,2.0,3.0,7.0,2.0,8.0,1.0,,1.0,,,,,,,
214,92087,3,lyanco,CAM,0.0,8.87,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,False,Lyanco,5.08,0.0,Lyanco,5,15,282,32,Lyanco Evangelista Silveira Neves Vojnovic,19.0,,,6.0,,5.0,32.0,25.0,3.0,6.0,,,2.0,,,2.0,,,1.0,
215,92171,5,arthur-cabral,BOT,1.0,10.73,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,True,A. Cabral,4.28,0.01,Arthur Cabral,2,15,263,32,Arthur Mendonça Cabral,22.0,,,,1.0,,6.0,23.0,8.0,11.0,1.0,3.0,3.0,1.0,,,,,,
216,92180,6,jair-ventura,VIT,8.14,10.22,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,True,J. Ventura,5.33,0.66,Jair Ventura,7,8,287,32,Jair Ventura,,,,,,,,,,,,,,,4.0,,,,,
217,92182,3,juninho,INT,3.1,4.9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,True,Juninho,3.02,-0.18,Juninho,6,17,285,32,José Carlos Ferreira Júnior,11.0,,,3.0,,5.0,21.0,13.0,3.0,6.0,,,,,,,,,,
218,92237,3,rodrigo-ely,GRE,0.0,4.75,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,False,R. Ely,0.6,0.0,Rodrigo Ely,5,2,284,32,Rodrigo Ely,,,,,,,1.0,1.0,,,,,,,,,,,,
219,92440,3,andre-ramalho,COR,0.0,6.48,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,False,A. Ramalho,3.67,0.0,André Ramalho,6,19,264,32,André Ramalho Silva,8.0,,,7.0,,4.0,23.0,19.0,1.0,7.0,,,,,,,,,1.0,
220,92696,5,renato-kayzer,VIT,1.5,8.68,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,True,R. Kayzer,4.32,0.07,Renato Kayzer,6,24,287,32,Renato Kayzer de Souza,43.0,,,,,3.0,8.0,34.0,6.0,13.0,1.0,8.0,15.0,,,,,,,
221,92708,5,deyverson,FOR,0.0,5.32,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,False,Deyverson,2.84,0.0,Deyverson,6,18,356,32,Deyverson Brum Silva,22.0,,,,,2.0,6.0,13.0,4.0,13.0,2.0,2.0,3.0,,,,,,,
222,92811,5,bruno-rodrigues,PAL,0.0,5.87,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,False,B. Rodrigues,2.25,0.0,Bruno Rodrigues,6,4,275,32,Bruno Rafael Rodrigues do Nascimento,1.0,,,,,,,2.0,1.0,,,1.0,1.0,,,,,,,
223,92854,5,borre,INT,0.0,9.48,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,False,Borré,3.61,0.0,Borré,7,23,285,32,Rafael Santos Borré Maury,13.0,,,,1.0,3.0,17.0,31.0,5.0,17.0,1.0,5.0,9.0,,,1.0,,,,
224,92981,4,ronaldo,INT,0.0,3.64,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,False,Ronaldo,1.78,0.0,Ronaldo,5,15,285,32,Ronaldo da Silva Souza Guerrero,3.0,,,,,4.0,23.0,21.0,2.0,2.0,,,2.0,,,1.0,,,,
225,93236,2,rafael-ramos,CEA,0.0,4.98,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,False,R. Ramos,3.52,0.0,Rafael Ramos,6,16,354,32,Rafael António Figueiredo Ramos,4.0,,,5.0,,2.0,21.0,18.0,1.0,5.0,,,,,,,,,,
226,93372,3,joao-basso,SAN,0.0,7.74,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,False,J. Basso,4.42,0.0,João Basso,6,6,277,32,João Othávio Basso,6.0,,,2.0,,2.0,7.0,10.0,,,,1.0,,,,,,,,
227,93411,5,cantalapiedra,VIT,4.4,7.55,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,True,Cantalapiedra,5.26,-0.69,Cantalapiedra,7,13,287,32,Aitor Cantalapiedra Fernández,13.0,,,,3.0,1.0,12.0,4.0,7.0,5.0,1.0,2.0,3.0,,,,,,,
228,93478,5,wanderson,CRU,0.0,4.66,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,False,Wanderson,1.91,0.0,Wanderson,6,27,283,32,Wanderson Maciel Sousa Campos,15.0,,,,2.0,2.0,11.0,26.0,10.0,16.0,1.0,,6.0,,,,,,,
229,93716,2,paulo-henrique,VAS,0.0,12.28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,False,P. Henrique,8.13,0.0,Paulo Henrique,7,22,267,32,Paulo Henrique de Oliveira Alves,21.0,,,6.0,6.0,8.0,69.0,41.0,7.0,5.0,2.0,1.0,1.0,,,,,,1.0,
230,93790,4,marlon-freitas,BOT,-0.2,4.79,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,True,M. Freitas,1.97,-0.07,Marlon Freitas,7,26,263,32,Marlon Rodrigues Freitas,8.0,,,,3.0,7.0,23.0,28.0,4.0,11.0,,,,,,,,,,
231,93834,1,keiller,CEA,0.0,3.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,False,Keiller,0.0,0.0,Keiller,6,0,354,32,Keiller da Silva Nunes,,,,,,,,,,,,,,,,,,,,
232,93882,1,cleiton,RBB,2.1,7.19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,True,Cleiton,3.95,-0.15,Cleiton,7,28,280,32,Cleiton Schwengber,9.0,94.0,41.0,6.0,,5.0,,,,,,,,,,,,,,
233,93886,4,matheusinho,SPT,1.8,7.13,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,True,Matheusinho,4.05,0.55,Matheusinho,7,17,292,32,Matheus Leonardo Sales Cardoso,21.0,,,,3.0,1.0,16.0,13.0,4.0,8.0,,2.0,2.0,,,1.0,,,,
234,93988,5,breno-lopes,FOR,7.2,7.91,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,True,B. Lopes,4.56,-0.07,Breno Lopes,3,23,356,32,Breno Henrique Vasconcelos Lopes,39.0,,,,2.0,4.0,11.0,10.0,9.0,17.0,1.0,5.0,15.0,,,,,,,
235,94067,4,matheus-fernandes,RBB,0.0,5.49,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,False,M. Fernandes,2.35,0.0,Matheus Fernandes,6,16,280,32,Matheus Fernandes Siqueira,4.0,,,,,3.0,21.0,18.0,1.0,4.0,,1.0,,,,,,,,
236,94154,4,maycon,COR,0.0,3.87,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,True,Maycon,2.28,-0.2,Maycon,7,22,264,32,Maycon de Andrade Barberan,5.0,,,,,3.0,18.0,14.0,,5.0,,3.0,,,,,,,,
237,94207,5,guilherme,SAN,1.3,9.18,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,True,Guilherme,5.7,0.1,Guilherme,7,25,277,32,Guilherme Augusto Vieira dos Santos,43.0,,,,2.0,,33.0,12.0,13.0,23.0,,4.0,12.0,,,,,,,
238,94444,5,matheus-babi,JUV,0.0,3.63,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,False,M. Babi,1.8,0.0,Matheus Babi,6,15,286,32,Matheus Barcelos da Silva,12.0,,,,,4.0,7.0,14.0,,4.0,,2.0,4.0,,,,,,,
239,94509,4,raphael-veiga,PAL,8.5,11.08,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,True,R. Veiga,2.9,1.28,Raphael Veiga,6,19,275,32,Raphael Cavalcante Veiga,27.0,,,,2.0,1.0,12.0,17.0,5.0,6.0,,1.0,,1.0,,,,,,
240,94514,3,lucas-oliveira,VAS,0.0,4.15,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,False,L. Oliveira,1.85,0.0,Lucas Oliveira,6,6,267,32,Lucas da Cruz Oliveira,,,,2.0,,1.0,2.0,3.0,,,,,,,,,,,,
241,94583,5,pedro,FLA,0.0,17.97,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,False,Pedro,7.74,0.0,Pedro,5,21,262,32,Pedro Guilherme Abreu dos Santos,16.0,,,,6.0,3.0,10.0,14.0,14.0,4.0,1.0,12.0,2.0,2.0,,,,1.0,,
242,94931,4,lucas-fernandes,JUV,0.0,4.58,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,False,L. Fernandes,2.04,0.0,Lucas Fernandes,6,5,286,32,Lucas Fernandes da Silva,3.0,,,,,,5.0,5.0,1.0,2.0,,,1.0,,,,,,,
243,94968,2,juninho-capixaba,RBB,0.1,10.38,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,True,J. Capixaba,6.45,-0.47,Juninho Capixaba,3,19,280,32,Luis Antônio da Rocha Júnior,37.0,,,7.0,,3.0,39.0,27.0,5.0,10.0,,1.0,2.0,,,,,,,
244,95106,3,gabriel-bahia,BOT,0.0,3.56,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,False,G. Bahia,1.73,0.0,Gabriel Bahia,6,3,263,32,Gabriel Henrique Feitosa da Silva,1.0,,,,,,3.0,2.0,,1.0,,,,,,,,,,
245,95127,2,nicolas,CEA,0.0,5.41,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,False,Nicolas,3.3,0.0,Nicolas,6,11,354,32,Nicolas Vecchiato da Silva - Vichiatto / Vechiatto,7.0,,,3.0,,1.0,12.0,9.0,1.0,3.0,,,,,,,,,,
246,95131,5,gabriel-taliari,JUV,11.6,9.07,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,True,G. Taliari,3.97,1.56,Gabriel Taliari,7,26,286,32,Gabriel Pereira Taliari,44.0,,,,2.0,6.0,21.0,41.0,7.0,15.0,2.0,4.0,4.0,,,,,,,
247,95354,4,giraldo,JUV,0.0,1.83,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,False,Giraldo,0.3,0.0,Giraldo,6,13,286,32,Daniel Eduardo Giraldo Cárdenas,3.0,,,,,3.0,6.0,17.0,,2.0,,,1.0,,,,,,,
248,95357,4,rivera,SPT,0.8,4.59,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,True,Rivera,2.66,-0.12,Rivera,7,26,292,32,Christian Hernando Rivera Cuéllar,30.0,,,,,6.0,52.0,62.0,,1.0,,,3.0,,,,,,,
249,95466,2,igor-vinicius,SAN,0.0,6.86,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,False,I. Vinícius,3.53,0.0,Igor Vinícius,7,17,277,32,Igor Vinícius de Souza,14.0,,,2.0,,5.0,32.0,21.0,3.0,3.0,,,,,,,,,,
250,95556,4,raniele,COR,0.2,6.09,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,True,Raniele,4.14,-0.68,Raniele,6,26,264,32,Raniele Almeida Melo,46.0,,,,1.0,6.0,52.0,33.0,4.0,6.0,,1.0,,,,,,,,
251,95638,3,marcelo-benevenuto,FOR,0.0,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,False,M. Benevenuto,0.0,0.0,Marcelo Benevenuto,5,0,356,32,Marcelo da Conceição Benevenuto Malaquias,,,,,,,,,,,,,,,,,,,,
252,95662,4,lucas-kal,SPT,1.4,2.76,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,True,L. Kal,0.28,0.19,Lucas Kal,7,6,292,32,Lucas Kal Schenfeld Prigioli,1.0,,,,,,2.0,6.0,,,,,,,,,,,,
253,95799,5,artur,BOT,8.3,9.26,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,True,Artur,4.03,0.82,Artur,3,21,263,32,Artur Victor Guimarães,22.0,,,,4.0,3.0,10.0,13.0,6.0,14.0,1.0,3.0,1.0,,,,,,,
254,95936,1,daniel-fuzato,VAS,0.0,2.04,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,False,D. Fuzato,-0.7,0.0,Daniel Fuzato,6,2,267,32,Daniel Cerântula Fuzato,,2.0,4.0,,,,,,,,,,,,,,,,,
255,96340,4,lima,FLU,0.0,4.91,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,False,Lima,2.19,0.0,Lima,6,23,266,32,Vinícius Moreira de Lima,26.0,,,,1.0,2.0,6.0,16.0,4.0,8.0,1.0,2.0,1.0,,,,,,,
256,96342,4,charles,COR,-3.0,2.68,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,True,Charles,1.55,-0.56,Charles,3,15,264,32,Charles Rigon Mattos,3.0,,,,,2.0,16.0,17.0,1.0,,,1.0,2.0,,,1.0,,,1.0,
257,96353,5,joaquin-correa,BOT,7.7,8.75,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,True,J. Correa,3.05,-0.93,Joaquín Correa,7,15,263,32,Carlos Joaquín Correa,16.0,,,,,1.0,6.0,8.0,7.0,5.0,1.0,2.0,2.0,1.0,,,,,,
258,96610,4,matheus-pereira,CRU,0.2,13.69,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,True,M. Pereira,7.09,-0.68,Matheus Pereira,7,30,283,32,Matheus Fellipe Costa Pereira,96.0,,,,7.0,5.0,36.0,31.0,18.0,19.0,2.0,6.0,6.0,,,,,,,
259,96652,4,allan,FLA,0.0,2.22,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,False,Allan,0.56,0.0,Allan,6,13,262,32,Allan Rodrigues de Souza,7.0,,,,,2.0,5.0,19.0,2.0,2.0,,,,,,,,,,
260,96684,5,rigoni,SAO,0.0,4.2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,False,Rigoni,1.3,0.0,Rigoni,6,6,276,32,Emiliano Ariel Rigoni,2.0,,,,1.0,1.0,,5.0,2.0,3.0,1.0,,5.0,,,1.0,,,,
261,96725,2,saravia,CAM,4.7,6.27,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,True,Saravia,3.31,-0.14,Saravia,7,12,282,32,Renzo Saravia,5.0,,,6.0,,2.0,8.0,15.0,,2.0,,,,,,,,,,
262,96793,3,camutanga,VIT,7.2,6.08,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,True,Camutanga,3.46,0.17,Camutanga,3,10,287,32,Cleidson Andrade da Souza Silva,3.0,,,3.0,,6.0,15.0,13.0,2.0,4.0,,,1.0,,,,,,,
263,96831,5,carlinhos,VIT,0.0,3.51,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,False,Carlinhos,0.92,0.0,Carlinhos,6,6,287,32,Carlos Moisés de Lima,1.0,,,,,2.0,1.0,8.0,,4.0,,1.0,3.0,,,1.0,,,,
264,96870,2,emerson-royal,FLA,6.6,10.84,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,True,E. Royal,6.08,-0.3,Emerson Royal,7,12,262,32,Emerson Aparecido Leite de Souza Júnior,22.0,,,3.0,1.0,1.0,22.0,15.0,4.0,2.0,,1.0,,,,,,,,
265,96874,1,guruceaga,JUV,0.0,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,False,Guruceaga,0.0,0.0,Guruceaga,6,0,286,32,Gastón Guruceaga Fagúndez,,,,,,,,,,,,,,,,,,,,
266,97095,3,carlos-cuesta,VAS,0.4,9.4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,True,C. Cuesta,5.21,-0.76,Carlos Cuesta,7,8,267,32,Carlos Eccehomo Cuesta Figueroa,2.0,,,4.0,,1.0,10.0,9.0,2.0,,,1.0,,,,,,,1.0,
267,97145,4,villasanti,GRE,0.0,9.45,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,False,Villasanti,3.93,0.0,Villasanti,5,15,284,32,Mathías Adalberto Villasanti Rolón,10.0,,,,,5.0,42.0,24.0,,4.0,,,,,,,,,,
268,97321,5,alesson,MIR,-0.1,6.12,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,True,Alesson,4.12,-0.48,Alesson,7,18,2305,32,Alesson dos Santos Batista,16.0,,,,3.0,1.0,13.0,22.0,3.0,6.0,,4.0,9.0,,,,,,,
269,97341,6,rogerio-ceni,BAH,2.85,9.05,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,True,R. Ceni,5.51,-0.36,Rogério Ceni,7,30,265,32,Rogério Mücke Ceni,,,,,,,,,,,,,,,14.0,,,,,
