,atletas.clube_id,atletas.clube.id.full.name,atletas.posicao_id,atletas.nome,atletas.slug,atletas.apelido_abreviado,atletas.foto,atletas.apelido,atletas.jogos_num,atletas.media_num,atletas.pontos_num,atletas.variacao_num,atletas.entrou_em_campo,atletas.status_id,atletas.preco_num,atletas.rodada_id,atletas.atleta_id,CA,DS,FC,FD,FF,FS,G,I,SG,A,PS,DE,GS,V,FT,CV,DP,PC,PP,GC
614,287,VIT,4,Felipe Cardoso,felipe-cardoso,F. Cardoso,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Felipe Cardoso,3,0.97,0.0,0.0,False,6,2.21,35,129317,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,
615,265,BAH,5,Ruan Pablo Barbosa Sousa,ruan-pablo,R. Pablo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Ruan Pablo,3,0.13,0.0,0.0,False,6,0.84,35,129663,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,
616,267,VAS,1,Pablo de Paula Cardoso,pablo,Pablo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Pablo,0,0.0,0.0,0.0,False,6,1.0,35,129665,,,,,,,,,,,,,,,,,,,,
617,267,VAS,4,João Pedro Murilo de Paula Morais,jp,JP,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,JP,0,0.0,0.0,0.0,False,6,2.0,35,129666,,,,,,,,,,,,,,,,,,,,
618,263,BOT,1,Cristhian Joel Loor Santamaría - Christian,cristhian-loor,C. Loor,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Cristhian Loor,0,0.0,0.0,0.0,False,6,2.0,35,129930,,,,,,,,,,,,,,,,,,,,
619,262,FLA,4,Bruno Fernandes Xavier,bruno-xavier,B. Xavier,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Bruno Xavier,0,0.0,0.0,0.0,False,6,1.0,35,129948,,,,,,,,,,,,,,,,,,,,
620,284,GRE,4,Erick Carlos Noriega Loret de Mola,noriega,Noriega,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Noriega,13,1.52,-1.3,-0.24,True,7,3.74,35,130048,3.0,13.0,14.0,,6.0,9.0,,,,,,,,,,,,2.0,,
621,262,FLA,1,Leonardo Nannetti Lopes,leo-nannetti,L. Nannetti,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Léo Nannetti,0,0.0,0.0,0.0,False,6,1.0,35,130189,,,,,,,,,,,,,,,,,,,,
622,262,FLA,2,João Victor Schlickmann Carbone,carbone,Carbone,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Carbone,0,0.0,0.0,0.0,False,6,2.0,35,130190,,,,,,,,,,,,,,,,,,,,
623,267,VAS,4,Euder Galdino da Silva,euder,Euder,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Euder,0,0.0,0.0,0.0,False,6,1.0,35,130252,,,,,,,,,,,,,,,,,,,,
624,267,VAS,2,Leandro Viana da Silva Gama,leandrinho,Leandrinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Leandrinho,1,0.0,0.0,0.0,False,6,1.83,35,130254,,,,,,,,,,,,,,,,,,,,
625,267,VAS,4,Guilherme Estrella de Paiva,guilherme-estrella,G. Estrella,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Guilherme Estrella,0,0.0,0.0,0.0,False,6,3.0,35,130255,,,,,,,,,,,,,,,,,,,,
626,267,VAS,4,Lukas Rocha Zuccarello,lukas-zuccarello,L. Zuccarello,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Lukas Zuccarello,2,0.6,0.0,0.0,False,6,1.9,35,130279,,1.0,1.0,,,,,,,,,,,,,,,,,
627,267,VAS,1,Phillipe Gabriel Pires de Oliveira,phillipe-gabriel,P. Gabriel,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,Phillipe Gabriel,0,0.0,0.0,0.0,False,6,1.0,35,130280,,,,,,,,,,,,,,,,,,,,
628,263,BOT,1,Rhyan Luca Carvalho de Arruda,rhyan,Rhyan,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Rhyan,0,0.0,0.0,0.0,False,6,1.0,35,130305,,,,,,,,,,,,,,,,,,,,
629,286,JUV,5,Rafael Oliveira Pinna,rafael-pinna,R. Pinna,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Rafael Pinna,0,0.0,0.0,0.0,False,6,1.0,35,130316,,,,,,,,,,,,,,,,,,,,
630,287,VIT,2,Maykon Kesley de Jesus Ramalho,maykon,Maykon,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Maykon,9,4.25,0.0,0.0,False,6,5.8,35,130319,1.0,11.0,16.0,1.0,3.0,8.0,,,4.0,,,,,,,,,,,
631,262,FLA,4,Guilherme Henrique Bernardineli Gomes,guilherme-gomes,G. Gomes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Guilherme Gomes,0,0.0,0.0,0.0,False,6,2.0,35,130382,,,,,,,,,,,,,,,,,,,,
632,2305,MIR,5,Everton Leandro de Oliveira Santos,maceio,Maceió,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Maceió,6,0.78,0.0,0.0,False,6,2.81,35,130386,1.0,1.0,2.0,1.0,4.0,3.0,,1.0,,,,,,,,,,1.0,,
633,265,BAH,3,Luiz Gustavo Marinho Ribeiro dos Santos,luiz-gustavo,L. Gustavo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Luiz Gustavo,5,1.56,0.0,0.0,False,6,1.8,35,130393,3.0,4.0,4.0,,,2.0,,,1.0,,,,,,,,,,,
634,285,INT,1,Diego Esser Pereira,diego,Diego,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Diego,0,0.0,0.0,0.0,False,6,1.0,35,130438,,,,,,,,,,,,,,,,,,,,
635,286,JUV,5,Marlon Santos Teodoro,marlon,Marlon,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,Marlon,1,0.5,0.0,0.0,False,6,1.11,35,130507,,,1.0,,1.0,,,,,,,,,,,,,,,
636,275,PAL,5,Riquelme Fillipi Marinho de Souza,riquelme-fillipi,R. Fillipi,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Riquelme Fillipi,1,0.0,0.0,0.0,False,6,0.92,35,130608,,,,,,,,,,,,,,,,,,,,
637,275,PAL,5,Luighi Hanri Sousa Santos,luighi,Luighi,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Luighi,6,1.05,0.0,0.0,False,6,2.95,35,130612,,4.0,5.0,,,4.0,,2.0,,,,,,,,,,,,
638,287,VIT,4,Edenílson Santos Nascimento Filho,edenilson,Edenílson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Edenílson,0,0.0,0.0,0.0,False,6,1.0,35,130620,,,,,,,,,,,,,,,,,,,,
639,266,FLU,4,Facundo Bernal Cruz,bernal,Bernal,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Bernal,19,1.73,0.2,-0.04,True,6,3.47,35,130650,7.0,22.0,16.0,4.0,5.0,12.0,,,,,,,,,,,,,,1.0
640,280,RBB,3,Stanley Boateng Osei,boateng,Boateng,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Boateng,0,0.0,0.0,0.0,False,6,1.0,35,130711,,,,,,,,,,,,,,,,,,,,
641,277,SAN,2,João Victor de Souza Menezes,souza,Souza,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Souza,20,4.11,-0.3,-0.59,True,6,6.97,35,130811,3.0,28.0,16.0,4.0,9.0,16.0,1.0,1.0,2.0,2.0,1.0,,,,,,,1.0,,
642,287,VIT,3,Andrei Gabriel dos Santos Ferreira,andrei,Andrei,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Andrei,0,0.0,0.0,0.0,False,6,1.0,35,130869,,,,,,,,,,,,,,,,,,,,
643,284,GRE,4,Riquelme Freitas dos Santos,riquelme,Riquelme,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Riquelme,9,1.86,0.0,0.0,False,5,2.62,35,130889,,6.0,2.0,1.0,2.0,11.0,,,,,,,,,,,,,,
644,276,SAO,1,Felipe Gabriel Preis,felipe-preis,F. Preis,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Felipe Preis,0,0.0,0.0,0.0,False,6,1.0,35,131116,,,,,,,,,,,,,,,,,,,,
645,284,GRE,5,Jardiel Maciel Libertino da Silva,jardiel,Jardiel,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Jardiel,3,0.17,0.0,0.0,False,6,0.84,35,131455,,,,,,1.0,,,,,,,,,,,,,,
646,277,SAN,4,Hyan Carvalho Machado Silva,hyan,Hyan,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Hyan,2,0.7,0.0,0.0,False,6,1.19,35,131515,,1.0,2.0,,,1.0,,,,,,,,,,,,,,
647,277,SAN,2,João Pedro Chermont Crema,jp-chermont,J. Chermont,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,JP Chermont,5,4.28,0.0,0.0,False,6,6.05,35,131516,3.0,14.0,9.0,,1.0,1.0,,2.0,1.0,,,,,,,,,,,
648,276,SAO,5,André Oliveira e Silva,andre-silva,A. Silva,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,André Silva,19,4.32,0.0,0.0,False,5,6.73,35,131617,5.0,11.0,20.0,5.0,10.0,20.0,5.0,5.0,,2.0,,,,,1.0,,,,,
649,264,COR,1,Felipe Longo Fernandes da Silva,felipe-longo,F. Longo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Felipe Longo,6,2.72,2.2,0.27,True,7,3.24,35,131753,,,,,,1.0,,,1.0,,,16.0,10.0,,,,,,,
650,276,SAO,3,Isac Silvestre da Silva,isac,Isac,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Isac,0,0.0,0.0,0.0,False,6,1.0,35,131762,,,,,,,,,,,,,,,,,,,,
651,280,RBB,3,Kevyn Henrique Monteiro de Souza,kevyn,Kevyn,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Kevyn,0,0.0,0.0,0.0,False,6,1.0,35,131765,,,,,,,,,,,,,,,,,,,,
652,266,FLU,5,Kevin Steven Serna Jaramillo,serna,Serna,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Serna,29,4.71,3.5,-1.14,True,7,7.11,35,132071,3.0,31.0,18.0,11.0,8.0,29.0,6.0,4.0,,3.0,1.0,,,,,,,,,
653,283,CRU,5,Keny Alexander Arroyo Alvarado,arroyo,Arroyo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Arroyo,10,5.17,13.5,2.18,True,7,8.43,35,132264,4.0,8.0,6.0,9.0,7.0,16.0,2.0,,,1.0,,,,,,,,,,
654,2305,MIR,3,Jemmes Bruno Ribeiro da Silva,jemmes,Jemmes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Jemmes,33,4.52,7.7,0.8,True,7,6.43,35,132553,3.0,60.0,32.0,1.0,9.0,11.0,1.0,1.0,10.0,,,,,,,,,,,
655,287,VIT,1,Davi Barbosa da Silva Novaes,davi-barbosa,D. Barbosa,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,Davi Barbosa,0,0.0,0.0,0.0,False,6,1.0,35,132560,,,,,,,,,,,,,,,,,,,,
656,280,RBB,5,Vinicius Mendonça Pereira,vinicinho,Vinicinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Vinicinho,21,3.01,0.0,0.0,False,6,5.82,35,132580,2.0,20.0,16.0,6.0,6.0,35.0,,4.0,,2.0,1.0,,,,,,,,,
657,264,COR,5,Guilherme William Silva Inácio,gui-negao,G. Negão,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,Gui Negão,20,2.44,0.0,-0.29,True,7,3.32,35,133543,3.0,11.0,26.0,1.0,2.0,23.0,3.0,3.0,,1.0,,,,,,,,,,
658,276,SAO,3,Igor Odoni Gomes,igao,Igão,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Igão,0,0.0,0.0,0.0,False,6,2.0,35,133623,,,,,,,,,,,,,,,,,,,,
659,284,GRE,5,Alysson Edward Franco da Rocha dos Santos,alysson,Alysson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,Alysson,26,4.53,1.0,0.0,True,7,5.83,35,133669,4.0,42.0,22.0,9.0,11.0,48.0,1.0,3.0,,2.0,1.0,,,,1.0,,,,,
660,280,RBB,1,Gustavo Reis de Alcântara,gustavo-reis,G. Reis,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Gustavo Reis,0,0.0,0.0,0.0,False,6,1.0,35,133671,,,,,,,,,,,,,,,,,,,,
661,277,SAN,4,Mateus Xavier de Sousa,mateus-xavier,M. Xavier,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,Mateus Xavier,3,0.5,0.0,0.0,False,6,1.0,35,133673,,1.0,,,,,,,,,,,,,,,,,,
662,275,PAL,3,Luiz Gustavo Roncholeta Benedetti,benedetti,Benedetti,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Benedetti,2,1.6,0.0,0.0,False,6,2.61,35,133679,,2.0,2.0,,1.0,,,,,,,,,,,,,,,
663,266,FLU,4,Wallace Davi Nunes da Silva Dias,wallace-davi,W. Davi,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Wallace Davi,0,0.0,0.0,0.0,False,6,2.0,35,133696,,,,,,,,,,,,,,,,,,,,
664,285,INT,4,Yago Eduardo Noal Lopes,yago-noal,Y. Noal,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Yago Noal,2,0.6,0.0,0.0,False,6,1.14,35,134246,,1.0,1.0,,,,,,,,,,,,,,,,,
665,275,PAL,4,Larson Torna Ferreira dos Santos,larson,Larson,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Larson,0,0.0,0.0,0.0,False,6,1.0,35,136156,,,,,,,,,,,,,,,,,,,,
666,285,INT,4,Luis Otávio Costa de Aquino,luis-otavio,L. Otávio,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Luis Otávio,18,1.82,0.0,0.0,False,3,2.85,35,136306,3.0,18.0,7.0,2.0,2.0,14.0,,1.0,,,,,,,,,,,,
667,265,BAH,5,Mateo Naín Sanabria Doracio,sanabria,Sanabria,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,Sanabria,8,1.6,0.0,0.0,False,5,4.39,35,136955,,3.0,5.0,2.0,2.0,18.0,,2.0,,,,,,,,1.0,,,,
668,292,SPT,5,Micael de Barros Viturino,micael,Micael,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Micael,0,0.0,0.0,0.0,False,6,1.0,35,137375,,,,,,,,,,,,,,,,,,,,
669,283,CRU,5,Kaique Kenji Takamura Correa,kaique-kenji,K. Kenji,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Kaique Kenji,2,0.5,0.0,0.0,False,6,1.09,35,137542,,,,,,2.0,,,,,,,,,,,,,,
670,285,INT,3,Clayton Sampaio Pereira,clayton-sampaio,C. Sampaio,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Clayton Sampaio,10,2.59,0.0,0.0,False,6,4.07,35,137618,2.0,9.0,13.0,2.0,3.0,1.0,,,2.0,,,,,,1.0,,,,,
671,280,RBB,3,Sergio Stevan Palacios Zapata,palacios,Palacios,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Palacios,2,1.3,0.0,0.0,False,6,1.7,35,138021,2.0,,3.0,,,1.0,,,1.0,,,,,,,,,,,
672,275,PAL,4,Vitor dos Santos Figueiredo,figueiredo,Figueiredo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,Figueiredo,0,0.0,0.0,0.0,False,6,2.0,35,139001,,,,,,,,,,,,,,,,,,,,
673,262,FLA,6,Filipe Luís Kasmirski,filipe-luis,F. Luís,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,Filipe Luís,34,6.85,9.64,0.89,True,7,13.05,35,139076,,,,,,,,,,,,,,21.0,,,,,,
674,285,INT,3,Pedro Kauã Rodrigues Machado,pedro-kaua,P. Kauã,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,Pedro Kauã,0,0.0,0.0,0.0,False,6,1.0,35,139200,,,,,,,,,,,,,,,,,,,,
675,283,CRU,2,Kauã Prates de Almeida,kaua-prates,K. Prates,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,Kauã Prates,7,3.67,5.0,0.64,True,6,4.63,35,139345,1.0,5.0,4.0,,,1.0,,1.0,4.0,,,,,,,,,,,
676,282,CAM,5,Caio da Silva Maia,caio-maia,C. Maia,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Caio Maia,0,0.0,0.0,0.0,False,5,2.0,35,139455,,,,,,,,,,,,,,,,,,,,
677,282,CAM,5,João Marcelo Soares de Freitas,joao-marcelo,J. Marcelo,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,João Marcelo,7,1.51,0.0,0.0,False,6,3.46,35,140364,,1.0,3.0,3.0,2.0,,,2.0,,1.0,,,,,,,,,,
678,266,FLU,5,Riquelme Felipe Silva de Almeida,riquelme-felipe,R. Felipe,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Riquelme Felipe,5,1.0,0.0,0.0,False,6,3.43,35,140484,,2.0,1.0,,1.0,3.0,,,,,,,,,,,,,,
679,262,FLA,3,João Victor de Souza Cunha,joao-victor,J. Victor,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,João Victor,2,2.95,0.0,0.0,False,6,3.51,35,140492,,1.0,2.0,,,,,,1.0,,,,,,,,,,,
680,262,FLA,4,João Victor Alves Ferreira,joao-alves,J. Alves,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,João Alves,0,0.0,0.0,0.0,False,6,1.0,35,140494,,,,,,,,,,,,,,,,,,,,
681,276,SAO,5,Ryan Francisco Rodrigues dos Santos Silva,ryan-francisco,R. Francisco,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,Ryan Francisco,7,2.69,0.0,0.0,False,5,3.62,35,140542,,,4.0,,2.0,5.0,2.0,1.0,,,,,,,,,,,,
682,265,BAH,4,David Martins Almeida de Lira,david-martins,D. Martins,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,David Martins,0,0.0,0.0,0.0,False,6,1.0,35,140726,,,,,,,,,,,,,,,,,,,,
683,280,RBB,5,Davi Gomes de Alvarenga,davi-gomes,D. Gomes,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,Davi Gomes,6,2.23,0.0,0.0,False,6,2.64,35,140906,,1.0,3.0,1.0,2.0,4.0,1.0,,,,,,,,,,,,,
684,2305,MIR,1,Bruno Oliveira Bertinato,bruno-bertinato,B. Bertinato,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,Bruno Bertinato,0,0.0,0.0,0.0,False,6,2.0,35,140908,,,,,,,,,,,,,,,,,,,,
685,266,FLU,1,Gustavo Henrique Felix da Silva,gustavo-felix,G. Felix,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Gustavo Felix,0,0.0,0.0,0.0,False,6,1.0,35,141038,,,,,,,,,,,,,,,,,,,,
686,266,FLU,2,Kaio Borges Correa,kaio-borges,K. Borges,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Kaio Borges,0,0.0,0.0,0.0,False,6,1.0,35,141039,,,,,,,,,,,,,,,,,,,,
687,266,FLU,3,Davi Duarte Schuindt,davi-schuindt,D. Schuindt,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,Davi Schuindt,2,0.7,0.0,0.0,False,6,1.24,35,141040,,,1.0,1.0,,1.0,,,,,,,,,,,,,,
688,263,BOT,3,Kauã Oliveira Branco,kaua-branco,K. Branco,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,Kauã Branco,0,0.0,0.0,0.0,False,6,1.0,35,141084,,,,,,,,,,,,,,,,,,,,
689,282,CAM,1,Robert Pinto Alves Assunção,robert,Robert,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Robert,0,0.0,0.0,0.0,False,6,1.0,35,141125,,,,,,,,,,,,,,,,,,,,
690,282,CAM,3,Vitor Fernandes Chaves Teixeira,vitao,Vitão,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Vitão,0,0.0,0.0,0.0,False,6,1.0,35,141131,,,,,,,,,,,,,,,,,,,,
691,282,CAM,4,José Phelipe dos Santos Dutra,ze-phelipe,Z. Phelipe,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Zé Phelipe,0,0.0,0.0,0.0,False,6,1.0,35,141138,,,,,,,,,,,,,,,,,,,,
692,282,CAM,4,Mateus José Iseppe,mateus-iseppe,M. Iseppe,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,Mateus Iseppe,1,2.0,0.0,0.0,False,6,2.53,35,141139,,1.0,,,,1.0,,,,,,,,,,,,,,
693,292,SPT,1,Davi Medeiros Serrano Lira,davi,Davi,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Davi,0,0.0,0.0,0.0,False,6,2.0,35,141145,,,,,,,,,,,,,,,,,,,,
694,292,SPT,3,Rafael Lima da Silva,rafinha,Rafinha,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Rafinha,0,0.0,0.0,0.0,False,6,1.0,35,141150,,,,,,,,,,,,,,,,,,,,
695,292,SPT,2,Felipe Gabriel dos Santos Silva,felipinho,Felipinho,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,Felipinho,0,0.0,0.0,0.0,False,6,3.0,35,141151,,,,,,,,,,,,,,,,,,,,
