,atletas.posicao_id,atletas.jogos_num,atletas.variacao_num,atletas.rodada_id,atletas.slug,atletas.preco_num,atletas.entrou_em_campo,atletas.nome,atletas.apelido_abreviado,atletas.media_num,atletas.foto,atletas.pontos_num,atletas.clube.id.full.name,atletas.atleta_id,atletas.clube_id,atletas.apelido,atletas.status_id,CA,DS,FC,FF,FS,I,SG,DE,GS,A,FD,G,PS,FT,V,CV,DP,PP,PC,GC
186,5,30,-0.74,37,bruno-henrique,6.51,True,Bruno Henrique Pinto,B. Henrique,3.38,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,4.3,FLA,90285,262,Bruno Henrique,7,7.0,17.0,44.0,19.0,35.0,13.0,,,,,13.0,6.0,1.0,,,,,,,
187,5,14,0.0,37,juninho,4.11,False,Olávio Vieira dos Santos Júnior,Juninho,1.48,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,FLA,90307,262,Juninho,6,,5.0,8.0,4.0,4.0,4.0,,,,,4.0,,,2.0,,,,,,
188,5,21,0.44,37,david,5.22,True,David Correa da Fonseca,David,1.95,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,2.3,VAS,90309,267,David,6,2.0,8.0,13.0,4.0,3.0,2.0,,,,3.0,2.0,2.0,,,,1.0,,,,
189,4,16,-0.44,37,matheus-pereira,4.76,True,Matheus Pereira da Silva,M. Pereira,2.57,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0.7,FOR,90370,356,Matheus Pereira,7,4.0,14.0,18.0,3.0,7.0,,,,,3.0,3.0,1.0,,,,1.0,,,,
190,4,10,0.0,37,rezende,2.76,False,Júlio César de Rezende Miranda,Rezende,1.33,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0.0,BAH,90449,265,Rezende,6,,8.0,9.0,,8.0,,,,,,,,,,,,,,,
191,4,12,-0.42,37,arthur-melo,8.13,True,Arthur Henrique Ramos de Oliveira Melo,A. Melo,3.71,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,1.9,GRE,90532,284,Arthur Melo,7,3.0,20.0,17.0,3.0,37.0,1.0,,,,,4.0,,,,,1.0,,,,
192,4,25,0.0,37,caique,3.8,False,Caique de Jesus Gonçalves,Caíque,2.33,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.0,JUV,90588,286,Caíque,3,9.0,40.0,48.0,1.0,34.0,,,,,1.0,,,,,,,,,1.0,
193,5,19,0.0,37,chico-da-costa,6.74,False,Francisco da Costa Aragão,C. Costa,3.03,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0.0,MIR,90608,2305,Chico da Costa,6,2.0,3.0,13.0,8.0,16.0,10.0,,,,,2.0,5.0,,1.0,,,,,,
194,4,26,0.0,37,matheuzinho,10.23,False,Matheus Martins Fogaça de Paulo,Matheuzinho,4.09,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,VIT,90703,287,Matheuzinho,6,4.0,24.0,15.0,4.0,53.0,2.0,,,,1.0,13.0,4.0,,,,1.0,,,,
195,3,33,0.1,37,fabricio-bruno,8.28,True,Fabrício Bruno Soares de Faria,F. Bruno,4.89,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,1.5,CRU,90768,283,Fabrício Bruno,7,8.0,37.0,25.0,8.0,19.0,,16.0,,,,4.0,3.0,,,,1.0,,,,
196,5,23,1.96,37,carlos-eduardo,6.14,True,Carlos Eduardo Ferreira de Souza,C. Eduardo,3.06,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,13.9,MIR,90917,2305,Carlos Eduardo,6,2.0,12.0,15.0,4.0,24.0,5.0,,,,4.0,6.0,2.0,1.0,,,,,,,
197,3,26,0.0,37,ze-marcos,4.41,False,José Marcos Alves Luis,Z. Marcos,2.46,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,VIT,90943,287,Zé Marcos,6,6.0,13.0,24.0,1.0,18.0,2.0,8.0,,,,,1.0,,,,,,,,
198,1,25,0.56,37,ronaldo,7.97,True,Ronaldo de Oliveira Strada,Ronaldo,5.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,10.2,BAH,91101,265,Ronaldo,7,1.0,,,,5.0,,8.0,75.0,32.0,1.0,,,,,,,2.0,,1.0,
199,5,19,-0.34,37,fernandinho,5.28,True,Fernando José Marques Maciel,Fernandinho,3.08,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.5,CEA,91130,354,Fernandinho,6,2.0,24.0,17.0,7.0,21.0,5.0,,,,1.0,5.0,,,1.0,,,,,,
200,3,9,0.0,37,kaio,8.62,False,Kaio Fernando da Silva Pantaleão,Kaio,4.88,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,BOT,91158,263,Kaio,5,,10.0,8.0,5.0,10.0,1.0,4.0,,,,2.0,,,,,,,,,
201,3,3,-0.06,37,eder,2.76,True,Éder Ferreira Graminho,Éder,0.93,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,1.2,CEA,91203,354,Éder,7,,,3.0,1.0,1.0,,,,,,2.0,,,,,,,,,
202,4,15,0.04,37,erick-pulgar,5.93,True,Erick Antonio Pulgar Farfán,E. Pulgar,2.07,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,3.0,FLA,91473,262,Erick Pulgar,7,5.0,17.0,21.0,1.0,9.0,,,,,,3.0,1.0,,,,,,,,
203,3,15,0.22,37,rodrigo-sam,5.0,True,Rodrigo Eduardo da Silva,R. Sam,3.14,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,4.7,JUV,91509,286,Rodrigo Sam,7,7.0,24.0,29.0,5.0,20.0,6.0,2.0,,,,2.0,,1.0,,,,,,,
204,3,23,0.42,37,arboleda,9.16,True,Robert Abel Arboleda Escobar,Arboleda,5.4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,5.2,SAO,91573,276,Arboleda,6,4.0,37.0,19.0,8.0,14.0,3.0,8.0,,,,,3.0,1.0,,,,,,,
205,5,28,0.0,37,rony,11.7,False,Ronielson da Silva Barbosa,Rony,4.51,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.0,CAM,91607,282,Rony,6,4.0,21.0,39.0,15.0,49.0,17.0,,,,2.0,18.0,5.0,1.0,1.0,,,,,,
206,4,0,0.0,37,dudu-vieira,3.0,False,Carlos Eduardo de Souza Vieira,D. Vieira,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.0,JUV,91627,286,Dudu Vieira,6,,,,,,,,,,,,,,,,,,,,
207,2,24,0.22,37,igor-carius,7.72,True,Igor Aquino da Silva,I. Cariús,4.33,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,3.4,SPT,91639,292,Igor Cariús,7,2.0,41.0,25.0,6.0,25.0,6.0,5.0,,,,6.0,1.0,,,,,,,2.0,1.0
208,2,28,-0.14,37,marlon,8.08,True,Marlon Rodrigues Xavier,Marlon,5.27,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,4.3,GRE,91706,284,Marlon,7,6.0,60.0,26.0,6.0,37.0,1.0,5.0,,,2.0,5.0,1.0,,,,,,,1.0,
209,3,25,0.0,37,david-duarte,5.39,False,David de Duarte Macedo,D. Duarte,3.31,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0.0,BAH,91772,265,David Duarte,5,4.0,11.0,20.0,10.0,8.0,2.0,9.0,,,1.0,3.0,1.0,,1.0,,,,,,
210,1,14,2.89,37,caique-franca,8.52,True,Caíque França Godoy,C. França,4.46,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,19.3,SPT,91808,292,Caíque França,7,2.0,2.0,,,1.0,,2.0,53.0,25.0,,,,,,,,1.0,,,
211,3,19,0.79,37,ze-ivaldo,7.63,True,José Ivaldo Almeida Silva,Z. Ivaldo,4.01,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,10.4,SAN,91866,277,Zé Ivaldo,7,6.0,28.0,21.0,11.0,16.0,3.0,5.0,,,,1.0,1.0,,,,1.0,,,1.0,
212,5,24,-1.4,37,pavon,5.13,True,Cristian David Pavón,Pavón,2.86,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,2.5,GRE,91908,284,Pavón,7,7.0,22.0,12.0,13.0,14.0,2.0,,,,4.0,8.0,,,,,,,,,
213,5,18,-0.15,37,giovanny,3.24,True,Giovanny Bariani Marques,Giovanny,1.86,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.0,JUV,92085,286,Giovanny,6,2.0,5.0,7.0,8.0,15.0,3.0,,,,2.0,3.0,,,1.0,,,,,,
214,3,15,0.0,37,lyanco,8.87,False,Lyanco Evangelista Silveira Neves Vojnovic,Lyanco,5.08,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.0,CAM,92087,282,Lyanco,5,5.0,32.0,25.0,6.0,19.0,2.0,6.0,,,,3.0,,,,,2.0,,,1.0,
215,5,19,0.07,37,arthur-cabral,10.22,True,Arthur Mendonça Cabral,A. Cabral,3.81,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,2.1,BOT,92171,263,Arthur Cabral,7,1.0,9.0,27.0,15.0,25.0,5.0,,,,1.0,9.0,3.0,1.0,1.0,,,,,,
216,6,11,0.0,37,jair-ventura,10.59,False,Jair Ventura,J. Ventura,5.78,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,VIT,92180,287,Jair Ventura,6,,,,,,,,,,,,,,,6.0,,,,,
217,3,19,-0.24,37,juninho,4.21,True,José Carlos Ferreira Júnior,Juninho,2.67,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,-0.6,INT,92182,285,Juninho,7,5.0,21.0,15.0,6.0,11.0,,3.0,,,,3.0,,,,,,,,,
218,3,2,0.0,37,rodrigo-ely,4.75,False,Rodrigo Ely,R. Ely,0.6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.0,GRE,92237,284,Rodrigo Ely,5,,1.0,1.0,,,,,,,,,,,,,,,,,
219,3,21,0.12,37,andre-ramalho,6.72,True,André Ramalho Silva,A. Ramalho,3.86,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,6.0,COR,92440,264,André Ramalho,7,4.0,28.0,19.0,9.0,10.0,,7.0,,,,2.0,,,,,,,,1.0,
220,5,27,0.0,37,renato-kayzer,8.98,False,Renato Kayzer de Souza,R. Kayzer,4.41,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,VIT,92696,287,Renato Kayzer,6,3.0,9.0,36.0,17.0,50.0,16.0,,,,,6.0,9.0,,1.0,,,,,,
221,5,21,-1.5,37,deyverson,5.17,True,Deyverson Brum Silva,Deyverson,2.82,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,-1.1,FOR,92708,356,Deyverson,6,3.0,6.0,13.0,13.0,22.0,4.0,,,,,5.0,3.0,,2.0,,,,,,
222,5,5,0.0,37,bruno-rodrigues,4.41,False,Bruno Rafael Rodrigues do Nascimento,B. Rodrigues,1.74,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,0.0,PAL,92811,275,Bruno Rodrigues,6,,,3.0,,1.0,1.0,,,,,1.0,1.0,,,,,,,,
223,5,28,0.22,37,borre,9.75,True,Rafael Santos Borré Maury,Borré,4.07,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,2.4,INT,92854,285,Borré,6,3.0,28.0,36.0,20.0,18.0,11.0,,,,2.0,10.0,5.0,,1.0,,1.0,,,,
224,4,15,0.0,37,ronaldo,3.64,False,Ronaldo da Silva Souza Guerrero,Ronaldo,1.78,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0.0,INT,92981,285,Ronaldo,5,4.0,23.0,21.0,2.0,3.0,2.0,,,,,2.0,,,,,1.0,,,,
225,2,19,-0.05,37,rafael-ramos,5.18,True,Rafael António Figueiredo Ramos,R. Ramos,3.57,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,2.0,CEA,93236,354,Rafael Ramos,7,3.0,26.0,21.0,5.0,6.0,,6.0,,,,1.0,,,,,,,,,
226,3,6,0.0,37,joao-basso,7.74,False,João Othávio Basso,J. Basso,4.42,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0.0,SAN,93372,277,João Basso,6,2.0,7.0,10.0,,6.0,,2.0,,,,,1.0,,,,,,,,
227,5,16,0.0,37,cantalapiedra,7.35,False,Aitor Cantalapiedra Fernández,Cantalapiedra,5.26,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,VIT,93411,287,Cantalapiedra,6,1.0,13.0,5.0,8.0,13.0,3.0,,,,3.0,8.0,3.0,,2.0,,,,,,
228,5,27,0.0,37,wanderson,4.66,False,Wanderson Maciel Sousa Campos,Wanderson,1.91,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,0.0,CRU,93478,283,Wanderson,6,2.0,11.0,26.0,16.0,15.0,6.0,,,,2.0,10.0,,,1.0,,,,,,
229,2,26,-0.52,37,paulo-henrique,13.47,True,Paulo Henrique de Oliveira Alves,P. Henrique,7.82,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,9.4,VAS,93716,267,Paulo Henrique,7,8.0,80.0,49.0,6.0,24.0,1.0,6.0,,,8.0,8.0,1.0,,2.0,,1.0,,,1.0,
230,4,30,0.05,37,marlon-freitas,4.69,True,Marlon Rodrigues Freitas,M. Freitas,1.89,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.3,BOT,93790,263,Marlon Freitas,7,7.0,26.0,36.0,12.0,8.0,,,,,3.0,6.0,,,,,,,,,
231,1,0,0.0,37,keiller,3.0,False,Keiller da Silva Nunes,Keiller,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.0,CEA,93834,354,Keiller,6,,,,,,,,,,,,,,,,,,,,
232,1,30,0.0,37,cleiton,7.7,False,Cleiton Schwengber,Cleiton,4.19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,RBB,93882,280,Cleiton,6,5.0,,,,9.0,,7.0,104.0,44.0,,,,,,,,,,,
233,4,21,0.11,37,matheusinho,7.31,True,Matheus Leonardo Sales Cardoso,Matheusinho,4.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,4.0,SPT,93886,292,Matheusinho,7,1.0,21.0,16.0,8.0,28.0,2.0,,,,4.0,4.0,2.0,,,,1.0,,,,
234,5,26,-1.09,37,breno-lopes,7.02,True,Breno Henrique Vasconcelos Lopes,B. Lopes,4.54,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0.4,FOR,93988,356,Breno Lopes,7,4.0,13.0,12.0,18.0,45.0,19.0,,,,3.0,11.0,5.0,,1.0,,,,,,
235,4,17,0.0,37,matheus-fernandes,4.59,False,Matheus Fernandes Siqueira,M. Fernandes,2.3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,RBB,94067,280,Matheus Fernandes,5,3.0,22.0,18.0,4.0,4.0,,,,,,1.0,1.0,,,,,,,,
236,4,25,0.53,37,maycon,4.22,True,Maycon de Andrade Barberan,Maycon,2.25,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,3.2,COR,94154,264,Maycon,7,4.0,21.0,14.0,6.0,6.0,,,,,,1.0,3.0,,,,,,,,
237,5,30,0.21,37,guilherme,10.41,True,Guilherme Augusto Vieira dos Santos,Guilherme,5.81,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,10.9,SAN,94207,277,Guilherme,7,,37.0,14.0,24.0,57.0,13.0,,,,5.0,16.0,4.0,,,,,,,,
238,5,17,0.0,37,matheus-babi,3.57,False,Matheus Barcelos da Silva,M. Babi,1.73,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.0,JUV,94444,286,Matheus Babi,6,4.0,7.0,16.0,5.0,14.0,4.0,,,,,1.0,2.0,,,,,,,,
239,4,21,0.0,37,raphael-veiga,9.63,False,Raphael Cavalcante Veiga,R. Veiga,2.62,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,0.0,PAL,94509,275,Raphael Veiga,6,2.0,12.0,19.0,8.0,27.0,,,,,2.0,5.0,1.0,1.0,,,,,,,
240,3,6,0.0,37,lucas-oliveira,4.15,False,Lucas da Cruz Oliveira,L. Oliveira,1.85,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,VAS,94514,267,Lucas Oliveira,6,1.0,2.0,3.0,,,,2.0,,,,,,,,,,,,,
241,5,21,0.0,37,pedro,17.97,False,Pedro Guilherme Abreu dos Santos,Pedro,7.74,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,FLA,94583,262,Pedro,5,3.0,10.0,14.0,4.0,16.0,2.0,,,,6.0,14.0,12.0,2.0,1.0,,,,1.0,,
242,4,6,0.0,37,lucas-fernandes,4.83,False,Lucas Fernandes da Silva,L. Fernandes,2.15,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.0,JUV,94931,286,Lucas Fernandes,6,,6.0,5.0,2.0,3.0,1.0,,,,,2.0,,,,,,,,,
243,2,20,0.0,37,juninho-capixaba,10.38,False,Luis Antônio da Rocha Júnior,J. Capixaba,6.18,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,RBB,94968,280,Juninho Capixaba,6,3.0,39.0,29.0,10.0,38.0,2.0,7.0,,,,6.0,1.0,,,,,,,,
244,3,3,0.0,37,gabriel-bahia,3.56,False,Gabriel Henrique Feitosa da Silva,G. Bahia,1.73,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,BOT,95106,263,Gabriel Bahia,6,,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
245,2,12,0.0,37,nicolas,5.96,False,Nicolas Vecchiato da Silva - Vichiatto / Vechiatto,Nicolas,3.44,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.0,CEA,95127,354,Nicolas,6,1.0,12.0,9.0,3.0,7.0,,4.0,,,,1.0,,,,,,,,,
246,5,31,-1.05,37,gabriel-taliari,8.06,True,Gabriel Pereira Taliari,G. Taliari,4.68,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.9,JUV,95131,286,Gabriel Taliari,7,7.0,22.0,54.0,17.0,61.0,8.0,,,,4.0,8.0,7.0,,2.0,,,,,,
247,4,14,0.0,37,giraldo,1.87,False,Daniel Eduardo Giraldo Cárdenas,Giraldo,0.28,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.0,JUV,95354,286,Giraldo,6,3.0,6.0,17.0,2.0,3.0,1.0,,,,,,,,,,,,,,
248,4,30,0.1,37,rivera,4.84,True,Christian Hernando Rivera Cuéllar,Rivera,2.63,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,3.2,SPT,95357,292,Rivera,7,8.0,61.0,69.0,1.0,31.0,3.0,,,,,,,,,,,,,,
249,2,21,-0.17,37,igor-vinicius,7.97,True,Igor Vinícius de Souza,I. Vinícius,4.19,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,10.7,SAN,95466,277,Igor Vinícius,7,5.0,40.0,26.0,3.0,19.0,,4.0,,,1.0,3.0,,,,,,,,,
250,4,29,-1.4,37,raniele,6.18,True,Raniele Almeida Melo,Raniele,4.2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,0.8,COR,95556,264,Raniele,6,7.0,55.0,36.0,8.0,50.0,,,,,1.0,4.0,2.0,,,,,,,,
251,3,0,0.0,37,marcelo-benevenuto,5.0,False,Marcelo da Conceição Benevenuto Malaquias,M. Benevenuto,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,0.0,FOR,95638,356,Marcelo Benevenuto,6,,,,,,,,,,,,,,,,,,,,
252,4,10,0.28,37,lucas-kal,2.18,True,Lucas Kal Schenfeld Prigioli,L. Kal,0.09,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.5,SPT,95662,292,Lucas Kal,7,,3.0,9.0,2.0,1.0,,,,,,,,,,,,,,,1.0
253,5,24,-0.92,37,artur,8.53,True,Artur Victor Guimarães,Artur,4.4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,1.7,BOT,95799,263,Artur,7,3.0,16.0,15.0,15.0,25.0,2.0,,,,4.0,8.0,4.0,,1.0,,,,,,
254,1,2,0.0,37,daniel-fuzato,2.04,False,Daniel Cerântula Fuzato,D. Fuzato,-0.7,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,0.0,VAS,95936,267,Daniel Fuzato,6,,,,,,,,2.0,4.0,,,,,,,,,,,
255,4,26,-0.35,37,lima,4.41,True,Vinícius Moreira de Lima,Lima,1.98,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,-0.3,FLU,96340,266,Lima,6,3.0,6.0,19.0,9.0,30.0,1.0,,,,1.0,4.0,2.0,,1.0,,,,,,
256,4,16,0.0,37,charles,3.08,False,Charles Rigon Mattos,Charles,1.48,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/COR/FORMATO.png,0.0,COR,96342,264,Charles,3,2.0,16.0,17.0,,4.0,2.0,,,,,1.0,1.0,,,,1.0,,,1.0,
257,5,18,0.0,37,joaquin-correa,7.96,False,Carlos Joaquín Correa,J. Correa,3.01,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,0.0,BOT,96353,263,Joaquín Correa,6,2.0,11.0,13.0,7.0,20.0,2.0,,,,,7.0,2.0,1.0,1.0,,,,,,
258,4,34,0.9,37,matheus-pereira,14.85,True,Matheus Fellipe Costa Pereira,M. Pereira,7.03,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CRU/FORMATO.png,11.2,CRU,96610,283,Matheus Pereira,7,7.0,42.0,36.0,21.0,111.0,7.0,,,,7.0,21.0,7.0,,2.0,,,,,,
259,4,13,0.0,37,allan,2.22,False,Allan Rodrigues de Souza,Allan,0.56,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,0.0,FLA,96652,262,Allan,6,2.0,5.0,19.0,2.0,7.0,,,,,,2.0,,,,,,,,,
260,5,9,0.0,37,rigoni,4.06,False,Emiliano Ariel Rigoni,Rigoni,1.93,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.0,SAO,96684,276,Rigoni,6,1.0,1.0,7.0,4.0,2.0,6.0,,,,1.0,2.0,1.0,,1.0,,1.0,,,,
