,atletas.posicao_id,atletas.jogos_num,atletas.variacao_num,atletas.rodada_id,atletas.slug,atletas.preco_num,atletas.entrou_em_campo,atletas.nome,atletas.apelido_abreviado,atletas.media_num,atletas.foto,atletas.pontos_num,atletas.clube.id.full.name,atletas.atleta_id,atletas.clube_id,atletas.apelido,atletas.status_id,CA,DS,FC,FF,FS,I,SG,DE,GS,A,FD,G,PS,FT,V,CV,DP,PP,PC,GC
36,1,0,0.0,37,danilo-fernandes,3.55,False,Danilo Fernandes Batista,D. Fernandes,-1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,0.0,BAH,69051,265,Danilo Fernandes,6,1.0,,,,,,,,,,,,,,,,,,,
37,5,19,0.0,37,pablo,5.26,False,Pablo Felipe Teixeira,Pablo,2.43,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,SPT,69138,292,Pablo,6,1.0,8.0,15.0,10.0,18.0,7.0,,,,1.0,2.0,2.0,,,,,,,,
38,4,19,0.18,37,allan,3.4,True,Allan Marques Loureiro,Allan,1.36,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,1.9,BOT,69140,263,Allan,7,8.0,23.0,27.0,1.0,11.0,,,,,,1.0,,,,,,,,,
39,3,19,0.2,37,danilo,11.22,True,Danilo Luiz da Silva,Danilo,3.61,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLA/FORMATO.png,7.3,FLA,69783,262,Danilo,7,2.0,12.0,15.0,3.0,5.0,,9.0,,,,2.0,1.0,,,,1.0,,,,
40,4,10,0.0,37,lucas-moura,6.13,False,Lucas Rodrigues Moura da Silva,L. Moura,3.52,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,0.0,SAO,70164,276,Lucas Moura,5,,6.0,5.0,6.0,11.0,1.0,,,,,2.0,2.0,,,,,,,1.0,
41,3,0,0.0,37,bruno-uvini,4.0,False,Bruno Uvini Bortolança,B. Uvini,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,VIT,70221,287,Bruno Uvini,6,,,,,,,,,,,,,,,,,,,,
42,5,29,0.0,37,eduardo-sasha,7.43,False,Eduardo Colcenti Antunes,E. Sasha,4.05,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/RBB/FORMATO.png,0.0,RBB,70360,280,Eduardo Sasha,6,7.0,10.0,10.0,14.0,31.0,3.0,,,,2.0,21.0,6.0,,2.0,,1.0,,,,
43,1,21,0.0,37,gabriel,6.11,False,Gabriel Vasconcelos Ferreira,Gabriel,4.2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SPT/FORMATO.png,0.0,SPT,70449,292,Gabriel,6,2.0,,,,3.0,,3.0,85.0,37.0,,,,,,,,,,,
44,4,27,0.0,37,felipe-anderson,8.05,False,Felipe Anderson Pereira Gomes,F. Anderson,4.92,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,0.0,PAL,70592,275,Felipe Anderson,6,,51.0,12.0,10.0,16.0,2.0,,,,2.0,6.0,3.0,,1.0,,,,,,
45,3,22,-0.64,37,marllon,6.35,True,Marllon Gonçalves Jerônimo Borges,Marllon,3.31,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,-0.3,CEA,70666,354,Marllon,6,3.0,14.0,14.0,4.0,10.0,,7.0,,,,,2.0,,,,,,,,
46,6,10,0.0,37,jorge-sampaoli,10.91,False,Jorge Sampaoli,J. Sampaoli,5.68,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.0,CAM,70800,282,Jorge Sampaoli,6,,,,,,,,,,,,,,,4.0,,,,,
47,2,14,0.08,37,diogo-barbosa,7.51,True,Diogo Barbosa Mendanha,D. Barbosa,3.79,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FOR/FORMATO.png,2.7,FOR,70916,356,Diogo Barbosa,7,2.0,17.0,7.0,4.0,11.0,,3.0,,,,,1.0,,,,,,,,
48,4,27,-0.15,37,bruno-henrique,5.54,True,Bruno Henrique Corsini,B. Henrique,2.5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,0.2,INT,70944,285,Bruno Henrique,6,1.0,31.0,38.0,11.0,15.0,,,,,,3.0,2.0,1.0,,,1.0,,,,
49,4,7,-0.56,37,thiago-mendes,3.51,True,Thiago Henrique Mendes Ribeiro,T. Mendes,0.45,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,-0.6,VAS,71123,267,Thiago Mendes,7,1.0,3.0,6.0,,3.0,,,,,,,,,,,,,,,
50,4,14,-0.12,37,vina,4.32,True,Vinícius Goes Barbosa de Souza,Vina,1.61,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.0,CEA,71162,354,Vina,6,2.0,4.0,8.0,7.0,6.0,,,,,1.0,6.0,,,1.0,,1.0,,,,
51,4,11,-0.22,37,luiz-gustavo,7.92,True,Luiz Gustavo Dias,L. Gustavo,3.39,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAO/FORMATO.png,3.7,SAO,71536,276,Luiz Gustavo,7,,15.0,16.0,3.0,10.0,,,,,,1.0,1.0,,1.0,,,,,,
52,1,6,0.0,37,fernando-miguel,7.02,False,Fernando Miguel Kaufmann,F. Miguel,6.18,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.0,CEA,71571,354,Fernando Miguel,6,,,,,6.0,,3.0,17.0,3.0,,,,,,,,,,,
53,1,25,0.0,37,weverton,7.96,False,Weverton Pereira da Silva,Weverton,4.36,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,0.0,PAL,71631,275,Weverton,6,2.0,,,,10.0,,9.0,57.0,20.0,,,,,,,,1.0,,,
54,2,17,0.0,37,raul-caceres,4.7,False,Raúl Alejandro Cáceres Bogado,R. Cáceres,3.72,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VIT/FORMATO.png,0.0,VIT,71680,287,Raúl Cáceres,6,6.0,10.0,21.0,3.0,5.0,3.0,5.0,,,2.0,5.0,2.0,,,,,,,1.0,
55,3,25,0.0,37,gustavo-gomez,9.58,False,Gustavo Raúl Gómez Portillo,G. Gómez,4.93,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/PAL/FORMATO.png,0.0,PAL,71684,275,Gustavo Gómez,6,8.0,33.0,33.0,9.0,14.0,10.0,11.0,,,1.0,2.0,2.0,,,,,,,,
56,2,19,0.11,37,santiago-arias,7.21,True,Santiago Arias Naranjo,S. Arias,3.55,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BAH/FORMATO.png,10.1,BAH,71701,265,Santiago Arias,7,3.0,22.0,8.0,5.0,19.0,3.0,5.0,,,,3.0,,,,,,,,2.0,
57,4,15,-0.92,37,cuellar,5.41,True,Gustavo Leonardo Cuellar Gallego,Cuéllar,2.84,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,0.5,GRE,71709,284,Cuéllar,6,2.0,26.0,14.0,2.0,14.0,,,,,,1.0,,,,,,,,,
58,1,29,-0.73,37,tiago-volpi,6.44,True,Tiago Luis Volpi,T. Volpi,4.02,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/GRE/FORMATO.png,-2.0,GRE,72018,284,Tiago Volpi,7,2.0,,,,9.0,,5.0,93.0,39.0,,,1.0,,,,,,,1.0,
59,1,0,0.0,37,thomazella,2.0,False,Carlos Eduardo Lecciolle Thomazella,Thomazella,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0.0,MIR,72279,2305,Thomazella,6,,,,,,,,,,,,,,,,,,,,
60,1,29,0.0,37,everson,8.91,False,Everson Felipe Marques Pires,Everson,4.75,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.0,CAM,72294,282,Everson,6,7.0,,,,7.0,,11.0,90.0,31.0,,,,,,,,,,,
61,3,0,0.0,37,luiz-otavio,4.0,False,Luiz Otávio Anacleto Leandro,L. Otávio,0.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.0,CEA,72359,354,Luiz Otávio,5,,,,,,,,,,,,,,,,,,,,
62,6,27,-1.01,37,fernando-diniz,9.32,True,Fernando Diniz Silva,F. Diniz,5.24,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/VAS/FORMATO.png,2.47,VAS,72391,267,Fernando Diniz,7,,,,,,,,,,,,,,,10.0,,,,,
63,4,22,0.0,37,bernard,3.17,False,Bernard Anício Caldeira Duarte,Bernard,1.0,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.0,CAM,72460,282,Bernard,6,3.0,14.0,15.0,5.0,7.0,1.0,,,,,1.0,,,,,,,,,
64,2,22,0.64,37,alex-telles,11.12,True,Alex Nicolao Telles,A. Telles,5.97,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/BOT/FORMATO.png,9.5,BOT,72493,263,Alex Telles,7,2.0,9.0,18.0,8.0,11.0,1.0,13.0,,,2.0,3.0,4.0,,1.0,,,,,,
65,5,25,0.0,37,pedro-henrique,7.19,False,Pedro Henrique Konzen Medina da Silva,P. Henrique,4.09,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CEA/FORMATO.png,0.0,CEA,72583,354,Pedro Henrique,5,6.0,22.0,27.0,12.0,26.0,11.0,,,,3.0,8.0,4.0,,2.0,,,,,1.0,
66,3,15,0.0,37,vitor-hugo,7.57,False,Vitor Hugo Franchescoli de Souza,V. Hugo,4.85,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/CAM/FORMATO.png,0.0,CAM,72605,282,Vitor Hugo,6,2.0,20.0,8.0,4.0,2.0,1.0,7.0,,,,,1.0,,1.0,,1.0,,,,
67,3,17,0.0,37,wilker-angel,2.85,False,Wílker José Ángel Romero,W. Ángel,1.51,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/JUV/FORMATO.png,0.0,JUV,72801,286,Wilker Ángel,5,5.0,5.0,26.0,3.0,4.0,2.0,3.0,,,,4.0,1.0,,,,,,,1.0,
68,3,12,-1.34,37,mercado,5.28,True,Gabriel Iván Mercado,Mercado,2.9,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/INT/FORMATO.png,-1.1,INT,72951,285,Mercado,7,3.0,13.0,14.0,2.0,7.0,,2.0,,,1.0,2.0,,,,,,,,,
69,2,15,0.0,37,daniel-borges,5.23,False,Daniel Fortunato Borges,D. Borges,4.49,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0.0,MIR,73318,2305,Daniel Borges,6,3.0,9.0,14.0,4.0,9.0,,5.0,,,2.0,2.0,2.0,,,,,,,,
70,2,26,-0.54,37,samuel-xavier,9.27,True,Samuel Xavier Brito,S. Xavier,5.47,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/FLU/FORMATO.png,3.0,FLU,73384,266,Samuel Xavier,7,4.0,26.0,31.0,5.0,26.0,,12.0,,,1.0,2.0,4.0,,,,,,,,
71,4,24,0.0,37,gabriel,5.38,False,Gabriel Santana Pinto,Gabriel,3.14,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0.0,MIR,73515,2305,Gabriel,6,2.0,6.0,8.0,7.0,27.0,8.0,,,,2.0,8.0,4.0,1.0,,,,,,,
72,4,10,-0.33,37,guilherme-marques,4.39,True,Guilherme Costa Marques,G. Marques,2.48,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/MIR/FORMATO.png,0.2,MIR,73781,2305,Guilherme Marques,6,1.0,9.0,9.0,3.0,9.0,,,,,,,1.0,,,,,,,,
73,4,16,0.0,37,rincon,3.28,False,Tomás Eduardo Rincón Hernández,Rincón,1.27,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2025/silhuetas/SAN/FORMATO.png,0.0,SAN,74187,277,Rincón,6,4.0,17.0,24.0,7.0,7.0,,,,,,,,,,,1.0,,,,
