atletas.apelido,atletas.apelido_abreviado,atletas.atleta_id,atletas.clube.id.full.name,atletas.clube_id,atletas.entrou_em_campo,atletas.foto,atletas.jogos_num,atletas.media_num,atletas.nome,atletas.pontos_num,atletas.posicao_id,atletas.preco_num,atletas.rodada_id,atletas.slug,atletas.status_id,atletas.variacao_num,A,CA,CV,DE,DP,DS,FC,FD,FF,FS,FT,G,GC,GS,I,PC,PP,PS,SG,V
Cuca,Cuca,42411,SAN,277,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,0,0.0,Alexi Stival,0.0,6,8.19,7,cuca,7,0.0,,,,,,,,,,,,,,,,,,,,
Fagner,Fagner,42500,CRU,283,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,5,1.16,Fagner Conserva Lemos,0.0,2,4.23,7,fagner,6,0.0,,1.0,,,,5.0,4.0,,,1.0,,,,,,,,,,
Gabriel Leite,G. Leite,50742,CFC,294,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,0,0.0,Gabriel Christoni Leite,0.0,1,3.0,7,gabriel-leite,6,0.0,,,,,,,,,,,,,,,,,,,,
Walter,Walter,51413,MIR,2305,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,5,3.02,Walter Leandro Capeloza Artune,2.9,1,5.56,7,walter,7,-0.07,,,,17.0,,,,,,,,,,7.0,,,,,,
Everton Ribeiro,E. Ribeiro,51772,BAH,265,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,3,5.87,Everton Augusto de Barros Ribeiro,0.0,4,10.45,7,everton-ribeiro,5,0.0,1.0,,,,,5.0,3.0,1.0,1.0,8.0,,,,,,,,,,
Alex Sandro,A. Sandro,61987,FLA,262,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,5,5.92,Alex Sandro Lobo Silva,8.0,2,11.2,7,alex-sandro,7,-0.21,,,,,,8.0,4.0,,1.0,6.0,,,,,,,,,3.0,
Ganso,Ganso,62977,FLU,266,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,6,1.32,Paulo Henrique Chagas de Lima,4.5,4,4.61,7,ganso,6,0.81,,,,,,3.0,2.0,,,2.0,1.0,,,,,,,,,
Neymar,Neymar,63007,SAN,277,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,3,10.77,Neymar da Silva Santos Júnior,9.4,4,22.63,7,neymar,7,0.32,,2.0,,,,2.0,5.0,2.0,2.0,10.0,,3.0,,,2.0,,,,,
Rafael Tolói,R. Tolói,63008,SAO,276,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,1,10.6,Rafael Toloi,0.0,3,8.5,7,rafael-toloi,6,0.0,,1.0,,,,4.0,2.0,1.0,,,,,,,,,,,1.0,
Marcos Rocha,M. Rocha,63013,GRE,284,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,1,0.0,Marcos Luis Rocha Aquino,0.0,2,7.36,7,marcos-rocha,6,0.0,,,,,,,,,,,,,,,,,,,,
Edenílson,Edenílson,63289,BOT,263,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,4,2.92,Edenílson Andrade dos Santos,0.0,4,6.33,7,edenilson,6,0.0,,,,,,2.0,2.0,,1.0,1.0,,1.0,,,,,,,,
Rodrigo Moledo,R. Moledo,63354,CFC,294,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,0,0.0,Rodrigo Modesto da Silva Moledo,0.0,3,3.0,7,rodrigo-moledo,6,0.0,,,,,,,,,,,,,,,,,,,,
Alan Patrick,A. Patrick,68685,INT,285,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,6,3.88,Alan Patrick Lourenço,0.0,4,7.22,7,alan-patrick,7,0.0,,,,,,3.0,4.0,1.0,6.0,12.0,,1.0,,,,,,,,
Eduardo,Eduardo,68708,MIR,2305,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,3,4.2,Carlos Eduardo de Oliveira Alves,0.0,4,6.9,7,eduardo,5,0.0,,,,,,1.0,6.0,2.0,,5.0,,1.0,,,,,,,,
Neto,Neto,68806,BOT,263,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,3,4.43,Norberto Murara Neto,0.0,1,8.62,7,neto,6,0.0,,,,11.0,,,,,,,,,,6.0,,,,,1.0,
Rafael Santos,R. Santos,68822,CHA,315,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,0,0.0,Rafael de Carvalho Santos,0.0,1,3.0,7,rafael-santos,6,0.0,,,,,,,,,,,,,,,,,,,,
Marcelo Lomba,M. Lomba,68872,PAL,275,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,0,0.0,Marcelo Lomba do Nascimento,0.0,1,4.0,7,marcelo-lomba,6,0.0,,,,,,,,,,,,,,,,,,,,
Dudu,Dudu,68920,CAM,282,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,7,2.46,Eduardo Pereira Rodrigues,0.0,5,6.49,7,dudu,6,-0.31,,,,,,2.0,1.0,2.0,2.0,5.0,,1.0,,,,,,,,
Rafael,Rafael,68928,SAO,276,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,7,4.55,Rafael Pires Monteiro,2.9,1,8.59,7,rafael,7,0.11,,,,16.0,,,,,,,,,,4.0,,,,,3.0,
Giovanni Augusto,G. Augusto,68938,CHA,315,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,5,1.1,Giovanni Augusto Oliveira Cardoso,-0.8,4,3.41,7,giovanni-augusto,7,-0.85,,1.0,,,,3.0,5.0,,,7.0,,,,,,,,,,
Marinho,Marinho,68952,VIT,287,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,2,1.8,Mário Sérgio Santos Costa,0.0,5,5.91,7,marinho,5,0.0,,,,,,1.0,1.0,,2.0,2.0,,,,,2.0,,,,,
Willian José,W. José,68996,BAH,265,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,6,4.17,Willian José da Silva,5.2,5,10.17,7,willian-jose,7,-0.14,1.0,,,,,2.0,5.0,3.0,3.0,1.0,,2.0,,,,,1.0,,,
Santos,Santos,69012,CAP,293,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,5,4.74,Aderbar Melo dos Santos Neto,0.3,1,8.93,7,santos,7,-1.36,,,,19.0,,,,,,,,,,6.0,,,,,1.0,
Allan,Allan,69140,BOT,263,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,4,1.72,Allan Marques Loureiro,0.0,4,4.99,7,allan,7,0.0,,3.0,,,,5.0,4.0,,2.0,4.0,,,,,,,,,,
Gabriel Paulista,G. Paulista,69208,COR,264,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,4,6.0,Gabriel Armando de Abreu,0.0,3,10.24,7,gabriel-paulista,7,0.0,,,,,,5.0,4.0,,4.0,3.0,,1.0,,,,,,,1.0,
Danilo,Danilo,69783,FLA,262,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,0,0.0,Danilo Luiz da Silva,0.0,3,8.0,7,danilo,7,0.0,,,,,,,,,,,,,,,,,,,,
Lucas Moura,L. Moura,70164,SAO,276,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,7,2.69,Lucas Rodrigues Moura da Silva,0.5,4,7.89,7,lucas-moura,5,-0.38,1.0,,,,,,4.0,2.0,2.0,6.0,,1.0,,,,,,,,
Eduardo Sasha,E. Sasha,70360,RBB,280,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,6,1.92,Eduardo Colcenti Antunes,1.7,5,5.4,7,eduardo-sasha,7,0.13,,,,,,2.0,1.0,4.0,2.0,5.0,,,,,1.0,,,,,
Gabriel,Gabriel,70449,VIT,287,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,2,2.2,Gabriel Vasconcelos Ferreira,0.0,1,5.6,7,gabriel,6,0.0,,,,3.0,,,,,,1.0,,,,5.0,,,,,1.0,
Felipe Anderson,F. Anderson,70592,PAL,275,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,4,2.45,Felipe Anderson Pereira Gomes,2.7,4,7.48,7,felipe-anderson,6,-0.26,,,,,,6.0,3.0,1.0,,1.0,,,,,,,,,,
Marllon,Marllon,70666,REM,364,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,7,3.26,Marllon Gonçalves Jerônimo Borges,3.0,3,5.74,7,marllon,7,0.36,,1.0,,,,14.0,5.0,,1.0,7.0,,,,,,,,,,
Bruno Henrique,B. Henrique,70944,INT,285,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,5,0.84,Bruno Henrique Corsini,0.2,4,3.89,7,bruno-henrique,6,-0.48,,,,,,1.0,5.0,1.0,2.0,3.0,,,,,1.0,,,,,
Jean Carlos,J. Carlos,70958,CHA,315,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,6,6.2,Jean Carlos Vicente,2.2,4,8.89,7,jean-carlos,6,-0.15,2.0,,,,,2.0,1.0,3.0,3.0,5.0,,2.0,,,,,,,,
Léo Vieira,L. Vieira,71043,CHA,315,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,6,5.7,Leonardo da Silva Vieira,11.5,1,7.19,7,leo-vieira,7,1.9,,1.0,,29.0,,,,,,3.0,,,,9.0,,,,,1.0,
Thiago Mendes,T. Mendes,71123,VAS,267,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,6,4.75,Thiago Henrique Mendes Ribeiro,7.7,4,8.11,7,thiago-mendes,7,0.25,,4.0,,,,7.0,7.0,,2.0,13.0,,2.0,,,,,,,,
Maicon,Maicon,71227,CFC,294,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,7,3.1,Maicon Pereira Roque,5.0,3,5.2,7,maicon,7,0.29,,,,,,4.0,1.0,,,2.0,,,,,,,,,3.0,
Luiz Gustavo,L. Gustavo,71536,CAP,293,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,4,3.95,Luiz Gustavo Dias,1.4,4,6.47,7,luiz-gustavo,7,-1.33,,1.0,,,,5.0,4.0,,,5.0,,1.0,,,,,,,,
Weverton,Weverton,71631,GRE,284,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,7,3.13,Weverton Pereira da Silva,10.0,1,7.67,7,weverton,7,1.96,1.0,1.0,,13.0,1.0,,,,,,,,,10.0,,1.0,,,1.0,
Gustavo Gómez,G. Gómez,71684,PAL,275,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,7,5.22,Gustavo Raúl Gómez Portillo,3.4,3,11.02,7,gustavo-gomez,7,-0.37,1.0,,,,,5.0,6.0,,5.0,2.0,,2.0,,,2.0,,,,1.0,
Gabriel Pires,G. Pires,71898,MIR,2305,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,2,2.8,Gabriel Appelt Pires,4.8,4,5.73,7,gabriel-pires,7,0.9,,,,,,,3.0,2.0,2.0,5.0,,,,,,,,,,
Tiago Volpi,T. Volpi,72018,RBB,280,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,1,5.8,Tiago Luis Volpi,5.8,1,9.61,7,tiago-volpi,6,1.61,,,,6.0,,,,,,,,,,2.0,,,,,,
Thomazella,Thomazella,72279,MIR,2305,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,0.0,Carlos Eduardo Lecciolle Thomazella,0.0,1,2.0,7,thomazella,6,0.0,,,,,,,,,,,,,,,,,,,,
Everson,Everson,72294,CAM,282,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,7,6.24,Everson Felipe Marques Pires,8.9,1,11.19,7,everson,7,1.4,1.0,,,29.0,,,,,,2.0,,,,10.0,,,,,2.0,
Bernard,Bernard,72460,CAM,282,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,4,0.6,Bernard Anício Caldeira Duarte,0.0,4,3.83,7,bernard,6,-0.29,,,,,,2.0,2.0,,,,,,,,,,,,,
Alex Telles,A. Telles,72493,BOT,263,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,5,3.94,Alex Nicolao Telles,9.4,2,10.47,7,alex-telles,7,1.11,,1.0,,,,11.0,7.0,,1.0,3.0,,,,,,1.0,,,1.0,
Vitor Hugo,V. Hugo,72605,CAM,282,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,2,3.0,Vitor Hugo Franchescoli de Souza,0.0,3,7.24,7,vitor-hugo,5,0.0,,1.0,,,,1.0,,,,1.0,,,,,,,,,1.0,
Mercado,Mercado,72951,INT,285,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,4,2.2,Gabriel Iván Mercado,0.0,3,4.9,7,mercado,7,0.0,,2.0,,,,6.0,4.0,1.0,1.0,2.0,,,,,,,,,,
Daniel Borges,D. Borges,73318,MIR,2305,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,1,1.3,Daniel Fortunato Borges,1.3,2,4.18,7,daniel-borges,6,0.18,,,,,,,,,1.0,1.0,,,,,,,,,,
Samuel Xavier,S. Xavier,73384,FLU,266,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,6,5.03,Samuel Xavier Brito,3.2,2,8.91,7,samuel-xavier,7,-0.24,,1.0,,,,11.0,5.0,,1.0,11.0,,,,,1.0,,,,2.0,
Gilmar Dal Pozzo,G. Pozzo,73481,CHA,315,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,6,4.71,Gilmar Dal Pozzo,4.57,6,6.59,7,gilmar-dal-pozzo,7,0.3,,,,,,,,,,,,,,,,,,,,1.0
Rincón,Rincón,74187,SAN,277,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,0,0.0,Tomás Eduardo Rincón Hernández,0.0,4,4.0,7,rincon,6,0.0,,,,,,,,,,,,,,,,,,,,
Carrillo,Carrillo,77485,COR,264,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,5,1.74,André Martín Carrillo Díaz,0.0,4,5.47,7,carrillo,7,0.0,,2.0,,,,8.0,13.0,,2.0,2.0,,,,,,,,,,
Cédric Soares,C. Soares,77656,SAO,276,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,2,1.15,Cédric Ricardo Alves Soares,0.0,2,5.37,7,cedric-soares,6,-0.35,,,,,,1.0,,,1.0,,,,,,,,,,,
João Schmidt,J. Schmidt,77777,SAN,277,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,4,1.85,João Felipe Schmidt Urbano,0.0,4,4.93,7,joao-schmidt,6,0.0,,1.0,,,,5.0,4.0,,2.0,1.0,,,,,,,,,,
Everaldo,Everaldo,78117,BAH,265,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,4,1.38,Everaldo Stum,1.7,5,4.11,7,everaldo,6,0.04,,,,,,3.0,3.0,,,4.0,,,,,1.0,,,,,
Gustavo Henrique,G. Henrique,78248,COR,264,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,4,4.6,Gustavo Henrique Vernes,0.0,3,9.95,7,gustavo-henrique,7,0.0,,2.0,,,,7.0,4.0,2.0,4.0,3.0,,,,,,1.0,,,1.0,
Vitinho,Vitinho,78435,COR,264,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,5,1.96,Victor Vinícius Coelho dos Santos,3.3,5,4.94,7,vitinho,6,0.19,,,,,,3.0,4.0,2.0,2.0,5.0,,,,,,,,,,
Renê,Renê,78445,FLU,266,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,5,8.24,Renê Rodrigues Martins,3.5,2,10.43,7,rene,7,-0.95,2.0,,,,,12.0,5.0,2.0,1.0,3.0,,,,,,,,,2.0,
Willian Arão,W. Arão,78478,SAN,277,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,3,1.13,Willian Souza Arão da Silva,1.5,4,5.73,7,willian-arao,7,-0.38,,,,,,2.0,2.0,,,2.0,,,,,,,,,,
Gabriel,Gabriel,78605,RBB,280,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,5,1.54,Gabriel Girotto Franco,0.0,4,4.39,7,gabriel,7,0.0,,4.0,,,,5.0,5.0,2.0,1.0,5.0,,,,,,,,,,
Reinaldo,Reinaldo,78850,MIR,2305,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,4,0.23,Reinaldo Manoel da Silva,0.0,2,9.75,7,reinaldo,2,0.0,,2.0,,,,1.0,3.0,,1.0,3.0,,,,,,,,,,
Thiago Santos,T. Santos,78855,CFC,294,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,4,2.88,Thiago dos Santos,0.0,3,3.93,7,thiago-santos,6,0.0,,,,,,1.0,,,,,,,,,,,,,2.0,
Dória,Dória,78946,SAO,276,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,0,0.0,Matheus Dória Macedo,0.0,3,7.0,7,doria,6,0.0,,,,,,,,,,,,,,,,,,,,
Alex Muralha,A. Muralha,79066,MIR,2305,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,0.0,Alex Roberto Santana Rafael,0.0,1,3.0,7,alex-muralha,6,0.0,,,,,,,,,,,,,,,,,,,,
Roger Machado,R. Machado,79437,SAO,276,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,3,5.69,Roger Machado Marques,2.22,6,11.62,7,roger-machado,7,-0.78,,,,,,,,,,,,,,,,,,,,2.0
Cano,Cano,79631,FLU,266,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,0,0.0,Germán Ezequiel Cano,0.0,5,6.0,7,cano,6,0.0,,,,,,,,,,,,,,,,,,,,
Lucas Silva,L. Silva,79701,CRU,283,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,7,0.53,Lucas Silva Borges,0.0,4,4.35,7,lucas-silva,7,-0.34,,2.0,,,,3.0,2.0,,1.0,2.0,,,,,,,,,,
Saúl,Saúl,80061,FLA,262,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,0,0.0,Saúl Ñíguez Esclapez,0.0,4,7.0,7,saul,5,0.0,,,,,,,,,,,,,,,,,,,,
Jadson,Jadson,80129,CAP,293,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,4,0.82,Jadson Alves dos Santos,-0.4,4,4.09,7,jadson,6,-0.7,,1.0,,,,2.0,4.0,,,5.0,,,,,,,,,,
Yago Pikachu,Y. Pikachu,80196,REM,364,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,7,2.07,Glaybson Yago Souza Lisboa,0.0,4,5.19,7,yago-pikachu,6,-0.2,,,,,,2.0,1.0,1.0,2.0,2.0,,1.0,,,,,,,,
Luciano,Luciano,80287,SAO,276,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,6,6.02,Luciano da Rocha Neves,2.0,5,15.09,7,luciano,7,-0.4,1.0,2.0,,,,5.0,6.0,4.0,6.0,10.0,,2.0,,,2.0,,1.0,1.0,,
