atletas.apelido,atletas.apelido_abreviado,atletas.atleta_id,atletas.clube.id.full.name,atletas.clube_id,atletas.entrou_em_campo,atletas.foto,atletas.jogos_num,atletas.media_num,atletas.nome,atletas.pontos_num,atletas.posicao_id,atletas.preco_num,atletas.rodada_id,atletas.slug,atletas.status_id,atletas.variacao_num,A,CA,CV,DE,DS,FC,FD,FF,FS,FT,G,GC,GS,I,PC,PS,SG,V
Erick,Erick,98022,BAH,265,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,2,0.1,Erick Luis Conrado de Carvalho,0.2,4,5.06,2,erick,6,-0.67,,,,,,1.0,,,1.0,,,,,,,,,
Jáderson,Jáderson,98224,REM,364,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,1,1.7,Jaderson Flores dos Reis,0.0,4,3.87,2,jaderson,5,0.0,,,,,,1.0,,,4.0,,,,,,,,,
Pedro Raul,P. Raul,98225,COR,264,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,1,0.0,Pedro Raul Garay da Silva,0.0,5,4.91,2,pedro-raul,6,0.0,,,,,,,,,,,,,,,,,,
Bastos,Bastos,98280,BOT,263,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,0,0.0,Bartolomeu Jacinto Quissanga,0.0,3,6.0,2,bastos,6,0.0,,,,,,,,,,,,,,,,,,
Negueba,Negueba,98384,MIR,2305,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,2,5.15,Luiz Henrique Soares Firmino,5.5,5,7.17,2,negueba,6,0.58,,1.0,,,4.0,,1.0,2.0,5.0,,,,,,,,,
Kanu,Kanu,98484,BAH,265,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,0,0.0,Victor Hugo Soares dos Santos,0.0,3,4.0,2,kanu,6,0.0,,,,,,,,,,,,,,,,,,
Jean Lucas,J. Lucas,98517,BAH,265,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,2,4.25,Jean Lucas de Souza Oliveira,2.4,4,8.85,2,jean-lucas,7,-0.65,,1.0,,,1.0,4.0,1.0,,,,1.0,,,,,,,
Savarino,Savarino,98672,FLU,266,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,1,0.5,Jefferson David Savarino Quintero,0.0,4,8.36,2,savarino,6,0.0,,,,,,,,,1.0,,,,,,,,,
Angileri,Angileri,98720,COR,264,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,0,0.0,Fabrizio Germán Angileri - Fabricio,0.0,2,4.0,2,angileri,6,0.0,,,,,,,,,,,,,,,,,,
Samuel Lino,S. Lino,98873,FLA,262,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,2,3.1,Samuel Dias Lino,-0.3,5,8.23,2,samuel-lino,6,-1.41,,1.0,,,4.0,1.0,,,3.0,,,,,,,,,
Cuello,Cuello,98909,CAM,282,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,2,3.4,Tomás Esteban Cuello,5.0,5,6.89,2,cuello,6,0.53,,,,,2.0,3.0,1.0,1.0,,1.0,,,,3.0,,,,
Rodrigo Rodrigues,R. Rodrigues,99147,MIR,2305,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,0.0,Rodrigo Antonio Rodrigues,0.0,5,4.0,2,rodrigo-rodrigues,7,0.0,,,,,,,,,,,,,,,,,,
Vegetti,Vegetti,99198,VAS,267,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,0,0.0,Pablo Vegetti,0.0,5,11.0,2,vegetti,6,0.0,,,,,,,,,,,,,,,,,,
Puma Rodríguez,P. Rodríguez,99213,VAS,267,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,2,7.65,José Luis Rodríguez Bebanz,8.9,2,7.85,2,puma-rodriguez,7,1.51,1.0,,,,1.0,1.0,1.0,,,,1.0,,,1.0,,,,
De la Cruz,D. Cruz,99228,FLA,262,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,1,3.1,Diego Nicolás de la Cruz Arcosa,3.1,4,7.9,2,de-la-cruz,6,-0.1,,1.0,,,2.0,3.0,,,4.0,,,,,,,,,
Alexander Barboza,A. Barboza,99274,BOT,263,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,2,8.5,Alexander Nahuel Barboza Ullúa,10.8,3,12.59,2,alexander-barboza,7,1.42,2.0,1.0,,,3.0,5.0,,,,,,,,,,,1.0,
Luis Zubeldía,L. Zubeldía,99366,FLU,266,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,2,4.93,Luis Francisco Zubeldía,4.3,6,9.21,2,luis-zubeldia,7,-0.1,,,,,,,,,,,,,,,,,,1.0
Baralhas,Baralhas,99440,VIT,287,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,2,6.8,Gabriel Baralhas dos Santos,2.7,4,8.17,2,baralhas,6,-0.56,,1.0,,,3.0,4.0,,1.0,5.0,,1.0,,,,,,,
Rossi,Rossi,99552,FLA,262,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,2,1.75,Agustín Daniel Rossi,2.9,1,7.39,2,rossi,6,-0.18,,,,5.0,,,,,,,,,3.0,,,,,
Brenner,Brenner,99789,VAS,267,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,1,8.9,Brenner Souza da Silva,8.9,5,10.0,2,brenner,6,2.0,,,,,,1.0,2.0,1.0,,2.0,,,,,,,,
Paulinho,Paulinho,99818,PAL,275,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,0,0.0,Paulo Henrique Sampaio Filho,0.0,5,15.0,2,paulinho,5,0.0,,,,,,,,,,,,,,,,,,
Alan Franco,A. Franco,99889,SAO,276,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,2,0.8,Alan Javier Franco,-1.6,3,5.49,2,alan-franco,7,-1.36,,1.0,,,2.0,3.0,,,1.0,,,,,,,,,
Igor Gomes,I. Gomes,100084,CAM,282,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,2,-0.25,Igor Silveira Gomes,-0.5,4,5.58,2,igor-gomes,6,-0.97,,1.0,,,,,,,1.0,,,,,,,,,
Léo Andrade,L. Andrade,100342,REM,364,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,2,4.1,Leonardo de Andrade Silva,5.0,3,5.14,2,leo-andrade,6,0.75,,1.0,,,6.0,1.0,,,1.0,,,,,,,,,
Yuri Alberto,Y. Alberto,100652,COR,264,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,1,0.7,Yuri Alberto Monteiro da Silva,0.0,5,15.79,2,yuri-alberto,7,0.0,,,,,,,,1.0,,,,,,1.0,,,,
Fernando,Fernando,100695,RBB,280,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,0,0.0,Fernando dos Santos Pedro,0.0,5,3.0,2,fernando,6,0.0,,,,,,,,,,,,,,,,,,
Matheus Henrique,M. Henrique,100742,CRU,283,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,2,3.0,Matheus Henrique de Souza,4.5,4,7.38,2,matheus-henrique,6,0.31,,,,,3.0,1.0,,1.0,2.0,,,,,,,,,
Ruan,Ruan,100842,CAM,282,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,2,-0.95,Ruan Tressoldi Netto,-0.6,3,3.75,2,ruan,7,-0.7,,1.0,,,,3.0,,,,,,,,,,,,
Luan Cândido,L. Cândido,100848,VIT,287,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,1,0.9,Luan Cândido de Almeida,0.9,2,4.56,2,luan-candido,6,-0.44,,,,,,1.0,1.0,,,,,,,,,,,
Vitinho,Vitinho,100898,BOT,263,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,2,6.75,Victor Alexander da Silva,5.8,2,10.24,2,vitinho,7,0.18,,,,,4.0,1.0,,1.0,4.0,,,,,,,,1.0,
Ronald Lopes,R. Lopes,100969,VIT,287,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,0,0.0,Ronald dos Santos Lopes,0.0,4,5.0,2,ronald-lopes,6,0.0,,,,,,,,,,,,,,,,,,
Nonato,Nonato,100987,FLU,266,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,2,5.3,Gustavo Nonato Santana,4.2,4,7.28,2,nonato,7,0.13,1.0,2.0,,,,3.0,,,1.0,,1.0,,,,,,,
Júnior Santos,J. Santos,101002,CAM,282,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,0,0.0,José Antonio dos Santos Júnior,0.0,5,5.0,2,junior-santos,6,0.0,,,,,,,,,,,,,,,,,,
Alef Manga,A. Manga,101254,REM,364,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,2,8.5,Alef Mangueira Severino Pereira,16.1,5,8.22,2,alef-manga,7,3.81,1.0,,,,,1.0,2.0,2.0,1.0,,1.0,,,2.0,,,,
Ferreira,Ferreira,101290,SAO,276,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,0,0.0,Aldemir dos Santos Ferreira,0.0,5,8.0,2,ferreira,6,0.0,,,,,,,,,,,,,,,,,,
Ademir,Ademir,101314,BAH,265,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,2,4.25,Ademir da Silva Santos Júnior,3.3,5,8.12,2,ademir,7,-0.25,,,,,1.0,3.0,2.0,2.0,6.0,,,,,1.0,,1.0,,
Guga,Guga,101319,FLU,266,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,0,0.0,Cláudio Rodrigues Gomes,0.0,2,6.0,2,guga,6,0.0,,,,,,,,,,,,,,,,,,
Eduardo Doma,E. Doma,101393,CHA,315,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,2,3.0,Eduardo Vinícius Domachowski,3.0,3,3.11,2,eduardo-doma,7,0.42,,,,,4.0,,,,,,,,,,,,,
Wallisson,Wallisson,101405,CFC,294,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,1,4.2,Wallisson Luiz Alves Máximo,0.0,4,3.93,2,wallisson,6,0.0,,,,,3.0,1.0,,,,,,,,,,,,
Marcelo Pitaluga,M. Pitaluga,101478,FLU,266,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,0,0.0,Marcelo de Araújo Pitaluga Filho,0.0,1,3.0,2,marcelo-pitaluga,6,0.0,,,,,,,,,,,,,,,,,,
Hugo Souza,H. Souza,101574,COR,264,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,1,2.2,Hugo de Souza Nogueira,0.0,1,9.77,2,hugo-souza,2,0.0,,,,4.0,,,,,,,,,2.0,,1.0,,,
Hugo Moura,H. Moura,101594,VAS,267,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,1,0.0,Hugo Moura Arruda da Silva,0.0,4,3.39,2,hugo-moura,6,-0.61,,,,,,,,,,,,,,,,,,
Ramon,Ramon,101597,VIT,287,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,2,5.85,Ramon Ramos Lima,7.0,2,6.84,2,ramon,6,1.1,,1.0,,,4.0,2.0,,1.0,3.0,,,,,,,,1.0,
Alerrandro,Alerrandro,101715,INT,285,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,1,2.0,Alerrandro Barra Mansa Realino de Souza,2.0,5,8.35,2,alerrandro,6,-0.65,,,,,,,,,4.0,,,,,,,,,
Marrony,Marrony,101717,REM,364,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,0,0.0,Marrony da Silva Liberato,0.0,5,4.0,2,marrony,6,0.0,,,,,,,,,,,,,,,,,,
Matheuzinho,Matheuzinho,101727,COR,264,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,1,4.8,Matheus França Silva,0.0,2,11.5,2,matheuzinho,7,0.0,,1.0,,,4.0,3.0,,1.0,,,,,,1.0,,,,
Fabinho,Fabinho,101729,CFC,294,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,0,0.0,Fabio Augusto Luciano da Silva,0.0,5,3.0,2,fabinho,6,0.0,,,,,,,,,,,,,,,,,,
Claudinho,Claudinho,101752,VIT,287,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,0,0.0,Claudio Coelho Salvático,0.0,2,4.0,2,claudinho,5,0.0,,,,,,,,,,,,,,,,,,
Willian Machado,W. Machado,101908,MIR,2305,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,2,3.0,Willian Estefani Machado,6.0,3,5.21,2,willian-machado,7,1.12,,1.0,,,4.0,1.0,,1.0,1.0,,,,,,,,,
Vitinho,Vitinho,101960,INT,285,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,2,2.45,Vitor Hugo Naum dos Santos,3.0,5,6.37,2,vitinho,7,-0.02,,1.0,,,2.0,5.0,1.0,1.0,5.0,,,,,1.0,,,,
Piquerez,Piquerez,102130,PAL,275,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,2,9.05,Joaquín Piquerez Moreira,12.8,2,12.16,2,piquerez,7,2.12,1.0,,,,4.0,,,2.0,5.0,1.0,,,,,,,,
Vitor Eudes,V. Eudes,102137,FLU,266,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,0,0.0,Vitor Eudes de Souza Costa,0.0,1,2.0,2,vitor-eudes,6,0.0,,,,,,,,,,,,,,,,,,
Rollheiser,Rollheiser,102256,SAN,277,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,2,1.25,Benjamín Rollheiser,0.0,4,7.16,2,rollheiser,6,-1.08,,,,,,,1.0,1.0,1.0,,,,,,,,,
Caio Paulista,C. Paulista,102318,GRE,284,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,0,0.0,Caio Fernando de Oliveira,0.0,2,5.0,2,caio-paulista,6,0.0,,,,,,,,,,,,,,,,,,
Cacá,Cacá,102340,COR,264,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,0,0.0,Carlos de Menezes Júnior,0.0,3,5.0,2,caca,5,0.0,,,,,,,,,,,,,,,,,,
Mastriani,Mastriani,102561,CAP,293,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,0,0.0,Gonzalo Mathías Mastriani Borges,0.0,5,4.0,2,mastriani,6,0.0,,,,,,,,,,,,,,,,,,
Nathan Fogaça,N. Fogaça,102667,MIR,2305,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,2,3.65,Nathan Uiliam Fogaça - Uilian,8.2,5,4.83,2,nathan-fogaca,6,1.87,,1.0,,,,4.0,,2.0,,,1.0,,,1.0,,,,
Julimar,Julimar,102796,CAP,293,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,1,0.8,Julimar Silva Oliveira Júnior,0.0,5,3.55,2,julimar,6,0.0,,,,,,,,1.0,,,,,,,,,,
Anderson,Anderson,102906,CHA,315,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,0,0.0,Anderson Silva da Paixão,0.0,1,3.0,2,anderson,6,0.0,,,,,,,,,,,,,,,,,,
Luan Vinícius,L. Vinícius,102909,SAO,276,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,1,0.0,Luan Vinícius da Silva Santos,0.0,4,3.39,2,luan-vinicius,6,-0.61,,,,,,,,,,,,,,,,,,
Zé Ricardo,Z. Ricardo,102911,REM,364,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,2,3.25,José Ricardo Araújo Fernandes,6.4,4,3.92,2,ze-ricardo,7,1.43,,1.0,,,5.0,6.0,,1.0,2.0,,,,,,,,,
Canobbio,Canobbio,102928,FLU,266,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,2,4.1,Agustín Canobbio Graviz,2.5,5,8.04,2,canobbio,7,-0.5,,,,,2.0,1.0,2.0,2.0,3.0,,,,,,,,,
Escobar,Escobar,102975,SAN,277,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,1,5.2,Gonzalo Daniel Escobar,5.2,2,6.97,2,escobar,2,0.97,,1.0,,,4.0,1.0,,,1.0,,,,,,,,,
Gabriel Brazão,G. Brazão,103056,SAN,277,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,2,-2.2,Gabriel Nascimento Rezende Brazão - Resende,1.6,1,5.85,2,gabriel-brazao,7,-0.23,,1.0,,2.0,,,,,,,,,5.0,,1.0,,,
Chris Ramos,C. Ramos,103179,BOT,263,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,0,0.0,Christopher Ramos de la Flor,0.0,5,7.0,2,chris-ramos,5,0.0,,,,,,,,,,,,,,,,,,
Andrew,Andrew,103183,FLA,262,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,0,0.0,Andrew da Silva Ventura,0.0,1,3.0,2,andrew,6,0.0,,,,,,,,,,,,,,,,,,
Eric Ramires,E. Ramires,103295,RBB,280,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,1,0.0,Eric dos Santos Rodrigues,0.0,4,4.23,2,eric-ramires,7,-0.77,,,,,,,,,,,,,,,,,,
Emmanuel Martínez,E. Martínez,103388,VIT,287,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,0,0.0,Leandro Emmanuel Martínez,0.0,4,5.0,2,emmanuel-martinez,6,0.0,,,,,,,,,,,,,,,,,,
Kaio Jorge,K. Jorge,103445,CRU,283,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,2,3.55,Kaio Jorge Pinto Ramos,4.9,5,14.12,2,kaio-jorge,7,-0.56,,,,,,,2.0,5.0,2.0,,,,,3.0,,,,
Ignácio,Ignácio,103523,FLU,266,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,0,0.0,Ignácio da Silva Oliveira,0.0,3,6.0,2,ignacio,6,0.0,,,,,,,,,,,,,,,,,,
Gabriel Fuentes,G. Fuentes,103672,FLU,266,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,0,0.0,Gabriel Rafael Fuentes Gómez,0.0,2,4.0,2,gabriel-fuentes,6,0.0,,,,,,,,,,,,,,,,,,
Gabriel Menino,G. Menino,103767,SAN,277,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,2,9.55,Gabriel Vinícius Menino,2.4,4,9.77,2,gabriel-menino,7,-1.0,,1.0,,,3.0,2.0,2.0,3.0,7.0,,1.0,,,1.0,,,,
Hernán Crespo,H. Crespo,103912,SAO,276,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,2,6.28,Hernán Jorge Crespo,4.97,6,8.55,2,hernan-crespo,7,0.16,,,,,,,,,,,,,,,,,,1.0
Higor Meritão,H. Meritão,103987,CHA,315,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,2,7.15,Higor Matheus Meritão,0.9,4,6.98,2,higor-meritao,6,-0.99,,,,,5.0,4.0,,,,,1.0,,,,,,,
Rafael Guanaes,R. Guanaes,104027,MIR,2305,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,2,5.13,Rafael Silva Guanaes,5.45,6,7.16,2,rafael-guanaes,7,0.57,,,,,,,,,,,,,,,,,,1.0
Sabino,Sabino,104075,SAO,276,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,2,3.3,José Sabino Chagas Monteiro,1.4,3,5.46,2,sabino,7,-0.45,,,,,4.0,3.0,,,3.0,,,,,,,,,
Carlos Miguel,C. Miguel,104084,PAL,275,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,2,1.35,Carlos Miguel dos Santos Pereira,3.4,1,7.16,2,carlos-miguel,7,0.04,,,,4.0,,,,,1.0,,,,3.0,,,,,
Bruno Fuchs,B. Fuchs,104085,PAL,275,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,0,0.0,Bruno de Lara Fuchs,0.0,3,8.0,2,bruno-fuchs,6,0.0,,,,,,,,,,,,,,,,,,
Lucas Arcanjo,L. Arcanjo,104118,VIT,287,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,0,0.0,Lucas Willians Assis Arcanjo,0.0,1,4.0,2,lucas-arcanjo,5,0.0,,,,,,,,,,,,,,,,,,
Fabri,Fabri,104134,VIT,287,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,2,6.55,Fabrício do Rosário dos Santos,7.7,5,6.52,2,fabri,6,1.35,1.0,,,,2.0,1.0,2.0,,,1.0,,,,,,,,
Raul,Raul,104191,BOT,263,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,0,0.0,Raul Jonas Steffens,0.0,1,3.0,2,raul,6,0.0,,,,,,,,,,,,,,,,,,
Edson Carioca,E. Carioca,104204,MIR,2305,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,0.0,Edson Guilherme Mendes dos Santos,0.0,5,5.0,2,edson-carioca,5,0.0,,,,,,,,,,,,,,,,,,
João Lucas,J. Lucas,104257,REM,364,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,2,2.2,João Lucas de Almeida Carvalho,2.2,2,4.81,2,joao-lucas,7,-0.05,,1.0,,,2.0,2.0,1.0,1.0,2.0,,,,,,,,,
Dudu,Dudu,104330,VIT,287,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,2,3.95,Eduardo Marcelo Rodrigues Nunes,8.2,4,5.01,2,dudu,6,1.84,,,,,,2.0,,,1.0,,1.0,,,,,,,
Everton,Everton,104470,CHA,315,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,2,2.95,Everton Souza da Cruz,3.2,2,3.8,2,everton,6,0.4,,,,,4.0,2.0,,,1.0,,,,,,,,,
