atletas.apelido,atletas.apelido_abreviado,atletas.atleta_id,atletas.clube.id.full.name,atletas.clube_id,atletas.entrou_em_campo,atletas.foto,atletas.jogos_num,atletas.media_num,atletas.nome,atletas.pontos_num,atletas.posicao_id,atletas.preco_num,atletas.rodada_id,atletas.slug,atletas.status_id,atletas.variacao_num,A,CA,CV,DE,DP,DS,FC,FD,FF,FS,FT,G,GC,GS,I,PC,PP,PS,SG,V
Jean Carlos,J. Carlos,70958,CHA,315,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,11,3.6,Jean Carlos Vicente,0.0,4,7.27,12,jean-carlos,6,-0.07,2.0,1.0,,,,2.0,3.0,4.0,6.0,6.0,,2.0,,,1.0,,,,,
Léo Vieira,L. Vieira,71043,BAH,265,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,11,5.76,Leonardo da Silva Vieira,5.8,1,7.4,12,leo-vieira,7,0.16,,1.0,,53.0,,,,,,3.0,,,,16.0,,,,,2.0,
Thiago Mendes,T. Mendes,71123,VAS,267,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,11,4.52,Thiago Henrique Mendes Ribeiro,1.0,4,7.49,12,thiago-mendes,7,-0.88,1.0,4.0,,,,9.0,11.0,1.0,3.0,22.0,,3.0,,,1.0,,,,,
Maicon,Maicon,71227,CFC,294,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,11,2.42,Maicon Pereira Roque,5.0,3,4.87,12,maicon,7,0.71,,,1.0,,,6.0,3.0,,,3.0,,,,,,,,,4.0,
Luiz Gustavo,L. Gustavo,71536,CAP,293,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,9,2.75,Luiz Gustavo Dias,0.9,4,5.61,12,luiz-gustavo,7,-0.29,,1.0,,,,8.0,7.0,,1.0,14.0,,1.0,,,,,,,,
Weverton,Weverton,71631,GRE,284,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,12,4.38,Weverton Pereira da Silva,3.2,1,7.56,12,weverton,7,-0.81,1.0,1.0,,27.0,2.0,,,,,3.0,,,,16.0,,1.0,,,3.0,
Gustavo Gómez,G. Gómez,71684,PAL,275,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,11,5.69,Gustavo Raúl Gómez Portillo,15.5,3,12.67,12,gustavo-gomez,7,1.93,1.0,,,,,7.0,10.0,,6.0,3.0,,3.0,,,2.0,,,,4.0,
Gabriel Pires,G. Pires,71898,MIR,2305,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,6,3.63,Gabriel Appelt Pires,0.0,4,5.77,12,gabriel-pires,6,0.0,1.0,1.0,,,,4.0,5.0,3.0,4.0,7.0,1.0,,,,,,,,,
Tiago Volpi,T. Volpi,72018,RBB,280,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,5,5.22,Tiago Luis Volpi,0.6,1,9.38,12,tiago-volpi,7,-1.23,,,,17.0,,,,,,,,,,6.0,,,,,2.0,
Thomazella,Thomazella,72279,MIR,2305,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,0.0,Carlos Eduardo Lecciolle Thomazella,0.0,1,2.0,12,thomazella,6,0.0,,,,,,,,,,,,,,,,,,,,
Everson,Everson,72294,CAM,282,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,12,4.81,Everson Felipe Marques Pires,-1.5,1,9.2,12,everson,7,-0.58,1.0,,,39.0,,,,,,4.0,,,,15.0,,,,,3.0,
Fernando Diniz,F. Diniz,72391,COR,264,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,5,4.29,Fernando Diniz Silva,4.27,6,8.18,12,fernando-diniz,7,-0.24,,,,,,,,,,,,,,,,,,,,
Bernard,Bernard,72460,CAM,282,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,9,1.56,Bernard Anício Caldeira Duarte,0.0,4,3.81,12,bernard,6,-0.15,,,,,,2.0,2.0,1.0,,5.0,,1.0,,,,,,,,
Alex Telles,A. Telles,72493,BOT,263,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,9,4.9,Alex Nicolao Telles,5.0,2,10.36,12,alex-telles,7,0.41,1.0,1.0,,,,13.0,9.0,,1.0,5.0,,2.0,,,,1.0,,,1.0,
Vitor Hugo,V. Hugo,72605,CAM,282,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,3,3.0,Vitor Hugo Franchescoli de Souza,0.0,3,7.17,12,vitor-hugo,7,0.0,,1.0,,,,2.0,1.0,,1.0,3.0,,,,,,,,,1.0,
Mercado,Mercado,72951,INT,285,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,8,5.21,Gabriel Iván Mercado,0.0,3,7.21,12,mercado,6,0.0,,3.0,,,,12.0,7.0,1.0,2.0,6.0,,1.0,,,,,,,3.0,
Daniel Borges,D. Borges,73318,MIR,2305,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,1,1.3,Daniel Fortunato Borges,0.0,2,4.18,12,daniel-borges,6,0.0,,,,,,,,,1.0,1.0,,,,,,,,,,
Samuel Xavier,S. Xavier,73384,FLU,266,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,8,4.22,Samuel Xavier Brito,0.0,2,8.23,12,samuel-xavier,7,0.0,,1.0,,,,12.0,7.0,1.0,1.0,14.0,,,,,1.0,,,,2.0,
Rincón,Rincón,74187,SAN,277,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,1,-1.6,Tomás Eduardo Rincón Hernández,0.0,4,3.05,12,rincon,6,0.0,,1.0,,,,,2.0,,,,,,,,,,,,,
Carrillo,Carrillo,77485,COR,264,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,8,1.55,André Martín Carrillo Díaz,3.4,4,5.16,12,carrillo,6,0.55,,2.0,,,,11.0,19.0,,2.0,4.0,,,,,,,,,,
Cédric Soares,C. Soares,77656,SAO,276,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,5,0.96,Cédric Ricardo Alves Soares,0.2,2,4.07,12,cedric-soares,6,-0.59,,1.0,,,,3.0,1.0,,2.0,,,,,,,,,,,
João Schmidt,J. Schmidt,77777,SAN,277,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,6,1.13,João Felipe Schmidt Urbano,0.0,4,4.12,12,joao-schmidt,6,0.0,,1.0,,,,5.0,6.0,,2.0,1.0,,,,,,,,,,
Everaldo,Everaldo,78117,BAH,265,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,9,5.04,Everaldo Stum,1.7,5,6.68,12,everaldo,7,-0.22,,1.0,,,,8.0,11.0,3.0,4.0,14.0,,3.0,,,1.0,,,,,
Gustavo Henrique,G. Henrique,78248,COR,264,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,9,3.71,Gustavo Henrique Vernes,4.9,3,9.07,12,gustavo-henrique,7,-0.17,,2.0,,,,10.0,12.0,2.0,5.0,7.0,,,,,,1.0,,,3.0,
Vitinho,Vitinho,78435,COR,264,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,6,1.77,Victor Vinícius Coelho dos Santos,0.0,5,4.49,12,vitinho,6,0.0,,,,,,3.0,4.0,2.0,3.0,5.0,,,,,,,,,,
Renê,Renê,78445,FLU,266,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,8,6.22,Renê Rodrigues Martins,1.5,2,9.53,12,rene,7,-0.72,2.0,,,,,16.0,5.0,3.0,2.0,4.0,,,,,,,,,2.0,
Willian Arão,W. Arão,78478,SAN,277,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,7,2.68,Willian Souza Arão da Silva,4.5,4,5.92,12,willian-arao,7,-0.12,,,,,,12.0,4.0,,,4.0,,,,,,,,,,
Gabriel,Gabriel,78605,RBB,280,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,10,3.0,Gabriel Girotto Franco,6.4,4,5.75,12,gabriel,7,0.76,,4.0,,,,13.0,10.0,4.0,2.0,8.0,,1.0,,,,1.0,,,,
Reinaldo,Reinaldo,78850,MIR,2305,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,8,0.54,Reinaldo Manoel da Silva,0.0,2,7.75,12,reinaldo,6,-0.3,,3.0,,,,3.0,8.0,,4.0,4.0,,,,,,,,,,
Thiago Santos,T. Santos,78855,CFC,294,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,6,2.58,Thiago dos Santos,4.0,3,3.9,12,thiago-santos,6,0.7,,2.0,,,,1.0,,,,2.0,,,,,,,,,3.0,
Dória,Dória,78946,SAO,276,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,1,0.0,Matheus Dória Macedo,0.0,3,6.45,12,doria,6,0.0,,,,,,,,,,,,,,,,,,,,
Alex Muralha,A. Muralha,79066,MIR,2305,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,-1.0,Alex Roberto Santana Rafael,-1.0,1,2.64,12,alex-muralha,6,-0.36,,1.0,,,,,,,,,,,,,,,,,,
Roger Machado,R. Machado,79437,SAO,276,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,8,4.65,Roger Machado Marques,2.75,6,10.23,12,roger-machado,7,-0.12,,,,,,,,,,,,,,,,,,,,3.0
Cano,Cano,79631,FLU,266,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,2,0.8,Germán Ezequiel Cano,0.0,5,5.37,12,cano,5,0.0,,,,,,,,,2.0,,,,,,,,,,,
Lucas Silva,L. Silva,79701,CRU,283,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,11,0.37,Lucas Silva Borges,-1.3,4,3.63,12,lucas-silva,3,-0.57,,3.0,,,,4.0,5.0,,2.0,2.0,,,,,,,,,,
Saúl,Saúl,80061,FLA,262,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,1,6.5,Saúl Ñíguez Esclapez,6.5,4,9.02,12,saul,2,2.02,1.0,,,,,1.0,,,,,,,,,,,,,,
Jadson,Jadson,80129,CAP,293,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,8,1.26,Jadson Alves dos Santos,0.2,4,3.79,12,jadson,3,-0.49,,3.0,,,,8.0,8.0,,,7.0,,,,,,,,,,
Yago Pikachu,Y. Pikachu,80196,REM,364,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,11,1.76,Glaybson Yago Souza Lisboa,0.8,4,4.91,12,yago-pikachu,7,-0.02,,,1.0,,,2.0,3.0,5.0,3.0,6.0,,1.0,,,,,,1.0,,
