atletas.apelido,atletas.apelido_abreviado,atletas.atleta_id,atletas.clube.id.full.name,atletas.clube_id,atletas.entrou_em_campo,atletas.foto,atletas.jogos_num,atletas.media_num,atletas.nome,atletas.pontos_num,atletas.posicao_id,atletas.preco_num,atletas.rodada_id,atletas.slug,atletas.status_id,atletas.variacao_num,A,CA,CV,DE,DP,DS,FC,FD,FF,FS,FT,G,GC,GS,I,PC,PP,PS,SG,V
Léo Condé,L. Condé,37457,REM,364,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,7,4.49,Leonardo Rodrigues Condé,4.69,6,7.91,11,leo-conde,7,-0.12,,,,,,,,,,,,,,,,,,,,1.0
Fábio,Fábio,37656,FLU,266,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,11,4.79,Fábio Deivson Lopes Maciel,5.8,1,10.23,11,fabio,7,0.4,,1.0,,39.0,,,,,,4.0,,,,13.0,,1.0,,,3.0,
Hulk,Hulk,39148,CAM,282,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,11,4.65,Givanildo Vieira de Souza,1.0,5,11.64,11,hulk,7,-0.32,3.0,1.0,,,,4.0,9.0,5.0,7.0,29.0,,1.0,,,3.0,,,,,
Alan Franco,A. Franco,39656,CAM,282,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,10,2.74,Alan Steven Franco Palma,3.3,4,5.57,11,alan-franco,7,0.44,1.0,2.0,,,,15.0,16.0,2.0,3.0,4.0,,,,,1.0,,,,,
Vagner Mancini,V. Mancini,39850,RBB,280,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,11,5.53,Vagner Carmo Mancini,4.29,6,8.37,11,vagner-mancini,7,-0.6,,,,,,,,,,,,,,,,,,,,4.0
Renato Gaúcho,R. Gaúcho,41929,VAS,267,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,7,5.18,Renato Portaluppi,3.29,6,9.95,11,renato-gaucho,7,-0.3,,,,,,,,,,,,,,,,,,,,3.0
Willian,Willian,42135,GRE,284,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,6,1.25,Willian Borges da Silva,0.0,4,3.93,11,willian,5,0.0,,,,,,2.0,1.0,1.0,2.0,4.0,,,,,,,,,,
Osvaldo,Osvaldo,42222,VIT,287,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,1,0.8,Osvaldo Lourenço Filho,0.0,5,4.37,11,osvaldo,6,0.0,,,,,,,,,1.0,,,,,,,,,,,
Cássio,Cássio,42234,CRU,283,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,5,1.32,Cássio Roberto Ramos,0.0,1,6.89,11,cassio,5,0.0,,,,12.0,,,,,,2.0,,,,10.0,,,,,,
Cuca,Cuca,42411,SAN,277,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,4,6.35,Alexi Stival,8.65,6,11.0,11,cuca,7,0.91,,,,,,,,,,,,,,,,,,,,2.0
Fagner,Fagner,42500,CRU,283,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,7,2.89,Fagner Conserva Lemos,7.9,2,6.29,11,fagner,7,0.71,1.0,1.0,,,,8.0,6.0,,,2.0,,,,,,,,,1.0,
Gabriel Leite,G. Leite,50742,CFC,294,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,0,0.0,Gabriel Christoni Leite,0.0,1,3.0,11,gabriel-leite,6,0.0,,,,,,,,,,,,,,,,,,,,
Walter,Walter,51413,MIR,2305,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,9,3.25,Walter Leandro Capeloza Artune,5.8,1,6.13,11,walter,7,0.56,,,,34.0,,,,,,,,,,14.0,,1.0,,,,
Everton Ribeiro,E. Ribeiro,51772,BAH,265,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,6,5.48,Everton Augusto de Barros Ribeiro,5.2,4,9.76,11,everton-ribeiro,7,-0.4,2.0,,,,,8.0,5.0,3.0,1.0,16.0,,,,,,,,,,
Alex Sandro,A. Sandro,61987,FLA,262,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,7,3.99,Alex Sandro Lobo Silva,-0.4,2,9.05,11,alex-sandro,2,-0.37,,1.0,,,,8.0,8.0,,1.0,7.0,,,,,,,,,3.0,
Ganso,Ganso,62977,FLU,266,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,10,1.13,Paulo Henrique Chagas de Lima,-0.3,4,3.66,11,ganso,7,-0.49,,,,,,4.0,3.0,1.0,,4.0,1.0,,,,,,,,,
Neymar,Neymar,63007,SAN,277,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,5,9.08,Neymar da Silva Santos Júnior,5.3,4,19.91,11,neymar,7,-1.37,1.0,3.0,,,,2.0,7.0,2.0,7.0,22.0,,3.0,,,5.0,,,,,
Rafael Tolói,R. Tolói,63008,SAO,276,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,4,4.05,Rafael Toloi,2.5,3,7.32,11,rafael-toloi,3,-0.47,,3.0,,,,9.0,6.0,1.0,1.0,1.0,,,,,,,,,1.0,
Marcos Rocha,M. Rocha,63013,GRE,284,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,1,0.0,Marcos Luis Rocha Aquino,0.0,2,7.36,11,marcos-rocha,6,0.0,,,,,,,,,,,,,,,,,,,,
