atletas.apelido,atletas.apelido_abreviado,atletas.atleta_id,atletas.clube.id.full.name,atletas.clube_id,atletas.craque,atletas.entrou_em_campo,atletas.foto,atletas.jogos_num,atletas.media_num,atletas.nome,atletas.pontos_num,atletas.posicao_id,atletas.preco_num,atletas.rodada_id,atletas.slug,atletas.status_id,atletas.variacao_num,A,CA,CV,DE,DP,DS,FC,FD,FF,FS,FT,G,GC,GS,I,PC,PP,PS,SG,V
Marcelo Lomba,M. Lomba,68872,PAL,275,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,0,0.0,Marcelo Lomba do Nascimento,0.0,1,4.0,17,marcelo-lomba,7,0.0,,,,,,,,,,,,,,,,,,,,
Dudu,Dudu,68920,CAM,282,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,12,2.78,Eduardo Pereira Rodrigues,0.0,5,6.58,17,dudu,6,0.0,,,,,,2.0,2.0,6.0,4.0,9.0,,2.0,,,,,,,,
Rafael,Rafael,68928,SAO,276,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,17,3.74,Rafael Pires Monteiro,4.5,1,8.15,17,rafael,7,0.62,,1.0,,48.0,,,,,,2.0,,,,19.0,,,,,4.0,
Giovanni Augusto,G. Augusto,68938,CHA,315,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,9,1.11,Giovanni Augusto Oliveira Cardoso,0.0,4,3.51,17,giovanni-augusto,6,0.0,,1.0,,,,5.0,5.0,,,10.0,,,,,,,,,,
Marinho,Marinho,68952,VIT,287,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,5,2.1,Mário Sérgio Santos Costa,2.5,5,5.37,17,marinho,6,-0.39,,,,,,4.0,2.0,1.0,2.0,5.0,,,,,2.0,,,,,
Willian José,W. José,68996,BAH,265,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,15,2.85,Willian José da Silva,6.5,5,8.69,17,willian-jose,7,0.75,2.0,,,,,3.0,11.0,4.0,6.0,2.0,,3.0,,,,,1.0,1.0,,
Santos,Santos,69012,CAP,293,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,15,3.35,Aderbar Melo dos Santos Neto,0.3,1,7.72,17,santos,7,-0.38,,1.0,,36.0,,,,,,1.0,,,,16.0,,,,,4.0,
Allan,Allan,69140,BOT,263,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,10,2.03,Allan Marques Loureiro,0.0,4,4.48,17,allan,5,0.0,,3.0,,,,15.0,11.0,,2.0,5.0,,,,,,,,,,
Gabriel Paulista,G. Paulista,69208,COR,264,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,12,4.92,Gabriel Armando de Abreu,7.0,3,10.06,17,gabriel-paulista,7,0.66,,2.0,,,,14.0,12.0,1.0,8.0,6.0,,1.0,,,,,,,5.0,
Danilo,Danilo,69783,FLA,262,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,4,0.48,Danilo Luiz da Silva,0.0,3,5.57,17,danilo,6,0.0,,,1.0,,,3.0,3.0,,1.0,1.0,,,,,,,,,,
Lucas Moura,L. Moura,70164,SAO,276,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,8,2.32,Lucas Rodrigues Moura da Silva,0.0,4,7.5,17,lucas-moura,5,0.0,1.0,,,,,,5.0,2.0,2.0,6.0,,1.0,,,,,,,,
Eduardo Sasha,E. Sasha,70360,RBB,280,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,13,1.14,Eduardo Colcenti Antunes,-1.2,5,4.16,17,eduardo-sasha,2,0.0,,,,,,5.0,1.0,6.0,4.0,11.0,,,,,3.0,,2.0,,,
Gabriel,Gabriel,70449,VIT,287,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,2,2.2,Gabriel Vasconcelos Ferreira,0.0,1,5.6,17,gabriel,6,0.0,,,,3.0,,,,,,1.0,,,,5.0,,,,,1.0,
Felipe Anderson,F. Anderson,70592,PAL,275,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,12,2.32,Felipe Anderson Pereira Gomes,1.5,4,6.07,17,felipe-anderson,7,-1.25,,1.0,,,,12.0,8.0,1.0,3.0,3.0,,1.0,,,,,,,,
Marllon,Marllon,70666,REM,364,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,17,2.83,Marllon Gonçalves Jerônimo Borges,2.7,3,5.51,17,marllon,7,0.3,,2.0,,,,23.0,11.0,,1.0,10.0,,1.0,,,,,,,1.0,
Bruno Henrique,B. Henrique,70944,INT,285,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,14,1.68,Bruno Henrique Corsini,2.0,4,4.06,17,bruno-henrique,7,0.03,,,,,,10.0,17.0,4.0,8.0,5.0,,,,,1.0,,,,,
Jean Carlos,J. Carlos,70958,CHA,315,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,16,2.57,Jean Carlos Vicente,0.7,4,6.54,17,jean-carlos,6,-0.07,2.0,2.0,,,,3.0,5.0,4.0,8.0,6.0,,2.0,,,2.0,,,,,
Léo Vieira,L. Vieira,71043,BAH,265,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,16,5.02,Leonardo da Silva Vieira,1.8,1,6.82,17,leo-vieira,6,0.23,,1.0,,71.0,,,,,,4.0,,,,23.0,,,,,2.0,
Thiago Mendes,T. Mendes,71123,VAS,267,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,15,4.35,Thiago Henrique Mendes Ribeiro,2.9,4,7.64,17,thiago-mendes,7,-1.02,1.0,6.0,,,,10.0,13.0,2.0,4.0,35.0,,4.0,,,1.0,,,,,
Maicon,Maicon,71227,CFC,294,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,13,2.08,Maicon Pereira Roque,0.0,3,4.14,17,maicon,5,0.0,,,1.0,,,7.0,5.0,,,4.0,,,,,,1.0,,,4.0,
Luiz Gustavo,L. Gustavo,71536,CAP,293,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,11,3.75,Luiz Gustavo Dias,0.0,4,6.78,17,luiz-gustavo,5,0.0,,2.0,,,,8.0,11.0,4.0,2.0,18.0,1.0,2.0,,,,,,,,
Weverton,Weverton,71631,GRE,284,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,17,4.89,Weverton Pereira da Silva,0.6,1,7.67,17,weverton,7,-0.64,1.0,1.0,,45.0,2.0,,,,,5.0,,,,20.0,,1.0,,,5.0,
Gustavo Gómez,G. Gómez,71684,PAL,275,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,16,4.82,Gustavo Raúl Gómez Portillo,6.5,3,10.86,17,gustavo-gomez,6,0.58,1.0,,,,,10.0,15.0,1.0,7.0,3.0,,3.0,,,6.0,,,,6.0,
Gabriel Pires,G. Pires,71898,MIR,2305,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,6,3.63,Gabriel Appelt Pires,0.0,4,5.77,17,gabriel-pires,6,0.0,1.0,1.0,,,,4.0,5.0,3.0,4.0,7.0,1.0,,,,,,,,,
Tiago Volpi,T. Volpi,72018,RBB,280,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,10,5.71,Tiago Luis Volpi,12.8,1,10.98,17,tiago-volpi,7,0.07,,,,30.0,,,,,,,,1.0,,10.0,,,,,4.0,
Thomazella,Thomazella,72279,MIR,2305,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,0.0,Carlos Eduardo Lecciolle Thomazella,0.0,1,2.0,17,thomazella,6,0.0,,,,,,,,,,,,,,,,,,,,
Everson,Everson,72294,CAM,282,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,17,3.87,Everson Felipe Marques Pires,2.9,1,9.0,17,everson,7,0.2,1.0,,,51.0,,,,,,5.0,,,,23.0,,,,,3.0,
Fernando Diniz,F. Diniz,72391,COR,264,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,10,5.17,Fernando Diniz Silva,7.16,6,9.17,17,fernando-diniz,7,0.47,,,,,,,,,,,,,,,,,,,,3.0
Bernard,Bernard,72460,CAM,282,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,14,2.28,Bernard Anício Caldeira Duarte,4.1,4,4.64,17,bernard,7,-0.31,1.0,,,,,8.0,8.0,1.0,2.0,14.0,,1.0,,,3.0,,,,,
Alex Telles,A. Telles,72493,BOT,263,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,13,3.74,Alex Nicolao Telles,0.0,2,8.9,17,alex-telles,7,0.0,2.0,3.0,,,,14.0,17.0,,4.0,5.0,,2.0,,,,1.0,,,1.0,
Vitor Hugo,V. Hugo,72605,CAM,282,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,5,2.5,Vitor Hugo Franchescoli de Souza,0.0,3,6.1,17,vitor-hugo,7,0.0,,1.0,,,,4.0,2.0,,2.0,3.0,,,,,,,,,1.0,
Mercado,Mercado,72951,INT,285,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,10,4.49,Gabriel Iván Mercado,0.9,3,6.37,17,mercado,7,-0.38,,3.0,,,,15.0,11.0,1.0,2.0,6.0,,1.0,,,1.0,,,,3.0,
Daniel Borges,D. Borges,73318,MIR,2305,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,4,3.87,Daniel Fortunato Borges,7.9,2,5.99,17,daniel-borges,7,1.16,,,,,,3.0,2.0,1.0,3.0,6.0,,,,,,,,,1.0,
Samuel Xavier,S. Xavier,73384,FLU,266,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,11,3.71,Samuel Xavier Brito,4.0,2,8.16,17,samuel-xavier,6,0.45,,2.0,,,,16.0,13.0,1.0,2.0,20.0,,,,,1.0,,,,2.0,
Rincón,Rincón,74187,SAN,277,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,2,-0.7,Tomás Eduardo Rincón Hernández,0.0,4,2.81,17,rincon,6,0.0,,1.0,,,,,3.0,,,1.0,,,,,,,,,,
Carrillo,Carrillo,77485,COR,264,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,12,1.43,André Martín Carrillo Díaz,0.0,4,4.41,17,carrillo,6,-0.07,1.0,3.0,,,,12.0,23.0,,2.0,5.0,,,,,,,,,,
Cédric Soares,C. Soares,77656,SAO,276,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,8,0.94,Cédric Ricardo Alves Soares,0.0,2,3.73,17,cedric-soares,6,0.0,,1.0,,,,5.0,2.0,,2.0,,,,,,,,,,,
João Schmidt,J. Schmidt,77777,SAN,277,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,9,1.52,João Felipe Schmidt Urbano,0.0,4,4.61,17,joao-schmidt,5,0.0,,1.0,,,,10.0,13.0,,2.0,4.0,,,,,,,,,,
Everaldo,Everaldo,78117,BAH,265,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,14,4.16,Everaldo Stum,8.0,5,7.14,17,everaldo,6,0.79,,2.0,,,,9.0,13.0,3.0,5.0,16.0,1.0,4.0,,,1.0,,,,,
Gustavo Henrique,G. Henrique,78248,COR,264,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,13,3.82,Gustavo Henrique Vernes,8.8,3,9.39,17,gustavo-henrique,7,1.05,,3.0,,,,12.0,14.0,4.0,8.0,7.0,,,,,,1.0,,,5.0,
Vitinho,Vitinho,78435,COR,264,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,7,2.13,Victor Vinícius Coelho dos Santos,0.0,5,5.06,17,vitinho,6,0.0,,,,,,5.0,5.0,2.0,5.0,5.0,,,,,,,,,,
Renê,Renê,78445,FLU,266,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,10,5.87,Renê Rodrigues Martins,10.0,2,10.43,17,rene,6,1.59,2.0,1.0,,,,22.0,7.0,3.0,2.0,7.0,,,,,,,,,2.0,
Willian Arão,W. Arão,78478,SAN,277,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,11,2.25,Willian Souza Arão da Silva,3.0,4,5.33,17,willian-arao,7,-0.03,,,,,,14.0,4.0,,,4.0,1.0,,,,,,,,,
Gabriel,Gabriel,78605,RBB,280,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,15,3.32,Gabriel Girotto Franco,4.5,4,5.77,17,gabriel,7,0.25,,5.0,,,,21.0,11.0,5.0,2.0,8.0,,2.0,,,,1.0,,,,
Reinaldo,Reinaldo,78850,MIR,2305,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,12,2.38,Reinaldo Manoel da Silva,6.4,2,8.88,17,reinaldo,7,-0.06,1.0,5.0,,,,8.0,10.0,2.0,9.0,10.0,,,,,,,,,1.0,
Thiago Santos,T. Santos,78855,CFC,294,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,10,3.2,Thiago dos Santos,5.4,3,4.63,17,thiago-santos,7,-0.32,,3.0,,,,9.0,8.0,,,8.0,,,,,,,,,4.0,
Alex Muralha,A. Muralha,79066,MIR,2305,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,-1.0,Alex Roberto Santana Rafael,0.0,1,2.64,17,alex-muralha,6,0.0,,1.0,,,,,,,,,,,,,,,,,,
Cano,Cano,79631,FLU,266,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,3,0.53,Germán Ezequiel Cano,0.0,5,4.62,17,cano,6,-0.75,,,,,,,,,2.0,,,,,,,,,,,
Lucas Silva,L. Silva,79701,CRU,283,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,13,0.3,Lucas Silva Borges,0.0,4,3.62,17,lucas-silva,6,0.0,,4.0,,,,5.0,7.0,,2.0,2.0,,,,,,,,,,
Saúl,Saúl,80061,FLA,262,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,5,2.92,Saúl Ñíguez Esclapez,1.5,4,6.93,17,saul,7,-1.08,1.0,,,,,7.0,3.0,,,,,,,,,,,,,
Jadson,Jadson,80129,CAP,293,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,10,2.93,Jadson Alves dos Santos,16.0,4,6.63,17,jadson,7,2.39,1.0,4.0,,,,17.0,9.0,,,11.0,,,,,,,,,,
