atletas.apelido,atletas.apelido_abreviado,atletas.atleta_id,atletas.clube.id.full.name,atletas.clube_id,atletas.entrou_em_campo,atletas.foto,atletas.jogos_num,atletas.media_num,atletas.nome,atletas.pontos_num,atletas.posicao_id,atletas.preco_num,atletas.rodada_id,atletas.slug,atletas.status_id,atletas.variacao_num,A,CA,CV,DE,DP,DS,FC,FD,FF,FS,FT,G,GC,GS,I,PC,PP,PS,SG,V
Léo Condé,L. Condé,37457,REM,364,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,11,4.3,Leonardo Rodrigues Condé,4.05,6,7.84,15,leo-conde,7,-0.16,,,,,,,,,,,,,,,,,,,,2.0
Fábio,Fábio,37656,FLU,266,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,15,4.17,Fábio Deivson Lopes Maciel,-0.7,1,8.98,15,fabio,7,-1.19,,1.0,,52.0,,,,,,4.0,,,,20.0,,1.0,,,3.0,
Hulk,Hulk,39148,FLU,266,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,12,4.55,Givanildo Vieira de Souza,0.0,5,11.8,15,hulk,6,0.0,3.0,1.0,,,,4.0,9.0,6.0,8.0,32.0,,1.0,,,3.0,,,,,
Alan Franco,A. Franco,39656,CAM,282,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,13,2.52,Alan Steven Franco Palma,0.0,4,5.73,15,alan-franco,7,0.0,1.0,3.0,,,,20.0,20.0,2.0,3.0,4.0,,,,,1.0,,,,,
Vagner Mancini,V. Mancini,39850,RBB,280,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,15,5.11,Vagner Carmo Mancini,2.38,6,8.12,15,vagner-mancini,7,-0.35,,,,,,,,,,,,,,,,,,,,6.0
Renato Gaúcho,R. Gaúcho,41929,VAS,267,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,11,5.44,Renato Portaluppi,9.55,6,10.92,15,renato-gaucho,7,0.89,,,,,,,,,,,,,,,,,,,,5.0
Willian,Willian,42135,GRE,284,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,7,1.14,Willian Borges da Silva,0.0,4,3.87,15,willian,7,0.0,,,,,,2.0,1.0,1.0,2.0,5.0,,,,,,,,,,
Osvaldo,Osvaldo,42222,VIT,287,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,1,0.8,Osvaldo Lourenço Filho,0.0,5,4.37,15,osvaldo,6,0.0,,,,,,,,,1.0,,,,,,,,,,,
Cássio,Cássio,42234,CRU,283,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,5,1.32,Cássio Roberto Ramos,0.0,1,6.89,15,cassio,5,0.0,,,,12.0,,,,,,2.0,,,,10.0,,,,,,
Cuca,Cuca,42411,SAN,277,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,8,5.86,Alexi Stival,8.93,6,10.87,15,cuca,7,0.92,,,,,,,,,,,,,,,,,,,,3.0
Fagner,Fagner,42500,CRU,283,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,9,2.86,Fagner Conserva Lemos,1.1,2,5.48,15,fagner,7,-0.5,1.0,1.0,,,,9.0,11.0,,,3.0,,,,,,,,,2.0,
Gabriel Leite,G. Leite,50742,CFC,294,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,0,0.0,Gabriel Christoni Leite,0.0,1,3.0,15,gabriel-leite,6,0.0,,,,,,,,,,,,,,,,,,,,
Walter,Walter,51413,MIR,2305,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,13,2.98,Walter Leandro Capeloza Artune,4.2,1,5.85,15,walter,7,0.53,,2.0,,46.0,,,,,,,,,,18.0,,1.0,,,,
Everton Ribeiro,E. Ribeiro,51772,BAH,265,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,10,5.25,Everton Augusto de Barros Ribeiro,6.5,4,9.89,15,everton-ribeiro,7,-0.21,3.0,1.0,,,,15.0,7.0,3.0,2.0,26.0,,,,,,,,,,
Alex Sandro,A. Sandro,61987,FLA,262,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,10,4.28,Alex Sandro Lobo Silva,0.0,2,9.5,15,alex-sandro,7,0.0,,2.0,,,,13.0,15.0,,1.0,8.0,,,,,,,,,5.0,
Ganso,Ganso,62977,FLU,266,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,12,0.85,Paulo Henrique Chagas de Lima,0.0,4,3.27,15,ganso,6,0.0,,1.0,,,,4.0,5.0,1.0,,5.0,1.0,,,,,,,,,
Neymar,Neymar,63007,SAN,277,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,7,9.06,Neymar da Silva Santos Júnior,10.5,4,20.32,15,neymar,7,0.48,1.0,4.0,,,,4.0,10.0,4.0,9.0,32.0,,4.0,,,6.0,,,,,
Rafael Tolói,R. Tolói,63008,SAO,276,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,5,4.82,Rafael Toloi,0.0,3,8.24,15,rafael-toloi,6,0.0,,3.0,,,,11.0,8.0,1.0,1.0,2.0,,,,,,,,,2.0,
