atletas.apelido,atletas.apelido_abreviado,atletas.atleta_id,atletas.clube.id.full.name,atletas.clube_id,atletas.craque,atletas.entrou_em_campo,atletas.foto,atletas.jogos_num,atletas.media_num,atletas.nome,atletas.pontos_num,atletas.posicao_id,atletas.preco_num,atletas.rodada_id,atletas.slug,atletas.status_id,atletas.variacao_num,A,CA,CV,DE,DP,DS,FC,FD,FF,FS,FT,G,GC,GS,I,PC,PP,PS,SG,V
Praxedes,Praxedes,107744,RBB,280,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,0,0.0,Bruno Conceição Praxedes,0.0,4,4.0,20,praxedes,6,0.0,,,,,,,,,,,,,,,,,,,,
Fintelman,Fintelman,107859,VIT,287,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,0,0.0,Alexandre Fintelman de Mello Ribeiro da Silva,0.0,1,2.0,20,fintelman,6,0.0,,,,,,,,,,,,,,,,,,,,
Bobadilla,Bobadilla,107873,SAO,276,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,15,4.12,Damián Josué Bobadilla Benítez,0.0,4,8.22,20,bobadilla,6,0.0,2.0,3.0,,,,31.0,20.0,5.0,3.0,6.0,1.0,,,,1.0,,,,,
Hugo,Hugo,107908,COR,264,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,0,0.0,Hugo Ferreira de Farias,0.0,2,4.0,20,hugo,5,0.0,,,,,,,,,,,,,,,,,,,,
Terán,Terán,107985,CAP,293,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,12,3.56,Carlos Terán Díaz,6.2,3,6.15,20,teran,6,0.78,,,,,,12.0,10.0,3.0,2.0,5.0,,,,,,,,,4.0,
Carbonero,Carbonero,107989,INT,285,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,19,5.24,Johan Stiven Carbonero Balanta,1.7,5,8.66,20,carbonero,7,-1.18,3.0,3.0,,,,7.0,20.0,10.0,17.0,37.0,,5.0,,,11.0,,,,,
Garcez,Garcez,108131,CHA,315,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,8,1.22,Maurício Garcez de Jesus,0.0,5,3.12,20,garcez,5,0.0,,,,,,2.0,6.0,1.0,5.0,7.0,,,,,1.0,,,,,
Isidro Pitta,I. Pitta,108133,RBB,280,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,18,4.01,Isidro Miguel Pitta Saldívar,0.8,5,5.54,20,isidro-pitta,6,-0.68,2.0,2.0,,,,2.0,19.0,6.0,23.0,10.0,,5.0,,,8.0,,1.0,1.0,,
Nardoni,Nardoni,108162,GRE,284,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,12,2.08,Juan Ignacio Martín Nardoni,2.5,4,6.6,20,nardoni,6,0.18,,2.0,,,,10.0,17.0,1.0,3.0,11.0,,1.0,,,1.0,,,,,
Adonis Frías,A. Frías,108469,SAN,277,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,7,3.59,Adonis Uriel Frías,0.0,3,5.66,20,adonis-frias,6,0.0,,1.0,,,,7.0,3.0,1.0,1.0,3.0,,1.0,,,,,,,1.0,
Tapia,Tapia,108588,SAO,276,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,11,1.46,Gonzalo Andrés Tapia Dubournais,0.0,5,4.06,20,tapia,6,0.0,,1.0,,,,4.0,6.0,1.0,6.0,6.0,1.0,,,,1.0,,,1.0,,
Emiliano Martínez,E. Martínez,108683,PAL,275,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,8,2.16,Emiliano Martínez Toranza,3.6,4,4.53,20,emiliano-martinez,6,0.37,,1.0,,,,10.0,3.0,2.0,1.0,2.0,,,,,,,,,,
Galeano,Galeano,108713,MIR,2305,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,10,1.19,Antonio Javier Galeano Ferreira,0.0,5,4.42,20,galeano,6,0.0,,1.0,,,,3.0,2.0,4.0,1.0,7.0,,,,,1.0,,,,,
Victor Sá,V. Sá,108946,SAO,276,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,2,0.45,João Victor Santos Sá,1.5,5,5.09,20,victor-sa,6,-0.11,,,,,,1.0,2.0,,,,,,,,,,,,,
Plata,Plata,109096,FLA,262,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,10,7.01,Gonzalo Jordy Plata Jiménez,0.0,5,10.96,20,plata,6,0.0,1.0,1.0,,,,17.0,6.0,10.0,3.0,12.0,2.0,2.0,,,,,,,,
Jovane Cabral,J. Cabral,109097,GRE,284,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,1,5.8,Jovane Eduardo Borges Cabral,5.8,5,8.66,20,jovane-cabral,6,1.66,1.0,,,,,,,,1.0,,,,,,,,,,,
Matheus Nascimento,M. Nascimento,109114,GRE,284,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,0,0.0,Matheus Nascimento de Paula,0.0,5,4.0,20,matheus-nascimento,6,0.0,,,,,,,,,,,,,,,,,,,,
Tiago Cóser,T. Cóser,109127,CFC,294,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,17,2.42,Tiago Cóser,5.5,3,3.92,20,tiago-coser,7,0.82,,1.0,1.0,,,6.0,17.0,,1.0,5.0,,1.0,,,,,,,6.0,
Rafael Carvalheira,R. Carvalheira,109336,CHA,315,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,14,2.72,Rafael dos Santos Carvalheira Natividade,0.0,4,5.7,20,rafael-carvalheira,5,0.0,,2.0,,,,15.0,19.0,2.0,5.0,4.0,,2.0,,,1.0,1.0,,,,
Erick Pulga,E. Pulga,109401,BAH,265,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,19,3.75,Erick da Costa Farias,0.8,5,7.24,20,erick-pulga,7,-0.13,1.0,2.0,,,,20.0,19.0,9.0,4.0,38.0,1.0,1.0,,,12.0,1.0,,2.0,,
Calebe,Calebe,109461,INT,285,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,0,0.0,Calebe Gonçalves Ferreira da Silva,0.0,4,6.0,20,calebe,6,0.0,,,,,,,,,,,,,,,,,,,,
Martinelli,Martinelli,109573,FLU,266,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,13,1.8,Matheus Martinelli Lima,0.0,4,5.22,20,martinelli,7,-0.31,1.0,3.0,,,,9.0,19.0,4.0,6.0,8.0,,,,,,,,,,
Monsalve,Monsalve,109966,GRE,284,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,7,0.64,Miguel Ángel Monsalve Gonzáles - González,0.0,4,3.12,20,monsalve,6,0.0,,1.0,,,,1.0,7.0,,2.0,9.0,,,,,,,,,,
Medina,Medina,109987,BOT,263,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,11,3.88,Cristian Nicolás Medina,1.4,4,6.92,20,medina,6,-0.82,,3.0,1.0,,,20.0,14.0,1.0,4.0,19.0,,1.0,,,,,,1.0,,
Spinelli,Spinelli,110144,VAS,267,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,13,3.36,Claudio Paul Spinelli,5.8,5,6.53,20,spinelli,6,0.35,,,,,,8.0,14.0,8.0,13.0,10.0,1.0,1.0,,,,,,,,
Bernabei,Bernabei,110426,INT,285,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,17,6.12,Alexandro Ezequiel Bernabei,1.4,2,9.55,20,bernabei,7,-0.29,1.0,5.0,1.0,,,20.0,40.0,9.0,20.0,18.0,1.0,4.0,,,6.0,1.0,,,4.0,
Abel Ferreira,A. Ferreira,110506,PAL,275,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,20,6.49,Abel Fernando Moreira Ferreira,5.02,6,11.97,20,abel-ferreira,7,-0.3,,,,,,,,,,,,,,,,,,,,13.0
Aguirre,Aguirre,110510,INT,285,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,14,3.53,Braian Nahuel Aguirre,2.6,2,5.56,20,aguirre,6,0.16,1.0,1.0,,,,15.0,9.0,3.0,4.0,2.0,,1.0,,,1.0,,,,2.0,
Marino Hinestroza,M. Hinestroza,110598,VAS,267,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,8,1.93,Marino Hinestroza Angulo,0.0,5,5.76,20,marino-hinestroza,6,0.0,,,,,,5.0,5.0,,3.0,8.0,1.0,,,,,,,,,
Vinícius Balieiro,V. Balieiro,110605,CHA,315,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,5,1.84,Vinícius Balieiro Lourenço de Carvalho,0.0,4,3.62,20,vinicius-balieiro,6,-0.81,,,,,,5.0,1.0,,,4.0,,,,,,,,,,
Gustavo,Gustavo,110633,CFC,294,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,4,0.9,Gustavo Silva de Oliveira,0.0,4,3.3,20,gustavo,6,0.0,,,,,,1.0,,,2.0,1.0,,,,,,,,,,
Esquivel,Esquivel,110668,CAP,293,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,14,4.88,Lucas Ángel Esquivel,7.6,2,7.9,20,esquivel,7,0.57,3.0,1.0,1.0,,,19.0,27.0,1.0,6.0,12.0,,,,,,,,,5.0,
Mycael,Mycael,110698,CAP,293,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,0,-1.0,Mycael Pontes Moreira,0.0,1,4.6,20,mycael,5,0.0,,1.0,,,,,,,,,,,,,,,,,,
Pedro Rangel,P. Rangel,110708,CFC,294,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,17,4.67,Pedro Felipe de Faria Rangel,8.9,1,7.48,20,pedro-rangel,7,1.24,,1.0,,53.0,,1.0,,,,4.0,,,,22.0,,,,,6.0,
Andrés Hurtado,A. Hurtado,110715,RBB,280,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,13,3.66,José Andrés Hurtado Cheme,6.2,2,6.14,20,andres-hurtado,6,0.52,,2.0,,,,10.0,9.0,1.0,7.0,5.0,,1.0,,,,,,,4.0,
Gustavo Marques,G. Marques,110750,RBB,280,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,17,4.31,Gustavo Marques Alves dos Santos,4.0,3,7.36,20,gustavo-marques,6,0.56,,3.0,,,,20.0,12.0,4.0,6.0,11.0,,,,,1.0,,,,7.0,
John Kennedy,J. Kennedy,110759,FLU,266,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,17,7.3,John Kennedy Batista de Souza,0.0,5,10.92,20,john-kennedy,3,0.0,1.0,,,,,13.0,19.0,16.0,9.0,8.0,1.0,9.0,,,2.0,,,,,
Alix Vinicius,A. Vinicius,111246,RBB,280,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,16,3.14,Alix Vinicius de Souza Sampaio,6.7,3,6.02,20,alix-vinicius,6,0.84,,4.0,1.0,,,15.0,29.0,2.0,3.0,7.0,,,,,,,,,7.0,
Mancha,Mancha,111279,CHA,315,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,0,0.0,Gianluca Piola Minozzo,0.0,2,3.0,20,mancha,6,0.0,,,,,,,,,,,,,,,,,,,,
Gustavo Martins,G. Martins,111309,GRE,284,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,12,3.1,Gustavo Martins de Souza Santos,1.5,3,6.13,20,gustavo-martins,6,-0.16,2.0,3.0,,,,9.0,13.0,1.0,5.0,3.0,,,,,1.0,1.0,,,3.0,
Victor Gabriel,V. Gabriel,111466,INT,285,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,16,2.16,Victor Gabriel da Conceição Ribeiro,0.0,3,3.51,20,victor-gabriel,3,0.0,,6.0,1.0,,,20.0,22.0,,2.0,9.0,,,,,,1.0,,,3.0,
Adson,Adson,111682,VAS,267,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,9,3.51,Adson Ferreira Soares,3.5,4,6.36,20,adson,6,-0.09,,,,,,12.0,4.0,5.0,6.0,8.0,,,,,,,,,,
Anthoni,Anthoni,111683,INT,285,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,9,2.55,Anthoni Spier Souza,-0.7,1,3.91,20,anthoni,7,-0.34,,,,25.0,,,,,,1.0,,,,15.0,,,,,1.0,
Matheus Cunha,M. Cunha,111690,INT,285,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,9,3.23,Matheus Cunha Queiroz,0.0,1,4.64,20,matheus-cunha,6,0.0,1.0,1.0,,12.0,,,,,,1.0,,,,11.0,,,,,4.0,
Fabinho,Fabinho,111760,RBB,280,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,5,-0.08,Fábio Silva de Freitas,0.0,4,2.04,20,fabinho,6,0.0,,,1.0,,,2.0,8.0,,,4.0,,,,,,,,,,
Kayky,Kayky,111829,INT,285,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,6,1.27,Kayky da Silva Chagas,0.0,5,3.63,20,kayky,5,0.0,,,,,,2.0,,3.0,,2.0,,,,,,,,,,
Matheus Martins,M. Martins,111831,BOT,263,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,15,4.63,Matheus Martins Silva dos Santos,1.2,5,7.08,20,matheus-martins,6,-0.12,,1.0,,,,10.0,9.0,9.0,6.0,15.0,1.0,4.0,,,,,,,,
Jefté,Jefté,111832,PAL,275,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,7,2.47,Jefté Vital da Silva Dias,0.0,2,4.16,20,jefte,5,0.0,1.0,1.0,,,,3.0,5.0,,,1.0,,,,,2.0,,,,2.0,
Mateus Silva,M. Silva,111879,VIT,287,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,2,4.85,Mateus da Silva Duarte,0.0,2,4.95,20,mateus-silva,6,0.0,,,,,,2.0,2.0,,1.0,3.0,,,,,,,,,1.0,
Felipinho,Felipinho,112017,CAP,293,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,7,3.17,Antonio Feliphe Costa Silva,0.0,4,5.57,20,felipinho,6,0.0,,2.0,,,,15.0,7.0,,1.0,,1.0,,,,,,,,,
Vini Paulista,V. Paulista,112576,CFC,294,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,20,2.32,Vinicius Romualdo dos Santos,0.5,4,3.68,20,vini-paulista,3,-0.29,,3.0,,,,28.0,9.0,1.0,5.0,10.0,,,,,1.0,,,,,
Gabriel Grando,G. Grando,112616,GRE,284,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,1,0.3,Gabriel Hamester Grando,0.3,1,3.77,20,gabriel-grando,6,-0.23,,,,1.0,,,,,,,,,,1.0,,,,,,
Ramón Sosa,R. Sosa,112863,PAL,275,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,16,3.24,Ramón Sosa Acosta,0.0,5,7.4,20,ramon-sosa,6,0.0,2.0,3.0,,,,4.0,15.0,3.0,6.0,17.0,1.0,3.0,,,7.0,,,,,
Lucas Barbosa,L. Barbosa,112886,RBB,280,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,17,6.48,Lucas Henrique Barbosa,3.5,5,9.81,20,lucas-barbosa,6,-0.59,2.0,5.0,,,,24.0,35.0,12.0,23.0,31.0,,4.0,,,6.0,,,,,
Catarozzi,Catarozzi,112939,REM,364,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,1,0.9,Franco Catarozzi Parafita,0.0,4,5.41,20,catarozzi,6,0.0,,,,,,1.0,2.0,,,,,,,,,,,,,
Peralta,Peralta,112985,CRU,283,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,0,0.0,Fabrizio José Peralta Ramírez,0.0,4,4.0,20,peralta,5,0.0,,,,,,,,,,,,,,,,,,,,
Freytes,Freytes,113034,FLU,266,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,16,2.47,Juan Pablo Freytes,2.0,3,4.77,20,freytes,7,0.14,,3.0,,,,15.0,14.0,,6.0,9.0,,,,,,,,,3.0,
Flaco López,F. López,113103,PAL,275,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,17,6.74,José Manuel Alberto López,0.0,5,14.91,20,flaco-lopez,2,0.0,2.0,2.0,,,,19.0,28.0,8.0,15.0,37.0,,6.0,,,14.0,,,,,
Benavídez,Benavídez,113113,CAP,293,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,14,4.55,Gastón Américo Benavídez,6.3,2,7.53,20,benavidez,2,0.3,4.0,4.0,,,,10.0,14.0,2.0,4.0,13.0,,,,,1.0,,,,5.0,
Picco,Picco,113125,REM,364,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,17,3.06,Leonel Marcelo Picco,2.9,4,6.28,20,picco,6,0.38,,2.0,,,,30.0,20.0,1.0,6.0,2.0,,1.0,,,,,,,,
Nathan Mendes,N. Mendes,113157,VIT,287,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,12,5.02,Nathan Gabriel de Souza Mendes,0.0,2,7.52,20,nathan-mendes,5,0.0,1.0,3.0,,,,21.0,14.0,,1.0,10.0,,,,,,,,,5.0,
Marquinhos,Marquinhos,113158,CRU,283,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,1,1.5,Marcus Vinícius Oliveira Alencar,1.5,5,4.24,20,marquinhos,6,0.24,,,,,,,,,,3.0,,,,,,,,,,
Pablo Maia,P. Maia,113359,SAO,276,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,12,1.38,Pablo Gonçalves Maia Fortunato,1.2,4,4.19,20,pablo-maia,6,-0.21,,1.0,,,,9.0,16.0,1.0,4.0,9.0,,,,,,,,,,
Cristian Olivera,C. Olivera,113397,BAH,265,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,16,4.1,Cristian Gonzalo Olivera Ibarra - Kike,0.0,5,7.16,20,cristian-olivera,5,0.0,1.0,1.0,,,,12.0,12.0,12.0,6.0,35.0,1.0,1.0,,,6.0,,,,,
Bruninho,Bruninho,113558,RBB,280,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,0,0.0,Bruno Gonçalves de Jesus,0.0,4,4.0,20,bruninho,6,0.0,,,,,,,,,,,,,,,,,,,,
Diógenes,Diógenes,113690,SAN,277,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,2,5.55,Diógenes Vinícius da Silva,0.0,1,5.0,20,diogenes,6,0.0,,1.0,,7.0,,,,,,,,,,2.0,,,,,1.0,
Minda,Minda,114040,CAM,282,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,10,4.22,Alan Steve Minda García,5.8,5,8.13,20,minda,6,0.77,1.0,,,,,5.0,2.0,2.0,3.0,5.0,2.0,2.0,,,1.0,,,1.0,,
Alejo Véliz,A. Véliz,114208,BAH,265,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,1,1.0,Alejo Véliz,1.0,5,4.95,20,alejo-veliz,6,-0.05,,,,,,,2.0,,2.0,,,,,,,,,,,
Cufré,Cufré,114308,REM,364,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,1,-0.3,Braian Ezequiel Cufré,0.0,2,3.45,20,cufre,6,0.0,,,,,,,1.0,,,,,,,,,,,,,
Sinisterra,Sinisterra,114405,CRU,283,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,8,3.27,Luis Fernando Sinisterra Lucumí,2.4,5,5.85,20,sinisterra,5,-0.34,,,,,,8.0,8.0,2.0,7.0,1.0,,1.0,,,,,,,,
Danilo Pereira,D. Pereira,114801,BOT,263,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,0,0.0,Danilo Pereira da Silva,0.0,5,5.0,20,danilo-pereira,6,0.0,,,,,,,,,,,,,,,,,,,,
Vitor Roque,V. Roque,114802,PAL,275,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,8,6.81,Vitor Hugo Roque Ferreira,1.3,5,16.27,20,vitor-roque,6,-0.74,,1.0,,,,8.0,6.0,3.0,5.0,20.0,1.0,3.0,,,3.0,,,1.0,,
Miguelito,Miguelito,115025,SAN,277,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,8,4.88,Miguel Àngel Terceros,0.0,4,7.41,20,miguelito,6,0.0,2.0,1.0,,,,12.0,8.0,1.0,4.0,4.0,,1.0,,,,,,,,
Lucas Freitas,L. Freitas,115141,VAS,267,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,2,2.5,Lucas de Freitas Molarinho Chagas,0.0,3,4.77,20,lucas-freitas,6,0.0,,,,,,,,,,,,,,,,,,,1.0,
Kaique,Kaique,115247,PAL,275,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,0,0.0,Kaique Pereira Azarias,0.0,1,1.0,20,kaique,6,0.0,,,,,,,,,,,,,,,,,,,,
Renan Viana,R. Viana,115266,CAP,293,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,0,0.0,Renan Rodrigues Fonseca Viana,0.0,5,2.0,20,renan-viana,6,0.0,,,,,,,,,,,,,,,,,,,,
Paulo Pezzolano,P. Pezzolano,115479,INT,285,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,20,4.72,Paulo César Pezzolano Suárez,2.48,6,7.42,20,paulo-pezzolano,7,-0.14,,,,,,,,,,,,,,,,,,,,5.0
Marcos Victor,M. Victor,115537,BAH,265,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,2,0.0,Marcos Victor Ferreira da Silva,0.0,3,2.41,20,marcos-victor,2,0.0,,,,,,,,,,,,,,,,,,,,
