atletas.apelido,atletas.apelido_abreviado,atletas.atleta_id,atletas.clube.id.full.name,atletas.clube_id,atletas.craque,atletas.entrou_em_campo,atletas.foto,atletas.jogos_num,atletas.media_num,atletas.nome,atletas.pontos_num,atletas.posicao_id,atletas.preco_num,atletas.rodada_id,atletas.slug,atletas.status_id,atletas.variacao_num,A,CA,CV,DE,DP,DS,FC,FD,FF,FS,FT,G,GC,GS,I,PC,PP,PS,SG,V
Gabriel Taliari,G. Taliari,95131,REM,364,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,8,5.5,Gabriel Pereira Taliari,-0.3,5,8.73,20,gabriel-taliari,6,-0.45,,,,,,5.0,10.0,4.0,5.0,14.0,,3.0,,,3.0,,,,,
Marcinho,Marcinho,95332,CHA,315,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,18,3.28,Márcio Antônio de Sousa Júnior,7.7,5,5.15,20,marcinho,6,0.57,1.0,,,,,15.0,8.0,5.0,7.0,13.0,,2.0,,,3.0,,,,,
Cassierra,Cassierra,95362,CAM,282,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,16,2.33,Zander Mateo Casierra Cabezas,2.4,5,5.78,20,cassierra,6,-0.41,1.0,1.0,,,,2.0,10.0,5.0,6.0,8.0,1.0,2.0,,,4.0,,,,,
Igor Vinícius,I. Vinícius,95466,SAN,277,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,13,5.82,Igor Vinícius de Souza,1.4,2,9.33,20,igor-vinicius,6,-0.01,1.0,4.0,,,,33.0,14.0,2.0,,14.0,,,,,,,,,4.0,
Gustavo Cazonatti,G. Cazonatti,95541,MIR,2305,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,0.0,Gustavo Cazonatti,0.0,4,3.0,20,gustavo-cazonatti,6,0.0,,,,,,,,,,,,,,,,,,,,
Raniele,Raniele,95556,COR,264,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,16,4.11,Raniele Almeida Melo,3.2,4,7.78,20,raniele,6,0.06,,5.0,,,,32.0,27.0,1.0,8.0,25.0,1.0,1.0,,,1.0,,,,,
Bruno Leonardo,B. Leonardo,95620,CHA,315,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,15,1.34,Bruno Leonardo dos Santos Covas,1.5,3,2.91,20,bruno-leonardo,6,0.17,,3.0,,,,13.0,14.0,1.0,1.0,10.0,,,1.0,,1.0,1.0,,,1.0,
Artur,Artur,95799,SAO,276,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,16,5.52,Artur Victor Guimarães,1.2,5,8.98,20,artur,6,-0.99,2.0,1.0,,,,14.0,7.0,13.0,12.0,21.0,,3.0,,,1.0,,,1.0,,
Daniel Fuzato,D. Fuzato,95936,VAS,267,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,0,0.0,Daniel Cerântula Fuzato,0.0,1,2.0,20,daniel-fuzato,6,0.0,,,,,,,,,,,,,,,,,,,,
Charles,Charles,96342,COR,264,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,3,1.03,Charles Rigon Mattos,0.0,4,3.53,20,charles,6,0.0,,,,,,2.0,1.0,,,1.0,,,,,1.0,,,,,
Joaquín Correa,J. Correa,96353,BOT,263,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,6,1.17,Carlos Joaquín Correa,0.0,5,5.11,20,joaquin-correa,6,0.0,1.0,3.0,,,,1.0,2.0,,2.0,3.0,,,,,,,,1.0,,
Renan Lodi,R. Lodi,96591,CAM,282,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,19,4.84,Renan Augusto Lodi dos Santos,-0.2,2,9.52,20,renan-lodi,6,-0.57,2.0,3.0,1.0,,,24.0,33.0,5.0,13.0,44.0,1.0,,,,6.0,,,1.0,4.0,
Matheus Pereira,M. Pereira,96610,CRU,283,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,17,6.53,Matheus Fellipe Costa Pereira,0.0,4,15.25,20,matheus-pereira,7,0.0,2.0,9.0,,,,17.0,33.0,9.0,22.0,65.0,,4.0,,,5.0,,,2.0,,
Allan,Allan,96652,COR,264,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,14,0.82,Allan Rodrigues de Souza,-0.1,4,2.72,20,allan,7,-0.27,,4.0,1.0,,,9.0,14.0,2.0,3.0,9.0,,,,,,,,,,
Camutanga,Camutanga,96793,VIT,287,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,7,3.95,Cleidson Andrade de Souza Silva,0.0,3,6.71,20,camutanga,5,0.0,,,,,,8.0,2.0,1.0,2.0,3.0,,,1.0,,,,,,3.0,
Emerson Royal,E. Royal,96870,FLA,262,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,9,5.92,Emerson Aparecido Leite de Souza Júnior,7.4,2,8.32,20,emerson-royal,2,-0.21,1.0,,,,,15.0,9.0,1.0,1.0,3.0,,,,,1.0,,,,5.0,
Carlos Cuesta,C. Cuesta,97095,VAS,267,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,9,1.64,Carlos Eccehomo Cuesta Figueroa,-0.3,3,4.96,20,carlos-cuesta,6,-0.15,1.0,1.0,1.0,,,6.0,13.0,,2.0,4.0,1.0,,1.0,,,,,,1.0,
Gabriel Rojas,G. Rojas,97101,CRU,283,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,2,3.3,Gabriel Hernán Rojas,2.2,2,6.94,20,gabriel-rojas,7,-0.21,,,,,,4.0,3.0,,,3.0,,,,,,,,,,
Villasanti,Villasanti,97145,GRE,284,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,1,1.2,Mathías Adalberto Villasanti Rolón,1.2,4,6.86,20,villasanti,6,-0.14,,,,,,,,1.0,,,,,,,,,,,,
Alesson,Alesson,97321,MIR,2305,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,16,5.13,Alesson dos Santos Batista,0.0,5,9.29,20,alesson,7,0.0,3.0,1.0,,,,25.0,14.0,12.0,7.0,25.0,1.0,,,,7.0,,,,,
Rogério Ceni,R. Ceni,97341,BAH,265,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,19,5.38,Rogério Mücke Ceni,3.55,6,10.39,20,rogerio-ceni,7,-0.14,,,,,,,,,,,,,,,,,,,,7.0
Victor Caetano,V. Caetano,97432,CHA,315,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,8,1.6,Victor Henrique Carvalho Caetano,0.0,3,3.19,20,victor-caetano,5,0.0,,2.0,,,,11.0,7.0,,,1.0,,,,,1.0,,,,,
Gustavo Mosquito,G. Mosquito,97450,MIR,2305,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,1,0.2,Gustavo Henric da Silva,0.2,5,4.64,20,gustavo-mosquito,6,-0.36,,,,,,,1.0,,,1.0,,,,,,,,,,
João Victor,J. Victor,97460,MIR,2305,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,17,2.0,João Victor Carroll Santana - Caroll,2.0,3,4.53,20,joao-victor,7,0.05,1.0,1.0,,,,16.0,10.0,2.0,2.0,6.0,,,1.0,,1.0,,,,1.0,
Marçal,Marçal,97468,BOT,263,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,5,3.22,Fernando Marçal de Oliveira,5.0,2,6.73,20,marcal,6,-0.06,,1.0,,,,4.0,7.0,2.0,1.0,,,,,,,,,,2.0,
Shaylon,Shaylon,97520,MIR,2305,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,13,1.85,Shaylon Kallyson Cardozo - Cardoso,0.0,4,4.23,20,shaylon,6,0.0,,,,,,10.0,12.0,2.0,2.0,1.0,,1.0,,,,,,,,
Félix Torres,F. Torres,97642,INT,285,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,14,3.53,Félix Eduardo Torres Caicedo,4.5,3,4.93,20,felix-torres,6,0.22,,3.0,,,,17.0,12.0,1.0,5.0,5.0,,1.0,,,1.0,,,,3.0,
Thiago Couto,T. Couto,97645,VIT,287,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,0,0.0,Thiago Couto Wenceslau,0.0,1,3.0,20,thiago-couto,6,0.0,,,,,,,,,,,,,,,,,,,,
Murilo,Murilo,97653,PAL,275,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,17,3.28,Murilo Cerqueira Paim,1.8,3,6.63,20,murilo,7,0.05,1.0,1.0,1.0,,,13.0,23.0,5.0,2.0,3.0,,1.0,,,,,,,5.0,
Marcelinho,Marcelinho,97795,REM,364,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,17,5.25,Marcelo Rodrigues Souza,7.2,2,6.62,20,marcelinho,7,1.04,1.0,2.0,,,,19.0,7.0,6.0,8.0,25.0,1.0,2.0,,,1.0,,,,3.0,
Erick,Erick,97810,VIT,287,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,16,4.48,Erick de Arruda Serafim,1.5,5,8.21,20,erick,7,-0.46,4.0,1.0,,,,4.0,5.0,6.0,7.0,33.0,1.0,2.0,,,1.0,,,,,
Léo Ortiz,L. Ortiz,97867,FLA,262,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,16,4.11,Leonardo Rech Ortiz,0.0,3,9.12,20,leo-ortiz,6,0.0,,,,,,12.0,11.0,,,4.0,2.0,1.0,,,1.0,,,,7.0,
Iago,Iago,97868,BAH,265,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,4,2.2,Iago Amaral Borduchi,0.0,2,4.5,20,iago,6,0.0,,,,,,1.0,4.0,,,1.0,1.0,,,,,,,,1.0,
Jacy,Jacy,97878,CFC,294,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,17,4.24,Jacy Maranhão Oliveira,7.0,3,6.18,20,jacy,7,0.45,,2.0,1.0,,,27.0,13.0,,6.0,16.0,,1.0,,,,,,,4.0,
Matheus Bahia,M. Bahia,97899,INT,285,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,12,3.95,Matheus Bahia Santos,2.0,2,6.7,20,matheus-bahia,7,-0.96,1.0,2.0,,,,16.0,13.0,1.0,1.0,15.0,,,,,2.0,,,,3.0,
Vitão,Vitão,97900,FLA,262,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,8,2.68,Vitor Eduardo da Silva Matos,0.2,3,6.98,20,vitao,7,-0.82,,1.0,,,,1.0,4.0,,2.0,1.0,,,,,,,,,4.0,
Matheus Aurélio,M. Aurélio,97905,CHA,315,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,2,1.7,Matheus Aurélio Palhares Guimarães,3.5,1,2.61,20,matheus-aurelio,6,0.84,,1.0,,8.0,,,,,,,,,,6.0,,,,,,
Lucas Silva,L. Silva,97911,VIT,287,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,3,-0.17,Lucas Rodrigues da Silva,0.0,5,2.8,20,lucas-silva,6,0.0,,1.0,,,,,,,,1.0,,,,,,,,,,
Marcos Vinícius,M. Vinícius,97969,CHA,315,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,9,1.48,Marcos Vinícius da Silva Santos,0.0,2,2.78,20,marcos-vinicius,6,0.0,1.0,2.0,,,,5.0,9.0,,2.0,2.0,1.0,,,,1.0,,,,,
Erick,Erick,98022,BAH,265,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,15,3.71,Erick Luis Conrado de Carvalho,0.0,4,6.04,20,erick,7,0.0,,5.0,,,,21.0,19.0,2.0,4.0,15.0,2.0,2.0,,,1.0,,,,,
Jáderson,Jáderson,98224,REM,364,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,10,0.97,Jaderson Flores dos Reis,0.0,4,2.64,20,jaderson,6,0.0,,,,,,4.0,2.0,,1.0,7.0,,,,,,,,,,
Pedro Raul,P. Raul,98225,COR,264,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,8,0.01,Pedro Raul Garay da Silva,0.0,5,2.63,20,pedro-raul,6,0.0,,1.0,,,,,5.0,,1.0,4.0,,,,,2.0,,,,,
Gabriel Batista,G. Batista,98333,BOT,263,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,0,0.0,Gabriel Batista de Souza,0.0,1,3.0,20,gabriel-batista,6,0.0,,,,,,,,,,,,,,,,,,,,
Negueba,Negueba,98384,MIR,2305,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,8,5.23,Luiz Henrique Soares Firmino,0.0,5,8.57,20,negueba,5,0.0,,4.0,,,,15.0,5.0,3.0,6.0,17.0,,1.0,,,,,,,,
Kanu,Kanu,98484,BAH,265,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,3,0.83,Victor Hugo Soares dos Santos,0.0,3,3.68,20,kanu,2,0.0,,2.0,,,,,3.0,,,1.0,,,,,1.0,,,,1.0,
Jean Lucas,J. Lucas,98517,BAH,265,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,16,5.38,Jean Lucas de Souza Oliveira,2.4,4,9.49,20,jean-lucas,6,-0.06,2.0,2.0,,,,33.0,28.0,3.0,8.0,16.0,1.0,2.0,,,1.0,,,,,
Maripán,Maripán,98617,INT,285,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,2,0.3,Guillermo Alfonso Maripán Loaysa,-0.1,3,4.24,20,maripan,7,-0.56,,,,,,,4.0,,1.0,2.0,,,,,,,,,,
Savarino,Savarino,98672,FLU,266,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,15,5.0,Jefferson David Savarino Quintero,0.0,4,9.0,20,savarino,7,0.0,2.0,2.0,,,,5.0,6.0,10.0,13.0,13.0,3.0,3.0,,,6.0,,,,,
Angileri,Angileri,98720,COR,264,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,8,3.99,Fabrizio Germán Angileri - Fabricio,8.4,2,6.1,20,angileri,3,0.43,,3.0,,,,6.0,4.0,,2.0,5.0,,1.0,,,,,,,3.0,
Samuel Lino,S. Lino,98873,FLA,262,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,18,7.44,Samuel Dias Lino,8.9,5,11.84,20,samuel-lino,7,-0.16,7.0,2.0,,,,27.0,17.0,8.0,10.0,32.0,,4.0,,,2.0,,,,,
Cuello,Cuello,98909,CAM,282,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,18,5.95,Tomás Esteban Cuello,0.0,5,9.41,20,cuello,5,0.0,1.0,1.0,,,,29.0,16.0,7.0,18.0,30.0,4.0,2.0,,,13.0,,,,,
Elias,Elias,99034,MIR,2305,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,0.0,Elias Lira Nogueira Júnior,0.0,2,3.0,20,elias,6,0.0,,,,,,,,,,,,,,,,,,,,
Puma Rodríguez,P. Rodríguez,99213,VAS,267,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,13,5.15,José Luis Rodríguez Bebanz,2.7,2,7.99,20,puma-rodriguez,6,-0.2,4.0,3.0,,,,12.0,5.0,6.0,6.0,1.0,,2.0,,,1.0,,,,1.0,
De la Cruz,D. Cruz,99228,FLA,262,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,9,1.06,Diego Nicolás de la Cruz Arcosa,0.0,4,4.77,20,de-la-cruz,6,0.0,,2.0,,,,4.0,7.0,,2.0,12.0,,,,,,,,,,
Pochettino,Pochettino,99267,VIT,287,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,1,2.0,Tomás Pochettino,2.0,4,6.26,20,pochettino,6,0.26,,,,,,,,1.0,1.0,,,,,,,,,,,
Alexander Barboza,A. Barboza,99274,PAL,275,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,12,4.78,Alexander Nahuel Barboza Ullúa,0.0,3,9.8,20,alexander-barboza,7,0.0,2.0,5.0,1.0,,,26.0,22.0,5.0,5.0,,,1.0,,,,,,,1.0,
Luis Zubeldía,L. Zubeldía,99366,FLU,266,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,19,5.41,Luis Francisco Zubeldía,2.76,6,9.75,20,luis-zubeldia,7,-0.25,,,,,,,,,,,,,,,,,,,,9.0
Baralhas,Baralhas,99440,VIT,287,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,14,5.34,Gabriel Baralhas dos Santos,5.0,4,9.5,20,baralhas,7,0.34,2.0,4.0,,,,29.0,24.0,1.0,9.0,16.0,,2.0,,,,,,,,
Rossi,Rossi,99552,FLA,262,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,18,4.94,Agustín Daniel Rossi,-1.0,1,8.1,20,rossi,7,-1.38,,,,49.0,,,,,,2.0,,,,16.0,,,,,8.0,
Brenner,Brenner,99789,VAS,267,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,13,2.98,Brenner Souza da Silva,0.0,5,7.07,20,brenner,6,0.0,,1.0,,,,7.0,4.0,5.0,7.0,10.0,2.0,1.0,,,1.0,,,,,
Arias,Arias,99815,PAL,275,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,15,7.34,Jhon Adolfo Arias Andrade,20.4,4,16.58,20,arias,7,2.48,1.0,4.0,,,,40.0,18.0,7.0,12.0,20.0,1.0,3.0,,,4.0,,,,,
Paulinho,Paulinho,99818,PAL,275,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,6,3.42,Paulo Henrique Sampaio Filho,3.3,5,10.37,20,paulinho,2,-0.73,,1.0,,,,1.0,1.0,,3.0,4.0,,2.0,,,1.0,,,,,
Igor Gomes,I. Gomes,100084,CAM,282,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,6,1.47,Igor Silveira Gomes,9.5,4,5.62,20,igor-gomes,6,1.9,,1.0,,,,1.0,4.0,,,3.0,,1.0,,,,,,,,
Léo Andrade,L. Andrade,100342,REM,364,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,4,2.95,Leonardo de Andrade Silva,0.0,3,4.79,20,leo-andrade,6,0.0,,1.0,,,,9.0,4.0,,,1.0,,,,,,,,,,
Krovinovic,Krovinovic,100596,GRE,284,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,0,0.0,Filip Krovinović,0.0,4,5.0,20,krovinovic,6,0.0,,,,,,,,,,,,,,,,,,,,
Yuri Alberto,Y. Alberto,100652,COR,264,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,16,4.14,Yuri Alberto Monteiro da Silva,-0.6,5,10.23,20,yuri-alberto,7,-2.72,2.0,2.0,,,,7.0,22.0,12.0,14.0,12.0,,3.0,,,12.0,,,,,
Fernando,Fernando,100695,RBB,280,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,9,4.89,Fernando dos Santos Pedro,4.0,5,5.37,20,fernando,6,-1.32,1.0,,,,,8.0,6.0,3.0,3.0,8.0,1.0,2.0,,,2.0,,,,,
Matheus Henrique,M. Henrique,100742,CRU,283,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,19,2.05,Matheus Henrique de Souza,2.2,4,5.14,20,matheus-henrique,7,-0.46,,2.0,,,,20.0,12.0,,5.0,23.0,,,,,,1.0,,,,
Tchamba,Tchamba,100804,REM,364,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,14,2.08,Duplexe Tchamba Bangou,0.0,3,5.11,20,tchamba,5,0.0,,1.0,,,,15.0,8.0,1.0,3.0,5.0,,,2.0,,1.0,,,,2.0,
Ruan,Ruan,100842,CAM,282,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,17,3.19,Ruan Tressoldi Netto,4.7,3,5.71,20,ruan,6,-0.49,,7.0,,,,21.0,16.0,,2.0,14.0,,2.0,,,1.0,,,,2.0,
Luan Cândido,L. Cândido,100848,VIT,287,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,10,4.05,Luan Cândido de Almeida,0.5,2,5.97,20,luan-candido,7,-0.52,2.0,1.0,,,,7.0,8.0,2.0,4.0,4.0,,,,,2.0,,,1.0,3.0,
Vitinho,Vitinho,100898,BOT,263,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,15,5.21,Victor Alexander da Silva,9.5,2,10.46,20,vitinho,6,0.83,2.0,3.0,,,,36.0,15.0,,2.0,14.0,1.0,,,,1.0,,,,2.0,
Nonato,Nonato,100987,FLU,266,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,7,2.55,Gustavo Nonato Santana,1.2,4,5.89,20,nonato,6,-0.07,1.0,3.0,,,,5.0,8.0,,1.0,4.0,,1.0,,,,,,,,
Júnior Santos,J. Santos,101002,BOT,263,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,8,2.24,José Antonio dos Santos Júnior,0.0,5,4.55,20,junior-santos,5,0.0,,1.0,,,,3.0,4.0,3.0,1.0,7.0,,1.0,,,2.0,,,,,
Alef Manga,A. Manga,101254,REM,364,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,20,4.9,Alef Mangueira Severino Pereira,10.6,5,9.29,20,alef-manga,7,1.28,3.0,1.0,,,,17.0,16.0,9.0,13.0,16.0,,5.0,,,19.0,,1.0,,,
Ferreira,Ferreira,101290,SAO,276,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,15,3.88,Aldemir dos Santos Ferreira,0.9,5,6.69,20,ferreira,6,-0.12,,2.0,,,,9.0,6.0,3.0,8.0,13.0,,4.0,,,,,,,,
Ademir,Ademir,101314,BAH,265,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,19,2.3,Ademir da Silva Santos Júnior,2.5,5,5.73,20,ademir,7,-1.31,1.0,2.0,,,,10.0,16.0,5.0,4.0,23.0,,1.0,,,3.0,,,2.0,,
