atletas.apelido,atletas.apelido_abreviado,atletas.atleta_id,atletas.clube.id.full.name,atletas.clube_id,atletas.craque,atletas.entrou_em_campo,atletas.foto,atletas.jogos_num,atletas.media_num,atletas.nome,atletas.pontos_num,atletas.posicao_id,atletas.preco_num,atletas.rodada_id,atletas.slug,atletas.status_id,atletas.variacao_num,A,CA,CV,DE,DP,DS,FC,FD,FF,FS,FT,G,GC,GS,I,PC,PP,PS,SG,V
Léo Duarte,L. Duarte,94214,CAM,282,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,0,0.0,Leonardo Campos Duarte da Silva,0.0,3,5.0,19,leo-duarte,5,0.0,,,,,,,,,,,,,,,,,,,,
Lucas Oliveira,L. Oliveira,94514,MIR,2305,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,7,3.41,Lucas da Cruz Oliveira,0.0,3,5.2,19,lucas-oliveira,6,0.0,,2.0,,,,8.0,1.0,,1.0,1.0,,1.0,,,1.0,,,,1.0,
Pedro,Pedro,94583,FLA,262,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,17,9.41,Pedro Guilherme Abreu dos Santos,18.8,5,18.63,19,pedro,7,0.13,4.0,1.0,,,,11.0,9.0,9.0,10.0,17.0,1.0,12.0,,,3.0,,,1.0,,
Lucas Paquetá,L. Paquetá,94930,FLA,262,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,11,6.46,Lucas Tolentino Coelho de Lima,0.0,4,14.86,19,lucas-paqueta,5,0.0,,2.0,,,,18.0,18.0,4.0,13.0,25.0,,3.0,,,2.0,,,,,
Juninho Capixaba,J. Capixaba,94968,RBB,280,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,16,7.52,Luis Antônio da Rocha Júnior,0.0,2,13.92,19,juninho-capixaba,7,0.0,2.0,9.0,,,,31.0,32.0,3.0,10.0,22.0,2.0,3.0,,,2.0,,,,6.0,
Gabriel Taliari,G. Taliari,95131,REM,364,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,7,6.33,Gabriel Pereira Taliari,0.5,5,9.18,19,gabriel-taliari,6,-1.7,,,,,,5.0,9.0,4.0,5.0,14.0,,3.0,,,3.0,,,,,
Marcinho,Marcinho,95332,CHA,315,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,17,3.02,Márcio Antônio de Sousa Júnior,4.9,5,4.58,19,marcinho,7,-0.13,1.0,,,,,15.0,7.0,5.0,7.0,13.0,,1.0,,,3.0,,,,,
Cassierra,Cassierra,95362,CAM,282,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,15,2.33,Zander Mateo Casierra Cabezas,5.8,5,6.19,19,cassierra,7,0.79,1.0,1.0,,,,2.0,10.0,3.0,6.0,8.0,1.0,2.0,,,4.0,,,,,
Igor Vinícius,I. Vinícius,95466,SAN,277,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,12,6.19,Igor Vinícius de Souza,0.0,2,9.34,19,igor-vinicius,7,0.0,1.0,4.0,,,,32.0,12.0,2.0,,13.0,,,,,,,,,4.0,
Gustavo Cazonatti,G. Cazonatti,95541,MIR,2305,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,0.0,Gustavo Cazonatti,0.0,4,3.0,19,gustavo-cazonatti,6,0.0,,,,,,,,,,,,,,,,,,,,
Raniele,Raniele,95556,COR,264,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,15,4.17,Raniele Almeida Melo,0.0,4,7.72,19,raniele,7,0.0,,4.0,,,,30.0,26.0,1.0,8.0,22.0,1.0,1.0,,,1.0,,,,,
Bruno Leonardo,B. Leonardo,95620,CHA,315,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,14,1.33,Bruno Leonardo dos Santos Covas,0.0,3,2.74,19,bruno-leonardo,6,0.0,,3.0,,,,12.0,14.0,1.0,1.0,10.0,,,1.0,,1.0,1.0,,,1.0,
Artur,Artur,95799,SAO,276,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,15,5.81,Artur Victor Guimarães,8.5,5,9.97,19,artur,7,0.73,2.0,1.0,,,,14.0,5.0,13.0,11.0,19.0,,3.0,,,1.0,,,1.0,,
Daniel Fuzato,D. Fuzato,95936,VAS,267,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,0,0.0,Daniel Cerântula Fuzato,0.0,1,2.0,19,daniel-fuzato,6,0.0,,,,,,,,,,,,,,,,,,,,
Charles,Charles,96342,COR,264,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,3,1.03,Charles Rigon Mattos,0.0,4,3.53,19,charles,6,0.0,,,,,,2.0,1.0,,,1.0,,,,,1.0,,,,,
Joaquín Correa,J. Correa,96353,BOT,263,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,6,1.17,Carlos Joaquín Correa,0.0,5,5.11,19,joaquin-correa,6,0.0,1.0,3.0,,,,1.0,2.0,,2.0,3.0,,,,,,,,1.0,,
Renan Lodi,R. Lodi,96591,CAM,282,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,18,5.12,Renan Augusto Lodi dos Santos,3.4,2,10.09,19,renan-lodi,7,-1.13,2.0,2.0,1.0,,,23.0,29.0,5.0,13.0,43.0,1.0,,,,6.0,,,1.0,4.0,
Matheus Pereira,M. Pereira,96610,CRU,283,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,17,6.53,Matheus Fellipe Costa Pereira,13.9,4,15.25,19,matheus-pereira,3,-0.02,2.0,9.0,,,,17.0,33.0,9.0,22.0,65.0,,4.0,,,5.0,,,2.0,,
Allan,Allan,96652,COR,264,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,13,0.89,Allan Rodrigues de Souza,1.6,4,2.99,19,allan,6,0.01,,3.0,1.0,,,8.0,12.0,2.0,3.0,9.0,,,,,,,,,,
Camutanga,Camutanga,96793,VIT,287,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,7,3.95,Cleidson Andrade de Souza Silva,0.0,3,6.71,19,camutanga,5,0.0,,,,,,8.0,2.0,1.0,2.0,3.0,,,1.0,,,,,,3.0,
Emerson Royal,E. Royal,96870,FLA,262,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,8,5.73,Emerson Aparecido Leite de Souza Júnior,11.5,2,8.53,19,emerson-royal,6,0.92,1.0,,,,,10.0,7.0,1.0,1.0,2.0,,,,,1.0,,,,5.0,
Carlos Cuesta,C. Cuesta,97095,VAS,267,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,8,1.88,Carlos Eccehomo Cuesta Figueroa,0.0,3,5.11,19,carlos-cuesta,7,0.0,1.0,1.0,1.0,,,6.0,12.0,,2.0,4.0,1.0,,1.0,,,,,,1.0,
Gabriel Rojas,G. Rojas,97101,CRU,283,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,1,4.4,Gabriel Hernán Rojas,4.4,2,7.15,19,gabriel-rojas,7,1.15,,,,,,3.0,2.0,,,1.0,,,,,,,,,,
Villasanti,Villasanti,97145,GRE,284,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,0,0.0,Mathías Adalberto Villasanti Rolón,0.0,4,7.0,19,villasanti,7,0.0,,,,,,,,,,,,,,,,,,,,
Alesson,Alesson,97321,MIR,2305,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,16,5.13,Alesson dos Santos Batista,0.0,5,9.29,19,alesson,6,0.0,3.0,1.0,,,,25.0,14.0,12.0,7.0,25.0,1.0,,,,7.0,,,,,
Rogério Ceni,R. Ceni,97341,BAH,265,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,18,5.48,Rogério Mücke Ceni,4.75,6,10.53,19,rogerio-ceni,7,-0.22,,,,,,,,,,,,,,,,,,,,7.0
Victor Caetano,V. Caetano,97432,CHA,315,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,8,1.6,Victor Henrique Carvalho Caetano,0.0,3,3.19,19,victor-caetano,5,0.0,,2.0,,,,11.0,7.0,,,1.0,,,,,1.0,,,,,
Gustavo Mosquito,G. Mosquito,97450,MIR,2305,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,0.0,Gustavo Henric da Silva,0.0,5,5.0,19,gustavo-mosquito,6,0.0,,,,,,,,,,,,,,,,,,,,
João Victor,J. Victor,97460,MIR,2305,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,16,2.0,João Victor Carroll Santana - Caroll,0.0,3,4.48,19,joao-victor,6,0.0,1.0,1.0,,,,15.0,10.0,2.0,2.0,5.0,,,1.0,,1.0,,,,1.0,
Marçal,Marçal,97468,BOT,263,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,4,2.77,Fernando Marçal de Oliveira,0.0,2,6.79,19,marcal,7,0.0,,1.0,,,,4.0,7.0,2.0,1.0,,,,,,,,,,1.0,
Shaylon,Shaylon,97520,MIR,2305,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,13,1.85,Shaylon Kallyson Cardozo - Cardoso,0.0,4,4.23,19,shaylon,6,0.0,,,,,,10.0,12.0,2.0,2.0,1.0,,1.0,,,,,,,,
Félix Torres,F. Torres,97642,INT,285,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,13,3.45,Félix Eduardo Torres Caicedo,3.7,3,4.71,19,felix-torres,7,-0.87,,3.0,,,,14.0,12.0,1.0,5.0,5.0,,1.0,,,1.0,,,,3.0,
Thiago Couto,T. Couto,97645,VIT,287,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,0,0.0,Thiago Couto Wenceslau,0.0,1,3.0,19,thiago-couto,6,0.0,,,,,,,,,,,,,,,,,,,,
Murilo,Murilo,97653,PAL,275,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,16,3.37,Murilo Cerqueira Paim,1.2,3,6.58,19,murilo,7,-0.6,1.0,1.0,1.0,,,13.0,21.0,3.0,2.0,3.0,,1.0,,,,,,,5.0,
Marcelinho,Marcelinho,97795,REM,364,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,16,5.13,Marcelo Rodrigues Souza,0.4,2,5.58,19,marcelinho,7,-2.13,1.0,2.0,,,,19.0,7.0,5.0,8.0,23.0,1.0,2.0,,,1.0,,,,2.0,
Erick,Erick,97810,VIT,287,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,15,4.68,Erick de Arruda Serafim,0.0,5,8.67,19,erick,7,0.0,4.0,1.0,,,,4.0,5.0,6.0,7.0,30.0,1.0,2.0,,,1.0,,,,,
Léo Ortiz,L. Ortiz,97867,FLA,262,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,16,4.11,Leonardo Rech Ortiz,0.0,3,9.12,19,leo-ortiz,5,0.0,,,,,,12.0,11.0,,,4.0,2.0,1.0,,,1.0,,,,7.0,
Iago,Iago,97868,BAH,265,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,4,2.2,Iago Amaral Borduchi,-0.3,2,4.5,19,iago,6,-1.07,,,,,,1.0,4.0,,,1.0,1.0,,,,,,,,1.0,
Jacy,Jacy,97878,CFC,294,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,16,4.07,Jacy Maranhão Oliveira,4.9,3,5.73,19,jacy,7,0.29,,2.0,1.0,,,26.0,13.0,,6.0,15.0,,1.0,,,,,,,3.0,
Matheus Bahia,M. Bahia,97899,INT,285,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,11,4.13,Matheus Bahia Santos,9.5,2,7.66,19,matheus-bahia,7,1.25,1.0,2.0,,,,15.0,13.0,1.0,1.0,14.0,,,,,2.0,,,,3.0,
Vitão,Vitão,97900,FLA,262,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,7,3.03,Vitor Eduardo da Silva Matos,5.0,3,7.8,19,vitao,2,0.02,,1.0,,,,1.0,2.0,,1.0,1.0,,,,,,,,,4.0,
Matheus Aurélio,M. Aurélio,97905,CHA,315,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,1,-0.1,Matheus Aurélio Palhares Guimarães,-0.1,1,1.77,19,matheus-aurelio,7,-0.23,,,,3.0,,,,,,,,,,4.0,,,,,,
Lucas Silva,L. Silva,97911,VIT,287,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,3,-0.17,Lucas Rodrigues da Silva,0.0,5,2.8,19,lucas-silva,6,0.0,,1.0,,,,,,,,1.0,,,,,,,,,,
Marcos Vinícius,M. Vinícius,97969,CHA,315,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,9,1.48,Marcos Vinícius da Silva Santos,0.0,2,2.78,19,marcos-vinicius,6,0.0,1.0,2.0,,,,5.0,9.0,,2.0,2.0,1.0,,,,1.0,,,,,
Erick,Erick,98022,BAH,265,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,15,3.71,Erick Luis Conrado de Carvalho,1.5,4,6.04,19,erick,7,-0.43,,5.0,,,,21.0,19.0,2.0,4.0,15.0,2.0,2.0,,,1.0,,,,,
Jáderson,Jáderson,98224,REM,364,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,10,0.97,Jaderson Flores dos Reis,0.0,4,2.64,19,jaderson,6,0.0,,,,,,4.0,2.0,,1.0,7.0,,,,,,,,,,
Pedro Raul,P. Raul,98225,COR,264,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,8,0.01,Pedro Raul Garay da Silva,0.0,5,2.63,19,pedro-raul,6,0.0,,1.0,,,,,5.0,,1.0,4.0,,,,,2.0,,,,,
Bastos,Bastos,98280,BOT,263,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,5,0.78,Bartolomeu Jacinto Quissanga,0.0,3,3.75,19,bastos,5,0.0,,1.0,,,,4.0,7.0,,,2.0,,,,,,,,,,
Gabriel Batista,G. Batista,98333,BOT,263,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,0,0.0,Gabriel Batista de Souza,0.0,1,3.0,19,gabriel-batista,6,0.0,,,,,,,,,,,,,,,,,,,,
Negueba,Negueba,98384,MIR,2305,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,8,5.23,Luiz Henrique Soares Firmino,0.0,5,8.57,19,negueba,5,0.0,,4.0,,,,15.0,5.0,3.0,6.0,17.0,,1.0,,,,,,,,
Kanu,Kanu,98484,BAH,265,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,3,0.83,Victor Hugo Soares dos Santos,0.0,3,3.68,19,kanu,6,0.0,,2.0,,,,,3.0,,,1.0,,,,,1.0,,,,1.0,
Jean Lucas,J. Lucas,98517,BAH,265,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,15,5.58,Jean Lucas de Souza Oliveira,0.0,4,9.55,19,jean-lucas,6,0.0,2.0,2.0,,,,31.0,26.0,3.0,8.0,16.0,1.0,2.0,,,1.0,,,,,
Maripán,Maripán,98617,INT,285,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,1,0.7,Guillermo Alfonso Maripán Loaysa,0.7,3,4.8,19,maripan,7,-0.2,,,,,,,2.0,,1.0,1.0,,,,,,,,,,
Savarino,Savarino,98672,FLU,266,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,15,5.0,Jefferson David Savarino Quintero,0.0,4,9.0,19,savarino,7,0.0,2.0,2.0,,,,5.0,6.0,10.0,13.0,13.0,3.0,3.0,,,6.0,,,,,
Angileri,Angileri,98720,COR,264,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,7,3.36,Fabrizio Germán Angileri - Fabricio,8.8,2,5.67,19,angileri,6,0.94,,2.0,,,,5.0,2.0,,2.0,4.0,,,,,,,,,3.0,
Samuel Lino,S. Lino,98873,FLA,262,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,17,7.35,Samuel Dias Lino,11.6,5,12.0,19,samuel-lino,7,-1.59,7.0,2.0,,,,25.0,16.0,8.0,6.0,26.0,,4.0,,,2.0,,,,,
Cuello,Cuello,98909,CAM,282,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,18,5.95,Tomás Esteban Cuello,5.3,5,9.41,19,cuello,7,0.53,1.0,1.0,,,,29.0,16.0,7.0,18.0,30.0,4.0,2.0,,,13.0,,,,,
Elias,Elias,99034,MIR,2305,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,0.0,Elias Lira Nogueira Júnior,0.0,2,3.0,19,elias,6,0.0,,,,,,,,,,,,,,,,,,,,
Puma Rodríguez,P. Rodríguez,99213,VAS,267,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,12,5.35,José Luis Rodríguez Bebanz,0.0,2,8.19,19,puma-rodriguez,7,0.0,4.0,3.0,,,,10.0,4.0,6.0,6.0,1.0,,2.0,,,1.0,,,,1.0,
De la Cruz,D. Cruz,99228,FLA,262,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,9,1.06,Diego Nicolás de la Cruz Arcosa,0.0,4,4.77,19,de-la-cruz,6,0.0,,2.0,,,,4.0,7.0,,2.0,12.0,,,,,,,,,,
Pochettino,Pochettino,99267,VIT,287,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,0,0.0,Tomás Pochettino,0.0,4,6.0,19,pochettino,6,0.0,,,,,,,,,,,,,,,,,,,,
Alexander Barboza,A. Barboza,99274,PAL,275,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,12,4.78,Alexander Nahuel Barboza Ullúa,1.1,3,9.8,19,alexander-barboza,3,-0.88,2.0,5.0,1.0,,,26.0,22.0,5.0,5.0,,,1.0,,,,,,,1.0,
Luis Zubeldía,L. Zubeldía,99366,FLU,266,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,18,5.56,Luis Francisco Zubeldía,0.0,6,10.0,19,luis-zubeldia,7,0.0,,,,,,,,,,,,,,,,,,,,9.0
Baralhas,Baralhas,99440,VIT,287,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,13,5.37,Gabriel Baralhas dos Santos,0.0,4,9.16,19,baralhas,7,0.0,2.0,4.0,,,,27.0,24.0,,8.0,16.0,,2.0,,,,,,,,
Rossi,Rossi,99552,FLA,262,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,17,5.29,Agustín Daniel Rossi,8.9,1,9.48,19,rossi,7,0.31,,,,49.0,,,,,,2.0,,,,15.0,,,,,8.0,
Brenner,Brenner,99789,VAS,267,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,13,2.98,Brenner Souza da Silva,0.0,5,7.07,19,brenner,6,0.0,,1.0,,,,7.0,4.0,5.0,7.0,10.0,2.0,1.0,,,1.0,,,,,
Arias,Arias,99815,PAL,275,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,14,6.41,Jhon Adolfo Arias Andrade,5.4,4,14.1,19,arias,7,0.33,,4.0,,,,33.0,18.0,6.0,8.0,19.0,1.0,3.0,,,4.0,,,,,
Paulinho,Paulinho,99818,PAL,275,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,5,3.44,Paulo Henrique Sampaio Filho,0.0,5,11.1,19,paulinho,2,0.0,,1.0,,,,,,,1.0,3.0,,2.0,,,1.0,,,,,
Igor Gomes,I. Gomes,100084,CAM,282,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,5,-0.14,Igor Silveira Gomes,0.0,4,3.72,19,igor-gomes,6,0.0,,1.0,,,,,4.0,,,3.0,,,,,,,,,,
Léo Andrade,L. Andrade,100342,REM,364,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,4,2.95,Leonardo de Andrade Silva,0.0,3,4.79,19,leo-andrade,7,0.0,,1.0,,,,9.0,4.0,,,1.0,,,,,,,,,,
Yuri Alberto,Y. Alberto,100652,COR,264,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,15,4.46,Yuri Alberto Monteiro da Silva,19.9,5,12.95,19,yuri-alberto,7,1.24,2.0,2.0,,,,7.0,20.0,12.0,14.0,12.0,,3.0,,,12.0,,,,,
Fernando,Fernando,100695,RBB,280,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,8,5.0,Fernando dos Santos Pedro,0.0,5,6.69,19,fernando,7,0.0,1.0,,,,,7.0,5.0,2.0,1.0,8.0,1.0,2.0,,,2.0,,,,,
Matheus Henrique,M. Henrique,100742,CRU,283,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,18,2.04,Matheus Henrique de Souza,6.0,4,5.6,19,matheus-henrique,7,0.4,,2.0,,,,20.0,11.0,,5.0,18.0,,,,,,1.0,,,,
Tchamba,Tchamba,100804,REM,364,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,14,2.08,Duplexe Tchamba Bangou,0.0,3,5.11,19,tchamba,7,0.0,,1.0,,,,15.0,8.0,1.0,3.0,5.0,,,2.0,,1.0,,,,2.0,
Ruan,Ruan,100842,CAM,282,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,16,3.1,Ruan Tressoldi Netto,9.5,3,6.2,19,ruan,7,1.41,,6.0,,,,17.0,15.0,,2.0,14.0,,2.0,,,1.0,,,,2.0,
Luan Cândido,L. Cândido,100848,VIT,287,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,9,4.45,Luan Cândido de Almeida,0.0,2,6.49,19,luan-candido,7,0.0,2.0,1.0,,,,7.0,7.0,2.0,3.0,4.0,,,,,2.0,,,1.0,3.0,
Vitinho,Vitinho,100898,BOT,263,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,14,4.9,Victor Alexander da Silva,0.0,2,9.63,19,vitinho,7,0.0,2.0,3.0,,,,33.0,15.0,,2.0,14.0,1.0,,,,1.0,,,,1.0,
