atletas.apelido,atletas.apelido_abreviado,atletas.atleta_id,atletas.clube.id.full.name,atletas.clube_id,atletas.entrou_em_campo,atletas.foto,atletas.jogos_num,atletas.media_num,atletas.nome,atletas.pontos_num,atletas.posicao_id,atletas.preco_num,atletas.rodada_id,atletas.slug,atletas.status_id,atletas.variacao_num,A,CA,CV,DE,DP,DS,FC,FD,FF,FS,FT,G,GC,GS,I,PC,PP,PS,SG,V
Walter,Walter,51413,MIR,2305,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,8,2.93,Walter Leandro Capeloza Artune,2.9,1,5.57,10,walter,7,0.44,,,,28.0,,,,,,,,,,12.0,,1.0,,,,
Everton Ribeiro,E. Ribeiro,51772,BAH,265,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,5,5.54,Everton Augusto de Barros Ribeiro,8.9,4,10.16,10,everton-ribeiro,7,1.23,2.0,,,,,6.0,5.0,2.0,1.0,14.0,,,,,,,,,,
Alex Sandro,A. Sandro,61987,FLA,262,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,6,4.72,Alex Sandro Lobo Silva,0.0,2,9.42,10,alex-sandro,5,0.0,,1.0,,,,8.0,5.0,,1.0,6.0,,,,,,,,,3.0,
Ganso,Ganso,62977,FLU,266,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,9,1.29,Paulo Henrique Chagas de Lima,2.5,4,4.15,10,ganso,6,0.24,,,,,,4.0,2.0,1.0,,4.0,1.0,,,,,,,,,
Neymar,Neymar,63007,SAN,277,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,4,10.03,Neymar da Silva Santos Júnior,0.0,4,21.28,10,neymar,7,0.0,1.0,3.0,,,,2.0,6.0,2.0,3.0,17.0,,3.0,,,4.0,,,,,
Rafael Tolói,R. Tolói,63008,SAO,276,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,3,4.57,Rafael Toloi,4.5,3,7.79,10,rafael-toloi,7,0.79,,2.0,,,,7.0,5.0,1.0,,1.0,,,,,,,,,1.0,
Marcos Rocha,M. Rocha,63013,GRE,284,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,1,0.0,Marcos Luis Rocha Aquino,0.0,2,7.36,10,marcos-rocha,6,0.0,,,,,,,,,,,,,,,,,,,,
Edenílson,Edenílson,63289,BOT,263,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,7,2.43,Edenílson Andrade dos Santos,0.6,4,5.75,10,edenilson,7,-0.79,1.0,1.0,,,,2.0,5.0,1.0,1.0,3.0,,1.0,,,,,,,,
Rodrigo Moledo,R. Moledo,63354,CFC,294,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,0,0.0,Rodrigo Modesto da Silva Moledo,0.0,3,3.0,10,rodrigo-moledo,6,0.0,,,,,,,,,,,,,,,,,,,,
Alan Patrick,A. Patrick,68685,INT,285,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,8,4.78,Alan Patrick Lourenço,0.0,4,7.82,10,alan-patrick,2,0.0,,,,,,6.0,5.0,1.0,7.0,16.0,,2.0,,,,,,,,
Eduardo,Eduardo,68708,MIR,2305,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,4,3.4,Carlos Eduardo de Oliveira Alves,1.0,4,6.63,10,eduardo,6,-0.27,,,,,,1.0,7.0,2.0,1.0,6.0,,1.0,,,,,,,,
Neto,Neto,68806,BOT,263,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,3,4.43,Norberto Murara Neto,0.0,1,8.62,10,neto,6,0.0,,,,11.0,,,,,,,,,,6.0,,,,,1.0,
Rafael Santos,R. Santos,68822,CHA,315,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,2,4.65,Rafael de Carvalho Santos,8.1,1,5.24,10,rafael-santos,7,2.05,,,,11.0,,,,,,,,,,5.0,,,,,,
Marcelo Lomba,M. Lomba,68872,PAL,275,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,0,0.0,Marcelo Lomba do Nascimento,0.0,1,4.0,10,marcelo-lomba,6,0.0,,,,,,,,,,,,,,,,,,,,
Dudu,Dudu,68920,CAM,282,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,9,3.03,Eduardo Pereira Rodrigues,0.9,5,6.84,10,dudu,6,-1.1,,,,,,2.0,2.0,4.0,2.0,5.0,,2.0,,,,,,,,
Rafael,Rafael,68928,SAO,276,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,10,4.24,Rafael Pires Monteiro,6.8,1,8.85,10,rafael,7,0.68,,,,26.0,,,,,,1.0,,,,7.0,,,,,3.0,
Giovanni Augusto,G. Augusto,68938,CHA,315,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,7,0.93,Giovanni Augusto Oliveira Cardoso,0.0,4,3.2,10,giovanni-augusto,2,0.0,,1.0,,,,3.0,5.0,,,9.0,,,,,,,,,,
Marinho,Marinho,68952,VIT,287,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,2,1.8,Mário Sérgio Santos Costa,0.0,5,5.91,10,marinho,5,0.0,,,,,,1.0,1.0,,2.0,2.0,,,,,2.0,,,,,
Willian José,W. José,68996,BAH,265,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,8,3.12,Willian José da Silva,0.0,5,8.73,10,willian-jose,6,-0.27,1.0,,,,,2.0,5.0,3.0,3.0,1.0,,2.0,,,,,1.0,,,
Santos,Santos,69012,CAP,293,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,8,3.94,Aderbar Melo dos Santos Neto,1.9,1,8.58,10,santos,7,0.18,,,,25.0,,,,,,,,,,11.0,,,,,2.0,
Allan,Allan,69140,BOT,263,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,7,2.23,Allan Marques Loureiro,5.7,4,5.28,10,allan,7,0.99,,3.0,,,,12.0,10.0,,2.0,4.0,,,,,,,,,,
Gabriel Paulista,G. Paulista,69208,COR,264,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,6,4.7,Gabriel Armando de Abreu,0.0,3,9.43,10,gabriel-paulista,7,0.0,,,,,,7.0,7.0,,6.0,4.0,,1.0,,,,,,,1.0,
Danilo,Danilo,69783,FLA,262,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,2,0.75,Danilo Luiz da Silva,0.0,3,6.96,10,danilo,6,0.0,,,,,,1.0,,,,,,,,,,,,,,
Lucas Moura,L. Moura,70164,SAO,276,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,7,2.69,Lucas Rodrigues Moura da Silva,0.0,4,7.89,10,lucas-moura,5,0.0,1.0,,,,,,4.0,2.0,2.0,6.0,,1.0,,,,,,,,
Eduardo Sasha,E. Sasha,70360,RBB,280,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,7,1.95,Eduardo Colcenti Antunes,0.0,5,5.39,10,eduardo-sasha,6,0.0,,,,,,3.0,1.0,4.0,3.0,5.0,,,,,3.0,,,,,
Gabriel,Gabriel,70449,VIT,287,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,2,2.2,Gabriel Vasconcelos Ferreira,0.0,1,5.6,10,gabriel,6,0.0,,,,3.0,,,,,,1.0,,,,5.0,,,,,1.0,
Felipe Anderson,F. Anderson,70592,PAL,275,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,7,2.09,Felipe Anderson Pereira Gomes,1.3,4,6.34,10,felipe-anderson,7,-0.36,,,,,,8.0,3.0,1.0,1.0,3.0,,,,,,,,,,
Marllon,Marllon,70666,REM,364,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,10,2.9,Marllon Gonçalves Jerônimo Borges,6.2,3,5.94,10,marllon,7,1.08,,2.0,,,,16.0,8.0,,1.0,7.0,,,,,,,,,1.0,
Bruno Henrique,B. Henrique,70944,INT,285,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,8,0.89,Bruno Henrique Corsini,-0.6,4,3.52,10,bruno-henrique,7,-0.4,,,,,,3.0,8.0,1.0,3.0,3.0,,,,,1.0,,,,,
Jean Carlos,J. Carlos,70958,CHA,315,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,9,4.54,Jean Carlos Vicente,1.6,4,8.04,10,jean-carlos,2,-0.14,2.0,,,,,2.0,2.0,4.0,6.0,6.0,,2.0,,,1.0,,,,,
Léo Vieira,L. Vieira,71043,BAH,265,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,9,5.79,Leonardo da Silva Vieira,3.2,1,6.83,10,leo-vieira,7,-0.77,,1.0,,42.0,,,,,,3.0,,,,13.0,,,,,2.0,
Thiago Mendes,T. Mendes,71123,VAS,267,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,9,4.67,Thiago Henrique Mendes Ribeiro,1.0,4,7.5,10,thiago-mendes,7,-0.19,,4.0,,,,8.0,10.0,1.0,3.0,19.0,,3.0,,,1.0,,,,,
Maicon,Maicon,71227,CFC,294,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,9,2.34,Maicon Pereira Roque,-0.3,3,4.17,10,maicon,7,-0.19,,,1.0,,,6.0,3.0,,,2.0,,,,,,,,,3.0,
Luiz Gustavo,L. Gustavo,71536,CAP,293,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,7,3.12,Luiz Gustavo Dias,2.8,4,6.08,10,luiz-gustavo,7,0.09,,1.0,,,,6.0,5.0,,1.0,13.0,,1.0,,,,,,,,
Weverton,Weverton,71631,GRE,284,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,10,4.0,Weverton Pereira da Silva,15.9,1,8.86,10,weverton,7,2.62,1.0,1.0,,20.0,2.0,,,,,2.0,,,,14.0,,1.0,,,2.0,
Gustavo Gómez,G. Gómez,71684,PAL,275,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,9,4.75,Gustavo Raúl Gómez Portillo,0.0,3,10.27,10,gustavo-gomez,7,-1.14,1.0,,,,,6.0,7.0,,5.0,2.0,,2.0,,,2.0,,,,2.0,
Gabriel Pires,G. Pires,71898,MIR,2305,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,5,4.12,Gabriel Appelt Pires,6.8,4,6.63,10,gabriel-pires,6,0.57,1.0,1.0,,,,4.0,5.0,2.0,4.0,7.0,1.0,,,,,,,,,
Tiago Volpi,T. Volpi,72018,RBB,280,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,3,7.0,Tiago Luis Volpi,8.9,1,11.25,10,tiago-volpi,7,1.05,,,,10.0,,,,,,,,,,2.0,,,,,2.0,
Thomazella,Thomazella,72279,MIR,2305,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,0.0,Carlos Eduardo Lecciolle Thomazella,0.0,1,2.0,10,thomazella,6,0.0,,,,,,,,,,,,,,,,,,,,
Everson,Everson,72294,CAM,282,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,10,5.89,Everson Felipe Marques Pires,2.1,1,10.29,10,everson,7,-1.05,1.0,,,38.0,,,,,,3.0,,,,12.0,,,,,3.0,
Fernando Diniz,F. Diniz,72391,COR,264,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,3,4.19,Fernando Diniz Silva,0.0,6,7.85,10,fernando-diniz,7,0.0,,,,,,,,,,,,,,,,,,,,
Bernard,Bernard,72460,CAM,282,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,7,2.01,Bernard Anício Caldeira Duarte,1.0,4,4.25,10,bernard,7,-1.02,,,,,,2.0,2.0,1.0,,5.0,,1.0,,,,,,,,
Alex Telles,A. Telles,72493,BOT,263,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,8,4.89,Alex Nicolao Telles,1.5,2,9.95,10,alex-telles,7,-0.93,,1.0,,,,13.0,9.0,,1.0,5.0,,2.0,,,,1.0,,,1.0,
Vitor Hugo,V. Hugo,72605,CAM,282,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,3,3.0,Vitor Hugo Franchescoli de Souza,3.0,3,7.17,10,vitor-hugo,6,-0.07,,1.0,,,,2.0,1.0,,1.0,3.0,,,,,,,,,1.0,
Mercado,Mercado,72951,INT,285,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,7,5.17,Gabriel Iván Mercado,9.4,3,7.52,10,mercado,7,1.15,,2.0,,,,12.0,6.0,1.0,1.0,4.0,,1.0,,,,,,,2.0,
Daniel Borges,D. Borges,73318,MIR,2305,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,1,1.3,Daniel Fortunato Borges,0.0,2,4.18,10,daniel-borges,6,0.0,,,,,,,,,1.0,1.0,,,,,,,,,,
Samuel Xavier,S. Xavier,73384,FLU,266,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,7,4.65,Samuel Xavier Brito,0.0,2,8.51,10,samuel-xavier,7,0.0,,1.0,,,,11.0,6.0,1.0,1.0,14.0,,,,,1.0,,,,2.0,
Rincón,Rincón,74187,SAN,277,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,1,-1.6,Tomás Eduardo Rincón Hernández,0.0,4,3.05,10,rincon,6,0.0,,1.0,,,,,2.0,,,,,,,,,,,,,
Carrillo,Carrillo,77485,COR,264,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,6,1.6,André Martín Carrillo Díaz,0.0,4,5.07,10,carrillo,7,0.0,,2.0,,,,9.0,15.0,,2.0,2.0,,,,,,,,,,
Cédric Soares,C. Soares,77656,SAO,276,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,3,1.27,Cédric Ricardo Alves Soares,0.0,2,5.12,10,cedric-soares,6,0.0,,,,,,2.0,,,1.0,,,,,,,,,,,
João Schmidt,J. Schmidt,77777,SAN,277,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,6,1.13,João Felipe Schmidt Urbano,0.0,4,4.12,10,joao-schmidt,6,0.0,,1.0,,,,5.0,6.0,,2.0,1.0,,,,,,,,,,
Everaldo,Everaldo,78117,BAH,265,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,7,5.9,Everaldo Stum,3.0,5,7.06,10,everaldo,7,-1.82,,1.0,,,,8.0,10.0,1.0,4.0,10.0,,3.0,,,1.0,,,,,
Gustavo Henrique,G. Henrique,78248,COR,264,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,7,3.15,Gustavo Henrique Vernes,4.2,3,8.82,10,gustavo-henrique,7,0.6,,2.0,,,,9.0,8.0,2.0,5.0,5.0,,,,,,1.0,,,1.0,
Vitinho,Vitinho,78435,COR,264,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,6,1.77,Victor Vinícius Coelho dos Santos,0.8,5,4.49,10,vitinho,6,-0.45,,,,,,3.0,4.0,2.0,3.0,5.0,,,,,,,,,,
Renê,Renê,78445,FLU,266,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,6,7.2,Renê Rodrigues Martins,0.0,2,9.78,10,rene,7,0.0,2.0,,,,,13.0,5.0,2.0,1.0,4.0,,,,,,,,,2.0,
Willian Arão,W. Arão,78478,SAN,277,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,5,1.52,Willian Souza Arão da Silva,2.7,4,5.15,10,willian-arao,6,-0.08,,,,,,5.0,3.0,,,2.0,,,,,,,,,,
Gabriel,Gabriel,78605,RBB,280,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,8,2.68,Gabriel Girotto Franco,3.0,4,5.12,10,gabriel,7,-0.85,,4.0,,,,9.0,7.0,2.0,2.0,6.0,,1.0,,,,1.0,,,,
Reinaldo,Reinaldo,78850,MIR,2305,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,6,0.77,Reinaldo Manoel da Silva,1.7,2,8.72,10,reinaldo,7,-0.35,,3.0,,,,3.0,7.0,,4.0,4.0,,,,,,,,,,
Thiago Santos,T. Santos,78855,CFC,294,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,4,2.88,Thiago dos Santos,0.0,3,3.93,10,thiago-santos,6,0.0,,,,,,1.0,,,,,,,,,,,,,2.0,
Dória,Dória,78946,SAO,276,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,1,0.0,Matheus Dória Macedo,0.0,3,6.45,10,doria,6,-0.55,,,,,,,,,,,,,,,,,,,,
Alex Muralha,A. Muralha,79066,MIR,2305,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,0.0,Alex Roberto Santana Rafael,0.0,1,3.0,10,alex-muralha,6,0.0,,,,,,,,,,,,,,,,,,,,
Roger Machado,R. Machado,79437,SAO,276,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,6,5.43,Roger Machado Marques,6.73,6,11.26,10,roger-machado,7,0.53,,,,,,,,,,,,,,,,,,,,3.0
Cano,Cano,79631,FLU,266,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,2,0.8,Germán Ezequiel Cano,1.6,5,5.37,10,cano,6,-0.08,,,,,,,,,2.0,,,,,,,,,,,
Lucas Silva,L. Silva,79701,CRU,283,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,9,0.41,Lucas Silva Borges,0.0,4,4.02,10,lucas-silva,6,-0.15,,2.0,,,,3.0,2.0,,1.0,2.0,,,,,,,,,,
Saúl,Saúl,80061,FLA,262,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,0,0.0,Saúl Ñíguez Esclapez,0.0,4,7.0,10,saul,5,0.0,,,,,,,,,,,,,,,,,,,,
Jadson,Jadson,80129,CAP,293,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,7,1.41,Jadson Alves dos Santos,3.0,4,4.28,10,jadson,7,0.58,,2.0,,,,7.0,7.0,,,7.0,,,,,,,,,,
Yago Pikachu,Y. Pikachu,80196,REM,364,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,10,1.86,Glaybson Yago Souza Lisboa,0.1,4,4.93,10,yago-pikachu,3,-0.29,,,1.0,,,2.0,3.0,5.0,2.0,6.0,,1.0,,,,,,1.0,,
Luciano,Luciano,80287,SAO,276,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,9,4.34,Luciano da Rocha Neves,-0.9,5,13.18,10,luciano,7,-0.5,1.0,2.0,,,,6.0,10.0,4.0,7.0,14.0,,2.0,,,4.0,,1.0,1.0,,
