atletas.apelido,atletas.apelido_abreviado,atletas.atleta_id,atletas.clube.id.full.name,atletas.clube_id,atletas.entrou_em_campo,atletas.foto,atletas.jogos_num,atletas.media_num,atletas.nome,atletas.pontos_num,atletas.posicao_id,atletas.preco_num,atletas.rodada_id,atletas.slug,atletas.status_id,atletas.variacao_num,A,CA,CV,DE,DP,DS,FC,FD,FF,FS,FT,G,GC,GS,I,PC,PP,PS,SG,V
Rafael Tolói,R. Tolói,63008,SAO,276,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,1,10.6,Rafael Toloi,10.6,3,8.5,4,rafael-toloi,6,3.5,,1.0,,,,4.0,2.0,1.0,,,,,,,,,,,1.0,
Marcos Rocha,M. Rocha,63013,GRE,284,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,1,0.0,Marcos Luis Rocha Aquino,0.0,2,7.36,4,marcos-rocha,6,0.0,,,,,,,,,,,,,,,,,,,,
Edenílson,Edenílson,63289,BOT,263,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,3,4.0,Edenílson Andrade dos Santos,0.0,4,6.91,4,edenilson,6,0.0,,,,,,2.0,1.0,,1.0,1.0,,1.0,,,,,,,,
Rodrigo Moledo,R. Moledo,63354,CFC,294,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,0,0.0,Rodrigo Modesto da Silva Moledo,0.0,3,3.0,4,rodrigo-moledo,6,0.0,,,,,,,,,,,,,,,,,,,,
Alan Patrick,A. Patrick,68685,INT,285,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,4,4.65,Alan Patrick Lourenço,10.8,4,8.62,4,alan-patrick,7,1.76,,,,,,1.0,2.0,1.0,5.0,9.0,,1.0,,,,,,,,
Eduardo,Eduardo,68708,MIR,2305,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,3,4.2,Carlos Eduardo de Oliveira Alves,0.0,4,6.9,4,eduardo,5,0.0,,,,,,1.0,6.0,2.0,,5.0,,1.0,,,,,,,,
Neto,Neto,68806,BOT,263,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,3,4.43,Norberto Murara Neto,0.0,1,8.62,4,neto,6,0.0,,,,11.0,,,,,,,,,,6.0,,,,,1.0,
Rafael Santos,R. Santos,68822,CHA,315,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,0,0.0,Rafael de Carvalho Santos,0.0,1,3.0,4,rafael-santos,6,0.0,,,,,,,,,,,,,,,,,,,,
Marcelo Lomba,M. Lomba,68872,PAL,275,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,0,0.0,Marcelo Lomba do Nascimento,0.0,1,4.0,4,marcelo-lomba,6,0.0,,,,,,,,,,,,,,,,,,,,
Dudu,Dudu,68920,CAM,282,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,4,4.17,Eduardo Pereira Rodrigues,1.7,5,7.99,4,dudu,2,-1.31,,,,,,2.0,1.0,2.0,2.0,4.0,,1.0,,,,,,,,
Rafael,Rafael,68928,SAO,276,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,4,5.25,Rafael Pires Monteiro,7.6,1,9.45,4,rafael,7,0.61,,,,10.0,,,,,,,,,,2.0,,,,,2.0,
Giovanni Augusto,G. Augusto,68938,CHA,315,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,2,1.3,Giovanni Augusto Oliveira Cardoso,0.0,4,4.31,4,giovanni-augusto,5,0.0,,,,,,1.0,3.0,,,4.0,,,,,,,,,,
Marinho,Marinho,68952,VIT,287,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,0,0.0,Mário Sérgio Santos Costa,0.0,5,6.0,4,marinho,6,0.0,,,,,,,,,,,,,,,,,,,,
Willian José,W. José,68996,BAH,265,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,3,3.23,Willian José da Silva,0.0,5,10.09,4,willian-jose,7,0.0,,,,,,1.0,2.0,,1.0,,,1.0,,,,,,,,
Santos,Santos,69012,CAP,293,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,3,5.77,Aderbar Melo dos Santos Neto,1.6,1,9.75,4,santos,6,-0.55,,,,11.0,,,,,,,,,,2.0,,,,,1.0,
Allan,Allan,69140,BOT,263,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,3,1.33,Allan Marques Loureiro,0.0,4,4.84,4,allan,6,0.0,,2.0,,,,2.0,2.0,,2.0,4.0,,,,,,,,,,
Gabriel Paulista,G. Paulista,69208,COR,264,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,2,8.15,Gabriel Armando de Abreu,0.0,3,11.71,4,gabriel-paulista,2,0.0,,,,,,1.0,1.0,,2.0,1.0,,1.0,,,,,,,1.0,
Danilo,Danilo,69783,FLA,262,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,0,0.0,Danilo Luiz da Silva,0.0,3,8.0,4,danilo,6,0.0,,,,,,,,,,,,,,,,,,,,
Lucas Moura,L. Moura,70164,SAO,276,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,4,3.73,Lucas Rodrigues Moura da Silva,0.0,4,9.13,4,lucas-moura,7,-1.56,1.0,,,,,,1.0,1.0,,2.0,,1.0,,,,,,,,
Eduardo Sasha,E. Sasha,70360,RBB,280,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,3,2.33,Eduardo Colcenti Antunes,2.1,5,6.37,4,eduardo-sasha,7,-0.03,,,,,,1.0,,3.0,,4.0,,,,,1.0,,,,,
Gabriel,Gabriel,70449,VIT,287,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,2,2.2,Gabriel Vasconcelos Ferreira,0.0,1,5.6,4,gabriel,6,0.0,,,,3.0,,,,,,1.0,,,,5.0,,,,,1.0,
Felipe Anderson,F. Anderson,70592,PAL,275,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,1,0.0,Felipe Anderson Pereira Gomes,0.0,4,8.01,4,felipe-anderson,6,-0.99,,,,,,,,,,,,,,,,,,,,
Marllon,Marllon,70666,REM,364,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,4,4.03,Marllon Gonçalves Jerônimo Borges,4.2,3,6.1,4,marllon,7,0.11,,,,,,10.0,3.0,,,4.0,,,,,,,,,,
Bruno Henrique,B. Henrique,70944,INT,285,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,2,1.8,Bruno Henrique Corsini,0.0,4,5.31,4,bruno-henrique,6,0.0,,,,,,1.0,3.0,1.0,1.0,2.0,,,,,,,,,,
Jean Carlos,J. Carlos,70958,CHA,315,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,3,10.17,Jean Carlos Vicente,0.0,4,9.91,4,jean-carlos,7,0.0,2.0,,,,,,,2.0,2.0,1.0,,2.0,,,,,,,,
Léo Vieira,L. Vieira,71043,CHA,315,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,3,4.93,Leonardo da Silva Vieira,0.0,1,4.21,4,leo-vieira,7,0.0,,1.0,,16.0,,,,,,2.0,,,,6.0,,,,,,
Thiago Mendes,T. Mendes,71123,VAS,267,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,4,2.5,Thiago Henrique Mendes Ribeiro,0.6,4,6.13,4,thiago-mendes,7,-0.44,,2.0,,,,5.0,5.0,,,12.0,,,,,,,,,,
Maicon,Maicon,71227,CFC,294,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,4,1.18,Maicon Pereira Roque,1.5,3,3.81,4,maicon,7,-0.13,,,,,,3.0,1.0,,,1.0,,,,,,,,,,
Luiz Gustavo,L. Gustavo,71536,CAP,293,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,2,1.25,Luiz Gustavo Dias,1.0,4,5.36,4,luiz-gustavo,6,-0.33,,,,,,1.0,,,,2.0,,,,,,,,,,
Weverton,Weverton,71631,GRE,284,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,4,1.52,Weverton Pereira da Silva,0.3,1,6.24,4,weverton,7,-0.96,,1.0,,7.0,1.0,,,,,,,,,8.0,,1.0,,,,
Gustavo Gómez,G. Gómez,71684,PAL,275,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,4,6.4,Gustavo Raúl Gómez Portillo,2.2,3,11.84,4,gustavo-gomez,7,-1.53,1.0,,,,,2.0,3.0,,2.0,2.0,,2.0,,,1.0,,,,,
Tiago Volpi,T. Volpi,72018,RBB,280,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,0,0.0,Tiago Luis Volpi,0.0,1,8.0,4,tiago-volpi,6,0.0,,,,,,,,,,,,,,,,,,,,
Thomazella,Thomazella,72279,MIR,2305,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,0.0,Carlos Eduardo Lecciolle Thomazella,0.0,1,2.0,4,thomazella,6,0.0,,,,,,,,,,,,,,,,,,,,
Everson,Everson,72294,CAM,282,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,4,4.57,Everson Felipe Marques Pires,9.5,1,10.28,4,everson,7,1.42,1.0,,,16.0,,,,,,1.0,,,,8.0,,,,,,
Bernard,Bernard,72460,CAM,282,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,3,0.8,Bernard Anício Caldeira Duarte,0.0,4,4.12,4,bernard,6,0.0,,,,,,2.0,2.0,,,,,,,,,,,,,
Alex Telles,A. Telles,72493,BOT,263,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,3,3.1,Alex Nicolao Telles,0.0,2,9.99,4,alex-telles,6,0.0,,,,,,4.0,4.0,,,1.0,,,,,,1.0,,,1.0,
Vitor Hugo,V. Hugo,72605,CAM,282,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,1,2.0,Vitor Hugo Franchescoli de Souza,2.0,3,7.0,4,vitor-hugo,6,0.0,,,,,,1.0,,,,1.0,,,,,,,,,,
Mercado,Mercado,72951,INT,285,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,3,1.77,Gabriel Iván Mercado,1.0,3,4.58,4,mercado,7,-0.32,,2.0,,,,4.0,4.0,1.0,1.0,1.0,,,,,,,,,,
Daniel Borges,D. Borges,73318,MIR,2305,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,0.0,Daniel Fortunato Borges,0.0,2,4.0,4,daniel-borges,5,0.0,,,,,,,,,,,,,,,,,,,,
Samuel Xavier,S. Xavier,73384,FLU,266,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,3,4.2,Samuel Xavier Brito,0.0,2,8.59,4,samuel-xavier,7,0.0,,1.0,,,,5.0,3.0,,,4.0,,,,,,,,,1.0,
Gilmar Dal Pozzo,G. Pozzo,73481,CHA,315,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,3,6.04,Gilmar Dal Pozzo,0.0,6,6.35,4,gilmar-dal-pozzo,7,0.0,,,,,,,,,,,,,,,,,,,,1.0
Juan Carlos Osorio,J. Osorio,73717,REM,364,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,4,4.76,Juan Carlos Osorio Arbeláez,4.29,6,7.05,4,juan-carlos-osorio,7,-0.01,,,,,,,,,,,,,,,,,,,,
Rincón,Rincón,74187,SAN,277,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,0,0.0,Tomás Eduardo Rincón Hernández,0.0,4,4.0,4,rincon,6,0.0,,,,,,,,,,,,,,,,,,,,
Carrillo,Carrillo,77485,COR,264,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,3,2.33,André Martín Carrillo Díaz,0.4,4,6.23,4,carrillo,2,-0.7,,1.0,,,,5.0,7.0,,2.0,2.0,,,,,,,,,,
Cédric Soares,C. Soares,77656,SAO,276,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,1,2.3,Cédric Ricardo Alves Soares,0.0,2,5.72,4,cedric-soares,6,0.0,,,,,,1.0,,,1.0,,,,,,,,,,,
João Schmidt,J. Schmidt,77777,SAN,277,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,4,1.85,João Felipe Schmidt Urbano,-0.3,4,4.93,4,joao-schmidt,6,-0.6,,1.0,,,,5.0,4.0,,2.0,1.0,,,,,,,,,,
Everaldo,Everaldo,78117,BAH,265,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,2,1.8,Everaldo Stum,0.0,5,4.62,4,everaldo,2,0.0,,,,,,2.0,1.0,,,2.0,,,,,1.0,,,,,
Gustavo Henrique,G. Henrique,78248,COR,264,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,2,6.7,Gustavo Henrique Vernes,0.0,3,11.07,4,gustavo-henrique,6,0.0,,1.0,,,,5.0,3.0,1.0,2.0,2.0,,,,,,1.0,,,1.0,
Vitinho,Vitinho,78435,COR,264,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,3,1.6,Victor Vinícius Coelho dos Santos,1.7,5,5.08,4,vitinho,2,-0.14,,,,,,1.0,3.0,2.0,1.0,2.0,,,,,,,,,,
Renê,Renê,78445,FLU,266,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,3,8.27,Renê Rodrigues Martins,0.0,2,9.58,4,rene,7,0.0,1.0,,,,,9.0,3.0,1.0,,2.0,,,,,,,,,1.0,
Willian Arão,W. Arão,78478,SAN,277,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,1,0.2,Willian Souza Arão da Silva,0.2,4,6.31,4,willian-arao,6,-0.69,,,,,,,1.0,,,1.0,,,,,,,,,,
Gabriel,Gabriel,78605,RBB,280,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,3,1.9,Gabriel Girotto Franco,0.0,4,4.92,4,gabriel,6,0.0,,3.0,,,,4.0,4.0,2.0,,3.0,,,,,,,,,,
Reinaldo,Reinaldo,78850,MIR,2305,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,3,0.6,Reinaldo Manoel da Silva,0.0,2,10.89,4,reinaldo,6,0.0,,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,
Thiago Santos,T. Santos,78855,CFC,294,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,2,0.0,Thiago dos Santos,0.0,3,2.14,4,thiago-santos,2,0.0,,,,,,,,,,,,,,,,,,,,
Dória,Dória,78946,SAO,276,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,0,0.0,Matheus Dória Macedo,0.0,3,7.0,4,doria,6,0.0,,,,,,,,,,,,,,,,,,,,
Alex Muralha,A. Muralha,79066,MIR,2305,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,0.0,Alex Roberto Santana Rafael,0.0,1,3.0,4,alex-muralha,6,0.0,,,,,,,,,,,,,,,,,,,,
Cano,Cano,79631,FLU,266,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,0,0.0,Germán Ezequiel Cano,0.0,5,6.0,4,cano,6,0.0,,,,,,,,,,,,,,,,,,,,
Lucas Silva,L. Silva,79701,CRU,283,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,4,0.43,Lucas Silva Borges,0.0,4,5.25,4,lucas-silva,7,-0.75,,1.0,,,,2.0,1.0,,,,,,,,,,,,,
Saúl,Saúl,80061,FLA,262,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,0,0.0,Saúl Ñíguez Esclapez,0.0,4,7.0,4,saul,5,0.0,,,,,,,,,,,,,,,,,,,,
Jadson,Jadson,80129,CAP,293,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,2,1.25,Jadson Alves dos Santos,0.0,4,5.03,4,jadson,6,0.0,,,,,,1.0,,,,2.0,,,,,,,,,,
Yago Pikachu,Y. Pikachu,80196,REM,364,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,4,2.87,Glaybson Yago Souza Lisboa,0.0,4,5.93,4,yago-pikachu,6,-1.21,,,,,,,1.0,1.0,2.0,2.0,,1.0,,,,,,,,
Luciano,Luciano,80287,SAO,276,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,3,7.7,Luciano da Rocha Neves,0.0,5,17.05,4,luciano,7,0.0,1.0,1.0,,,,4.0,4.0,2.0,5.0,6.0,,1.0,,,1.0,,1.0,1.0,,
Gilberto,Gilberto,80313,BAH,265,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,2,4.1,Gilberto Moraes Júnior,0.0,2,7.31,4,gilberto,5,0.0,1.0,,,,,2.0,2.0,,1.0,,,,,,,,,,,
Wendell,Wendell,80570,SAO,276,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,1,7.0,Wendell Nascimento Borges,7.0,2,8.9,4,wendell,6,1.9,,,,,,2.0,6.0,,1.0,,,,,,,,,,1.0,
André Luis,A. Luis,81005,MIR,2305,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,0.0,André Luis Silva de Aguiar,0.0,5,5.0,4,andre-luis,5,0.0,,,,,,,,,,,,,,,,,,,,
Jair,Jair,81091,VAS,267,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,0,0.0,Jair Rodrigues Júnior,0.0,4,6.0,4,jair,6,0.0,,,,,,,,,,,,,,,,,,,,
