atletas.apelido,atletas.apelido_abreviado,atletas.atleta_id,atletas.clube.id.full.name,atletas.clube_id,atletas.entrou_em_campo,atletas.foto,atletas.jogos_num,atletas.media_num,atletas.nome,atletas.pontos_num,atletas.posicao_id,atletas.preco_num,atletas.rodada_id,atletas.slug,atletas.status_id,atletas.variacao_num,A,CA,CV,DE,DP,DS,FC,FD,FF,FS,FT,G,GC,GS,I,PC,PP,PS,SG,V
Fagner,Fagner,42500,CRU,283,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,8,3.08,Fagner Conserva Lemos,0.0,2,5.98,13,fagner,7,0.0,1.0,1.0,,,,8.0,8.0,,,2.0,,,,,,,,,2.0,
Gabriel Leite,G. Leite,50742,CFC,294,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,0,0.0,Gabriel Christoni Leite,0.0,1,3.0,13,gabriel-leite,6,0.0,,,,,,,,,,,,,,,,,,,,
Walter,Walter,51413,MIR,2305,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,11,3.09,Walter Leandro Capeloza Artune,-1.0,1,5.21,13,walter,7,-1.09,,1.0,,40.0,,,,,,,,,,16.0,,1.0,,,,
Everton Ribeiro,E. Ribeiro,51772,BAH,265,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,8,4.59,Everton Augusto de Barros Ribeiro,1.4,4,8.78,13,everton-ribeiro,7,-0.43,2.0,1.0,,,,10.0,7.0,3.0,1.0,21.0,,,,,,,,,,
Alex Sandro,A. Sandro,61987,FLA,262,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,9,4.4,Alex Sandro Lobo Silva,7.3,2,10.06,13,alex-sandro,7,0.48,,1.0,,,,10.0,14.0,,1.0,8.0,,,,,,,,,5.0,
Ganso,Ganso,62977,FLU,266,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,12,0.85,Paulo Henrique Chagas de Lima,-1.1,4,3.27,13,ganso,6,-0.31,,1.0,,,,4.0,5.0,1.0,,5.0,1.0,,,,,,,,,
Neymar,Neymar,63007,SAN,277,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,6,8.82,Neymar da Silva Santos Júnior,0.0,4,19.84,13,neymar,7,0.0,1.0,3.0,,,,4.0,8.0,4.0,7.0,27.0,,3.0,,,6.0,,,,,
Rafael Tolói,R. Tolói,63008,SAO,276,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,5,4.82,Rafael Toloi,7.9,3,8.24,13,rafael-toloi,7,0.92,,3.0,,,,11.0,8.0,1.0,1.0,2.0,,,,,,,,,2.0,
Marcos Rocha,M. Rocha,63013,GRE,284,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,1,0.0,Marcos Luis Rocha Aquino,0.0,2,7.36,13,marcos-rocha,6,0.0,,,,,,,,,,,,,,,,,,,,
Edenílson,Edenílson,63289,BOT,263,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,10,4.37,Edenílson Andrade dos Santos,0.6,4,6.89,13,edenilson,6,-2.41,2.0,1.0,,,,5.0,9.0,2.0,2.0,4.0,,3.0,,,1.0,,,,,
Rodrigo Moledo,R. Moledo,63354,CFC,294,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,0,0.0,Rodrigo Modesto da Silva Moledo,0.0,3,3.0,13,rodrigo-moledo,6,0.0,,,,,,,,,,,,,,,,,,,,
Alan Patrick,A. Patrick,68685,INT,285,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,11,4.94,Alan Patrick Lourenço,2.5,4,8.11,13,alan-patrick,7,-1.22,,,,,,9.0,5.0,1.0,9.0,20.0,,3.0,,,,,,,,
Eduardo,Eduardo,68708,MIR,2305,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,6,3.02,Carlos Eduardo de Oliveira Alves,3.2,4,6.39,13,eduardo,2,0.18,,,1.0,,,5.0,9.0,2.0,3.0,7.0,,1.0,,,,,,,,
Neto,Neto,68806,BOT,263,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,5,3.1,Norberto Murara Neto,0.6,1,7.4,13,neto,7,-0.89,,,,15.0,,,,,,,,,,9.0,,,,,1.0,
Rafael Santos,R. Santos,68822,CHA,315,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,4,3.75,Rafael de Carvalho Santos,0.0,1,4.94,13,rafael-santos,6,0.0,,,,20.0,,,,,,,,,,11.0,,,,,,
Marcelo Lomba,M. Lomba,68872,PAL,275,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,0,0.0,Marcelo Lomba do Nascimento,0.0,1,4.0,13,marcelo-lomba,6,0.0,,,,,,,,,,,,,,,,,,,,
Dudu,Dudu,68920,CAM,282,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,12,2.78,Eduardo Pereira Rodrigues,1.3,5,6.58,13,dudu,6,-0.57,,,,,,2.0,2.0,6.0,4.0,9.0,,2.0,,,,,,,,
Rafael,Rafael,68928,SAO,276,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,13,4.14,Rafael Pires Monteiro,6.3,1,8.67,13,rafael,7,0.61,,,,34.0,,,,,,1.0,,,,11.0,,,,,4.0,
Giovanni Augusto,G. Augusto,68938,CHA,315,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,7,0.93,Giovanni Augusto Oliveira Cardoso,0.0,4,3.2,13,giovanni-augusto,6,0.0,,1.0,,,,3.0,5.0,,,9.0,,,,,,,,,,
Marinho,Marinho,68952,VIT,287,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,3,1.6,Mário Sérgio Santos Costa,1.2,5,5.68,13,marinho,2,-0.23,,,,,,2.0,2.0,,2.0,2.0,,,,,2.0,,,,,
Willian José,W. José,68996,BAH,265,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,11,2.98,Willian José da Silva,8.2,5,9.29,13,willian-jose,7,1.17,1.0,,,,,2.0,10.0,3.0,4.0,2.0,,3.0,,,,,1.0,,,
Santos,Santos,69012,CAP,293,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,11,3.4,Aderbar Melo dos Santos Neto,-0.7,1,7.79,13,santos,7,-0.44,,1.0,,28.0,,,,,,,,,,13.0,,,,,3.0,
Allan,Allan,69140,BOT,263,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,9,2.2,Allan Marques Loureiro,2.7,4,4.85,13,allan,2,0.15,,3.0,,,,15.0,11.0,,2.0,4.0,,,,,,,,,,
Gabriel Paulista,G. Paulista,69208,COR,264,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,9,5.77,Gabriel Armando de Abreu,8.0,3,10.7,13,gabriel-paulista,7,0.27,,,,,,11.0,9.0,1.0,8.0,5.0,,1.0,,,,,,,4.0,
Danilo,Danilo,69783,FLA,262,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,3,0.5,Danilo Luiz da Silva,0.0,3,6.23,13,danilo,6,0.0,,,,,,1.0,,,,,,,,,,,,,,
Lucas Moura,L. Moura,70164,SAO,276,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,7,2.69,Lucas Rodrigues Moura da Silva,0.0,4,7.89,13,lucas-moura,6,0.0,1.0,,,,,,4.0,2.0,2.0,6.0,,1.0,,,,,,,,
Eduardo Sasha,E. Sasha,70360,RBB,280,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,9,1.99,Eduardo Colcenti Antunes,3.0,5,5.39,13,eduardo-sasha,7,0.21,,,,,,4.0,1.0,5.0,3.0,8.0,,,,,3.0,,,,,
Gabriel,Gabriel,70449,VIT,287,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,2,2.2,Gabriel Vasconcelos Ferreira,0.0,1,5.6,13,gabriel,6,0.0,,,,3.0,,,,,,1.0,,,,5.0,,,,,1.0,
Felipe Anderson,F. Anderson,70592,PAL,275,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,10,1.58,Felipe Anderson Pereira Gomes,-0.4,4,5.52,13,felipe-anderson,6,-0.29,,1.0,,,,10.0,6.0,1.0,1.0,3.0,,,,,,,,,,
Marllon,Marllon,70666,REM,364,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,13,3.37,Marllon Gonçalves Jerônimo Borges,5.0,3,6.1,13,marllon,7,0.45,,2.0,,,,20.0,9.0,,1.0,9.0,,1.0,,,,,,,1.0,
Bruno Henrique,B. Henrique,70944,INT,285,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,10,1.3,Bruno Henrique Corsini,4.2,4,4.21,13,bruno-henrique,7,0.43,,,,,,6.0,9.0,2.0,3.0,4.0,,,,,1.0,,,,,
Jean Carlos,J. Carlos,70958,CHA,315,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,12,3.29,Jean Carlos Vicente,-0.1,4,7.02,13,jean-carlos,7,-0.25,2.0,2.0,,,,3.0,5.0,4.0,6.0,6.0,,2.0,,,1.0,,,,,
Léo Vieira,L. Vieira,71043,BAH,265,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,12,5.55,Leonardo da Silva Vieira,3.2,1,7.02,13,leo-vieira,7,-0.38,,1.0,,57.0,,,,,,3.0,,,,18.0,,,,,2.0,
Thiago Mendes,T. Mendes,71123,VAS,267,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,12,4.1,Thiago Henrique Mendes Ribeiro,-0.5,4,7.04,13,thiago-mendes,7,-0.45,1.0,5.0,,,,9.0,11.0,1.0,3.0,23.0,,3.0,,,1.0,,,,,
Maicon,Maicon,71227,CFC,294,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,12,2.19,Maicon Pereira Roque,-0.3,3,4.07,13,maicon,7,-0.8,,,1.0,,,6.0,4.0,,,3.0,,,,,,,,,4.0,
Luiz Gustavo,L. Gustavo,71536,CAP,293,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,10,3.6,Luiz Gustavo Dias,11.2,4,7.35,13,luiz-gustavo,3,1.74,,2.0,,,,8.0,11.0,3.0,2.0,16.0,,2.0,,,,,,,,
Weverton,Weverton,71631,GRE,284,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,13,4.87,Weverton Pereira da Silva,10.7,1,8.79,13,weverton,7,1.23,1.0,1.0,,31.0,2.0,,,,,4.0,,,,16.0,,1.0,,,4.0,
Gustavo Gómez,G. Gómez,71684,PAL,275,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,12,5.58,Gustavo Raúl Gómez Portillo,4.4,3,11.17,13,gustavo-gomez,7,-1.5,1.0,,,,,7.0,12.0,,6.0,3.0,,3.0,,,2.0,,,,5.0,
Gabriel Pires,G. Pires,71898,MIR,2305,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,6,3.63,Gabriel Appelt Pires,0.0,4,5.77,13,gabriel-pires,6,0.0,1.0,1.0,,,,4.0,5.0,3.0,4.0,7.0,1.0,,,,,,,,,
Tiago Volpi,T. Volpi,72018,RBB,280,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,6,4.62,Tiago Luis Volpi,1.6,1,9.1,13,tiago-volpi,7,-0.28,,,,19.0,,,,,,,,,,7.0,,,,,2.0,
Thomazella,Thomazella,72279,MIR,2305,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,0.0,Carlos Eduardo Lecciolle Thomazella,0.0,1,2.0,13,thomazella,6,0.0,,,,,,,,,,,,,,,,,,,,
Everson,Everson,72294,CAM,282,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,13,4.43,Everson Felipe Marques Pires,-0.1,1,9.1,13,everson,7,-0.1,1.0,,,42.0,,,,,,4.0,,,,19.0,,,,,3.0,
Fernando Diniz,F. Diniz,72391,COR,264,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,6,4.92,Fernando Diniz Silva,8.06,6,8.99,13,fernando-diniz,7,0.81,,,,,,,,,,,,,,,,,,,,1.0
Bernard,Bernard,72460,CAM,282,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,10,1.62,Bernard Anício Caldeira Duarte,2.2,4,4.07,13,bernard,6,0.26,,,,,,3.0,3.0,1.0,,7.0,,1.0,,,,,,,,
Alex Telles,A. Telles,72493,BOT,263,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,10,4.35,Alex Nicolao Telles,-0.6,2,9.27,13,alex-telles,7,-1.09,1.0,1.0,,,,13.0,11.0,,1.0,5.0,,2.0,,,,1.0,,,1.0,
Vitor Hugo,V. Hugo,72605,CAM,282,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,4,2.92,Vitor Hugo Franchescoli de Souza,2.7,3,6.83,13,vitor-hugo,6,-0.34,,1.0,,,,4.0,2.0,,1.0,3.0,,,,,,,,,1.0,
Mercado,Mercado,72951,INT,285,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,8,5.21,Gabriel Iván Mercado,0.0,3,7.21,13,mercado,5,0.0,,3.0,,,,12.0,7.0,1.0,2.0,6.0,,1.0,,,,,,,3.0,
Daniel Borges,D. Borges,73318,MIR,2305,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,1,1.3,Daniel Fortunato Borges,0.0,2,4.18,13,daniel-borges,6,0.0,,,,,,,,,1.0,1.0,,,,,,,,,,
Samuel Xavier,S. Xavier,73384,FLU,266,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,8,4.22,Samuel Xavier Brito,0.0,2,8.23,13,samuel-xavier,2,0.0,,1.0,,,,12.0,7.0,1.0,1.0,14.0,,,,,1.0,,,,2.0,
Rincón,Rincón,74187,SAN,277,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,2,-0.7,Tomás Eduardo Rincón Hernández,0.2,4,2.81,13,rincon,6,-0.24,,1.0,,,,,3.0,,,1.0,,,,,,,,,,
Carrillo,Carrillo,77485,COR,264,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,9,1.43,André Martín Carrillo Díaz,0.5,4,4.64,13,carrillo,3,-0.52,,3.0,,,,12.0,19.0,,2.0,4.0,,,,,,,,,,
Cédric Soares,C. Soares,77656,SAO,276,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,5,0.96,Cédric Ricardo Alves Soares,0.0,2,4.07,13,cedric-soares,6,0.0,,1.0,,,,3.0,1.0,,2.0,,,,,,,,,,,
João Schmidt,J. Schmidt,77777,SAN,277,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,7,1.15,João Felipe Schmidt Urbano,1.3,4,4.26,13,joao-schmidt,7,0.14,,1.0,,,,6.0,10.0,,2.0,3.0,,,,,,,,,,
Everaldo,Everaldo,78117,BAH,265,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,10,4.54,Everaldo Stum,0.0,5,6.23,13,everaldo,6,-0.45,,1.0,,,,8.0,11.0,3.0,4.0,14.0,,3.0,,,1.0,,,,,
Gustavo Henrique,G. Henrique,78248,COR,264,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,10,3.95,Gustavo Henrique Vernes,6.1,3,9.28,13,gustavo-henrique,3,0.21,,3.0,,,,10.0,13.0,4.0,5.0,7.0,,,,,,1.0,,,4.0,
Vitinho,Vitinho,78435,COR,264,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,7,2.13,Victor Vinícius Coelho dos Santos,4.3,5,5.06,13,vitinho,7,0.57,,,,,,5.0,5.0,2.0,5.0,5.0,,,,,,,,,,
Renê,Renê,78445,FLU,266,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,8,6.22,Renê Rodrigues Martins,0.0,2,9.53,13,rene,6,0.0,2.0,,,,,16.0,5.0,3.0,2.0,4.0,,,,,,,,,2.0,
Willian Arão,W. Arão,78478,SAN,277,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,7,2.68,Willian Souza Arão da Silva,0.0,4,5.92,13,willian-arao,6,0.0,,,,,,12.0,4.0,,,4.0,,,,,,,,,,
Gabriel,Gabriel,78605,RBB,280,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,11,2.86,Gabriel Girotto Franco,1.5,4,5.06,13,gabriel,7,-0.69,,4.0,,,,14.0,10.0,4.0,2.0,8.0,,1.0,,,,1.0,,,,
Reinaldo,Reinaldo,78850,MIR,2305,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,9,0.9,Reinaldo Manoel da Silva,3.8,2,8.15,13,reinaldo,7,0.4,,3.0,,,,5.0,8.0,,5.0,4.0,,,,,,,,,,
Thiago Santos,T. Santos,78855,CFC,294,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,7,2.65,Thiago dos Santos,3.1,3,3.88,13,thiago-santos,7,-0.02,,2.0,,,,3.0,3.0,,,4.0,,,,,,,,,3.0,
Dória,Dória,78946,SAO,276,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,2,2.5,Matheus Dória Macedo,5.0,3,7.22,13,doria,6,0.77,,,,,,,,,,,,,,,,,,,1.0,
Alex Muralha,A. Muralha,79066,MIR,2305,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,-1.0,Alex Roberto Santana Rafael,0.0,1,2.64,13,alex-muralha,6,0.0,,1.0,,,,,,,,,,,,,,,,,,
Roger Machado,R. Machado,79437,SAO,276,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,9,5.05,Roger Machado Marques,8.29,6,11.06,13,roger-machado,7,0.83,,,,,,,,,,,,,,,,,,,,4.0
Cano,Cano,79631,FLU,266,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,2,0.8,Germán Ezequiel Cano,0.0,5,5.37,13,cano,5,0.0,,,,,,,,,2.0,,,,,,,,,,,
Lucas Silva,L. Silva,79701,CRU,283,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,11,0.37,Lucas Silva Borges,0.0,4,3.63,13,lucas-silva,7,0.0,,3.0,,,,4.0,5.0,,2.0,2.0,,,,,,,,,,
Saúl,Saúl,80061,FLA,262,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,2,3.85,Saúl Ñíguez Esclapez,1.2,4,8.26,13,saul,6,-0.76,1.0,,,,,2.0,1.0,,,,,,,,,,,,,
Jadson,Jadson,80129,CAP,293,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,8,1.26,Jadson Alves dos Santos,0.0,4,3.79,13,jadson,7,0.0,,3.0,,,,8.0,8.0,,,7.0,,,,,,,,,,
Yago Pikachu,Y. Pikachu,80196,REM,364,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,12,1.96,Glaybson Yago Souza Lisboa,4.2,4,5.39,13,yago-pikachu,7,0.48,,,1.0,,,4.0,5.0,5.0,4.0,8.0,,1.0,,,,,,1.0,,
