atletas.apelido,atletas.apelido_abreviado,atletas.atleta_id,atletas.clube.id.full.name,atletas.clube_id,atletas.craque,atletas.entrou_em_campo,atletas.foto,atletas.jogos_num,atletas.media_num,atletas.nome,atletas.pontos_num,atletas.posicao_id,atletas.preco_num,atletas.rodada_id,atletas.slug,atletas.status_id,atletas.variacao_num,A,CA,CV,DE,DP,DS,FC,FD,FF,FS,FT,G,GC,GS,I,PC,PP,PS,SG,V
Borré,Borré,92854,INT,285,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,18,2.87,Rafael Santos Borré Maury,-0.8,5,6.06,18,borre,6,-0.65,1.0,2.0,,,,9.0,28.0,10.0,11.0,14.0,,2.0,,,10.0,,,1.0,,
Ronaldo,Ronaldo,92981,INT,285,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,8,2.49,Ronaldo da Silva Souza Guerrero,0.0,4,3.83,18,ronaldo,6,0.0,,1.0,,,,8.0,10.0,,3.0,3.0,,1.0,,,,,,,,
Lucas Veríssimo,L. Veríssimo,93368,SAN,277,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,11,4.2,Lucas Veríssimo da Silva,2.9,3,8.84,18,lucas-verissimo,6,-0.27,,1.0,,,,16.0,13.0,1.0,4.0,6.0,,,,,2.0,,,,4.0,
Rodrigo Rodrigues,R. Rodrigues,93371,CFC,294,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,0,0.0,Rodrigo Rodrigues Silva,0.0,5,4.0,18,rodrigo-rodrigues,5,0.0,,,,,,,,,,,,,,,,,,,,
Cantalapiedra,Cantalapiedra,93411,VIT,287,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,7,1.09,Aitor Cantalapiedra Fernández,0.0,4,4.26,18,cantalapiedra,6,0.0,,1.0,,,,3.0,4.0,1.0,1.0,7.0,,,,,2.0,,,,,
Wanderson,Wanderson,93478,CRU,283,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,14,1.29,Wanderson Maciel Sousa Campos,0.0,5,4.07,18,wanderson,6,0.0,,,,,,3.0,7.0,2.0,5.0,3.0,,1.0,,,3.0,,,,,
Paulo Henrique,P. Henrique,93716,VAS,267,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,12,2.94,Paulo Henrique de Oliveira Alves,0.0,2,7.25,18,paulo-henrique,6,-0.18,2.0,3.0,,,,14.0,10.0,1.0,2.0,17.0,,,,,,1.0,,,,
Marlon Freitas,M. Freitas,93790,PAL,275,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,17,2.71,Marlon Rodrigues Freitas,2.3,4,6.02,18,marlon-freitas,7,0.07,1.0,3.0,,,,18.0,16.0,1.0,6.0,,,2.0,,,1.0,,,,,
Keiller,Keiller,93834,CFC,294,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,0,0.0,Keiller da Silva Nunes,0.0,1,4.0,18,keiller,6,0.0,,,,,,,,,,,,,,,,,,,,
Cleiton,Cleiton,93882,RBB,280,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,7,2.56,Cleiton Schwengber,0.0,1,6.19,18,cleiton,6,0.0,,1.0,,13.0,,,,,,,,,,8.0,,,,,2.0,
Breno Lopes,B. Lopes,93988,CFC,294,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,15,6.18,Breno Henrique Vasconcelos Lopes,2.2,5,9.47,18,breno-lopes,7,-1.45,,3.0,,,,10.0,8.0,5.0,4.0,19.0,,8.0,,,6.0,,,1.0,,
Kevin Ramírez,K. Ramírez,94034,CHA,315,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,2,0.85,Kevin Federik Ramírez Dutra,0.0,5,3.0,18,kevin-ramirez,6,0.0,,,,,,,,1.0,,1.0,,,,,,,,,,
Matheus Fernandes,M. Fernandes,94067,RBB,280,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,11,2.54,Matheus Fernandes Siqueira,0.0,4,4.32,18,matheus-fernandes,5,0.0,1.0,2.0,,,,12.0,13.0,1.0,9.0,5.0,,,,,1.0,,,,,
Maycon,Maycon,94154,CAM,282,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,10,3.24,Maycon de Andrade Barberan,0.0,4,6.1,18,maycon,7,0.0,,,,,,9.0,8.0,1.0,2.0,5.0,,2.0,,,,,,,,
Lucas Oliveira,L. Oliveira,94514,MIR,2305,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,7,3.41,Lucas da Cruz Oliveira,1.5,3,5.2,18,lucas-oliveira,6,-0.62,,2.0,,,,8.0,1.0,,1.0,1.0,,1.0,,,1.0,,,,1.0,
Pedro,Pedro,94583,FLA,262,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,16,8.82,Pedro Guilherme Abreu dos Santos,20.4,5,18.5,18,pedro,7,2.49,4.0,1.0,,,,11.0,9.0,8.0,8.0,17.0,1.0,10.0,,,3.0,,,1.0,,
Lucas Paquetá,L. Paquetá,94930,FLA,262,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,11,6.46,Lucas Tolentino Coelho de Lima,0.0,4,14.86,18,lucas-paqueta,2,0.0,,2.0,,,,18.0,18.0,4.0,13.0,25.0,,3.0,,,2.0,,,,,
Juninho Capixaba,J. Capixaba,94968,RBB,280,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,16,7.52,Luis Antônio da Rocha Júnior,10.2,2,13.92,18,juninho-capixaba,6,-0.34,2.0,9.0,,,,31.0,32.0,3.0,10.0,22.0,2.0,3.0,,,2.0,,,,6.0,
Gabriel Taliari,G. Taliari,95131,REM,364,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,6,7.3,Gabriel Pereira Taliari,0.0,5,10.88,18,gabriel-taliari,5,0.0,,,,,,5.0,9.0,4.0,5.0,13.0,,3.0,,,3.0,,,,,
Marcinho,Marcinho,95332,CHA,315,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,16,2.9,Márcio Antônio de Sousa Júnior,6.7,5,4.71,18,marcinho,7,0.93,1.0,,,,,13.0,6.0,4.0,7.0,11.0,,1.0,,,3.0,,,,,
Cassierra,Cassierra,95362,CAM,282,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,14,2.08,Zander Mateo Casierra Cabezas,0.0,5,5.4,18,cassierra,7,0.0,1.0,1.0,,,,2.0,10.0,2.0,4.0,8.0,,2.0,,,4.0,,,,,
Igor Vinícius,I. Vinícius,95466,SAN,277,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,12,6.19,Igor Vinícius de Souza,0.5,2,9.34,18,igor-vinicius,6,-0.34,1.0,4.0,,,,32.0,12.0,2.0,,13.0,,,,,,,,,4.0,
Pedro Henrique,P. Henrique,95550,VIT,287,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,0,0.0,Pedro Henrique Alves de Almeida,0.0,5,3.0,18,pedro-henrique,6,0.0,,,,,,,,,,,,,,,,,,,,
Raniele,Raniele,95556,COR,264,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,15,4.17,Raniele Almeida Melo,2.8,4,7.72,18,raniele,7,-0.21,,4.0,,,,30.0,26.0,1.0,8.0,22.0,1.0,1.0,,,1.0,,,,,
Bruno Leonardo,B. Leonardo,95620,CHA,315,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,14,1.33,Bruno Leonardo dos Santos Covas,0.2,3,2.74,18,bruno-leonardo,7,-0.54,,3.0,,,,12.0,14.0,1.0,1.0,10.0,,,1.0,,1.0,1.0,,,1.0,
Artur,Artur,95799,SAO,276,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,14,5.62,Artur Victor Guimarães,3.7,5,9.24,18,artur,7,-0.31,2.0,1.0,,,,14.0,5.0,13.0,11.0,18.0,,2.0,,,1.0,,,1.0,,
Daniel Fuzato,D. Fuzato,95936,VAS,267,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,0,0.0,Daniel Cerântula Fuzato,0.0,1,2.0,18,daniel-fuzato,6,0.0,,,,,,,,,,,,,,,,,,,,
Charles,Charles,96342,COR,264,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,3,1.03,Charles Rigon Mattos,0.0,4,3.53,18,charles,6,0.0,,,,,,2.0,1.0,,,1.0,,,,,1.0,,,,,
Joaquín Correa,J. Correa,96353,BOT,263,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,6,1.17,Carlos Joaquín Correa,0.0,5,5.11,18,joaquin-correa,3,0.0,1.0,3.0,,,,1.0,2.0,,2.0,3.0,,,,,,,,1.0,,
Renan Lodi,R. Lodi,96591,CAM,282,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,17,5.22,Renan Augusto Lodi dos Santos,11.9,2,11.22,18,renan-lodi,7,1.26,2.0,2.0,1.0,,,23.0,29.0,5.0,10.0,41.0,1.0,,,,6.0,,,1.0,4.0,
Matheus Pereira,M. Pereira,96610,CRU,283,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,16,6.07,Matheus Fellipe Costa Pereira,15.8,4,15.27,18,matheus-pereira,7,1.08,2.0,8.0,,,,14.0,32.0,9.0,21.0,61.0,,3.0,,,4.0,,,2.0,,
Allan,Allan,96652,COR,264,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,12,0.83,Allan Rodrigues de Souza,1.5,4,2.98,18,allan,6,0.14,,3.0,1.0,,,8.0,10.0,1.0,3.0,7.0,,,,,,,,,,
Camutanga,Camutanga,96793,VIT,287,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,7,3.95,Cleidson Andrade de Souza Silva,0.0,3,6.71,18,camutanga,5,0.0,,,,,,8.0,2.0,1.0,2.0,3.0,,,1.0,,,,,,3.0,
Carlinhos,Carlinhos,96831,REM,364,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,0,-1.0,Carlos Moisés de Lima,0.0,5,3.5,18,carlinhos,6,0.0,,1.0,,,,,,,,,,,,,,,,,,
Emerson Royal,E. Royal,96870,FLA,262,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,7,4.9,Emerson Aparecido Leite de Souza Júnior,8.6,2,7.61,18,emerson-royal,2,1.32,1.0,,,,,6.0,7.0,1.0,1.0,1.0,,,,,1.0,,,,4.0,
Carlos Cuesta,C. Cuesta,97095,VAS,267,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,8,1.88,Carlos Eccehomo Cuesta Figueroa,-0.6,3,5.11,18,carlos-cuesta,6,-0.39,1.0,1.0,1.0,,,6.0,12.0,,2.0,4.0,1.0,,1.0,,,,,,1.0,
Villasanti,Villasanti,97145,GRE,284,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,0,0.0,Mathías Adalberto Villasanti Rolón,0.0,4,7.0,18,villasanti,6,0.0,,,,,,,,,,,,,,,,,,,,
Alesson,Alesson,97321,MIR,2305,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,16,5.13,Alesson dos Santos Batista,8.3,5,9.29,18,alesson,6,0.85,3.0,1.0,,,,25.0,14.0,12.0,7.0,25.0,1.0,,,,7.0,,,,,
Rogério Ceni,R. Ceni,97341,BAH,265,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,17,5.52,Rogério Mücke Ceni,6.24,6,10.75,18,rogerio-ceni,7,0.13,,,,,,,,,,,,,,,,,,,,7.0
Victor Caetano,V. Caetano,97432,CHA,315,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,8,1.6,Victor Henrique Carvalho Caetano,0.0,3,3.19,18,victor-caetano,5,0.0,,2.0,,,,11.0,7.0,,,1.0,,,,,1.0,,,,,
João Victor,J. Victor,97460,MIR,2305,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,16,2.0,João Victor Carroll Santana - Caroll,1.7,3,4.48,18,joao-victor,6,-0.61,1.0,1.0,,,,15.0,10.0,2.0,2.0,5.0,,,1.0,,1.0,,,,1.0,
Marçal,Marçal,97468,BOT,263,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,4,2.77,Fernando Marçal de Oliveira,0.0,2,6.79,18,marcal,6,0.0,,1.0,,,,4.0,7.0,2.0,1.0,,,,,,,,,,1.0,
Shaylon,Shaylon,97520,MIR,2305,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,13,1.85,Shaylon Kallyson Cardozo - Cardoso,3.6,4,4.23,18,shaylon,6,0.35,,,,,,10.0,12.0,2.0,2.0,1.0,,1.0,,,,,,,,
Félix Torres,F. Torres,97642,INT,285,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,12,3.43,Félix Eduardo Torres Caicedo,0.0,3,5.58,18,felix-torres,2,0.0,,3.0,,,,12.0,12.0,1.0,4.0,5.0,,1.0,,,,,,,3.0,
Thiago Couto,T. Couto,97645,VIT,287,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,0,0.0,Thiago Couto Wenceslau,0.0,1,3.0,18,thiago-couto,6,0.0,,,,,,,,,,,,,,,,,,,,
Murilo,Murilo,97653,PAL,275,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,15,3.52,Murilo Cerqueira Paim,5.2,3,7.18,18,murilo,7,-0.03,1.0,1.0,1.0,,,12.0,20.0,3.0,2.0,3.0,,1.0,,,,,,,5.0,
Giovanni Pavani,G. Pavani,97735,REM,364,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,2,0.75,Giovanni Fernando Confreste Pavani - Cofreste,0.0,4,2.82,18,giovanni-pavani,6,0.0,,,,,,1.0,,,,,,,,,,,,,,
Marcelinho,Marcelinho,97795,REM,364,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,15,5.44,Marcelo Rodrigues Souza,16.7,2,7.71,18,marcelinho,7,2.03,1.0,2.0,,,,19.0,7.0,5.0,8.0,22.0,1.0,2.0,,,,,,,2.0,
Erick,Erick,97810,VIT,287,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,15,4.68,Erick de Arruda Serafim,4.7,5,8.67,18,erick,6,-0.4,4.0,1.0,,,,4.0,5.0,6.0,7.0,30.0,1.0,2.0,,,1.0,,,,,
Léo Ortiz,L. Ortiz,97867,FLA,262,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,16,4.11,Leonardo Rech Ortiz,5.0,3,9.12,18,leo-ortiz,7,0.37,,,,,,12.0,11.0,,,4.0,2.0,1.0,,,1.0,,,,7.0,
Iago,Iago,97868,BAH,265,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,3,3.03,Iago Amaral Borduchi,0.0,2,5.57,18,iago,7,0.0,,,,,,1.0,3.0,,,1.0,1.0,,,,,,,,1.0,
Jacy,Jacy,97878,CFC,294,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,15,4.02,Jacy Maranhão Oliveira,3.1,3,5.44,18,jacy,7,0.24,,2.0,1.0,,,23.0,10.0,,5.0,14.0,,1.0,,,,,,,3.0,
Matheus Bahia,M. Bahia,97899,INT,285,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,10,3.59,Matheus Bahia Santos,1.9,2,6.41,18,matheus-bahia,7,-0.6,,2.0,,,,12.0,13.0,1.0,1.0,14.0,,,,,2.0,,,,3.0,
Vitão,Vitão,97900,FLA,262,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,6,2.7,Vitor Eduardo da Silva Matos,5.5,3,7.78,18,vitao,2,0.65,,1.0,,,,1.0,2.0,,1.0,1.0,,,,,,,,,3.0,
Matheus Aurélio,M. Aurélio,97905,CHA,315,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,0,0.0,Matheus Aurélio Palhares Guimarães,0.0,1,2.0,18,matheus-aurelio,6,0.0,,,,,,,,,,,,,,,,,,,,
Riccieli,Riccieli,97906,VIT,287,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,2,3.5,Riccieli Eduardo da Silva Júnior,0.0,3,4.85,18,riccieli,6,0.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,1.0,
Lucas Silva,L. Silva,97911,VIT,287,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,3,-0.17,Lucas Rodrigues da Silva,0.0,5,2.8,18,lucas-silva,6,0.0,,1.0,,,,,,,,1.0,,,,,,,,,,
Marcos Vinícius,M. Vinícius,97969,CHA,315,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,9,1.48,Marcos Vinícius da Silva Santos,0.0,2,2.78,18,marcos-vinicius,6,0.0,1.0,2.0,,,,5.0,9.0,,2.0,2.0,1.0,,,,1.0,,,,,
Erick,Erick,98022,BAH,265,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,14,3.87,Erick Luis Conrado de Carvalho,4.3,4,6.47,18,erick,6,0.4,,4.0,,,,20.0,17.0,2.0,2.0,15.0,2.0,2.0,,,1.0,,,,,
Jáderson,Jáderson,98224,REM,364,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,10,0.97,Jaderson Flores dos Reis,0.0,4,2.64,18,jaderson,6,0.0,,,,,,4.0,2.0,,1.0,7.0,,,,,,,,,,
Pedro Raul,P. Raul,98225,COR,264,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,8,0.01,Pedro Raul Garay da Silva,0.0,5,2.63,18,pedro-raul,6,0.0,,1.0,,,,,5.0,,1.0,4.0,,,,,2.0,,,,,
Bastos,Bastos,98280,BOT,263,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,5,0.78,Bartolomeu Jacinto Quissanga,0.0,3,3.75,18,bastos,5,0.0,,1.0,,,,4.0,7.0,,,2.0,,,,,,,,,,
Negueba,Negueba,98384,MIR,2305,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,8,5.23,Luiz Henrique Soares Firmino,0.0,5,8.57,18,negueba,5,0.0,,4.0,,,,15.0,5.0,3.0,6.0,17.0,,1.0,,,,,,,,
Kanu,Kanu,98484,BAH,265,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,3,0.83,Victor Hugo Soares dos Santos,0.0,3,3.68,18,kanu,7,0.0,,2.0,,,,,3.0,,,1.0,,,,,1.0,,,,1.0,
Jean Lucas,J. Lucas,98517,BAH,265,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,15,5.58,Jean Lucas de Souza Oliveira,0.0,4,9.55,18,jean-lucas,7,0.0,2.0,2.0,,,,31.0,26.0,3.0,8.0,16.0,1.0,2.0,,,1.0,,,,,
Savarino,Savarino,98672,FLU,266,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,15,5.0,Jefferson David Savarino Quintero,0.9,4,9.0,18,savarino,6,-0.22,2.0,2.0,,,,5.0,6.0,10.0,13.0,13.0,3.0,3.0,,,6.0,,,,,
Angileri,Angileri,98720,COR,264,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,6,2.45,Fabrizio Germán Angileri - Fabricio,0.0,2,4.73,18,angileri,6,0.0,,2.0,,,,3.0,2.0,,1.0,4.0,,,,,,,,,2.0,
Samuel Lino,S. Lino,98873,FLA,262,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,16,7.08,Samuel Dias Lino,26.0,5,13.59,18,samuel-lino,7,2.71,6.0,2.0,,,,21.0,14.0,7.0,6.0,26.0,,4.0,,,2.0,,,,,
Cuello,Cuello,98909,CAM,282,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,17,5.99,Tomás Esteban Cuello,1.1,5,8.88,18,cuello,7,-0.62,1.0,1.0,,,,28.0,16.0,5.0,18.0,27.0,4.0,2.0,,,12.0,,,,,
Puma Rodríguez,P. Rodríguez,99213,VAS,267,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,12,5.35,José Luis Rodríguez Bebanz,4.2,2,8.19,18,puma-rodriguez,6,0.19,4.0,3.0,,,,10.0,4.0,6.0,6.0,1.0,,2.0,,,1.0,,,,1.0,
De la Cruz,D. Cruz,99228,FLA,262,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,9,1.06,Diego Nicolás de la Cruz Arcosa,0.0,4,4.77,18,de-la-cruz,6,0.0,,2.0,,,,4.0,7.0,,2.0,12.0,,,,,,,,,,
Alexander Barboza,A. Barboza,99274,PAL,275,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,11,5.12,Alexander Nahuel Barboza Ullúa,0.0,3,10.68,18,alexander-barboza,6,0.0,2.0,4.0,1.0,,,24.0,19.0,5.0,5.0,,,1.0,,,,,,,1.0,
Luis Zubeldía,L. Zubeldía,99366,FLU,266,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,18,5.56,Luis Francisco Zubeldía,4.6,6,10.0,18,luis-zubeldia,6,-0.04,,,,,,,,,,,,,,,,,,,,9.0
Baralhas,Baralhas,99440,VIT,287,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,13,5.37,Gabriel Baralhas dos Santos,2.8,4,9.16,18,baralhas,6,0.2,2.0,4.0,,,,27.0,24.0,,8.0,16.0,,2.0,,,,,,,,
Rossi,Rossi,99552,FLA,262,0,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,16,5.06,Agustín Daniel Rossi,7.6,1,9.17,18,rossi,7,0.83,,,,46.0,,,,,,2.0,,,,15.0,,,,,7.0,
Brenner,Brenner,99789,VAS,267,0,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,13,2.98,Brenner Souza da Silva,0.0,5,7.07,18,brenner,6,0.0,,1.0,,,,7.0,4.0,5.0,7.0,10.0,2.0,1.0,,,1.0,,,,,
