atletas.apelido,atletas.apelido_abreviado,atletas.atleta_id,atletas.clube.id.full.name,atletas.clube_id,atletas.entrou_em_campo,atletas.foto,atletas.jogos_num,atletas.media_num,atletas.nome,atletas.pontos_num,atletas.posicao_id,atletas.preco_num,atletas.rodada_id,atletas.slug,atletas.status_id,atletas.variacao_num,A,CA,CV,DE,DP,DS,FC,FD,FF,FS,FT,G,GC,GS,I,PC,PP,PS,SG,V
Gabriel Leite,G. Leite,50742,CFC,294,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,0,0.0,Gabriel Christoni Leite,0.0,1,3.0,16,gabriel-leite,6,0.0,,,,,,,,,,,,,,,,,,,,
Walter,Walter,51413,MIR,2305,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,14,2.83,Walter Leandro Capeloza Artune,0.9,1,5.33,16,walter,7,-0.52,,2.0,,49.0,,,,,,,,,,21.0,,1.0,,,,
Everton Ribeiro,E. Ribeiro,51772,BAH,265,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,11,5.1,Everton Augusto de Barros Ribeiro,3.6,4,9.42,16,everton-ribeiro,7,-0.47,3.0,1.0,,,,17.0,9.0,4.0,2.0,26.0,,,,,,,,,,
Alex Sandro,A. Sandro,61987,FLA,262,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,11,3.94,Alex Sandro Lobo Silva,0.5,2,8.91,16,alex-sandro,7,-0.59,,2.0,,,,13.0,15.0,,1.0,9.0,,,,,,,,,5.0,
Ganso,Ganso,62977,FLU,266,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,12,0.85,Paulo Henrique Chagas de Lima,0.0,4,3.27,16,ganso,6,0.0,,1.0,,,,4.0,5.0,1.0,,5.0,1.0,,,,,,,,,
Neymar,Neymar,63007,SAN,277,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,8,8.42,Neymar da Silva Santos Júnior,3.9,4,18.96,16,neymar,7,-1.36,1.0,5.0,,,,5.0,12.0,5.0,10.0,36.0,,4.0,,,6.0,,,,,
Rafael Tolói,R. Tolói,63008,SAO,276,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,5,4.82,Rafael Toloi,0.0,3,8.24,16,rafael-toloi,6,0.0,,3.0,,,,11.0,8.0,1.0,1.0,2.0,,,,,,,,,2.0,
Marcos Rocha,M. Rocha,63013,GRE,284,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,2,1.0,Marcos Luis Rocha Aquino,2.0,2,7.62,16,marcos-rocha,7,0.26,,,,,,1.0,,,,1.0,,,,,,,,,,
Edenílson,Edenílson,63289,BOT,263,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,13,3.45,Edenílson Andrade dos Santos,1.2,4,6.49,16,edenilson,7,0.01,2.0,1.0,,,,6.0,10.0,2.0,2.0,4.0,,3.0,,,1.0,,,,,
Rodrigo Moledo,R. Moledo,63354,CFC,294,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,2,7.75,Rodrigo Modesto da Silva Moledo,7.5,3,7.4,16,rodrigo-moledo,6,1.44,,,,,,1.0,,,,2.0,,1.0,,,,,,,1.0,
Alan Patrick,A. Patrick,68685,INT,285,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,12,4.53,Alan Patrick Lourenço,0.0,4,7.65,16,alan-patrick,6,0.0,,,,,,9.0,5.0,1.0,9.0,20.0,,3.0,,,,,,,,
Eduardo,Eduardo,68708,MIR,2305,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,9,3.46,Carlos Eduardo de Oliveira Alves,4.5,4,6.79,16,eduardo,6,-0.43,,,1.0,,,8.0,9.0,2.0,3.0,8.0,,2.0,,,,,,,,
Neto,Neto,68806,BOT,263,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,8,3.62,Norberto Murara Neto,0.3,1,7.56,16,neto,7,-0.96,,,,28.0,,,,,,1.0,,,,13.0,,,,,1.0,
Rafael Santos,R. Santos,68822,CHA,315,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,4,3.75,Rafael de Carvalho Santos,0.0,1,4.94,16,rafael-santos,6,0.0,,,,20.0,,,,,,,,,,11.0,,,,,,
Marcelo Lomba,M. Lomba,68872,PAL,275,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,0,0.0,Marcelo Lomba do Nascimento,0.0,1,4.0,16,marcelo-lomba,6,0.0,,,,,,,,,,,,,,,,,,,,
Dudu,Dudu,68920,CAM,282,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,12,2.78,Eduardo Pereira Rodrigues,0.0,5,6.58,16,dudu,6,0.0,,,,,,2.0,2.0,6.0,4.0,9.0,,2.0,,,,,,,,
Rafael,Rafael,68928,SAO,276,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,16,3.69,Rafael Pires Monteiro,-0.7,1,7.53,16,rafael,7,-0.42,,,,43.0,,,,,,2.0,,,,18.0,,,,,4.0,
Giovanni Augusto,G. Augusto,68938,CHA,315,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,9,1.11,Giovanni Augusto Oliveira Cardoso,0.0,4,3.51,16,giovanni-augusto,6,0.0,,1.0,,,,5.0,5.0,,,10.0,,,,,,,,,,
Marinho,Marinho,68952,VIT,287,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,4,2.0,Mário Sérgio Santos Costa,0.0,5,5.76,16,marinho,6,0.0,,,,,,3.0,2.0,1.0,2.0,3.0,,,,,2.0,,,,,
Willian José,W. José,68996,BAH,265,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,14,2.59,Willian José da Silva,0.8,5,7.94,16,willian-jose,7,-0.21,1.0,,,,,2.0,11.0,4.0,6.0,2.0,,3.0,,,,,1.0,1.0,,
Santos,Santos,69012,CAP,293,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,14,3.57,Aderbar Melo dos Santos Neto,1.6,1,8.1,16,santos,7,-0.71,,1.0,,35.0,,,,,,1.0,,,,15.0,,,,,4.0,
Allan,Allan,69140,BOT,263,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,10,2.03,Allan Marques Loureiro,0.0,4,4.48,16,allan,5,0.0,,3.0,,,,15.0,11.0,,2.0,5.0,,,,,,,,,,
Gabriel Paulista,G. Paulista,69208,COR,264,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,11,4.73,Gabriel Armando de Abreu,0.0,3,9.4,16,gabriel-paulista,7,0.0,,2.0,,,,13.0,12.0,1.0,8.0,5.0,,1.0,,,,,,,4.0,
Danilo,Danilo,69783,FLA,262,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,4,0.48,Danilo Luiz da Silva,0.4,3,5.57,16,danilo,3,-0.66,,,1.0,,,3.0,3.0,,1.0,1.0,,,,,,,,,,
Milton Cruz,M. Cruz,70163,SAO,276,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,1,4.08,Milton Cruz,4.08,6,11.43,16,milton-cruz,6,0.82,,,,,,,,,,,,,,,,,,,,
Lucas Moura,L. Moura,70164,SAO,276,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,8,2.32,Lucas Rodrigues Moura da Silva,0.0,4,7.5,16,lucas-moura,5,0.0,1.0,,,,,,5.0,2.0,2.0,6.0,,1.0,,,,,,,,
Eduardo Sasha,E. Sasha,70360,RBB,280,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,12,1.34,Eduardo Colcenti Antunes,-2.8,5,4.16,16,eduardo-sasha,6,-0.71,,,,,,4.0,1.0,6.0,3.0,10.0,,,,,3.0,,1.0,,,
Gabriel,Gabriel,70449,VIT,287,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,2,2.2,Gabriel Vasconcelos Ferreira,0.0,1,5.6,16,gabriel,6,0.0,,,,3.0,,,,,,1.0,,,,5.0,,,,,1.0,
Felipe Anderson,F. Anderson,70592,PAL,275,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,11,2.39,Felipe Anderson Pereira Gomes,10.5,4,7.32,16,felipe-anderson,5,1.8,,1.0,,,,11.0,8.0,1.0,3.0,3.0,,1.0,,,,,,,,
Marllon,Marllon,70666,REM,364,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,16,2.84,Marllon Gonçalves Jerônimo Borges,0.0,3,5.21,16,marllon,7,-0.09,,2.0,,,,21.0,10.0,,1.0,10.0,,1.0,,,,,,,1.0,
Bruno Henrique,B. Henrique,70944,INT,285,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,13,1.66,Bruno Henrique Corsini,1.5,4,4.03,16,bruno-henrique,7,-0.12,,,,,,9.0,16.0,4.0,7.0,5.0,,,,,1.0,,,,,
Jean Carlos,J. Carlos,70958,CHA,315,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,15,2.69,Jean Carlos Vicente,0.0,4,6.61,16,jean-carlos,6,-0.17,2.0,2.0,,,,3.0,5.0,4.0,7.0,6.0,,2.0,,,1.0,,,,,
Léo Vieira,L. Vieira,71043,BAH,265,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,15,5.23,Leonardo da Silva Vieira,-1.0,1,6.59,16,leo-vieira,7,-1.08,,1.0,,70.0,,,,,,3.0,,,,23.0,,,,,2.0,
Thiago Mendes,T. Mendes,71123,VAS,267,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,14,4.45,Thiago Henrique Mendes Ribeiro,0.0,4,8.66,16,thiago-mendes,7,0.0,1.0,6.0,,,,10.0,12.0,1.0,4.0,31.0,,4.0,,,1.0,,,,,
Maicon,Maicon,71227,CFC,294,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,13,2.08,Maicon Pereira Roque,0.0,3,4.14,16,maicon,5,0.0,,,1.0,,,7.0,5.0,,,4.0,,,,,,1.0,,,4.0,
Luiz Gustavo,L. Gustavo,71536,CAP,293,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,11,3.75,Luiz Gustavo Dias,0.0,4,6.78,16,luiz-gustavo,5,0.0,,2.0,,,,8.0,11.0,4.0,2.0,18.0,1.0,2.0,,,,,,,,
Weverton,Weverton,71631,GRE,284,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,16,5.16,Weverton Pereira da Silva,4.2,1,8.31,16,weverton,7,-0.03,1.0,1.0,,43.0,2.0,,,,,5.0,,,,18.0,,1.0,,,5.0,
Gustavo Gómez,G. Gómez,71684,PAL,275,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,15,4.71,Gustavo Raúl Gómez Portillo,1.6,3,10.28,16,gustavo-gomez,7,-0.17,1.0,,,,,9.0,15.0,1.0,7.0,3.0,,3.0,,,6.0,,,,5.0,
Gabriel Pires,G. Pires,71898,MIR,2305,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,6,3.63,Gabriel Appelt Pires,0.0,4,5.77,16,gabriel-pires,6,0.0,1.0,1.0,,,,4.0,5.0,3.0,4.0,7.0,1.0,,,,,,,,,
Tiago Volpi,T. Volpi,72018,RBB,280,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,9,4.92,Tiago Luis Volpi,15.6,1,10.91,16,tiago-volpi,7,2.73,,,,24.0,,,,,,,,1.0,,10.0,,,,,3.0,
Thomazella,Thomazella,72279,MIR,2305,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,0.0,Carlos Eduardo Lecciolle Thomazella,0.0,1,2.0,16,thomazella,6,0.0,,,,,,,,,,,,,,,,,,,,
Everson,Everson,72294,CAM,282,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,16,3.93,Everson Felipe Marques Pires,0.3,1,8.8,16,everson,7,-0.71,1.0,,,48.0,,,,,,5.0,,,,22.0,,,,,3.0,
Fernando Diniz,F. Diniz,72391,COR,264,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,9,4.95,Fernando Diniz Silva,4.19,6,8.7,16,fernando-diniz,7,-0.48,,,,,,,,,,,,,,,,,,,,2.0
Bernard,Bernard,72460,CAM,282,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,13,2.14,Bernard Anício Caldeira Duarte,7.0,4,4.95,16,bernard,7,0.97,1.0,,,,,6.0,6.0,1.0,1.0,12.0,,1.0,,,2.0,,,,,
Alex Telles,A. Telles,72493,BOT,263,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,13,3.74,Alex Nicolao Telles,0.1,2,8.9,16,alex-telles,3,-0.15,2.0,3.0,,,,14.0,17.0,,4.0,5.0,,2.0,,,,1.0,,,1.0,
Vitor Hugo,V. Hugo,72605,CAM,282,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,5,2.5,Vitor Hugo Franchescoli de Souza,0.0,3,6.1,16,vitor-hugo,7,0.0,,1.0,,,,4.0,2.0,,2.0,3.0,,,,,,,,,1.0,
Mercado,Mercado,72951,INT,285,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,9,4.89,Gabriel Iván Mercado,2.3,3,6.75,16,mercado,6,-0.46,,3.0,,,,14.0,9.0,1.0,2.0,6.0,,1.0,,,1.0,,,,3.0,
Daniel Borges,D. Borges,73318,MIR,2305,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,3,2.53,Daniel Fortunato Borges,3.5,2,4.83,16,daniel-borges,7,0.26,,,,,,2.0,1.0,,3.0,5.0,,,,,,,,,,
Samuel Xavier,S. Xavier,73384,FLU,266,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,10,3.68,Samuel Xavier Brito,0.0,2,7.71,16,samuel-xavier,6,0.0,,2.0,,,,14.0,12.0,1.0,1.0,19.0,,,,,1.0,,,,2.0,
Rincón,Rincón,74187,SAN,277,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,2,-0.7,Tomás Eduardo Rincón Hernández,0.0,4,2.81,16,rincon,6,0.0,,1.0,,,,,3.0,,,1.0,,,,,,,,,,
Carrillo,Carrillo,77485,COR,264,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,11,1.56,André Martín Carrillo Díaz,-0.7,4,4.48,16,carrillo,6,-0.91,1.0,3.0,,,,12.0,23.0,,2.0,5.0,,,,,,,,,,
Cédric Soares,C. Soares,77656,SAO,276,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,8,0.94,Cédric Ricardo Alves Soares,0.0,2,3.73,16,cedric-soares,6,-0.32,,1.0,,,,5.0,2.0,,2.0,,,,,,,,,,,
João Schmidt,J. Schmidt,77777,SAN,277,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,9,1.52,João Felipe Schmidt Urbano,0.0,4,4.61,16,joao-schmidt,5,0.0,,1.0,,,,10.0,13.0,,2.0,4.0,,,,,,,,,,
Everaldo,Everaldo,78117,BAH,265,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,13,3.86,Everaldo Stum,3.0,5,6.35,16,everaldo,6,0.13,,2.0,,,,9.0,13.0,3.0,5.0,16.0,1.0,3.0,,,1.0,,,,,
Gustavo Henrique,G. Henrique,78248,COR,264,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,12,3.4,Gustavo Henrique Vernes,1.6,3,8.34,16,gustavo-henrique,7,0.06,,3.0,,,,10.0,14.0,4.0,7.0,7.0,,,,,,1.0,,,4.0,
Vitinho,Vitinho,78435,COR,264,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,7,2.13,Victor Vinícius Coelho dos Santos,0.0,5,5.06,16,vitinho,6,0.0,,,,,,5.0,5.0,2.0,5.0,5.0,,,,,,,,,,
Renê,Renê,78445,FLU,266,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,9,5.41,Renê Rodrigues Martins,0.0,2,8.84,16,rene,6,0.0,2.0,1.0,,,,16.0,7.0,3.0,2.0,5.0,,,,,,,,,2.0,
Willian Arão,W. Arão,78478,SAN,277,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,10,2.18,Willian Souza Arão da Silva,3.0,4,5.36,16,willian-arao,7,0.38,,,,,,14.0,4.0,,,4.0,,,,,,,,,,
Gabriel,Gabriel,78605,RBB,280,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,14,3.24,Gabriel Girotto Franco,2.7,4,5.52,16,gabriel,7,-0.08,,5.0,,,,18.0,11.0,5.0,2.0,8.0,,2.0,,,,1.0,,,,
Reinaldo,Reinaldo,78850,MIR,2305,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,11,2.02,Reinaldo Manoel da Silva,7.2,2,8.94,16,reinaldo,7,0.17,1.0,4.0,,,,8.0,9.0,1.0,9.0,7.0,,,,,,,,,,
Thiago Santos,T. Santos,78855,CFC,294,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,9,2.96,Thiago dos Santos,9.4,3,4.95,16,thiago-santos,6,1.83,,3.0,,,,6.0,6.0,,,5.0,,,,,,,,,4.0,
Dória,Dória,78946,SAO,276,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,4,4.85,Matheus Dória Macedo,12.3,3,8.84,16,doria,3,2.14,,1.0,,,,4.0,5.0,1.0,1.0,2.0,,1.0,,,1.0,,,,1.0,
Alex Muralha,A. Muralha,79066,MIR,2305,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,-1.0,Alex Roberto Santana Rafael,0.0,1,2.64,16,alex-muralha,6,0.0,,1.0,,,,,,,,,,,,,,,,,,
Cano,Cano,79631,FLU,266,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,2,0.8,Germán Ezequiel Cano,0.0,5,5.37,16,cano,6,0.0,,,,,,,,,2.0,,,,,,,,,,,
Lucas Silva,L. Silva,79701,CRU,283,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,13,0.3,Lucas Silva Borges,0.2,4,3.62,16,lucas-silva,6,-0.03,,4.0,,,,5.0,7.0,,2.0,2.0,,,,,,,,,,
Saúl,Saúl,80061,FLA,262,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,4,3.28,Saúl Ñíguez Esclapez,5.7,4,8.01,16,saul,6,0.66,1.0,,,,,6.0,3.0,,,,,,,,,,,,,
Jadson,Jadson,80129,CAP,293,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,9,1.48,Jadson Alves dos Santos,3.2,4,4.24,16,jadson,6,0.45,,4.0,,,,10.0,9.0,,,10.0,,,,,,,,,,
