atletas.apelido,atletas.apelido_abreviado,atletas.atleta_id,atletas.clube.id.full.name,atletas.clube_id,atletas.entrou_em_campo,atletas.foto,atletas.jogos_num,atletas.media_num,atletas.nome,atletas.pontos_num,atletas.posicao_id,atletas.preco_num,atletas.rodada_id,atletas.slug,atletas.status_id,atletas.variacao_num,A,CA,CV,DE,DP,DS,FC,FD,FF,FS,FT,G,GC,GS,I,PC,PP,PS,SG,V
Rafael Santos,R. Santos,68822,CHA,315,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,0,0.0,Rafael de Carvalho Santos,0.0,1,3.0,8,rafael-santos,6,0.0,,,,,,,,,,,,,,,,,,,,
Marcelo Lomba,M. Lomba,68872,PAL,275,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,0,0.0,Marcelo Lomba do Nascimento,0.0,1,4.0,8,marcelo-lomba,6,0.0,,,,,,,,,,,,,,,,,,,,
Dudu,Dudu,68920,CAM,282,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,7,2.46,Eduardo Pereira Rodrigues,0.0,5,6.49,8,dudu,2,0.0,,,,,,2.0,1.0,2.0,2.0,5.0,,1.0,,,,,,,,
Rafael,Rafael,68928,SAO,276,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,8,4.02,Rafael Pires Monteiro,0.3,1,7.97,8,rafael,7,-0.62,,,,17.0,,,,,,,,,,5.0,,,,,3.0,
Giovanni Augusto,G. Augusto,68938,CHA,315,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,6,1.08,Giovanni Augusto Oliveira Cardoso,1.0,4,3.53,8,giovanni-augusto,7,0.12,,1.0,,,,3.0,5.0,,,9.0,,,,,,,,,,
Marinho,Marinho,68952,VIT,287,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,2,1.8,Mário Sérgio Santos Costa,0.0,5,5.91,8,marinho,5,0.0,,,,,,1.0,1.0,,2.0,2.0,,,,,2.0,,,,,
Willian José,W. José,68996,BAH,265,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,6,4.17,Willian José da Silva,0.0,5,10.17,8,willian-jose,7,0.0,1.0,,,,,2.0,5.0,3.0,3.0,1.0,,2.0,,,,,1.0,,,
Santos,Santos,69012,CAP,293,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,6,5.0,Aderbar Melo dos Santos Neto,6.3,1,9.79,8,santos,7,0.86,,,,20.0,,,,,,,,,,6.0,,,,,2.0,
Allan,Allan,69140,BOT,263,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,5,1.92,Allan Marques Loureiro,2.7,4,4.85,8,allan,6,-0.14,,3.0,,,,7.0,5.0,,2.0,4.0,,,,,,,,,,
Gabriel Paulista,G. Paulista,69208,COR,264,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,5,4.92,Gabriel Armando de Abreu,0.6,3,9.37,8,gabriel-paulista,7,-0.87,,,,,,6.0,7.0,,4.0,3.0,,1.0,,,,,,,1.0,
Danilo,Danilo,69783,FLA,262,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,1,1.5,Danilo Luiz da Silva,1.5,3,7.95,8,danilo,6,-0.05,,,,,,1.0,,,,,,,,,,,,,,
Lucas Moura,L. Moura,70164,SAO,276,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,7,2.69,Lucas Rodrigues Moura da Silva,0.0,4,7.89,8,lucas-moura,5,0.0,1.0,,,,,,4.0,2.0,2.0,6.0,,1.0,,,,,,,,
Eduardo Sasha,E. Sasha,70360,RBB,280,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,7,1.95,Eduardo Colcenti Antunes,2.1,5,5.39,8,eduardo-sasha,7,-0.01,,,,,,3.0,1.0,4.0,3.0,5.0,,,,,3.0,,,,,
Gabriel,Gabriel,70449,VIT,287,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,2,2.2,Gabriel Vasconcelos Ferreira,0.0,1,5.6,8,gabriel,6,0.0,,,,3.0,,,,,,1.0,,,,5.0,,,,,1.0,
Felipe Anderson,F. Anderson,70592,PAL,275,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,5,1.96,Felipe Anderson Pereira Gomes,0.0,4,6.39,8,felipe-anderson,2,-1.09,,,,,,6.0,3.0,1.0,,1.0,,,,,,,,,,
Marllon,Marllon,70666,REM,364,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,8,2.88,Marllon Gonçalves Jerônimo Borges,0.2,3,5.2,8,marllon,7,-0.54,,2.0,,,,15.0,6.0,,1.0,7.0,,,,,,,,,,
Bruno Henrique,B. Henrique,70944,INT,285,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,6,1.03,Bruno Henrique Corsini,2.0,4,4.09,8,bruno-henrique,7,0.2,,,,,,2.0,6.0,1.0,3.0,3.0,,,,,1.0,,,,,
Jean Carlos,J. Carlos,70958,CHA,315,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,7,5.31,Jean Carlos Vicente,0.0,4,8.23,8,jean-carlos,6,-0.66,2.0,,,,,2.0,1.0,3.0,3.0,5.0,,2.0,,,,,,,,
Léo Vieira,L. Vieira,71043,CHA,315,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,7,5.53,Leonardo da Silva Vieira,4.5,1,6.49,8,leo-vieira,7,-0.7,,1.0,,34.0,,,,,,3.0,,,,11.0,,,,,1.0,
Thiago Mendes,T. Mendes,71123,VAS,267,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,7,5.63,Thiago Henrique Mendes Ribeiro,10.9,4,9.11,8,thiago-mendes,7,1.0,,4.0,,,,8.0,8.0,1.0,2.0,14.0,,3.0,,,,,,,,
Maicon,Maicon,71227,CFC,294,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,8,2.67,Maicon Pereira Roque,-0.3,3,4.36,8,maicon,3,-0.84,,,1.0,,,6.0,2.0,,,2.0,,,,,,,,,3.0,
Luiz Gustavo,L. Gustavo,71536,CAP,293,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,5,3.3,Luiz Gustavo Dias,0.7,4,5.94,8,luiz-gustavo,7,-0.53,,1.0,,,,5.0,5.0,,,7.0,,1.0,,,,,,,,
Weverton,Weverton,71631,GRE,284,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,8,2.81,Weverton Pereira da Silva,0.6,1,6.33,8,weverton,7,-1.34,1.0,1.0,,15.0,1.0,,,,,,,,,12.0,,1.0,,,1.0,
Gustavo Gómez,G. Gómez,71684,PAL,275,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,8,5.34,Gustavo Raúl Gómez Portillo,6.2,3,11.41,8,gustavo-gomez,2,0.39,1.0,,,,,6.0,7.0,,5.0,2.0,,2.0,,,2.0,,,,2.0,
Gabriel Pires,G. Pires,71898,MIR,2305,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,3,2.67,Gabriel Appelt Pires,2.4,4,5.45,8,gabriel-pires,7,-0.28,,1.0,,,,2.0,5.0,2.0,2.0,7.0,,,,,,,,,,
Tiago Volpi,T. Volpi,72018,RBB,280,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,1,5.8,Tiago Luis Volpi,0.0,1,9.61,8,tiago-volpi,6,0.0,,,,6.0,,,,,,,,,,2.0,,,,,,
Thomazella,Thomazella,72279,MIR,2305,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,0.0,Carlos Eduardo Lecciolle Thomazella,0.0,1,2.0,8,thomazella,6,0.0,,,,,,,,,,,,,,,,,,,,
Everson,Everson,72294,CAM,282,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,8,5.82,Everson Felipe Marques Pires,2.9,1,10.29,8,everson,7,-0.9,1.0,,,32.0,,,,,,2.0,,,,11.0,,,,,2.0,
Bernard,Bernard,72460,CAM,282,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,5,0.78,Bernard Anício Caldeira Duarte,1.5,4,3.7,8,bernard,2,-0.13,,,,,,2.0,2.0,,,3.0,,,,,,,,,,
Alex Telles,A. Telles,72493,BOT,263,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BOT/FORMATO.png,6,4.95,Alex Nicolao Telles,10.0,2,11.06,8,alex-telles,7,0.59,,1.0,,,,12.0,7.0,,1.0,4.0,,1.0,,,,1.0,,,1.0,
Vitor Hugo,V. Hugo,72605,CAM,282,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,2,3.0,Vitor Hugo Franchescoli de Souza,0.0,3,7.24,8,vitor-hugo,5,0.0,,1.0,,,,1.0,,,,1.0,,,,,,,,,1.0,
Mercado,Mercado,72951,INT,285,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,5,4.36,Gabriel Iván Mercado,13.0,3,7.19,8,mercado,7,2.29,,2.0,,,,6.0,4.0,1.0,1.0,2.0,,1.0,,,,,,,1.0,
Daniel Borges,D. Borges,73318,MIR,2305,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,1,1.3,Daniel Fortunato Borges,0.0,2,4.18,8,daniel-borges,6,0.0,,,,,,,,,1.0,1.0,,,,,,,,,,
Samuel Xavier,S. Xavier,73384,FLU,266,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,6,5.03,Samuel Xavier Brito,0.0,2,8.91,8,samuel-xavier,7,0.0,,1.0,,,,11.0,5.0,,1.0,11.0,,,,,1.0,,,,2.0,
Gilmar Dal Pozzo,G. Pozzo,73481,CHA,315,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,7,4.38,Gilmar Dal Pozzo,2.4,6,6.26,8,gilmar-dal-pozzo,7,-0.33,,,,,,,,,,,,,,,,,,,,1.0
Rincón,Rincón,74187,SAN,277,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,1,-1.6,Tomás Eduardo Rincón Hernández,-1.6,4,3.05,8,rincon,6,-0.95,,1.0,,,,,2.0,,,,,,,,,,,,,
Carrillo,Carrillo,77485,COR,264,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,6,1.6,André Martín Carrillo Díaz,0.9,4,5.07,8,carrillo,6,-0.4,,2.0,,,,9.0,15.0,,2.0,2.0,,,,,,,,,,
Cédric Soares,C. Soares,77656,SAO,276,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,2,1.15,Cédric Ricardo Alves Soares,0.0,2,5.37,8,cedric-soares,6,0.0,,,,,,1.0,,,1.0,,,,,,,,,,,
João Schmidt,J. Schmidt,77777,SAN,277,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,5,1.42,João Felipe Schmidt Urbano,-0.3,4,4.46,8,joao-schmidt,6,-0.47,,1.0,,,,5.0,5.0,,2.0,1.0,,,,,,,,,,
Everaldo,Everaldo,78117,BAH,265,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,5,3.9,Everaldo Stum,14.0,5,6.81,8,everaldo,6,2.7,,,,,,5.0,4.0,1.0,2.0,5.0,,1.0,,,1.0,,,,,
Gustavo Henrique,G. Henrique,78248,COR,264,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,5,3.62,Gustavo Henrique Vernes,-0.3,3,8.86,8,gustavo-henrique,7,-1.09,,2.0,,,,7.0,5.0,2.0,4.0,3.0,,,,,,1.0,,,1.0,
Vitinho,Vitinho,78435,COR,264,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,5,1.96,Victor Vinícius Coelho dos Santos,0.0,5,4.94,8,vitinho,6,0.0,,,,,,3.0,4.0,2.0,2.0,5.0,,,,,,,,,,
Renê,Renê,78445,FLU,266,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,5,8.24,Renê Rodrigues Martins,0.0,2,10.43,8,rene,7,0.0,2.0,,,,,12.0,5.0,2.0,1.0,3.0,,,,,,,,,2.0,
Willian Arão,W. Arão,78478,SAN,277,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,3,1.13,Willian Souza Arão da Silva,0.0,4,5.73,8,willian-arao,2,0.0,,,,,,2.0,2.0,,,2.0,,,,,,,,,,
Gabriel,Gabriel,78605,RBB,280,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,6,1.23,Gabriel Girotto Franco,-0.3,4,3.94,8,gabriel,7,-0.45,,4.0,,,,5.0,7.0,2.0,2.0,6.0,,,,,,1.0,,,,
Reinaldo,Reinaldo,78850,MIR,2305,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,5,0.58,Reinaldo Manoel da Silva,2.0,2,9.07,8,reinaldo,3,-0.68,,3.0,,,,2.0,5.0,,3.0,4.0,,,,,,,,,,
Thiago Santos,T. Santos,78855,CFC,294,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,4,2.88,Thiago dos Santos,0.0,3,3.93,8,thiago-santos,6,0.0,,,,,,1.0,,,,,,,,,,,,,2.0,
Dória,Dória,78946,SAO,276,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,0,0.0,Matheus Dória Macedo,0.0,3,7.0,8,doria,6,0.0,,,,,,,,,,,,,,,,,,,,
Alex Muralha,A. Muralha,79066,MIR,2305,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0,0.0,Alex Roberto Santana Rafael,0.0,1,3.0,8,alex-muralha,6,0.0,,,,,,,,,,,,,,,,,,,,
Roger Machado,R. Machado,79437,SAO,276,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,4,5.38,Roger Machado Marques,4.45,6,11.43,8,roger-machado,7,-0.19,,,,,,,,,,,,,,,,,,,,2.0
Cano,Cano,79631,FLU,266,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,0,0.0,Germán Ezequiel Cano,0.0,5,6.0,8,cano,6,0.0,,,,,,,,,,,,,,,,,,,,
Lucas Silva,L. Silva,79701,CRU,283,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,8,0.46,Lucas Silva Borges,0.0,4,4.17,8,lucas-silva,7,-0.18,,2.0,,,,3.0,2.0,,1.0,2.0,,,,,,,,,,
Saúl,Saúl,80061,FLA,262,False,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,0,0.0,Saúl Ñíguez Esclapez,0.0,4,7.0,8,saul,5,0.0,,,,,,,,,,,,,,,,,,,,
Jadson,Jadson,80129,CAP,293,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,5,1.54,Jadson Alves dos Santos,4.4,4,4.67,8,jadson,6,0.58,,1.0,,,,5.0,6.0,,,6.0,,,,,,,,,,
Yago Pikachu,Y. Pikachu,80196,REM,364,True,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,8,2.11,Glaybson Yago Souza Lisboa,2.4,4,5.45,8,yago-pikachu,6,0.26,,,,,,2.0,2.0,2.0,2.0,5.0,,1.0,,,,,,,,
