,atletas.variacao_num,atletas.rodada_id,atletas.apelido,atletas.status_id,atletas.entrou_em_campo,atletas.clube_id,atletas.nome,atletas.slug,atletas.preco_num,atletas.atleta_id,atletas.jogos_num,atletas.apelido_abreviado,atletas.pontos_num,atletas.posicao_id,atletas.foto,atletas.media_num,atletas.clube.id.full.name,DS,FS,G,FD,DE,GS,FC,FF,CA,A,I,PS,SG,PC,PP,CV,FT,V,DP,GC
79,1.15,3,Yago Pikachu,6,True,364,Glaybson Yago Souza Lisboa,yago-pikachu,7.14,80196,3,Y. Pikachu,8.0,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,3.83,REM,,2.0,1.0,1.0,,,1.0,2.0,,,,,,,,,,,,
80,-1.54,3,Luciano,7,True,276,Luciano da Rocha Neves,luciano,17.05,80287,3,Luciano,3.0,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,7.7,SAO,4.0,6.0,1.0,2.0,,,4.0,5.0,1.0,1.0,1.0,1.0,,,1.0,,,,,
81,0.0,3,Gilberto,6,False,265,Gilberto Moraes Júnior,gilberto,7.31,80313,2,Gilberto,0.0,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,4.1,BAH,2.0,,,,,,2.0,1.0,,1.0,,,,,,,,,,
82,0.0,3,Wendell,2,False,276,Wendell Nascimento Borges,wendell,7.0,80570,0,Wendell,0.0,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,0.0,SAO,,,,,,,,,,,,,,,,,,,,
83,0.0,3,André Luis,5,False,2305,André Luis Silva de Aguiar,andre-luis,5.0,81005,0,A. Luis,0.0,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0.0,MIR,,,,,,,,,,,,,,,,,,,,
84,0.0,3,Jair,6,False,267,Jair Rodrigues Júnior,jair,6.0,81091,0,Jair,0.0,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,0.0,VAS,,,,,,,,,,,,,,,,,,,,
85,0.0,3,Lucas Mugni,6,False,2305,Lucas Andrés Mugni,lucas-mugni,7.0,81121,0,L. Mugni,0.0,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0.0,MIR,,,,,,,,,,,,,,,,,,,,
86,0.0,3,Mayke,6,False,277,Mayke Rocha de Oliveira,mayke,4.67,81150,1,Mayke,0.0,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,1.2,SAN,,3.0,,,,,1.0,,,,,,,,,,,,,
87,0.0,3,Alisson,6,False,276,Alisson Euler de Freitas Castro,alisson,6.0,81845,0,Alisson,0.0,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,0.0,SAO,,,,,,,,,,,,,,,,,,,,
88,-0.31,3,Willian Oliveira,7,True,294,Willian Osmar de Oliveira Silva,willian-oliveira,5.93,81952,3,W. Oliveira,1.5,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,3.6,CFC,7.0,2.0,,,,,5.0,1.0,,,,,,,,,,,,
89,0.0,3,Chico Kim,6,False,2305,Francisco Hyun-Sol Kim,chico-kim,4.0,82407,0,C. Kim,0.0,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0.0,MIR,,,,,,,,,,,,,,,,,,,,
90,0.0,3,Zé Rafael,6,False,277,José Rafael Vivian,ze-rafael,10.04,82455,2,Z. Rafael,0.0,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,9.0,SAN,2.0,3.0,1.0,,,,3.0,3.0,1.0,1.0,,,,,,,,,,
91,0.0,3,Otávio,6,False,266,Otávio Henrique Passos Santos,otavio,4.0,82463,0,Otávio,0.0,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,0.0,FLU,,,,,,,,,,,,,,,,,,,,
92,0.0,3,Luiz Araújo,6,False,262,Luiz de Araújo Guimarães Neto,luiz-araujo,10.0,82627,0,L. Araújo,0.0,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,0.0,FLA,,,,,,,,,,,,,,,,,,,,
93,-0.06,3,Tinga,7,True,294,Guilherme de Jesus da Silva,tinga,5.83,82628,3,Tinga,3.0,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,3.73,CFC,7.0,2.0,,,,,1.0,,,,,,,,,,,,,
94,0.18,3,Marcelo Rangel,7,True,364,Marcelo Rangel da Rosa,marcelo-rangel,4.83,82730,3,M. Rangel,3.5,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,3.3,REM,,,,,13.0,7.0,,,,,,,,,,,,,,
95,2.22,3,Lucas Ramon,6,True,276,Lucas Ramon Batista Silva,lucas-ramon,9.22,82775,1,L. Ramon,8.8,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,8.8,SAO,1.0,3.0,,,,,,1.0,,,,,1.0,,,,,,,
96,0.0,3,Rafael Thyere,5,False,315,Rafael Thyere de Albuquerque Marques,rafael-thyere,4.0,83048,0,R. Thyere,0.0,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,0.0,CHA,,,,,,,,,,,,,,,,,,,,
97,0.0,3,Ygor Vinhas,6,False,364,Ygor Vinhas Oliveira Lima,ygor-vinhas,3.0,83074,0,Y. Vinhas,0.0,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,0.0,REM,,,,,,,,,,,,,,,,,,,,
98,0.0,3,Alan Benítez,6,False,285,Alan Max Benítez Domínguez,alan-benitez,4.0,83251,0,A. Benítez,0.0,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,0.0,INT,,,,,,,,,,,,,,,,,,,,
99,0.0,3,Gabriel,6,False,277,Gabriel Barbosa Almeida,gabriel,8.38,83257,1,Gabriel,0.0,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,2.1,SAN,,3.0,,,,,,1.0,,,2.0,,,,,,,,,
100,-1.71,3,Yuri Lara,6,True,2305,Yuri Lima Lara,yuri-lara,4.65,83263,3,Y. Lara,-3.3,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,2.2,MIR,5.0,3.0,,1.0,,,2.0,,,,,,,,,1.0,,,,
101,0.0,3,Patrick,5,False,364,Patrick Bezerra do Nascimento,patrick,4.36,83433,2,Patrick,0.0,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,1.4,REM,1.0,1.0,,,,,,1.0,,,,,,,,,,,,
102,0.0,3,Léo Pereira,6,False,262,Leonardo Pereira,leo-pereira,9.24,83528,2,L. Pereira,0.0,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,-0.1,FLA,,2.0,,,,,4.0,,,,,,,,,,,,,
103,0.0,3,Neris,6,False,287,Hueglo dos Santos Neris,neris,3.08,83786,1,Neris,0.0,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VIT/FORMATO.png,1.5,VIT,1.0,,,,,,,,,,,,,,,,,,,
104,0.0,3,Tiquinho Soares,6,False,277,Francisco das Chagas Soares dos Santos Meireles,tiquinho-soares,7.0,84042,0,T. Soares,0.0,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,0.0,SAN,,,,,,,,,,,,,,,,,,,,
105,-0.59,3,Bruno Melo,7,True,294,Bruno Ferreira Melo,bruno-melo,4.13,84339,3,B. Melo,0.8,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,2.5,CFC,2.0,1.0,,,,,2.0,1.0,1.0,1.0,2.0,,,,,,,,,
106,-0.76,3,Fernando Sobral,2,True,294,Fernando Pereira do Nascimento,fernando-sobral,4.56,84428,2,F. Sobral,0.0,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,1.5,CFC,2.0,,,,,,,,,,,,,,,,,,,
107,0.45,3,Lucas Romero,7,True,283,Lucas Daniel Romero,lucas-romero,9.59,84558,3,L. Romero,7.5,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,4.9,CRU,2.0,4.0,,,,,1.0,,,2.0,,,,,,,,,,
108,-0.54,3,Josué,2,True,294,Josué Filipe Soares Pesqueira,josue,4.02,84626,2,Josué,-0.1,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,-0.55,CFC,1.0,1.0,,,,,3.0,1.0,,,,,,,,1.0,,,,
109,0.83,3,Lucas Evangelista,6,True,275,Lucas Evangelista Santana de Oliveira,lucas-evangelista,7.83,84674,1,L. Evangelista,5.0,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,5.0,PAL,,,,,,,,,,1.0,,,,,,,,,,
110,0.0,3,Panagiotis,6,False,364,Panagiotis Tachtsidis,panagiotis,3.0,84708,0,Panagiotis,0.0,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,0.0,REM,,,,,,,,,,,,,,,,,,,,
111,0.0,3,Jorginho,5,False,262,Jorge Luiz Frello Filho,jorginho,11.64,84735,1,Jorginho,0.0,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,-1.8,FLA,1.0,,,,,,1.0,,,,,,,,,1.0,,,,
112,0.0,3,Varela,6,False,262,Guillermo Varela Olivera,varela,6.86,84816,2,Varela,0.0,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,3.2,FLA,4.0,2.0,,,,,2.0,,1.0,,,1.0,,,,,,,,
113,-0.23,3,Luan Peres,7,True,277,Luan Peres Petroni,luan-peres,4.52,84847,3,L. Peres,1.4,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,1.0,SAN,2.0,3.0,,,,,5.0,,,,,,,,,,,,,
114,-1.73,3,Memphis Depay,7,True,264,Memphis Depay,memphis-depay,13.48,85048,2,M. Depay,0.4,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,2.05,COR,1.0,2.0,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,
115,0.0,3,Cantillo,6,False,364,Víctor Danilo Cantillo Jiménez,cantillo,5.0,85315,0,Cantillo,0.0,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,0.0,REM,,,,,,,,,,,,,,,,,,,,
116,-0.82,3,Danielzinho,7,True,276,Daniel de Oliveira Sertanejo,danielzinho,8.07,85403,3,Danielzinho,1.8,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,5.2,SAO,3.0,5.0,1.0,,,,4.0,1.0,,,,1.0,,,,,,,,
117,0.0,3,João Paulo,6,False,265,João Paulo Silva Martins,joao-paulo,6.0,85425,0,J. Paulo,0.0,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,0.0,BAH,,,,,,,,,,,,,,,,,,,,
118,0.0,3,Léo,6,False,293,Leonardo Pinheiro da Conceição,leo,5.74,85626,1,Léo,0.0,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,4.7,CAP,,,,,,,1.0,,,,,,1.0,,,,,,,
119,-0.42,3,Bolasie,6,True,315,Yannick Bolasie,bolasie,4.91,86292,2,Bolasie,0.8,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,1.0,CHA,1.0,,,,,,1.0,1.0,,,,,,,,,,,,
120,-0.64,3,Keno,6,True,294,Marcos da Silva França,keno,4.22,86485,2,Keno,0.0,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,-0.3,CFC,,,,,,,2.0,,,,,,,,,,,,,
121,0.0,3,Tchê Tchê,6,False,267,Danilo das Neves Pinheiro,tche-tche,6.0,86686,0,T. Tchê,0.0,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,0.0,VAS,,,,,,,,,,,,,,,,,,,,
122,0.0,3,Richard,6,False,285,Richard Cândido Coelho,richard,4.0,86711,0,Richard,0.0,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,0.0,INT,,,,,,,,,,,,,,,,,,,,
123,0.0,3,Everton,6,False,262,Everton Sousa Soares,everton,8.29,86757,2,Everton,0.0,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,3.3,FLA,1.0,2.0,,1.0,,,1.0,4.0,,,,,,,,,,,,
124,-0.37,3,José Welison,6,True,364,José Welison da Silva - Zé,jose-welison,3.31,86859,2,J. Welison,0.5,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,0.65,REM,,,,,,,1.0,2.0,,,,,,,,,,,,
125,-0.59,3,Léo Jardim,7,True,267,Leonardo César Jardim,leo-jardim,7.55,87008,3,L. Jardim,1.6,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,0.83,VAS,,,,,5.0,4.0,,,,,,,,,,,,,,
126,-1.05,3,Pedro Henrique,7,True,280,Pedro Henrique Ribeiro Gonçalves,pedro-henrique,6.75,87225,3,P. Henrique,0.5,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/RBB/FORMATO.png,3.5,RBB,,2.0,,,,,1.0,1.0,1.0,,,,2.0,,,,,,,
127,0.61,3,Guilherme Arana,6,True,266,Guilherme Antonio Arana Lopes,guilherme-arana,9.37,87228,2,G. Arana,6.5,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,3.65,FLU,1.0,,,,,,,1.0,,,,,1.0,,,,,,,
128,0.0,3,Soteldo,6,False,266,Yeferson Julio Soteldo Martínez,soteldo,6.0,87258,0,Soteldo,0.0,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,0.0,FLU,,,,,,,,,,,,,,,,,,,,
129,0.0,3,Kannemann,6,False,284,Walter Kannemann,kannemann,5.0,87342,0,Kannemann,0.0,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,0.0,GRE,,,,,,,,,,,,,,,,,,,,
130,2.81,3,Thaciano,7,True,277,Thaciano Mickael da Silva,thaciano,8.81,87470,1,Thaciano,10.0,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAN/FORMATO.png,10.0,SAN,1.0,2.0,1.0,,,,1.0,,,,2.0,,,,,,,,,
131,1.51,3,Vitor Bueno,7,True,364,Vitor Frezarin Bueno,vitor-bueno,8.71,87552,2,V. Bueno,9.2,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,6.35,REM,2.0,3.0,1.0,,,,2.0,1.0,,,,,,,,,,,,
132,-0.4,3,Neto Moura,6,True,2305,Antônio Francisco Moura Neto,neto-moura,3.87,87742,2,N. Moura,0.4,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0.45,MIR,1.0,1.0,,,,,3.0,1.0,1.0,,,,,,,,,,,
133,0.0,3,Arrascaeta,6,False,262,Giorgian Daniel de Arrascaeta Benedetti,arrascaeta,18.96,87863,2,Arrascaeta,0.0,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,4.6,FLA,,2.0,1.0,,,,2.0,1.0,,,,,,,,,,,,
134,0.35,3,Balbuena,7,True,284,Fabián Cornelio Balbuena González,balbuena,6.82,87887,2,Balbuena,4.5,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,3.0,GRE,4.0,,,,,,,,,,,,,,,,,,,
135,1.25,3,Gustavo Scarpa,6,True,282,Gustavo Henrique Furtado Scarpa,gustavo-scarpa,8.54,87999,3,G. Scarpa,9.0,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,3.17,CAM,1.0,2.0,,1.0,,,,1.0,,1.0,,,,,,,,,,
136,-0.96,3,Luís Castro,7,True,284,Luís Manuel Ribeiro de Castro,luis-castro,9.83,88037,3,L. Castro,3.09,6,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,5.4,GRE,,,,,,,,,,,,,,,,,,1.0,,
137,0.0,3,Ivan,6,False,364,Ivan Quaresma da Silva,ivan,4.0,88136,0,Ivan,0.0,1,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/REM/FORMATO.png,0.0,REM,,,,,,,,,,,,,,,,,,,,
138,0.0,3,Neto Pessoa,5,False,315,Altemir Cordeiro Pessôa Neto,neto-pessoa,3.0,88293,0,N. Pessoa,0.0,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,0.0,CHA,,,,,,,,,,,,,,,,,,,,
139,-0.74,3,Junior Alonso,7,True,282,Júnior Osmar Ignacio Alonso Mujica,junior-alonso,5.79,88312,3,J. Alonso,1.0,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAM/FORMATO.png,3.0,CAM,4.0,5.0,,,,,1.0,1.0,,,,,,,,,,,,
140,0.0,3,Ayrton Lucas,6,False,262,Ayrton Lucas Dantas de Medeiros,ayrton-lucas,8.0,88393,0,A. Lucas,0.0,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,0.0,FLA,,,,,,,,,,,,,,,,,,,,
141,0.0,3,Walace,6,False,283,Walace Souza Silva,walace,4.0,88479,0,Walace,0.0,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,0.0,CRU,,,,,,,,,,,,,,,,,,,,
142,-1.54,3,Gerson,2,True,283,Gerson Santos da Silva,gerson,9.25,89256,3,Gerson,0.2,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,1.87,CRU,3.0,4.0,,1.0,,,3.0,,1.0,,2.0,,,,,,,,,
143,-0.74,3,João Pedro,7,True,284,João Pedro Maturano dos Santos,joao-pedro,3.33,89273,3,J. Pedro,-0.6,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,0.4,GRE,1.0,2.0,,,,,4.0,,,,1.0,,,,,,,,,
144,0.77,3,Andreas Pereira,7,True,275,Andreas Hugo Hoelgebaum Pereira,andreas-pereira,17.92,89274,3,A. Pereira,14.9,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/PAL/FORMATO.png,12.7,PAL,4.0,1.0,1.0,,,,4.0,1.0,1.0,5.0,,,,,,,,,,
145,-1.56,3,William,2,True,283,Willian de Asevedo Furtado,william,9.29,89275,2,William,-0.3,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CRU/FORMATO.png,0.8,CRU,1.0,2.0,,,,,3.0,,,,,,,,,,,,,
146,0.0,3,Braithwaite,6,False,284,Martin Christensen Braithwaite,braithwaite,13.0,89368,0,Braithwaite,0.0,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,0.0,GRE,,,,,,,,,,,,,,,,,,,,
147,0.0,3,Igor Rabello,6,False,266,Igor Rabello da Costa,igor-rabello,5.0,89493,0,I. Rabello,0.0,3,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,0.0,FLU,,,,,,,,,,,,,,,,,,,,
148,0.0,3,Thiago Maia,6,False,285,Thiago Maia Alencar,thiago-maia,5.62,89637,1,T. Maia,0.0,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/INT/FORMATO.png,1.5,INT,1.0,,,,,,,,,,,,,,,,,,,
149,1.32,3,Lucho Acosta,7,True,266,Luciano Federico Acosta,lucho-acosta,12.22,89837,3,L. Acosta,10.6,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLU/FORMATO.png,9.6,FLU,8.0,3.0,2.0,,,,7.0,3.0,1.0,,,,,,,,,,,
150,0.76,3,Calleri,7,True,276,Jonathan Calleri,calleri,13.87,89840,3,Calleri,12.3,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/SAO/FORMATO.png,7.9,SAO,2.0,7.0,2.0,1.0,,,5.0,2.0,,,1.0,,,,,,,,,
151,0.0,3,Cristaldo,6,False,284,Franco Cristaldo,cristaldo,6.0,89846,0,Cristaldo,0.0,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,0.0,GRE,,,,,,,,,,,,,,,,,,,,
152,0.0,3,Dodi,6,False,284,Douglas Moreira Fagundes,dodi,4.3,89883,2,Dodi,0.0,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,0.05,GRE,1.0,1.0,,,,,3.0,,1.0,,,,,,,,,,,
153,-0.49,3,Everton Galdino,6,True,2305,Everton Galdino Moreira,everton-galdino,2.84,89918,3,E. Galdino,0.0,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/MIR/FORMATO.png,0.57,MIR,,1.0,,1.0,,,,,,,,,,,,,,,,
154,-0.28,3,Mendoza,7,True,293,John Stiven Mendoza Valencia,mendoza,7.5,90031,2,Mendoza,2.8,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CAP/FORMATO.png,5.5,CAP,1.0,1.0,1.0,,,,2.0,2.0,,,,,,,,,,,,
155,0.0,3,Bruno Pacheco,6,False,315,Bruno de Jesus Pacheco,bruno-pacheco,6.0,90061,0,B. Pacheco,0.0,2,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CHA/FORMATO.png,0.0,CHA,,,,,,,,,,,,,,,,,,,,
156,0.0,3,Bruno Henrique,6,False,262,Bruno Henrique Pinto,bruno-henrique,7.29,90285,2,B. Henrique,0.0,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/FLA/FORMATO.png,1.55,FLA,1.0,,,1.0,,,1.0,1.0,,,1.0,,,,,,,,,
157,2.4,3,Pedro Rocha,7,True,294,Pedro Rocha Neves,pedro-rocha,8.32,90302,3,P. Rocha,12.8,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/CFC/FORMATO.png,5.33,CFC,,5.0,1.0,3.0,,,6.0,6.0,1.0,,1.0,,,,,,,,,
158,0.0,3,David,6,False,267,David Corrêa da Fonseca,david,4.67,90309,1,David,0.0,5,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/VAS/FORMATO.png,1.2,VAS,,,,1.0,,,,,,,,,,,,,,,,
159,0.41,3,Matheus Pereira,7,True,264,Matheus Pereira da Silva,matheus-pereira,5.21,90370,2,M. Pereira,3.5,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/COR/FORMATO.png,1.6,COR,2.0,,,,,,2.0,1.0,,,,,,,,,,,,
160,0.0,3,Rezende,6,False,265,Júlio César de Rezende Miranda,rezende,3.0,90449,0,Rezende,0.0,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/BAH/FORMATO.png,0.0,BAH,,,,,,,,,,,,,,,,,,,,
161,-0.56,3,Arthur Melo,7,True,284,Arthur Henrique Ramos de Oliveira Melo,arthur-melo,9.87,90532,3,A. Melo,3.9,4,https://s3.glbimg.com/v1/AUTH_58d78b787ec34892b5aaa0c7a146155f/clubes_2026/silhuetas/GRE/FORMATO.png,5.2,GRE,8.0,9.0,,,,,3.0,,,,,,,,,,,,,
