"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","CA","FC","FF","FS","PE","RB","G","SG","FD","DD","GS","A","CV","I","FT","GC","PP","DP"
"341","Gustavo Henrique Vernes","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2016/05/01/b89def887a8c88677a346b6ef350770e_FORMATO.png",78248,6,"SAN","zag","Provável",4.4,3.64,0.46,1.02,5,2,4,2,2,5,6,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"342","Leandro Cordeiro de Lima Silva","Leandrinho","https://s.glbimg.com/es/sde/f/2016/05/01/d96d5abb87f737dbad1aa76ded5f4549_FORMATO.png",78235,6,"SAN","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","Miller Alejandro Bolaños Reasco","Miller Bolaños","https://s.glbimg.com/es/sde/f/2016/05/10/e06dcc7c5fd2af9342d95cf318b5f431_FORMATO.png",78371,6,"GRE","ata","Nulo",0,7.27,0,-2,2,NA,5,NA,2,5,NA,NA,NA,2,NA,NA,NA,NA,6,NA,NA,NA,NA
"344","Everaldo Stum","Everaldo",NA,78117,6,"STC","ata","Nulo",1.3,2.74,-0.03,0.67,3,NA,4,2,1,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","Edgardo Bauza","Edgardo Bauza","https://s.glbimg.com/es/sde/f/2016/05/01/f7cbafa3bccb36c5e875f5cb0480305b_FORMATO.png",78361,6,"SAO","tec","Provável",5.94,12.27,0.78,3.69,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","Douglas Ricardo Grolli","Douglas Grolli","https://s.glbimg.com/es/sde/f/2016/05/01/85751bb6bf154f66767689168ed965aa_FORMATO.png",78407,6,"PON","zag","Nulo",0,8.8,0,2.13,3,1,3,1,4,4,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","Willian Souza Arão da Silva","Willian Arão","https://s.glbimg.com/es/sde/f/2016/04/20/03bb5324d5512b7697e1020d78d05d2f_FORMATO.png",78478,6,"FLA","mei","Provável",1,14.9,-2.8,5.65,6,NA,4,6,4,25,16,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"348","Paulo Luiz Beraldo Santos","Paulinho","https://s.glbimg.com/es/sde/f/2016/05/01/f0e73e5e5dedab47653f0d447756e4f4_FORMATO.png",78578,6,"SAN","ata","Provável",12.1,5.38,2.97,2.7,6,1,4,3,5,16,7,1,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA
"349","Renê Rodrigues Martins","Renê","https://s.glbimg.com/es/sde/f/2016/05/01/1eac9f5c4053080a4a2e6359bd545014_FORMATO.png",78445,6,"SPO","lat","Provável",2.8,12.11,-1.65,3.35,6,1,3,1,4,29,18,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"350","Matheus Hanauer Bertotto","Matheus Bertotto","https://s.glbimg.com/es/sde/f/2016/04/30/a19301e531936888800e683671a9d6b7_FORMATO.png",78530,6,"INT","mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","Fábio Braga","Fábio Braga","https://s.glbimg.com/es/sde/f/2016/05/09/5eddcad1eddd78c80b25f9598bec3509_FORMATO.jpeg",78464,6,"COR","mei","Nulo",-0.5,1.41,-0.59,-0.5,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","Victor Vinícius Coelho dos Santos","Vitinho","https://s.glbimg.com/es/sde/f/2016/04/30/3d3d6c56c09cbb3c5faabff10e811d39_FORMATO.png",78435,6,"INT","ata","Provável",-1.4,9.21,-1.76,2.48,6,2,8,5,13,27,5,1,NA,1,NA,NA,1,NA,3,NA,NA,NA,NA
"353","Ramiro Moschen Benetti","Ramiro","https://s.glbimg.com/es/sde/f/2016/04/30/77a813684c8bec870853e82a9e5d8c78_FORMATO.png",78715,6,"GRE","mei","Provável",-2.1,7.55,-1.94,2.9,2,NA,6,NA,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","Sérgio Manoel Barbosa Santos","Sérgio Manoel","https://s.glbimg.com/es/sde/f/2015/05/05/00606c73204e895b38534f4f3ec6bd30_FORMATO.jpeg",78500,6,"CHA","mei","Nulo",0.8,2.5,-0.5,0.8,1,1,1,1,2,6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","Douglas Alan Schuck Friedrich","Douglas Friedrich","https://s.glbimg.com/es/sde/f/2016/04/01/1485ccf7bc8648ce9459935173d1d942_FORMATO.png",78584,6,"GRE","gol","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","Alan Cassio da Cruz","Alan Mineiro","https://s.glbimg.com/es/sde/f/2016/05/25/817bcc737122260ee5e51ef26227036d_FORMATO.jpeg",78765,6,"AME","mei","Nulo",0,6.92,0,-0.1,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"357","Gabriel Girotto Franco","Gabriel","https://s.glbimg.com/es/sde/f/2016/05/01/77d478fc6384356d3c3869a3d5688c99_FORMATO.png",78605,6,"PAL","mei","Contundido",0,16,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","Gabriel Bordinhão Gasparotto","Gabriel Gasparotto","https://s.glbimg.com/es/sde/f/2015/10/27/75e3bd8b3cd8668e829255e33d2d2d44_FORMATO.png",78839,6,"SAN","gol","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","Thiago dos Santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2016/05/01/a0829f0801ed8f6ec3f080d37c905d4f_FORMATO.png",78855,6,"PAL","mei","Nulo",0,6.18,0,6.05,2,1,5,NA,2,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360","Raphael David Thomaz","Raphinha","https://s.glbimg.com/es/sde/f/2016/05/30/d1ded0ddc810e7ee6c8579efdbaa1e42_FORMATO.png",78868,6,"INT","lat","Contundido",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361","Marcelo Augusto Mathias da Silva","Marcelo","https://s.glbimg.com/es/sde/f/2016/04/27/2ff3f8fd47b927f6e7aaefc9020fd98c_FORMATO.png",78895,6,"CHA","zag","Provável",2.9,7.85,0.11,3.1,6,NA,7,1,4,6,6,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362","Luiz Eduardo dos Santos Gonzaga","Dudu","https://s.glbimg.com/es/sde/f/2016/04/29/b704675962ac6d5e0b924179fd6b076c_FORMATO.png",78967,6,"FIG","ata","Provável",6.1,5.81,1.84,1.2,6,1,7,NA,14,9,2,NA,NA,2,NA,NA,NA,NA,1,1,NA,NA,NA
"363","Edson Kölln","Edson Kölln","https://s.glbimg.com/es/sde/f/2016/05/01/c36af0e7ee65907c7419352b5fbc6679_FORMATO.png",78979,6,"STC","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364","Rodrigo Dourado Cunha","Rodrigo Dourado","https://s.glbimg.com/es/sde/f/2016/04/30/125a07d72be4705ac75309652609a92e_FORMATO.png",78865,6,"INT","mei","Contundido",0,11,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365","Reinaldo Manoel da Silva","Reinaldo","https://s.glbimg.com/es/sde/f/2016/05/01/9fcbafd898a27f7ee27ac9c658b79f4e_FORMATO.png",78850,6,"PON","lat","Provável",0.2,13.27,-0.97,4.07,6,1,6,2,5,20,10,NA,1,NA,NA,NA,2,NA,1,NA,NA,NA,NA
"366","Moisés Ribeiro Santos","Moisés","https://s.glbimg.com/es/sde/f/2016/04/27/23000de814513259c7b14080e5957a10_FORMATO.png",78991,6,"CHA","mei","Provável",1.7,3.29,0.34,0.6,2,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367","Elisson Aparecido Rosa","Elisson","https://s.glbimg.com/es/sde/f/2016/05/25/3554792f7d6370422f0d6500155cbe09_FORMATO.jpeg",79048,6,"COR","gol","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"368","Tiago Pagnussat","Tiago ","https://s.glbimg.com/es/sde/f/2016/04/26/334b3b9b8036a87dfc2b71286be6e15e_FORMATO.png",79042,6,"ATL","zag","Provável",0.9,10.03,-1.17,4.42,5,NA,4,2,3,18,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"369","Eduardo Henrique da Silva","Eduardo","https://s.glbimg.com/es/sde/f/2016/05/09/87e35bd6199717635fc3e63b529f9977_FORMATO.png",78994,6,"ATL","mei","Nulo",0,7.26,0,3.3,2,1,3,NA,7,4,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","Juan Manuel Sánchez Miño","Sánchez Miño","https://s.glbimg.com/es/sde/f/2016/04/29/0ed2eefb12cc271701b5d07eb74239c7_FORMATO.png",79256,6,"CRU","lat","Nulo",0,4.73,0,2.15,4,1,5,2,5,23,3,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA
"371","Nery Bareiro","Nery Bareiro","https://s.glbimg.com/es/sde/f/2016/05/09/626dd23e9d5d7bad2b97174f912d48ba_FORMATO.jpeg",79276,6,"COR","zag","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","Luiz Felipe do Nascimento dos Santos","Luiz Felipe","https://s.glbimg.com/es/sde/f/2016/05/01/219ecaef93bd80a39957849e5c00a8ca_FORMATO.png",79035,6,"SAN","zag","Nulo",0,3.75,0,0.4,2,1,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","Roger Machado Marques","Roger Machado ","https://s.glbimg.com/es/sde/f/2016/04/30/fc8bf97ea73c1e25340aab3eea55ab35_FORMATO.png",79437,6,"GRE","tec","Provável",3.64,14.18,-0.16,5.24,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","Bruno Alexandre Marques Pereirinha","Bruno Pereirinha","https://s.glbimg.com/es/sde/f/2016/04/26/ee91ba67f57ac8cd752447e02b432bb6_FORMATO.png",79646,6,"ATL","lat","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375","Maikel Daniel Costa ","Daniel Costa","https://s.glbimg.com/es/sde/f/2016/05/01/2852685afd52f5ee15e93523ef2b5a6f_FORMATO.png",79077,6,"STC","mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376","Alex Roberto Santana Rafael ","Alex Muralha","https://s.glbimg.com/es/sde/f/2016/05/30/c3a1a9103a8737f15fd42e4bd9b7599b_FORMATO.png",79066,6,"FLA","gol","Dúvida",2.2,5.32,-0.72,3.7,3,NA,NA,NA,2,3,NA,NA,1,NA,4,3,NA,NA,NA,NA,NA,NA,NA
"377","Adilson dos Anjos Oliveira","Juninho","https://s.glbimg.com/es/sde/f/2016/05/25/e3006a21089ee8ff85bbb74e25ac3a76_FORMATO.jpeg",82381,6,"AME","mei","Provável",7.2,4.95,1.36,4.45,2,NA,4,1,1,5,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378","Marlon Santos da Silva Barbosa","Marlon Santos","https://s.glbimg.com/es/sde/f/2016/04/29/cc3b324e19a695a99c4e135c6ea837fe_FORMATO.png",80538,6,"FLU","zag","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","Douglas dos Santos Justino de Melo","Douglas Santos","https://s.glbimg.com/es/sde/f/2016/05/09/9f0bdd83abab57f4975c9902282e8a0a_FORMATO.png",79826,6,"ATL","lat","Nulo",0,13.11,0,1.7,1,NA,NA,2,1,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380","Antonio Carlos Cunha Capocasali Júnior","Antonio Carlos ","https://s.glbimg.com/es/sde/f/2016/05/13/0ecf2108bd8ddd8c2893b22ed1866b09_FORMATO.png",79702,6,"PON","zag","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","Joeliton Lima Santos","Mansur","https://s.glbimg.com/es/sde/f/2016/04/26/a1736bf3043f5d519fac6ef52552b618_FORMATO.png",79553,6,"ATL","lat","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382","Odair Souza ","Nenén","https://s.glbimg.com/es/sde/f/2016/04/27/67be98e46866be3009b7b0f33ec4222e_FORMATO.png",79892,6,"CHA","mei","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383","Fabiano Leissmann","Fabiano","https://s.glbimg.com/es/sde/f/2016/05/20/f4c81ee7ed80519ab5b636ea49368e6a_FORMATO.jpeg",79887,6,"PAL","lat","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384","Jadson Alves dos Santos","Jadson","https://s.glbimg.com/es/sde/f/2016/04/26/cf623dc4bea35280a581ad5c0125ba83_FORMATO.png",80129,6,"ATL","mei","Nulo",0,2.94,0,0,1,NA,2,NA,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385","Derivaldo Bezerra Cavalcante","Dedé","https://s.glbimg.com/es/sde/f/2016/05/01/87064726c04d87d41bc9c4cb05a913b3_FORMATO.png",80171,6,"STC","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386","Romário Correia de Souza","Romário","https://s.glbimg.com/es/sde/f/2016/04/19/d00d6026d2117a965f8cba4d7a298bfa_FORMATO.png",79954,6,"AME","ata","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","Cleberson Martins de Souza","Cleberson","https://s.glbimg.com/es/sde/f/2015/10/23/e756619fc21577a6e24f6b2599e9c8e7_FORMATO.png",80281,6,"ATL","zag","Contundido",0,0.92,0,-0.77,4,NA,1,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"388","Luciano da Rocha Neves","Luciano","https://s.glbimg.com/es/sde/f/2016/04/28/6489e4e072ac09e37fbab5b164be5115_FORMATO.png",80287,6,"COR","ata","Provável",1,4.71,-0.74,1.62,6,NA,7,5,10,8,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","Marcos Junio Lima dos Santos","Marcos Junior","https://s.glbimg.com/es/sde/f/2016/04/29/05a4d91c1c469c1d8f7bc682c5eb8e11_FORMATO.png",80188,6,"FLU","ata","Nulo",0,5.83,0,0.56,5,NA,1,1,3,6,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"390","Jocinei Schad ","Jocinei","https://s.glbimg.com/es/sde/f/2016/04/29/a024082765790c877c2ea92b8e918c43_FORMATO.png",80330,6,"FIG","mei","Nulo",0,8.02,0,2.78,4,NA,1,3,5,15,5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","Luiz Ricardo Alves","Sassá","https://s.glbimg.com/es/sde/f/2016/05/20/5c565cea17e3c15bc1b3b52893f19c4f_FORMATO.png",79578,6,"BOT","ata","Nulo",-0.3,3.78,-0.94,1.25,4,NA,5,2,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"392","Helton Brant Aleixo Leite","Helton Leite","https://s.glbimg.com/es/sde/f/2016/05/20/5fd57defcef29c5cd30495ee3eb4e67f_FORMATO.png",79973,6,"BOT","gol","Dúvida",-6,6.22,-1.61,2.33,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,8,NA,NA,NA,NA,NA,NA,NA
"393","Damián Emmanuel Lizio","Lizio","https://s.glbimg.com/es/sde/f/2016/05/20/66e6d57cbd8e83f278a7dabea1efed36_FORMATO.png",80224,6,"BOT","mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","Matheus Caldeira Vidotto de Oliveira","Matheus Vidotto","https://s.glbimg.com/es/sde/f/2016/04/28/5ba6bd006602bef7f0c43836645b49c3_FORMATO.png",80286,6,"COR","gol","Contundido",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","Arthur Caíke do Nascimento Cruz","Arthur ","https://s.glbimg.com/es/sde/f/2016/05/01/650ed6dcbbc7fac8feb6fdca3525c659_FORMATO.png",80337,6,"STC","ata","Provável",1.2,7.56,-0.06,3.53,6,1,7,3,7,13,5,2,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"396","Fábio Gonçalves","Fabinho","https://s.glbimg.com/es/sde/f/2016/05/10/41bf16a10372662163a828bfbe7880d6_FORMATO.png",80393,6,"INT","mei","Nulo",0,7.12,0,4.52,5,NA,9,NA,9,9,14,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA
"397","Edson Felipe da Cruz","Edson","https://s.glbimg.com/es/sde/f/2016/04/29/cbfa26086ef241df58aab4b320638112_FORMATO.png",80370,6,"FLU","mei","Provável",8.6,7.34,1.45,3.74,5,1,5,2,6,11,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398","Maicon da Silva Macedo","Maicon Silva","https://s.glbimg.com/es/sde/f/2016/05/01/7ba6e1abd795a473cd928b489b23352a_FORMATO.png",80431,6,"VIT","lat","Nulo",6.7,3,1.9,1.93,3,1,3,NA,2,6,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","Norberto Pereira Marinho Neto","Norberto ","https://s.glbimg.com/es/sde/f/2016/05/01/7020b210f29e4f813f0c395cc674d5bf_FORMATO.png",80374,6,"VIT","lat","Provável",9.8,4.52,2.4,2.07,3,1,3,NA,2,5,6,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"400","Alejandro Ariel Cabral","Ariel Cabral","https://s.glbimg.com/es/sde/f/2016/04/28/577df852683a65bd049469a520254155_FORMATO.png",80363,6,"CRU","mei","Nulo",0,6.91,0,0.08,4,1,6,1,2,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","Matheus Francisco Inácio","Matheus Inácio","https://s.glbimg.com/es/sde/f/2016/05/01/30cf7f0a43eef63c3dbb3271836e65c7_FORMATO.png",80394,6,"PON","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402","Marcos Garbellotto Pedroso","Marquinhos Pedroso","https://s.glbimg.com/es/sde/f/2016/04/29/37de3a15f91ef726f1204ad48c4d31c4_FORMATO.png",80552,6,"FIG","lat","Provável",-0.8,6.91,-1.02,2.68,6,1,18,NA,6,26,7,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"403","Pedro Tonon Geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2016/04/30/18ff4912170bfa6b768c963fe382259d_FORMATO.png",80853,6,"GRE","zag","Provável",11.7,21.58,1.96,7.2,6,1,9,2,5,16,13,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"404","Nixon Darlanio Reis Cardoso","Nixon","https://s.glbimg.com/es/sde/f/2016/04/20/621e77fb815325d47efca6e1d9d7dc82_FORMATO.png",80913,6,"FLA","ata","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","Johnath Marlone Azevedo da Silva","Marlone","https://s.glbimg.com/es/sde/f/2016/04/28/e9ebab6fd2406ef83d5358e1e50028db_FORMATO.png",80944,6,"COR","mei","Provável",0.5,2.74,-0.14,0.35,4,NA,1,1,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","Lucas Rafael Araujo Lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2016/05/01/99227d881a9f127bce3c284290295f02_FORMATO.png",80583,6,"SAN","mei","Nulo",0,20.03,0,0,1,NA,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","Renato Augusto Santos Junior","Renato","https://s.glbimg.com/es/sde/f/2016/05/24/db54a7b57cc179f65dbfb93f3227f966_FORMATO.png",80576,6,"FIG","mei","Nulo",-0.6,3.32,-0.18,-0.95,2,1,4,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","Ronaldo César Mendes de Medeiros","Ronaldo Mendes","https://s.glbimg.com/es/sde/f/2016/05/01/f0fe5370b9ecbdf0197334e098a036c2_FORMATO.png",81148,6,"SAN","mei","Nulo",0,7.16,0,2.13,3,1,4,2,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","Jair Rodrigues Júnior","Jair","https://s.glbimg.com/es/sde/f/2016/05/30/73bc4e0ece2cb92c6f184604d5960f46_FORMATO.png",81091,6,"INT","mei","Provável",-0.7,2.89,-1.11,-0.7,1,1,2,NA,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","Mayke Rocha de Oliveira","Mayke","https://s.glbimg.com/es/sde/f/2016/04/29/c5a87a4a3a57683de818658384dace69_FORMATO.png",81150,6,"CRU","lat","Nulo",0,13,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","Frickson Rafael  Erazo Vivero","Erazo","https://s.glbimg.com/es/sde/f/2016/05/09/8d1e5357a150ae34a3e7f1235bf81f8a_FORMATO.png",81223,6,"ATL","zag","Nulo",0,5.98,0,-0.4,1,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","Oswaldo José Henríquez Bocanegra","Oswaldo Henríquez","https://s.glbimg.com/es/sde/f/2016/05/01/49c33afe8104b8c052fd2c593fca02e5_FORMATO.png",81241,6,"SPO","zag","Contundido",0,5.58,0,0.57,3,NA,8,NA,2,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","Josué de Oliveira Almeida","Josué","https://s.glbimg.com/es/sde/f/2016/05/01/443cd145ec9c00b3135b3ffe62d9cd00_FORMATO.png",81543,6,"VIT","zag","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414","Alisson Euler de Freitas Castro","Alisson","https://s.glbimg.com/es/sde/f/2016/04/28/3da1167b31ce1acf558f1cf1c25d0597_FORMATO.png",81845,6,"CRU","ata","Nulo",3.8,9.75,0.49,1.9,2,NA,1,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415","Juan Ramón Cazares Sevillano","Cazares","https://s.glbimg.com/es/sde/f/2016/05/09/9cc66ac9c0e3b1aa96f2a58610743699_FORMATO.png",81682,6,"ATL","mei","Nulo",0,12.74,0,6.95,2,1,3,3,2,9,NA,2,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA
"416","Bruno dos Santos Nazário","Bruno Nazário","https://s.glbimg.com/es/sde/f/2016/04/28/b4a45b36ada00cfc0463d86b634ac479_FORMATO.png",81776,6,"CRU","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","Clayton Silveira da Silva","Clayton","https://s.glbimg.com/es/sde/f/2016/05/09/30b9de471ace5f9a5652b40f9530ef64_FORMATO.png",81770,6,"ATL","ata","Contundido",0,7.79,0,0.8,3,NA,1,5,3,20,2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"418","João Ricardo Riedi","João Ricardo","https://s.glbimg.com/es/sde/f/2016/05/09/a0bbd0dab2d8ed42d0781ece46879c2f_FORMATO.png",81881,6,"AME","gol","Provável",8,7.28,2.32,1.72,6,NA,NA,NA,NA,9,NA,NA,1,NA,8,8,NA,NA,NA,NA,NA,NA,NA
"419","Osman de Menezes Venâncio Junior","Osman","https://s.glbimg.com/es/sde/f/2016/05/09/a2bc2cdd8b33a4aaa476ae435462e576_FORMATO.png",81898,6,"AME","mei","Provável",9.6,9.79,0.67,6.5,2,NA,3,4,5,5,1,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA
"420","Igor de Carvalho Julião","Igor Julião","https://s.glbimg.com/es/sde/f/2016/06/06/78b1aa017a6f3df06040390396409685_FORMATO.png",81951,6,"FLU","lat","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","Weverton Almeida Santos","Ferrugem","https://s.glbimg.com/es/sde/f/2016/04/29/690d34559cb8d9e8163e4ea19e69d556_FORMATO.png",82128,6,"FIG","mei","Provável",4.4,3.79,0.87,1.42,6,2,8,1,8,17,7,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","Raphael Guimarães de Paula","Dodô","https://s.glbimg.com/es/sde/f/2016/04/29/73d2f99789d49931c8deea3969a3c2c3_FORMATO.png",84927,6,"FIG","mei","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","César Henrique Martins","César Martins","https://s.glbimg.com/es/sde/f/2016/04/20/4e6efee24b28c19cfc465c7b37db52e5_FORMATO.png",82403,6,"FLA","zag","Suspenso",-3.9,2.2,-1.67,-1.53,3,1,2,1,1,15,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"424","Jefferson Nogueira Junior","Jefferson","https://s.glbimg.com/es/sde/f/2016/04/29/faecdfd52dc96287891cb66037b09f3d_FORMATO.png",81950,6,"FIG","mei","Nulo",0,7.18,0,4.65,2,NA,2,NA,3,10,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"425","Christian Alberto Cueva Bravo","Cueva","https://s.glbimg.com/es/sde/f/2016/02/16/2608fd0d57c9b48d76dc8cc1eb249d06_FORMATO.png",82411,6,"SAO","ata","Nulo",0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
