"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","CA","FC","FD","FS","PE","RB","SG","FF","I","A","DD","GS","G","PP","FT","CV","DP","GC"
"173","Ernando Rodrigues Lopes","Ernando","https://s.glbimg.com/es/sde/f/2016/04/30/4281780d649686f58d2350aa3f372023_FORMATO.png",49651,2,285,"zag","Provável",2,8.47,0.31,3.05,2,1,1,NA,NA,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","Nílton Ferreira Júnior","Nilton","https://s.glbimg.com/es/sde/f/2016/04/30/249fed612a2888df8575c1a9be60b53a_FORMATO.png",38573,2,285,"mei","Nulo",2.9,5.19,0.19,2.9,1,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","Rodrigo Marcos dos Santos","Rodrigo Mancha","https://s.glbimg.com/es/sde/f/2016/05/01/28ca1fbce7ff092e6eebee52283a14f2_FORMATO.png",38579,2,292,"mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","Fernando Gabriel Vougado Ribeiro","Fernando Gabriel","https://s.glbimg.com/es/sde/f/2016/05/25/79bf6db900a9fc60d50a057d64a0b362_FORMATO.jpeg",49737,2,344,"mei","Provável",1,10.47,1.28,5.25,2,NA,1,1,2,8,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"177","Ricardo de Oliveira","Ricardo Oliveira","https://s.glbimg.com/es/sde/f/2016/05/01/04f2207e667b88e15a5ccdc893894a1f_FORMATO.png",38910,2,277,"ata","Contundido",0,28,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","Anderson Luís de Abreu Oliveira","Anderson","https://s.glbimg.com/es/sde/f/2016/04/30/782b68bfa6a0e5f34271aa9a00e550be_FORMATO.png",38852,2,285,"mei","Contundido",0,16,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","Renato Dirnei Florêncio","Renato","https://s.glbimg.com/es/sde/f/2016/05/01/49909c7b610545598b92f0e07bdee08e_FORMATO.png",38908,2,277,"mei","Provável",7.9,14.34,1.99,5.85,2,NA,NA,NA,NA,7,3,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"180","Leandro Domingues Barbosa","Leandro Domingues","https://s.glbimg.com/es/sde/f/2016/05/01/229b055bfda96bb451ff23fa36f34c4e_FORMATO.png",39144,2,287,"mei","Provável",13.2,9.37,4.81,6.2,2,NA,1,NA,2,2,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA
"181","Rafael Marques Mariano","Rafael Marques","https://s.glbimg.com/es/sde/f/2016/05/01/65ba6d104f9bf5f59b41bf5d109d9d3f_FORMATO.png",38957,2,275,"ata","Nulo",0.9,8.49,-0.11,2.8,2,NA,1,NA,NA,2,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"182","Jonas Jessué da Silva Júnior","Jonas","https://s.glbimg.com/es/sde/f/2016/05/09/12665443037abe696b9b0e8b793b4b9d_FORMATO.png",39152,2,327,"lat","Contundido",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","Vagner Carmo Mancini","Vagner Mancini","https://s.glbimg.com/es/sde/f/2016/05/01/96e491504eed845c49686d39f3ce056b_FORMATO.png",39850,2,287,"tec","Provável",4.09,3.26,1.59,2.18,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","Givanildo José de Oliveira","Givanildo Oliveira","https://s.glbimg.com/es/sde/f/2016/05/09/ae39e06fa42f6f7a31f44ec51a81fba6_FORMATO.png",39431,2,327,"tec","Provável",-0.39,4.23,-0.26,1.35,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","Levir Culpi","Levir Culpi","https://s.glbimg.com/es/sde/f/2016/04/29/ae267a00ae891c3954a903d5883dd354_FORMATO.png",40025,2,266,"tec","Provável",2.45,12.22,0.05,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","Osvaldo Lourenço Filho","Osvaldo","https://s.glbimg.com/es/sde/f/2016/04/29/a8b9e1fa95ea371a1fe20b43399b8389_FORMATO.png",42222,2,266,"ata","Provável",1.6,8.12,0.62,3.4,2,NA,1,1,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","Alessandro Beti Rosa","Magrão","https://s.glbimg.com/es/sde/f/2016/05/01/92fb599635a635bc3681d6d69f04489c_FORMATO.png",41218,2,292,"gol","Provável",1,6.8,0.18,2.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA
"188","Fernando Paixão da Silva","Fernando Bob","https://s.glbimg.com/es/sde/f/2016/04/30/2d7884d092837e8a2431feb597c5649c_FORMATO.png",42213,2,285,"mei","Provável",3.5,12.22,-0.06,3.6,2,1,4,1,3,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","Marcos Roberto da Silva Barbosa","Marquinhos","https://s.glbimg.com/es/sde/f/2016/04/29/b0d8a0ac72e4282897d8e69e4c670c2b_FORMATO.png",38515,2,316,"zag","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","Douglas dos Santos","Douglas","https://s.glbimg.com/es/sde/f/2016/04/30/769e4a5d5c29aacc6485e57746072683_FORMATO.png",38738,2,284,"mei","Provável",-0.6,8.97,-3.03,-0.6,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","William José de Souza","Amaral","https://s.glbimg.com/es/sde/f/2016/05/09/ebb1dc3dea737d824b387593ac26e716_FORMATO.jpeg",42232,2,294,"mei","Contundido",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","Dorival Silvestre Júnior","Dorival Júnior","https://s.glbimg.com/es/sde/f/2016/05/02/7c83e1833235983b8ce68b95d5c5ca75_FORMATO.png",40990,2,277,"tec","Provável",2.74,9.21,-0.32,2.35,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","Cássio Ramos","Cássio","https://s.glbimg.com/es/sde/f/2016/04/28/8d0f1d77fad8f00513e096df10da46e2_FORMATO.png",42234,2,264,"gol","Nulo",0,25,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","Alexi Stival","Cuca","https://s.glbimg.com/es/sde/f/2016/05/01/ffe92c9e05e8100cdb59ce176a5352f5_FORMATO.png",42411,2,275,"tec","Provável",0.44,12.74,-0.65,3.82,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","Victor Vinícius Coelho dos Santos","Vitinho","https://s.glbimg.com/es/sde/f/2016/04/30/3d3d6c56c09cbb3c5faabff10e811d39_FORMATO.png",78435,2,285,"ata","Provável",6.3,10.71,0.27,2.75,2,1,NA,NA,6,8,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"196","Willian Gomes de Siqueira","Willian","https://s.glbimg.com/es/sde/f/2016/04/29/ebeec9645240ab968fdbbb15f61f93e6_FORMATO.png",42116,2,283,"ata","Provável",0.6,14.06,-2.19,2.35,2,NA,3,1,6,3,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","Egídio de Araújo Pereira Júnior","Egídio","https://s.glbimg.com/es/sde/f/2016/05/01/208f53e7054acabd7a229fe523f020bf_FORMATO.png",42145,2,275,"lat","Provável",1,18.53,-1.84,4.35,2,NA,NA,1,3,13,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","Bruno Vieira do Nascimento","Bruno","https://s.glbimg.com/es/sde/f/2016/05/01/d2edee13739b924fb1847c5369f28455_FORMATO.png",42499,2,276,"lat","Nulo",-2.3,5.87,-3.13,-2.3,1,NA,2,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","Danny Bittencourt Morais","Danny Morais","https://s.glbimg.com/es/sde/f/2016/05/01/d58fc02548731386b20009a3a1d294ef_FORMATO.png",42247,2,344,"zag","Provável",-0.5,0.77,-1.36,-1.3,2,NA,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","Adenor Leonardo Bachi","Tite","https://s.glbimg.com/es/sde/f/2016/05/24/a668062aeb16e3694f688b0b293538af_FORMATO.png",45125,2,264,"tec","Provável",3.24,14.07,-0.39,3.95,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","Ricardo Gomes Raymundo","Ricardo Gomes","https://s.glbimg.com/es/sde/f/2016/05/22/2aa55bb880d01167a216961ab65a3245_FORMATO.png",41273,2,263,"tec","Provável",5.26,6.59,1.8,3.39,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","Júlio César Jacobi","Júlio César","https://s.glbimg.com/es/sde/f/2016/04/29/88d18a6c7e76b53f49c068867e67a91b_FORMATO.png",49673,2,266,"gol","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","Fabricio dos Santos Silva","Fabrício","https://s.glbimg.com/es/sde/f/2016/05/11/171a6a7d4871817e99d7d69098a772dc_FORMATO.jpeg",49674,2,275,"lat","Nulo",0,9,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","Wilson Rodrigues de Moura Júnior","Wilson","https://s.glbimg.com/es/sde/f/2016/04/28/451b957d5e77145a9740c1dd14e810fb_FORMATO.png",50284,2,294,"gol","Provável",-4,5.35,-2,0.5,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"205","Kleber Giacomace de Souza Freitas","Kleber","https://s.glbimg.com/es/sde/f/2016/04/28/3d30ea7a106ec16adcd2d114cd81b8ef_FORMATO.png",40179,2,294,"ata","Provável",5.6,20.21,-0.82,5.1,2,2,7,NA,5,5,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"206","Everton Cardoso da Silva","Everton","https://s.glbimg.com/es/sde/f/2016/04/20/837d4d1c4d5f3460f897e9a3689ab070_FORMATO.png",50301,2,262,"mei","Provável",-0.1,15.54,-0.93,4.65,2,1,3,NA,5,6,3,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"207","David Braz de Oliveira Filho","David Braz","https://s.glbimg.com/es/sde/f/2016/05/01/7bca046ddd8602f61aef411fe78c444b_FORMATO.png",50317,2,277,"zag","Provável",5.4,8.43,1.37,3.5,2,1,2,NA,1,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","Felipe Menezes Jácomo","Felipe Menezes","https://s.glbimg.com/es/sde/f/2016/05/01/d3e5fd4f04b0228f20ed0c104162bf46_FORMATO.png",50295,2,303,"mei","Nulo",0,4.93,0,1.7,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","Fagner Conserva Lemos","Fagner","https://s.glbimg.com/es/sde/f/2016/04/28/5d7d807595168812606d2dcce7462db9_FORMATO.png",42500,2,264,"lat","Provável",12.5,24.64,4.12,11.2,2,NA,2,NA,4,14,7,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"210","Elicarlos Souza Santos","Elicarlos","https://s.glbimg.com/es/sde/f/2016/04/29/c60e01cd155db8e33220d9f2a9027f44_FORMATO.png",50313,2,316,"mei","Provável",3.7,9.27,1.62,4.55,2,1,1,NA,1,5,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","Guilherme Milhomem Gusmão","Guilherme","https://s.glbimg.com/es/sde/f/2016/04/28/dffdad9720aa2f03053bdd0270fb8787_FORMATO.png",50294,2,264,"mei","Provável",7.3,14.01,0.92,4.55,2,NA,1,2,5,11,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"212","Everton Leandro dos Santos Pinto","Everton Santos","https://s.glbimg.com/es/sde/f/2016/04/29/1aaa0e9e35c2a6eb01c03b59b13b0d1c_FORMATO.png",50326,2,316,"ata","Contundido",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","Hudson Rodrigues dos Santos","Hudson","https://s.glbimg.com/es/sde/f/2016/05/01/953543bc5a15bdf924109b07ae3bf85d_FORMATO.png",50324,2,276,"mei","Contundido",1.6,6.13,-0.87,1.6,1,1,3,NA,2,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","Alan Kardec de Sousa Pereira Júnior","Alan Kardec","https://s.glbimg.com/es/sde/f/2016/05/01/077836a3746cb3cabb53890059f12ac9_FORMATO.png",50347,2,276,"ata","Provável",-0.6,4.17,-1.64,-0.35,2,NA,1,NA,2,3,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","Rafael Ramos de Lima","Rafael Lima","https://s.glbimg.com/es/sde/f/2016/04/27/6e9382dfa32bee612bc70217b093b2b6_FORMATO.png",50361,2,315,"zag","Provável",-0.3,6.5,-0.12,2.35,2,NA,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","Willian Thiego de Jesus","Thiego","https://s.glbimg.com/es/sde/f/2016/04/27/106a8b39bab2f5fc4f76145e87e57147_FORMATO.png",50393,2,315,"zag","Provável",0,1.76,0,-2.6,1,NA,4,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"217","Marcelo Oliveira Ferreira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2016/04/30/401897dab69a776fef1185ec3ba1b85f_FORMATO.png",50328,2,284,"lat","Provável",8.2,13.48,2.74,6.4,2,NA,6,NA,NA,9,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","Uendel Pereira Gonçalves","Uendel","https://s.glbimg.com/es/sde/f/2016/04/28/32ce15929c8ce3e8a780390968bf42cc_FORMATO.png",60852,2,264,"lat","Provável",7.7,10.45,2.58,5.2,2,NA,3,NA,1,11,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"219","Breno Vinicius Rodrigues Borges","Breno","https://s.glbimg.com/es/sde/f/2016/05/01/b7de8b8e99aca9df7de4c3f0097a939a_FORMATO.png",50408,2,276,"zag","Contundido",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","Everton Sousa Soares","Everton","https://s.glbimg.com/es/sde/f/2016/04/30/58142c7fcee7f7bbfc6d8a343b2a103f_FORMATO.png",86757,2,284,"ata","Dúvida",-0.1,2.66,-0.65,0.2,2,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","Carlos Cesar Neves","Carlos Cesar","https://s.glbimg.com/es/sde/f/2016/05/09/42de8657b853667a526244f2be9234aa_FORMATO.png",61211,2,282,"lat","Provável",0,8.09,0,7,1,NA,1,NA,NA,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","Lucas Macanhan Ferreira","Lucas Macanhan","https://s.glbimg.com/es/sde/f/2016/05/13/222c790995cc7292f07b0dc4db7cc5f4_FORMATO.png",86760,2,293,"gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","Sidcley Ferreira Pereira","Sidcley","https://s.glbimg.com/es/sde/f/2016/05/09/76b9cb2942f6965ee20898d648090291_FORMATO.png",86764,2,293,"lat","Provável",0.1,3.18,-1.01,-0.1,2,NA,1,1,NA,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","Anderson Angus Aquino","Anderson Aquino","https://s.glbimg.com/es/sde/f/2016/05/20/b0b4962c891176354de801debd50dcad_FORMATO.png",50413,2,263,"ata","Nulo",3.7,4.59,1.13,2.2,2,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA
"225","Reginaldo Lopes de Jesus","Reginaldo ","https://s.glbimg.com/es/sde/f/2016/05/09/7bd246c06b7a362d270670bb5ba707d5_FORMATO.jpeg",86820,2,294,"lat","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","Allan Vieira Reis","Allan ","https://s.glbimg.com/es/sde/f/2016/05/01/dfc551b1b4c6fb512cde5bc9b3c1e0b3_FORMATO.png",86779,2,344,"lat","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","José Welison da Silva","José Welison","https://s.glbimg.com/es/sde/f/2016/05/01/dbe064845aafa85bf15a1ca5262c97b9_FORMATO.png",86859,2,287,"mei","Nulo",0,1.3,-0.83,-0.55,2,1,2,NA,3,9,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","Luís Vinícius da Silva Matos","Vinicius","https://s.glbimg.com/es/sde/f/2016/05/01/ab01678926fd95682bf892aaa54316e9_FORMATO.png",86861,2,287,"zag","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","Raniel Santana de Vasconcelos","Raniel","https://s.glbimg.com/es/sde/f/2016/05/01/e7ceff2e61520cadab8d8f4f91831e02_FORMATO.png",86797,2,344,"mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","Bruno da Mota Miranda","Bruno Mota","https://s.glbimg.com/es/sde/f/2015/10/26/aa67c9f3b49a92291155fe8fce73e5a6_FORMATO.png",86765,2,293,"mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","Emerson Raymundo Santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2016/05/20/7743ec4420461e770a65425100024972_FORMATO.png",86972,2,263,"zag","Provável",0.7,4.18,-0.82,0.7,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","José Carlos Cracco Neto","Zeca","https://s.glbimg.com/es/sde/f/2016/05/01/b75497cbd7fdf4e7cc56e0a77979a9f7_FORMATO.png",87192,2,277,"lat","Provável",0.9,8.92,-1.08,1.75,2,1,3,1,2,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","Leonardo Cesar Jardim","Léo","https://s.glbimg.com/es/sde/f/2016/04/30/e393c92239428f76920973cf24b82073_FORMATO.png",87008,2,284,"gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","Anderson Ferreira da Silva","Pará","https://s.glbimg.com/es/sde/f/2016/05/13/9f1c6c480b33d74800262719ae9d7f6b_FORMATO.png",87213,2,293,"lat","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","Igor Brondani da Luz","Igor ","https://s.glbimg.com/es/sde/f/2016/04/27/9b0dc72678ed3d2a6171a25e0c4728dd_FORMATO.png",87201,2,315,"zag","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","Marcos do Nascimento Teixeira","Marcão","https://s.glbimg.com/es/sde/f/2015/03/04/8e31188bc019c51828bdbdf9d97ebefb_FORMATO.png",87267,2,293,"zag","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","Eduardo Augusto Baptista Miguel","Eduardo Baptista","https://s.glbimg.com/es/sde/f/2014/03/28/f0f2085b39b5c3d7a804aa369a856fa2_FORMATO.jpeg",87211,2,303,"tec","Provável",3.45,9.62,0.54,3.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","Pedro Henrique Ribeiro Gonçalves","Pedro Henrique","https://s.glbimg.com/es/sde/f/2016/04/28/d79ded1eae88c25646b800caa6438463_FORMATO.png",87225,2,264,"zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","Messias Rodrigues da Silva Júnior","Messias","https://s.glbimg.com/es/sde/f/2016/05/09/6068d0d51d95cf9603bbaf09042e0580_FORMATO.png",87402,2,327,"zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","Luan Guilherme de Jesus Vieira","Luan","https://s.glbimg.com/es/sde/f/2016/04/30/48dd7ee31224c5846fad2dbe7a73178c_FORMATO.png",86759,2,284,"ata","Provável",11.2,13.28,2.84,5.7,2,1,5,2,2,9,5,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"241","Guilherme Antonio Arana Lopes","Guilherme Arana","https://s.glbimg.com/es/sde/f/2016/04/28/791584b7c8c0a16ed8c52dc6c6821a90_FORMATO.png",87228,2,264,"lat","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","Gabriel Costa França","Gabriel","https://s.glbimg.com/es/sde/f/2016/05/09/08d7db2748121ab1683da235cfa4a04f_FORMATO.png",87393,2,282,"zag","Nulo",0,10.81,0,13.7,1,NA,1,NA,NA,3,3,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"243","Jonatan Ezequiel Cristaldo","Cristaldo","https://s.glbimg.com/es/sde/f/2016/05/01/9fad411cf18bdd76682bcfa1065f111a_FORMATO.png",87420,2,275,"ata","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","Allano Brendon de Souza Lima","Allano","https://s.glbimg.com/es/sde/f/2016/04/28/3085654af6c3a83e8e6538ac7bc78942_FORMATO.png",87391,2,283,"ata","Contundido",1.2,3.08,-0.08,0.75,2,NA,3,NA,3,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","Guilherme Gimenez de Souza","Gimenez","https://s.glbimg.com/es/sde/f/2016/04/27/4fdb59e5497a1dda24a3556643f0b8f6_FORMATO.png",87482,2,315,"lat","Provável",5.1,5.44,1.44,5.1,1,NA,1,NA,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","Matheus Reis de Lima","Matheus Reis","https://s.glbimg.com/es/sde/f/2016/05/18/387b0b86e4e4ab501930b6671e496c8f_FORMATO.jpeg",87486,2,276,"lat","Provável",0.5,5.39,0.54,2.55,2,1,2,1,1,6,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","Antônio Francisco Moura Neto","Neto Moura","https://s.glbimg.com/es/sde/f/2016/05/01/60b2f9caebf7a6d399c1ba73dff47b84_FORMATO.png",87742,2,292,"mei","Nulo",0,2.35,0,-0.8,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","Ewandro Felipe de Lima Costa","Ewandro","https://s.glbimg.com/es/sde/f/2016/04/26/56ad0ab89503a3a67b55fbb9699091ea_FORMATO.png",86842,2,293,"ata","Provável",4.9,6.09,0.8,2.05,2,NA,1,1,1,7,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"249","Vitor Frezarin Bueno","Vitor Bueno","https://s.glbimg.com/es/sde/f/2016/05/01/6a51ac71a5e8a928c9cf1b71c2db243b_FORMATO.png",87552,2,277,"mei","Provável",5,6.53,0.65,2,2,1,4,1,1,13,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"250","Yago Felipe da Costa Rocha","Yago","https://s.glbimg.com/es/sde/f/2016/04/29/9e75041c82af99e71fd7136bf58eb73d_FORMATO.png",87747,2,316,"mei","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","Giorgian Daniel de Arrascaeta Benedetti","Arrascaeta","https://s.glbimg.com/es/sde/f/2016/04/28/34e8365db550908af5ae08bc890c103c_FORMATO.png",87863,2,283,"mei","Provável",0.9,13.51,-3.49,0.9,1,NA,1,1,1,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","Tiago Machowski","Tiago","https://s.glbimg.com/es/sde/f/2016/04/30/5dd1148fbd2c5986525de747fb4ea80d_FORMATO.png",87611,2,284,"gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","Federico Gino Acevedo Fagundez","Federico Gino","https://s.glbimg.com/es/sde/f/2016/04/29/07f205bd47120a9677a25b343417f3e7_FORMATO.png",87860,2,283,"mei","Nulo",0.8,6.53,-1.47,0.8,1,NA,NA,1,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","Fabián Cornelio Balbuena González","Balbuena","https://s.glbimg.com/es/sde/f/2016/04/28/46ed32bd9a832044312ff5fad5d41e2e_FORMATO.png",87887,2,264,"zag","Nulo",-1,3.07,-1.19,-0.1,2,2,6,NA,1,7,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","Jorge Marco de Oliveira Moraes","Jorge","https://s.glbimg.com/es/sde/f/2016/04/20/fcce4bf95de7ba74ee7d3cee0dc27bd2_FORMATO.png",88065,2,262,"lat","Provável",2.2,20.45,0.23,7.35,2,NA,1,NA,3,5,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","Sergio Antonio Soler de Oliveira Junior","Serginho","https://s.glbimg.com/es/sde/f/2016/05/01/fa05ac08f743ed624141c8512c854926_FORMATO.png",88002,2,277,"mei","Nulo",0,2.35,0,0.2,1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","Gustavo Henrique Furtado Scarpa","Gustavo Scarpa","https://s.glbimg.com/es/sde/f/2016/04/29/6e433eb3cd2ccb3fe639c110479ebf7c_FORMATO.png",87999,2,266,"mei","Provável",7.9,14.74,2.31,6.4,2,NA,3,4,1,10,2,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
