"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","athletes$atletas$scout"
"253","Cícero Vítor dos Santos Júnior","Vítor","https://s.glbimg.com/es/sde/f/2016/05/01/bd08877b178e7710d61e0d39b377e6b8_FORMATO.png",68904,20,"STC","lat","Contundido",0,5.83,0,2.8,6,NA
"254","Marcos Gabriel do Nascimento","Marquinhos Gabriel","https://s.glbimg.com/es/sde/f/2016/05/29/57d1ab852a861c71835040390c9d2e02_FORMATO.png",68954,20,"COR","mei","Provável",0,11.16,0.03,3.32,20,NA
"255","Wallace Reis da Silva","Wallace Reis ","https://s.glbimg.com/es/sde/f/2016/06/20/0149296339f53174c5b3c3616589cfaa_FORMATO.png",68958,20,"GRE","zag","Provável",0,7.65,-0.39,5.67,8,NA
"256","Vinicius Santos Silva","Vinicius","https://s.glbimg.com/es/sde/f/2016/07/08/9b55779f76950e1b35075c2e116c649e_FORMATO.png",68917,20,"COR","ata","Nulo",0,7.26,-0.62,1.32,10,NA
"257","Anselmo de Moraes","Anselmo","https://s.glbimg.com/es/sde/f/2016/05/30/2f8c0b4d1c1f63e92bcc75405c0d7b8b_FORMATO.png",68910,20,"INT","mei","Contundido",0,3.88,0,0.86,7,NA
"258","João Carlos Heidemann","João Carlos","https://s.glbimg.com/es/sde/f/2016/05/01/9077233b11a95f6bd025bdb11a2dff05_FORMATO.png",69010,20,"PON","gol","Nulo",0,5.93,0,0.29,17,NA
"259","Diego Souza de Andrade","Diego Souza","https://s.glbimg.com/es/sde/f/2016/05/01/4ca75c7b4c6ef9d48c9ffe43f89b8f78_FORMATO.png",68911,20,"SPO","mei","Contundido",0,18.36,0.18,5.53,19,NA
"260","Hélio Hermito Zampier Neto","Neto","https://s.glbimg.com/es/sde/f/2016/04/27/f217614f7ad8e77684e58501d147fa3a_FORMATO.png",69008,20,"CHA","zag","Contundido",0,6,0,0,0,NA
"261","João Vitor Lima Gomes","João Vitor","https://s.glbimg.com/es/sde/f/2016/05/01/d6a6be346384e5f7c86d506269113cce_FORMATO.png",68987,20,"PON","mei","Provável",0,3.72,-0.77,2.61,18,NA
"262","Giovanni Aparecido Adriano dos Santos","Giovanni","https://s.glbimg.com/es/sde/f/2016/04/26/f745425654d63329f97ee5ccbc96c958_FORMATO.png",68979,20,"ATL","gol","Nulo",0,2,0,0,0,NA
"263","Tiago Real do Prado","Tiago Real","https://s.glbimg.com/es/sde/f/2016/05/01/652325806fdb7634f63478c0f8dd9476_FORMATO.png",70058,20,"VIT","mei","Nulo",0,0.98,0,0.02,13,NA
"264","Aderbar Melo dos Santos Neto","Santos","https://s.glbimg.com/es/sde/f/2016/04/26/20321f246fed8cd6cbb3ca00d4bccbaa_FORMATO.png",69012,20,"ATL","gol","Provável",0,2.47,-0.82,3.57,3,NA
"265","Manoel Messias Silva Carvalho","Manoel","https://s.glbimg.com/es/sde/f/2016/04/29/34d00289aba9d71e705b5b7a470861b8_FORMATO.png",69014,20,"CRU","zag","Provável",0,8.44,-0.12,1.68,4,NA
"266","Deivid Willian da Silva","Deivid","https://s.glbimg.com/es/sde/f/2016/04/26/aac414140b92bc24d03ba749480a7885_FORMATO.png",69018,20,"ATL","mei","Contundido",0,7.98,0,5.28,8,NA
"267"," Bruno Paulo Machado Barbosa","Bruno Paulo","https://s.glbimg.com/es/sde/f/2016/06/28/17665c5b4fb83374fcb951213312ee7a_FORMATO.jpeg",68918,20,"COR","ata","Nulo",0,4,0,0,0,NA
"268","Eduardo Pereira Rodrigues","Dudu","https://s.glbimg.com/es/sde/f/2016/05/01/55ac49c2d9ae816cb60473b12ff0fa2c_FORMATO.png",68920,20,"PAL","ata","Provável",0,14,0.08,4.57,17,NA
"269","George Leandro Abreu de Lima","Leandrinho","https://s.glbimg.com/es/sde/f/2016/05/01/ed3bfa529f985a1a31005fc093a47854_FORMATO.png",68924,20,"STC","mei","Nulo",0,3.15,0,0.82,5,NA
"270","Marcelo Cirino da Silva","Marcelo Cirino","https://s.glbimg.com/es/sde/f/2016/04/20/befdd6c23949a4ebede804fac2e92ec7_FORMATO.png",69022,20,"FLA","ata","Nulo",0,6.05,0.21,1.22,18,NA
"271","Welker Marçal de Almeida","Kieza","https://s.glbimg.com/es/sde/f/2016/05/01/5fc52cff976d5418e122423e959ab59c_FORMATO.png",68930,20,"VIT","ata","Provável",0,15.48,-0.84,3.1,19,NA
"272","Renan Ribeiro","Renan Ribeiro","https://s.glbimg.com/es/sde/f/2016/05/01/443bbaa43b246a9ce7d8a4e682ed4af6_FORMATO.png",68932,20,"SAO","gol","Contundido",0,11.54,0,10.7,1,NA
"273","Leonardo Fabiano da Silva e Silva","Leonardo Silva","https://s.glbimg.com/es/sde/f/2016/04/26/7344204cd574e7abe17afe45a20f8fa3_FORMATO.png",68925,20,"ATL","zag","Provável",0,18.22,0.31,3.39,14,NA
"274","Vladimir Orlando Cardoso de Araújo Filho","Vladimir","https://s.glbimg.com/es/sde/f/2016/05/01/961c8216a0f294aa3cfbee03eaa996db_FORMATO.png",69040,20,"SAN","gol","Nulo",0,4.45,2.4,4.5,2,NA
"275","Ronaldo Conceição Silveira","Ronaldo","https://s.glbimg.com/es/sde/f/2016/07/07/690bc3c884d9d438461ecf7b43158615_FORMATO.png",69042,20,"ATL","zag","Provável",0,2.41,0,0.3,2,NA
"276","Antônio de Moura Carvalho","Tony","https://s.glbimg.com/es/sde/f/2016/05/09/e4f60ef78fb4a9e7a51283c27afb5ed2_FORMATO.png",69033,20,"AME","mei","Contundido",0,6.13,0,0.25,2,NA
"277","Paulo Roberto da Silva","Paulo Roberto","https://s.glbimg.com/es/sde/f/2011/08/12/383b871472294fc18ceeee9621c73e90_FORMATO.jpeg",69047,20,"SPO","mei","Nulo",0,2.26,-0.45,0.2,2,NA
"278","Giovanni Augusto Oliveira Cardoso","Giovanni Augusto","https://s.glbimg.com/es/sde/f/2016/04/28/9930f715c0d34977f60c416dc3311aca_FORMATO.png",68938,20,"COR","mei","Nulo",0,7.08,0.06,2.47,19,NA
"279","Ronaldo Luiz Alves","Ronaldo Alves","https://s.glbimg.com/es/sde/f/2016/07/08/b5631b95dc105cd68b154bfaa21ecf74_FORMATO.png",68950,20,"SPO","zag","Provável",0,5.39,0.67,1.15,6,NA
"280","Josimar Rosado da Silva Tavares","Josimar","https://s.glbimg.com/es/sde/f/2016/04/27/8e02fb0168f097a88bcdc53ad79d10c9_FORMATO.png",68951,20,"CHA","mei","Nulo",0,5.95,-0.54,1.85,18,NA
"281","Pablo Felipe Teixeira","Pablo","https://s.glbimg.com/es/sde/f/2016/05/13/dcbc1e5b5b31f9b10ace5cfafebf0281_FORMATO.png",69138,20,"ATL","ata","Contundido",0,2.87,0,1.69,17,NA
"282","Jesús Alberto Dátolo","Dátolo","https://s.glbimg.com/es/sde/f/2016/05/09/239256565e0ff6b9efba203f7ba1648e_FORMATO.png",69240,20,"ATL","mei","Nulo",0,3.38,0,1.22,4,NA
"283","Mário Sérgio Santos Costa","Marinho","https://s.glbimg.com/es/sde/f/2016/05/01/fd249ecee00ebf56d13d770212e144b4_FORMATO.png",68952,20,"VIT","ata","Provável",0,15.21,1.06,4.85,13,NA
"284","Leandro Damião da Silva dos Santos","Leandro Damião","https://s.glbimg.com/es/sde/f/2016/07/14/d532ea9ded0a3ae3294ef61dab4d2630_FORMATO.png",68953,20,"FLA","ata","Provável",0,7.36,-1.64,0.4,1,NA
"285","Danilo Fernandes Batista","Danilo Fernandes","https://s.glbimg.com/es/sde/f/2016/05/30/8099f366cc8319b88e07c75b7f584000_FORMATO.png",69051,20,"INT","gol","Dúvida",0,12.24,0,5.33,9,NA
"286","Leonardo Moreira Morais","Léo","https://s.glbimg.com/es/sde/f/2016/05/13/eac8265d35cda412d31cdfb857c0d6a8_FORMATO.png",69177,20,"ATL","lat","Suspenso",0,3.85,-0.5,3.23,15,NA
"287","Lucas Ramón Barrios Arioli","Lucas Barrios","https://s.glbimg.com/es/sde/f/2016/05/01/b6083d1f02d4eda13d90b3295c7d762e_FORMATO.png",69282,20,"PAL","ata","Contundido",0,8.61,0,1.85,6,NA
"288","Alan Santos da Silva","Alan Santos","https://s.glbimg.com/es/sde/f/2016/04/28/2e4514e1250273c20db6d592604c3980_FORMATO.png",70132,20,"COR","mei","Contundido",0,4.3,0,1.08,9,NA
"289","Mark Dennis González Hoffman","Mark González","https://s.glbimg.com/es/sde/f/2016/05/01/d82ce312711b6593512e43da7278f716_FORMATO.png",69343,20,"SPO","mei","Nulo",0,6.57,0,2,7,NA
"290","Francisco Jackson Menezes da Costa","Jackson Caucaia","https://s.glbimg.com/es/sde/f/2016/04/29/7508fb275c4f7e3c1c188cb14e6042ce_FORMATO.png",70162,20,"FIG","mei","Provável",0,1.19,0,-0.01,7,NA
"291","Ederson Honorato Campos","Ederson","https://s.glbimg.com/es/sde/f/2016/04/20/1d9d7ea2e5f74e2e387f2dca630e0ade_FORMATO.png",70173,20,"FLA","mei","Contundido",0,6.55,0,2.81,8,NA
"292","Dener Assunção Braz","Dener Assunção","https://s.glbimg.com/es/sde/f/2016/05/09/c1dc24221559e1c2e717f8b7b091a8fe_FORMATO.png",69782,20,"CHA","lat","Nulo",0,9.08,0.21,3.2,14,NA
"293","Reinaldo Manoel da Silva","Reinaldo","https://s.glbimg.com/es/sde/f/2016/05/01/9fcbafd898a27f7ee27ac9c658b79f4e_FORMATO.png",78850,20,"PON","lat","Provável",0,16.17,1.17,4.88,19,NA
"294","Luis Gustavo de Almeida Pinto","Gustavo","https://s.glbimg.com/es/sde/f/2016/05/01/8670518bbe0da97cf0ecd2545901cbe3_FORMATO.png",70216,20,"VIT","gol","Nulo",0,1,0,0,0,NA
"295","Luis Manuel Seijas Gunther","Seijas","https://s.glbimg.com/es/sde/f/2016/06/20/3e2a067a2428412e93ec2e40d38c5441_FORMATO.png",70742,20,"INT","mei","Provável",0,6.64,-2.11,3.55,6,NA
"296","Eduardo Colcenti Antunes","Eduardo Sasha","https://s.glbimg.com/es/sde/f/2016/04/30/50fc5a7dc8dc2fa1c53d34cc6e432d9a_FORMATO.png",70360,20,"INT","ata","Provável",0,11.73,0.06,3.91,18,NA
"297","Alejandro Martinuccio","Martinuccio","https://s.glbimg.com/es/sde/f/2016/05/13/20b1ddd7637df6e54328b6dc072a042d_FORMATO.png",70759,20,"CHA","mei","Nulo",0,3.97,1.42,2.25,6,NA
"298","Victor Ferraz Macedo","Victor Ferraz","https://s.glbimg.com/es/sde/f/2016/05/01/58576d141c8216fac9dedb1df391d5e8_FORMATO.png",70046,20,"SAN","lat","Provável",0,15.74,0.57,4.3,20,NA
"299","Guilherme Cruz de Mattis","Guilherme Mattis","https://s.glbimg.com/es/sde/f/2016/05/01/1105ff5e53bb88916425c5e78fa5d912_FORMATO.png",70111,20,"VIT","zag","Contundido",0,4,0,0,0,NA
"300","Rhayner Santos Nascimento","Rhayner","https://s.glbimg.com/es/sde/f/2016/05/01/2001d7464e28233b6e75ad7438938946_FORMATO.png",70874,20,"PON","ata","Dúvida",0,5.12,0,4.02,8,NA
"301","Felipe da Silva Amorim","Felipe Amorim","https://s.glbimg.com/es/sde/f/2016/07/08/07fbd91aba6f96e38615759a0d94bfdb_FORMATO.png",71040,20,"COR","mei","Nulo",0,3.66,0,0.69,9,NA
"302","Sidney Aparecido Ramos da Silva","Sidão","https://s.glbimg.com/es/sde/f/2016/06/28/84bef351e001d5327882f9d3459753b6_FORMATO.jpeg",70222,20,"BOT","gol","Provável",0,6.87,2.41,2.95,13,NA
"303","Diogo Barbosa Mendanha","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2016/05/20/796d3a86989d174e93697441c578060a_FORMATO.png",70916,20,"BOT","lat","Provável",0,6.86,2.04,3.65,13,NA
"304","Leonardo da Silva Vieira","Leo","https://s.glbimg.com/es/sde/f/2016/05/01/7bcc0c5b9e4c9b0a22e83d8c52382047_FORMATO.png",71043,20,"SAO","gol","Nulo",0,2,0,0,0,NA
"305","Federico Mancuello","Mancuello","https://s.glbimg.com/es/sde/f/2016/04/20/56c602db5b9e9e214d08e8ada1cbeac6_FORMATO.png",71066,20,"FLA","mei","Provável",0,8.81,-1.38,2.86,13,NA
"306","Guilherme Ferreira Pinto","Negueba","https://s.glbimg.com/es/sde/f/2016/07/13/42a0bf406c4f0b23b08edea3cded6132_FORMATO.png",70929,20,"GRE","ata","Contundido",0,9.08,0,2.61,9,NA
"307","Vander Luiz Silva Souza","Vander","https://s.glbimg.com/es/sde/f/2016/05/01/7867f0cf1aa4fe2d5dbaf18879a71d74_FORMATO.png",71117,20,"VIT","ata","Provável",0,3.03,-0.15,2.75,15,NA
"308","Leonardo Cittadini","Léo Cittadini","https://s.glbimg.com/es/sde/f/2016/05/01/7e06957c4b368ad203c4ec6b29e6f8e7_FORMATO.png",70986,20,"SAN","mei","Provável",0,6.85,0.91,4.86,10,NA
"309","Bruno Henrique Corsini","Bruno Henrique","https://s.glbimg.com/es/sde/f/2016/04/28/babefb476c0292044ff5aec58dbf4331_FORMATO.png",70944,20,"COR","mei","Provável",0,16.44,-0.97,5.92,20,NA
"310","Thiago Henrique Mendes Ribeiro","Thiago Mendes","https://s.glbimg.com/es/sde/f/2016/05/01/7bffad216f281ba79db7820b8448dae1_FORMATO.png",71123,20,"SAO","mei","Suspenso",0,7.02,-0.21,2.67,15,NA
"311","Lucas de Lacerda Lima Gonçalves","Lucas Zen","https://s.glbimg.com/es/sde/f/2016/05/20/14f0a0139f67b5fa5d93fdf50daac1cc_FORMATO.png",71032,20,"BOT","mei","Nulo",0,2,0,0,0,NA
"312","Vinícius Goes Barbosa de Souza","Vinícius","https://s.glbimg.com/es/sde/f/2016/05/12/05661d7467e22d993beb49ff4f16d292_FORMATO.png",71162,20,"ATL","mei","Nulo",0,6.89,0,1.88,15,NA
"313","Roberto Heuchayer Santos de Araújo","Roberto","https://s.glbimg.com/es/sde/f/2016/05/23/bf2a41ba291c00b6fcda3fa89c47341d_FORMATO.jpeg",71116,20,"STC","lat","Nulo",0,1.46,0,0.34,5,NA
"314","Kelvin Mateus de Oliveira","Kelvin","https://s.glbimg.com/es/sde/f/2016/05/01/add22040f29ff17ef48edd7a588ec18c_FORMATO.png",71549,20,"SAO","ata","Provável",0,7.27,-0.87,3,14,NA
"315","Gabriel Rybar Blos","Gabriel","https://s.glbimg.com/es/sde/f/2015/10/28/edbd026bc7f3e8c24d3a4375ed7a3753_FORMATO.jpeg",71572,20,"GRE","zag","Nulo",0,3,0,0,0,NA
"316","Maicon Pereira Roque","Maicon","https://s.glbimg.com/es/sde/f/2016/05/01/f3000bd2b412a315dad8796d7080a492_FORMATO.png",71227,20,"SAO","zag","Provável",0,9.54,0.75,3.6,17,NA
"317","Marcelo Augusto Mathias da Silva","Marcelo","https://s.glbimg.com/es/sde/f/2016/04/27/2ff3f8fd47b927f6e7aaefc9020fd98c_FORMATO.png",78895,20,"CHA","zag","Contundido",0,7.33,0,2.52,12,NA
"318","Fernando Miguel Kaufmann","Fernando Miguel","https://s.glbimg.com/es/sde/f/2016/05/01/244c756424bb69d9104ec60154e70104_FORMATO.png",71571,20,"VIT","gol","Provável",0,4.64,-2.37,2.7,15,NA
"319","Henrique Mendonça Mattos","Henrique Mattos","https://s.glbimg.com/es/sde/f/2016/05/01/04bdd81558e68c5ba51d9e30adf14432_FORMATO.png",71593,20,"SPO","zag","Nulo",0,1,0,0,0,NA
"320","Weverton Pereira da Silva","Weverton","https://s.glbimg.com/es/sde/f/2016/04/26/386ce16d188cfb28ca24b64d8b15c15c_FORMATO.png",71631,20,"ATL","gol","Nulo",0,4.55,0,2.07,17,NA
"321","Luiz Eduardo Rodrigues","Luiz Eduardo","https://s.glbimg.com/es/sde/f/2016/05/01/a01c478ec41b0544e92efc2347a70703_FORMATO.png",71603,20,"SAO","zag","Nulo",0,2,0,0,0,NA
"322","Michael Javier Ortega Dieppa","Michael Ortega","https://s.glbimg.com/es/sde/f/2016/04/29/40e196e024c00c42e663bdeadb83f3cb_FORMATO.png",71707,20,"FIG","mei","Nulo",0,2.5,0,0.28,5,NA
"323","Diego Torres de Almeida","Diego Torres ","https://s.glbimg.com/es/sde/f/2012/01/11/2f0b7eae2e5c90f7d2a6ca4f8634f87e_FORMATO.jpeg",71656,20,"FIG","mei","Nulo",0,4,0,0,0,NA
"324","Gustavo Leonardo Cuellar Gallego","Cuéllar","https://s.glbimg.com/es/sde/f/2016/04/20/70be612c84779f7f9acb60fe5519ec8c_FORMATO.png",71709,20,"FLA","mei","Provável",0,12.04,0,2.22,11,NA
"325","Jorge Miguel Ortega Salinas","Jorge Ortega","https://s.glbimg.com/es/sde/f/2016/07/08/1544eec869c887062706bce3dd4e6f8e_FORMATO.png",71694,20,"COR","ata","Nulo",0,4.14,0,2.38,4,NA
"326","Agenor Detofol","Agenor","https://s.glbimg.com/es/sde/f/2016/07/12/b3b2f4d5febfcebd9c61128f21c52535_FORMATO.png",71724,20,"SPO","gol","Nulo",0,3.02,0,-1.1,3,NA
"327","Renato Escobar Baruffi","Bady","https://s.glbimg.com/es/sde/f/2016/04/29/86021128208f5dddbdf8cfee7d06b136_FORMATO.png",71778,20,"FIG","mei","Nulo",0,7.8,-0.32,1.8,17,NA
"328","Yago Fernando da Silva","Yago","https://s.glbimg.com/es/sde/f/2016/04/28/53f6ff2a12e40b6f8dd49aef0978f58e_FORMATO.png",77500,20,"COR","zag","Provável",0,10,-0.18,1.22,9,NA
"329","Elton Junior Melo Ataíde","Elton","https://s.glbimg.com/es/sde/f/2016/05/01/c368a9b94aee7c5cb8cfbf17493fb20a_FORMATO.png",71719,20,"PON","mei","Nulo",0,6.26,0,-1.3,1,NA
"330","Bruno Medeiros Grassi","Bruno Grassi","https://s.glbimg.com/es/sde/f/2016/04/30/e11b5f17e91f0b101c1a042a938318d6_FORMATO.png",71818,20,"GRE","gol","Nulo",0,4.69,0,3.67,3,NA
"331","Ocimar de Almeida Júnior ","Júnior Urso ","https://s.glbimg.com/es/sde/f/2016/04/26/b4f69a6fdc9b16887143827898490777_FORMATO.png",71829,20,"ATL","mei","Contundido",0,13.68,0,4.98,13,NA
"332","Thiago Galhardo do Nascimento Rocha","Thiago Galhardo","https://s.glbimg.com/es/sde/f/2016/07/08/3674a60c6ccab36420ae666f4e139fde_FORMATO.jpeg",71844,20,"PON","mei","Nulo",0,4.84,0,1.68,12,NA
"333","Maurício Azevedo Alves","Amaral","https://s.glbimg.com/es/sde/f/2016/05/01/240c600fd391768b337710d0c00f742c_FORMATO.png",72071,20,"VIT","mei","Nulo",0,6.19,0,1.95,15,NA
"334","Renan de Oliveira Fonseca","Renan Fonseca","https://s.glbimg.com/es/sde/f/2016/05/20/8a933b2d225a7b56e6267a2148ab68d0_FORMATO.png",72037,20,"BOT","zag","Provável",0,3.04,0.37,1.14,13,NA
"335","Uillian Correia Granemann","Uillian Correia","https://s.glbimg.com/es/sde/f/2016/05/01/10d10d398f850bd63c86f958c7f28a2e_FORMATO.jpeg",72007,20,"STC","mei","Provável",0,8.76,0.52,1.56,16,NA
"336","João Paulo Mior","João Paulo","https://s.glbimg.com/es/sde/f/2016/05/01/8113dcced21a9f08cfe758943519c15a_FORMATO.png",72168,20,"STC","mei","Provável",0,7.57,-0.25,3.26,17,NA
"337","Bruno Eduardo de Moraes","Bruno Moraes","https://s.glbimg.com/es/sde/f/2016/05/01/f4731774096a0926ebfb7194d29f9ae8_FORMATO.png",71915,20,"STC","ata","Nulo",0,3.1,0,0.62,9,NA
"338","Wellington do Nascimento Silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2016/04/29/e5440de7bae253c68911195524c51b6a_FORMATO.png",71892,20,"FLU","lat","Provável",0,12.77,1.24,5.56,15,NA
"339","Tiago da Costa Silva","Tiago Costa","https://s.glbimg.com/es/sde/f/2016/05/01/528278a57134fbffc414225c38342b02_FORMATO.png",71885,20,"STC","lat","Provável",0,8.46,1.53,3.55,16,NA
"340","Giovanni Palmieri dos Santos","Giovanni","https://s.glbimg.com/es/sde/f/2016/04/29/d954165fc5e9964dc562fb2abafc176f_FORMATO.png",72097,20,"FLU","lat","Nulo",0,6.38,0,2.26,8,NA
"341","Jailson Marcelino dos Santos","Jailson","https://s.glbimg.com/es/sde/f/2016/05/01/eefe06604642d12c5a4a811575872536_FORMATO.png",72290,20,"PAL","gol","Provável",0,3.94,0.99,8.7,2,NA
"342","Ayrton Luis Ganino","Ayrton","https://s.glbimg.com/es/sde/f/2016/07/07/72bdc4c31f264929d3f8863d16df6d62_FORMATO.png",72334,20,"FIG","lat","Provável",0,10.23,0,4.71,14,NA
"343","Luis Carlos Ruiz Morales","Luis Ruiz","https://s.glbimg.com/es/sde/f/2014/10/16/06535e62d6a30195fbef7bbbc9571540_FORMATO.jpeg",72886,20,"SPO","ata","Nulo",0,3,0,0,0,NA
"344","Paulo Cezar Magalhães Lobos","Paulo Cezar","https://s.glbimg.com/es/sde/f/2016/04/30/c1672b9c587a6a33d10e5bf33db00999_FORMATO.png",72896,20,"INT","lat","Nulo",0,3.79,0,3.35,2,NA
"345","Rodrigo Oliveira Lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2016/05/20/1cfe544293261682171b21a47393cd7a_FORMATO.png",72362,20,"BOT","mei","Provável",0,12.87,-1.77,5.16,11,NA
"346","Mike dos Santos Nenatarvicius","Mike","https://s.glbimg.com/es/sde/f/2016/07/12/a33842c75ada33b39286b16f8025f0d7_FORMATO.jpeg",72389,20,"INT","ata","Nulo",0,2.79,0,1.7,1,NA
"347","Renê dos Santos Júnior","Renê Júnior","https://s.glbimg.com/es/sde/f/2016/07/08/f9dccfcf64eba1da00b352341a1ac60f_FORMATO.png",73281,20,"PON","mei","Nulo",0,3.85,0,0.91,11,NA
"348","Frederico Burgel Xavier ","Fred","https://s.glbimg.com/es/sde/f/2016/04/30/ded85791904973e78a63259219ccdc59_FORMATO.png",72490,20,"GRE","zag","Nulo",0,12.63,0,3.49,9,NA
"349","Jakson Ragnar Follmann ","Follmann ","https://s.glbimg.com/es/sde/f/2016/06/30/c3eee6d0b0f223215c2ac42be641647b_FORMATO.png",72488,20,"CHA","gol","Nulo",0,2,0,0,0,NA
"350","Argélico Fucks","Argel Fucks","https://s.glbimg.com/es/sde/f/2016/07/13/0c678ec28cd7442fd6c177184426105f_FORMATO.png",73317,20,"FIG","tec","Provável",0,10.4,-0.73,3.23,19,NA
"351","Cesar Iván Benitez","César Benítez","https://s.glbimg.com/es/sde/f/2016/07/07/ad2c349e6d6fb30277a07d8a145d3839_FORMATO.png",72932,20,"COR","lat","Provável",0,2.6,0,0.25,4,NA
"352","William Amorim Martins de Menezes","William Menezes","https://s.glbimg.com/es/sde/f/2015/10/30/1c660df5f3b044883c90029d2cfeef51_FORMATO.png",72603,20,"COR","gol","Nulo",0,2,0,0,0,NA
"353","Weverson Leandro Oliveira Moura","Leandro","https://s.glbimg.com/es/sde/f/2016/07/08/3180115ee9f22a23cd52049946bf4972_FORMATO.png",73085,20,"COR","ata","Nulo",0,6.59,0,1.03,12,NA
"354","Rafael Martins Claro","Rafael Martins","https://s.glbimg.com/es/sde/f/2016/05/09/b61889a893aa25e31c1d09db95e190ab_FORMATO.png",73336,20,"COR","gol","Nulo",0,2,0,0,0,NA
"355","Clayton da Rosa Peixoto","Clayton","https://s.glbimg.com/es/sde/f/2016/07/13/a0dfbbf1e8da427bd425673b31c34b69_FORMATO.png",72717,20,"SPO","mei","Nulo",0,1.38,0,-0.22,4,NA
"356","Vitor Hugo Franchescoli de Souza","Vitor Hugo","https://s.glbimg.com/es/sde/f/2016/05/01/e68421691461665280e5183ea53281dd_FORMATO.png",72605,20,"PAL","zag","Provável",0,10.92,2.18,3.3,19,NA
"357","Renato Gonçalves de Lima","Renatinho","https://s.glbimg.com/es/sde/f/2016/05/01/18fc6fba34015748124139867c57db94_FORMATO.png",73344,20,"STC","lat","Nulo",0,1.05,0,1.2,1,NA
"358","Sherman Andrés Cárdenas Estupiñan","Cárdenas","https://s.glbimg.com/es/sde/f/2016/07/23/9f4103e1e88a5d11336762a8a3f8a699_FORMATO.png",72871,20,"VIT","mei","Provável",0,5.8,1.56,1.9,4,NA
"359","Thiago Rodrigues de Oliveira Nogueira","Thiago Rodrigues","https://s.glbimg.com/es/sde/f/2016/07/12/a02dbc02afeb9bb25479fca2d6884989_FORMATO.png",73414,20,"FIG","gol","Provável",0,4.17,-1.28,4.46,8,NA
"360","Luccas Claro dos Santos","Luccas Claro","https://s.glbimg.com/es/sde/f/2016/04/28/212653f2dde798fcc736ead5c59f61db_FORMATO.png",73465,20,"COR","zag","Provável",0,12.41,-2.48,3.18,13,NA
"361","Samuel Xavier Brito","Samuel Xavier","https://s.glbimg.com/es/sde/f/2016/05/01/02f546c1013f3369de8475d0bf247287_FORMATO.png",73384,20,"SPO","lat","Provável",0,7.11,0.64,2.39,18,NA
"362","Elvis Vieira Araújo","Elvis","https://s.glbimg.com/es/sde/f/2013/08/20/2d9dcd066d6e3849319aa3591edb1060_FORMATO.jpeg",73347,20,"FIG","mei","Nulo",0,3.5,0,0,0,NA
"363","Rafael Vaz dos Santos","Rafael Vaz","https://s.glbimg.com/es/sde/f/2016/06/29/837c33157c2a34e3051e9233b916362e_FORMATO.png",73421,20,"FLA","zag","Provável",0,10.55,-0.42,3.88,13,NA
"364","Francinilson Santos Meireles","Maranhão","https://s.glbimg.com/es/sde/f/2016/06/28/5b421dbcedd89d35ab19a538e6c4ab1f_FORMATO.jpeg",73513,20,"FLU","mei","Nulo",0,1.95,0,-0.07,9,NA
"365","Bruno Fabiano Alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2016/04/29/49e9429e3f444ef44bc9a03295902d5f_FORMATO.png",73620,20,"FIG","zag","Provável",0,11.87,-0.48,3.6,19,NA
"366","Gabriel Santana Pinto","Gabriel","https://s.glbimg.com/es/sde/f/2016/04/20/43f762e9398936d399d42746fc9cfdd4_FORMATO.png",73515,20,"FLA","mei","Nulo",0,3.71,0,0.86,7,NA
"367","José Rogério de Oliveira","Rogério","https://s.glbimg.com/es/sde/f/2016/06/23/d272a6afb889b325b761ee2ad2276506_FORMATO.png",73540,20,"SPO","ata","Provável",0,9.85,0.55,4.45,15,NA
"368","Rildo de Andrade Felicissimo","Rildo","https://s.glbimg.com/es/sde/f/2016/04/28/955d786aa05db6ee13365e3b0b54e2ed_FORMATO.png",73635,20,"COR","ata","Nulo",0,4.68,0,4.75,2,NA
"369","Luiz Eduardo Figueiredo ","Dudu","https://s.glbimg.com/es/sde/f/2016/06/28/f246ddc73a9a5668b47e24852a3e9014_FORMATO.jpeg",73511,20,"FLU","mei","Nulo",0,8.59,0,0.15,6,NA
"370","Lucas David Pratto","Lucas Pratto","https://s.glbimg.com/es/sde/f/2016/04/26/56245b924208def6d8688f6d5c9181be_FORMATO.png",73649,20,"ATL","ata","Provável",0,22.3,-0.49,2.47,6,NA
"371","Rodinei Marcelo de Almeida","Rodinei","https://s.glbimg.com/es/sde/f/2016/04/20/5aa14228427583453758e5c79b1bc40d_FORMATO.png",73992,20,"FLA","lat","Nulo",0,13.21,0,4.41,12,NA
"372","Samuel Rosa Gonçalves ","Samuel ","https://s.glbimg.com/es/sde/f/2016/05/30/6c55dee9bbd50504cdedf8b7a7dfe5e4_FORMATO.png",73806,20,"FLU","ata","Nulo",0,2.93,-0.33,0.14,7,NA
