"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","CA","DD","DP","FC","FS","GS","PE","SG","A","FD","FF","G","RB","I","FT","CV","PP","GC"
"217","Renato Escobar Baruffi","Bady","https://s.glbimg.com/es/sde/f/2016/04/29/86021128208f5dddbdf8cfee7d06b136_FORMATO.png",71778,19,"FIG","mei","Nulo",0,8.12,0,1.88,16,2,NA,NA,16,13,NA,50,NA,1,2,13,2,11,NA,NA,NA,NA,NA
"218","Bruno Henrique Corsini","Bruno Henrique","https://s.glbimg.com/es/sde/f/2016/04/28/babefb476c0292044ff5aec58dbf4331_FORMATO.png",70944,19,"COR","mei","Provável",5.7,17.41,1.17,6.17,19,2,NA,NA,44,24,NA,47,NA,NA,6,8,4,58,1,1,NA,NA,NA
"219","Lucas de Lacerda Lima Gonçalves","Lucas Zen","https://s.glbimg.com/es/sde/f/2016/05/20/14f0a0139f67b5fa5d93fdf50daac1cc_FORMATO.png",71032,19,"BOT","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","Felipe da Silva Amorim","Felipe Amorim","https://s.glbimg.com/es/sde/f/2016/07/08/07fbd91aba6f96e38615759a0d94bfdb_FORMATO.png",71040,19,"COR","mei","Nulo",0,3.66,0,0.69,9,NA,NA,NA,4,11,NA,15,NA,NA,1,4,NA,2,NA,NA,NA,NA,NA
"221","Federico Mancuello","Mancuello","https://s.glbimg.com/es/sde/f/2016/04/20/56c602db5b9e9e214d08e8ada1cbeac6_FORMATO.png",71066,19,"FLA","mei","Provável",10,10.19,0.9,2.95,12,1,NA,NA,18,7,NA,29,NA,2,6,6,1,12,1,1,NA,NA,NA
"222","Thiago Henrique Mendes Ribeiro","Thiago Mendes","https://s.glbimg.com/es/sde/f/2016/05/01/7bffad216f281ba79db7820b8448dae1_FORMATO.png",71123,19,"SAO","mei","Provável",0.2,7.23,-0.73,2.87,14,5,NA,NA,14,28,NA,40,NA,NA,2,6,NA,27,1,1,NA,NA,NA
"223","Leonardo da Silva Vieira","Leo","https://s.glbimg.com/es/sde/f/2016/05/01/7bcc0c5b9e4c9b0a22e83d8c52382047_FORMATO.png",71043,19,"SAO","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","Vinícius Goes Barbosa de Souza","Vinícius","https://s.glbimg.com/es/sde/f/2016/05/12/05661d7467e22d993beb49ff4f16d292_FORMATO.png",71162,19,"ATL","mei","Dúvida",0.5,6.89,0.46,1.88,15,4,NA,NA,5,14,NA,44,NA,2,9,6,1,8,NA,NA,NA,NA,NA
"225","Uillian Correia Granemann","Uillian Correia","https://s.glbimg.com/es/sde/f/2016/05/01/10d10d398f850bd63c86f958c7f28a2e_FORMATO.jpeg",72007,19,"STC","mei","Nulo",0,8.24,0,1.47,15,4,NA,NA,35,14,NA,32,NA,1,2,1,NA,28,NA,NA,1,NA,NA
"226","Roberto Heuchayer Santos de Araújo","Roberto","https://s.glbimg.com/es/sde/f/2016/05/23/bf2a41ba291c00b6fcda3fa89c47341d_FORMATO.jpeg",71116,19,"STC","lat","Nulo",0,1.46,0,0.34,5,1,NA,NA,5,2,NA,11,1,NA,NA,NA,NA,5,NA,NA,1,NA,NA
"227","Vander Luiz Silva Souza","Vander","https://s.glbimg.com/es/sde/f/2016/05/01/7867f0cf1aa4fe2d5dbaf18879a71d74_FORMATO.png",71117,19,"VIT","ata","Nulo",1.1,3.18,0.09,2.92,14,1,NA,NA,8,26,NA,29,NA,1,5,3,3,7,1,NA,1,NA,NA
"228","Kelvin Mateus de Oliveira","Kelvin","https://s.glbimg.com/es/sde/f/2016/05/01/add22040f29ff17ef48edd7a588ec18c_FORMATO.png",71549,19,"SAO","ata","Provável",5.4,8.14,1.28,3.18,13,1,NA,NA,8,25,NA,28,NA,2,8,4,NA,10,3,2,NA,NA,NA
"229","Maicon Pereira Roque","Maicon","https://s.glbimg.com/es/sde/f/2016/05/01/f3000bd2b412a315dad8796d7080a492_FORMATO.png",71227,19,"SAO","zag","Provável",-0.6,8.79,-0.02,3.56,16,2,NA,NA,10,8,NA,46,5,NA,4,4,1,20,3,1,NA,NA,NA
"230","Bruno Medeiros Grassi","Bruno Grassi","https://s.glbimg.com/es/sde/f/2016/04/30/e11b5f17e91f0b101c1a042a938318d6_FORMATO.png",71818,19,"GRE","gol","Nulo",0,4.69,0,3.67,3,1,6,NA,NA,NA,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","Fernando Miguel Kaufmann","Fernando Miguel","https://s.glbimg.com/es/sde/f/2016/05/01/244c756424bb69d9104ec60154e70104_FORMATO.png",71571,19,"VIT","gol","Provável",9.2,7.01,1.74,3.2,14,NA,22,2,NA,2,20,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","Weverton Pereira da Silva","Weverton","https://s.glbimg.com/es/sde/f/2016/04/26/386ce16d188cfb28ca24b64d8b15c15c_FORMATO.png",71631,19,"ATL","gol","Nulo",0,4.55,0,2.07,17,2,14,NA,2,2,17,13,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","Luiz Eduardo Rodrigues","Luiz Eduardo","https://s.glbimg.com/es/sde/f/2016/05/01/a01c478ec41b0544e92efc2347a70703_FORMATO.png",71603,19,"SAO","zag","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","Gabriel Rybar Blos","Gabriel","https://s.glbimg.com/es/sde/f/2015/10/28/edbd026bc7f3e8c24d3a4375ed7a3753_FORMATO.jpeg",71572,19,"GRE","zag","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","Gustavo Leonardo Cuellar Gallego","Cuéllar","https://s.glbimg.com/es/sde/f/2016/04/20/70be612c84779f7f9acb60fe5519ec8c_FORMATO.png",71709,19,"FLA","mei","Nulo",0,12.04,-0.85,2.22,11,NA,NA,NA,4,6,NA,5,NA,1,NA,NA,NA,12,1,NA,NA,NA,NA
"236","Jorge Miguel Ortega Salinas","Jorge Ortega","https://s.glbimg.com/es/sde/f/2016/07/08/1544eec869c887062706bce3dd4e6f8e_FORMATO.png",71694,19,"COR","ata","Nulo",0,4.14,0,2.38,4,NA,NA,NA,6,3,NA,3,NA,NA,2,1,1,1,1,NA,NA,NA,NA
"237","Henrique Mendonça Mattos","Henrique Mattos","https://s.glbimg.com/es/sde/f/2016/05/01/04bdd81558e68c5ba51d9e30adf14432_FORMATO.png",71593,19,"SPO","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","Elton Junior Melo Ataíde","Elton","https://s.glbimg.com/es/sde/f/2016/05/01/c368a9b94aee7c5cb8cfbf17493fb20a_FORMATO.png",71719,19,"PON","mei","Nulo",-1.3,6.26,-1.74,-1.3,1,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","Ocimar de Almeida Júnior ","Júnior Urso ","https://s.glbimg.com/es/sde/f/2016/04/26/b4f69a6fdc9b16887143827898490777_FORMATO.png",71829,19,"ATL","mei","Nulo",0,13.68,0,4.98,13,2,NA,NA,9,15,NA,24,NA,NA,5,8,1,32,NA,NA,NA,NA,NA
"240","Thiago Galhardo do Nascimento Rocha","Thiago Galhardo","https://s.glbimg.com/es/sde/f/2016/07/08/3674a60c6ccab36420ae666f4e139fde_FORMATO.jpeg",71844,19,"PON","mei","Suspenso",2.7,4.84,0.69,1.68,12,3,NA,NA,19,19,NA,27,NA,1,4,7,NA,12,NA,NA,NA,NA,NA
"241","Guilherme de Queiroz Gonçalves","Guilherme Queiroz","https://s.glbimg.com/es/sde/f/2016/04/29/ef32a6ac85a5c69013abfcf413d1edd1_FORMATO.png",71769,19,"FIG","ata","Nulo",0,1.41,0,-0.03,10,1,NA,NA,4,5,NA,16,NA,NA,2,1,NA,2,NA,NA,NA,NA,NA
"242","Agenor Detofol","Agenor","https://s.glbimg.com/es/sde/f/2016/07/12/b3b2f4d5febfcebd9c61128f21c52535_FORMATO.png",71724,19,"SPO","gol","Nulo",0,3.02,0,-1.1,3,1,5,NA,1,1,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","Bruno Eduardo de Moraes","Bruno Moraes","https://s.glbimg.com/es/sde/f/2016/05/01/f4731774096a0926ebfb7194d29f9ae8_FORMATO.png",71915,19,"STC","ata","Nulo",4.5,3.1,1.04,0.62,9,NA,NA,NA,3,5,NA,3,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA
"244","Tiago da Costa Silva","Tiago Costa","https://s.glbimg.com/es/sde/f/2016/05/01/528278a57134fbffc414225c38342b02_FORMATO.png",71885,19,"STC","lat","Provável",3.3,6.93,-0.45,3.04,15,4,NA,NA,32,17,NA,45,4,1,3,3,1,25,NA,NA,NA,NA,1
"245","Giovanni Palmieri dos Santos","Giovanni","https://s.glbimg.com/es/sde/f/2016/04/29/d954165fc5e9964dc562fb2abafc176f_FORMATO.png",72097,19,"FLU","lat","Nulo",0,6.38,0,2.26,8,3,NA,NA,6,4,NA,26,3,NA,1,3,NA,9,1,NA,NA,NA,NA
"246","Wellington do Nascimento Silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2016/04/29/e5440de7bae253c68911195524c51b6a_FORMATO.png",71892,19,"FLU","lat","Provável",-0.6,11.53,-2.54,5.45,14,3,NA,NA,22,22,NA,42,5,NA,2,3,NA,39,1,NA,NA,NA,NA
"247","Renan de Oliveira Fonseca","Renan Fonseca","https://s.glbimg.com/es/sde/f/2016/05/20/8a933b2d225a7b56e6267a2148ab68d0_FORMATO.png",72037,19,"BOT","zag","Provável",0,2.67,0,0.88,12,2,NA,NA,8,8,NA,38,2,NA,1,2,NA,8,NA,NA,NA,NA,NA
"248","Ayrton Luis Ganino","Ayrton","https://s.glbimg.com/es/sde/f/2016/07/07/72bdc4c31f264929d3f8863d16df6d62_FORMATO.png",72334,19,"FIG","lat","Nulo",0,10.23,0,4.71,14,1,NA,NA,13,18,NA,41,5,1,4,5,1,19,NA,NA,NA,NA,NA
"249","Jailson Marcelino dos Santos","Jailson","https://s.glbimg.com/es/sde/f/2016/05/01/eefe06604642d12c5a4a811575872536_FORMATO.png",72290,19,"PAL","gol","Provável",6.7,2.95,0.95,6.7,1,NA,3,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","Maurício Azevedo Alves","Amaral","https://s.glbimg.com/es/sde/f/2016/05/01/240c600fd391768b337710d0c00f742c_FORMATO.png",72071,19,"VIT","mei","Provável",0,6.19,0,1.95,15,2,NA,NA,24,19,NA,40,NA,NA,5,10,NA,21,NA,NA,NA,NA,NA
"251","João Paulo Mior","João Paulo","https://s.glbimg.com/es/sde/f/2016/05/01/8113dcced21a9f08cfe758943519c15a_FORMATO.png",72168,19,"STC","mei","Provável",2,7.82,-0.64,3.39,16,3,NA,NA,28,39,NA,80,NA,1,8,7,1,31,NA,NA,NA,NA,NA
"252","Frederico Burgel Xavier ","Fred","https://s.glbimg.com/es/sde/f/2016/04/30/ded85791904973e78a63259219ccdc59_FORMATO.png",72490,19,"GRE","zag","Nulo",0,12.63,0,3.49,9,1,NA,NA,8,4,NA,18,4,NA,NA,2,1,7,1,NA,NA,NA,NA
"253","Jakson Ragnar Follmann ","Follmann ","https://s.glbimg.com/es/sde/f/2016/06/30/c3eee6d0b0f223215c2ac42be641647b_FORMATO.png",72488,19,"CHA","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","Rodrigo Oliveira Lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2016/05/20/1cfe544293261682171b21a47393cd7a_FORMATO.png",72362,19,"BOT","mei","Contundido",0,14.64,0,5.57,10,NA,NA,NA,9,11,NA,26,NA,2,1,3,NA,27,NA,1,NA,NA,NA
"255","Mike dos Santos Nenatarvicius","Mike","https://s.glbimg.com/es/sde/f/2016/07/12/a33842c75ada33b39286b16f8025f0d7_FORMATO.jpeg",72389,19,"INT","ata","Nulo",0,2.79,0,1.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"256","Vitor Hugo Franchescoli de Souza","Vitor Hugo","https://s.glbimg.com/es/sde/f/2016/05/01/e68421691461665280e5183ea53281dd_FORMATO.png",72605,19,"PAL","zag","Provável",0.1,8.74,0.08,2.81,18,4,NA,NA,21,8,NA,32,5,1,2,2,2,15,1,NA,NA,NA,NA
"257","William Amorim Martins de Menezes","William Menezes","https://s.glbimg.com/es/sde/f/2015/10/30/1c660df5f3b044883c90029d2cfeef51_FORMATO.png",72603,19,"COR","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","Clayton da Rosa Peixoto","Clayton","https://s.glbimg.com/es/sde/f/2016/07/13/a0dfbbf1e8da427bd425673b31c34b69_FORMATO.png",72717,19,"SPO","mei","Nulo",0,1.38,0,-0.22,4,NA,NA,NA,2,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","Sherman Andrés Cárdenas Estupiñan","Cárdenas","https://s.glbimg.com/es/sde/f/2016/07/23/9f4103e1e88a5d11336762a8a3f8a699_FORMATO.png",72871,19,"VIT","mei","Provável",-2.7,4.24,-1.51,0.8,3,NA,NA,NA,4,3,NA,13,NA,NA,1,1,NA,3,NA,NA,NA,NA,NA
"260","Paulo Cezar Magalhães Lobos","Paulo Cezar","https://s.glbimg.com/es/sde/f/2016/04/30/c1672b9c587a6a33d10e5bf33db00999_FORMATO.png",72896,19,"INT","lat","Provável",0,3.79,0,3.35,2,NA,NA,NA,2,2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"261","Luis Carlos Ruiz Morales","Luis Ruiz","https://s.glbimg.com/es/sde/f/2014/10/16/06535e62d6a30195fbef7bbbc9571540_FORMATO.jpeg",72886,19,"SPO","ata","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","Cesar Iván Benitez","César Benítez","https://s.glbimg.com/es/sde/f/2016/07/07/ad2c349e6d6fb30277a07d8a145d3839_FORMATO.png",72932,19,"COR","lat","Dúvida",0,2.6,-0.14,0.25,4,1,NA,NA,4,1,NA,2,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"263","Weverson Leandro Oliveira Moura","Leandro","https://s.glbimg.com/es/sde/f/2016/07/08/3180115ee9f22a23cd52049946bf4972_FORMATO.png",73085,19,"COR","ata","Nulo",0,6.59,0,1.03,12,2,NA,NA,15,3,NA,16,NA,1,6,1,1,2,6,2,NA,NA,NA
"264","Argélico Fucks","Argel Fucks","https://s.glbimg.com/es/sde/f/2016/07/13/0c678ec28cd7442fd6c177184426105f_FORMATO.png",73317,19,"FIG","tec","Provável",2.58,11.13,-0.23,3.44,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","Samuel Xavier Brito","Samuel Xavier","https://s.glbimg.com/es/sde/f/2016/05/01/02f546c1013f3369de8475d0bf247287_FORMATO.png",73384,19,"SPO","lat","Provável",-0.1,6.47,-0.66,2.3,17,6,NA,NA,21,27,NA,46,3,2,3,3,NA,19,1,NA,NA,NA,NA
"266","Renato Gonçalves de Lima","Renatinho","https://s.glbimg.com/es/sde/f/2016/05/01/18fc6fba34015748124139867c57db94_FORMATO.png",73344,19,"STC","lat","Nulo",1.2,1.05,0.05,1.2,1,NA,NA,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"267","Michael Javier Ortega Dieppa","Michael Ortega","https://s.glbimg.com/es/sde/f/2016/04/29/40e196e024c00c42e663bdeadb83f3cb_FORMATO.png",71707,19,"FIG","mei","Nulo",0,2.5,0,0.28,5,NA,NA,NA,4,1,NA,4,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA
"268","Thiago Rodrigues de Oliveira Nogueira","Thiago Rodrigues","https://s.glbimg.com/es/sde/f/2016/07/12/a02dbc02afeb9bb25479fca2d6884989_FORMATO.png",73414,19,"FIG","gol","Provável",7,5.45,0.18,5.17,7,NA,15,NA,NA,1,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","Luccas Claro dos Santos","Luccas Claro","https://s.glbimg.com/es/sde/f/2016/04/28/212653f2dde798fcc736ead5c59f61db_FORMATO.png",73465,19,"COR","zag","Dúvida",10,14.89,2.15,3.73,12,6,NA,NA,11,7,NA,32,5,1,NA,6,2,11,1,NA,NA,NA,NA
"270","Rafael Vaz dos Santos","Rafael Vaz","https://s.glbimg.com/es/sde/f/2016/06/29/837c33157c2a34e3051e9233b916362e_FORMATO.png",73421,19,"FLA","zag","Provável",4,10.97,0.44,4.03,12,1,NA,NA,2,7,NA,61,7,NA,3,6,NA,14,NA,NA,NA,NA,NA
"271","Rafael Martins Claro","Rafael Martins","https://s.glbimg.com/es/sde/f/2016/05/09/b61889a893aa25e31c1d09db95e190ab_FORMATO.png",73336,19,"COR","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","Luiz Eduardo Figueiredo ","Dudu","https://s.glbimg.com/es/sde/f/2016/06/28/f246ddc73a9a5668b47e24852a3e9014_FORMATO.jpeg",73511,19,"FLU","mei","Nulo",0,8.59,0,0.15,6,NA,NA,NA,4,3,NA,17,NA,NA,1,3,NA,2,NA,NA,NA,NA,NA
"273","Francinilson Santos Meireles","Maranhão","https://s.glbimg.com/es/sde/f/2016/06/28/5b421dbcedd89d35ab19a538e6c4ab1f_FORMATO.jpeg",73513,19,"FLU","mei","Nulo",0,1.95,0,-0.07,9,2,NA,NA,6,6,NA,13,NA,NA,3,1,NA,3,3,NA,NA,NA,NA
"274","Jorge Fellipe de Oliveira Figueiro","Jorge Fellipe","https://s.glbimg.com/es/sde/f/2016/06/06/f32873f8fe00f7196bcbb14d8028b9d7_FORMATO.png",73544,19,"ATL","zag","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","José Rogério de Oliveira","Rogério","https://s.glbimg.com/es/sde/f/2016/06/23/d272a6afb889b325b761ee2ad2276506_FORMATO.png",73540,19,"SPO","ata","Provável",4.8,9.3,0.57,4.22,14,1,NA,NA,7,27,NA,23,NA,1,5,12,4,5,2,NA,NA,NA,NA
"276","Rildo de Andrade Felicissimo","Rildo","https://s.glbimg.com/es/sde/f/2016/04/28/955d786aa05db6ee13365e3b0b54e2ed_FORMATO.png",73635,19,"COR","ata","Nulo",0,4.68,0,4.75,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"277","Hernani Azevedo Junior","Hernani ","https://s.glbimg.com/es/sde/f/2016/04/26/78e49316a8b765001fd3cbed43fb8b5a_FORMATO.png",74078,19,"ATL","mei","Provável",-2.9,2.16,-0.7,1.84,13,5,NA,NA,22,8,NA,41,NA,NA,5,3,3,13,NA,NA,NA,NA,NA
"278","Gabriel Santana Pinto","Gabriel","https://s.glbimg.com/es/sde/f/2016/04/20/43f762e9398936d399d42746fc9cfdd4_FORMATO.png",73515,19,"FLA","mei","Nulo",0,3.71,0,0.86,7,NA,NA,NA,NA,4,NA,8,NA,NA,3,NA,NA,2,NA,NA,NA,NA,NA
"279","Bruno Fabiano Alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2016/04/29/49e9429e3f444ef44bc9a03295902d5f_FORMATO.png",73620,19,"FIG","zag","Provável",1.7,12.35,-0.94,3.79,18,2,NA,NA,18,10,NA,44,6,NA,1,1,1,30,3,NA,NA,NA,NA
"280","Marcos Vinícius de Jesus Araújo","Marcos Vinícius","https://s.glbimg.com/es/sde/f/2016/04/29/ab99a143750d322ad2aad71c76d7031c_FORMATO.png",73721,19,"CRU","mei","Nulo",-0.6,3.91,-0.06,-0.3,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","Rodrigo Caio Roquette Russo","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2016/05/01/76c4acf534a1a01c922cb927acebb6e7_FORMATO.png",73800,19,"SAO","zag","Nulo",0,11.43,0,1.86,5,NA,NA,NA,6,2,NA,4,2,NA,1,1,NA,4,NA,NA,NA,NA,1
"282","Lucas David Pratto","Lucas Pratto","https://s.glbimg.com/es/sde/f/2016/04/26/56245b924208def6d8688f6d5c9181be_FORMATO.png",73649,19,"ATL","ata","Provável",3.4,22.79,-0.39,2.46,5,NA,NA,NA,1,6,NA,6,NA,NA,1,2,1,1,1,NA,NA,NA,NA
"283","Claudinei Junio De Souza","Claudinei","https://s.glbimg.com/es/sde/f/2016/05/09/5009508d2616d24ba400e2e4ddd8cc43_FORMATO.png",73863,19,"AME","mei","Nulo",0,8.45,0,2.57,13,NA,NA,NA,5,9,NA,25,NA,NA,NA,2,NA,22,NA,NA,NA,NA,NA
"284","Samuel Rosa Gonçalves ","Samuel ","https://s.glbimg.com/es/sde/f/2016/05/30/6c55dee9bbd50504cdedf8b7a7dfe5e4_FORMATO.png",73806,19,"FLU","ata","Nulo",1.1,3.26,0.04,0.25,6,1,NA,NA,9,10,NA,6,NA,NA,2,3,NA,1,2,NA,NA,NA,NA
"285","Héctor Canteros","Canteros","https://s.glbimg.com/es/sde/f/2016/04/20/99c13653a46dab64b8cde0f0192fdc61_FORMATO.png",73918,19,"FLA","mei","Nulo",0,3.28,0,0.15,2,NA,NA,NA,3,NA,NA,2,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
"286","Rodinei Marcelo de Almeida","Rodinei","https://s.glbimg.com/es/sde/f/2016/04/20/5aa14228427583453758e5c79b1bc40d_FORMATO.png",73992,19,"FLA","lat","Nulo",0,13.21,0,4.41,12,1,NA,NA,7,17,NA,38,5,NA,2,6,NA,18,1,NA,NA,NA,NA
"287","Wallace Oliveira dos Santos","Wallace Oliveira","https://s.glbimg.com/es/sde/f/2016/04/30/0a4ef48eb54897fc19994043260ef55f_FORMATO.png",74075,19,"GRE","lat","Provável",0,5.13,0,6,1,NA,NA,NA,1,NA,NA,3,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA
"288","Roberto Junior Fernández Torres","Gatito Fernández","https://s.glbimg.com/es/sde/f/2016/04/29/9fb2711aff734db5e097a8c785f181cf_FORMATO.png",74061,19,"FIG","gol","Nulo",0,7.73,0,4,11,1,19,NA,NA,3,13,5,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"289","Walisson Moreira Farias Maia","Walisson Maia","https://s.glbimg.com/es/sde/f/2016/04/28/918d1d4bb2f6863c25280a205740a148_FORMATO.png",73991,19,"COR","zag","Contundido",0,3.34,0,-0.3,2,NA,NA,NA,6,1,NA,5,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"290","José Élber Pimentel da Silva","Élber","https://s.glbimg.com/es/sde/f/2016/04/29/26c6c8beefa35a5684da137e0e90f6dc_FORMATO.png",74140,19,"CRU","mei","Contundido",0,13.68,0,4.75,9,NA,NA,NA,1,15,NA,25,NA,NA,2,3,2,13,5,1,NA,NA,NA
"291","Adryan Oliveira Tavares","Adryan ","https://s.glbimg.com/es/sde/f/2011/08/10/831f0216772c8719784cc6dcb86f64d9_FORMATO.jpeg",74083,19,"FLA","mei","Nulo",0,2.85,0,0,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","Claudio Winck Neto","Claudio Winck","https://s.glbimg.com/es/sde/f/2016/05/09/44f7ab6c76f4634e4e996560532dad16_FORMATO.png",74074,19,"CHA","lat","Nulo",0,5.53,0,3.4,5,NA,NA,NA,6,4,NA,13,2,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
"293","José Paolo Guerrero Gonzales","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2016/04/20/b32111b86cb0b507eb672fbe6392e61a_FORMATO.png",75295,19,"FLA","ata","Provável",3,7.8,0.87,3.94,10,5,NA,NA,31,21,NA,27,NA,2,7,12,4,3,7,1,NA,NA,NA
"294","César Eduardo González Amaiz","César González","https://s.glbimg.com/es/sde/f/2016/07/07/b9443e09e4265f4f7fe878ff81ac4122_FORMATO.png",74210,19,"COR","mei","Contundido",0,2.33,0,1.23,6,NA,NA,NA,4,10,NA,23,NA,1,1,1,NA,3,1,NA,NA,NA,NA
"295","Yago Fernando da Silva","Yago","https://s.glbimg.com/es/sde/f/2016/04/28/53f6ff2a12e40b6f8dd49aef0978f58e_FORMATO.png",77500,19,"COR","zag","Provável",0.1,10.18,-0.04,1.35,8,2,NA,NA,8,3,NA,8,2,NA,NA,4,NA,7,NA,NA,1,NA,NA
"296","Alison Lopes Ferreira","Alison","https://s.glbimg.com/es/sde/f/2016/05/01/5cbe20aa51d06aff64b21ed5d19bf070_FORMATO.png",73974,19,"SAN","mei","Contundido",0,3.22,0,0.4,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"297","Leandro da Silva","Leandro Silva","https://s.glbimg.com/es/sde/f/2016/04/29/30350579107b2bf5c3e11cbaaa65ec0f_FORMATO.png",77529,19,"FIG","lat","Contundido",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Jonathan Copete Valencia","Copete","https://s.glbimg.com/es/sde/f/2016/07/05/51accf3c8cee0e903942afbe9b7990a7_FORMATO.png",77959,19,"SAN","ata","Provável",-1.1,13.63,-0.32,5.65,7,1,NA,NA,12,3,NA,17,NA,4,NA,2,3,4,2,NA,NA,NA,NA
"299","César Bernardo Dutra","César","https://s.glbimg.com/es/sde/f/2016/05/01/a93f99205ac1160291913798df1695dc_FORMATO.png",78086,19,"PON","gol","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","Bruno Brígido de Oliveira","Bruno Brígido","https://s.glbimg.com/es/sde/f/2016/02/19/f053ce859937795fb08a04bc73f4f3e5_FORMATO.png",77556,19,"COR","gol","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","William de Oliveira Pottker","William Pottker","https://s.glbimg.com/es/sde/f/2016/07/08/b4c04abadeaeaac80fa7e9d660178aa8_FORMATO.png",77809,19,"PON","ata","Provável",-1.3,7.56,-1.25,4.58,13,3,NA,NA,10,6,NA,19,NA,1,7,9,6,5,3,NA,NA,NA,NA
"302","Emerson da Conceição","Emerson Conceição","https://s.glbimg.com/es/sde/f/2016/07/07/f4a73e51545146594f085e9fa1249d93_FORMATO.png",77895,19,"COR","lat","Contundido",0,4.55,0,9.8,1,NA,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
