"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","athletes$atletas$scout"
"275","Rafael Galhardo de Souza","Rafael Galhardo","https://s.glbimg.com/es/sde/f/2016/07/21/ad0f8212d72e48f8e6581af98fdd10da_FORMATO.png",68821,18,"ATL","lat","Dúvida",0,6.42,0.98,3.25,2,NA
"276","Lyanco Evangelista Silveira Neves Vojnovic","Lyanco","https://s.glbimg.com/es/sde/f/2016/05/01/5ff95e8dd4eef153e5d1bce5bb2a1604_FORMATO.png",92087,18,"SAO","zag","Provável",0,8.55,0,7.3,3,NA
"277","Fernando Leal Fonseca","Fernando Leal","https://s.glbimg.com/es/sde/f/2016/05/09/b4d5d9d8070f8826d346104d0f83e14a_FORMATO.png",38350,18,"AME","gol","Nulo",0,3,0,0,0,NA
"278","Guilherme Xavier de Oliveira","Guilherme Xavier","https://s.glbimg.com/es/sde/f/2016/05/09/8107ae25a5591cc30dac164e0330ce30_FORMATO.png",90635,18,"AME","mei","Nulo",0,2.56,0,1.78,4,NA
"279","Giovanny Bariani Marques","Giovanny ","https://s.glbimg.com/es/sde/f/2016/05/13/9790ff844c24e1b895c9c8d06f9d55e4_FORMATO.png",92085,18,"ATL","mei","Nulo",0,2.55,0,0.92,8,NA
"280","Lucas da Silva Izidoro","Lucas Mineiro","https://s.glbimg.com/es/sde/f/2016/04/27/f1da8b58208c0cf5e99aa6d98bd681a7_FORMATO.png",90634,18,"CHA","mei","Nulo",0,0.88,0,0.35,2,NA
"281","Renato de Araújo Chaves Júnior","Renato Chaves","https://s.glbimg.com/es/sde/f/2016/04/29/1ea275be2b3908677e2dc5d61a3c2995_FORMATO.png",68827,18,"FLU","zag","Nulo",0,4.13,0,4.7,1,NA
"282","Diogo Vitor da Cruz","Diogo Vitor","https://s.glbimg.com/es/sde/f/2016/07/08/ad26552497b6124c3354034e9fa9b11c_FORMATO.png",92094,18,"SAN","lat","Nulo",0,3.43,0,2.7,2,NA
"283","Diego Cavalieri","Diego Cavalieri","https://s.glbimg.com/es/sde/f/2016/04/29/218be31082641b6814a593a00e28a095_FORMATO.png",38431,18,"FLU","gol","Provável",0,11.75,0,4.23,17,NA
"284","Marcelo Lomba do Nascimento","Marcelo Lomba","https://s.glbimg.com/es/sde/f/2016/08/05/564fe5a66334cdfdfb45ed76204ab710_FORMATO.png",68872,18,"INT","gol","Provável",0,2.5,-1.84,-0.22,4,NA
"285","Lucas Pierre Santos Oliveira","Pierre","https://s.glbimg.com/es/sde/f/2016/04/29/ec27531ace1e093fa1db50938eb9132b_FORMATO.png",38440,18,"FLU","mei","Nulo",0,7.89,0,2.46,5,NA
"286","Francisco Rithely da Silva Sousa","Rithely","https://s.glbimg.com/es/sde/f/2016/05/01/c410c14470ebc6e02ab963212b89a17a_FORMATO.png",68834,18,"SPO","mei","Provável",0,9.2,-1.14,4.17,16,NA
"287","Renato Bruno Vieira Gomes","Renato Bruno","https://s.glbimg.com/es/sde/f/2016/05/09/0e935a35d387a89b9fb03da1981a4faf_FORMATO.png",90637,18,"AME","mei","Nulo",0,1,0,0,0,NA
"288","Paulo Victor Mileo Vidotti","Paulo Victor","https://s.glbimg.com/es/sde/f/2016/07/12/b628db9e35da672e8eb955065c4756a7_FORMATO.png",68873,18,"FLA","gol","Nulo",0,13.19,0,6.23,3,NA
"289","Carlos Andrade Souza","Carlinhos","https://s.glbimg.com/es/sde/f/2016/05/01/d446f5335ee4582353eb54aec7443ad2_FORMATO.png",38451,18,"SAO","lat","Contundido",0,4.41,0,0.84,5,NA
"290","Luis Henrique Farinhas Taffner","Luis Henrique","https://s.glbimg.com/es/sde/f/2016/05/20/4e05ecd1467a76bcc7f07366a16582ff_FORMATO.png",92128,18,"BOT","ata","Nulo",0,4.22,0,-0.58,4,NA
"291","Fábio Ferreira da Silva","Fábio Ferreira","https://s.glbimg.com/es/sde/f/2016/05/01/f9c95517b0a6cf130d7f84e6aab3bb68_FORMATO.png",38425,18,"PON","zag","Provável",0,7.59,1.42,3.31,14,NA
"292","Rodrigo Gomes dos Santos","Rodrigão","https://s.glbimg.com/es/sde/f/2016/06/28/9c44ed90c5f62aba040b5beb817a9a63_FORMATO.jpeg",90651,18,"SAN","ata","Nulo",0,9.48,-0.41,5.51,8,NA
"293","Hyago de Medeiros Engelmann","Hyago","https://s.glbimg.com/es/sde/f/2016/04/29/54702ccae5d017374d3ce636f1ae5add_FORMATO.png",92145,18,"FIG","mei","Nulo",0,1,0,0,0,NA
"294","Marlon Bruno Mariano de Souza","Marlon","https://s.glbimg.com/es/sde/f/2016/07/13/9d19d17bb358bdbbd024c1a886535a55_FORMATO.png",90679,18,"FIG","lat","Contundido",0,2,0,0,0,NA
"295","Welington Pereira Rodrigues","Gum","https://s.glbimg.com/es/sde/f/2016/04/29/0e6b421a8c0214078fd1f5854cce3874_FORMATO.png",68887,18,"FLU","zag","Provável",0,15.16,0,3.58,16,NA
"296","Matheus Martins Fogaça de Paulo ","Matheusinho","https://s.glbimg.com/es/sde/f/2016/01/07/8081123abcdfd8c3dce8254dc4c66622_FORMATO.png",90703,18,"FIG","mei","Nulo",0,1,0,0,0,NA
"297","Alípio Duarte Brandão","Alípio","https://s.glbimg.com/es/sde/f/2016/05/01/d905a98c54e7ee4f247ea6a6cbc68abf_FORMATO.png",91100,18,"VIT","mei","Contundido",0,3.07,0,0.7,7,NA
"298","Marcos Roberto da Silva Barbosa","Marquinhos","https://s.glbimg.com/es/sde/f/2016/04/29/b0d8a0ac72e4282897d8e69e4c670c2b_FORMATO.png",38515,18,"FIG","zag","Provável",0,6.09,0,3.23,8,NA
"299","Cleiton Ribeiro Xavier","Cleiton Xavier","https://s.glbimg.com/es/sde/f/2016/05/01/5cb6787323010c1ede0ce214b83bd2c9_FORMATO.png",38530,18,"PAL","mei","Provável",0,13.62,0.06,2.83,15,NA
"300","Ramón Darío Ábila","Ábila","https://s.glbimg.com/es/sde/f/2016/07/06/ca240a78354b4b67a6388a15bdedc4f5_FORMATO.png",91094,18,"CRU","ata","Dúvida",0,10.5,2.85,5.08,4,NA
"301","Edílson Mendes Guimarães","Edílson","https://s.glbimg.com/es/sde/f/2016/06/06/fff1e2f2c5b5ab7d1955d4863ec54bf3_FORMATO.png",38523,18,"GRE","lat","Nulo",0,10.99,0,4.25,15,NA
"302","Luis Gustavo Francisco Camilo","Luis Gustavo","https://s.glbimg.com/es/sde/f/2016/05/01/bbf0fd6bb6c143ac5b723f5da0261157_FORMATO.png",90764,18,"SPO","zag","Nulo",0,4,0,0,0,NA
"303","Eduardo Colcenti Antunes","Eduardo Sasha","https://s.glbimg.com/es/sde/f/2016/04/30/50fc5a7dc8dc2fa1c53d34cc6e432d9a_FORMATO.png",70360,18,"INT","ata","Dúvida",0,11.54,0,4.08,16,NA
"304","Flávio Medeiros da Silva","Flávio","https://s.glbimg.com/es/sde/f/2016/05/01/593d8fa3c0ada5c40f4e24749bd871d9_FORMATO.png",91102,18,"VIT","mei","Dúvida",0,1.35,-0.4,0.42,6,NA
"305","Michel Carlos Gilioli","Caixinha","https://s.glbimg.com/es/sde/f/2016/05/09/30b330fcd4d1abc4cdd04d21895cea03_FORMATO.jpeg",90777,18,"CHA","lat","Nulo",0,1,0,0,0,NA
"306","Fabrício Bruno Soares de Faria","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2016/04/29/7faaf4f3b3e2ff7e8f761a1e33e7223c_FORMATO.png",90768,18,"CRU","zag","Nulo",0,2.8,0,2.5,7,NA
"307","Ronaldo de Oliveira Strada","Ronaldo","https://s.glbimg.com/es/sde/f/2016/05/01/d60da59a4893b68e69302b4ad87a3187_FORMATO.png",91101,18,"VIT","gol","Nulo",0,1,0,0,0,NA
"308","Luan Madson Gedeão De Paiva","Luan","https://s.glbimg.com/es/sde/f/2016/04/26/1d1efe08d34f3bdd71149b3c364d402c_FORMATO.png",63219,18,"ATL","ata","Nulo",0,10.57,-0.59,4.17,3,NA
"309","Jesiel Cardoso Miranda","Jesiel","https://s.glbimg.com/es/sde/f/2016/07/07/662e33c5a306b0a8d2cfd35073f8ade8_FORMATO.png",91156,18,"ATL","zag","Nulo",0,2,0,0,0,NA
"310","Lucas Fernandes","Lucas Fernandes",NA,90899,18,"ATL","ata","Dúvida",0,5.2,0.85,2.6,2,NA
"311","Wallace Ribeiro Barato","Wallace","https://s.glbimg.com/es/sde/f/2016/05/01/79d6ae58ba05540b9539eae16e7c6da8_FORMATO.png",90892,18,"VIT","gol","Nulo",0,2,0,0,0,NA
"312","Thiago Rodrigues da Silva","Thiago","https://s.glbimg.com/es/sde/f/2016/07/07/8a0bd32115a870cbfff66f8eda2276fc_FORMATO.jpeg",91194,18,"FLA","gol","Nulo",0,1,0,0,0,NA
"313","Bernardo Vieira de Souza","Bernardo","https://s.glbimg.com/es/sde/f/2016/07/07/1cb1cfbf44f2ec43fe939fbf6868ea6f_FORMATO.png",68697,18,"COR","mei","Nulo",0,4.58,-0.03,0.4,3,NA
"314","Alan Patrick Lourenço","Alan Patrick","https://s.glbimg.com/es/sde/f/2016/04/20/01b3feceb08b420b3a5259bf8c157951_FORMATO.png",68685,18,"FLA","mei","Provável",0,10.91,-0.39,4.27,16,NA
"315","Evandro Lima de Oliveira Filho","Evandro","https://s.glbimg.com/es/sde/f/2016/05/13/4b42ff4913c31881ab2b59613f9274cf_FORMATO.png",91001,18,"SPO","lat","Nulo",0,1,0,0,0,NA
"316","André Felipe Ribeiro de Souza","André","https://s.glbimg.com/es/sde/f/2016/04/28/811ea1b5cff7a2f7e4bddd3967fa35ac_FORMATO.png",68690,18,"COR","ata","Provável",0,7.39,0,1.6,9,NA
"317","Dierson Júnior Kuhn","Dierson","https://s.glbimg.com/es/sde/f/2016/05/20/933442bb56211b4777e5912e82f6fa40_FORMATO.png",91222,18,"BOT","mei","Nulo",0,2.93,0,2.2,1,NA
"318","Alison Vicente da Silva","Alison",NA,91003,18,"SPO","ata","Nulo",0,1,0,0,0,NA
"319","Anderson Vieira de Oliveira","Sinho","https://s.glbimg.com/es/sde/f/2016/05/01/10b258e31e55c2556e5fba4d2ecd5ae5_FORMATO.png",91387,18,"SPO","lat","Nulo",0,2,0,0,0,NA
"320","Walter Guimarães","Walter Guimarães","https://s.glbimg.com/es/sde/f/2016/05/01/69434d017d491957ec4dac9c8e885c72_FORMATO.png",90942,18,"STC","zag","Nulo",0,2.19,0,3,1,NA
"321","Lucas Estella Perri","Lucas Perri","https://s.glbimg.com/es/sde/f/2016/05/01/33edb005bdd244f616d094e71ba6c3a8_FORMATO.png",91260,18,"SAO","gol","Nulo",0,1,0,0,0,NA
"322","Walisson Moreira Farias Maia","Walisson Maia","https://s.glbimg.com/es/sde/f/2016/04/28/918d1d4bb2f6863c25280a205740a148_FORMATO.png",73991,18,"COR","zag","Nulo",0,3.34,-0.92,-0.3,2,NA
"323","Diego Renan de Lima Ferreira","Diego Renan","https://s.glbimg.com/es/sde/f/2016/05/01/09f644d5efca4986858238e63fa860a5_FORMATO.png",68725,18,"VIT","lat","Provável",0,13.66,1.29,5.91,17,NA
"324","Antônio Josenildo Rodrigues de Oliveira","Tonhão","https://s.glbimg.com/es/sde/f/2016/08/04/d51cfac1a940fa3f376adf92adb770f5_FORMATO.png",91251,18,"CRU","zag","Nulo",0,1,0,0,0,NA
"325","Colin Kazim-Richards","Kazim","https://s.glbimg.com/es/sde/f/2016/07/08/97ad2046879f2e40e250fec419a00f95_FORMATO.png",91519,18,"COR","ata","Dúvida",0,5.63,-0.85,1.81,7,NA
"326","Bruno César Pereira da Silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2016/05/20/473777983ee50165bf691b0f029cac11_FORMATO.png",68698,18,"BOT","mei","Nulo",0,7.59,-0.22,3.27,17,NA
"327"," João Pedro Heinen Silva","João Pedro","https://s.glbimg.com/es/sde/f/2016/04/26/2bd76d163ae9eb94cd86282749895a79_FORMATO.png",91687,18,"ATL","mei","Contundido",0,0.78,0,0,1,NA
"328","Emiliano Gabriel Vecchio","Vecchio","https://s.glbimg.com/es/sde/f/2016/06/28/b28314056abc5bb43d464ba66e1d0552_FORMATO.jpeg",68745,18,"SAN","mei","Nulo",0,6.44,0,0.55,2,NA
"329","Adryelson Shawann Lima Silva","Adryelson","https://s.glbimg.com/es/sde/f/2016/05/01/486323894355978b9458b0d2217d92bf_FORMATO.png",91664,18,"SPO","zag","Nulo",0,2,0,0,0,NA
"330","Marciel Silva da Silva","Marciel","https://s.glbimg.com/es/sde/f/2016/04/29/fe41e6320c63045376a7254afe774d06_FORMATO.png",91714,18,"CRU","mei","Nulo",0,2.48,0,0.6,1,NA
"331","Matheus Gonçalves Sávio","Matheus Sávio","https://s.glbimg.com/es/sde/f/2016/04/20/042079613fc2db314e0a12801f8eb3c8_FORMATO.png",91264,18,"FLA","ata","Nulo",0,2,0,0,0,NA
"332","Demerson Bruno Costa","Demerson","https://s.glbimg.com/es/sde/f/2016/06/30/32487d27bfff71a8eb00adc80f4fe79f_FORMATO.png",68723,18,"CHA","zag","Nulo",0,2.34,0,0.03,3,NA
"333","Márcio Passos de Albuquerque","Emerson","https://s.glbimg.com/es/sde/f/2016/04/20/c05d1b645dac18bd8b7d01e3da805f0d_FORMATO.png",68744,18,"FLA","ata","Nulo",0,1.44,0,0.82,4,NA
"334","Guilherme de Aguiar Camacho","Camacho","https://s.glbimg.com/es/sde/f/2016/06/28/63b395a3843c141f9f8ddf86097db8fa_FORMATO.jpeg",68770,18,"COR","mei","Nulo",0,3.6,0,0,2,NA
"335","Jacsson Antônio Wichnovski","Jacsson","https://s.glbimg.com/es/sde/f/2016/05/30/e2893da2338403ab9443530bd37a4a19_FORMATO.png",91710,18,"INT","gol","Nulo",0,1.76,0,-2.8,1,NA
"336","Luis Manuel Seijas Gunther","Seijas","https://s.glbimg.com/es/sde/f/2016/06/20/3e2a067a2428412e93ec2e40d38c5441_FORMATO.png",70742,18,"INT","mei","Provável",0,7.62,1.55,2.73,4,NA
"337","Luiz Fernando Pereira da Silva","Fernandinho","https://s.glbimg.com/es/sde/f/2016/04/28/4ed68fb05e5166c5c9c1901f44d0917e_FORMATO.jpeg",68758,18,"FLA","ata","Nulo",0,6.2,-0.23,1.95,10,NA
"338","Wesley Natã Wachholz","Wesley Natã","https://s.glbimg.com/es/sde/f/2016/05/13/8653785c7505502ef7563836f577017a_FORMATO.png",91743,18,"CHA","ata","Nulo",0,1,0,0,0,NA
"339","Diego Ferreira Matheus","Diego","https://s.glbimg.com/es/sde/f/2016/05/20/765fe7f46128eaa6c091ab1929141074_FORMATO.png",91783,18,"BOT","lat","Nulo",0,3.64,0,3.15,2,NA
"340","Vander Luiz Silva Souza","Vander","https://s.glbimg.com/es/sde/f/2016/05/01/7867f0cf1aa4fe2d5dbaf18879a71d74_FORMATO.png",71117,18,"VIT","ata","Dúvida",0,3.09,0.04,3.06,13,NA
"341","Welker Marçal de Almeida","Kieza","https://s.glbimg.com/es/sde/f/2016/05/01/5fc52cff976d5418e122423e959ab59c_FORMATO.png",68930,18,"VIT","ata","Provável",0,17,1.61,3.31,17,NA
"342","Giovanni Augusto Oliveira Cardoso","Giovanni Augusto","https://s.glbimg.com/es/sde/f/2016/04/28/9930f715c0d34977f60c416dc3311aca_FORMATO.png",68938,18,"COR","mei","Provável",0,6.61,0.51,2.25,17,NA
"343","Vinícius Goes Barbosa de Souza","Vinícius","https://s.glbimg.com/es/sde/f/2016/05/12/05661d7467e22d993beb49ff4f16d292_FORMATO.png",71162,18,"ATL","mei","Provável",0,6.43,-0.2,1.98,14,NA
"344","Renan Ribeiro","Renan Ribeiro","https://s.glbimg.com/es/sde/f/2016/05/01/443bbaa43b246a9ce7d8a4e682ed4af6_FORMATO.png",68932,18,"SAO","gol","Contundido",0,11.54,0,10.7,1,NA
"345","Ronaldo Luiz Alves","Ronaldo Alves","https://s.glbimg.com/es/sde/f/2016/07/08/b5631b95dc105cd68b154bfaa21ecf74_FORMATO.png",68950,18,"SPO","zag","Provável",0,4.72,-0.69,0.88,4,NA
"346","Thiago Henrique Mendes Ribeiro","Thiago Mendes","https://s.glbimg.com/es/sde/f/2016/05/01/7bffad216f281ba79db7820b8448dae1_FORMATO.png",71123,18,"SAO","mei","Provável",0,7.96,0.25,3.07,13,NA
"347","Josimar Rosado da Silva Tavares","Josimar","https://s.glbimg.com/es/sde/f/2016/04/27/8e02fb0168f097a88bcdc53ad79d10c9_FORMATO.png",68951,18,"CHA","mei","Provável",0,5.84,-0.49,1.96,16,NA
"348","Maicon Pereira Roque","Maicon","https://s.glbimg.com/es/sde/f/2016/05/01/f3000bd2b412a315dad8796d7080a492_FORMATO.png",71227,18,"SAO","zag","Provável",0,8.81,-0.74,3.84,15,NA
"349","Gabriel Rybar Blos","Gabriel","https://s.glbimg.com/es/sde/f/2015/10/28/edbd026bc7f3e8c24d3a4375ed7a3753_FORMATO.jpeg",71572,18,"GRE","zag","Nulo",0,3,0,0,0,NA
"350","Kelvin Mateus de Oliveira","Kelvin","https://s.glbimg.com/es/sde/f/2016/05/01/add22040f29ff17ef48edd7a588ec18c_FORMATO.png",71549,18,"SAO","ata","Provável",0,6.86,-1.09,3,12,NA
"351","Mário Sérgio Santos Costa","Marinho","https://s.glbimg.com/es/sde/f/2016/05/01/fd249ecee00ebf56d13d770212e144b4_FORMATO.png",68952,18,"VIT","ata","Provável",0,15.17,0.71,5.25,11,NA
"352","Leandro Damião da Silva dos Santos","Leandro Damião","https://s.glbimg.com/es/sde/f/2016/07/14/d532ea9ded0a3ae3294ef61dab4d2630_FORMATO.png",68953,18,"FLA","ata","Nulo",0,9,0,0,0,NA
"353","Marcos Gabriel do Nascimento","Marquinhos Gabriel","https://s.glbimg.com/es/sde/f/2016/05/29/57d1ab852a861c71835040390c9d2e02_FORMATO.png",68954,18,"COR","mei","Dúvida",0,10.37,-0.87,3.48,18,NA
"354","Henrique Mendonça Mattos","Henrique Mattos","https://s.glbimg.com/es/sde/f/2016/05/01/04bdd81558e68c5ba51d9e30adf14432_FORMATO.png",71593,18,"SPO","zag","Nulo",0,1,0,0,0,NA
"355","Francisco Sousa dos Santos","Chiquinho","https://s.glbimg.com/es/sde/f/2016/04/20/789fa4f8d7f77207cd6c671fc8ad76fa_FORMATO.png",68711,18,"FLA","lat","Provável",0,3.77,0.59,3.43,3,NA
"356","Ernandes Dias Luz","Ernandes","https://s.glbimg.com/es/sde/f/2016/05/09/21cd5d2a5920245c57dae5927a5be47a_FORMATO.png",68956,18,"AME","mei","Nulo",0,4.21,0,2.77,8,NA
"357","Arthur Brasiliano Maia","Arthur Maia","https://s.glbimg.com/es/sde/f/2016/06/30/761dad942de8cbeeee8a316b4a5e5c9d_FORMATO.png",68962,18,"CHA","mei","Contundido",0,6.31,0,3.95,11,NA
"358","Wallace Reis da Silva","Wallace Reis ","https://s.glbimg.com/es/sde/f/2016/06/20/0149296339f53174c5b3c3616589cfaa_FORMATO.png",68958,18,"GRE","zag","Nulo",0,8.04,0.89,5.7,7,NA
"359","Weverton Pereira da Silva","Weverton","https://s.glbimg.com/es/sde/f/2016/04/26/386ce16d188cfb28ca24b64d8b15c15c_FORMATO.png",71631,18,"ATL","gol","Nulo",0,4.55,0,2.07,17,NA
"360","Giovanni Aparecido Adriano dos Santos","Giovanni","https://s.glbimg.com/es/sde/f/2016/04/26/f745425654d63329f97ee5ccbc96c958_FORMATO.png",68979,18,"ATL","gol","Nulo",0,2,0,0,0,NA
"361","Luiz Eduardo Rodrigues","Luiz Eduardo","https://s.glbimg.com/es/sde/f/2016/05/01/a01c478ec41b0544e92efc2347a70703_FORMATO.png",71603,18,"SAO","zag","Nulo",0,2,0,0,0,NA
"362","João Vitor Lima Gomes","João Vitor","https://s.glbimg.com/es/sde/f/2016/05/01/d6a6be346384e5f7c86d506269113cce_FORMATO.png",68987,18,"PON","mei","Provável",0,4.49,0.48,2.75,17,NA
"363","Jaimerson da Silva Papa","Jaime","https://s.glbimg.com/es/sde/f/2016/04/29/d6a8b36b62361daa804fd625cb8cebba_FORMATO.png",71634,18,"FIG","zag","Nulo",0,7.99,0,1.48,4,NA
"364","Hélio Hermito Zampier Neto","Neto","https://s.glbimg.com/es/sde/f/2016/04/27/f217614f7ad8e77684e58501d147fa3a_FORMATO.png",69008,18,"CHA","zag","Contundido",0,6,0,0,0,NA
"365","João Carlos Heidemann","João Carlos","https://s.glbimg.com/es/sde/f/2016/05/01/9077233b11a95f6bd025bdb11a2dff05_FORMATO.png",69010,18,"PON","gol","Nulo",0,5.93,0,0.29,17,NA
"366","Ronaldo Conceição Silveira","Ronaldo","https://s.glbimg.com/es/sde/f/2016/07/07/690bc3c884d9d438461ecf7b43158615_FORMATO.png",69042,18,"ATL","zag","Nulo",0,2.41,0,0.3,2,NA
"367","Paulo Roberto da Silva","Paulo Roberto","https://s.glbimg.com/es/sde/f/2011/08/12/383b871472294fc18ceeee9621c73e90_FORMATO.jpeg",69047,18,"SPO","mei","Nulo",0,2.71,0,0.6,1,NA
"368","Danilo Fernandes Batista","Danilo Fernandes","https://s.glbimg.com/es/sde/f/2016/05/30/8099f366cc8319b88e07c75b7f584000_FORMATO.png",69051,18,"INT","gol","Contundido",0,12.24,0,5.33,9,NA
"369","Jorge Miguel Ortega Salinas","Jorge Ortega","https://s.glbimg.com/es/sde/f/2016/07/08/1544eec869c887062706bce3dd4e6f8e_FORMATO.png",71694,18,"COR","ata","Nulo",0,4.14,0,2.38,4,NA
"370","Leonardo Moreira Morais","Léo","https://s.glbimg.com/es/sde/f/2016/05/13/eac8265d35cda412d31cdfb857c0d6a8_FORMATO.png",69177,18,"ATL","lat","Dúvida",0,4.41,-0.49,3.68,13,NA
"371","Ocimar de Almeida Júnior ","Júnior Urso ","https://s.glbimg.com/es/sde/f/2016/04/26/b4f69a6fdc9b16887143827898490777_FORMATO.png",71829,18,"ATL","mei","Nulo",0,13.68,1.09,4.98,13,NA
"372","Michael Javier Ortega Dieppa","Michael Ortega","https://s.glbimg.com/es/sde/f/2016/04/29/40e196e024c00c42e663bdeadb83f3cb_FORMATO.png",71707,18,"FIG","mei","Nulo",0,2.5,0,0.28,5,NA
"373","Bruno Medeiros Grassi","Bruno Grassi","https://s.glbimg.com/es/sde/f/2016/04/30/e11b5f17e91f0b101c1a042a938318d6_FORMATO.png",71818,18,"GRE","gol","Nulo",0,4.69,0,3.67,3,NA
"374","Aderbar Melo dos Santos Neto","Santos","https://s.glbimg.com/es/sde/f/2016/04/26/20321f246fed8cd6cbb3ca00d4bccbaa_FORMATO.png",69012,18,"ATL","gol","Provável",0,4.51,1.51,11,1,NA
"375","Pablo Felipe Teixeira","Pablo","https://s.glbimg.com/es/sde/f/2016/05/13/dcbc1e5b5b31f9b10ace5cfafebf0281_FORMATO.png",69138,18,"ATL","ata","Provável",0,3.27,-0.24,1.92,16,NA
"376","Gustavo Leonardo Cuellar Gallego","Cuéllar","https://s.glbimg.com/es/sde/f/2016/04/20/70be612c84779f7f9acb60fe5519ec8c_FORMATO.png",71709,18,"FLA","mei","Nulo",0,12.89,0,2.44,10,NA
"377","Thiago Galhardo do Nascimento Rocha","Thiago Galhardo","https://s.glbimg.com/es/sde/f/2016/07/08/3674a60c6ccab36420ae666f4e139fde_FORMATO.jpeg",71844,18,"PON","mei","Nulo",0,4.15,-0.63,1.59,11,NA
"378","Manoel Messias Silva Carvalho","Manoel","https://s.glbimg.com/es/sde/f/2016/04/29/34d00289aba9d71e705b5b7a470861b8_FORMATO.png",69014,18,"CRU","zag","Provável",0,8.03,-0.25,0.9,2,NA
"379","Jesús Alberto Dátolo","Dátolo","https://s.glbimg.com/es/sde/f/2016/05/09/239256565e0ff6b9efba203f7ba1648e_FORMATO.png",69240,18,"ATL","mei","Nulo",0,3.38,0,1.22,4,NA
"380","Elton Junior Melo Ataíde","Elton","https://s.glbimg.com/es/sde/f/2016/05/01/c368a9b94aee7c5cb8cfbf17493fb20a_FORMATO.png",71719,18,"PON","mei","Nulo",0,8,0,0,0,NA
"381","Agenor Detofol","Agenor","https://s.glbimg.com/es/sde/f/2016/07/12/b3b2f4d5febfcebd9c61128f21c52535_FORMATO.png",71724,18,"SPO","gol","Nulo",0,3.02,0,-1.1,3,NA
"382","Deivid Willian da Silva","Deivid","https://s.glbimg.com/es/sde/f/2016/04/26/aac414140b92bc24d03ba749480a7885_FORMATO.png",69018,18,"ATL","mei","Nulo",0,7.98,0,5.28,8,NA
"383","Tiago da Costa Silva","Tiago Costa","https://s.glbimg.com/es/sde/f/2016/05/01/528278a57134fbffc414225c38342b02_FORMATO.png",71885,18,"STC","lat","Provável",0,7.38,1.66,3.02,14,NA
"384","Marcelo Cirino da Silva","Marcelo Cirino","https://s.glbimg.com/es/sde/f/2016/04/20/befdd6c23949a4ebede804fac2e92ec7_FORMATO.png",69022,18,"FLA","ata","Contundido",0,5.84,-1.22,1.19,17,NA
"385","Wellington do Nascimento Silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2016/04/29/e5440de7bae253c68911195524c51b6a_FORMATO.png",71892,18,"FLU","lat","Provável",0,14.07,0,5.91,13,NA
"386","Lucas Ramón Barrios Arioli","Lucas Barrios","https://s.glbimg.com/es/sde/f/2016/05/01/b6083d1f02d4eda13d90b3295c7d762e_FORMATO.png",69282,18,"PAL","ata","Nulo",0,7.61,0.11,0.94,5,NA
"387","Roberto Junior Fernández Torres","Gatito Fernández","https://s.glbimg.com/es/sde/f/2016/04/29/9fb2711aff734db5e097a8c785f181cf_FORMATO.png",74061,18,"FIG","gol","Nulo",0,7.73,0,4,11,NA
"388","Fernando Miguel Kaufmann","Fernando Miguel","https://s.glbimg.com/es/sde/f/2016/05/01/244c756424bb69d9104ec60154e70104_FORMATO.png",71571,18,"VIT","gol","Provável",0,5.27,0.37,2.74,13,NA
"389","Antônio de Moura Carvalho","Tony","https://s.glbimg.com/es/sde/f/2016/05/09/e4f60ef78fb4a9e7a51283c27afb5ed2_FORMATO.png",69033,18,"AME","mei","Contundido",0,6.13,0,0.25,2,NA
"390","Bruno Eduardo de Moraes","Bruno Moraes","https://s.glbimg.com/es/sde/f/2016/05/01/f4731774096a0926ebfb7194d29f9ae8_FORMATO.png",71915,18,"STC","ata","Nulo",0,2.06,0,0.14,8,NA
"391","Uillian Correia Granemann","Uillian Correia","https://s.glbimg.com/es/sde/f/2016/05/01/10d10d398f850bd63c86f958c7f28a2e_FORMATO.jpeg",72007,18,"STC","mei","Dúvida",0,8.24,0,1.47,15,NA
"392","Vladimir Orlando Cardoso de Araújo Filho","Vladimir","https://s.glbimg.com/es/sde/f/2016/05/01/961c8216a0f294aa3cfbee03eaa996db_FORMATO.png",69040,18,"SAN","gol","Nulo",0,3,0,0,0,NA
"393","Renan de Oliveira Fonseca","Renan Fonseca","https://s.glbimg.com/es/sde/f/2016/05/20/8a933b2d225a7b56e6267a2148ab68d0_FORMATO.png",72037,18,"BOT","zag","Nulo",0,2.67,0.66,0.88,12,NA
"394","Dener Assunção Braz","Dener Assunção","https://s.glbimg.com/es/sde/f/2016/05/09/c1dc24221559e1c2e717f8b7b091a8fe_FORMATO.png",69782,18,"CHA","lat","Provável",0,8.63,-0.02,3.38,12,NA
"395","Maycon Vinícius Ferreira da Cruz","Nikão","https://s.glbimg.com/es/sde/f/2016/04/26/d9892427a9847031d633b2c4571cdabf_FORMATO.png",69705,18,"ATL","mei","Contundido",0,7.05,0,2.81,12,NA
