"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","CA","FC","FD","FF","FS","G","PE","RB","A","SG","DD","GS","I","FT","CV","GC","PP","DP"
"435","Luccas Claro dos Santos","Luccas Claro","https://s.glbimg.com/es/sde/f/2016/04/28/212653f2dde798fcc736ead5c59f61db_FORMATO.png",73465,7,"COR","zag","Provável",6,14.37,1.11,3.45,2,2,2,NA,NA,2,1,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"436","Rafael Vaz dos Santos","Rafael Vaz","https://s.glbimg.com/es/sde/f/2016/06/08/1a67ea2b9f6849632449b59749761b92_FORMATO.jpeg",73421,7,"FLA","zag","Provável",7.7,8.31,2.31,7.7,1,NA,NA,1,1,2,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437","Luiz Eduardo Figueiredo ","Dudu","https://s.glbimg.com/es/sde/f/2016/06/06/40f0af5340b416117286fd86d654ed06_FORMATO.png",73511,7,"FLU","mei","Nulo",0,12,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438","Francinilson Santos Meireles","Maranhão","https://s.glbimg.com/es/sde/f/2016/06/06/58e8bbe07b865bc34b46292a10a0bf16_FORMATO.png",73513,7,"FLU","mei","Nulo",2.7,3.01,0.01,2.7,1,NA,NA,NA,NA,1,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439","Jorge Fellipe de Oliveira Figueiro","Jorge Fellipe","https://s.glbimg.com/es/sde/f/2016/06/06/f32873f8fe00f7196bcbb14d8028b9d7_FORMATO.png",73544,7,"ATL","zag","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440","José Rogério de Oliveira","Rogério","https://s.glbimg.com/es/sde/f/2016/05/01/f82190cdaebeaf5c0ce730069b6a9a03_FORMATO.png",73540,7,"SAO","ata","Nulo",0,7.49,0,2.06,5,NA,1,NA,2,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","Elisson Aparecido Rosa","Elisson","https://s.glbimg.com/es/sde/f/2016/05/25/3554792f7d6370422f0d6500155cbe09_FORMATO.jpeg",79048,7,"COR","gol","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442","Gabriel Santana Pinto","Gabriel","https://s.glbimg.com/es/sde/f/2016/04/20/43f762e9398936d399d42746fc9cfdd4_FORMATO.png",73515,7,"FLA","mei","Nulo",0.2,4.42,-0.18,1.6,4,NA,NA,3,NA,3,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","Bruno Fabiano Alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2016/04/29/49e9429e3f444ef44bc9a03295902d5f_FORMATO.png",73620,7,"FIG","zag","Provável",3.2,11.9,0.12,4.17,7,NA,5,NA,NA,2,1,18,8,NA,3,NA,NA,1,NA,NA,NA,NA,NA
"444","Rildo de Andrade Felicissimo","Rildo","https://s.glbimg.com/es/sde/f/2016/04/28/955d786aa05db6ee13365e3b0b54e2ed_FORMATO.png",73635,7,"COR","ata","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","Lucas David Pratto","Lucas Pratto","https://s.glbimg.com/es/sde/f/2016/04/26/56245b924208def6d8688f6d5c9181be_FORMATO.png",73649,7,"ATL","ata","Contundido",0,28,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","Joeliton Lima Santos","Mansur","https://s.glbimg.com/es/sde/f/2016/04/26/a1736bf3043f5d519fac6ef52552b618_FORMATO.png",79553,7,"ATL","lat","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","Samuel Rosa Gonçalves ","Samuel ","https://s.glbimg.com/es/sde/f/2016/05/30/6c55dee9bbd50504cdedf8b7a7dfe5e4_FORMATO.png",73806,7,"FLU","ata","Contundido",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","Marcos Vinícius de Jesus Araújo","Marcos Vinícius","https://s.glbimg.com/es/sde/f/2016/04/29/ab99a143750d322ad2aad71c76d7031c_FORMATO.png",73721,7,"CRU","mei","Contundido",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","Alison Lopes Ferreira","Alison","https://s.glbimg.com/es/sde/f/2016/05/01/5cbe20aa51d06aff64b21ed5d19bf070_FORMATO.png",73974,7,"SAN","mei","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","Rodrigo Caio Roquette Russo","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2016/05/01/76c4acf534a1a01c922cb927acebb6e7_FORMATO.png",73800,7,"SAO","zag","Dúvida",0,15,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","Héctor Canteros","Canteros","https://s.glbimg.com/es/sde/f/2016/04/20/99c13653a46dab64b8cde0f0192fdc61_FORMATO.png",73918,7,"FLA","mei","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","Claudinei Junio De Souza","Claudinei","https://s.glbimg.com/es/sde/f/2016/05/09/5009508d2616d24ba400e2e4ddd8cc43_FORMATO.png",73863,7,"AME","mei","Provável",0,8.76,0,3.33,6,NA,4,NA,1,5,NA,11,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","Rafael Berger","Alemão","https://s.glbimg.com/es/sde/f/2016/05/01/18765d7c11324bf00d94b50056decf08_FORMATO.png",74014,7,"STC","zag","Contundido",0,2.09,0,0.5,3,1,3,NA,NA,1,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","Walisson Moreira Farias Maia","Walisson Maia","https://s.glbimg.com/es/sde/f/2016/04/28/918d1d4bb2f6863c25280a205740a148_FORMATO.png",73991,7,"COR","zag","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","Rodinei Marcelo de Almeida","Rodinei","https://s.glbimg.com/es/sde/f/2016/04/20/5aa14228427583453758e5c79b1bc40d_FORMATO.png",73992,7,"FLA","lat","Provável",2.2,12.79,-0.18,3.89,7,1,4,1,4,14,NA,22,10,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"456","Luiz Antonio de Souza Soares","Luiz Antonio ","https://s.glbimg.com/es/sde/f/2016/05/01/cc80f0ff335279c7404010486b0f3f24_FORMATO.png",74060,7,"SPO","mei","Nulo",0,6.63,0,-0.2,2,NA,NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","Wallace Oliveira dos Santos","Wallace Oliveira","https://s.glbimg.com/es/sde/f/2016/04/30/0a4ef48eb54897fc19994043260ef55f_FORMATO.png",74075,7,"GRE","lat","Contundido",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","Roberto Junior Fernández Torres","Gatito Fernández","https://s.glbimg.com/es/sde/f/2016/04/29/9fb2711aff734db5e097a8c785f181cf_FORMATO.png",74061,7,"FIG","gol","Provável",19.9,11.09,4.29,6.3,6,NA,NA,NA,NA,2,NA,4,NA,NA,2,14,7,NA,NA,NA,NA,NA,NA
"459","Claudio Winck Neto","Claudio Winck","https://s.glbimg.com/es/sde/f/2016/05/09/44f7ab6c76f4634e4e996560532dad16_FORMATO.png",74074,7,"CHA","lat","Contundido",0,5.17,0,3.05,2,NA,1,NA,NA,NA,NA,6,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"460","Edinaldo Batista Libânio","Grafite","https://s.glbimg.com/es/sde/f/2016/05/01/47f9e9299b1a4fe137e0e39a1f1d5997_FORMATO.png",38230,7,"STC","ata","Dúvida",0,23.48,0,6.73,6,2,18,NA,3,14,6,8,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
"461","Octávio Merlo Manteca","Octávio","https://s.glbimg.com/es/sde/f/2016/05/20/129d4e68bd51330434b88e0bd0e2bcdf_FORMATO.png",84324,7,"BOT","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","Yuri Oliveira Lima","Yuri",NA,90569,7,"SAN","mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","Danilo Carvalho Barcelos","Danilo Barcelos","https://s.glbimg.com/es/sde/f/2016/05/09/fe0bea834eb17fabedce79806e5e56b4_FORMATO.png",84382,7,"AME","lat","Provável",2.1,4.3,-0.12,2.5,7,1,5,6,5,5,1,27,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"464","Lucas da Silva Izidoro","Lucas Mineiro","https://s.glbimg.com/es/sde/f/2016/04/27/f1da8b58208c0cf5e99aa6d98bd681a7_FORMATO.png",90634,7,"CHA","mei","Dúvida",0.3,0.86,-0.14,0.3,1,1,3,NA,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Samuel Xavier Brito","Samuel Xavier","https://s.glbimg.com/es/sde/f/2016/05/01/02f546c1013f3369de8475d0bf247287_FORMATO.png",73384,7,"SPO","lat","Provável",0,6.43,0,2.25,6,3,4,1,3,12,NA,15,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"466","Lucas Daniel Romero","Lucas Romero","https://s.glbimg.com/es/sde/f/2016/04/29/d328bc38f626e4c61d12bf5c25f4658c_FORMATO.png",84558,7,"CRU","mei","Suspenso",1.4,1.83,-0.26,1.75,4,NA,9,NA,3,3,NA,14,13,NA,NA,NA,NA,NA,NA,2,NA,NA,NA
"467","Guilherme Xavier de Oliveira","Guilherme Xavier","https://s.glbimg.com/es/sde/f/2016/05/09/8107ae25a5591cc30dac164e0330ce30_FORMATO.png",90635,7,"AME","mei","Nulo",0,2.56,0,1.78,4,NA,4,1,2,8,NA,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468","Glauco Tadeu Chaves","Glauco","https://s.glbimg.com/es/sde/f/2016/05/09/2cac99f5583c416743d60a51fb0d18f2_FORMATO.png",84555,7,"AME","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","Renato Bruno Vieira Gomes","Renato Bruno","https://s.glbimg.com/es/sde/f/2016/05/09/0e935a35d387a89b9fb03da1981a4faf_FORMATO.png",90637,7,"AME","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","Lucas Cavalcante Silva Afonso","Lucão","https://s.glbimg.com/es/sde/f/2016/05/01/48f192fdba1691586d6a2bfd42288481_FORMATO.png",84554,7,"SAO","zag","Nulo",0,11.04,0,4.23,3,NA,2,NA,1,2,NA,5,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"471","César Eduardo González Amaiz","César González","https://s.glbimg.com/es/sde/f/2016/05/11/f0e9f024533b110586909cdd36af69b9_FORMATO.jpeg",74210,7,"COR","mei","Contundido",0,2.33,0,1.23,6,NA,4,1,1,10,NA,23,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"472","Rodrigo Gomes dos Santos","Rodrigão","https://s.glbimg.com/es/sde/f/2016/06/02/40f4b4d0db421f69548eaeb7f71dcfa1_FORMATO.jpeg",90651,7,"SAN","ata","Contundido",0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","José Élber Pimentel da Silva","Élber","https://s.glbimg.com/es/sde/f/2016/04/29/26c6c8beefa35a5684da137e0e90f6dc_FORMATO.png",74140,7,"CRU","mei","Contundido",1.2,14.64,0.18,5.49,7,NA,1,2,3,12,2,23,11,NA,NA,NA,NA,5,1,NA,NA,NA,NA
"474","Marlon Bruno Mariano de Souza","Marlon","https://s.glbimg.com/es/sde/f/2016/05/24/2fdfdac444fd29a9c8834134e31dbe46_FORMATO.jpeg",90679,7,"FIG","lat","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"475","Yago Fernando da Silva","Yago","https://s.glbimg.com/es/sde/f/2016/04/28/53f6ff2a12e40b6f8dd49aef0978f58e_FORMATO.png",77500,7,"COR","zag","Provável",1.8,12.18,-2.82,1.8,1,NA,NA,NA,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","Juan Manuel Salgueiro","Salgueiro","https://s.glbimg.com/es/sde/f/2016/05/20/811a7420963bf1802a706c535821e38a_FORMATO.png",84592,7,"BOT","ata","Nulo",-0.8,5.6,-0.51,1.18,5,1,5,NA,2,1,NA,15,5,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"477","José Paolo Guerrero Gonzales","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2016/04/20/b32111b86cb0b507eb672fbe6392e61a_FORMATO.png",75295,7,"FLA","ata","Nulo",0,6.74,0,-3.75,2,2,9,NA,2,3,NA,7,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
"478","Lucas Gomes da Silva","Lucas Gomes","https://s.glbimg.com/es/sde/f/2016/04/27/8f50d49f6a99adb1e99c806d1f483b87_FORMATO.png",84684,7,"CHA","ata","Provável",1.2,8.78,0.08,3.66,7,NA,9,4,3,14,1,23,7,1,NA,NA,NA,2,NA,NA,NA,NA,NA
"479","Luis Gustavo Francisco Camilo","Luis Gustavo","https://s.glbimg.com/es/sde/f/2016/05/01/bbf0fd6bb6c143ac5b723f5da0261157_FORMATO.png",90764,7,"SPO","zag","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","Gustavo Javier Canales","Canales","https://s.glbimg.com/es/sde/f/2016/05/31/3ec90fd10b0b59e46e4ed1b8e713a947_FORMATO.png",77772,7,"BOT","ata","Contundido",0,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","Fabrício Bruno Soares de Faria","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2016/04/29/7faaf4f3b3e2ff7e8f761a1e33e7223c_FORMATO.png",90768,7,"CRU","zag","Nulo",-2,1.07,-0.93,-2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","Erik Nascimento Lima","Erik","https://s.glbimg.com/es/sde/f/2016/05/01/9d77b7b8de884f6ca9e47e4af829f114_FORMATO.png",84848,7,"PAL","ata","Nulo",0,3.84,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","Agustín Lionel Allione","Allione","https://s.glbimg.com/es/sde/f/2016/05/01/16f4da431bfc997fec158ecfb9c186a1_FORMATO.png",84585,7,"PAL","mei","Nulo",0,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","João Felipe Schimdt Urbano","João Schmidt ","https://s.glbimg.com/es/sde/f/2016/05/01/5214f931543621b3d23666a103f23d6e_FORMATO.png",77777,7,"SAO","mei","Provável",4,4.75,0.26,3.05,4,NA,4,NA,NA,6,NA,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","Lucas Cândido Silva","Lucas Cândido","https://s.glbimg.com/es/sde/f/2016/04/26/fd989b79b53823a7699ecc9662a7b74a_FORMATO.png",84851,7,"ATL","mei","Nulo",0,5.01,0,1.23,4,1,12,3,1,5,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","William de Oliveira Pottker","William Pottker","https://s.glbimg.com/es/sde/f/2016/06/11/04d3dfb7b74a32eed54620376df65639_FORMATO.jpeg",77809,7,"PON","ata","Nulo",6.4,6.37,1.06,3.1,2,2,3,NA,3,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","Filipe José Machado","Filipe Machado","https://s.glbimg.com/es/sde/f/2014/11/03/a5e74c9b1aea28dc2661dbd1db969a7d_FORMATO.jpeg",77868,7,"CHA","zag","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","Michel Carlos Gilioli","Caixinha","https://s.glbimg.com/es/sde/f/2016/05/09/30b330fcd4d1abc4cdd04d21895cea03_FORMATO.jpeg",90777,7,"CHA","lat","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","Dener Gonçalves Pinheiro","Dener","https://s.glbimg.com/es/sde/f/2016/04/29/44b631eb22a18bd8eeb9d70b4793eacd_FORMATO.png",84887,7,"FIG","mei","Contundido",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","Matheus Martins Fogaça de Paulo ","Matheusinho","https://s.glbimg.com/es/sde/f/2016/01/07/8081123abcdfd8c3dce8254dc4c66622_FORMATO.png",90703,7,"FIG","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","Leandro da Silva","Leandro Silva","https://s.glbimg.com/es/sde/f/2016/04/29/30350579107b2bf5c3e11cbaaa65ec0f_FORMATO.png",77529,7,"FIG","lat","Contundido",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"492","Eugenio Esteban Mena Reveco","Mena","https://s.glbimg.com/es/sde/f/2016/05/01/b6636f216cfaa7ececec16111456dc19_FORMATO.png",77967,7,"SAO","lat","Contundido",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","Emerson da Conceição","Emerson Conceição","https://s.glbimg.com/es/sde/f/2015/10/28/1dd9174335f24dfb15b6a586227ecb44_FORMATO.png",77895,7,"COR","lat","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","Wallace Ribeiro Barato","Wallace","https://s.glbimg.com/es/sde/f/2016/05/01/79d6ae58ba05540b9539eae16e7c6da8_FORMATO.png",90892,7,"VIT","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"495","Elosman Euller Silva Cavalcanti","Euller ","https://s.glbimg.com/es/sde/f/2016/05/01/d699ce96a133a9a4277276ec939d0670_FORMATO.png",84890,7,"VIT","lat","Nulo",0,3.85,0,2.35,2,NA,2,NA,NA,1,NA,5,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"496","César Bernardo Dutra","César","https://s.glbimg.com/es/sde/f/2016/05/01/a93f99205ac1160291913798df1695dc_FORMATO.png",78086,7,"PON","gol","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"497","Vagner Antônio Brandalise","Vagner","https://s.glbimg.com/es/sde/f/2016/05/01/070befdf695ba9061ea52576d98e9ec2_FORMATO.png",78151,7,"PAL","gol","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","Evandro Lima de Oliveira Filho","Evandro","https://s.glbimg.com/es/sde/f/2016/05/13/4b42ff4913c31881ab2b59613f9274cf_FORMATO.png",91001,7,"SPO","lat","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","Everaldo Stum","Everaldo",NA,78117,7,"STC","ata","Nulo",0,2.74,0,0.67,3,NA,4,1,2,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","Leandro Cordeiro de Lima Silva","Leandrinho","https://s.glbimg.com/es/sde/f/2016/05/01/d96d5abb87f737dbad1aa76ded5f4549_FORMATO.png",78235,7,"SAN","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","Jeferson de Araújo de Carvalho","Jeferson","https://s.glbimg.com/es/sde/f/2016/05/01/57ea55576ea726448dc22e88900674b7_FORMATO.png",84917,7,"PON","lat","Provável",-1.1,5.76,-0.41,0.9,7,2,13,NA,2,7,NA,17,5,NA,1,NA,NA,NA,1,NA,NA,NA,NA
"502","Alison Vicente da Silva","Alison",NA,91003,7,"SPO","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","Raphael Guimarães de Paula","Dodô","https://s.glbimg.com/es/sde/f/2016/04/29/73d2f99789d49931c8deea3969a3c2c3_FORMATO.png",84927,7,"FIG","mei","Nulo",0,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","Yago Henrique Severino dos Santos","Yago","https://s.glbimg.com/es/sde/f/2016/04/26/6da386200ffd6eb819bc89d0f7c0c596_FORMATO.png",84926,7,"ATL","mei","Nulo",0,1.1,0,-0.5,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","Gustavo Henrique Vernes","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2016/05/01/b89def887a8c88677a346b6ef350770e_FORMATO.png",78248,7,"SAN","zag","Provável",4,3.99,0.35,1.52,6,2,5,NA,3,2,NA,9,6,NA,2,NA,NA,NA,NA,1,NA,NA,NA
"506","Edgardo Bauza","Edgardo Bauza","https://s.glbimg.com/es/sde/f/2016/05/01/f7cbafa3bccb36c5e875f5cb0480305b_FORMATO.png",78361,7,"SAO","tec","Provável",3.78,12.25,-0.02,3.7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","Damián Emmanuel Lizio","Lizio","https://s.glbimg.com/es/sde/f/2016/05/20/66e6d57cbd8e83f278a7dabea1efed36_FORMATO.png",80224,7,"BOT","mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","Miller Alejandro Bolaños Reasco","Miller Bolaños","https://s.glbimg.com/es/sde/f/2016/05/10/e06dcc7c5fd2af9342d95cf318b5f431_FORMATO.png",78371,7,"GRE","ata","Nulo",0,7.27,0,-2,2,NA,5,2,NA,2,NA,5,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
"509","Alípio Duarte Brandão","Alípio","https://s.glbimg.com/es/sde/f/2016/05/01/d905a98c54e7ee4f247ea6a6cbc68abf_FORMATO.png",91100,7,"VIT","mei","Nulo",-0.1,3.07,-0.1,0.98,5,NA,2,NA,NA,2,NA,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","Walter Guimarães","Walter Guimarães","https://s.glbimg.com/es/sde/f/2016/05/01/69434d017d491957ec4dac9c8e885c72_FORMATO.png",90942,7,"STC","zag","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","Douglas Ricardo Grolli","Douglas Grolli","https://s.glbimg.com/es/sde/f/2016/05/01/85751bb6bf154f66767689168ed965aa_FORMATO.png",78407,7,"PON","zag","Nulo",0,8.8,0,2.13,3,1,3,NA,1,4,NA,4,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"512","Ronaldo de Oliveira Strada","Ronaldo","https://s.glbimg.com/es/sde/f/2016/05/01/d60da59a4893b68e69302b4ad87a3187_FORMATO.png",91101,7,"VIT","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"513","Flávio Medeiros da Silva","Flávio","https://s.glbimg.com/es/sde/f/2016/05/01/593d8fa3c0ada5c40f4e24749bd871d9_FORMATO.png",91102,7,"VIT","mei","Nulo",-0.3,1.75,-0.67,0.85,4,1,2,NA,NA,4,NA,8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","Marcos Felipe de Freitas Monteiro","Marcos Felipe ","https://s.glbimg.com/es/sde/f/2016/04/29/62d23ea7816659aafaf60c6e6027764f_FORMATO.png",85004,7,"FLU","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"515","Carlos Alberto Carvalho da Silva Júnior","Carlos","https://s.glbimg.com/es/sde/f/2016/05/09/92049d1586174aecc702f4584b544b81_FORMATO.png",85027,7,"ATL","ata","Provável",-0.1,8.66,0,1.4,6,1,8,4,5,7,NA,8,4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
"516","Thiago Rodrigues da Silva","Thiago","https://s.glbimg.com/es/sde/f/2016/05/30/9e7a04cb4e1a88c4ac3de1a2d90d5016_FORMATO.png",91194,7,"FLA","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"517","Oswaldo Alfredo de Lima Gonçalves","Oswaldo","https://s.glbimg.com/es/sde/f/2016/02/19/512c95f47595131a758ccac1a3831907_FORMATO.png",78422,7,"SPO","zag","Provável",0,2.35,-0.65,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","Gabriel Augusto Xavier","Gabriel Xavier","https://s.glbimg.com/es/sde/f/2016/05/01/0b59c50becbc8d730cad413e46f903e6_FORMATO.png",85040,7,"SPO","mei","Provável",-0.9,7.07,-2.61,4.23,7,1,6,3,1,9,1,22,10,1,NA,NA,NA,1,1,NA,NA,NA,NA
"519","Victor Vinícius Coelho dos Santos","Vitinho","https://s.glbimg.com/es/sde/f/2016/04/30/3d3d6c56c09cbb3c5faabff10e811d39_FORMATO.png",78435,7,"INT","ata","Provável",7.4,11.07,1.86,3.18,7,2,9,2,6,18,1,32,6,1,NA,NA,NA,3,1,NA,NA,NA,NA
"520","Dierson Júnior Kuhn","Dierson","https://s.glbimg.com/es/sde/f/2016/05/20/933442bb56211b4777e5912e82f6fa40_FORMATO.png",91222,7,"BOT","mei","Nulo",0,2.93,0,2.2,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
