"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","CA","FC","FD","FF","FS","G","I","PE","RB","A","GC","SG","FT","DD","GS","CV","PP","DP"
"205","Willian Thiego de Jesus","Thiego","https://s.glbimg.com/es/sde/f/2016/04/27/106a8b39bab2f5fc4f76145e87e57147_FORMATO.png",50393,10,"CHA","zag","Provável",7.4,6.33,0.49,4.55,9,1,11,NA,2,8,3,NA,21,9,NA,NA,3,NA,NA,NA,1,NA,NA
"206","Wesley Lopes Beltrame","Wesley","https://s.glbimg.com/es/sde/f/2016/05/01/df95d867f8ae0ddd0e0485b9b344e610_FORMATO.png",50421,10,"SAO","mei","Contundido",0,2.03,0,-0.6,4,1,8,1,1,3,NA,NA,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","Edwin Armando Valencia Rodríguez","Valencia","https://s.glbimg.com/es/sde/f/2016/05/01/19b876352b7c66c50a6b3d872e85257c_FORMATO.png",50417,10,"SAN","mei","Nulo",0,2.43,0,0.5,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","Ricardo Martins de Araújo","Kadu","https://s.glbimg.com/es/sde/f/2016/05/01/5ece8fb5b4713b05482aa2b88891e5cf_FORMATO.png",50427,10,"PON","zag","Provável",0.8,4.71,-0.33,1.14,10,2,11,2,1,10,NA,NA,15,11,NA,1,1,NA,NA,NA,NA,NA,NA
"209","Vilson Xavier de Meneses Junior","Vilson","https://s.glbimg.com/es/sde/f/2016/04/28/84ef11bf1e3dd175d1638cfb032e579c_FORMATO.png",50439,10,"COR","zag","Dúvida",0.9,4.78,-0.86,3.25,4,1,5,2,1,1,NA,NA,8,1,NA,NA,3,NA,NA,NA,NA,NA,NA
"210","Leandro Almeida da Silva","Leandro Almeida","https://s.glbimg.com/es/sde/f/2016/06/20/c1c5199c8b8b470dd795f1f68800b8f0_FORMATO.png",50462,10,"INT","zag","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","Denis Cesar de Matos","Denis","https://s.glbimg.com/es/sde/f/2016/05/01/9e4d589b32947151072c21d1d5b71747_FORMATO.png",51175,10,"SAO","gol","Provável",4.7,9.14,-1.1,5.34,9,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,NA,15,8,NA,NA,NA
"212","Roger de Carvalho","Roger Carvalho","https://s.glbimg.com/es/sde/f/2016/05/01/02e50e98f3a67626dd1c651cdd042e54_FORMATO.png",51415,10,"PAL","zag","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","Carlos Eduardo Santos Oliveira","Eduardo","https://s.glbimg.com/es/sde/f/2015/10/26/0e028d72923de801deda4e00f4dcec3d_FORMATO.png",50645,10,"ATL","lat","Nulo",0,4.64,0,2.67,4,3,5,NA,1,7,NA,1,16,9,1,NA,NA,NA,NA,NA,NA,NA,NA
"214","Leonardo Renan Simões de Lacerda","Léo","https://s.glbimg.com/es/sde/f/2016/04/29/442f1e513bf554cc4cbcce5ae7ace03b_FORMATO.png",50459,10,"CRU","zag","Nulo",0,1.99,0,0.9,2,1,2,NA,3,1,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","Emerson dos Santos Silva","Emerson Silva","https://s.glbimg.com/es/sde/f/2016/05/20/32eec64b3753a7d9b1192df90028abc9_FORMATO.png",51299,10,"BOT","zag","Provável",9.3,5.91,1.24,2.6,10,NA,14,1,1,11,NA,NA,27,17,NA,NA,1,NA,NA,NA,NA,NA,NA
"216","Henrique Adriano Buss","Henrique","https://s.glbimg.com/es/sde/f/2016/04/29/a9d9178f59821bfca73d485e636ad040_FORMATO.png",50856,10,"FLU","zag","Provável",3.3,10.62,0.37,3.38,10,1,4,NA,5,7,NA,NA,15,9,NA,NA,4,NA,NA,NA,NA,NA,NA
"217","Wilson Rodrigues de Moura Júnior","Wilson","https://s.glbimg.com/es/sde/f/2016/04/28/451b957d5e77145a9740c1dd14e810fb_FORMATO.png",50284,10,"COR","gol","Provável",6.4,8.86,1.41,2.81,10,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,1,NA,20,18,NA,NA,NA
"218","Giovanni Augusto Oliveira Cardoso","Giovanni Augusto","https://s.glbimg.com/es/sde/f/2016/04/28/9930f715c0d34977f60c416dc3311aca_FORMATO.png",68938,10,"COR","mei","Provável",-1.4,5.81,-0.19,2.73,9,1,13,1,4,16,1,2,48,11,2,NA,NA,NA,NA,NA,NA,NA,NA
"219","Renan Ribeiro","Renan Ribeiro","https://s.glbimg.com/es/sde/f/2016/05/01/443bbaa43b246a9ce7d8a4e682ed4af6_FORMATO.png",68932,10,"SAO","gol","Nulo",0,11.54,0,10.7,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,2,NA,NA,NA,NA
"220","Walter Leandro Capeloza Artume","Walter","https://s.glbimg.com/es/sde/f/2016/04/28/9520a016aaf4604a0c75d928046c8bd9_FORMATO.png",51413,10,"COR","gol","Contundido",0,12.43,0,6.11,8,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,4,NA,13,5,NA,NA,NA
"221","Leandro Donizete Gonçalves da Silva","Leandro Donizete","https://s.glbimg.com/es/sde/f/2016/04/26/765a5089ecb5053c65f7168963c61b74_FORMATO.png",51318,10,"ATL","mei","Provável",2.9,8.67,-2.52,4.37,7,2,8,1,NA,12,1,NA,23,15,1,NA,NA,NA,NA,NA,NA,NA,NA
"222","Ronaldo Luiz Alves","Ronaldo Alves","https://s.glbimg.com/es/sde/f/2014/04/07/27ef489e399073200b05ba6d3d3da450_FORMATO.jpeg",68950,10,"SPO","zag","Nulo",0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","Josimar Rosado da Silva Tavares","Josimar","https://s.glbimg.com/es/sde/f/2016/04/27/8e02fb0168f097a88bcdc53ad79d10c9_FORMATO.png",68951,10,"CHA","mei","Provável",1.2,5.94,0.25,1.82,9,2,24,1,5,11,NA,NA,22,15,NA,NA,NA,1,NA,NA,NA,NA,NA
"224","Vinícius Goes Barbosa de Souza","Vinícius","https://s.glbimg.com/es/sde/f/2016/05/12/05661d7467e22d993beb49ff4f16d292_FORMATO.png",71162,10,"ATL","mei","Dúvida",-1.3,6.77,-1.34,2.67,8,1,1,5,3,9,1,NA,25,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"225","Marcos Gabriel do Nascimento","Marquinhos Gabriel","https://s.glbimg.com/es/sde/f/2016/05/29/57d1ab852a861c71835040390c9d2e02_FORMATO.png",68954,10,"COR","mei","Provável",0.6,10.64,-1.3,4,10,NA,7,6,8,21,2,1,48,9,1,NA,NA,NA,NA,NA,NA,NA,NA
"226","Arthur Brasiliano Maia","Arthur Maia","https://s.glbimg.com/es/sde/f/2016/05/25/b9f20b1380b86767b5febf2fe23ba88d_FORMATO.jpeg",68962,10,"CHA","mei","Provável",0.2,5.66,-2.03,5.13,6,1,4,3,NA,4,1,NA,11,3,4,NA,NA,NA,NA,NA,NA,NA,NA
"227","Hélio Hermito Zampier Neto","Neto","https://s.glbimg.com/es/sde/f/2016/04/27/f217614f7ad8e77684e58501d147fa3a_FORMATO.png",69008,10,"CHA","zag","Contundido",0,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","João Vitor Lima Gomes","João Vitor","https://s.glbimg.com/es/sde/f/2016/05/01/d6a6be346384e5f7c86d506269113cce_FORMATO.png",68987,10,"PON","mei","Provável",0.7,2.21,-0.09,1.36,10,2,29,2,2,14,NA,NA,41,20,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","Aderbar Melo dos Santos Neto","Santos","https://s.glbimg.com/es/sde/f/2016/04/26/20321f246fed8cd6cbb3ca00d4bccbaa_FORMATO.png",69012,10,"ATL","gol","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","Alan Santos da Silva","Alan Santos","https://s.glbimg.com/es/sde/f/2016/04/28/2e4514e1250273c20db6d592604c3980_FORMATO.png",70132,10,"COR","mei","Contundido",0,4.68,0,1.77,4,1,10,2,2,NA,1,NA,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","Wallace Reis da Silva","Wallace Reis ","https://s.glbimg.com/es/sde/f/2016/06/20/0149296339f53174c5b3c3616589cfaa_FORMATO.png",68958,10,"GRE","zag","Nulo",0,6.58,0,4.05,4,NA,2,NA,NA,2,NA,NA,2,4,NA,NA,2,NA,NA,NA,NA,NA,NA
"232","Deivid Willian da Silva","Deivid","https://s.glbimg.com/es/sde/f/2016/04/26/aac414140b92bc24d03ba749480a7885_FORMATO.png",69018,10,"ATL","mei","Provável",7.5,8.68,1.63,5.63,7,NA,16,NA,NA,13,1,NA,15,17,1,NA,NA,1,NA,NA,NA,NA,NA
"233","Manoel Messias Silva Carvalho","Manoel","https://s.glbimg.com/es/sde/f/2016/04/29/34d00289aba9d71e705b5b7a470861b8_FORMATO.png",69014,10,"CRU","zag","Nulo",0,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","Antônio de Moura Carvalho","Tony","https://s.glbimg.com/es/sde/f/2016/05/09/e4f60ef78fb4a9e7a51283c27afb5ed2_FORMATO.png",69033,10,"AME","mei","Contundido",0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","Marcelo Cirino da Silva","Marcelo Cirino","https://s.glbimg.com/es/sde/f/2016/04/20/befdd6c23949a4ebede804fac2e92ec7_FORMATO.png",69022,10,"FLA","ata","Provável",-1.4,5.74,-0.39,1.09,10,1,6,1,10,20,NA,1,28,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","Vladimir Orlando Cardoso de Araújo Filho","Vladimir","https://s.glbimg.com/es/sde/f/2016/05/01/961c8216a0f294aa3cfbee03eaa996db_FORMATO.png",69040,10,"SAN","gol","Contundido",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","João Carlos Heidemann","João Carlos","https://s.glbimg.com/es/sde/f/2016/05/01/9077233b11a95f6bd025bdb11a2dff05_FORMATO.png",69010,10,"PON","gol","Provável",-5,6.46,-1.64,0.32,10,2,NA,NA,NA,1,NA,NA,4,NA,NA,NA,1,NA,13,18,NA,NA,NA
"238","Muriel Gustavo Becker","Muriel","https://s.glbimg.com/es/sde/f/2016/04/30/01462becd6f2c80e3df570f467a68962_FORMATO.png",69041,10,"INT","gol","Provável",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","Danilo Fernandes Batista","Danilo Fernandes","https://s.glbimg.com/es/sde/f/2016/05/30/8099f366cc8319b88e07c75b7f584000_FORMATO.png",69051,10,"INT","gol","Contundido",-1,12.24,-0.44,5.33,9,1,NA,NA,NA,1,NA,NA,5,NA,NA,NA,4,NA,15,7,NA,NA,NA
"240","Leonardo Moreira Morais","Léo","https://s.glbimg.com/es/sde/f/2016/05/13/eac8265d35cda412d31cdfb857c0d6a8_FORMATO.png",69177,10,"ATL","lat","Provável",5.9,4.05,-0.13,4.68,6,1,12,NA,2,10,NA,NA,19,12,1,NA,3,NA,NA,NA,1,NA,NA
"241","Jesús Alberto Dátolo","Dátolo","https://s.glbimg.com/es/sde/f/2016/05/09/239256565e0ff6b9efba203f7ba1648e_FORMATO.png",69240,10,"ATL","mei","Nulo",0.1,3.22,-0.72,0.15,2,NA,1,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","Mário Sérgio Santos Costa","Marinho","https://s.glbimg.com/es/sde/f/2016/05/01/fd249ecee00ebf56d13d770212e144b4_FORMATO.png",68952,10,"VIT","ata","Provável",0,17.01,0,7.38,6,1,20,6,6,35,3,5,22,6,NA,NA,NA,1,NA,NA,NA,NA,NA
"243","Lucas Ramón Barrios Arioli","Lucas Barrios","https://s.glbimg.com/es/sde/f/2016/05/01/b6083d1f02d4eda13d90b3295c7d762e_FORMATO.png",69282,10,"PAL","ata","Nulo",0,9.56,0,-2,1,1,2,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","Mark Dennis González Hoffman","Mark González","https://s.glbimg.com/es/sde/f/2016/05/01/d82ce312711b6593512e43da7278f716_FORMATO.png",69343,10,"SPO","mei","Nulo",0,7.57,0,0.8,2,NA,2,NA,1,NA,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","Pablo Felipe Teixeira","Pablo","https://s.glbimg.com/es/sde/f/2016/05/13/dcbc1e5b5b31f9b10ace5cfafebf0281_FORMATO.png",69138,10,"ATL","ata","Dúvida",0.8,2.21,-0.25,0.46,9,2,11,1,3,6,NA,NA,32,8,NA,NA,NA,1,NA,NA,NA,NA,NA
"246","Ernandes Dias Luz","Ernandes","https://s.glbimg.com/es/sde/f/2016/05/09/21cd5d2a5920245c57dae5927a5be47a_FORMATO.png",68956,10,"AME","mei","Provável",4.6,5.02,0.12,3.9,5,NA,3,NA,1,13,NA,NA,11,8,NA,NA,NA,1,NA,NA,NA,NA,NA
"247","Giovanni Aparecido Adriano dos Santos","Giovanni","https://s.glbimg.com/es/sde/f/2016/04/26/f745425654d63329f97ee5ccbc96c958_FORMATO.png",68979,10,"ATL","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","Maycon Vinícius Ferreira da Cruz","Nikão","https://s.glbimg.com/es/sde/f/2016/04/26/d9892427a9847031d633b2c4571cdabf_FORMATO.png",69705,10,"ATL","mei","Provável",0,6.02,0,1.4,7,1,11,3,NA,9,NA,1,28,6,1,NA,NA,1,NA,NA,NA,NA,NA
"249","Dener Assunção Braz","Dener Assunção","https://s.glbimg.com/es/sde/f/2016/05/09/c1dc24221559e1c2e717f8b7b091a8fe_FORMATO.png",69782,10,"CHA","lat","Contundido",0,8.9,0,3.4,7,NA,10,NA,1,9,NA,NA,17,11,NA,NA,2,NA,NA,NA,NA,NA,NA
"250","Tiago Real do Prado","Tiago Real","https://s.glbimg.com/es/sde/f/2016/05/01/652325806fdb7634f63478c0f8dd9476_FORMATO.png",70058,10,"VIT","mei","Provável",-2.4,0.79,0.01,-0.86,7,1,12,NA,1,10,NA,1,22,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","Wesley de Jesus Correia","Lelê","https://s.glbimg.com/es/sde/f/2016/05/01/1f3fda71fc3fa6c69eec840266ba770e_FORMATO.png",70057,10,"STC","mei","Provável",-3.4,4.04,-1,0.93,6,1,14,2,2,7,1,NA,18,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","Guilherme Cruz de Mattis","Guilherme Mattis","https://s.glbimg.com/es/sde/f/2016/05/01/1105ff5e53bb88916425c5e78fa5d912_FORMATO.png",70111,10,"VIT","zag","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","Wenderson da Silva Soares","Maranhão","https://s.glbimg.com/es/sde/f/2016/05/09/e2416e524004a91cc70f0008d71df6c3_FORMATO.png",70165,10,"AME","ata","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","Ederson Honorato Campos","Ederson","https://s.glbimg.com/es/sde/f/2016/04/20/1d9d7ea2e5f74e2e387f2dca630e0ade_FORMATO.png",70173,10,"FLA","mei","Nulo",0,4.99,0,0.54,5,1,5,3,NA,4,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","Francisco Jackson Menezes da Costa","Jackson Caucaia","https://s.glbimg.com/es/sde/f/2016/04/29/7508fb275c4f7e3c1c188cb14e6042ce_FORMATO.png",70162,10,"FIG","mei","Provável",1.5,2.04,0,1.8,2,NA,5,NA,NA,1,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","Luis Gustavo de Almeida Pinto","Gustavo","https://s.glbimg.com/es/sde/f/2016/05/01/8670518bbe0da97cf0ecd2545901cbe3_FORMATO.png",70216,10,"VIT","gol","Contundido",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","Luis Manuel Seijas Gunther","Seijas","https://s.glbimg.com/es/sde/f/2016/06/20/3e2a067a2428412e93ec2e40d38c5441_FORMATO.png",70742,10,"INT","mei","Nulo",0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","Eduardo Colcenti Antunes","Eduardo Sasha","https://s.glbimg.com/es/sde/f/2016/04/30/50fc5a7dc8dc2fa1c53d34cc6e432d9a_FORMATO.png",70360,10,"INT","ata","Provável",-0.5,10.9,-0.44,4.9,9,4,4,7,4,12,3,3,21,11,NA,NA,NA,1,NA,NA,NA,NA,NA
"259","Sidney Aparecido Ramos da Silva","Sidão","https://s.glbimg.com/es/sde/f/2016/06/01/231313be992771fb981111f16c72ac72_FORMATO.jpeg",70222,10,"BOT","gol","Provável",8,5.27,1.88,3.93,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,7,5,NA,NA,NA
"260","Paulo Jorge Gomes Bento","Paulo Bento","https://s.glbimg.com/es/sde/f/2016/05/25/4dc07b20682720e6ad26d1d7c7360e4b_FORMATO.png",70622,10,"CRU","tec","Provável",6.8,6.33,1.45,3.31,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","Alejandro Martinuccio","Martinuccio","https://s.glbimg.com/es/sde/f/2016/05/13/20b1ddd7637df6e54328b6dc072a042d_FORMATO.png",70759,10,"CHA","mei","Contundido",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","Rhayner Santos Nascimento","Rhayner","https://s.glbimg.com/es/sde/f/2016/05/01/2001d7464e28233b6e75ad7438938946_FORMATO.png",70874,10,"PON","ata","Nulo",0,2.98,0,0.55,2,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","Diogo Barbosa Mendanha","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2016/05/20/796d3a86989d174e93697441c578060a_FORMATO.png",70916,10,"BOT","lat","Provável",4.5,4.33,0.89,2.23,4,NA,5,NA,NA,6,NA,NA,17,5,NA,NA,1,NA,NA,NA,NA,NA,NA
"264","William Henrique Rodrigues da Silva","William Henrique","https://s.glbimg.com/es/sde/f/2016/05/01/c8fbbd637a608b464bd3ace89f77b490_FORMATO.png",70928,10,"VIT","ata","Nulo",0,2.65,0,0.6,1,NA,2,NA,NA,1,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","Guilherme Ferreira Pinto","Negueba","https://s.glbimg.com/es/sde/f/2016/06/09/39131bc481659939592e7645f96c20b4_FORMATO.jpeg",70929,10,"GRE","ata","Nulo",0.2,9.14,-0.87,2.22,6,3,4,3,2,10,1,NA,15,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"266","Bruno Henrique Corsini","Bruno Henrique","https://s.glbimg.com/es/sde/f/2016/04/28/babefb476c0292044ff5aec58dbf4331_FORMATO.png",70944,10,"COR","mei","Provável",8.4,16.48,-2.34,6.64,10,2,22,2,5,11,3,1,31,31,NA,NA,NA,1,NA,NA,NA,NA,NA
"267","Patricio Julián Rodríguez","Pato Rodríguez","https://s.glbimg.com/es/sde/f/2016/05/01/4bef8c6622ce0405731a050f76907aa1_FORMATO.png",71055,10,"SAN","mei","Contundido",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","Federico Mancuello","Mancuello","https://s.glbimg.com/es/sde/f/2016/04/20/56c602db5b9e9e214d08e8ada1cbeac6_FORMATO.png",71066,10,"FLA","mei","Nulo",0.2,7.64,-0.7,-0.04,5,1,7,NA,2,2,NA,NA,13,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","Lucas de Lacerda Lima Gonçalves","Lucas Zen","https://s.glbimg.com/es/sde/f/2016/05/20/14f0a0139f67b5fa5d93fdf50daac1cc_FORMATO.png",71032,10,"BOT","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","Pablo Diogo Lopes de Lima","Pablo Diogo","https://s.glbimg.com/es/sde/f/2016/04/26/055e81a861b3de701c27d01c4bc53872_FORMATO.png",70987,10,"ATL","ata","Nulo",0,4.19,0,2.18,5,1,2,3,3,3,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","Roberto Heuchayer Santos de Araújo","Roberto","https://s.glbimg.com/es/sde/f/2016/05/23/bf2a41ba291c00b6fcda3fa89c47341d_FORMATO.jpeg",71116,10,"STC","lat","Nulo",0.9,0.89,0.12,-2.25,2,NA,4,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,1,NA,NA
"272","Leonardo da Silva Vieira","Leo","https://s.glbimg.com/es/sde/f/2016/05/01/7bcc0c5b9e4c9b0a22e83d8c52382047_FORMATO.png",71043,10,"SAO","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","Vander Luiz Silva Souza","Vander","https://s.glbimg.com/es/sde/f/2016/05/01/7867f0cf1aa4fe2d5dbaf18879a71d74_FORMATO.png",71117,10,"VIT","ata","Nulo",0,0.8,0,-0.1,6,NA,3,1,2,13,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"274","Leonardo Cittadini","Léo Cittadini","https://s.glbimg.com/es/sde/f/2016/05/01/7e06957c4b368ad203c4ec6b29e6f8e7_FORMATO.png",70986,10,"SAN","mei","Dúvida",8.9,6.24,1.54,5.23,6,NA,6,1,NA,15,NA,NA,15,12,2,NA,NA,NA,NA,NA,NA,NA,NA
"275","Maicon Pereira Roque","Maicon","https://s.glbimg.com/es/sde/f/2016/05/01/f3000bd2b412a315dad8796d7080a492_FORMATO.png",71227,10,"SAO","zag","Provável",8.4,10.26,1.81,5.5,8,1,6,3,3,5,1,2,26,11,NA,NA,4,1,NA,NA,NA,NA,NA
"276","Victor Ferraz Macedo","Victor Ferraz","https://s.glbimg.com/es/sde/f/2016/05/01/58576d141c8216fac9dedb1df391d5e8_FORMATO.png",70046,10,"SAN","lat","Provável",-0.8,14.58,-0.78,4.47,10,1,8,3,1,12,NA,1,36,19,1,NA,3,NA,NA,NA,NA,NA,NA
"277","Fernando Miguel Kaufmann","Fernando Miguel","https://s.glbimg.com/es/sde/f/2016/05/01/244c756424bb69d9104ec60154e70104_FORMATO.png",71571,10,"VIT","gol","Provável",0.4,5.17,0.15,3.16,10,NA,NA,NA,NA,1,NA,NA,3,NA,NA,NA,1,NA,19,15,NA,NA,NA
"278","Luiz Eduardo Rodrigues","Luiz Eduardo","https://s.glbimg.com/es/sde/f/2016/05/01/a01c478ec41b0544e92efc2347a70703_FORMATO.png",71603,10,"SAO","zag","Contundido",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","Weverton Pereira da Silva","Weverton","https://s.glbimg.com/es/sde/f/2016/04/26/386ce16d188cfb28ca24b64d8b15c15c_FORMATO.png",71631,10,"ATL","gol","Provável",7.4,4.7,0.42,1.03,10,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,3,NA,8,13,NA,NA,NA
"280","Jaimerson da Silva Papa","Jaime","https://s.glbimg.com/es/sde/f/2016/04/29/d6a8b36b62361daa804fd625cb8cebba_FORMATO.png",71634,10,"FIG","zag","Nulo",0,7.99,0,1.48,4,2,6,1,1,3,NA,NA,7,4,NA,NA,1,NA,NA,NA,NA,NA,NA
"281","Gabriel Rybar Blos","Gabriel","https://s.glbimg.com/es/sde/f/2015/10/28/edbd026bc7f3e8c24d3a4375ed7a3753_FORMATO.jpeg",71572,10,"GRE","zag","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","Henrique Mendonça Mattos","Henrique Mattos","https://s.glbimg.com/es/sde/f/2016/05/01/04bdd81558e68c5ba51d9e30adf14432_FORMATO.png",71593,10,"SPO","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","Jorge Miguel Ortega Salinas","Jorge Ortega","https://s.glbimg.com/es/sde/f/2016/05/09/b99ed9a056400cd9676a649b26a4fe5a_FORMATO.jpeg",71694,10,"COR","ata","Nulo",0,4.14,0,2.38,4,NA,6,2,1,3,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Michael Javier Ortega Dieppa","Michael Ortega","https://s.glbimg.com/es/sde/f/2016/04/29/40e196e024c00c42e663bdeadb83f3cb_FORMATO.png",71707,10,"FIG","mei","Nulo",0,2.5,0,0.28,5,NA,4,NA,1,1,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","Gustavo Leonardo Cuellar Gallego","Cuéllar","https://s.glbimg.com/es/sde/f/2016/04/20/70be612c84779f7f9acb60fe5519ec8c_FORMATO.png",71709,10,"FLA","mei","Nulo",1.4,12.88,-0.17,2.39,7,NA,4,NA,NA,4,NA,1,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","Elton Junior Melo Ataíde","Elton","https://s.glbimg.com/es/sde/f/2016/05/01/c368a9b94aee7c5cb8cfbf17493fb20a_FORMATO.png",71719,10,"PON","mei","Contundido",0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","Guilherme de Queiroz Gonçalves","Guilherme Queiroz","https://s.glbimg.com/es/sde/f/2016/04/29/ef32a6ac85a5c69013abfcf413d1edd1_FORMATO.png",71769,10,"FIG","ata","Nulo",0,1.66,0.37,0.06,9,1,3,2,1,5,NA,NA,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Agenor Detofol","Agenor","https://s.glbimg.com/es/sde/f/2016/05/31/26e3ebb1f8e4be0cf4ade795e2662bf2_FORMATO.png",71724,10,"SPO","gol","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Silvio José Cardoso Reis Junior","Silvinho","https://s.glbimg.com/es/sde/f/2016/04/27/85a79ab83029c7eddf2aded23edd3acd_FORMATO.png",71799,10,"CHA","ata","Provável",0,8.79,-0.65,3.55,10,1,14,2,11,32,1,NA,26,8,1,NA,NA,NA,NA,NA,NA,NA,NA
