rodada,time,jogador,posição,jogou,pontos,pontos média,preço,preço var.,FS,PE,A,FT,FD,FF,G,I,PP,RB,FC,GC,CA,CV,SG,DD,DP,GS,confronto,mando
201603,Ponte Preta,Tiago Alves,Zagueiro,false,0.00,0.00,3.08,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cor x pon,false
201604,Ponte Preta,Tiago Alves,Zagueiro,false,0.00,0.00,3.08,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pon x fla,true
201605,Ponte Preta,Tiago Alves,Zagueiro,false,0.00,0.00,3.08,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ame x pon,false
201606,Ponte Preta,Tiago Alves,Zagueiro,false,0.00,0.00,3.08,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gre x pon,false
201607,Ponte Preta,Tiago Alves,Zagueiro,false,0.00,0.00,3.08,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pon x cha,true
201608,Ponte Preta,Tiago Alves,Zagueiro,false,0.00,0.00,3.08,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pon x cap,true
201609,Ponte Preta,Tiago Alves,Zagueiro,false,0.00,0.00,3.08,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cam x pon,false
201610,Ponte Preta,Tiago Alves,Zagueiro,false,0.00,0.00,3.08,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pon x cru,true
201611,Ponte Preta,Tiago Alves,Zagueiro,false,0.00,0.00,3.08,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vit x pon,false
201612,Ponte Preta,Tiago Alves,Zagueiro,false,0.00,0.00,3.08,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scz x pon,false
201613,Ponte Preta,Tiago Alves,Zagueiro,false,0.00,0.00,3.08,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pon x sao,true
201614,Ponte Preta,Tiago Alves,Zagueiro,false,0.00,0.00,3.08,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pon x spt,true
201615,Ponte Preta,Tiago Alves,Zagueiro,false,0.00,0.00,3.08,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,san x pon,false
201616,Ponte Preta,Tiago Alves,Zagueiro,false,0.00,0.00,3.08,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pon x int,true
201617,Ponte Preta,Tiago Alves,Zagueiro,false,0.00,0.00,3.08,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,flu x pon,false
201618,Ponte Preta,Tiago Alves,Zagueiro,false,0.00,0.00,3.08,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pon x bot,true
201619,Ponte Preta,Tiago Alves,Zagueiro,false,0.00,0.00,3.08,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cfc x pon,false
201620,Ponte Preta,Tiago Alves,Zagueiro,false,0.00,0.00,3.08,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pon x fig,true
201621,Ponte Preta,Tiago Alves,Zagueiro,false,0.00,0.00,3.08,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pal x pon,false
201622,Ponte Preta,Tiago Alves,Zagueiro,false,0.00,0.00,3.08,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pon x cor,true
201623,Ponte Preta,Tiago Alves,Zagueiro,false,0.00,0.00,3.08,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fla x pon,false
201624,Ponte Preta,Tiago Alves,Zagueiro,false,0.00,0.00,3.08,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pon x ame,true
201625,Ponte Preta,Tiago Alves,Zagueiro,false,0.00,0.00,3.08,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pon x gre,true
201626,Ponte Preta,Tiago Alves,Zagueiro,false,0.00,0.00,3.08,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cha x pon,false
201627,Ponte Preta,Tiago Alves,Zagueiro,false,0.00,0.00,3.08,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cap x pon,false
201628,Ponte Preta,Tiago Alves,Zagueiro,false,0.00,0.00,3.08,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pon x cam,true
201629,Ponte Preta,Tiago Alves,Zagueiro,false,0.00,0.00,3.08,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pon x cam,true
201630,Ponte Preta,Tiago Alves,Zagueiro,false,0.00,0.00,3.08,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pon x vit,true
201631,Ponte Preta,Tiago Alves,Zagueiro,false,0.00,0.00,3.08,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pon x scz,true
201632,Ponte Preta,Tiago Alves,Zagueiro,false,0.00,0.00,3.08,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sao x pon,false
201633,Ponte Preta,Tiago Alves,Zagueiro,false,0.00,0.00,3.08,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spt x pon,false
201634,Ponte Preta,Tiago Alves,Zagueiro,false,0.00,0.00,3.08,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pon x san,true
201635,Ponte Preta,Tiago Alves,Zagueiro,false,0.00,0.00,3.08,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,int x pon,false
201636,Ponte Preta,Tiago Alves,Zagueiro,false,0.00,0.00,3.08,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pon x flu,true
201637,Ponte Preta,Tiago Alves,Zagueiro,false,0.00,0.00,3.08,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pon x flu,true
201607,Cruzeiro,Tonhão,Zagueiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cam x cru,false
201608,Cruzeiro,Tonhão,Zagueiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cru x fla,true
201609,Cruzeiro,Tonhão,Zagueiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gre x cru,false
201610,Cruzeiro,Tonhão,Zagueiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pon x cru,false
201611,Cruzeiro,Tonhão,Zagueiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cru x pal,true
201612,Cruzeiro,Tonhão,Zagueiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cha x cru,false
201613,Cruzeiro,Tonhão,Zagueiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cru x vit,true
201614,Cruzeiro,Tonhão,Zagueiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cru x cap,true
201615,Cruzeiro,Tonhão,Zagueiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,flu x cru,false
201616,Cruzeiro,Tonhão,Zagueiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cru x spt,true
201617,Cruzeiro,Tonhão,Zagueiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,san x cru,false
201618,Cruzeiro,Tonhão,Zagueiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cru x int,true
201619,Cruzeiro,Tonhão,Zagueiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cor x cru,false
201620,Cruzeiro,Tonhão,Zagueiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cru x cfc,true
201621,Cruzeiro,Tonhão,Zagueiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fig x cru,false
201622,Cruzeiro,Tonhão,Zagueiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cru x scz,true
201623,Cruzeiro,Tonhão,Zagueiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ame x cru,false
201624,Cruzeiro,Tonhão,Zagueiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cru x bot,true
201625,Cruzeiro,Tonhão,Zagueiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sao x cru,false
201626,Cruzeiro,Tonhão,Zagueiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cru x cam,true
201627,Cruzeiro,Tonhão,Zagueiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fla x cru,false
201628,Cruzeiro,Tonhão,Zagueiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cru x gre,true
201629,Cruzeiro,Tonhão,Zagueiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cru x gre,true
201630,Cruzeiro,Tonhão,Zagueiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cru x pon,true
201631,Cruzeiro,Tonhão,Zagueiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cru x cha,true
201632,Cruzeiro,Tonhão,Zagueiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vit x cru,false
201633,Cruzeiro,Tonhão,Zagueiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cap x cru,false
201634,Cruzeiro,Tonhão,Zagueiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cru x flu,true
201635,Cruzeiro,Tonhão,Zagueiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spt x cru,false
201636,Cruzeiro,Tonhão,Zagueiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cru x san,true
201637,Cruzeiro,Tonhão,Zagueiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cru x san,true
201637,América-MG,Victor Henrique,Zagueiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ame x spt,true
201600,Vitória,Victor Ramos,Zagueiro,false,0.00,0.00,6.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,false
201601,Vitória,Victor Ramos,Zagueiro,true,2.60,2.60,6.32,0.32,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,scz x vit,false
201602,Vitória,Victor Ramos,Zagueiro,true,2.70,2.65,6.92,0.60,1,4,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,vit x cor,true
201603,Vitória,Victor Ramos,Zagueiro,true,-1.10,1.40,5.77,-1.15,1,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,ame x vit,false
201604,Vitória,Victor Ramos,Zagueiro,true,13.30,4.38,9.59,3.82,1,4,1,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,vit x cam,true
201605,Vitória,Victor Ramos,Zagueiro,true,0.90,3.68,7.93,-1.66,1,5,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,fla x vit,false
201606,Vitória,Victor Ramos,Zagueiro,true,5.80,4.03,8.96,1.03,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,vit x int,true
201607,Vitória,Victor Ramos,Zagueiro,true,7.70,4.55,9.99,1.03,2,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,bot x vit,false
201608,Vitória,Victor Ramos,Zagueiro,true,7.10,4.87,10.34,0.35,0,3,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,sao x vit,false
201609,Vitória,Victor Ramos,Zagueiro,true,-1.60,4.15,8.79,-1.55,1,0,0,0,0,2,0,0,0,0,3,0,1,0,0,0,0,0,vit x cha,true
201610,Vitória,Victor Ramos,Zagueiro,true,-11.20,2.62,6.40,-2.39,0,4,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,gre x vit,false
201611,Vitória,Victor Ramos,Zagueiro,false,0.00,2.62,6.40,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vit x pon,true
201612,Vitória,Victor Ramos,Zagueiro,true,6.80,3.00,9.01,2.61,2,4,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,vit x spt,true
201613,Vitória,Victor Ramos,Zagueiro,true,1.60,2.88,8.25,-0.76,0,0,0,0,1,0,0,0,0,3,5,0,1,0,0,0,0,0,cru x vit,false
201614,Vitória,Victor Ramos,Zagueiro,true,5.70,3.10,9.10,0.85,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,vit x flu,true
201615,Vitória,Victor Ramos,Zagueiro,true,0.50,2.91,8.39,-0.71,0,2,0,0,0,0,0,1,0,3,3,0,1,0,0,0,0,0,cap x vit,false
201616,Vitória,Victor Ramos,Zagueiro,true,3.90,2.98,8.91,0.52,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,vit x san,true
201617,Vitória,Victor Ramos,Zagueiro,true,-5.30,2.46,7.24,-1.67,2,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,fig x vit,false
201618,Vitória,Victor Ramos,Zagueiro,false,0.00,2.46,7.24,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vit x cfc,true
201619,Vitória,Victor Ramos,Zagueiro,true,-0.20,2.30,7.90,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pal x vit,false
201620,Vitória,Victor Ramos,Zagueiro,false,0.00,2.30,7.90,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vit x scz,true
201621,Vitória,Victor Ramos,Zagueiro,true,4.50,2.42,8.70,0.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cor x vit,false
201622,Vitória,Victor Ramos,Zagueiro,true,-1.40,2.22,7.66,-1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vit x ame,true
201623,Vitória,Victor Ramos,Zagueiro,false,0.00,2.22,7.66,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cam x vit,false
201624,Vitória,Victor Ramos,Zagueiro,false,0.00,2.22,7.66,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vit x fla,true
201625,Vitória,Victor Ramos,Zagueiro,false,0.00,2.22,7.66,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,int x vit,false
201626,Vitória,Victor Ramos,Zagueiro,false,0.00,2.22,7.66,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vit x bot,true
201627,Vitória,Victor Ramos,Zagueiro,false,0.00,2.22,7.66,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vit x sao,true
201628,Vitória,Victor Ramos,Zagueiro,false,0.00,2.22,7.66,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vit x sao,true
201629,Vitória,Victor Ramos,Zagueiro,false,0.00,2.22,7.66,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vit x gre,true
201630,Vitória,Victor Ramos,Zagueiro,false,0.00,2.22,7.66,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pon x vit,false
201631,Vitória,Victor Ramos,Zagueiro,false,0.00,2.22,7.66,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spt x vit,false
201632,Vitória,Victor Ramos,Zagueiro,true,-1.60,2.03,7.09,-0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vit x cru,true
201633,Vitória,Victor Ramos,Zagueiro,true,-4.10,1.74,6.55,-0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,flu x vit,false
201634,Vitória,Victor Ramos,Zagueiro,true,4.30,1.86,7.89,1.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vit x cap,true
201635,Vitória,Victor Ramos,Zagueiro,true,0.10,1.78,7.35,-0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,san x vit,false
201636,Vitória,Victor Ramos,Zagueiro,true,2.60,1.81,7.60,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vit x fig,true
201637,Vitória,Victor Ramos,Zagueiro,true,6.40,1.99,8.45,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vit x fig,true
201600,Atlético-PR,Vilches,Zagueiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,false
201601,Atlético-PR,Vilches,Zagueiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pal x cap,false
201602,Atlético-PR,Vilches,Zagueiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cap x cam,true
201603,Atlético-PR,Vilches,Zagueiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bot x cap,false
201604,Atlético-PR,Vilches,Zagueiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cap x fig,true
201600,Corinthians,Vilson,Zagueiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,false
201601,Corinthians,Vilson,Zagueiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cor x gre,true
201602,Corinthians,Vilson,Zagueiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vit x cor,false
201603,Corinthians,Vilson,Zagueiro,true,0.80,0.80,3.35,-0.65,0,4,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,cor x pon,true
201604,Corinthians,Vilson,Zagueiro,true,3.90,2.35,4.22,0.87,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,spt x cor,false
201605,Corinthians,Vilson,Zagueiro,true,7.40,4.03,5.64,1.42,0,1,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,cor x san,true
201606,Corinthians,Vilson,Zagueiro,false,0.00,4.03,5.64,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cor x cfc,true
201607,Corinthians,Vilson,Zagueiro,false,0.00,4.03,5.64,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pal x cor,false
201608,Corinthians,Vilson,Zagueiro,false,0.00,4.03,5.64,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,flu x cor,false
201609,Corinthians,Vilson,Zagueiro,false,0.00,4.03,5.64,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cor x bot,true
201610,Corinthians,Vilson,Zagueiro,true,0.90,3.25,4.78,-0.86,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,cam x cor,false
201611,Corinthians,Vilson,Zagueiro,false,0.00,3.25,4.78,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cor x scz,true
201612,Corinthians,Vilson,Zagueiro,false,0.00,3.25,4.78,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ame x cor,false
201613,Corinthians,Vilson,Zagueiro,false,0.00,3.25,4.78,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cor x fla,true
201614,Corinthians,Vilson,Zagueiro,false,0.00,3.25,4.78,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cha x cor,false
201615,Corinthians,Vilson,Zagueiro,false,0.00,3.25,4.78,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cor x sao,true
201616,Corinthians,Vilson,Zagueiro,false,0.00,3.25,4.78,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cor x fig,true
201617,Corinthians,Vilson,Zagueiro,false,0.00,3.25,4.78,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cor x fig,true
201618,Corinthians,Vilson,Zagueiro,false,0.00,3.25,4.78,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cap x cor,false
201619,Corinthians,Vilson,Zagueiro,false,0.00,3.25,4.78,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cor x cru,true
201620,Corinthians,Vilson,Zagueiro,false,0.00,3.25,4.78,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cor x cru,true
201621,Corinthians,Vilson,Zagueiro,false,0.00,3.25,4.78,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cor x vit,true
201622,Corinthians,Vilson,Zagueiro,false,0.00,3.25,4.78,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cor x vit,true
201623,Corinthians,Vilson,Zagueiro,true,10.60,4.72,6.32,1.54,0,2,0,0,0,0,1,0,0,1,3,0,1,0,1,0,0,0,cor x spt,true
201624,Corinthians,Vilson,Zagueiro,true,0.50,4.02,4.69,-1.63,1,3,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,san x cor,false
201625,Corinthians,Vilson,Zagueiro,true,-1.50,3.23,4.31,-0.38,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cfc x cor,false
201626,Corinthians,Vilson,Zagueiro,true,-1.90,2.59,4.15,-0.16,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,cor x pal,true
201627,Corinthians,Vilson,Zagueiro,false,0.00,2.59,4.15,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cor x flu,true
201628,Corinthians,Vilson,Zagueiro,false,0.00,2.59,4.15,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bot x cor,false
201629,Corinthians,Vilson,Zagueiro,false,0.00,2.59,4.15,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cor x cam,true
201630,Corinthians,Vilson,Zagueiro,false,0.00,2.59,4.15,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cor x cam,true
201631,Corinthians,Vilson,Zagueiro,false,0.00,2.59,4.15,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cor x ame,true
201632,Corinthians,Vilson,Zagueiro,true,4.40,2.79,5.10,0.95,1,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,cor x ame,true
201633,Corinthians,Vilson,Zagueiro,true,-1.20,2.39,4.15,-0.95,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cor x cha,true
201634,Corinthians,Vilson,Zagueiro,true,-1.00,2.08,4.10,-0.05,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,sao x cor,false
201635,Corinthians,Vilson,Zagueiro,false,0.00,2.08,4.10,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fig x cor,false
201636,Corinthians,Vilson,Zagueiro,true,8.30,2.60,5.70,1.60,0,1,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,cor x int,true
201637,Corinthians,Vilson,Zagueiro,true,1.90,2.55,4.79,-0.91,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,cor x int,true
201600,Vitória,Vinicius,Zagueiro,false,0.00,0.00,3.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,false
201601,Vitória,Vinicius,Zagueiro,false,0.00,0.00,3.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scz x vit,false
201602,Vitória,Vinicius,Zagueiro,false,0.00,0.00,3.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vit x cor,true
201603,Vitória,Vinicius,Zagueiro,false,0.00,0.00,3.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ame x vit,false
201604,Vitória,Vinicius,Zagueiro,false,0.00,0.00,3.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vit x cam,true
201605,Vitória,Vinicius,Zagueiro,false,0.00,0.00,3.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fla x vit,false
201606,Vitória,Vinicius,Zagueiro,false,0.00,0.00,3.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vit x int,true
201607,Vitória,Vinicius,Zagueiro,false,0.00,0.00,3.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bot x vit,false
201608,Vitória,Vinicius,Zagueiro,false,0.00,0.00,3.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sao x vit,false
201609,Vitória,Vinicius,Zagueiro,false,0.00,0.00,3.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vit x cha,true
201610,Vitória,Vinicius,Zagueiro,false,0.00,0.00,3.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gre x vit,false
201611,Vitória,Vinicius,Zagueiro,false,0.00,0.00,3.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vit x pon,true
201612,Vitória,Vinicius,Zagueiro,false,0.00,0.00,3.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vit x spt,true
201613,Vitória,Vinicius,Zagueiro,false,0.00,0.00,3.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cru x vit,false
201614,Vitória,Vinicius,Zagueiro,false,0.00,0.00,3.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vit x flu,true
