rodada,time,jogador,posição,jogou,pontos,pontos média,preço,preço var.,FS,PE,A,FT,FD,FF,G,I,PP,RB,FC,GC,CA,CV,SG,DD,DP,GS,confronto,mando
201604,Sport,Agenor,Goleiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spt x cor,true
201605,Sport,Agenor,Goleiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scz x spt,false
201606,Sport,Agenor,Goleiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spt x cam,true
201607,Sport,Agenor,Goleiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cfc x spt,false
201608,Sport,Agenor,Goleiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,san x spt,false
201609,Sport,Agenor,Goleiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spt x flu,true
201610,Sport,Agenor,Goleiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sao x spt,false
201611,Sport,Agenor,Goleiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spt x cha,true
201612,Sport,Agenor,Goleiro,true,0.50,0.50,3.25,-0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,vit x spt,false
201613,Sport,Agenor,Goleiro,true,-5.50,-2.50,1.90,-1.35,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,3,spt x pal,true
201614,Sport,Agenor,Goleiro,true,1.70,-1.10,3.02,1.12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,pon x spt,false
201615,Sport,Agenor,Goleiro,false,0.00,-1.10,3.02,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spt x gre,true
201616,Sport,Agenor,Goleiro,false,0.00,-1.10,3.02,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cru x spt,false
201617,Sport,Agenor,Goleiro,false,0.00,-1.10,3.02,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spt x cap,true
201618,Sport,Agenor,Goleiro,false,0.00,-1.10,3.02,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spt x ame,true
201619,Sport,Agenor,Goleiro,false,0.00,-1.10,3.02,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fig x spt,false
201620,Sport,Agenor,Goleiro,false,0.00,-1.10,3.02,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spt x fla,true
201621,Sport,Agenor,Goleiro,false,0.00,-1.10,3.02,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bot x spt,false
201622,Sport,Agenor,Goleiro,false,0.00,-1.10,3.02,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spt x int,true
201623,Sport,Agenor,Goleiro,false,0.00,-1.10,3.02,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cor x spt,false
201624,Sport,Agenor,Goleiro,false,0.00,-1.10,3.02,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spt x scz,true
201625,Sport,Agenor,Goleiro,true,-2.30,-1.40,2.19,-0.83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,cam x spt,false
201626,Sport,Agenor,Goleiro,true,-2.00,-1.52,2.14,-0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,spt x cfc,true
201627,Sport,Agenor,Goleiro,false,0.00,-1.52,2.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spt x san,true
201628,Sport,Agenor,Goleiro,false,0.00,-1.52,2.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,flu x spt,false
201629,Sport,Agenor,Goleiro,false,0.00,-1.52,2.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spt x sao,true
201630,Sport,Agenor,Goleiro,false,0.00,-1.52,2.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cha x spt,false
201631,Sport,Agenor,Goleiro,false,0.00,-1.52,2.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spt x vit,true
201632,Sport,Agenor,Goleiro,false,0.00,-1.52,2.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pal x spt,false
201633,Sport,Agenor,Goleiro,false,0.00,-1.52,2.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spt x pon,true
201634,Sport,Agenor,Goleiro,false,0.00,-1.52,2.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gre x spt,false
201635,Sport,Agenor,Goleiro,false,0.00,-1.52,2.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spt x cru,true
201636,Sport,Agenor,Goleiro,false,0.00,-1.52,2.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cap x spt,false
201637,Sport,Agenor,Goleiro,false,0.00,-1.52,2.14,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cap x spt,false
201600,Flamengo,Alex Muralha,Goleiro,false,0.00,0.00,5.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,false
201601,Flamengo,Alex Muralha,Goleiro,false,0.00,0.00,5.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fla x spt,true
201602,Flamengo,Alex Muralha,Goleiro,false,0.00,0.00,5.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gre x fla,false
201603,Flamengo,Alex Muralha,Goleiro,false,0.00,0.00,5.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fla x cha,true
201604,Flamengo,Alex Muralha,Goleiro,true,0.70,0.70,4.05,-0.95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,pon x fla,false
201605,Flamengo,Alex Muralha,Goleiro,true,8.20,4.45,6.04,1.99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,fla x vit,true
201606,Flamengo,Alex Muralha,Goleiro,true,2.20,3.70,5.32,-0.72,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,fla x pal,true
201607,Flamengo,Alex Muralha,Goleiro,true,7.00,4.53,6.68,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,fig x fla,false
201608,Flamengo,Alex Muralha,Goleiro,true,8.00,5.22,7.43,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,cru x fla,false
201609,Flamengo,Alex Muralha,Goleiro,true,-4.00,3.68,5.27,-2.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,fla x sao,true
201610,Flamengo,Alex Muralha,Goleiro,true,18.00,5.73,9.69,4.42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,scz x fla,false
201611,Flamengo,Alex Muralha,Goleiro,true,-4.30,4.48,6.06,-3.63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,fla x flu,true
201612,Flamengo,Alex Muralha,Goleiro,true,5.00,4.54,7.58,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,fla x int,true
201613,Flamengo,Alex Muralha,Goleiro,true,1.00,4.19,6.98,-0.60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,cor x fla,false
201614,Flamengo,Alex Muralha,Goleiro,true,11.00,4.81,9.01,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,fla x cam,true
201615,Flamengo,Alex Muralha,Goleiro,true,-6.30,3.88,6.11,-2.90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,bot x fla,false
201616,Flamengo,Alex Muralha,Goleiro,true,2.00,3.74,7.32,1.21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,fla x ame,true
201617,Flamengo,Alex Muralha,Goleiro,true,4.10,3.77,7.82,0.50,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,cfc x fla,false
201618,Flamengo,Alex Muralha,Goleiro,true,8.00,4.05,8.56,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,san x fla,false
201619,Flamengo,Alex Muralha,Goleiro,true,8.00,4.30,9.04,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,fla x cap,true
201620,Flamengo,Alex Muralha,Goleiro,true,4.00,4.28,8.42,-0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,fla x cap,true
201621,Flamengo,Alex Muralha,Goleiro,true,0.70,4.08,7.98,-0.44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fla x gre,true
201622,Flamengo,Alex Muralha,Goleiro,true,7.00,4.23,9.17,1.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,fla x gre,true
201623,Flamengo,Alex Muralha,Goleiro,true,-2.00,3.92,7.59,-1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,fla x pon,true
201624,Flamengo,Alex Muralha,Goleiro,true,3.40,3.90,8.44,0.85,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,vit x fla,false
201625,Flamengo,Alex Muralha,Goleiro,true,4.00,3.90,8.64,0.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,pal x fla,false
201626,Flamengo,Alex Muralha,Goleiro,true,8.00,4.08,9.44,0.80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,fla x fig,true
201627,Flamengo,Alex Muralha,Goleiro,true,4.00,4.08,8.94,-0.50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,fla x cru,true
201628,Flamengo,Alex Muralha,Goleiro,true,8.00,4.24,9.69,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,sao x fla,false
201629,Flamengo,Alex Muralha,Goleiro,false,0.00,4.24,9.69,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fla x scz,true
201630,Flamengo,Alex Muralha,Goleiro,true,4.50,4.25,9.06,-0.63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,fla x scz,true
201631,Flamengo,Alex Muralha,Goleiro,true,8.00,4.39,9.85,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,int x fla,false
201632,Flamengo,Alex Muralha,Goleiro,true,-3.50,4.11,7.98,-1.87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,fla x cor,true
201633,Flamengo,Alex Muralha,Goleiro,true,5.70,4.16,9.55,1.57,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,2,cam x fla,false
201634,Flamengo,Alex Muralha,Goleiro,true,8.00,4.29,9.97,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,fla x bot,true
201635,Flamengo,Alex Muralha,Goleiro,false,0.00,4.29,9.97,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ame x fla,false
201636,Flamengo,Alex Muralha,Goleiro,true,8.20,4.42,10.11,0.14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,fla x cfc,true
201637,Flamengo,Alex Muralha,Goleiro,true,4.40,4.42,9.73,-0.38,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,fla x san,true
201600,Figueirense,Alisson,Goleiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,false
201601,Figueirense,Alisson,Goleiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fig x pon,true
201602,Figueirense,Alisson,Goleiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cru x fig,false
201603,Figueirense,Alisson,Goleiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fig x san,true
201604,Figueirense,Alisson,Goleiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cap x fig,false
201605,Figueirense,Alisson,Goleiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fig x sao,true
201606,Figueirense,Alisson,Goleiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ame x fig,false
201607,Figueirense,Alisson,Goleiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fig x fla,true
201608,Figueirense,Alisson,Goleiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scz x fig,false
201609,Figueirense,Alisson,Goleiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fig x int,true
201610,Figueirense,Alisson,Goleiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bot x fig,false
201611,Figueirense,Alisson,Goleiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fig x cfc,true
201612,Figueirense,Alisson,Goleiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pal x fig,false
201613,Figueirense,Alisson,Goleiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fig x cam,true
201614,Figueirense,Alisson,Goleiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gre x fig,false
201615,Figueirense,Alisson,Goleiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fig x cha,true
201616,Figueirense,Alisson,Goleiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cor x fig,false
201617,Figueirense,Alisson,Goleiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fig x vit,true
201618,Figueirense,Alisson,Goleiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,flu x fig,false
201619,Figueirense,Alisson,Goleiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fig x spt,true
201620,Figueirense,Alisson,Goleiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pon x fig,false
201621,Figueirense,Alisson,Goleiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fig x cru,true
201622,Figueirense,Alisson,Goleiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,san x fig,false
201623,Figueirense,Alisson,Goleiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fig x cap,true
201624,Figueirense,Alisson,Goleiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sao x fig,false
201625,Figueirense,Alisson,Goleiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fig x ame,true
201626,Figueirense,Alisson,Goleiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fla x fig,false
201627,Figueirense,Alisson,Goleiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fig x scz,true
201628,Figueirense,Alisson,Goleiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,int x fig,false
201629,Figueirense,Alisson,Goleiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fig x bot,true
201630,Figueirense,Alisson,Goleiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cfc x fig,false
201631,Figueirense,Alisson,Goleiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fig x pal,true
201632,Figueirense,Alisson,Goleiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fig x pal,true
201633,Figueirense,Alisson,Goleiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fig x gre,true
201634,Figueirense,Alisson,Goleiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cha x fig,false
201635,Figueirense,Alisson,Goleiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fig x cor,true
201636,Figueirense,Alisson,Goleiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vit x fig,false
201637,Figueirense,Alisson,Goleiro,false,0.00,0.00,1.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fig x flu,true
201600,Internacional,Alisson,Goleiro,false,0.00,0.00,14.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,false
201618,Ponte Preta,Aranha,Goleiro,false,0.00,0.00,6.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pon x bot,true
201619,Ponte Preta,Aranha,Goleiro,false,0.00,0.00,6.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cfc x pon,false
201620,Ponte Preta,Aranha,Goleiro,true,5.00,5.00,6.72,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,pon x fig,true
201621,Ponte Preta,Aranha,Goleiro,true,-3.00,1.00,4.94,-1.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pal x pon,false
201622,Ponte Preta,Aranha,Goleiro,true,4.40,2.13,6.40,1.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pon x cor,true
201623,Ponte Preta,Aranha,Goleiro,true,6.70,3.27,7.42,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fla x pon,false
201624,Ponte Preta,Aranha,Goleiro,true,1.00,2.82,6.54,-0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pon x ame,true
201625,Ponte Preta,Aranha,Goleiro,true,8.00,3.68,8.22,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pon x gre,true
201626,Ponte Preta,Aranha,Goleiro,true,-1.00,3.01,6.67,-1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cha x pon,false
201627,Ponte Preta,Aranha,Goleiro,true,-3.60,2.18,5.92,-0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cap x pon,false
201628,Ponte Preta,Aranha,Goleiro,true,-4.00,1.49,5.43,-0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pon x cam,true
201629,Ponte Preta,Aranha,Goleiro,true,-1.00,1.24,5.74,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pon x cam,true
201630,Ponte Preta,Aranha,Goleiro,true,5.00,1.58,6.75,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pon x vit,true
201631,Ponte Preta,Aranha,Goleiro,true,5.00,1.86,7.01,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pon x scz,true
201632,Ponte Preta,Aranha,Goleiro,true,-1.00,1.64,6.03,-0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sao x pon,false
201633,Ponte Preta,Aranha,Goleiro,false,0.00,1.64,6.03,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spt x pon,false
201634,Ponte Preta,Aranha,Goleiro,true,1.40,1.62,6.27,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pon x san,true
201635,Ponte Preta,Aranha,Goleiro,true,0.70,1.56,6.27,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,int x pon,false
201636,Ponte Preta,Aranha,Goleiro,true,14.00,2.34,8.71,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pon x flu,true
201637,Ponte Preta,Aranha,Goleiro,true,-4.30,1.95,5.74,-2.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pon x flu,true
201610,Coritiba,Bruno Brígido,Goleiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cfc x int,true
201611,Coritiba,Bruno Brígido,Goleiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fig x cfc,false
201612,Coritiba,Bruno Brígido,Goleiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cfc x cap,true
201613,Coritiba,Bruno Brígido,Goleiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,flu x cfc,false
201614,Coritiba,Bruno Brígido,Goleiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cfc x bot,true
201615,Coritiba,Bruno Brígido,Goleiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cam x cfc,false
201616,Coritiba,Bruno Brígido,Goleiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,scz x cfc,false
201617,Coritiba,Bruno Brígido,Goleiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cfc x fla,true
201618,Coritiba,Bruno Brígido,Goleiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vit x cfc,false
201619,Coritiba,Bruno Brígido,Goleiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cfc x pon,true
201620,Coritiba,Bruno Brígido,Goleiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cfc x cru,true
201621,Coritiba,Bruno Brígido,Goleiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cfc x san,true
201622,Coritiba,Bruno Brígido,Goleiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cfc x san,true
201623,Coritiba,Bruno Brígido,Goleiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cfc x gre,true
201624,Coritiba,Bruno Brígido,Goleiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cha x cfc,false
201625,Coritiba,Bruno Brígido,Goleiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cfc x cor,true
201626,Coritiba,Bruno Brígido,Goleiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spt x cfc,false
201627,Coritiba,Bruno Brígido,Goleiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pal x cfc,false
201628,Coritiba,Bruno Brígido,Goleiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cfc x ame,true
201629,Coritiba,Bruno Brígido,Goleiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cfc x ame,true
201630,Coritiba,Bruno Brígido,Goleiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cfc x fig,true
201631,Coritiba,Bruno Brígido,Goleiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cap x cfc,false
201632,Coritiba,Bruno Brígido,Goleiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cfc x flu,true
201633,Coritiba,Bruno Brígido,Goleiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bot x cfc,false
201634,Coritiba,Bruno Brígido,Goleiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cfc x cam,true
201635,Coritiba,Bruno Brígido,Goleiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cfc x scz,true
201636,Coritiba,Bruno Brígido,Goleiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fla x cfc,false
201637,Coritiba,Bruno Brígido,Goleiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cfc x vit,true
201600,Grêmio,Bruno Grassi,Goleiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,false
201601,Grêmio,Bruno Grassi,Goleiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cor x gre,false
201602,Grêmio,Bruno Grassi,Goleiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gre x fla,true
201603,Grêmio,Bruno Grassi,Goleiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cam x gre,false
201604,Grêmio,Bruno Grassi,Goleiro,false,0.00,0.00,4.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gre x cfc,true
201605,Grêmio,Bruno Grassi,Goleiro,true,-1.00,-1.00,2.81,-1.19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,4,pal x gre,false
201606,Grêmio,Bruno Grassi,Goleiro,true,8.00,3.50,4.83,2.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,gre x pon,true
