"","atletas.nome","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","CA","FC","PE","RB","FS","A","FD","FF","I","SG","G","FT","DD","GS","PP","CV","DP","GC"
"87","Leonardo Campos Duarte da Silva","Léo Duarte","https://s.glbimg.com/es/sde/f/2016/04/20/077473a4e168ab2b7fa9048b8d76a73a_FORMATO.png",94214,9,"FLA","zag","Nulo",0,8,0,2.28,7,2,4,8,7,4,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"88","Lourency do Nascimento Rodrigues","Lourency","https://s.glbimg.com/es/sde/f/2016/04/27/3a84257ee84604c2cff291c1b066a26b_FORMATO.png",94249,9,"CHA","ata","Nulo",0,1.07,0,0.07,3,NA,3,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","Iago Sampaio Silva","Iago","https://s.glbimg.com/es/sde/f/2016/04/27/150290301c0430d874cbf7cea57b3cf8_FORMATO.jpeg",94228,9,"GRE","lat","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Maycon de Andrade Barberan","Maycon","https://s.glbimg.com/es/sde/f/2016/04/28/bb012e6b712bdcc32af3aa71cc4e1d3e_FORMATO.png",94154,9,"COR","mei","Nulo",0,4.26,0,1.4,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","Pedro Henrique Perotti","Perotti","https://s.glbimg.com/es/sde/f/2016/04/27/bdfa01266c1db8f51c4a40573c5ea27a_FORMATO.png",94286,9,"CHA","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Raphael Cavalcante Veiga","Raphael Veiga","https://s.glbimg.com/es/sde/f/2016/05/09/dd5d3e189da3dded80c0cee3231c0eb5_FORMATO.jpeg",94509,9,"COR","mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","Edimar Ribeiro da Costa Júnior","Juninho","https://s.glbimg.com/es/sde/f/2016/05/01/3702c1c16aa8563dfc0d7e4f3399cadd_FORMATO.png",94445,9,"SPO","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Reinaldo Lenis Montes","Lenis","https://s.glbimg.com/es/sde/f/2016/05/01/9159bcd85db743f56cfb40ade72eba88_FORMATO.png",93746,9,"SPO","ata","Nulo",1.7,5.6,-0.1,0.27,8,NA,4,4,1,4,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","Guilherme Natan de Lima","Lima","https://s.glbimg.com/es/sde/f/2016/04/27/059a0e58f2adc09337048722ca4f5ae4_FORMATO.png",94288,9,"CHA","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Leonardo José Aparecido de Moura","Leonardo","https://s.glbimg.com/es/sde/f/2016/05/01/17c90d261be180237a80821b235423f3_FORMATO.jpeg",36591,9,"STC","zag","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","Pedro Guilherme Abreu dos Santos","Pedro","https://s.glbimg.com/es/sde/f/2016/02/15/9014d90f048acbd879798bc652108dd4_FORMATO.jpeg",94583,9,"FLU","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","Yan Petter Pereira da Silva","Yan Petter","https://s.glbimg.com/es/sde/f/2016/04/30/714802b0dc9274bf50f058fe93821074_FORMATO.png",94722,9,"INT","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","Maximiliano Brian Rolón","Maxi Rolón","https://s.glbimg.com/es/sde/f/2016/04/28/97c77dedeea53fb40258a76eef4edc24_FORMATO.jpeg",94649,9,"SAN","ata","Nulo",0,1.76,0,-0.05,2,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Leonardo Peixoto Principe","Léo Principe",NA,94765,9,"COR","lat","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","Lucas Tolentino Coelho de Lima","Lucas Paquetá","https://s.glbimg.com/es/sde/f/2016/04/20/617d739dd1a0f98c8183bc66cee10d54_FORMATO.png",94930,9,"FLA","mei","Nulo",0,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","Lucas Emanoel Leite Romão","Lucão","https://s.glbimg.com/es/sde/f/2016/04/28/46ff09de149d9642f095549e519260c1_FORMATO.png",94962,9,"CRU","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","Vitor Ruas Garrido","Vitinho","https://s.glbimg.com/es/sde/f/2016/05/09/7af1013445c4cc15fd5f4044616d04cd_FORMATO.png",94933,9,"AME","ata","Nulo",0,0.77,0,-0.3,1,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","Thalis Henrique Cantanhede","Thalis ","https://s.glbimg.com/es/sde/f/2016/05/09/a1a3a7a82484b2a3f7b6388ea8f914cc_FORMATO.jpeg",95022,9,"ATL","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","João Victor da Vitória Fernandes","Capixaba","https://s.glbimg.com/es/sde/f/2016/03/01/56c5c3f0146f152498f9f23857403b33_FORMATO.jpeg",94894,9,"ATL","ata","Nulo",0,0.77,0,-1.05,2,1,2,7,NA,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","Domilson Cordeiro dos Santos","Dodô","https://s.glbimg.com/es/sde/f/2016/05/09/0f1b6534c01aff71e739f5cac6bb3053_FORMATO.jpeg",94985,9,"COR","lat","Provável",0.8,10.98,-0.13,3.06,8,2,3,21,9,11,2,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"107","Luis Guilherme Castro de Melo","Luis Guilherme","https://s.glbimg.com/es/sde/f/2016/05/09/47077cf4073dc5319b8e49c87010479b_FORMATO.jpeg",95023,9,"ATL","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","Wildson Silva de Melo","Índio",NA,95180,9,"SPO","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","Yago César da Silva","Yago","https://s.glbimg.com/es/sde/f/2016/05/13/63ec665d8c94605033bc8a7f765d373e_FORMATO.png",95126,9,"ATL","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","José Vinícius do Santos Silva","Vinícius Bala",NA,95181,9,"SPO","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","Nicolas Vichiatto da Silva","Nicolas","https://s.glbimg.com/es/sde/f/2016/05/13/3ed8feee46309c431569eaf3d3deff10_FORMATO.png",95127,9,"ATL","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","Gustavo Marcelo Cardoso Soares","Índio","https://s.glbimg.com/es/sde/f/2016/05/09/2d3e08a6de57469515879fd2d364fa37_FORMATO.jpeg",95315,9,"COR","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","Victor Luiz Prestes Filho","Vitinho",NA,95260,9,"CRU","lat","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","Matheus Sousa de Jesus","Matheus Jesus","https://s.glbimg.com/es/sde/f/2016/05/01/861e63537ee390314861e3d9e8f3e2f6_FORMATO.png",95335,9,"PON","mei","Nulo",0,3.48,0,1.41,8,1,11,12,11,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","Gregore Magalhães da Silva","Gregore",NA,95464,9,"SAN","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","Matheus Nolasco de Oliveira Silva","Matheus Nolasco",NA,95465,9,"SAN","ata","Nulo",0,3.25,0,0.82,4,1,1,2,2,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","Leonardo Cereja","Léo Cereja","https://s.glbimg.com/es/sde/f/2016/05/01/8e2be41e6ff47c7f43ca6cfc5566242a_FORMATO.png",95337,9,"PON","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","Fabrício Silva Costa","Fabrício",NA,95539,9,"SPO","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","Marcus Vinicius Aredes Duarte","Marcus Vinicius",NA,95622,9,"FIG","mei","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","Igor Vinicius de Souza","Igor",NA,95466,9,"SAN","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","Rafael Oller Pereira","Rafael Oller",NA,95619,9,"SAN","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","Bruno Leonardo dos Santos Covas","Bruno Leonardo",NA,95620,9,"SAN","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","Matheus Vinicius Matos Nogueira","Matheus Nogueira","https://s.glbimg.com/es/sde/f/2016/04/27/78ec1e03838620b307a5b86148c2cb22_FORMATO.jpeg",95121,9,"GRE","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","danilo ribeiro cardoso","Danilo",NA,95621,9,"SAN","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","Cleber Henrique Pereira dos Santos","Cleber",NA,95625,9,"STC","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Lucas Kal Schenfeld Progioli","Lucas Kal",NA,95662,9,"SAO","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Matheus Silva de Carvalho","Matheus",NA,95626,9,"STC","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","Marcelo da Conceição Benevenuto Malaquias","Marcelo",NA,95638,9,"BOT","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","Stoitchkov Ortega Silva de Melo","Ortega",NA,95624,9,"STC","lat","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Lucas Francisco de Lima Silva","Lucão",NA,95623,9,"STC","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","Pedro Gomes Bortoluzo","Pedro",NA,95661,9,"SAO","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Filipe Rodrigues de Souza Santos","Filipinho","https://s.glbimg.com/es/sde/f/2016/05/13/8d5c16b7b121f5fd67db504d17862635_FORMATO.png",95651,9,"ATL","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","Vinícius Alexandre Pinto","Vinícius",NA,95663,9,"PON","mei","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","José Artur de Lima Júnior","Artur",NA,95659,9,"SAO","mei","Nulo",7.8,2.55,1.55,7.8,1,NA,1,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Felipe Araruna Hoffman","Felipe Araruna",NA,95660,9,"SAO","lat","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","Matheus de Jesus Cardoso","Banguelê","https://s.glbimg.com/es/sde/f/2016/05/18/c2c9943a7915bf7aa754518e29478b85_FORMATO.png",95637,9,"SAO","mei","Nulo",0,0.74,0,-1.1,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","Victor Hugo Jenne Allegreto","Victor Hugo","https://s.glbimg.com/es/sde/f/2016/05/20/e301d793ba147e6bd8c90ef5bc72d7a2_FORMATO.png",95694,9,"BOT","gol","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","Vitor Hugo Carvalho","Vitinho",NA,95770,9,"PAL","mei","Dúvida",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Rodney Wallace Burns","Rodney Wallace","https://s.glbimg.com/es/sde/f/2016/05/20/54ab1b25de303ed341714bbd4bf35f88_FORMATO.jpeg",95693,9,"SPO","ata","Provável",0,2.29,0,0.33,3,NA,2,3,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","José Roberto da Silva Júnior","Zé Roberto","https://s.glbimg.com/es/sde/f/2016/05/01/ba32976a24a9a6f813303a9bcd016693_FORMATO.png",36612,9,"PAL","mei","Nulo",0,8.86,0,1.58,5,2,9,7,9,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","José Ricardo Mannarino","Zé Ricardo","https://s.glbimg.com/es/sde/f/2016/05/28/ecdb60f1e939c6b48905485a4ba94826_FORMATO.jpeg",95780,9,"FLA","tec","Provável",1.8,11.55,-0.79,3.44,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","Magno Alves de Araújo","Magno Alves","https://s.glbimg.com/es/sde/f/2016/04/29/c7b7baa7ccfa38f9c782090e8e24b49c_FORMATO.png",36650,9,"FLU","ata","Provável",10.1,6.37,2.29,1.5,6,NA,1,9,NA,1,NA,NA,1,1,NA,1,1,NA,NA,NA,NA,NA,NA
"143","Lucas Fernandes da Silva","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2016/05/01/0a47d84040286532fb5d90cc746b49b3_FORMATO.png",94931,9,"SAO","mei","Contundido",0,10.6,0,3.56,5,1,4,6,3,1,1,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"144","Paulo Autuori","Paulo Autuori","https://s.glbimg.com/es/sde/f/2016/05/02/b2a269f29451119f2d3811442679dc7a_FORMATO.png",36943,9,"ATL","tec","Provável",4.72,6.05,0.69,2.6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","Murilo Henrique Oliveira Santos","Murilo","https://s.glbimg.com/es/sde/f/2016/05/01/98decdad61a70e6a6bafcdcc0d9de4e8_FORMATO.png",92663,9,"SAO","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","Artur Victor Guimarães","Artur",NA,95799,9,"PAL","ata","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","Oswaldo de Oliveira","Oswaldo de Oliveira","https://s.glbimg.com/es/sde/f/2016/05/01/c6897c70d68e2827f58c99a251df8b57_FORMATO.png",36940,9,"SPO","tec","Provável",5.13,7.97,0.78,2.94,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","Augusto Sérgio Ferreira","Guto Ferreira","https://s.glbimg.com/es/sde/f/2016/05/09/40a1918975b6b4d85241f5fcfde659b3_FORMATO.png",37245,9,"CHA","tec","Provável",4.98,9.63,0.51,3.4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","Paulo André Cren Benini","Paulo André","https://s.glbimg.com/es/sde/f/2016/05/09/245b6785a7c26b5b1c667315f40b3768_FORMATO.png",37604,9,"ATL","zag","Provável",13.1,3.88,1.9,5.4,3,1,3,10,NA,2,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA
"150","Nathanael Ananias da Silva","Nathan",NA,95794,9,"ATL","zag","Nulo",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Leonardo Rodrigues dos Santos","Léo Santos","https://s.glbimg.com/es/sde/f/2016/06/03/751569132dfb9d297ae13162cebab92c_FORMATO.jpeg",95820,9,"COR","zag","Dúvida",0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","Cristian Mark Junio Nascimento Oliveira Baroni","Cristian","https://s.glbimg.com/es/sde/f/2016/04/28/ef1d2a5ff504e9d69923adec9d7edfe3_FORMATO.png",37608,9,"COR","mei","Contundido",0,2.88,0,1.94,5,3,5,15,9,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","João Vitor Brandão Figueiredo","João Figueiredo",NA,95779,9,"ATL","ata","Nulo",0,0.77,0,-0.37,3,1,1,1,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","Tiago Cardoso dos Santos","Tiago Cardoso","https://s.glbimg.com/es/sde/f/2016/05/01/ae7159c592fbc29db5bbfe03c9abb68e_FORMATO.png",37601,9,"STC","gol","Provável",2.7,6.98,-0.23,2.96,9,1,NA,3,NA,1,NA,NA,NA,NA,1,NA,NA,16,12,NA,NA,NA,NA
"155","Michel Fernandes Bastos","Michel Bastos","https://s.glbimg.com/es/sde/f/2016/05/01/d9abb78626aaa013bb379d82f2084409_FORMATO.png",37607,9,"SAO","mei","Provável",-1.5,11.48,-0.1,-2.7,2,1,3,7,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","Rafael Marques Pinto","Rafael Marques","https://s.glbimg.com/es/sde/f/2016/05/09/8f5736c815db151f6d5acaeb13711516_FORMATO.png",37623,9,"COR","zag","Provável",4.4,7.2,0.7,2.3,8,3,12,20,12,6,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"157","Carlos Alberto Gomes de Jesus","Carlos Alberto","https://s.glbimg.com/es/sde/f/2016/04/29/6d844ecf2e201d5ccaf0120e89a2a63f_FORMATO.png",37652,9,"FIG","mei","Contundido",0,6.35,0,4.3,2,NA,2,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","Rafael Martiniano de Miranda Moura","Rafael Moura","https://s.glbimg.com/es/sde/f/2016/04/29/505bb95d4110ddb7f27fe3607bdc1e3d_FORMATO.png",37655,9,"FIG","ata","Contundido",-0.5,12.45,-1.62,5.28,8,2,17,19,1,9,NA,5,9,8,NA,5,2,NA,NA,NA,NA,NA,NA
"159","Dagoberto Pelentier","Dagoberto","https://s.glbimg.com/es/sde/f/2016/05/01/959bce7e4083d35acad0cf216886af9b_FORMATO.png",37613,9,"VIT","ata","Provável",2.9,6.62,0.39,1.14,8,NA,7,24,3,12,NA,5,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","Gilson Gomes do Nascimento","Gilson","https://s.glbimg.com/es/sde/f/2016/05/01/6118e3c687d15a66a50d620fe3e4520f_FORMATO.png",52674,9,"PON","lat","Nulo",0,2.27,0,2.9,1,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","Lauro Júnior Batista da Cruz","Lauro","https://s.glbimg.com/es/sde/f/2016/05/09/249e731821db5544fc0c4fb41a95db56_FORMATO.jpeg",37659,9,"ATL","gol","Nulo",0,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","Henrique Pacheco de Lima","Henrique","https://s.glbimg.com/es/sde/f/2016/04/29/3ee91a269e77c0defb08f1fee38c0aff_FORMATO.png",37694,9,"CRU","mei","Provável",3.3,8.63,0.06,3.2,9,2,9,30,22,13,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","Leonardo da Silva Moura","Léo Moura","https://s.glbimg.com/es/sde/f/2016/05/01/25183d41515e2ce759f2ba9f81973c85_FORMATO.jpeg",37701,9,"STC","lat","Nulo",0,7.94,0,2.83,7,2,5,14,10,3,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"164","Cícero Santos","Cícero","https://s.glbimg.com/es/sde/f/2016/04/29/e356e8f08f83d738804569dcdf24662b_FORMATO.png",37688,9,"FLU","mei","Provável",1.5,7.63,-0.44,1.24,9,2,17,37,7,18,1,3,7,7,NA,1,NA,NA,NA,1,NA,NA,NA
"165","Jonathan Cícero Moreira","Jonathan","https://s.glbimg.com/es/sde/f/2016/04/29/342b9727e7f297bb78896cf41975a0af_FORMATO.png",37662,9,"FLU","lat","Dúvida",1.2,8.82,-0.5,2.79,9,2,6,23,9,5,NA,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA
"166","Marcelo Grohe","Marcelo Grohe","https://s.glbimg.com/es/sde/f/2016/04/30/24c6dcd5d18502d7d51725cc7c39f9d2_FORMATO.png",37770,9,"GRE","gol","Provável",5,12.14,1.3,4.82,6,1,NA,2,NA,1,NA,NA,NA,NA,5,NA,NA,4,3,NA,NA,NA,NA
"167","Juan Maldonado Jaimez Júnior","Juan","https://s.glbimg.com/es/sde/f/2016/04/28/73fd5c42810ee2f6303956f06682f35e_FORMATO.png",37705,9,"COR","mei","Provável",7.3,17.21,-1.07,7.93,6,NA,9,24,16,23,3,3,8,3,NA,NA,1,NA,NA,NA,1,NA,NA
"168","Alecsandro Barbosa Felisbino","Alecsandro","https://s.glbimg.com/es/sde/f/2016/05/30/1c83a2b2521974f5bd8599c7f316093a_FORMATO.png",37673,9,"PAL","ata","Suspenso",0,7.42,0,1.26,5,NA,8,8,NA,2,NA,3,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"169","Marcos Venâncio de Albuquerque","Ceará","https://s.glbimg.com/es/sde/f/2016/05/09/8ba64e76cef79e4543ffd32d93976a9e_FORMATO.jpeg",37790,9,"COR","lat","Contundido",0,6.21,0,1.05,2,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","Marcos Arouca da Silva","Arouca","https://s.glbimg.com/es/sde/f/2016/05/01/1c67e891759a1d905e98b60faab6c0d8_FORMATO.png",37718,9,"PAL","mei","Contundido",0,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","Eduardo Luís Abonizio de Souza","Edu Dracena","https://s.glbimg.com/es/sde/f/2016/05/01/652eaba0da463e14e3f20b2102573e34_FORMATO.png",37657,9,"PAL","zag","Nulo",1.2,4.51,0.14,2.17,3,1,6,3,2,6,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"172","Elano Blumer","Elano","https://s.glbimg.com/es/sde/f/2016/05/01/c5eac32204a0124e851be34b9419f9db_FORMATO.png",37917,9,"SAN","mei","Nulo",0,6.46,0,-0.4,2,NA,3,1,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","Cleber Santana Loureiro","Cleber Santana","https://s.glbimg.com/es/sde/f/2016/04/27/c3966e4c695292b7e3a189109ef1b5a2_FORMATO.png",38032,9,"CHA","mei","Dúvida",1,3.72,0.31,0.62,8,4,18,23,9,7,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","Marcelo Boeck","Marcelo Boeck","https://s.glbimg.com/es/sde/f/2016/04/27/b9625b133d8e576300589a4318722188_FORMATO.png",37788,9,"CHA","gol","Nulo",0,2,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","Edcarlos Conceição Santos","Edcarlos","https://s.glbimg.com/es/sde/f/2016/05/09/547d01877f79db5b42a3cb3f5e8b7cbe_FORMATO.png",38061,9,"ATL","zag","Contundido",0,9.61,0,3.5,4,1,5,11,8,5,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"176","Humberlito Borges Teixeira","Borges","https://s.glbimg.com/es/sde/f/2016/05/03/436a2c59283ae195563be05647dbf600_FORMATO.jpeg",37941,9,"AME","ata","Provável",8.9,5.37,1.4,2.62,5,NA,3,7,1,5,NA,2,5,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"177","Edimo Ferreira Campos","Edinho","https://s.glbimg.com/es/sde/f/2016/06/10/647d79ec841a6397b9bdb3cbea8b8c24_FORMATO.jpeg",37792,9,"COR","mei","Provável",2.1,1.6,0.7,0.42,5,2,9,7,5,5,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","Fernando Buttenbender Prass","Fernando Prass","https://s.glbimg.com/es/sde/f/2016/05/01/493488441bb751ad5dbdb042a318599f_FORMATO.png",38140,9,"PAL","gol","Provável",4,14.27,0.29,2.35,9,1,NA,8,NA,1,NA,NA,NA,NA,3,NA,NA,10,10,NA,NA,NA,NA
"179","Jefferson de Oliveira Galvão","Jefferson","https://s.glbimg.com/es/sde/f/2016/05/20/27326ea71a4a3d4cde252b5498024a60_FORMATO.png",38109,9,"BOT","gol","Contundido",0,18,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
