,atletas.entrou_em_campo,atletas.foto,atletas.minimo_para_valorizar,atletas.atleta_id,atletas.preco_num,atletas.slug,atletas.jogos_num,atletas.apelido,atletas.clube_id,atletas.rodada_id,atletas.variacao_num,atletas.pontos_num,atletas.apelido_abreviado,atletas.status_id,atletas.posicao_id,atletas.nome,atletas.clube.id.full.name,atletas.media_num,CA,DS,FC,FF,FS,SG,DE,GS,A,I,G,FD,FT,PS,PP,PC,V,CV,DP,GC
80,False,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_e9UBywD.png,,72372,5.0,felipe-alves,0,Felipe Alves,266,4,0.0,0.0,F. Alves,6,1,Felipe Alves Raymundo,Fluminense,0.0,,,,,,,,,,,,,,,,,,,,
81,True,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_dcBENR5.png,,72391,10.78,fernando-diniz,3,Fernando Diniz,266,4,-1.04,2.26,F. Diniz,7,6,Fernando Diniz Silva,Fluminense,5.09,,,,,,,,,,,,,,,,,1.0,,,
82,False,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_XGJ1uLI.png,,72497,5.0,gustavo-campanharo,0,Gustavo Campanharo,373,4,0.0,0.0,G. Campanharo,6,4,Gustavo Campanharo,Atlético-GO,0.0,,,,,,,,,,,,,,,,,,,,
83,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_204au3d.png,,72532,3.97,maguinho,3,Maguinho,373,4,-0.19,1.7,Maguinho,6,2,Magno José da Silva,Atlético-GO,1.7,,3.0,,,1.0,,,,1.0,,,,,,,1.0,,1.0,,
84,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_sB7v4Fv.png,,72583,5.32,pedro-henrique,2,Pedro Henrique,264,4,-0.48,0.0,P. Henrique,5,5,Pedro Henrique Konzen Medina da Silva,Corinthians,1.4,1.0,2.0,1.0,1.0,2.0,,,,,1.0,,,,,,,,,,
85,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_EePQ79Y.png,,72595,3.0,mauricio-kozlinski,0,Maurício Kozlinski,356,4,0.0,0.0,M. Kozlinski,6,1,Maurício Kozlinski,Fortaleza,0.0,,,,,,,,,,,,,,,,,,,,
86,False,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_NutbSGS.png,,72772,3.58,luiz-adriano,2,Luiz Adriano,287,4,0.0,0.0,L. Adriano,6,5,Luiz Adriano de Souza da Silva,Vitória,0.3,,,1.0,,2.0,,,,,1.0,,,,,,,,,,
87,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_G29hOpk.png,,72775,6.99,fernandinho,4,Fernandinho,293,4,-0.5,1.6,Fernandinho,7,4,Fernando Luiz Rosa,Athlético-PR,2.82,1.0,2.0,4.0,,5.0,,,,1.0,,,3.0,,,,,,,,
88,True,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_i1tcVtm.png,,72801,3.29,wilker-angel,2,Wilker Ángel,288,4,1.02,5.2,W. Ángel,6,3,Wílker José Ángel Romero,Criciúma,2.45,,,2.0,,1.0,1.0,,,,,,,,,,,,,,
89,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_o74D2pK.png,,72951,5.47,mercado,3,Mercado,285,4,-0.18,2.1,Mercado,6,3,Gabriel Iván Mercado,Internacional,2.47,2.0,4.0,3.0,,1.0,1.0,,,,,,,,,,,,,,
90,False,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_yDwEEkd.png,,73384,6.32,samuel-xavier,2,Samuel Xavier,266,4,0.0,0.0,S. Xavier,5,2,Samuel Xavier Brito,Fluminense,5.0,,3.0,2.0,1.0,,,,,1.0,,,1.0,,,,,,,,
91,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_k3QDtbn.png,,73620,3.5,bruno-alves,2,Bruno Alves,1371,4,-0.32,1.2,B. Alves,7,3,Bruno Fabiano Alves,Cuiabá,0.3,,1.0,2.0,,,,,,,,,,,,,,,,,
92,True,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_o2efsws.png,,73991,4.87,walisson-maia,3,Walisson Maia,288,4,1.99,10.0,W. Maia,6,3,Walisson Moreira Farias Maia,Criciúma,3.6,,,,1.0,,1.0,,,1.0,,,,,,,,,,,
93,False,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_XyzYIOg.png,,74028,4.0,zapata,0,Zapata,287,4,0.0,0.0,Zapata,6,3,Cristián Eduardo Zapata Valencia,Vitória,0.0,,,,,,,,,,,,,,,,,,,,
94,False,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_XgarVDI.png,,74061,5.63,gatito-fernandez,3,Gatito Fernández,263,4,0.0,0.0,G. Fernández,6,1,Roberto Junior Fernández Torres,Botafogo,2.33,,,,,,1.0,6.0,4.0,,,,,,,,,,,,
95,True,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_QT62TtG.png,,78077,4.36,madson,3,Madson,293,4,-0.29,1.2,Madson,6,2,Madson Ferreira dos Santos,Athlético-PR,2.13,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,
96,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_ZTjMF4T.png,,78117,6.72,everaldo,3,Everaldo,265,4,1.47,8.8,Everaldo,2,5,Everaldo Stum,Bahia,5.57,1.0,,4.0,,1.0,,,,,,2.0,2.0,,,,,,,,
97,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_eaP6jN7.png,,78248,8.82,gustavo-henrique,2,Gustavo Henrique,264,4,0.0,0.0,G. Henrique,6,3,Gustavo Henrique Vernes,Corinthians,3.35,,2.0,4.0,,1.0,1.0,,,,,,,,,,,,,,
98,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PNCSDK4.png,,78445,8.71,rene,4,Renê,285,4,-0.21,3.7,Renê,6,2,Renê Rodrigues Martins,Internacional,6.1,1.0,9.0,2.0,1.0,4.0,1.0,,,1.0,,,2.0,,,,,,,,
99,True,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_54lwaii.png,,78450,6.35,claudio-tencati,3,Cláudio Tencati,288,4,2.32,11.95,C. Tencati,6,6,Cláudio Tencati,Criciúma,5.95,,,,,,,,,,,,,,,,,1.0,,,
100,True,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_hp4AXuX.png,,78548,4.17,jean-mota,2,Jean Mota,287,4,-0.76,0.0,J. Mota,2,4,Jean Mota Oliveira de Sousa,Vitória,0.0,,,,,,,,,,,,,,,,,,,,
101,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_EstVL0K.png,,78580,3.87,jonathan-cafu,2,Jonathan Cafu,1371,4,0.0,0.0,J. Cafu,7,5,Jonathan Renato Barbosa,Cuiabá,2.05,,2.0,,,1.0,,,,,,,1.0,,,,,,,,
102,False,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_SpOJ3BZ.png,,78605,5.0,gabriel,0,Gabriel,293,4,0.0,0.0,Gabriel,6,4,Gabriel Girotto Franco,Athlético-PR,0.0,,,,,,,,,,,,,,,,,,,,
103,False,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_MK4CCfT.png,,78715,4.23,ramiro,3,Ramiro,283,4,0.0,0.0,Ramiro,6,4,Ramiro Moschen Benetti,Cruzeiro,1.73,,4.0,2.0,,2.0,,,,,,,,,,,,,,,
104,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_v8J7R5r.png,,78850,7.0,reinaldo,0,Reinaldo,284,4,0.0,0.0,Reinaldo,6,2,Reinaldo Manoel da Silva,Grêmio,0.0,,,,,,,,,,,,,,,,,,,,
105,False,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_L3ovhxb.png,,78855,3.0,thiago-santos,0,Thiago Santos,266,4,0.0,0.0,T. Santos,5,3,Thiago dos Santos,Fluminense,0.0,,,,,,,,,,,,,,,,,,,,
106,False,https://s.sde.globo.com/media/person_role/2023/08/16/photo_FORMATO_vnMYw4d.png,,79035,1.61,luiz-felipe,3,Luiz Felipe,373,4,0.0,0.0,L. Felipe,6,3,Luiz Felipe do Nascimento dos Santos,Atlético-GO,-0.33,1.0,2.0,2.0,,,,,,,,,1.0,,1.0,,1.0,,1.0,,
107,False,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO.png,,79113,4.11,victor-cuesta,2,Víctor Cuesta,265,4,0.0,0.0,V. Cuesta,7,3,Víctor Leandro Cuesta,Bahia,0.85,1.0,2.0,4.0,,3.0,,,,,,,,,,,,,,,
108,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_AseAsft.png,,79268,1.9,filipe-augusto,1,Filipe Augusto,1371,4,0.0,0.0,F. Augusto,5,4,Filipe Augusto Carvalho Souza,Cuiabá,-1.6,1.0,,2.0,,,,,,,,,,,,,,,,,
109,True,https://s.sde.globo.com/media/person_role/2021/04/27/ec1e7e490c3a05088fd967b9e2468216_FORMATO.png,,79437,6.44,roger-machado,4,Roger Machado,286,4,0.14,3.96,R. Machado,6,6,Roger Machado Marques,Juventude,4.91,,,,,,,,,,,,,,,,,1.0,,,
110,True,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_uSA2481.png,,79631,9.37,cano,3,Cano,266,4,-1.46,0.2,Cano,7,5,Germán Ezequiel Cano,Fluminense,2.3,,,2.0,3.0,3.0,,,,,,,3.0,,,,,,,,
111,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_KnivRCo.png,,79701,5.02,lucas-silva,4,Lucas Silva,283,4,-1.18,-2.5,L. Silva,6,4,Lucas Silva Borges,Cruzeiro,1.85,1.0,2.0,4.0,,2.0,,,,,,1.0,1.0,,,,,,,,1.0
112,False,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Cwpf6R7.png,,79702,2.59,antonio-carlos,1,Antônio Carlos,266,4,0.0,0.0,A. Carlos,6,3,Antônio Carlos Cunha Capocasali Júnior,Fluminense,0.5,,,,,1.0,,,,,,,,,,,,,,,
113,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_1INRw87.png,,80129,9.3,jadson,3,Jadson,286,4,0.15,5.2,Jadson,6,4,Jadson Alves dos Santos,Juventude,8.17,,9.0,5.0,2.0,6.0,,,,2.0,,,3.0,,,,,,1.0,,
114,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QAL0UhA.png,,80196,4.47,yago-pikachu,3,Yago Pikachu,356,4,-0.41,0.8,Y. Pikachu,6,4,Glaybson Yago Souza Lisboa,Fortaleza,1.2,,,,2.0,4.0,,,,,,,,,,,,,,,
115,True,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_UXvdhXA.png,,80225,7.14,rafa-silva,4,Rafa Silva,283,4,1.4,9.2,R. Silva,6,5,Rafael da Silva,Cruzeiro,5.43,1.0,2.0,4.0,,4.0,,,,,1.0,2.0,3.0,,,,,,,,
116,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hqCxZF4.png,,80287,10.28,luciano,4,Luciano,276,4,0.06,8.2,Luciano,7,5,Luciano da Rocha Neves,São Paulo,6.03,2.0,7.0,5.0,3.0,5.0,,,,,1.0,1.0,2.0,1.0,1.0,,,,,,
117,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_iy1T2ej.png,,80313,6.0,gilberto,0,Gilberto,265,4,0.0,0.0,Gilberto,6,2,Gilberto Moraes Júnior,Bahia,0.0,,,,,,,,,,,,,,,,,,,,
118,True,https://s.sde.globo.com/media/person_role/2024/04/12/photo_220x220.png,,80337,2.6,arthur-caike,3,Arthur Caíke,288,4,-0.07,1.1,A. Caíke,6,5,Arthur Caíke do Nascimento Cruz,Criciúma,0.37,,,2.0,,1.0,,,,,,,1.0,,,,,,,,
119,False,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_ybJLR9Q.png,,80538,3.0,marlon,0,Marlon,266,4,0.0,0.0,Marlon,5,3,Marlon Santos da Silva Barbosa,Fluminense,0.0,,,,,,,,,,,,,,,,,,,,
120,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_EsqCrwr.png,,80692,8.54,luan,2,Luan,275,4,0.0,0.0,Luan,6,3,Luan Garcia Teixeira,Palmeiras,7.6,,4.0,2.0,,2.0,2.0,,,,,,,,,,,,,,
121,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_6dWdAJP.png,,80853,6.43,pedro-geromel,1,Pedro Geromel,284,4,0.0,0.0,P. Geromel,5,3,Pedro Tonon Geromel,Grêmio,5.0,,,,,,1.0,,,,,,,,,,,,,,
122,False,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,,81091,4.0,jair,0,Jair,267,4,0.0,0.0,Jair,5,4,Jair Rodrigues Júnior,Vasco,0.0,,,,,,,,,,,,,,,,,,,,
123,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_pz3GebS.png,,81150,8.56,mayke,4,Mayke,275,4,-0.01,5.0,Mayke,7,2,Mayke Rocha de Oliveira,Palmeiras,5.17,2.0,7.0,4.0,,1.0,3.0,,,,,,,,,,,,,,
124,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_CBzQtxz.png,,81551,3.09,hugo-mallo,1,Hugo Mallo,285,4,0.0,0.0,H. Mallo,6,2,Hugo Mallo Novegil,Internacional,-0.4,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
125,False,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8UqKNri.png,,81798,5.4,rossi,3,Rossi,267,4,0.0,0.0,Rossi,6,5,Rosicley Pereira da Silva,Vasco,2.5,1.0,2.0,4.0,,5.0,,,,1.0,2.0,,,,,,,,,,
126,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_fS2GyF1.png,,81845,6.65,alisson,4,Alisson,276,4,-0.06,3.3,Alisson,7,4,Alisson Euler de Freitas Castro,São Paulo,4.13,,4.0,4.0,,11.0,,,,1.0,,,2.0,,,,,,,,
127,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_yXqoxi8.png,,81881,6.69,joao-ricardo,3,João Ricardo,356,4,-0.65,1.0,J. Ricardo,7,1,João Ricardo Riedi,Fortaleza,3.0,,,,,,,12.0,3.0,,,,,,,,,,,,
128,True,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_AuUF822.png,,81952,5.19,willian-oliveira,3,Willian Oliveira,287,4,-0.71,0.2,W. Oliveira,7,4,Willian Osmar de Oliveira Silva,Vitória,3.27,,6.0,4.0,1.0,6.0,,,,,,,,,,,,,,,
129,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_BAUllGq.png,,82455,9.0,ze-rafael,0,Zé Rafael,275,4,0.0,0.0,Z. Rafael,6,4,José Rafael Vivian,Palmeiras,0.0,,,,,,,,,,,,,,,,,,,,
130,True,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_y7upQyC.png,,82463,5.48,otavio,4,Otávio,282,4,-0.27,2.4,Otávio,7,4,Otávio Henrique Passos Santos,Atlético-MG,3.32,,10.0,3.0,,2.0,,,,,,,1.0,,,,,,,,
131,True,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_HkAAcVs.png,,82627,7.96,luiz-araujo,4,Luiz Araújo,262,4,0.02,4.7,L. Araújo,7,5,Luiz de Araújo Guimarães Neto,Flamengo,5.23,,7.0,7.0,3.0,6.0,,,,,,1.0,1.0,,,,,,,,
132,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_vAKLb1d.png,,82628,3.27,tinga,3,Tinga,356,4,0.16,2.4,Tinga,7,2,Guilherme de Jesus da Silva,Fortaleza,0.5,,2.0,3.0,,,,,,,,,,,,,,,,,
133,True,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_g9yt731.png,,82639,5.15,marcelo-hermes,3,Marcelo Hermes,288,4,0.47,4.7,M. Hermes,6,2,Marcelo Gazella Hermes,Criciúma,3.63,1.0,1.0,2.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,
134,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_NhIGhAv.png,,82766,12.0,wellington-rato,0,Wellington Rato,276,4,0.0,0.0,W. Rato,5,4,Wellington Soares da Silva,São Paulo,0.0,,,,,,,,,,,,,,,,,,,,
135,False,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_EM6z7aN.png,,83257,9.0,gabriel,0,Gabriel,262,4,0.0,0.0,Gabriel,6,5,Gabriel Barbosa Almeida,Flamengo,0.0,,,,,,,,,,,,,,,,,,,,
136,True,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_rrGsWJ1.png,,83528,7.5,leo-pereira,4,Léo Pereira,262,4,-0.9,1.6,L. Pereira,7,3,Leonardo Pereira,Flamengo,2.82,2.0,7.0,3.0,1.0,2.0,1.0,,,,,,,,,,1.0,,,,
137,True,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_qC7iq64.png,,83786,3.77,neris,4,Neris,283,4,-0.51,0.0,Neris,6,3,Hueglo dos Santos Neris,Cruzeiro,1.57,,5.0,6.0,,2.0,,,,,1.0,,1.0,,,,,,,,
138,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_eqdux0f.png,,83817,3.88,clayson,3,Clayson,1371,4,-0.34,1.0,Clayson,7,5,Clayson Henrique da Silva Vieira,Cuiabá,0.5,,,,,3.0,,,,,,,,,,,,,,,
139,False,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_pjwDNV1.png,,84042,14.0,tiquinho-soares,3,Tiquinho Soares,263,4,0.0,0.0,T. Soares,5,5,Francisco das Chagas Soares dos Santos Meireles,Botafogo,7.1,1.0,2.0,2.0,2.0,6.0,,,,,1.0,2.0,,,,,,,,,
140,False,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_LiuUOj2.png,,84263,6.73,jemerson,2,Jemerson,282,4,0.0,0.0,Jemerson,6,3,Jemerson de Jesus Nascimento,Atlético-MG,5.1,1.0,,1.0,,3.0,2.0,,,,,,,,,,,,,,
141,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_Ea5KMU8.png,,84266,3.05,alisson,2,Alisson,288,4,0.0,0.0,Alisson,6,1,Alisson Machado dos Santos,Criciúma,2.75,1.0,,,,1.0,,8.0,2.0,,,,,,,,,,,,
142,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_dW9VacB.png,,84428,4.95,fernando-sobral,3,Fernando Sobral,1371,4,-0.3,1.7,F. Sobral,7,4,Fernando Pereira do Nascimento,Cuiabá,2.43,1.0,5.0,1.0,2.0,2.0,,,,,,,,,,,,,,,
143,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pUYQrUf.png,,84558,6.28,lucas-romero,3,Lucas Romero,283,4,0.84,6.5,L. Romero,6,4,Lucas Daniel Romero,Cruzeiro,4.07,,11.0,3.0,3.0,1.0,,,,,,,,,,,,,1.0,,
144,True,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_3jr11fx.png,,84587,9.93,fellipe-mateus,3,Fellipe Mateus,288,4,3.57,18.4,F. Mateus,6,4,Fellipe Mateus de Sena Araújo,Criciúma,9.27,1.0,3.0,3.0,,15.0,,,,,,2.0,3.0,,,,1.0,,,,
145,False,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_gMVR2lN.png,,84674,11.0,lucas-evangelista,0,Lucas Evangelista,280,4,0.0,0.0,L. Evangelista,6,4,Lucas Evangelista Santana de Oliveira,Bragantino,0.0,,,,,,,,,,,,,,,,,,,,
146,True,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RMaWUM3.png,,84816,4.32,varela,3,Varela,262,4,-0.66,-0.3,Varela,7,2,Guillermo Varela Olivera,Flamengo,2.7,,2.0,6.0,,5.0,1.0,,,,,,,,,,,,,,
147,True,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_q8xm0Ax.png,,84918,4.42,rafael-ratao,1,Rafael Ratão,265,4,-0.58,0.9,R. Ratão,6,5,Rafael Rogério da Silva,Bahia,0.9,,,1.0,,,,,,,,,1.0,,,,,,,,
148,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JDJmU6R.png,,85004,7.9,marcos-felipe,3,Marcos Felipe,265,4,0.67,7.0,M. Felipe,7,1,Marcos Felipe de Freitas Monteiro,Bahia,5.33,,,,,,1.0,15.0,4.0,,,,,,,,,,,,
149,False,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_oSZD8nT.png,,85034,7.15,oscar-romero,2,Óscar Romero,263,4,0.0,0.0,Ã. Romero,6,4,Óscar David Romero Villamayor,Botafogo,2.65,,4.0,,,1.0,,,,,,,,,,,,,,,
150,True,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_DpJN07P.png,,85277,4.66,damian-suarez,2,Damián Suárez,263,4,0.56,4.3,D. Suárez,7,2,Damián Nicolás Suárez,Botafogo,2.25,,,5.0,,2.0,1.0,,,,,,,,,,,,,,
151,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO.png,,85465,3.56,alex-santana,2,Alex Santana,293,4,0.0,0.0,A. Santana,6,4,Alex Paulo Menezes Santana,Athlético-PR,-0.8,1.0,,2.0,,,,,,,,,,,,,,,,,
152,True,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_EPoR3bv.png,,85626,3.34,leo,4,Léo,267,4,-0.52,0.2,Léo,7,3,Leonardo Pinheiro da Conceição,Vasco,1.05,,2.0,3.0,,3.0,,,,,,,1.0,,,,,,,,
153,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_7KxaYiF.png,,85931,5.0,hyoran,0,Hyoran,285,4,0.0,0.0,Hyoran,5,4,Hyoran Kaue Dalmoro,Internacional,0.0,,,,,,,,,,,,,,,,,,,,
154,True,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_r97hBeS.png,,86292,8.52,bolasie,3,Bolasie,288,4,5.12,23.6,Bolasie,6,5,Yannick Bolasie,Criciúma,7.4,1.0,1.0,4.0,2.0,5.0,,,,2.0,1.0,1.0,1.0,,,,,,,,
155,False,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_YkGHL6O.png,,86362,3.0,caio-dantas,0,Caio Dantas,287,4,0.0,0.0,C. Dantas,6,5,Caio Henrique da Silva Dantas,Vitória,0.0,,,,,,,,,,,,,,,,,,,,
156,False,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_C2XW4GI.png,,86410,3.0,victor-luis,0,Victor Luis,267,4,0.0,0.0,V. Luis,6,2,Victor Luis Chuab Zamblauskas,Vasco,0.0,,,,,,,,,,,,,,,,,,,,
157,False,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_EdYl0O3.png,,86485,8.0,keno,0,Keno,266,4,0.0,0.0,Keno,6,5,Marcos da Silva França,Fluminense,0.0,,,,,,,,,,,,,,,,,,,,
158,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_FD4URNn.png,,86508,5.0,jandrei,0,Jandrei,276,4,0.0,0.0,Jandrei,6,1,Jandrei Chitolina Carniel,São Paulo,0.0,,,,,,,,,,,,,,,,,,,,
159,True,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_fIUc997.png,,86684,5.32,rodrigo,3,Rodrigo,288,4,1.8,9.4,Rodrigo,6,3,Rodrigo Fagundes de Freitas,Criciúma,4.77,1.0,6.0,3.0,,2.0,1.0,,,,,,,1.0,,,,,,,
160,True,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_DbXXPxM.png,,86686,5.04,tche-tche,3,Tchê Tchê,263,4,-0.23,1.7,T. Tchê,2,4,Danilo das Neves Pinheiro,Botafogo,1.97,,3.0,,1.0,3.0,,,,,,,,,,,,,,,
161,False,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_9loGKby.png,,86713,3.0,jonathan,0,Jonathan,288,4,0.0,0.0,Jonathan,6,2,Jonathan Francisco Lemos,Criciúma,0.0,,,,,,,,,,,,,,,,,,,,
162,False,https://s.sde.globo.com/media/person_role/2024/04/08/photo_FORMATO_JoKRQsF.png,,86757,4.43,everton,2,Everton,262,4,0.0,0.0,Everton,6,5,Everton Sousa Soares,Flamengo,1.4,,,,3.0,1.0,,,,,1.0,,,,,,,,,,
163,False,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_zgLfj3l.png,,86766,3.0,matheus-rossetto,0,Matheus Rossetto,356,4,0.0,0.0,M. Rossetto,6,4,Matheus Rossetto,Fortaleza,0.0,,,,,,,,,,,,,,,,,,,,
164,True,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_p79ATUg.png,,86777,8.4,danilo-barbosa,4,Danilo Barbosa,263,4,-1.66,0.1,D. Barbosa,7,4,Danilo Barbosa da Silva,Botafogo,6.87,2.0,6.0,5.0,1.0,2.0,,,,1.0,,2.0,,,1.0,,,,,,
165,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QbOqp5G.png,,86859,5.53,jose-welison,2,José Welison,356,4,0.0,0.0,J. Welison,7,4,José Welison da Silva,Fortaleza,3.3,,6.0,2.0,,,,,,,,,,,,,,,,,
166,True,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_goyzWhz.png,,87008,6.12,leo-jardim,4,Léo Jardim,267,4,-0.54,2.0,L. Jardim,7,1,Leonardo César Jardim,Vasco,1.5,,,,,,,15.0,9.0,,,,,,,,,,,,
167,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_UqG87oy.png,,87009,5.0,nathan,0,Nathan,284,4,0.0,0.0,Nathan,6,4,Nathan Allan de Souza,Grêmio,0.0,,,,,,,,,,,,,,,,,,,,
168,True,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_UxzvkDO.png,,87192,4.54,zeca,3,Zeca,287,4,0.17,3.4,Zeca,7,2,José Carlos Cracco Neto,Vitória,2.4,1.0,5.0,1.0,,3.0,,,,,2.0,,1.0,,,,,,,,
169,True,https://s.sde.globo.com/media/person_role/2024/04/24/photo_FORMATO_oxcf1Uy.png,,87225,4.93,pedro-henrique,1,Pedro Henrique,280,4,-1.07,0.0,P. Henrique,7,3,Pedro Henrique Ribeiro Gonçalves,Bragantino,0.0,,,,,,,,,,,,,,,,,,,,
170,True,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6cBmo9F.png,,87228,12.74,guilherme-arana,4,Guilherme Arana,282,4,-0.86,5.5,G. Arana,7,2,Guilherme Antonio Arana Lopes,Atlético-MG,8.12,1.0,5.0,2.0,1.0,4.0,3.0,,,,1.0,1.0,2.0,,,,,,,,
171,True,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_fnqPxDu.png,,87242,3.39,carlos-de-pena,3,Carlos de Pena,265,4,0.44,3.7,C. Pena,6,4,Carlos María de Pena Bonino,Bahia,0.7,2.0,1.0,2.0,1.0,3.0,,,,,,,1.0,,,,,,,,
172,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_tv5qGBE.png,,87258,9.86,soteldo,4,Soteldo,284,4,-1.6,0.0,Soteldo,6,5,Yeferson Julio Soteldo Martínez,Grêmio,5.25,,3.0,1.0,1.0,3.0,,,,1.0,,1.0,2.0,,,,,,,,
