,atletas.entrou_em_campo,atletas.foto,atletas.minimo_para_valorizar,atletas.atleta_id,atletas.preco_num,atletas.slug,atletas.jogos_num,atletas.apelido,atletas.clube_id,atletas.rodada_id,atletas.variacao_num,atletas.pontos_num,atletas.apelido_abreviado,atletas.status_id,atletas.posicao_id,atletas.nome,atletas.clube.id.full.name,atletas.media_num,CA,DS,FC,FF,FS,SG,DE,GS,A,I,G,FD,FT,PS,PP,PC,V,CV,DP,GC
173,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_f52uCmN.png,,87342,3.4,kannemann,2,Kannemann,284,4,-0.28,1.3,Kannemann,6,3,Walter Kannemann,Grêmio,0.0,2.0,2.0,3.0,,1.0,,,,,,,,,,,,,,,
174,False,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_4fbfMIP.png,,87391,4.0,allano,0,Allano,288,4,0.0,0.0,Allano,6,5,Allano Brendon de Souza Lima,Criciúma,0.0,,,,,,,,,,,,,,,,,,,,
175,True,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO_wgwd4Ze.png,,87470,6.29,thaciano,3,Thaciano,265,4,-0.51,1.6,Thaciano,7,4,Thaciano Mickael da Silva,Bahia,2.77,,1.0,2.0,4.0,1.0,,,,,2.0,,1.0,1.0,,,,,,,
176,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_5YNRqaD.png,,87603,3.0,mateus-pasinato,0,Mateus Pasinato,1371,4,0.0,0.0,M. Pasinato,6,1,Mateus Pasinato,Cuiabá,0.0,,,,,,,,,,,,,,,,,,,,
177,True,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8l71w1x.png,,87660,4.95,galdames,4,Galdames,267,4,-0.28,1.8,Galdames,2,4,Pablo Ignacio Galdames Millán,Vasco,1.97,1.0,9.0,12.0,1.0,2.0,,,,,1.0,,,,,,,,,,
178,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_wf2lvdn.png,,87747,4.0,yago-felipe,0,Yago Felipe,265,4,0.0,0.0,Y. Felipe,6,4,Yago Felipe da Costa Rocha,Bahia,0.0,,,,,,,,,,,,,,,,,,,,
179,True,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,,87853,11.3,mauricio-lemos,4,Mauricio Lemos,282,4,-0.78,3.7,M. Lemos,7,3,Paolo Mauricio Lemos Merladett,Atlético-MG,4.15,2.0,3.0,7.0,2.0,1.0,3.0,,,,,,,,,,,,,,
180,True,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_ehYT9k1.png,,87863,11.39,arrascaeta,3,Arrascaeta,262,4,-1.63,0.5,Arrascaeta,6,4,Giorgian Daniel de Arrascaeta Benedetti,Flamengo,1.23,1.0,,3.0,3.0,4.0,,,,,,,1.0,,,,,,,,
181,True,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_UXqyPlk.png,,87999,13.6,gustavo-scarpa,4,Gustavo Scarpa,282,4,-0.01,8.7,G. Scarpa,7,4,Gustavo Henrique Furtado Scarpa,Atlético-MG,8.47,,,1.0,2.0,6.0,,,,2.0,,2.0,3.0,,,,,,,,
182,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_yJZY7yN.png,,88033,2.35,alan-empereur,3,Alan Empereur,1371,4,-0.3,0.2,A. Empereur,7,3,Alan Pereira Empereur,Cuiabá,0.13,2.0,1.0,1.0,,3.0,,,,,,,,,,,,,,,
183,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_TR1I7LU.png,,88136,3.0,ivan,0,Ivan,285,4,0.0,0.0,Ivan,5,1,Ivan Quaresma da Silva,Internacional,0.0,,,,,,,,,,,,,,,,,,,,
184,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_1ruJswV.png,,88323,6.07,angel-romero,4,Ángel Romero,264,4,-0.04,3.7,Ã. Romero,7,5,Ángel Rodrigo Romero Villamayor,Corinthians,2.48,1.0,4.0,1.0,3.0,6.0,,,,,2.0,,1.0,,,,,,,,
185,True,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_vtzXktM.png,,88393,7.46,ayrton-lucas,4,Ayrton Lucas,262,4,-0.52,3.2,A. Lucas,7,2,Ayrton Lucas Dantas de Medeiros,Flamengo,4.6,,6.0,3.0,2.0,5.0,1.0,,,,,,,1.0,,,,,,,
186,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_ppF3oM9.png,,89224,4.35,barreto,3,Barreto,288,4,0.94,5.9,Barreto,6,4,Gustavo Bonatto Barreto,Criciúma,3.1,,4.0,5.0,,2.0,,,,1.0,,,,,,,,,,,
187,True,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_mBAg0JY.png,,89256,4.67,gerson,4,Gerson,262,4,-0.52,0.7,Gerson,7,4,Gerson Santos da Silva,Flamengo,1.17,,3.0,3.0,,4.0,,,,,,,,,,,,,,,
188,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_yq877xk.png,,89273,5.37,joao-pedro,3,João Pedro,284,4,-0.64,0.5,J. Pedro,6,2,João Pedro Maturano dos Santos,Grêmio,2.43,,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,
189,True,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_Wno5RKV.png,,89275,9.01,william,4,William,283,4,-0.07,4.5,William,6,2,Willian de Asevedo Furtado,Cruzeiro,4.73,,9.0,1.0,3.0,2.0,,,,1.0,,,,,,,,,,,
190,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_GS948NH.png,,89467,4.95,erick,4,Erick,286,4,1.87,10.4,Erick,6,5,Erick Samuel Correa Farias,Juventude,3.37,,3.0,1.0,1.0,1.0,,,,,3.0,1.0,1.0,,,,,,,,
191,True,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,,89493,7.32,igor-rabello,4,Igor Rabello,282,4,0.05,4.7,I. Rabello,7,3,Igor Rabello da Costa,Atlético-MG,4.62,,3.0,2.0,,1.0,3.0,,,,,,,,,,,,,,
192,True,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_CBUMmTU.png,,89637,4.66,thiago-maia,4,Thiago Maia,285,4,0.52,4.8,T. Maia,6,4,Thiago Maia Alencar,Internacional,1.65,,3.0,2.0,3.0,,,,,,,,1.0,,,,,,,,
193,False,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_j4J1Kog.png,,89646,3.8,rodrigo-andrade,2,Rodrigo Andrade,287,4,0.0,0.0,R. Andrade,6,4,José Rodrigo Andrade Ramos,Vitória,2.85,,4.0,2.0,,3.0,,,,,,,,,,,,,,,
194,False,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_5wPuqrz.png,,89695,3.17,iury-castilho,2,Iury Castilho,287,4,0.0,0.0,I. Castilho,5,5,Iury Lirio Freitas de Castilho,Vitória,0.8,,,2.0,1.0,3.0,,,,,1.0,,,,,,,,,,
195,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hF89kWc.png,,89840,11.51,calleri,4,Calleri,276,4,-0.75,4.7,Calleri,7,5,Jonathan Calleri,São Paulo,4.23,1.0,2.0,3.0,3.0,7.0,,,,,5.0,1.0,,1.0,,,,,,,
196,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_4i2PnOy.png,,89846,10.04,cristaldo,4,Cristaldo,284,4,-1.42,0.9,Cristaldo,6,4,Franco Cristaldo,Grêmio,5.47,,3.0,1.0,1.0,4.0,,,,,2.0,2.0,,,,,,,,,
197,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_SoQQafa.png,,89883,3.73,dodi,3,Dodi,284,4,-0.49,0.5,Dodi,6,4,Douglas Moreira Fagundes,Grêmio,1.37,1.0,4.0,4.0,,3.0,,,,,,,,,,,,,,,
198,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ywqLzxA.png,,89918,3.26,everton-galdino,2,Everton Galdino,284,4,0.0,0.0,E. Galdino,6,5,Everton Galdino Moreira,Grêmio,0.55,1.0,1.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
199,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_xopRGnx.png,,90061,7.42,bruno-pacheco,3,Bruno Pacheco,356,4,-1.05,0.0,B. Pacheco,7,2,Bruno de Jesus Pacheco,Fortaleza,1.67,,3.0,3.0,1.0,3.0,,,,,,,,,,,,,,,
200,True,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JiNgXjg.png,,90285,7.42,bruno-henrique,4,Bruno Henrique,262,4,-0.27,3.8,B. Henrique,7,5,Bruno Henrique Pinto,Flamengo,3.0,1.0,5.0,6.0,1.0,12.0,,,,,2.0,,1.0,,1.0,,,,,,
201,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_Mch7ZGz.png,,90302,5.0,pedro-rocha,0,Pedro Rocha,356,4,0.0,0.0,P. Rocha,6,5,Pedro Rocha Neves,Fortaleza,0.0,,,,,,,,,,,,,,,,,,,,
202,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_3jS17Nq.png,,90303,6.52,lincoln,1,Lincoln,280,4,-0.48,2.2,Lincoln,7,4,Lincoln Henrique Oliveira dos Santos,Bragantino,2.2,,1.0,,,2.0,,,,,,,,,,,,,,,
203,True,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_4eK3iOa.png,,90309,8.68,david,4,David,267,4,-0.62,2.3,David,7,5,David Correa da Fonseca,Vasco,5.73,,6.0,4.0,3.0,3.0,,,,1.0,,1.0,,,,,,,,,
204,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_0kSZPcN.png,,90449,4.97,rezende,3,Rezende,265,4,-0.62,0.8,Rezende,6,4,Júlio César de Rezende Miranda,Bahia,2.5,,5.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
205,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RJHB8O8.png,,90588,3.45,caique,4,Caíque,286,4,-0.52,0.1,Caíque,3,4,Caique de Jesus Gonçalves,Juventude,1.97,3.0,7.0,6.0,1.0,7.0,,,,,,,,,,,,,,,
206,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ahQNt5A.png,,90590,3.0,mateus-claus,0,Mateus Claus,286,4,0.0,0.0,M. Claus,6,1,Mateus Eduardo Claus,Juventude,0.0,,,,,,,,,,,,,,,,,,,,
207,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_xH8ilrc.png,,90634,2.13,lucas-mineiro,2,Lucas Mineiro,1371,4,0.0,0.0,L. Mineiro,6,4,Lucas da Silva Izidoro,Cuiabá,0.1,,,1.0,,1.0,,,,,,,,,,,,,,,
208,True,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_oRcCuAx.png,,90703,7.54,matheuzinho,3,Matheuzinho,287,4,-0.98,0.0,Matheuzinho,7,4,Matheus Martins Fogaça de Paulo,Vitória,6.63,1.0,2.0,6.0,3.0,5.0,,,,1.0,,1.0,2.0,,,,,,,,
209,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_TFNlZWH.png,,90715,8.33,luiz-fernando,4,Luiz Fernando,373,4,0.29,5.7,L. Fernando,6,5,Luiz Fernando Moraes dos Santos,Atlético-GO,5.15,1.0,6.0,4.0,1.0,12.0,,,,,4.0,1.0,1.0,,,,,,,,
210,True,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_lglDAms.png,,90768,5.02,fabricio-bruno,4,Fabrício Bruno,262,4,-0.18,3.2,F. Bruno,7,3,Fabrício Bruno Soares de Faria,Flamengo,2.25,2.0,3.0,2.0,1.0,2.0,1.0,,,,,,1.0,,,,,,,,
211,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_s0j6JVw.png,,90943,2.88,ze-marcos,3,Zé Marcos,286,4,0.19,1.9,Z. Marcos,6,3,José Marcos Alves Luis,Juventude,2.47,1.0,1.0,2.0,1.0,4.0,1.0,,,,,,,,,,,,,,
212,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_YucaBOt.png,,90947,2.0,cardona,0,Cardona,356,4,0.0,0.0,Cardona,6,3,Tomás Cardona,Fortaleza,0.0,,,,,,,,,,,,,,,,,,,,
213,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_AaiyHtB.png,,91101,3.66,ronaldo,4,Ronaldo,373,4,0.91,6.0,Ronaldo,6,1,Ronaldo de Oliveira Strada,Atlético-GO,2.25,1.0,,,,,,12.0,7.0,1.0,,,,,,,,,,,
214,False,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_ZpwUiXj.png,,91151,5.0,everaldo,0,Everaldo,287,4,0.0,0.0,Everaldo,5,5,Everaldo Silva do Nascimento,Vitória,0.0,,,,,,,,,,,,,,,,,,,,
215,False,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_lh9cyLQ.png,,91190,3.0,pk,0,PK,287,4,0.0,0.0,PK,6,2,Ítaro Patric Cardoso Calmon,Vitória,0.0,,,,,,,,,,,,,,,,,,,,
216,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_w5Qzw1m.png,,91254,4.0,carballo,0,Carballo,284,4,0.0,0.0,Carballo,6,4,Felipe Ignacio Carballo Ares,Grêmio,0.0,,,,,,,,,,,,,,,,,,,,
217,True,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JP7R0QW.png,,91473,3.58,erick-pulgar,4,Erick Pulgar,262,4,-0.05,1.7,E. Pulgar,5,4,Erick Antonio Pulgar Farfán,Flamengo,0.55,1.0,3.0,7.0,,1.0,,,,,,,1.0,,,,,,,,
218,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_CwBUWEK.png,,91509,2.87,rodrigo-sam,3,Rodrigo Sam,286,4,0.0,0.0,R. Sam,6,3,Rodrigo Eduardo da Silva,Juventude,1.73,1.0,2.0,4.0,,,1.0,,,,,,,,,,,,,,
219,True,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_8rXUJzI.png,,91521,4.3,eder,2,Eder,288,4,-0.23,1.2,Eder,6,5,Eder Citadin Martins,Criciúma,1.2,,,2.0,1.0,2.0,,,,,,,1.0,,,,,,,,
220,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_BatY9Y1.png,,91573,8.03,arboleda,4,Arboleda,276,4,0.24,6.4,Arboleda,7,3,Robert Abel Arboleda Escobar,São Paulo,4.7,,6.0,6.0,,2.0,2.0,,,,,,2.0,,,,,,,,
221,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_j8iPskd.png,,91607,7.14,rony,4,Rony,275,4,-0.51,1.9,Rony,6,5,Ronielson da Silva Barbosa,Palmeiras,3.03,1.0,6.0,6.0,1.0,7.0,,,,,2.0,,3.0,,,,,,,,
222,True,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_6dy9M0T.png,,91706,9.08,marlon,4,Marlon,283,4,-1.22,1.5,Marlon,6,2,Marlon Rodrigues Xavier,Cruzeiro,2.55,,9.0,7.0,,3.0,,,,,,,,,,,,,,,
223,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_laPiI8c.png,,91772,4.0,david-duarte,0,David Duarte,265,4,0.0,0.0,D. Duarte,6,3,David de Duarte Macedo,Bahia,0.0,,,,,,,,,,,,,,,,,,,,
224,True,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_XkfvN4h.png,,91866,3.28,ze-ivaldo,3,Zé Ivaldo,283,4,-0.01,1.9,Z. Ivaldo,6,3,José Ivaldo Almeida Silva,Cruzeiro,0.5,2.0,1.0,6.0,3.0,1.0,,,,,,,1.0,,,,,,,,
225,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_cVczRJH.png,,91908,8.63,pavon,2,Pavón,284,4,0.0,0.0,Pavón,5,5,Cristian David Pavón,Grêmio,6.1,,2.0,,,,,,,1.0,,,4.0,,,,,,,,
226,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Y6GBzlR.png,,92146,3.24,andre-luis,3,André Luís,1371,4,-0.35,0.5,A. Luís,6,5,Andre Luis da Costa Alfredo,Cuiabá,1.13,,1.0,1.0,,5.0,,,,,,,,,,,,,,,
227,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_5Z61ABy.png,,92149,4.45,alario,2,Alario,285,4,-0.81,0.7,Alario,6,5,Lucas Nicolás Alario,Internacional,-0.35,1.0,,1.0,1.0,,,,,,2.0,,,,,,,,,,
228,True,https://s.sde.globo.com/media/person_role/2018/09/06/d1103130500ec84fd8e37f1a20c60e1a_FORMATO.png,,92180,4.12,jair-ventura,4,Jair Ventura,373,4,0.02,2.42,J. Ventura,6,6,Jair Ventura,Atlético-GO,1.7,,,,,,,,,,,,,,,,,,,,
229,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_R17UU3T.png,,92207,4.0,caique,0,Caíque,284,4,0.0,0.0,Caíque,6,1,Caíque Luiz Santos da Purificação,Grêmio,0.0,,,,,,,,,,,,,,,,,,,,
230,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RubzI83.png,,92237,4.47,rodrigo-ely,3,Rodrigo Ely,284,4,-0.58,0.2,R. Ely,6,3,Rodrigo Ely,Grêmio,2.7,1.0,2.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,,,
231,False,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_kP2nvPk.png,,92496,1.42,raul,3,Raul,280,4,0.0,0.0,Raul,5,4,Raul Lô Gonçalves,Bragantino,-0.33,,,6.0,1.0,,,,,,,,,,,,,,,,
232,True,https://s.sde.globo.com/media/person_role/2024/04/15/photo_FORMATO.png,,92696,6.94,renato-kayzer,3,Renato Kayzer,356,4,0.34,5.2,R. Kayzer,7,5,Renato Kayzer de Souza,Fortaleza,4.9,1.0,2.0,2.0,2.0,2.0,,,,,3.0,1.0,3.0,,,,,,,,
233,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_K9KAkJa.png,,92708,8.09,deyverson,1,Deyverson,1371,4,0.0,0.0,Deyverson,6,5,Deyverson Brum Silva Acosta,Cuiabá,4.3,,1.0,,,4.0,,,,,1.0,,1.0,,,,,,,,
234,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_lto9czN.png,,92811,5.0,bruno-rodrigues,0,Bruno Rodrigues,275,4,0.0,0.0,B. Rodrigues,5,5,Bruno Rafael Rodrigues do Nascimento,Palmeiras,0.0,,,,,,,,,,,,,,,,,,,,
235,True,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_kHlqucZ.png,,92854,12.6,borre,4,Borré,285,4,0.87,11.4,Borré,6,5,Rafael Santos Borré Maury,Internacional,6.73,1.0,4.0,8.0,7.0,2.0,,,,1.0,3.0,1.0,6.0,1.0,,1.0,,,,,
236,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_r6zWOHc.png,,92855,3.0,palacios,0,Palacios,283,4,0.0,0.0,Palacios,6,2,Helibelton Palacios Zapata,Cruzeiro,0.0,,,,,,,,,,,,,,,,,,,,
237,True,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_lwMqy9Y.png,,93108,4.8,mateus-vital,4,Mateus Vital,283,4,-0.31,1.2,M. Vital,5,4,Mateus da Silva Vital Assumpção,Cruzeiro,3.25,,1.0,,2.0,2.0,,,,,,1.0,1.0,,,,,,,,
238,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_ntpiKUS.png,,93478,6.13,wanderson,3,Wanderson,285,4,0.0,0.0,Wanderson,5,5,Wanderson Maciel Sousa Campos,Internacional,1.13,,3.0,4.0,,2.0,,,,,,,,,,,,,,,
239,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_3mh3bUg.png,,93637,4.01,bruno-tubarao,3,Bruno Tubarão,373,4,-0.31,1.2,B. Tubarão,6,2,Bruno Nunes de Barros,Atlético-GO,1.93,1.0,4.0,2.0,2.0,2.0,,,,,,,,,,,,,,,
240,False,https://s.sde.globo.com/media/person_role/2024/04/10/photo_FORMATO_P3G6ct6.png,,93702,4.37,gabriel-inocencio,3,Gabriel Inocêncio,286,4,0.0,0.0,G. Inocêncio,6,2,Gabriel de Souza Inocêncio,Juventude,4.03,1.0,6.0,8.0,1.0,5.0,1.0,,,,,,,,,,,,,,
241,True,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_9IoUUlz.png,,93716,5.12,paulo-henrique,4,Paulo Henrique,267,4,-0.03,2.6,P. Henrique,7,2,Paulo Henrique de Oliveira Alves,Vasco,2.73,,9.0,10.0,2.0,3.0,,,,,,,,,,,,,,,
242,True,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_IWdTjkg.png,,93790,3.57,marlon-freitas,3,Marlon Freitas,263,4,0.21,2.9,M. Freitas,2,4,Marlon Rodrigues Freitas,Botafogo,0.9,1.0,3.0,3.0,,2.0,,,,,,,,,,,,,,,
243,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_DHkocIw.png,,93791,4.0,danielzinho,0,Danielzinho,373,4,0.0,0.0,Danielzinho,6,4,Daniel Sampaio Simões,Atlético-GO,0.0,,,,,,,,,,,,,,,,,,,,
244,False,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8APU3lV.png,,93834,4.0,keiller,0,Keiller,267,4,0.0,0.0,Keiller,6,1,Keiller da Silva Nunes,Vasco,0.0,,,,,,,,,,,,,,,,,,,,
245,True,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_Ri9cYDm.png,,93882,7.19,cleiton,3,Cleiton,280,4,-0.23,3.0,Cleiton,7,1,Cleiton Schwengber,Bragantino,4.67,,,,,,1.0,11.0,2.0,,,,,,,,,,,,
246,False,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_PCw311H.png,,93886,5.03,matheusinho,2,Matheusinho,288,4,0.0,0.0,Matheusinho,6,4,Matheus Leonardo Sales Cardoso,Criciúma,4.4,,,,1.0,,,,,,,1.0,,,,,,,,,
247,True,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_XhXbbVU.png,,93988,6.5,breno-lopes,1,Breno Lopes,356,4,1.5,6.8,B. Lopes,6,5,Breno Henrique Vasconcelos Lopes,Fortaleza,6.8,,,,1.0,2.0,,,,1.0,,,,,,,,,,,
248,True,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_5TQNQjS.png,,94044,7.51,john-victor,1,John Victor,263,4,0.51,5.0,J. Victor,7,1,John Victor Maciel Furtado,Botafogo,5.0,,,,,,1.0,,,,,,,,,,,,,,
249,False,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_sgQrNPa.png,,94067,5.0,matheus-fernandes,0,Matheus Fernandes,280,4,0.0,0.0,M. Fernandes,6,4,Matheus Fernandes Siqueira,Bragantino,0.0,,,,,,,,,,,,,,,,,,,,
250,True,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_CKkxA4v.png,,94138,3.85,felipe-vizeu,1,Felipe Vizeu,288,4,-0.15,1.6,F. Vizeu,6,5,Felipe dos Reis Pereira Vizeu do Carmo,Criciúma,1.6,,,,,1.0,,,,,1.0,,1.0,,,,,,,,
251,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_fb3TwT8.png,,94154,4.65,maycon,2,Maycon,264,4,0.0,0.0,Maycon,5,4,Maycon de Andrade Barberan,Corinthians,0.2,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,
252,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_XOXiO3C.png,,94509,12.8,raphael-veiga,4,Raphael Veiga,275,4,-1.34,2.6,R. Veiga,7,4,Raphael Cavalcante Veiga,Palmeiras,3.12,,5.0,2.0,3.0,5.0,,,,,2.0,,2.0,,,,,,,,
253,True,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_xrhSS2w.png,,94583,12.15,pedro,4,Pedro,262,4,-1.3,1.3,Pedro,7,5,Pedro Guilherme Abreu dos Santos,Flamengo,4.4,,2.0,4.0,4.0,8.0,,,,,,1.0,1.0,,,,,,,,
254,False,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_XVs5pqz.png,,94845,2.38,battaglia,2,Battaglia,282,4,0.0,0.0,Battaglia,6,4,Rodrigo Andrés Battaglia,Atlético-MG,-2.1,,,4.0,,,,,,,,,,,,,,,1.0,,
255,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_apsV9qH.png,,94853,9.31,eduardo-coudet,4,Eduardo Coudet,285,4,-0.27,4.2,E. Coudet,6,6,Eduardo Germán Coudet,Internacional,5.03,,,,,,,,,,,,,,,,,2.0,,,
256,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Bzva6ru.png,,94931,5.01,lucas-fernandes,2,Lucas Fernandes,1371,4,-0.24,1.4,L. Fernandes,6,4,Lucas Fernandes da Silva,Cuiabá,1.3,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,
257,True,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_U4Lwrth.png,,94968,10.79,juninho-capixaba,4,Juninho Capixaba,280,4,-1.65,0.9,J. Capixaba,7,2,Luis Antônio da Rocha Júnior,Bragantino,4.63,2.0,10.0,6.0,1.0,9.0,1.0,,,,,,,,,,,,,,
258,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_vGTDrZr.png,,95131,3.0,gabriel-taliari,0,Gabriel Taliari,286,4,0.0,0.0,G. Taliari,6,5,Gabriel Pereira Taliari,Juventude,0.0,,,,,,,,,,,,,,,,,,,,
259,True,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_OoYMXid.png,,95464,4.19,gregore,3,Gregore,263,4,-0.3,0.9,Gregore,6,4,Gregore de Magalhães da Silva,Botafogo,1.13,1.0,5.0,7.0,,1.0,,,,,,,,,,,,,,,
260,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_DKQOGT2.png,,95466,5.03,igor-vinicius,4,Igor Vinícius,276,4,0.53,5.5,I. Vinícius,7,2,Igor Vinícius de Souza,São Paulo,3.95,2.0,3.0,2.0,1.0,8.0,2.0,,,,,,,,,,,,,,
261,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wftQgQv.png,,95556,6.05,raniele,4,Raniele,264,4,-0.37,2.3,Raniele,7,4,Raniele Almeida Melo,Corinthians,2.23,2.0,7.0,5.0,,8.0,,,,,,,,,,,,,,,
262,False,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_Ho8rTXl.png,,95662,4.03,lucas-kal,1,Lucas Kal,373,4,0.0,0.0,L. Kal,6,4,Lucas Kal Schenfeld Progioli,Atlético-GO,0.0,,,,,,,,,,,,,,,,,,,,
263,False,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_38OPKZz.png,,95738,3.42,trauco,2,Trauco,288,4,0.0,0.0,Trauco,6,2,Miguel Ángel Trauco Saavedra,Criciúma,0.1,1.0,1.0,,,,,,,,,,,,,,,,,,
