,atletas.nome,atletas.rodada_id,atletas.media_num,atletas.slug,atletas.posicao_id,atletas.variacao_num,atletas.atleta_id,atletas.entrou_em_campo,atletas.clube.id.full.name,atletas.pontos_num,atletas.preco_num,atletas.status_id,atletas.jogos_num,atletas.apelido_abreviado,atletas.clube_id,atletas.foto,atletas.apelido,atletas.minimo_para_valorizar,CA,DE,DP,GS,PC,SG,DS,FC,FD,FF,FS,FT,G,I,A,CV,PP,PS,V,GC
627,Henry David Mosquera Sánchez,11,0.78,henry-mosquera,5,-0.39,124239,True,Bragantino,-1.3,2.28,7,11,H. Mosquera,280,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_id8Dwn8.png,Henry Mosquera,,3.0,,,,,,3.0,13.0,5.0,3.0,7.0,,,1.0,,,,,,
628,Isaac Aguiar Tomich,11,0.8,isaac,5,0.0,124247,False,Atlético-MG,0.0,1.22,6,1,Isaac,282,https://s.sde.globo.com/media/person_role/2023/04/22/photo_FORMATO_3csZZPr.png,Isaac,,,,,,,,,,,1.0,,,,,,,,,,
629,Gustavo Prado Alves,11,1.03,gustavo-prado,4,0.26,124271,True,Internacional,1.7,1.86,6,7,G. Prado,285,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_Ph1gWxf.png,Gustavo Prado,,,,,,,,3.0,5.0,1.0,3.0,3.0,,,,,,,,,
630,Gabriel Carvalho Teixeira,11,7.5,gabriel-carvalho,4,0.0,124275,False,Internacional,0.0,3.8,6,1,G. Carvalho,285,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_Qpx6o0t.png,Gabriel Carvalho,,,,,,,,1.0,,,1.0,1.0,,,,1.0,,,,,
631,Ricardo Mathias da Silva,11,0.0,ricardo-mathias,5,0.0,124280,False,Internacional,0.0,2.0,6,0,R. Mathias,285,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_KQzCuL1.png,Ricardo Mathias,,,,,,,,,,,,,,,,,,,,,
632,Allyson Aires dos Santos,11,1.4,allyson,3,-1.0,124340,False,Cuiabá,-1.0,2.31,6,1,Allyson,1371,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_NECUM0Z.png,Allyson,,1.0,,,,,,2.0,,,,,,,,,,,,,
633,Leonardo de Aragão Carvalho,11,0.0,leo-aragao,1,0.0,124369,False,Cruzeiro,0.0,2.0,6,0,L. Aragão,283,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_7877COP.png,Léo Aragão,,,,,,,,,,,,,,,,,,,,,
634,Mateo Ponte Costa,11,4.88,mateo-ponte,2,-0.14,124481,True,Botafogo,2.1,6.29,6,5,M. Ponte,263,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_S1d60nA.png,Mateo Ponte,,1.0,,,,,1.0,11.0,7.0,,1.0,1.0,,1.0,,,,,,,
635,Bernardo Romeo Benítez Fariña,11,0.0,romeo-benitez,5,0.0,124509,False,Athlético-PR,0.0,3.0,6,0,R. Benítez,293,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_60xT1wl.png,Romeo Benítez,,,,,,,,,,,,,,,,,,,,,
636,Felipe Negrucci Berdague,11,0.0,felipe-negrucci,4,0.0,124674,False,São Paulo,0.0,2.0,6,0,F. Negrucci,276,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Ftjtc7V.png,Felipe Negrucci,,,,,,,,,,,,,,,,,,,,,
637,Paulo Vitor Monteiro,11,0.0,paulo-vitor,4,0.0,124690,False,Atlético-MG,0.0,1.0,6,0,P. Vitor,282,https://s.sde.globo.com/media/person_role/2023/05/07/photo_FORMATO_1HEXq1i.png,Paulo Vitor,,,,,,,,,,,,,,,,,,,,,
638,Leandro Mathias Silva Bueno,11,0.0,leandro,1,0.0,124701,False,São Paulo,0.0,1.0,6,0,Leandro,276,,Leandro,,,,,,,,,,,,,,,,,,,,,
639,Nathan Ribeiro Fernandes,11,0.61,nathan-fernandes,5,-0.14,124757,True,Grêmio,0.7,2.45,6,8,N. Fernandes,284,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_nzWNsYv.png,Nathan Fernandes,,1.0,,,,,,4.0,5.0,1.0,3.0,4.0,,,,,1.0,,,,
640,Kauã Elias Nogueira,11,-0.18,kaua-elias,5,0.0,124821,False,Fluminense,0.0,0.81,6,5,K. Elias,266,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_UGP7Pol.png,Kauã Elias,,,,,,,,,3.0,,,,,,,,,,,,
641,Renato Santos da Cruz,11,0.0,renato,3,0.0,124918,False,Corinthians,0.0,1.0,6,0,Renato,264,https://s.sde.globo.com/media/person_role/2023/06/03/photo_FORMATO_kkl0avZ.png,Renato,,,,,,,,,,,,,,,,,,,,,
642,Wesley Costa da Silva,11,0.0,wesley-costa,2,0.0,125000,False,Grêmio,0.0,1.0,6,0,W. Costa,284,https://s.sde.globo.com/media/person_role/2023/09/03/photo_FORMATO_tWVFhHY.png,Wesley Costa,,,,,,,,,,,,,,,,,,,,,
643,Robert Vinicius Rodrigues Silva,11,1.58,robert,5,-0.02,125050,True,Cruzeiro,0.9,2.81,7,6,Robert,283,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_0Vl4WfI.png,Robert,,1.0,,,,,,2.0,2.0,1.0,2.0,2.0,,,1.0,1.0,,,,,
644,Viery Fernandes Santos Lopes,11,0.0,viery,3,0.0,125467,False,Grêmio,0.0,1.0,6,0,Viery,284,,Viery,,,,,,,,,,,,,,,,,,,,,
645,Alisson Santana Lopes da Fonseca,11,2.57,alisson,4,-0.2,125469,True,Atlético-MG,3.3,4.36,6,9,Alisson,282,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_THGcoZm.png,Alisson,,,,,,,,8.0,9.0,4.0,8.0,10.0,,,,,,,,,
646,Sérgio Antonio de Luiz Junior,11,1.7,serginho,5,0.0,125471,False,Vasco,0.0,3.44,6,2,Serginho,267,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_ytTWQ9L.png,Serginho,,1.0,,,,,,2.0,2.0,1.0,,3.0,,,1.0,,,,,,
647,Gabriel Silva Moscardo de Salles,11,1.15,gabriel-moscardo,4,0.0,125487,False,Corinthians,0.0,5.41,6,2,G. Moscardo,264,https://s.sde.globo.com/media/person_role/2023/07/05/photo_FORMATO_3w25yIa.png,Gabriel Moscardo,,,,,,,,1.0,3.0,1.0,1.0,,,,,,,,,,
648,João Pedro de Sousa Rodrigues,11,0.0,joao-pedro,3,0.0,125488,False,Corinthians,0.0,0.9,6,1,J. Pedro,264,https://s.sde.globo.com/media/person_role/2023/08/19/photo_FORMATO.png,João Pedro,,,,,,,,,,,,,,,,,,,,,
649,Eduardo Kogitzki Anastacio,11,0.0,dudu,4,0.0,125746,False,Athlético-PR,0.0,1.0,6,0,Dudu,293,https://s.sde.globo.com/media/person_role/2023/07/07/photo_FORMATO_3PWOW7f.png,Dudu,,,,,,,,,,,,,,,,,,,,,
650,Rafael Monteiro Reis,11,0.0,rafael-monteiro,2,0.0,125804,False,Fluminense,0.0,1.0,6,0,R. Monteiro,266,https://s.sde.globo.com/media/person_role/2023/07/09/photo_FORMATO.png,Rafael Monteiro,,,,,,,,,,,,,,,,,,,,,
651,Bruno Zapelli,11,1.94,zapelli,4,-0.14,125926,True,Athlético-PR,0.0,4.3,6,10,Zapelli,293,https://s.sde.globo.com/media/person_role/2023/07/21/photo_FORMATO_hPfi5y5.png,Zapelli,,1.0,,,,,,2.0,8.0,1.0,2.0,3.0,2.0,,,2.0,,,,,
652,Gustavo Nunes Fernandes Gomes,11,2.47,gustavo-nunes,5,0.19,126117,True,Grêmio,2.4,3.19,7,8,G. Nunes,284,https://s.sde.globo.com/media/person_role/2024/03/13/photo_FORMATO.png,Gustavo Nunes,,5.0,,,,,,7.0,6.0,3.0,1.0,12.0,,1.0,2.0,,,,,,
653,Paulo Lucas Santos de Paula,11,0.0,paulinho,4,0.0,126182,False,Vasco,0.0,6.0,5,0,Paulinho,267,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_zLpxwyY.png,Paulinho,,,,,,,,,,,,,,,,,,,,,
654,Derik Gean Severino Lacerda,11,1.54,derik-lacerda,5,-0.48,126216,True,Cuiabá,0.0,2.92,6,5,D. Lacerda,1371,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_cgYyCgr.png,Derik Lacerda,,2.0,,,,,,4.0,4.0,,2.0,9.0,,,,,,,,,
655,Lucas da Silva Justen,11,0.0,justen,2,0.0,126387,False,Fluminense,0.0,3.0,6,0,Justen,266,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_9KI5y7C.png,Justen,,,,,,,,,,,,,,,,,,,,,
656,Álvaro Martín Barreal,11,2.83,barreal,5,0.0,126471,False,Cruzeiro,0.0,4.17,6,7,Barreal,283,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_rsHwvD6.png,Barreal,,1.0,,,,,,6.0,7.0,2.0,1.0,5.0,,,,2.0,,,,,
657,Lucas Lima Linhares,11,0.0,luquinhas,4,0.0,126697,False,Fortaleza,0.0,2.0,6,0,Luquinhas,356,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_NgK9gAI.png,Luquinhas,,,,,,,,,,,,,,,,,,,,,
658,Igor Caique Coronado,11,3.56,igor-coronado,4,0.15,126900,True,Corinthians,5.2,7.1,7,9,I. Coronado,264,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_Bzw6tC2.png,Igor Coronado,,,,,,,,12.0,8.0,2.0,7.0,8.0,,1.0,,,,,,,
659,Fernando Seabra,11,4.86,fernando-seabra,6,-0.85,126977,True,Cruzeiro,2.25,7.88,7,10,F. Seabra,283,https://s.sde.globo.com/media/person_role/2024/04/09/photo_220x220_GrLAgQt.png,Fernando Seabra,,,,,,,,,,,,,,,,,,,,5.0,
660,Artur Jorge Torres Gomes Araújo Amorim,11,5.47,artur-jorge,6,-0.24,127273,True,Botafogo,3.27,8.3,7,11,A. Jorge,263,https://s.sde.globo.com/media/person_role/2024/04/05/photo_220x220_4pgYWQ9.png,Artur Jorge,,,,,,,,,,,,,,,,,,,,6.0,
661,Matheus dos Reis Francisco,11,0.0,matheus-reis,5,0.0,127969,False,Fluminense,0.0,1.0,6,0,M. Reis,266,,Matheus Reis,,,,,,,,,,,,,,,,,,,,,
662,Randerson de Sousa Almeida,11,0.0,randerson,4,0.0,128099,False,Atlético-GO,0.0,2.0,6,0,Randerson,373,,Randerson,,,,,,,,,,,,,,,,,,,,,
663,João Pedro da Cruz Oliveira,11,1.57,joao-pedro,5,0.0,128327,False,Cruzeiro,0.0,3.11,6,3,J. Pedro,283,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pj9omFV.png,João Pedro,,,,,,,,1.0,,1.0,1.0,3.0,,,,,,,,,
664,Marcos André Paulino Maia,11,0.0,marcao,3,0.0,128429,False,Athlético-PR,0.0,1.0,6,0,Marcão,293,https://s.sde.globo.com/media/person_role/2023/10/17/photo_FORMATO_560IfKk.png,Marcão,,,,,,,,,,,,,,,,,,,,,
665,João Victor Machado Cruz,11,0.0,joao-cruz,4,0.0,128431,False,Athlético-PR,0.0,1.0,6,0,J. Cruz,293,https://s.sde.globo.com/media/person_role/2023/10/17/photo_FORMATO_WnvtCLu.png,João Cruz,,,,,,,,,,,,,,,,,,,,,
666,Caio de Oliveira Araújo,11,0.0,caio-araujo,4,0.0,128482,False,Grêmio,0.0,1.0,6,0,C. Araújo,284,https://s.sde.globo.com/media/person_role/2023/10/18/photo_FORMATO_o6DPisY.png,Caio Araújo,,,,,,,,,,,,,,,,,,,,,
667,Rayan Lucas Marques de Souza,11,0.0,rayan-lucas,4,0.0,128590,False,Flamengo,0.0,3.0,6,0,R. Lucas,262,https://s.sde.globo.com/media/person_role/2023/12/06/photo_FORMATO_eCO6g7f.png,Rayan Lucas,,,,,,,,,,,,,,,,,,,,,
668,William Gomes Carvalho Santos,11,1.1,william-gomes,5,0.0,128668,False,São Paulo,0.0,1.45,6,2,W. Gomes,276,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_R4UlTHA.png,William Gomes,,1.0,,,,,,,1.0,3.0,,,,,1.0,,,,,,
669,Luiz Felipe Mathias Silva,11,0.0,luiz-felipe,4,0.0,128669,False,Cuiabá,0.0,1.0,6,0,L. Felipe,1371,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JOhmWKE.png,Luiz Felipe,,,,,,,,,,,,,,,,,,,,,
670,Talles Wander Santos Ribeiro,11,0.0,talles-wander,5,0.0,128769,False,São Paulo,0.0,1.0,6,0,T. Wander,276,https://s.sde.globo.com/media/person_role/2023/11/23/photo_FORMATO.png,Talles Wander,,,,,,,,,,,,,,,,,,,,,
671,Estêvão Willian Almeida de Oliveira Gonçalves,11,6.95,estevao,5,1.77,128915,True,Palmeiras,15.5,8.12,7,11,Estêvão,275,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_ndyx6H0.png,Estêvão,,1.0,,,,,,17.0,7.0,7.0,9.0,11.0,1.0,3.0,1.0,2.0,,,1.0,,
672,Luciano Giménez Alanda,11,0.15,luciano-gimenez,5,0.0,129202,False,Cuiabá,0.0,1.75,6,4,L. Giménez,1371,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_N1znp7r.png,Luciano Giménez,,,,,,,,1.0,2.0,,,,,,,,,,,,
673,Mateo Zuleta García,11,5.45,zuleta,4,0.0,129227,False,Atlético-GO,0.0,5.9,6,2,Zuleta,373,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_IBrilAp.png,Zuleta,,,,,,,,2.0,,,,1.0,,1.0,,,,,,,
674,Wendel Silva Passos,11,0.0,wendel,4,0.0,129661,False,Bahia,0.0,1.0,6,0,Wendel,265,,Wendel,,,,,,,,,,,,,,,,,,,,,
675,Pablo de Paula Cardoso,11,0.0,pablo,1,0.0,129665,False,Vasco,0.0,1.0,6,0,Pablo,267,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_bizaQoV.png,Pablo,,,,,,,,,,,,,,,,,,,,,
676,João Pedro Murilo de Paula Morais,11,3.9,jp,4,2.2,129666,True,Vasco,9.8,4.33,6,4,JP,267,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_bBaUSEp.png,JP,,,,,,,,7.0,,1.0,,2.0,,,,1.0,,,,,
677,Eduardo Batista dos Santos,11,0.0,eduardo,1,0.0,129761,False,Atlético-GO,0.0,1.0,6,0,Eduardo,373,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_KXJszMB.png,Eduardo,,,,,,,,,,,,,,,,,,,,,
678,Maswel Ananias Silva,11,0.82,max,5,-0.18,129766,True,Atlético-GO,-0.1,1.77,6,8,Max,373,https://s.sde.globo.com/media/person_role/2024/03/16/photo_FORMATO_czuX078.png,Max,,,,,,,,1.0,3.0,2.0,,6.0,,,1.0,,,,1.0,,
679,João Vitor Cardoso de Souza,11,0.0,joao-vitor,2,0.0,129999,False,Juventude,0.0,1.0,6,0,J. Vitor,286,https://s.sde.globo.com/media/person_role/2024/04/10/photo_FORMATO_JTq9k1X.png,João Vitor,,,,,,,,,,,,,,,,,,,,,
680,Luiz Gustavo da Silva Alves,11,-0.3,luiz-gustavo,3,0.0,130020,False,Atlético-GO,0.0,0.79,6,1,L. Gustavo,373,,Luiz Gustavo,,,,,,,,,1.0,,,,,,,,,,,,
681,João Victor Schlickmann Carbone,11,0.0,carbone,2,0.0,130190,False,Flamengo,0.0,1.0,6,0,Carbone,262,,Carbone,,,,,,,,,,,,,,,,,,,,,
682,Erick Ryan Garcia da Silva,11,0.0,erick-garcia,3,0.0,130211,False,Criciúma,0.0,1.0,6,0,E. Garcia,288,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_iq2Ogip.png,Erick Garcia,,,,,,,,,,,,,,,,,,,,,
683,Leandro Viana da Silva Gama,11,9.2,leandrinho,2,3.44,130254,True,Vasco,9.2,4.44,6,1,Leandrinho,267,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_5FEEg9Y.png,Leandrinho,,,,,,,,1.0,,,,,,1.0,,,,,,,
684,Guilherme Estrella de Paiva,11,7.4,guilherme-estrella,4,2.75,130255,True,Vasco,7.4,3.75,7,1,G. Estrella,267,https://s.sde.globo.com/media/person_role/2024/01/18/photo_FORMATO_l9qdew2.png,Guilherme Estrella,,1.0,,,,,,,3.0,,1.0,1.0,,1.0,,,,,,,
685,Breno Santos Ignacio,11,0.0,breno-santos,4,0.0,130281,False,Atlético-GO,0.0,2.0,6,0,B. Santos,373,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_LIIpUay.png,Breno Santos,,,,,,,,,,,,,,,,,,,,,
686,Pedro Geovane Paranhos Santos,11,0.0,geovane,5,0.0,130284,False,Atlético-GO,0.0,1.0,6,0,Geovane,373,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_OZZRB6n.png,Geovane,,,,,,,,,,,,,,,,,,,,,
687,Rhyan Luca Carvalho de Arruda,11,0.0,rhyan,1,0.0,130305,False,Cuiabá,0.0,1.0,6,0,Rhyan,1371,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_v4dxbma.png,Rhyan,,,,,,,,,,,,,,,,,,,,,
688,Rafael Oliveira Pinna,11,0.0,rafael-pinna,5,0.0,130316,False,Juventude,0.0,1.0,6,0,R. Pinna,286,,Rafael Pinna,,,,,,,,,,,,,,,,,,,,,
689,Luiz Gustavo Marinho Ribeiro dos Santos,11,0.0,luiz-gustavo,3,0.0,130393,False,Vasco,0.0,1.0,6,0,L. Gustavo,267,,Luiz Gustavo,,,,,,,,,,,,,,,,,,,,,
690,Jan Fanc Lucumií González,11,0.0,jan-lucumi,5,0.0,130398,False,Fluminense,0.0,2.0,6,0,J. Lucumí,266,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_ewdHwK6.png,Jan Lucumí,,,,,,,,,,,,,,,,,,,,,
691,Robert dos Santos Conceição,11,0.5,robert-santos,4,0.0,130414,False,Atlético-MG,0.0,2.92,6,1,R. Santos,282,https://s.sde.globo.com/media/person_role/2024/03/27/photo_FORMATO_nXUDlTZ.png,Robert Santos,,,,,,,,,,,,1.0,,,,,,,,,
692,Vitor de Oliveira Nunes dos Reis,11,0.0,vitor-reis,3,0.0,130609,False,Palmeiras,0.0,1.0,6,0,V. Reis,275,,Vitor Reis,,,,,,,,,,,,,,,,,,,,,
693,Luighi Hanri Sousa Santos,11,0.0,luighi,5,0.0,130612,False,Palmeiras,0.0,1.0,6,0,Luighi,275,,Luighi,,,,,,,,,,,,,,,,,,,,,
694,Walace dos Santos França,11,0.0,walace,5,0.0,130844,False,Athlético-PR,0.0,1.0,6,0,Walace,293,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_bCOkSpK.png,Walace,,,,,,,,,,,,,,,,,,,,,
695,Igor Eduardo Schlemper,11,0.0,igor,2,0.0,130884,False,Grêmio,0.0,1.0,6,0,Igor,284,,Igor,,,,,,,,,,,,,,,,,,,,,
696,Bruno Fortuna Cheron,11,0.0,cheron,4,0.0,130888,False,Grêmio,0.0,1.0,6,0,Cheron,284,,Cheron,,,,,,,,,,,,,,,,,,,,,
697,Yeferson Andrés Rodallega Paz,11,0.0,rodallega,2,0.0,130905,False,Atlético-GO,0.0,2.0,6,0,Rodallega,373,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_RJIqsMI.png,Rodallega,,,,,,,,,,,,,,,,,,,,,
698,Diogo Riquelme Rivas do Nascimento,11,0.0,riquelme,4,0.0,130906,False,Athlético-PR,0.0,1.0,6,0,Riquelme,293,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_JsnDwam.png,Riquelme,,,,,,,,,,,,,,,,,,,,,
699,Marcos Vinicius Carvalho dos Reis,11,0.0,marcao,3,0.0,130951,False,Atlético-GO,0.0,1.0,6,0,Marcão,373,,Marcão,,,,,,,,,,,,,,,,,,,,,
700,Iba Ly,11,0.0,iba-ly,4,0.0,131329,False,São Paulo,0.0,1.0,6,0,I. Ly,276,https://s.sde.globo.com/media/person_role/2024/02/25/photo_FORMATO.png,Iba Ly,,,,,,,,,,,,,,,,,,,,,
701,Jardiel Maciel Libertino da Silva,11,0.0,jardiel,5,0.0,131455,False,Grêmio,0.0,1.0,6,0,Jardiel,284,,Jardiel,,,,,,,,,,,,,,,,,,,,,
702,Yarlen Faustino Augusto,11,0.4,yarlen,5,0.0,131512,False,Botafogo,0.0,1.51,6,4,Yarlen,263,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_yss1MD0.png,Yarlen,,1.0,,,,,,2.0,2.0,,1.0,,,,,,,,,,
703,Henrique Fabiano do Carmo,11,0.0,henrique,5,0.0,131518,False,São Paulo,0.0,1.0,6,0,Henrique,276,,Henrique,,,,,,,,,,,,,,,,,,,,,
704,André Oliveira e Silva,11,2.99,andre-silva,5,1.28,131617,True,São Paulo,8.2,6.89,6,9,A. Silva,276,https://s.sde.globo.com/media/person_role/2024/04/04/photo_FORMATO_E0Q8gBr.png,André Silva,,,,,,,,2.0,7.0,,4.0,5.0,,2.0,1.0,1.0,,,,,
705,Felipe Longo Fernandes da Silva,11,0.0,felipe-longo,1,0.0,131753,False,Corinthians,0.0,1.0,6,0,F. Longo,264,https://s.sde.globo.com/media/person_role/2024/03/10/photo_220x220.png,Felipe Longo,,,,,,,,,,,,,,,,,,,,,
706,Gabriel da Silva Lopes,11,0.0,gabriel-lopes,4,0.0,131758,False,Bragantino,0.0,1.0,6,0,G. Lopes,280,https://s.sde.globo.com/media/person_role/2024/03/10/photo_220x220_532yNFc.png,Gabriel Lopes,,,,,,,,,,,,,,,,,,,,,
707,João Vitor Lima Nogueira da Silva,11,0.0,joao-lima,3,0.0,132344,False,Grêmio,0.0,1.0,6,0,J. Lima,284,https://s.sde.globo.com/media/person_role/2024/04/02/photo_220x220_TAVxUY5.png,João Lima,,,,,,,,,,,,,,,,,,,,,
708,Kelvin Javier Flórez Mosquera,11,0.0,kelvin,5,0.0,132524,False,Bragantino,0.0,1.0,6,0,Kelvin,280,,Kelvin,,,,,,,,,,,,,,,,,,,,,
709,Vinicius Mendonça Pereira,11,0.2,vinicinho,5,0.0,132580,False,Bragantino,0.0,0.98,6,1,Vinicinho,280,,Vinicinho,,,,,,,,,1.0,,,1.0,,,,,,,,,
710,Mateus Gabriel Schaffer,11,0.0,mateus-schaffer,3,0.0,132679,False,Juventude,0.0,1.0,6,0,M. Schaffer,286,https://s.sde.globo.com/media/person_role/2024/04/28/photo_FORMATO_1BodwEt.png,Mateus Schaffer,,,,,,,,,,,,,,,,,,,,,
711,Cledson Rafael de Paiva,11,5.75,rafael-paiva,6,0.66,132682,True,Vasco,7.88,9.06,7,3,R. Paiva,267,https://s.sde.globo.com/media/person_role/2024/04/30/photo_FORMATO_9iCVDrU.png,Rafael Paiva,,,,,,,,,,,,,,,,,,,,2.0,
712,Fabiano Rodrigues Pereira,11,3.9,fabiano,5,0.0,132733,False,Botafogo,0.0,2.42,6,1,Fabiano,263,,Fabiano,,,,,,,,2.0,,,,3.0,,,,,,,,,
713,Arthur Rodrigues Viana,11,-0.15,arthur-viana,5,0.14,133528,True,Cruzeiro,1.1,0.78,6,2,A. Viana,283,https://s.sde.globo.com/media/person_role/2024/06/13/photo_FORMATO.png,Arthur Viana,,1.0,,,,,,1.0,1.0,,,,,,2.0,,,,,,
714,Kayke Ayrton dos Santos Evaristo,11,0.0,kayke,5,0.0,133529,False,Athlético-PR,0.0,0.9,6,1,Kayke,293,,Kayke,,,,,,,,,,,,,,,,,,,,,
715,Mário Vinnicius Souza Rodrigues Silva,11,0.0,mario,1,0.0,133541,False,Juventude,0.0,1.0,2,0,Mário,286,,Mário,,,,,,,,,,,,,,,,,,,,,
716,João Victor Trevisol da Silva,11,0.0,trevisol,4,0.0,133542,False,Juventude,0.0,1.0,6,0,Trevisol,286,,Trevisol,,,,,,,,,,,,,,,,,,,,,
717,Guilherme William Silva Inácio,11,0.0,gui-negao,5,0.0,133543,False,Corinthians,0.0,1.0,6,0,G. Negão,264,,Gui Negão,,,,,,,,,,,,,,,,,,,,,
718,Lucca Pelosi Drummond,11,-0.3,lucca-drummond,5,0.0,133566,False,Internacional,0.0,0.79,6,1,L. Drummond,285,,Lucca Drummond,,,,,,,,,1.0,,,,,,,,,,,,
719,Igor Odoni Gomes,11,0.0,igao,3,0.0,133623,False,São Paulo,0.0,1.0,6,0,Igão,276,https://s.sde.globo.com/media/person_role/2024/06/22/photo_220x220.png,Igão,,,,,,,,,,,,,,,,,,,,,
