,atletas.pontos_num,atletas.preco_num,atletas.status_id,atletas.rodada_id,atletas.entrou_em_campo,atletas.variacao_num,atletas.jogos_num,atletas.clube_id,atletas.atleta_id,atletas.apelido_abreviado,atletas.slug,atletas.nome,atletas.clube.id.full.name,atletas.posicao_id,atletas.apelido,atletas.media_num,atletas.foto,atletas.minimo_para_valorizar,A,CA,DS,FC,FD,FF,FS,FT,G,I,CV,PS,DE,GS,SG,PP,PC,DP,V,GC
169,0.0,3.09,6,24,False,0.0,20,265,87242,C. Pena,carlos-de-pena,Carlos María de Pena Bonino,Bahia,4,Carlos de Pena,1.16,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_fnqPxDu.png,,3.0,4.0,5.0,7.0,2.0,4.0,6.0,,,,,,,,,,,,,
170,5.0,9.84,7,24,True,0.65,11,284,87258,Soteldo,soteldo,Yeferson Julio Soteldo Martínez,Grêmio,5,Soteldo,5.36,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_tv5qGBE.png,,2.0,1.0,6.0,2.0,4.0,3.0,19.0,1.0,3.0,2.0,,,,,,,,,,
171,0.0,3.76,7,24,False,0.0,9,284,87342,Kannemann,kannemann,Walter Kannemann,Grêmio,3,Kannemann,1.66,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_f52uCmN.png,,1.0,5.0,9.0,17.0,,1.0,5.0,,,,1.0,,,,2.0,,1.0,,,
172,0.0,3.86,6,24,False,0.0,13,288,87391,Allano,allano,Allano Brendon de Souza Lima,Criciúma,5,Allano,1.82,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_4fbfMIP.png,,1.0,3.0,11.0,21.0,4.0,4.0,20.0,1.0,,2.0,2.0,,,,,,,,,
173,3.8,6.8,7,24,True,-1.84,21,265,87470,Thaciano,thaciano,Thaciano Mickael da Silva,Bahia,4,Thaciano,4.23,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO_wgwd4Ze.png,,1.0,3.0,13.0,13.0,6.0,17.0,10.0,1.0,6.0,17.0,,,,,,,,,,
174,0.0,2.59,6,24,False,0.0,0,1371,87603,M. Pasinato,mateus-pasinato,Mateus Pasinato,Cuiabá,1,Mateus Pasinato,-1.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_5YNRqaD.png,,,1.0,,,,,,,,,,,,,,,,,,
175,0.0,4.82,6,24,False,0.0,11,267,87660,Galdames,galdames,Pablo Ignacio Galdames Millán,Vasco,4,Galdames,2.19,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8l71w1x.png,,1.0,3.0,17.0,25.0,2.0,3.0,9.0,,,1.0,,,,,,,,,,
176,0.0,1.62,6,24,False,0.0,5,265,87747,Y. Felipe,yago-felipe,Yago Felipe da Costa Rocha,Bahia,4,Yago Felipe,-0.42,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_wf2lvdn.png,,,2.0,,3.0,,1.0,,,,,,,,,,,,,,
177,0.0,9.41,6,24,False,0.0,6,282,87853,M. Lemos,mauricio-lemos,Paolo Mauricio Lemos Merladett,Atlético-MG,3,Mauricio Lemos,2.65,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,,,3.0,4.0,10.0,,2.0,1.0,,,,,,,,3.0,,,,,
178,0.0,13.17,5,24,False,0.0,10,262,87863,Arrascaeta,arrascaeta,Giorgian Daniel de Arrascaeta Benedetti,Flamengo,4,Arrascaeta,7.67,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_ehYT9k1.png,,4.0,1.0,8.0,10.0,4.0,6.0,17.0,,4.0,,,1.0,,,,,,,,
179,0.0,10.62,7,24,False,0.0,20,282,87999,G. Scarpa,gustavo-scarpa,Gustavo Henrique Furtado Scarpa,Atlético-MG,4,Gustavo Scarpa,5.94,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_UXqyPlk.png,,5.0,3.0,20.0,8.0,14.0,19.0,27.0,2.0,3.0,4.0,,,,,,,,,,
180,0.0,2.89,7,24,False,0.0,16,1371,88033,A. Empereur,alan-empereur,Alan Pereira Empereur,Cuiabá,3,Alan Empereur,2.06,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_yJZY7yN.png,,1.0,5.0,9.0,6.0,1.0,4.0,9.0,,,,,,,,3.0,,,,,
181,0.0,3.0,5,24,False,0.0,0,285,88136,Ivan,ivan,Ivan Quaresma da Silva,Internacional,1,Ivan,0.0,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_TR1I7LU.png,,,,,,,,,,,,,,,,,,,,,
182,0.0,8.8,7,24,False,0.0,5,282,88312,J. Alonso,junior-alonso,Júnior Osmar Ignacio Alonso Mujica,Atlético-MG,3,Junior Alonso,4.96,https://s.sde.globo.com/media/person_role/2022/07/15/18f148a4c0e6304c4e127291f1935424_FORMATO.png,,,2.0,8.0,8.0,,2.0,,,1.0,,,,,,2.0,,,,,
183,1.7,5.75,6,24,True,-0.07,16,264,88323,Ã. Romero,angel-romero,Ángel Rodrigo Romero Villamayor,Corinthians,5,Ángel Romero,3.19,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_1ruJswV.png,,,4.0,11.0,10.0,4.0,11.0,29.0,,2.0,2.0,,1.0,,,,,,,,
184,1.3,7.31,7,24,True,-0.09,20,262,88393,A. Lucas,ayrton-lucas,Ayrton Lucas Dantas de Medeiros,Flamengo,2,Ayrton Lucas,4.32,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_vtzXktM.png,,2.0,2.0,21.0,11.0,3.0,9.0,25.0,2.0,1.0,,,,,,4.0,,1.0,,,
185,0.0,4.87,6,24,False,0.0,4,283,88479,Walace,walace,Walace Souza Silva,Cruzeiro,4,Walace,0.75,https://s.sde.globo.com/media/person_role/2024/07/02/photo_FORMATO_WwpovZU.png,,,1.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,
186,0.0,5.0,6,24,False,0.0,0,264,89048,H. Hernández,hector-hernandez,Héctor José Hernández Marrero,Corinthians,5,Héctor Hernández,0.0,https://s.sde.globo.com/media/person_role/2024/08/27/photo_FORMATO_48j6Cfi.png,,,,,,,,,,,,,,,,,,,,,
187,0.0,4.99,6,24,False,0.0,16,288,89224,Barreto,barreto,Gustavo Bonatto Barreto,Criciúma,4,Barreto,3.63,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_ppF3oM9.png,,1.0,3.0,28.0,33.0,3.0,3.0,17.0,1.0,2.0,1.0,,,,,,,1.0,,,
188,2.3,6.31,7,24,True,0.02,23,262,89256,Gerson,gerson,Gerson Santos da Silva,Flamengo,4,Gerson,4.09,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_mBAg0JY.png,,5.0,1.0,27.0,23.0,8.0,9.0,40.0,,1.0,2.0,,,,,,,,,,
189,6.2,6.12,7,24,True,0.54,17,284,89273,J. Pedro,joao-pedro,João Pedro Maturano dos Santos,Grêmio,2,João Pedro,3.77,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_yq877xk.png,,1.0,1.0,17.0,3.0,3.0,7.0,7.0,1.0,,,,,,,5.0,,,,,
190,8.5,12.3,7,24,True,0.06,20,283,89275,William,william,Willian de Asevedo Furtado,Cruzeiro,2,William,8.21,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_Wno5RKV.png,,3.0,6.0,57.0,27.0,5.0,9.0,10.0,,4.0,,,,,,9.0,,,,,
191,2.1,13.44,7,24,True,-1.65,2,284,89368,Braithwaite,braithwaite,Martin Christensen Braithwaite,Grêmio,5,Braithwaite,10.35,https://s.sde.globo.com/media/person_role/2024/07/31/photo_FORMATO_bydXPc3.png,,,,1.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,,,,,,,,,,1.0
192,0.0,5.28,7,24,False,0.0,20,286,89467,Erick,erick,Erick Samuel Correa Farias,Juventude,5,Erick,3.47,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_GS948NH.png,,1.0,1.0,21.0,8.0,9.0,6.0,7.0,,3.0,4.0,,,,,,,,,,
193,0.0,4.69,6,24,False,0.0,10,282,89493,I. Rabello,igor-rabello,Igor Rabello da Costa,Atlético-MG,3,Igor Rabello,1.92,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,,,2.0,8.0,8.0,1.0,1.0,2.0,,,,1.0,,,,3.0,,1.0,,,
194,3.2,4.55,7,24,True,0.08,13,285,89637,T. Maia,thiago-maia,Thiago Maia Alencar,Internacional,4,Thiago Maia,2.29,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_CBUMmTU.png,,,,22.0,13.0,1.0,5.0,4.0,,,,,,,,,,,,,
195,1.7,9.63,7,24,True,-0.02,20,276,89840,Calleri,calleri,Jonathan Calleri,São Paulo,5,Calleri,4.39,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hF89kWc.png,,2.0,3.0,7.0,25.0,8.0,10.0,36.0,2.0,5.0,17.0,,,,,,,,,,
196,0.0,8.14,7,24,True,-0.44,19,284,89846,Cristaldo,cristaldo,Franco Cristaldo,Grêmio,4,Cristaldo,4.11,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_4i2PnOy.png,,1.0,1.0,17.0,6.0,8.0,11.0,24.0,,3.0,2.0,,1.0,,,,,,,,
197,1.2,3.01,7,24,True,-0.38,18,284,89883,Dodi,dodi,Douglas Moreira Fagundes,Grêmio,4,Dodi,1.46,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_SoQQafa.png,,,4.0,19.0,19.0,2.0,3.0,17.0,,,,,,,,,,,,,
198,0.0,2.13,6,24,False,0.0,12,284,89918,E. Galdino,everton-galdino,Everton Galdino Moreira,Grêmio,5,Everton Galdino,0.65,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ywqLzxA.png,,,4.0,5.0,8.0,1.0,4.0,8.0,,,1.0,,,,,,,,,,
199,0.0,7.66,6,24,False,0.0,15,356,90061,B. Pacheco,bruno-pacheco,Bruno de Jesus Pacheco,Fortaleza,2,Bruno Pacheco,3.92,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_xopRGnx.png,,,2.0,18.0,8.0,1.0,3.0,10.0,,1.0,,,,,,5.0,,,,,
200,2.3,8.59,2,24,True,-1.09,16,262,90285,B. Henrique,bruno-henrique,Bruno Henrique Pinto,Flamengo,5,Bruno Henrique,5.45,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JiNgXjg.png,,,4.0,21.0,23.0,7.0,8.0,33.0,,5.0,3.0,,2.0,,,,,,,,
201,0.0,4.68,6,24,False,0.0,4,288,90302,P. Rocha,pedro-rocha,Pedro Rocha Neves,Criciúma,5,Pedro Rocha,2.32,https://s.sde.globo.com/media/person_role/2024/08/15/photo_FORMATO_iS6kjIf.png,,1.0,,3.0,1.0,,,2.0,,,,,,,,,,,,,
202,3.1,6.37,6,24,True,-0.86,14,280,90303,Lincoln,lincoln,Lincoln Henrique Oliveira dos Santos,Bragantino,4,Lincoln,4.18,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_3jS17Nq.png,,1.0,2.0,13.0,8.0,2.0,6.0,22.0,,3.0,,,,,,,,,,,
203,0.0,8.57,7,24,False,0.0,19,267,90309,David,david,David Correa da Fonseca,Vasco,5,David,4.24,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_4eK3iOa.png,,3.0,5.0,20.0,21.0,2.0,17.0,17.0,,4.0,7.0,1.0,,,,,,,,,
204,0.0,3.27,6,24,True,-0.54,15,265,90449,Rezende,rezende,Júlio César de Rezende Miranda,Bahia,4,Rezende,1.34,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_0kSZPcN.png,,,3.0,13.0,10.0,,2.0,12.0,1.0,,,,,,,,,,,,
205,0.0,3.31,6,24,False,0.0,3,286,90540,D. Gonçalves,diego-goncalves,Diego Gonçalves,Juventude,5,Diego Gonçalves,0.67,https://s.sde.globo.com/media/person_role/2024/07/13/photo_220x220_schK1aa.png,,,,2.0,1.0,,,,,,1.0,,,,,,,,,,
206,0.0,4.32,5,24,False,0.0,16,286,90588,Caíque,caique,Caique de Jesus Gonçalves,Juventude,4,Caíque,2.84,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RJHB8O8.png,,,5.0,35.0,17.0,,2.0,26.0,,,,,,,,,,1.0,,,
207,0.0,4.74,6,24,False,0.0,4,286,90590,M. Claus,mateus-claus,Mateus Eduardo Claus,Juventude,1,Mateus Claus,3.62,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ahQNt5A.png,,,3.0,,,,,1.0,,,,,,22.0,5.0,,,,,,
208,1.8,2.86,7,24,True,0.02,16,1371,90634,L. Mineiro,lucas-mineiro,Lucas da Silva Izidoro,Cuiabá,4,Lucas Mineiro,1.62,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_xH8ilrc.png,,,3.0,25.0,34.0,,4.0,12.0,,,1.0,,,,,,,,,,
209,0.0,8.0,5,24,True,-1.03,21,287,90703,Matheuzinho,matheuzinho,Matheus Martins Fogaça de Paulo,Vitória,4,Matheuzinho,5.57,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_oRcCuAx.png,,4.0,3.0,28.0,15.0,11.0,14.0,45.0,,3.0,1.0,,,,,,,,,,
210,0.0,8.33,7,24,False,0.0,20,373,90715,L. Fernando,luiz-fernando,Luiz Fernando Moraes dos Santos,Atlético-GO,5,Luiz Fernando,5.35,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_TFNlZWH.png,,,3.0,20.0,20.0,9.0,21.0,36.0,,6.0,6.0,,,,1.0,,,,,,
211,0.0,4.47,7,24,True,-0.08,19,262,90768,F. Bruno,fabricio-bruno,Fabrício Bruno Soares de Faria,Flamengo,3,Fabrício Bruno,2.32,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_lglDAms.png,,,3.0,14.0,4.0,2.0,3.0,7.0,,1.0,,,,,,3.0,,,,,
212,0.5,3.52,2,24,True,-0.5,4,287,90917,C. Eduardo,carlos-eduardo,Carlos Eduardo Ferreira de Souza,Vitória,5,Carlos Eduardo,1.47,https://s.sde.globo.com/media/person_role/2024/07/23/photo_220x220.png,,,,2.0,,1.0,1.0,3.0,,,,,,,,,,,,,
213,0.0,3.07,3,24,False,0.0,12,286,90943,Z. Marcos,ze-marcos,José Marcos Alves Luis,Juventude,3,Zé Marcos,2.11,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_s0j6JVw.png,,,4.0,11.0,7.0,1.0,3.0,15.0,,,,1.0,,,,2.0,,,,,
214,4.8,5.75,6,24,True,0.51,10,356,90947,Cardona,cardona,Tomás Cardona,Fortaleza,3,Cardona,3.85,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_YucaBOt.png,,,2.0,10.0,14.0,,1.0,4.0,,,1.0,,,,,6.0,,,,,
215,0.0,5.08,7,24,False,0.0,18,373,91101,Ronaldo,ronaldo,Ronaldo de Oliveira Strada,Atlético-GO,1,Ronaldo,2.77,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_AaiyHtB.png,,1.0,2.0,,2.0,,,3.0,,,,1.0,,59.0,27.0,2.0,,,1.0,,
216,0.0,4.91,6,24,False,0.0,4,287,91151,Everaldo,everaldo,Everaldo Silva do Nascimento,Vitória,5,Everaldo,2.72,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_ZpwUiXj.png,,,1.0,2.0,5.0,,,6.0,,1.0,,,,,,,,,,,
217,0.0,4.6,6,24,False,0.0,10,287,91190,PK,pk,Ítaro Patric Cardoso Calmon,Vitória,2,PK,2.68,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_lh9cyLQ.png,,1.0,,10.0,7.0,1.0,3.0,3.0,,,2.0,1.0,,,,2.0,,,,,
218,1.5,3.97,7,24,True,-0.24,12,262,91473,E. Pulgar,erick-pulgar,Erick Antonio Pulgar Farfán,Flamengo,4,Erick Pulgar,2.15,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JP7R0QW.png,,,3.0,21.0,18.0,1.0,1.0,8.0,1.0,,,,,,,,,,,,
219,0.0,4.41,5,24,False,0.0,10,286,91509,R. Sam,rodrigo-sam,Rodrigo Eduardo da Silva,Juventude,3,Rodrigo Sam,3.73,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_CwBUWEK.png,,,4.0,14.0,11.0,,1.0,8.0,,1.0,,,,,,3.0,,,,,
220,0.8,7.06,7,24,True,-0.09,21,276,91573,Arboleda,arboleda,Robert Abel Arboleda Escobar,São Paulo,3,Arboleda,4.11,https://s.sde.globo.com/media/person_role/2024/05/07/photo_FORMATO_4juynn8.png,,,2.0,27.0,13.0,2.0,3.0,8.0,1.0,1.0,1.0,,,,,8.0,,,,,
221,2.4,6.83,6,24,True,-0.34,23,275,91607,Rony,rony,Ronielson da Silva Barbosa,Palmeiras,5,Rony,3.74,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_j8iPskd.png,,1.0,4.0,15.0,19.0,16.0,13.0,24.0,,4.0,12.0,,,,,,,,,,
222,0.0,2.99,6,24,False,0.0,1,286,91627,D. Vieira,dudu-vieira,Carlos Eduardo de Souza Vieira,Juventude,4,Dudu Vieira,0.9,https://s.sde.globo.com/media/person_role/2024/08/26/photo_FORMATO_FoNW8Tt.png,,,,1.0,1.0,,,,,,,,,,,,,,,,
223,2.6,8.26,7,24,True,0.1,15,283,91706,Marlon,marlon,Marlon Rodrigues Xavier,Cruzeiro,2,Marlon,3.65,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_6dy9M0T.png,,,1.0,25.0,20.0,1.0,2.0,10.0,,,,2.0,,,,6.0,,,,,
224,0.0,6.84,6,24,False,0.0,1,265,91772,D. Duarte,david-duarte,David de Duarte Macedo,Bahia,3,David Duarte,8.5,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_laPiI8c.png,,,,,,,,1.0,,1.0,,,,,,,,,,,
225,3.4,5.65,7,24,True,-0.62,18,283,91866,Z. Ivaldo,ze-ivaldo,José Ivaldo Almeida Silva,Cruzeiro,3,Zé Ivaldo,4.02,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_XkfvN4h.png,,,7.0,16.0,17.0,8.0,11.0,16.0,,,2.0,,,,,8.0,,1.0,,,
226,0.0,7.11,6,24,False,0.0,14,284,91908,Pavón,pavon,Cristian David Pavón,Grêmio,5,Pavón,3.25,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_cVczRJH.png,,2.0,3.0,10.0,8.0,9.0,9.0,6.0,,1.0,1.0,,,,,,,,,,
227,2.56,7.84,7,24,True,-0.5,12,264,92075,R. Díaz,ramon-diaz,Ramón Ángel Díaz,Corinthians,6,Ramón Díaz,4.93,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO.png,,,,,,,,,,,,,,,,,,,,3.0,
228,4.8,7.01,6,24,True,0.27,4,282,92087,Lyanco,lyanco,Lyanco Evangelista Silveira Neves Vojnovic,Atlético-MG,3,Lyanco,2.8,https://s.sde.globo.com/media/person_role/2024/07/05/photo_FORMATO_3LfkT8x.png,,,1.0,8.0,5.0,,2.0,1.0,,,,1.0,,,,1.0,,,,,
229,0.0,2.15,6,24,False,0.0,13,1371,92146,A. Luís,andre-luis,Andre Luis da Costa Alfredo,Cuiabá,5,André Luís,0.67,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Y6GBzlR.png,,,2.0,4.0,6.0,1.0,1.0,12.0,,,2.0,,,,,,,,,,
230,0.0,2.76,6,24,False,0.0,11,285,92149,Alario,alario,Lucas Nicolás Alario,Internacional,5,Alario,0.27,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_5Z61ABy.png,,,4.0,1.0,13.0,2.0,9.0,4.0,,,9.0,,,,,,,1.0,,,
231,0.0,5.81,7,24,False,0.0,15,286,92180,J. Ventura,jair-ventura,Jair Ventura,Juventude,6,Jair Ventura,3.77,https://s.sde.globo.com/media/person_role/2018/09/06/d1103130500ec84fd8e37f1a20c60e1a_FORMATO.png,,,,,,,,,,,,,,,,,,,,4.0,
232,0.0,3.46,6,24,False,0.0,3,284,92207,Caíque,caique,Caíque Luiz Santos da Purificação,Grêmio,1,Caíque,1.0,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_R17UU3T.png,,,1.0,,,,,,,,,,,9.0,5.0,,,,,,
233,5.6,5.7,6,24,True,0.5,15,284,92237,R. Ely,rodrigo-ely,Rodrigo Ely,Grêmio,3,Rodrigo Ely,3.93,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RubzI83.png,,,4.0,13.0,10.0,5.0,7.0,8.0,1.0,1.0,1.0,,,,,5.0,,1.0,,,
234,-0.4,5.94,7,24,True,-1.3,7,264,92440,A. Ramalho,andre-ramalho,André Ramalho Silva,Corinthians,3,André Ramalho,3.05,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_XTr7yqw.png,,,2.0,11.0,8.0,1.0,1.0,3.0,,,,,,,,2.0,,1.0,,,
235,2.8,2.94,7,24,True,-0.4,15,280,92496,Raul,raul,Raul Lô Gonçalves,Bragantino,4,Raul,2.56,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_kP2nvPk.png,,1.0,1.0,22.0,16.0,2.0,3.0,6.0,,1.0,,,,,,,,,,,1.0
236,-0.1,5.3,6,24,True,-1.05,20,356,92696,R. Kayzer,renato-kayzer,Renato Kayzer de Souza,Fortaleza,5,Renato Kayzer,3.33,https://s.sde.globo.com/media/person_role/2024/04/15/photo_FORMATO.png,,1.0,2.0,11.0,25.0,7.0,10.0,20.0,1.0,4.0,7.0,1.0,,,,,,,,,
237,-0.3,6.27,7,24,True,-0.59,6,282,92708,Deyverson,deyverson,Deyverson Brum Silva Acosta,Atlético-MG,5,Deyverson,2.62,https://s.sde.globo.com/media/person_role/2024/08/07/photo_FORMATO_UNGMfhs.png,,,,1.0,3.0,2.0,2.0,8.0,,1.0,6.0,,,,,,,,,,
238,0.0,5.0,5,24,False,0.0,0,275,92811,B. Rodrigues,bruno-rodrigues,Bruno Rafael Rodrigues do Nascimento,Palmeiras,5,Bruno Rodrigues,0.0,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_lto9czN.png,,,,,,,,,,,,,,,,,,,,,
239,14.6,12.1,6,24,True,2.08,9,285,92854,Borré,borre,Rafael Santos Borré Maury,Internacional,5,Borré,5.77,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_kHlqucZ.png,,1.0,3.0,10.0,18.0,8.0,10.0,7.0,1.0,3.0,7.0,,,,,,1.0,,,,
240,0.0,4.0,6,24,False,0.0,0,286,92981,Ronaldo,ronaldo,Ronaldo da Silva Souza,Juventude,4,Ronaldo,0.0,https://s.sde.globo.com/media/person_role/2024/08/27/photo_220x220_RwR6CNh.png,,,,,,,,,,,,,,,,,,,,,
241,0.0,3.99,6,24,False,0.0,8,283,93108,M. Vital,mateus-vital,Mateus da Silva Vital Assumpção,Cruzeiro,4,Mateus Vital,2.08,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_lwMqy9Y.png,,,,1.0,,1.0,4.0,6.0,,1.0,,,,,,,,,,,
242,0.0,5.84,6,24,False,0.0,12,285,93478,Wanderson,wanderson,Wanderson Maciel Sousa Campos,Internacional,5,Wanderson,1.99,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_ntpiKUS.png,,,2.0,8.0,12.0,3.0,4.0,10.0,,1.0,1.0,,,,,,,,,,
243,0.0,3.12,3,24,False,0.0,10,373,93637,B. Tubarão,bruno-tubarao,Bruno Nunes de Barros,Atlético-GO,2,Bruno Tubarão,1.2,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_3mh3bUg.png,,,2.0,8.0,6.0,1.0,3.0,5.0,,,,,,,,,,,,,
244,0.0,4.87,6,24,False,0.0,12,286,93702,G. Inocêncio,gabriel-inocencio,Gabriel de Souza Inocêncio,Juventude,2,Gabriel Inocêncio,3.62,https://s.sde.globo.com/media/person_role/2024/04/10/photo_FORMATO_P3G6ct6.png,,,2.0,19.0,19.0,,3.0,14.0,,,2.0,,,,,4.0,,1.0,,,
245,4.8,6.4,7,24,True,0.28,22,267,93716,P. Henrique,paulo-henrique,Paulo Henrique de Oliveira Alves,Vasco,2,Paulo Henrique,4.42,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_9IoUUlz.png,,,4.0,50.0,32.0,3.0,7.0,17.0,,1.0,,,,,,5.0,,,,,
246,1.9,4.03,7,24,True,-0.61,21,263,93790,M. Freitas,marlon-freitas,Marlon Rodrigues Freitas,Botafogo,4,Marlon Freitas,2.2,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_IWdTjkg.png,,3.0,5.0,23.0,15.0,3.0,5.0,5.0,1.0,,,,,,,,,,,,
247,0.0,4.0,6,24,False,0.0,0,267,93834,Keiller,keiller,Keiller da Silva Nunes,Vasco,1,Keiller,0.0,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8APU3lV.png,,,,,,,,,,,,,,,,,,,,,
248,4.5,6.59,6,24,True,0.15,15,280,93882,Cleiton,cleiton,Cleiton Schwengber,Bragantino,1,Cleiton,3.59,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_Ri9cYDm.png,,,1.0,,1.0,,,2.0,,,,1.0,,51.0,16.0,3.0,,,1.0,,
249,1.0,6.26,6,24,True,-0.58,14,288,93886,Matheusinho,matheusinho,Matheus Leonardo Sales Cardoso,Criciúma,4,Matheusinho,4.86,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_PCw311H.png,,2.0,2.0,15.0,9.0,1.0,6.0,14.0,,4.0,2.0,,,,,,,,,,
250,1.1,7.75,7,24,True,-1.0,19,356,93988,B. Lopes,breno-lopes,Breno Henrique Vasconcelos Lopes,Fortaleza,5,Breno Lopes,5.41,https://s.sde.globo.com/media/person_role/2024/08/14/photo_FORMATO_4oznMOQ.png,,3.0,5.0,11.0,11.0,10.0,16.0,43.0,1.0,4.0,6.0,,2.0,,,,,,,,
251,11.0,7.85,7,24,True,1.31,21,263,94044,John,john,John Victor Maciel Furtado,Botafogo,1,John,3.97,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_5TQNQjS.png,,,2.0,,1.0,,,3.0,,,,,,64.0,20.0,8.0,,,,,
252,0.0,8.68,6,24,False,0.0,6,280,94067,M. Fernandes,matheus-fernandes,Matheus Fernandes Siqueira,Bragantino,4,Matheus Fernandes,6.52,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_sgQrNPa.png,,1.0,,17.0,6.0,2.0,2.0,7.0,,1.0,,,,,,,,,,,
253,0.0,2.89,6,24,False,0.0,4,288,94138,F. Vizeu,felipe-vizeu,Felipe dos Reis Pereira Vizeu do Carmo,Criciúma,5,Felipe Vizeu,0.65,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_CKkxA4v.png,,,,,1.0,1.0,1.0,2.0,,,1.0,,,,,,,,,,
254,0.0,4.65,5,24,False,0.0,2,264,94154,Maycon,maycon,Maycon de Andrade Barberan,Corinthians,4,Maycon,0.2,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_fb3TwT8.png,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,
