,atletas.pontos_num,atletas.preco_num,atletas.status_id,atletas.rodada_id,atletas.entrou_em_campo,atletas.variacao_num,atletas.jogos_num,atletas.clube_id,atletas.atleta_id,atletas.apelido_abreviado,atletas.slug,atletas.nome,atletas.clube.id.full.name,atletas.posicao_id,atletas.apelido,atletas.media_num,atletas.foto,atletas.minimo_para_valorizar,A,CA,DS,FC,FD,FF,FS,FT,G,I,CV,PS,DE,GS,SG,PP,PC,DP,V,GC
83,0.0,3.0,6,24,False,0.0,0,356,72595,M. Kozlinski,mauricio-kozlinski,Maurício Kozlinski,Fortaleza,1,Maurício Kozlinski,0.0,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_EePQ79Y.png,,,,,,,,,,,,,,,,,,,,,
84,0.0,3.58,6,24,False,0.0,1,265,72605,V. Hugo,vitor-hugo,Vitor Hugo Franchescoli de Souza,Bahia,3,Vitor Hugo,0.0,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_HuEb513.png,,,,,,,,,,,,,,,,,,,,,
85,0.0,6.77,5,24,False,0.0,18,293,72775,Fernandinho,fernandinho,Fernando Luiz Rosa,Athlético-PR,4,Fernandinho,3.38,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_G29hOpk.png,,3.0,6.0,18.0,28.0,8.0,4.0,20.0,,2.0,1.0,,,,,,,,,,
86,0.0,2.78,5,24,False,0.0,10,288,72801,W. Ángel,wilker-angel,Wílker José Ángel Romero,Criciúma,3,Wilker Ángel,1.86,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_i1tcVtm.png,,,2.0,7.0,17.0,2.0,,4.0,,1.0,1.0,,,,,1.0,,,,,
87,7.1,5.56,7,24,True,1.07,12,285,72951,Mercado,mercado,Gabriel Iván Mercado,Internacional,3,Mercado,2.51,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_o74D2pK.png,,,5.0,8.0,6.0,,1.0,3.0,,,,,,,,5.0,,,,,
88,0.0,6.74,7,24,False,0.0,16,266,73384,S. Xavier,samuel-xavier,Samuel Xavier Brito,Fluminense,2,Samuel Xavier,4.42,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_yDwEEkd.png,,2.0,3.0,18.0,20.0,3.0,4.0,33.0,,,1.0,,,,,5.0,,,,,
89,0.5,3.94,7,24,True,-0.41,13,1371,73620,B. Alves,bruno-alves,Bruno Fabiano Alves,Cuiabá,3,Bruno Alves,2.42,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_k3QDtbn.png,,,1.0,13.0,9.0,2.0,2.0,11.0,,,,,,,,2.0,,,,,
90,0.0,5.38,6,24,False,0.0,1,284,73800,R. Caio,rodrigo-caio,Rodrigo Caio Coquette Russo,Grêmio,3,Rodrigo Caio,0.0,https://s.sde.globo.com/media/person_role/2024/06/03/photo_FORMATO_F2HtPRp.png,,,,,,,,,,,,,,,,,,,,,
91,0.0,3.59,6,24,False,0.0,9,288,73991,W. Maia,walisson-maia,Walisson Moreira Farias Maia,Criciúma,3,Walisson Maia,2.08,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_o2efsws.png,,1.0,1.0,5.0,8.0,,2.0,1.0,,,,,,,,2.0,,1.0,,,
92,0.0,6.82,6,24,False,0.0,3,263,74061,G. Fernández,gatito-fernandez,Roberto Junior Fernández Torres,Botafogo,1,Gatito Fernández,2.0,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_XgarVDI.png,,,1.0,,,,,,,,,,,6.0,4.0,1.0,,,,,
93,0.0,8.76,7,24,False,0.0,3,373,74157,Campbell,campbell,Joel Nathaniel Campbell Samuels,Atlético-GO,5,Campbell,4.77,https://s.sde.globo.com/media/person_role/2024/07/17/photo_220x220_WdH8RPs.png,,,1.0,3.0,1.0,1.0,1.0,4.0,,1.0,,,,,,,,,,,
94,0.0,5.43,6,24,False,0.0,1,373,77544,Jorginho,jorginho,Jorge de Moura Xavier,Atlético-GO,4,Jorginho,5.0,https://s.sde.globo.com/media/person_role/2023/05/14/photo_FORMATO_BSixVEC.png,,1.0,,,,,,,,,,,,,,,,,,,
95,0.0,4.2,6,24,False,0.0,14,293,78077,Madson,madson,Madson Ferreira dos Santos,Athlético-PR,2,Madson,2.03,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_QT62TtG.png,,1.0,2.0,5.0,5.0,,2.0,9.0,,,1.0,,,,,3.0,,,,,
96,3.4,7.27,7,24,True,-0.92,22,265,78117,Everaldo,everaldo,Everaldo Stum,Bahia,5,Everaldo,4.68,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_ZTjMF4T.png,,2.0,3.0,12.0,23.0,12.0,10.0,19.0,3.0,6.0,4.0,,,,,,,,,,
97,-1.0,5.25,7,24,False,-0.15,8,264,78248,G. Henrique,gustavo-henrique,Gustavo Henrique Vernes,Corinthians,3,Gustavo Henrique,0.45,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_eaP6jN7.png,,,4.0,2.0,9.0,1.0,4.0,3.0,,,,1.0,,,,1.0,,,,,
98,0.0,8.87,6,24,False,0.0,12,285,78445,Renê,rene,Renê Rodrigues Martins,Internacional,2,Renê,5.25,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PNCSDK4.png,,1.0,2.0,24.0,10.0,3.0,4.0,15.0,,,,,,,,4.0,,,,,
99,3.67,6.31,7,24,True,-0.16,20,288,78450,C. Tencati,claudio-tencati,Cláudio Tencati,Criciúma,6,Cláudio Tencati,4.32,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_54lwaii.png,,,,,,,,,,,,,,,,,,,,6.0,
100,0.0,3.13,6,24,False,0.0,14,287,78548,J. Mota,jean-mota,Jean Mota Oliveira de Sousa,Vitória,4,Jean Mota,1.28,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_hp4AXuX.png,,,,2.0,6.0,2.0,2.0,5.0,1.0,1.0,1.0,,,,,,,,,,
101,0.9,3.5,6,24,True,-0.04,15,1371,78580,J. Cafu,jonathan-cafu,Jonathan Renato Barbosa,Cuiabá,5,Jonathan Cafu,2.06,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_EstVL0K.png,,,,8.0,12.0,4.0,4.0,18.0,,1.0,1.0,,,,,,,,,,
102,11.4,6.18,7,24,True,1.31,9,293,78605,Gabriel,gabriel,Gabriel Girotto Franco,Athlético-PR,4,Gabriel,3.51,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_SpOJ3BZ.png,,,2.0,17.0,10.0,1.0,5.0,6.0,,1.0,,,,,,,,,,,
103,1.7,3.46,6,24,True,0.12,18,283,78715,Ramiro,ramiro,Ramiro Moschen Benetti,Cruzeiro,4,Ramiro,1.63,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_MK4CCfT.png,,,2.0,17.0,17.0,1.0,4.0,8.0,,1.0,1.0,,,,,,,,,,
104,8.4,8.79,7,24,True,0.46,14,284,78850,Reinaldo,reinaldo,Reinaldo Manoel da Silva,Grêmio,2,Reinaldo,5.52,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_v8J7R5r.png,,,2.0,12.0,9.0,13.0,7.0,11.0,,2.0,1.0,,,,,5.0,,,,,
105,7.3,4.02,7,24,True,0.51,14,266,78855,T. Santos,thiago-santos,Thiago dos Santos,Fluminense,3,Thiago Santos,2.94,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_L3ovhxb.png,,,4.0,14.0,17.0,3.0,3.0,7.0,,,,,,,,5.0,,1.0,,,
106,0.0,4.16,7,24,False,0.0,11,373,79035,L. Felipe,luiz-felipe,Luiz Felipe do Nascimento dos Santos,Atlético-GO,3,Luiz Felipe,2.53,https://s.sde.globo.com/media/person_role/2023/08/16/photo_FORMATO_vnMYw4d.png,,,2.0,12.0,10.0,1.0,2.0,1.0,,1.0,,1.0,1.0,,,2.0,,1.0,,,
107,0.0,3.22,6,24,False,0.0,5,265,79113,V. Cuesta,victor-cuesta,Víctor Leandro Cuesta,Bahia,3,Víctor Cuesta,0.82,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO.png,,,3.0,5.0,7.0,,1.0,5.0,,,1.0,,,,,,,,,,
108,0.0,1.18,6,24,True,-0.05,9,1371,79268,F. Augusto,filipe-augusto,Filipe Augusto Carvalho Souza,Cuiabá,4,Filipe Augusto,0.05,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_AseAsft.png,,,4.0,4.0,11.0,1.0,1.0,2.0,,,,,,,,,,,,,
109,8.43,7.58,7,24,True,0.71,20,285,79437,R. Machado,roger-machado,Roger Machado Marques,Internacional,6,Roger Machado,4.72,https://s.sde.globo.com/media/person_role/2021/04/27/ec1e7e490c3a05088fd967b9e2468216_FORMATO.png,,,,,,,,,,,,,,,,,,,,5.0,
110,0.0,7.18,5,24,False,0.0,14,266,79631,Cano,cano,Germán Ezequiel Cano,Fluminense,5,Cano,2.32,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_uSA2481.png,,,3.0,3.0,5.0,11.0,9.0,4.0,1.0,1.0,1.0,,,,,,,,,,
111,0.0,3.63,7,24,True,0.04,20,283,79701,L. Silva,lucas-silva,Lucas Silva Borges,Cruzeiro,4,Lucas Silva,1.11,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_KnivRCo.png,,,3.0,7.0,15.0,4.0,7.0,14.0,,1.0,,,,,,,,1.0,,,1.0
112,0.0,3.36,6,24,False,0.0,11,266,79702,A. Carlos,antonio-carlos,Antônio Carlos Cunha Capocasali Júnior,Fluminense,3,Antônio Carlos,1.81,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Cwpf6R7.png,,,1.0,4.0,5.0,,4.0,9.0,,,1.0,,,,,2.0,,,,,
113,0.0,8.18,7,24,False,0.0,17,286,80129,Jadson,jadson,Jadson Alves dos Santos,Juventude,4,Jadson,5.32,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_1INRw87.png,,5.0,7.0,39.0,25.0,4.0,8.0,34.0,,1.0,2.0,1.0,,,,,,,,,
114,11.9,6.28,7,24,True,1.48,19,356,80196,Y. Pikachu,yago-pikachu,Glaybson Yago Souza Lisboa,Fortaleza,4,Yago Pikachu,3.62,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QAL0UhA.png,,3.0,5.0,16.0,10.0,3.0,11.0,29.0,,2.0,3.0,,,,,,,,,,
115,0.0,5.88,5,24,False,0.0,8,283,80225,R. Silva,rafa-silva,Rafael da Silva,Cruzeiro,5,Rafa Silva,4.04,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_UXvdhXA.png,,,2.0,4.0,6.0,4.0,1.0,4.0,,3.0,3.0,,,,,,,,,,
116,0.0,10.4,7,24,False,0.0,19,276,80287,Luciano,luciano,Luciano da Rocha Neves,São Paulo,5,Luciano,5.89,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hqCxZF4.png,,1.0,9.0,17.0,23.0,12.0,15.0,28.0,4.0,7.0,2.0,1.0,1.0,,,,1.0,,,,
117,0.0,6.95,5,24,False,0.0,12,265,80313,Gilberto,gilberto,Gilberto Moraes Júnior,Bahia,2,Gilberto,3.97,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_iy1T2ej.png,,,1.0,17.0,10.0,2.0,5.0,14.0,,1.0,1.0,,,,,2.0,,,,,
118,0.4,3.96,7,24,True,-0.08,18,288,80337,A. Caíke,arthur-caike,Arthur Caíke do Nascimento Cruz,Criciúma,5,Arthur Caíke,2.84,https://s.sde.globo.com/media/person_role/2024/04/12/photo_220x220.png,,,2.0,3.0,13.0,6.0,14.0,18.0,1.0,3.0,10.0,,,,,,,,,,
119,0.0,5.77,6,24,False,0.0,6,284,80853,P. Geromel,pedro-geromel,Pedro Tonon Geromel,Grêmio,3,Pedro Geromel,3.13,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_6dWdAJP.png,,,3.0,3.0,2.0,1.0,2.0,2.0,,,,,,,,3.0,,,,,
120,0.0,4.0,5,24,False,0.0,0,267,81091,Jair,jair,Jair Rodrigues Júnior,Vasco,4,Jair,0.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,,,,,,,,,,,,,,,,,,,,,
121,5.0,8.37,6,24,True,-0.15,17,275,81150,Mayke,mayke,Mayke Rocha de Oliveira,Palmeiras,2,Mayke,4.66,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_pz3GebS.png,,,3.0,24.0,12.0,,1.0,7.0,,1.0,2.0,,,,,9.0,,,,,
122,0.0,4.06,6,24,False,0.0,11,267,81798,Rossi,rossi,Rosicley Pereira da Silva,Vasco,5,Rossi,1.66,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8UqKNri.png,,1.0,3.0,12.0,9.0,,1.0,8.0,,,2.0,,,,,,,,,,
123,0.0,6.88,5,24,False,0.0,16,276,81845,Alisson,alisson,Alisson Euler de Freitas Castro,São Paulo,4,Alisson,3.59,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_fS2GyF1.png,,2.0,4.0,25.0,21.0,4.0,2.0,27.0,,1.0,,,,,,,,,,,
124,8.0,8.77,7,24,True,0.35,22,356,81881,J. Ricardo,joao-ricardo,João Ricardo Riedi,Fortaleza,1,João Ricardo,5.17,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_yXqoxi8.png,,,1.0,1.0,,,,1.0,,,,,,92.0,19.0,8.0,,,,,
125,4.4,7.96,7,24,True,0.44,21,287,81952,W. Oliveira,willian-oliveira,Willian Osmar de Oliveira Silva,Vitória,4,Willian Oliveira,5.24,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_AuUF822.png,,1.0,4.0,37.0,26.0,4.0,12.0,32.0,,5.0,,,2.0,,,,,,,,
126,0.0,4.56,7,24,False,0.0,13,275,82455,Z. Rafael,ze-rafael,José Rafael Vivian,Palmeiras,4,Zé Rafael,1.92,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_BAUllGq.png,,2.0,5.0,14.0,26.0,2.0,3.0,16.0,,,,1.0,1.0,,,,,,,,
127,0.2,5.16,7,24,True,-0.54,14,282,82463,Otávio,otavio,Otávio Henrique Passos Santos,Atlético-MG,4,Otávio,3.09,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_y7upQyC.png,,,1.0,31.0,18.0,2.0,5.0,12.0,,,,,,,,,,,,,
128,12.0,9.68,7,24,True,1.11,21,262,82627,L. Araújo,luiz-araujo,Luiz de Araújo Guimarães Neto,Flamengo,5,Luiz Araújo,5.71,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_HkAAcVs.png,,5.0,3.0,31.0,20.0,12.0,15.0,28.0,1.0,3.0,2.0,,,,,,,,,,
129,6.2,5.68,6,24,True,0.63,19,356,82628,Tinga,tinga,Guilherme de Jesus da Silva,Fortaleza,2,Tinga,3.66,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_vAKLb1d.png,,,1.0,24.0,13.0,,3.0,7.0,1.0,1.0,,,,,,6.0,,1.0,,,
130,0.4,4.83,7,24,True,-0.31,18,288,82639,M. Hermes,marcelo-hermes,Marcelo Gazella Hermes,Criciúma,2,Marcelo Hermes,2.93,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_g9yt731.png,,1.0,4.0,20.0,19.0,5.0,7.0,8.0,,1.0,,,,,,2.0,,,,,
131,0.5,5.73,7,24,True,-0.29,15,276,82766,W. Rato,wellington-rato,Wellington Soares da Silva,São Paulo,4,Wellington Rato,1.79,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_NhIGhAv.png,,2.0,1.0,4.0,7.0,4.0,4.0,15.0,,,3.0,,,,,,,,,,
132,0.0,6.23,5,24,False,0.0,11,262,83257,Gabriel,gabriel,Gabriel Barbosa Almeida,Flamengo,5,Gabriel,2.65,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_EM6z7aN.png,,1.0,1.0,1.0,1.0,3.0,3.0,5.0,,2.0,3.0,,,,,,,,,,
133,0.0,5.27,7,24,True,-0.09,19,262,83528,L. Pereira,leo-pereira,Leonardo Pereira,Flamengo,3,Léo Pereira,1.71,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_rrGsWJ1.png,,,4.0,16.0,13.0,,2.0,11.0,,,1.0,,,,,3.0,,1.0,,,
134,0.0,3.51,7,24,False,0.0,10,287,83786,Neris,neris,Hueglo dos Santos Neris,Vitória,3,Neris,2.22,https://s.sde.globo.com/media/person_role/2024/08/23/photo_FORMATO_NM0hbTO.png,,,,10.0,13.0,1.0,,2.0,,,1.0,1.0,,,,3.0,,,,,
135,0.2,3.6,6,24,True,-0.17,16,1371,83817,Clayson,clayson,Clayson Henrique da Silva Vieira,Cuiabá,5,Clayson,1.77,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_eqdux0f.png,,,4.0,7.0,8.0,4.0,6.0,16.0,,1.0,3.0,,1.0,,,,,,,,
136,0.7,9.68,6,24,True,-0.21,16,263,84042,T. Soares,tiquinho-soares,Francisco das Chagas Soares dos Santos Meireles,Botafogo,5,Tiquinho Soares,4.26,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_pjwDNV1.png,,3.0,3.0,8.0,27.0,2.0,8.0,28.0,,4.0,2.0,,,,,,,,,,
137,4.7,5.85,7,24,True,0.12,6,284,84263,Jemerson,jemerson,Jemerson de Jesus Nascimento,Grêmio,3,Jemerson,3.25,https://s.sde.globo.com/media/person_role/2024/05/22/photo_FORMATO_PHlhzVS.png,,,2.0,1.0,8.0,,1.0,4.0,,,1.0,,,,,4.0,,,,,
138,0.0,2.29,6,24,False,0.0,4,288,84266,Alisson,alisson,Alisson Machado dos Santos,Criciúma,1,Alisson,0.87,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_Ea5KMU8.png,,,2.0,,,,,1.0,,,,,,9.0,4.0,,,,,,
139,1.7,4.99,6,24,True,-0.04,17,1371,84428,F. Sobral,fernando-sobral,Fernando Pereira do Nascimento,Cuiabá,4,Fernando Sobral,2.79,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_dW9VacB.png,,1.0,1.0,18.0,5.0,3.0,6.0,14.0,,1.0,1.0,,,,,,,,,,
140,0.9,4.86,7,24,True,-0.68,20,283,84558,L. Romero,lucas-romero,Lucas Daniel Romero,Cruzeiro,4,Lucas Romero,2.83,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pUYQrUf.png,,2.0,3.0,36.0,27.0,3.0,6.0,18.0,,,,1.0,,,,,,,,,
141,2.4,6.92,6,24,True,-0.41,15,288,84587,F. Mateus,fellipe-mateus,Fellipe Mateus de Sena Araújo,Criciúma,4,Fellipe Mateus,4.1,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_3jr11fx.png,,,2.0,15.0,10.0,9.0,7.0,34.0,,2.0,,,,,,,,1.0,,,
142,0.0,7.29,7,24,False,0.0,15,280,84674,L. Evangelista,lucas-evangelista,Lucas Evangelista Santana de Oliveira,Bragantino,4,Lucas Evangelista,3.71,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_gMVR2lN.png,,1.0,3.0,15.0,14.0,4.0,8.0,26.0,,2.0,4.0,,,,,,,,,,
143,0.0,5.35,7,24,True,-0.48,9,262,84816,Varela,varela,Guillermo Varela Olivera,Flamengo,2,Varela,4.01,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RMaWUM3.png,,,,12.0,7.0,2.0,,13.0,,,1.0,,,,,3.0,,,,,
144,0.5,4.31,6,24,True,-0.08,9,265,84918,R. Ratão,rafael-ratao,Rafael Rogério da Silva,Bahia,5,Rafael Ratão,2.15,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_q8xm0Ax.png,,1.0,,2.0,4.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,
145,8.7,7.82,7,24,True,-0.08,22,265,85004,M. Felipe,marcos-felipe,Marcos Felipe de Freitas Monteiro,Bahia,1,Marcos Felipe,4.14,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JDJmU6R.png,,,2.0,1.0,1.0,,,4.0,,,,,,77.0,22.0,7.0,,,,,
146,0.0,6.25,6,24,True,-0.21,17,263,85034,Ã. Romero,oscar-romero,Óscar David Romero Villamayor,Botafogo,4,Óscar Romero,3.44,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_oSZD8nT.png,,3.0,5.0,21.0,12.0,8.0,3.0,14.0,,1.0,,,,,,,,,,,
147,0.0,5.46,6,24,False,0.0,17,263,85277,D. Suárez,damian-suarez,Damián Nicolás Suárez,Botafogo,2,Damián Suárez,3.83,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_DpJN07P.png,,1.0,5.0,22.0,26.0,1.0,5.0,13.0,,,2.0,,,,,7.0,,,,,
148,0.0,3.69,5,24,False,0.0,8,264,85465,A. Santana,alex-santana,Alex Paulo Menezes Santana,Corinthians,4,Alex Santana,1.57,https://s.sde.globo.com/media/person_role/2024/07/15/photo_FORMATO_QlEJyTM.png,,,4.0,9.0,9.0,1.0,6.0,5.0,,,,,,,,,,,,,
149,0.0,4.05,6,24,False,0.0,19,267,85626,Léo,leo,Leonardo Pinheiro da Conceição,Vasco,3,Léo,2.87,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_EPoR3bv.png,,,1.0,22.0,14.0,2.0,2.0,9.0,,,1.0,,,,,5.0,,,,,
150,-0.3,4.21,6,24,True,-0.84,7,287,85856,R. Ryller,ricardo-ryller,Ricardo Ryller Ribeiro Lino Silva,Vitória,4,Ricardo Ryller,2.5,https://s.sde.globo.com/media/person_role/2024/07/02/photo_220x220.png,,,,11.0,6.0,,2.0,9.0,,,,,,,,,,,,,
151,0.0,3.83,6,24,False,0.0,10,285,85931,Hyoran,hyoran,Hyoran Kaue Dalmoro,Internacional,4,Hyoran,1.38,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_7KxaYiF.png,,,,5.0,6.0,1.0,5.0,9.0,,,1.0,,,,,,,,,,
152,0.0,5.0,6,24,False,0.0,0,1371,85993,G. Sauer,gustavo-sauer,Gustavo Affonso Sauerbeck,Cuiabá,4,Gustavo Sauer,0.0,https://s.sde.globo.com/media/person_role/2024/08/26/photo_FORMATO_zFut1NF.png,,,,,,,,,,,,,,,,,,,,,
153,5.2,8.24,7,24,True,-1.61,18,288,86292,Bolasie,bolasie,Yannick Bolasie,Criciúma,5,Bolasie,6.02,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_r97hBeS.png,,3.0,2.0,10.0,22.0,14.0,20.0,14.0,1.0,6.0,8.0,,,,,,,,,,
154,0.0,3.0,6,24,False,0.0,0,287,86362,C. Dantas,caio-dantas,Caio Henrique da Silva Dantas,Vitória,5,Caio Dantas,0.0,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_YkGHL6O.png,,,,,,,,,,,,,,,,,,,,,
155,0.0,6.57,6,24,False,0.0,9,267,86410,V. Luis,victor-luis,Victor Luis Chuab Zamblauskas,Vasco,2,Victor Luis,4.67,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_C2XW4GI.png,,1.0,3.0,14.0,10.0,1.0,,10.0,,1.0,,1.0,,,,3.0,,,,,
156,0.0,4.92,6,24,False,0.0,14,266,86485,Keno,keno,Marcos da Silva França,Fluminense,5,Keno,1.83,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_EdYl0O3.png,,,,10.0,9.0,3.0,9.0,12.0,,,3.0,,,,,,,,,,
157,1.0,5.8,6,24,True,-1.42,10,276,86508,Jandrei,jandrei,Jandrei Chitolina Carniel,São Paulo,1,Jandrei,3.7,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_FD4URNn.png,,,,,,,,6.0,,,,,,30.0,11.0,3.0,,,,,
158,1.1,4.77,7,24,True,-0.09,18,288,86684,Rodrigo,rodrigo,Rodrigo Fagundes de Freitas,Criciúma,3,Rodrigo,3.27,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_fIUc997.png,,1.0,6.0,33.0,17.0,1.0,2.0,8.0,1.0,1.0,2.0,,,,,2.0,,2.0,,,
159,1.8,3.41,6,24,True,0.25,20,263,86686,T. Tchê,tche-tche,Danilo das Neves Pinheiro,Botafogo,4,Tchê Tchê,1.12,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_DbXXPxM.png,,,1.0,11.0,11.0,4.0,6.0,14.0,,,,1.0,,,,,,,,,
160,0.0,3.0,6,24,False,0.0,10,288,86713,Jonathan,jonathan,Jonathan Francisco Lemos,Criciúma,2,Jonathan,1.74,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_9loGKby.png,,,,13.0,4.0,1.0,1.0,2.0,,,,,,,,,,,,,
161,0.0,6.98,5,24,False,0.0,10,262,86757,Everton,everton,Everton Sousa Soares,Flamengo,5,Everton,4.72,https://s.sde.globo.com/media/person_role/2024/04/08/photo_FORMATO_JoKRQsF.png,,2.0,1.0,11.0,6.0,8.0,8.0,6.0,,1.0,2.0,,,,,,,,,,
162,0.0,3.11,6,24,False,0.0,10,356,86766,M. Rossetto,matheus-rossetto,Matheus Rossetto,Fortaleza,4,Matheus Rossetto,1.65,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_zgLfj3l.png,,,1.0,15.0,8.0,,,4.0,,,,,,,,,,,,,
163,0.9,6.6,6,24,True,-0.13,20,263,86777,D. Barbosa,danilo-barbosa,Danilo Barbosa da Silva,Botafogo,4,Danilo Barbosa,3.43,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_p79ATUg.png,,2.0,3.0,26.0,15.0,,3.0,15.0,,3.0,,,1.0,,,,,,,,
164,0.0,3.73,6,24,False,0.0,12,356,86859,J. Welison,jose-welison,José Welison da Silva,Fortaleza,4,José Welison,1.54,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QbOqp5G.png,,,1.0,15.0,7.0,,2.0,4.0,,,,,,,,,,,,,
165,1.0,6.26,7,24,True,-0.61,23,267,87008,L. Jardim,leo-jardim,Leonardo César Jardim,Vasco,1,Léo Jardim,3.6,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_goyzWhz.png,,,,,,,,1.0,,,,,,91.0,34.0,5.0,,,,,
166,0.0,3.42,6,24,False,0.0,8,284,87009,Nathan,nathan,Nathan Allan de Souza,Grêmio,4,Nathan,1.3,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_UqG87oy.png,,,1.0,5.0,3.0,2.0,2.0,5.0,,,2.0,,,,,,,,,,
167,0.0,5.8,5,24,False,0.0,13,280,87225,P. Henrique,pedro-henrique,Pedro Henrique Ribeiro Gonçalves,Bragantino,3,Pedro Henrique,2.87,https://s.sde.globo.com/media/person_role/2024/04/24/photo_FORMATO_oxcf1Uy.png,,,3.0,19.0,13.0,,,9.0,,1.0,1.0,,,,,2.0,,1.0,,,
168,1.9,10.66,7,24,True,-1.06,12,282,87228,G. Arana,guilherme-arana,Guilherme Antonio Arana Lopes,Atlético-MG,2,Guilherme Arana,5.49,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_7gOybCT.png,,1.0,4.0,21.0,10.0,4.0,7.0,9.0,,1.0,2.0,,,,,4.0,,,,,
