,atletas.clube.id.full.name,atletas.nome,atletas.pontos_num,atletas.apelido_abreviado,atletas.status_id,atletas.minimo_para_valorizar,atletas.media_num,atletas.clube_id,atletas.atleta_id,atletas.posicao_id,atletas.entrou_em_campo,atletas.foto,atletas.rodada_id,atletas.jogos_num,atletas.preco_num,atletas.apelido,atletas.slug,atletas.variacao_num,DS,FC,FF,FS,SG,FT,G,I,A,CA,FD,DE,CV,GS,PP,PS,PC,V,DP,GC
86,Vitória,Luiz Adriano de Souza da Silva,-0.3,L. Adriano,6,,0.1,287,72772,5,True,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_NutbSGS.png,5,3,3.1,Luiz Adriano,luiz-adriano,-0.48,,2.0,,2.0,,,,1.0,,,,,,,,,,,,
87,Athlético-PR,Fernando Luiz Rosa,1.3,Fernandinho,7,,2.52,293,72775,4,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_G29hOpk.png,5,5,6.44,Fernandinho,fernandinho,-0.55,3.0,6.0,,6.0,,,,,1.0,2.0,4.0,,,,,,,,,
88,Criciúma,Wílker José Ángel Romero,0.0,W. Ángel,6,,2.45,288,72801,3,False,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_i1tcVtm.png,5,2,3.29,Wilker Ángel,wilker-angel,0.0,,2.0,,1.0,1.0,,,,,,,,,,,,,,,
89,Internacional,Gabriel Iván Mercado,0.0,Mercado,7,,2.47,285,72951,3,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_o74D2pK.png,5,3,5.47,Mercado,mercado,0.0,4.0,3.0,,1.0,1.0,,,,,2.0,,,,,,,,,,
90,Fluminense,Samuel Xavier Brito,0.0,S. Xavier,5,,5.0,266,73384,2,False,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_yDwEEkd.png,5,2,6.32,Samuel Xavier,samuel-xavier,0.0,3.0,2.0,1.0,,,,,,1.0,,1.0,,,,,,,,,
91,Cuiabá,Bruno Fabiano Alves,0.8,B. Alves,6,,0.47,1371,73620,3,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_k3QDtbn.png,5,3,3.26,Bruno Alves,bruno-alves,-0.24,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
92,Criciúma,Walisson Moreira Farias Maia,0.0,W. Maia,6,,3.6,288,73991,3,False,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_o2efsws.png,5,3,4.87,Walisson Maia,walisson-maia,0.0,,,1.0,,1.0,,,,1.0,,,,,,,,,,,
93,Vitória,Cristián Eduardo Zapata Valencia,0.0,Zapata,6,,0.0,287,74028,3,False,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_XyzYIOg.png,5,0,4.0,Zapata,zapata,0.0,,,,,,,,,,,,,,,,,,,,
94,Botafogo,Roberto Junior Fernández Torres,0.0,G. Fernández,6,,2.33,263,74061,1,False,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_XgarVDI.png,5,3,5.63,Gatito Fernández,gatito-fernandez,0.0,,,,,1.0,,,,,,,6.0,,4.0,,,,,,
95,Athlético-PR,Madson Ferreira dos Santos,5.8,Madson,6,,3.05,293,78077,2,True,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_QT62TtG.png,5,4,5.16,Madson,madson,0.8,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
96,Bahia,Everaldo Stum,9.7,Everaldo,7,,6.6,265,78117,5,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_ZTjMF4T.png,5,4,7.94,Everaldo,everaldo,1.22,,4.0,,2.0,,,3.0,,,1.0,3.0,,,,,,,,,
97,Corinthians,Gustavo Henrique Vernes,0.0,G. Henrique,6,,3.35,264,78248,3,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_eaP6jN7.png,5,2,8.82,Gustavo Henrique,gustavo-henrique,0.0,2.0,4.0,,1.0,1.0,,,,,,,,,,,,,,,
98,Internacional,Renê Rodrigues Martins,0.0,Renê,7,,6.1,285,78445,2,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PNCSDK4.png,5,4,8.71,Renê,rene,0.0,9.0,2.0,1.0,4.0,1.0,,,,1.0,1.0,2.0,,,,,,,,,
99,Criciúma,Cláudio Tencati,0.0,C. Tencati,6,,5.95,288,78450,6,False,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_54lwaii.png,5,3,6.35,Cláudio Tencati,claudio-tencati,0.0,,,,,,,,,,,,,,,,,,1.0,,
100,Vitória,Jean Mota Oliveira de Sousa,0.0,J. Mota,7,,0.0,287,78548,4,False,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_hp4AXuX.png,5,2,4.17,Jean Mota,jean-mota,0.0,,,,,,,,,,,,,,,,,,,,
101,Cuiabá,Jonathan Renato Barbosa,-0.6,J. Cafu,6,,1.17,1371,78580,5,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_EstVL0K.png,5,3,3.32,Jonathan Cafu,jonathan-cafu,-0.55,2.0,2.0,,1.0,,,,,,,1.0,,,,,,,,,
102,Athlético-PR,Gabriel Girotto Franco,0.0,Gabriel,6,,0.0,293,78605,4,False,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_SpOJ3BZ.png,5,0,5.0,Gabriel,gabriel,0.0,,,,,,,,,,,,,,,,,,,,
103,Cruzeiro,Ramiro Moschen Benetti,0.0,Ramiro,6,,1.73,283,78715,4,False,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_MK4CCfT.png,5,3,4.23,Ramiro,ramiro,0.0,4.0,2.0,,2.0,,,,,,,,,,,,,,,,
104,Grêmio,Reinaldo Manoel da Silva,0.0,Reinaldo,6,,0.0,284,78850,2,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_v8J7R5r.png,5,0,7.0,Reinaldo,reinaldo,0.0,,,,,,,,,,,,,,,,,,,,
105,Fluminense,Thiago dos Santos,0.0,T. Santos,5,,0.0,266,78855,3,False,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_L3ovhxb.png,5,0,3.0,Thiago Santos,thiago-santos,0.0,,,,,,,,,,,,,,,,,,,,
106,Atlético-GO,Luiz Felipe do Nascimento dos Santos,0.0,L. Felipe,6,,-0.33,373,79035,3,False,https://s.sde.globo.com/media/person_role/2023/08/16/photo_FORMATO_vnMYw4d.png,5,3,1.61,Luiz Felipe,luiz-felipe,0.0,2.0,2.0,,,,,,,,1.0,1.0,,1.0,,,1.0,1.0,,,
107,Bahia,Víctor Leandro Cuesta,0.0,V. Cuesta,6,,0.85,265,79113,3,False,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO.png,5,2,4.11,Víctor Cuesta,victor-cuesta,0.0,2.0,4.0,,3.0,,,,,,1.0,,,,,,,,,,
108,Cuiabá,Filipe Augusto Carvalho Souza,0.0,F. Augusto,5,,-1.6,1371,79268,4,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_AseAsft.png,5,1,1.9,Filipe Augusto,filipe-augusto,0.0,,2.0,,,,,,,,1.0,,,,,,,,,,
109,Juventude,Roger Machado Marques,0.0,R. Machado,7,,4.91,286,79437,6,False,https://s.sde.globo.com/media/person_role/2021/04/27/ec1e7e490c3a05088fd967b9e2468216_FORMATO.png,5,4,6.44,Roger Machado,roger-machado,0.0,,,,,,,,,,,,,,,,,,1.0,,
110,Fluminense,Germán Ezequiel Cano,9.0,Cano,7,,3.97,266,79631,5,True,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_uSA2481.png,5,4,10.28,Cano,cano,0.91,,2.0,4.0,3.0,,,1.0,,,1.0,4.0,,,,,,,,,
111,Cruzeiro,Lucas Silva Borges,0.0,L. Silva,7,,1.85,283,79701,4,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_KnivRCo.png,5,4,5.02,Lucas Silva,lucas-silva,0.0,2.0,4.0,,2.0,,,1.0,,,1.0,1.0,,,,,,,,,1.0
112,Fluminense,Antônio Carlos Cunha Capocasali Júnior,0.0,A. Carlos,6,,0.5,266,79702,3,False,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Cwpf6R7.png,5,1,2.59,Antônio Carlos,antonio-carlos,0.0,,,,1.0,,,,,,,,,,,,,,,,
113,Juventude,Jadson Alves dos Santos,0.0,Jadson,7,,8.17,286,80129,4,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_1INRw87.png,5,3,9.3,Jadson,jadson,0.0,9.0,5.0,2.0,6.0,,,,,2.0,,3.0,,1.0,,,,,,,
114,Fortaleza,Glaybson Yago Souza Lisboa,-0.8,Y. Pikachu,7,,0.7,356,80196,4,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QAL0UhA.png,5,4,3.74,Yago Pikachu,yago-pikachu,-0.73,,1.0,2.0,5.0,,,,,,1.0,,,,,,,,,,
115,Cruzeiro,Rafael da Silva,0.0,R. Silva,7,,5.43,283,80225,5,False,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_UXvdhXA.png,5,4,7.14,Rafa Silva,rafa-silva,0.0,2.0,4.0,,4.0,,,2.0,1.0,,1.0,3.0,,,,,,,,,
116,São Paulo,Luciano da Rocha Neves,20.2,Luciano,7,,8.86,276,80287,5,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hqCxZF4.png,5,5,13.21,Luciano,luciano,2.93,8.0,6.0,5.0,6.0,,1.0,3.0,1.0,,2.0,3.0,,,,,1.0,,,,
117,Bahia,Gilberto Moraes Júnior,0.0,Gilberto,6,,0.0,265,80313,2,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_iy1T2ej.png,5,0,6.0,Gilberto,gilberto,0.0,,,,,,,,,,,,,,,,,,,,
118,Criciúma,Arthur Caíke do Nascimento Cruz,0.0,A. Caíke,6,,0.37,288,80337,5,False,https://s.sde.globo.com/media/person_role/2024/04/12/photo_220x220.png,5,3,2.6,Arthur Caíke,arthur-caike,0.0,,2.0,,1.0,,,,,,,1.0,,,,,,,,,
119,Fluminense,Marlon Santos da Silva Barbosa,0.0,Marlon,5,,0.0,266,80538,3,False,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_ybJLR9Q.png,5,0,3.0,Marlon,marlon,0.0,,,,,,,,,,,,,,,,,,,,
120,Palmeiras,Luan Garcia Teixeira,0.0,Luan,7,,7.6,275,80692,3,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_EsqCrwr.png,5,2,8.54,Luan,luan,0.0,4.0,2.0,,2.0,2.0,,,,,,,,,,,,,,,
121,Grêmio,Pedro Tonon Geromel,0.0,P. Geromel,5,,5.0,284,80853,3,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_6dWdAJP.png,5,1,6.43,Pedro Geromel,pedro-geromel,0.0,,,,,1.0,,,,,,,,,,,,,,,
122,Vasco,Jair Rodrigues Júnior,0.0,Jair,5,,0.0,267,81091,4,False,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,5,0,4.0,Jair,jair,0.0,,,,,,,,,,,,,,,,,,,,
123,Palmeiras,Mayke Rocha de Oliveira,0.0,Mayke,6,,5.17,275,81150,2,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_pz3GebS.png,5,4,8.56,Mayke,mayke,0.0,7.0,4.0,,1.0,3.0,,,,,2.0,,,,,,,,,,
124,Internacional,Hugo Mallo Novegil,0.0,H. Mallo,6,,-0.4,285,81551,2,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_CBzQtxz.png,5,1,3.09,Hugo Mallo,hugo-mallo,0.0,1.0,2.0,,,,,,,,1.0,,,,,,,,,,
125,Vasco,Rosicley Pereira da Silva,-0.3,Rossi,7,,1.8,267,81798,5,True,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8UqKNri.png,5,4,4.81,Rossi,rossi,-0.59,2.0,5.0,,5.0,,,,2.0,1.0,1.0,,,,,,,,,,
126,São Paulo,Alisson Euler de Freitas Castro,3.1,Alisson,7,,3.92,276,81845,4,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_fS2GyF1.png,5,5,6.53,Alisson,alisson,-0.12,6.0,5.0,,13.0,,,,,1.0,,2.0,,,,,,,,,
127,Fortaleza,João Ricardo Riedi,14.0,J. Ricardo,7,,5.75,356,81881,1,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_yXqoxi8.png,5,4,9.08,João Ricardo,joao-ricardo,2.39,,,,,1.0,,,,,,,21.0,,3.0,,,,,,
128,Vitória,Willian Osmar de Oliveira Silva,12.1,W. Oliveira,7,,5.48,287,81952,4,True,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_AuUF822.png,5,4,7.39,Willian Oliveira,willian-oliveira,2.2,8.0,6.0,2.0,9.0,,,1.0,,,,,,,,,,,,,
129,Palmeiras,José Rafael Vivian,-0.4,Z. Rafael,6,,-0.4,275,82455,4,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_BAUllGq.png,5,1,7.43,Zé Rafael,ze-rafael,-1.57,1.0,2.0,,,,,,,,1.0,,,,,,,,,,
130,Atlético-MG,Otávio Henrique Passos Santos,6.9,Otávio,7,,4.04,282,82463,4,True,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_y7upQyC.png,5,5,6.33,Otávio,otavio,0.85,14.0,6.0,1.0,4.0,,,,,,,2.0,,,,,,,,,
131,Flamengo,Luiz de Araújo Guimarães Neto,3.4,L. Araújo,2,,4.86,262,82627,5,True,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_HkAAcVs.png,5,5,7.72,Luiz Araújo,luiz-araujo,-0.24,9.0,8.0,4.0,7.0,,,1.0,,,,1.0,,,,,,,,,
132,Fortaleza,Guilherme de Jesus da Silva,8.1,Tinga,7,,2.4,356,82628,2,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_vAKLb1d.png,5,4,4.6,Tinga,tinga,1.33,5.0,3.0,,1.0,1.0,,,,,1.0,,,,,,,,,,
133,Criciúma,Marcelo Gazella Hermes,0.0,M. Hermes,6,,3.63,288,82639,2,False,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_g9yt731.png,5,3,5.15,Marcelo Hermes,marcelo-hermes,0.0,1.0,2.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,
134,São Paulo,Wellington Soares da Silva,0.0,W. Rato,5,,0.0,276,82766,4,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_NhIGhAv.png,5,0,12.0,Wellington Rato,wellington-rato,0.0,,,,,,,,,,,,,,,,,,,,
135,Flamengo,Gabriel Barbosa Almeida,0.0,Gabriel,6,,0.0,262,83257,5,False,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_EM6z7aN.png,5,0,9.0,Gabriel,gabriel,0.0,,,,,,,,,,,,,,,,,,,,
136,Flamengo,Leonardo Pereira,1.0,L. Pereira,7,,2.46,262,83528,3,True,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_rrGsWJ1.png,5,5,6.81,Léo Pereira,leo-pereira,-0.69,7.0,3.0,1.0,4.0,1.0,,,,,2.0,,,,,,,1.0,,,
137,Cruzeiro,Hueglo dos Santos Neris,0.0,Neris,6,,1.57,283,83786,3,False,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_qC7iq64.png,5,4,3.77,Neris,neris,0.0,5.0,6.0,,2.0,,,,1.0,,,1.0,,,,,,,,,
138,Cuiabá,Clayson Henrique da Silva Vieira,1.0,Clayson,6,,0.62,1371,83817,5,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_eqdux0f.png,5,4,3.58,Clayson,clayson,-0.3,,,,5.0,,,,,,,,,,,,,,,,
139,Botafogo,Francisco das Chagas Soares dos Santos Meireles,0.0,T. Soares,5,,7.1,263,84042,5,False,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_pjwDNV1.png,5,3,14.0,Tiquinho Soares,tiquinho-soares,0.0,2.0,2.0,2.0,6.0,,,2.0,1.0,,1.0,,,,,,,,,,
140,Atlético-MG,Jemerson de Jesus Nascimento,-0.8,Jemerson,7,,3.13,282,84263,3,True,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_LiuUOj2.png,5,3,5.81,Jemerson,jemerson,-0.92,,2.0,,4.0,2.0,,,,,2.0,,,,,,,,,,
141,Criciúma,Alisson Machado dos Santos,0.0,Alisson,6,,2.75,288,84266,1,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_Ea5KMU8.png,5,2,3.05,Alisson,alisson,0.0,,,,1.0,,,,,,1.0,,8.0,,2.0,,,,,,
142,Cuiabá,Fernando Pereira do Nascimento,5.1,F. Sobral,6,,3.1,1371,84428,4,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_dW9VacB.png,5,4,5.51,Fernando Sobral,fernando-sobral,0.56,7.0,2.0,3.0,4.0,,,,,,1.0,1.0,,,,,,,,,
143,Cruzeiro,Lucas Daniel Romero,0.0,L. Romero,7,,4.07,283,84558,4,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pUYQrUf.png,5,3,6.28,Lucas Romero,lucas-romero,0.0,11.0,3.0,3.0,1.0,,,,,,,,,1.0,,,,,,,
144,Criciúma,Fellipe Mateus de Sena Araújo,0.0,F. Mateus,6,,9.27,288,84587,4,False,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_3jr11fx.png,5,3,9.93,Fellipe Mateus,fellipe-mateus,0.0,3.0,3.0,,15.0,,,2.0,,,1.0,3.0,,,,,,1.0,,,
145,Bragantino,Lucas Evangelista Santana de Oliveira,0.0,L. Evangelista,6,,0.0,280,84674,4,True,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_gMVR2lN.png,5,1,9.26,Lucas Evangelista,lucas-evangelista,-1.74,,,,,,,,,,,,,,,,,,,,
146,Flamengo,Guillermo Varela Olivera,0.0,Varela,6,,2.7,262,84816,2,False,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RMaWUM3.png,5,3,4.32,Varela,varela,0.0,2.0,6.0,,5.0,1.0,,,,,,,,,,,,,,,
147,Bahia,Rafael Rogério da Silva,8.0,R. Ratão,6,,4.45,265,84918,5,True,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_q8xm0Ax.png,5,2,6.12,Rafael Ratão,rafael-ratao,1.7,,1.0,,,,,1.0,,,,1.0,,,,,,,,,
148,Bahia,Marcos Felipe de Freitas Monteiro,4.0,M. Felipe,7,,5.0,265,85004,1,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JDJmU6R.png,5,4,7.75,Marcos Felipe,marcos-felipe,-0.15,,,,,1.0,,,,,,,20.0,,5.0,,,,,,
149,Botafogo,Óscar David Romero Villamayor,4.1,Ã. Romero,6,,3.13,263,85034,4,True,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_oSZD8nT.png,5,3,7.41,Óscar Romero,oscar-romero,0.26,6.0,,,2.0,,,,,,,1.0,,,,,,,,,
150,Botafogo,Damián Nicolás Suárez,0.7,D. Suárez,7,,1.73,263,85277,2,True,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_DpJN07P.png,5,3,4.29,Damián Suárez,damian-suarez,-0.37,,5.0,1.0,2.0,1.0,,,1.0,,,,,,,,,,,,
151,Athlético-PR,Alex Paulo Menezes Santana,1.3,A. Santana,6,,-0.1,293,85465,4,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO.png,5,3,3.48,Alex Santana,alex-santana,-0.08,,2.0,1.0,1.0,,,,,,1.0,,,,,,,,,,
152,Vasco,Leonardo Pinheiro da Conceição,1.2,Léo,7,,1.08,267,85626,3,True,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_EPoR3bv.png,5,5,3.22,Léo,leo,-0.12,3.0,3.0,,3.0,,,,,,,1.0,,,,,,,,,
153,Internacional,Hyoran Kaue Dalmoro,0.0,Hyoran,5,,0.0,285,85931,4,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_7KxaYiF.png,5,0,5.0,Hyoran,hyoran,0.0,,,,,,,,,,,,,,,,,,,,
154,Criciúma,Yannick Bolasie,0.0,Bolasie,6,,7.4,288,86292,5,False,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_r97hBeS.png,5,3,8.52,Bolasie,bolasie,0.0,1.0,4.0,2.0,5.0,,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,
155,Vitória,Caio Henrique da Silva Dantas,0.0,C. Dantas,6,,0.0,287,86362,5,False,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_YkGHL6O.png,5,0,3.0,Caio Dantas,caio-dantas,0.0,,,,,,,,,,,,,,,,,,,,
156,Vasco,Victor Luis Chuab Zamblauskas,0.0,V. Luis,6,,0.0,267,86410,2,False,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_C2XW4GI.png,5,0,3.0,Victor Luis,victor-luis,0.0,,,,,,,,,,,,,,,,,,,,
157,Fluminense,Marcos da Silva França,0.0,Keno,6,,0.0,266,86485,5,False,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_EdYl0O3.png,5,0,8.0,Keno,keno,0.0,,,,,,,,,,,,,,,,,,,,
158,São Paulo,Jandrei Chitolina Carniel,0.0,Jandrei,6,,0.0,276,86508,1,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_FD4URNn.png,5,0,5.0,Jandrei,jandrei,0.0,,,,,,,,,,,,,,,,,,,,
159,Criciúma,Rodrigo Fagundes de Freitas,0.0,Rodrigo,6,,4.77,288,86684,3,False,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_fIUc997.png,5,3,5.32,Rodrigo,rodrigo,0.0,6.0,3.0,,2.0,1.0,1.0,,,,1.0,,,,,,,,,,
160,Botafogo,Danilo das Neves Pinheiro,0.0,T. Tchê,6,,1.97,263,86686,4,False,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_DbXXPxM.png,5,3,5.04,Tchê Tchê,tche-tche,0.0,3.0,,1.0,3.0,,,,,,,,,,,,,,,,
161,Criciúma,Jonathan Francisco Lemos,0.0,Jonathan,6,,0.0,288,86713,2,False,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_9loGKby.png,5,0,3.0,Jonathan,jonathan,0.0,,,,,,,,,,,,,,,,,,,,
162,Flamengo,Everton Sousa Soares,0.0,Everton,2,,1.4,262,86757,5,False,https://s.sde.globo.com/media/person_role/2024/04/08/photo_FORMATO_JoKRQsF.png,5,2,4.43,Everton,everton,0.0,,,3.0,1.0,,,,1.0,,,,,,,,,,,,
163,Fortaleza,Matheus Rossetto,0.0,M. Rossetto,6,,0.0,356,86766,4,False,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_zgLfj3l.png,5,0,3.0,Matheus Rossetto,matheus-rossetto,0.0,,,,,,,,,,,,,,,,,,,,
164,Botafogo,Danilo Barbosa da Silva,0.0,D. Barbosa,7,,5.5,263,86777,4,True,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_p79ATUg.png,5,5,7.76,Danilo Barbosa,danilo-barbosa,-0.64,6.0,5.0,1.0,2.0,,,2.0,,1.0,2.0,,,,,,1.0,,,,
165,Fortaleza,José Welison da Silva,0.8,J. Welison,7,,2.47,356,86859,4,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QbOqp5G.png,5,3,5.18,José Welison,jose-welison,-0.35,6.0,2.0,1.0,,,,,,,,,,,,,,,,,
166,Vasco,Leonardo César Jardim,4.0,L. Jardim,7,,2.0,267,87008,1,True,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_goyzWhz.png,5,5,6.15,Léo Jardim,leo-jardim,0.03,,,,,,,,,,,,20.0,,10.0,,,,,,
167,Grêmio,Nathan Allan de Souza,0.0,Nathan,6,,0.0,284,87009,4,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_UqG87oy.png,5,0,5.0,Nathan,nathan,0.0,,,,,,,,,,,,,,,,,,,,
168,Vitória,José Carlos Cracco Neto,0.0,Zeca,7,,1.8,287,87192,2,True,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_UxzvkDO.png,5,4,3.93,Zeca,zeca,-0.61,5.0,1.0,,3.0,,,,2.0,,1.0,1.0,,,,,,,,,
169,Bragantino,Pedro Henrique Ribeiro Gonçalves,8.2,P. Henrique,7,,4.1,280,87225,3,True,https://s.sde.globo.com/media/person_role/2024/04/24/photo_FORMATO_oxcf1Uy.png,5,2,6.49,Pedro Henrique,pedro-henrique,1.56,,1.0,,1.0,,,1.0,,,,,,,,,,,,,
170,Atlético-MG,Guilherme Antonio Arana Lopes,12.6,G. Arana,7,,9.02,282,87228,2,True,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_6cBmo9F.png,5,5,14.0,Guilherme Arana,guilherme-arana,1.26,11.0,3.0,2.0,4.0,3.0,,1.0,2.0,1.0,1.0,2.0,,,,,,,,,
171,Bahia,Carlos María de Pena Bonino,5.0,C. Pena,6,,1.77,265,87242,4,True,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_fnqPxDu.png,5,4,3.96,Carlos de Pena,carlos-de-pena,0.57,1.0,2.0,1.0,3.0,,,,,1.0,2.0,1.0,,,,,,,,,
172,Grêmio,Yeferson Julio Soteldo Martínez,0.0,Soteldo,7,,5.25,284,87258,5,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_tv5qGBE.png,5,4,9.86,Soteldo,soteldo,0.0,3.0,1.0,1.0,3.0,,,1.0,,1.0,,2.0,,,,,,,,,
173,Grêmio,Walter Kannemann,0.0,Kannemann,7,,0.0,284,87342,3,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_f52uCmN.png,5,2,3.4,Kannemann,kannemann,0.0,2.0,3.0,,1.0,,,,,,2.0,,,,,,,,,,
174,Criciúma,Allano Brendon de Souza Lima,0.0,Allano,6,,0.0,288,87391,5,False,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_4fbfMIP.png,5,0,4.0,Allano,allano,0.0,,,,,,,,,,,,,,,,,,,,
175,Bahia,Thaciano Mickael da Silva,2.4,Thaciano,7,,2.68,265,87470,4,True,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO_wgwd4Ze.png,5,4,6.08,Thaciano,thaciano,-0.21,3.0,2.0,4.0,1.0,,1.0,,2.0,,,1.0,,,,,,,,,
176,Cuiabá,Mateus Pasinato,0.0,M. Pasinato,6,,0.0,1371,87603,1,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_5YNRqaD.png,5,0,3.0,Mateus Pasinato,mateus-pasinato,0.0,,,,,,,,,,,,,,,,,,,,
177,Vasco,Pablo Ignacio Galdames Millán,3.4,Galdames,7,,2.26,267,87660,4,True,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8l71w1x.png,5,5,5.05,Galdames,galdames,0.1,11.0,12.0,1.0,4.0,,,,1.0,,1.0,,,,,,,,,,
