,atletas.clube.id.full.name,atletas.nome,atletas.pontos_num,atletas.apelido_abreviado,atletas.status_id,atletas.minimo_para_valorizar,atletas.media_num,atletas.clube_id,atletas.atleta_id,atletas.posicao_id,atletas.entrou_em_campo,atletas.foto,atletas.rodada_id,atletas.jogos_num,atletas.preco_num,atletas.apelido,atletas.slug,atletas.variacao_num,DS,FC,FF,FS,SG,FT,G,I,A,CA,FD,DE,CV,GS,PP,PS,PC,V,DP,GC
178,Bahia,Yago Felipe da Costa Rocha,0.0,Y. Felipe,6,,0.0,265,87747,4,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_wf2lvdn.png,5,0,4.0,Yago Felipe,yago-felipe,0.0,,,,,,,,,,,,,,,,,,,,
179,Atlético-MG,Paolo Mauricio Lemos Merladett,0.0,M. Lemos,6,,4.15,282,87853,3,False,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,5,4,11.3,Mauricio Lemos,mauricio-lemos,0.0,3.0,7.0,2.0,1.0,3.0,,,,,2.0,,,,,,,,,,
180,Flamengo,Giorgian Daniel de Arrascaeta Benedetti,0.0,Arrascaeta,6,,1.23,262,87863,4,False,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_ehYT9k1.png,5,3,11.39,Arrascaeta,arrascaeta,0.0,,3.0,3.0,4.0,,,,,,1.0,1.0,,,,,,,,,
181,Atlético-MG,Gustavo Henrique Furtado Scarpa,0.2,G. Scarpa,7,,6.82,282,87999,4,True,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_UXqyPlk.png,5,5,11.89,Gustavo Scarpa,gustavo-scarpa,-1.71,,2.0,2.0,7.0,,,2.0,,2.0,,3.0,,,,,,,,,
182,Cuiabá,Alan Pereira Empereur,0.0,A. Empereur,6,,0.1,1371,88033,3,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_yJZY7yN.png,5,4,2.04,Alan Empereur,alan-empereur,-0.31,1.0,1.0,,3.0,,,,,,2.0,,,,,,,,,,
183,Internacional,Ivan Quaresma da Silva,0.0,Ivan,5,,0.0,285,88136,1,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_TR1I7LU.png,5,0,3.0,Ivan,ivan,0.0,,,,,,,,,,,,,,,,,,,,
184,Corinthians,Ángel Rodrigo Romero Villamayor,4.3,Ã. Romero,7,,2.84,264,88323,5,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_1ruJswV.png,5,5,6.14,Ángel Romero,angel-romero,0.07,4.0,1.0,5.0,9.0,,,,2.0,,1.0,2.0,,,,,,,,,
185,Flamengo,Ayrton Lucas Dantas de Medeiros,4.3,A. Lucas,7,,4.54,262,88393,2,True,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_vtzXktM.png,5,5,7.52,Ayrton Lucas,ayrton-lucas,0.06,9.0,4.0,2.0,7.0,1.0,1.0,,,,,,,,,,,,,,
186,Cuiabá,Armando Gonçalves Teixeira,0.0,Petit,6,,0.0,1371,89141,6,False,https://s.sde.globo.com/media/person_role/2024/05/06/photo_FORMATO_dWuxEhT.png,5,0,3.37,Petit,petit,0.0,,,,,,,,,,,,,,,,,,,,
187,Criciúma,Gustavo Bonatto Barreto,0.0,Barreto,6,,3.1,288,89224,4,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_ppF3oM9.png,5,3,4.35,Barreto,barreto,0.0,4.0,5.0,,2.0,,,,,1.0,,,,,,,,,,,
188,Flamengo,Gerson Santos da Silva,2.9,Gerson,7,,1.52,262,89256,4,True,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_mBAg0JY.png,5,5,4.71,Gerson,gerson,0.04,4.0,4.0,,8.0,,,,,,,,,,,,,,,,
189,Grêmio,João Pedro Maturano dos Santos,0.0,J. Pedro,7,,2.43,284,89273,2,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_yq877xk.png,5,3,5.37,João Pedro,joao-pedro,0.0,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,
190,Cruzeiro,Willian de Asevedo Furtado,0.0,William,7,,4.73,283,89275,2,False,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_Wno5RKV.png,5,4,9.01,William,william,0.0,9.0,1.0,3.0,2.0,,,,,1.0,,,,,,,,,,,
191,Juventude,Erick Samuel Correa Farias,0.0,Erick,7,,3.37,286,89467,5,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_GS948NH.png,5,4,4.95,Erick,erick,0.0,3.0,1.0,1.0,1.0,,,1.0,3.0,,,1.0,,,,,,,,,
192,Atlético-MG,Igor Rabello da Costa,0.0,I. Rabello,6,,4.62,282,89493,3,False,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,5,4,7.32,Igor Rabello,igor-rabello,0.0,3.0,2.0,,1.0,3.0,,,,,,,,,,,,,,,
193,Internacional,Thiago Maia Alencar,0.0,T. Maia,7,,1.65,285,89637,4,False,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_CBUMmTU.png,5,4,4.66,Thiago Maia,thiago-maia,0.0,3.0,2.0,3.0,,,,,,,,1.0,,,,,,,,,
194,Vitória,José Rodrigo Andrade Ramos,0.0,R. Andrade,6,,2.85,287,89646,4,False,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_j4J1Kog.png,5,2,3.8,Rodrigo Andrade,rodrigo-andrade,0.0,4.0,2.0,,3.0,,,,,,,,,,,,,,,,
195,Vitória,Iury Lirio Freitas de Castilho,0.0,I. Castilho,5,,0.8,287,89695,5,False,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_5wPuqrz.png,5,2,3.17,Iury Castilho,iury-castilho,0.0,,2.0,1.0,3.0,,,,1.0,,,,,,,,,,,,
196,São Paulo,Jonathan Calleri,1.7,Calleri,7,,3.72,276,89840,5,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hF89kWc.png,5,5,10.35,Calleri,calleri,-1.16,2.0,4.0,3.0,9.0,,1.0,1.0,7.0,,1.0,1.0,,,,,,,,,
197,Grêmio,Franco Cristaldo,0.0,Cristaldo,7,,5.47,284,89846,4,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_4i2PnOy.png,5,4,10.04,Cristaldo,cristaldo,0.0,3.0,1.0,1.0,4.0,,,2.0,2.0,,,,,,,,,,,,
198,Grêmio,Douglas Moreira Fagundes,0.0,Dodi,7,,1.37,284,89883,4,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_SoQQafa.png,5,3,3.73,Dodi,dodi,0.0,4.0,4.0,,3.0,,,,,,1.0,,,,,,,,,,
199,Grêmio,Everton Galdino Moreira,0.0,E. Galdino,6,,0.55,284,89918,5,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ywqLzxA.png,5,2,3.26,Everton Galdino,everton-galdino,0.0,1.0,3.0,1.0,2.0,,,,,,1.0,,,,,,,,,,
200,Fortaleza,Bruno de Jesus Pacheco,5.7,B. Pacheco,7,,2.68,356,90061,2,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_xopRGnx.png,5,4,7.82,Bruno Pacheco,bruno-pacheco,0.4,4.0,4.0,2.0,3.0,1.0,,,,,1.0,,,,,,,,,,
201,Flamengo,Bruno Henrique Pinto,11.8,B. Henrique,7,,4.76,262,90285,5,True,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JiNgXjg.png,5,5,8.96,Bruno Henrique,bruno-henrique,1.54,6.0,8.0,2.0,12.0,,,1.0,2.0,,1.0,3.0,,,,,1.0,,,,
202,Fortaleza,Pedro Rocha Neves,0.0,P. Rocha,6,,0.0,356,90302,5,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_Mch7ZGz.png,5,0,5.0,Pedro Rocha,pedro-rocha,0.0,,,,,,,,,,,,,,,,,,,,
203,Bragantino,Lincoln Henrique Oliveira dos Santos,0.8,Lincoln,6,,1.5,280,90303,4,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_3jS17Nq.png,5,2,6.16,Lincoln,lincoln,-0.36,1.0,,1.0,2.0,,,,,,,,,,,,,,,,
204,Vasco,David Correa da Fonseca,4.7,David,7,,5.52,267,90309,5,True,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_4eK3iOa.png,5,5,8.81,David,david,0.13,7.0,5.0,6.0,6.0,,,1.0,1.0,1.0,,,,,,,,,,,
205,Bahia,Júlio César de Rezende Miranda,-0.4,Rezende,6,,1.77,265,90449,4,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_0kSZPcN.png,5,4,4.32,Rezende,rezende,-0.65,6.0,3.0,1.0,2.0,,,,,,1.0,,,,,,,,,,
206,Juventude,Caique de Jesus Gonçalves,0.0,Caíque,3,,1.97,286,90588,4,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RJHB8O8.png,5,4,3.45,Caíque,caique,0.0,7.0,6.0,1.0,7.0,,,,,,3.0,,,,,,,,,,
207,Juventude,Mateus Eduardo Claus,0.0,M. Claus,6,,0.0,286,90590,1,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ahQNt5A.png,5,0,3.0,Mateus Claus,mateus-claus,0.0,,,,,,,,,,,,,,,,,,,,
208,Cuiabá,Lucas da Silva Izidoro,0.0,L. Mineiro,6,,0.1,1371,90634,4,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_xH8ilrc.png,5,2,2.13,Lucas Mineiro,lucas-mineiro,0.0,,1.0,,1.0,,,,,,,,,,,,,,,,
209,Vitória,Matheus Martins Fogaça de Paulo,8.4,Matheuzinho,7,,7.07,287,90703,4,True,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_oRcCuAx.png,5,4,8.78,Matheuzinho,matheuzinho,1.24,4.0,6.0,3.0,7.0,,,1.0,,2.0,1.0,2.0,,,,,,,,,
210,Atlético-GO,Luiz Fernando Moraes dos Santos,0.0,L. Fernando,7,,5.15,373,90715,5,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_TFNlZWH.png,5,4,8.33,Luiz Fernando,luiz-fernando,0.0,6.0,4.0,1.0,12.0,,,1.0,4.0,,1.0,1.0,,,,,,,,,
211,Flamengo,Fabrício Bruno Soares de Faria,0.0,F. Bruno,7,,2.25,262,90768,3,False,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_lglDAms.png,5,4,5.02,Fabrício Bruno,fabricio-bruno,0.0,3.0,2.0,1.0,2.0,1.0,,,,,2.0,1.0,,,,,,,,,
212,Juventude,José Marcos Alves Luis,0.0,Z. Marcos,7,,2.47,286,90943,3,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_s0j6JVw.png,5,3,2.88,Zé Marcos,ze-marcos,0.0,1.0,2.0,1.0,4.0,1.0,,,,,1.0,,,,,,,,,,
213,Fortaleza,Tomás Cardona,0.0,Cardona,6,,0.0,356,90947,3,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_YucaBOt.png,5,0,2.0,Cardona,cardona,0.0,,,,,,,,,,,,,,,,,,,,
214,Atlético-GO,Ronaldo de Oliveira Strada,0.0,Ronaldo,7,,2.25,373,91101,1,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_AaiyHtB.png,5,4,3.66,Ronaldo,ronaldo,0.0,,,,,,,,,1.0,1.0,,12.0,,7.0,,,,,,
215,Vitória,Everaldo Silva do Nascimento,0.0,Everaldo,5,,0.0,287,91151,5,False,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_ZpwUiXj.png,5,0,5.0,Everaldo,everaldo,0.0,,,,,,,,,,,,,,,,,,,,
216,Vitória,Ítaro Patric Cardoso Calmon,0.0,PK,7,,0.0,287,91190,2,True,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_lh9cyLQ.png,5,1,2.52,PK,pk,-0.48,,,,,,,,,,,,,,,,,,,,
217,Grêmio,Felipe Ignacio Carballo Ares,0.0,Carballo,6,,0.0,284,91254,4,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_w5Qzw1m.png,5,0,4.0,Carballo,carballo,0.0,,,,,,,,,,,,,,,,,,,,
218,Flamengo,Erick Antonio Pulgar Farfán,0.0,E. Pulgar,5,,0.55,262,91473,4,False,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JP7R0QW.png,5,4,3.58,Erick Pulgar,erick-pulgar,0.0,3.0,7.0,,1.0,,,,,,1.0,1.0,,,,,,,,,
219,Juventude,Rodrigo Eduardo da Silva,0.0,R. Sam,6,,1.73,286,91509,3,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_CwBUWEK.png,5,3,2.87,Rodrigo Sam,rodrigo-sam,0.0,2.0,4.0,,,1.0,,,,,1.0,,,,,,,,,,
220,Criciúma,Eder Citadin Martins,0.0,Eder,6,,1.2,288,91521,5,False,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_8rXUJzI.png,5,2,4.3,Eder,eder,0.0,,2.0,1.0,2.0,,,,,,,1.0,,,,,,,,,
221,São Paulo,Robert Abel Arboleda Escobar,2.4,Arboleda,7,,4.24,276,91573,3,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_BatY9Y1.png,5,5,7.42,Arboleda,arboleda,-0.61,8.0,6.0,,2.0,2.0,,,,,,2.0,,,,,,,,,
222,Palmeiras,Ronielson da Silva Barbosa,0.0,Rony,6,,2.42,275,91607,5,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_j8iPskd.png,5,5,6.29,Rony,rony,-0.85,6.0,6.0,1.0,7.0,,,,2.0,,1.0,3.0,,,,,,,,,
223,Cruzeiro,Marlon Rodrigues Xavier,0.0,Marlon,7,,2.55,283,91706,2,False,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_6dy9M0T.png,5,4,9.08,Marlon,marlon,0.0,9.0,7.0,,3.0,,,,,,,,,,,,,,,,
224,Bahia,David de Duarte Macedo,0.0,D. Duarte,6,,0.0,265,91772,3,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_laPiI8c.png,5,0,4.0,David Duarte,david-duarte,0.0,,,,,,,,,,,,,,,,,,,,
225,Cruzeiro,José Ivaldo Almeida Silva,0.0,Z. Ivaldo,7,,0.5,283,91866,3,False,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_XkfvN4h.png,5,3,3.28,Zé Ivaldo,ze-ivaldo,0.0,1.0,6.0,3.0,1.0,,,,,,2.0,1.0,,,,,,,,,
226,Grêmio,Cristian David Pavón,0.0,Pavón,5,,6.1,284,91908,5,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_cVczRJH.png,5,2,8.63,Pavón,pavon,0.0,2.0,,,,,,,,1.0,,4.0,,,,,,,,,
227,Cuiabá,Andre Luis da Costa Alfredo,0.0,A. Luís,6,,0.85,1371,92146,5,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Y6GBzlR.png,5,4,2.85,André Luís,andre-luis,-0.39,1.0,1.0,,5.0,,,,,,,,,,,,,,,,
228,Internacional,Lucas Nicolás Alario,0.0,Alario,6,,-0.35,285,92149,5,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_5Z61ABy.png,5,2,4.45,Alario,alario,0.0,,1.0,1.0,,,,,2.0,,1.0,,,,,,,,,,
229,Atlético-GO,Jair Ventura,0.0,J. Ventura,7,,1.7,373,92180,6,False,https://s.sde.globo.com/media/person_role/2018/09/06/d1103130500ec84fd8e37f1a20c60e1a_FORMATO.png,5,4,4.12,Jair Ventura,jair-ventura,0.0,,,,,,,,,,,,,,,,,,,,
230,Grêmio,Caíque Luiz Santos da Purificação,0.0,Caíque,6,,0.0,284,92207,1,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_R17UU3T.png,5,0,4.0,Caíque,caique,0.0,,,,,,,,,,,,,,,,,,,,
231,Grêmio,Rodrigo Ely,0.0,R. Ely,7,,2.7,284,92237,3,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RubzI83.png,5,3,4.47,Rodrigo Ely,rodrigo-ely,0.0,2.0,2.0,1.0,3.0,1.0,,,,,1.0,,,,,,,,,,
232,Bragantino,Raul Lô Gonçalves,0.0,Raul,5,,-0.33,280,92496,4,False,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_kP2nvPk.png,5,3,1.42,Raul,raul,0.0,,6.0,1.0,,,,,,,,,,,,,,,,,
233,Fortaleza,Renato Kayzer de Souza,0.0,R. Kayzer,6,,3.68,356,92696,5,True,https://s.sde.globo.com/media/person_role/2024/04/15/photo_FORMATO.png,5,4,6.06,Renato Kayzer,renato-kayzer,-0.88,2.0,5.0,2.0,4.0,,,1.0,4.0,,1.0,3.0,,,,,,,,,
234,Cuiabá,Deyverson Brum Silva Acosta,0.0,Deyverson,6,,4.3,1371,92708,5,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_K9KAkJa.png,5,1,8.09,Deyverson,deyverson,0.0,1.0,,,4.0,,,,1.0,,,1.0,,,,,,,,,
235,Palmeiras,Bruno Rafael Rodrigues do Nascimento,0.0,B. Rodrigues,5,,0.0,275,92811,5,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_lto9czN.png,5,0,5.0,Bruno Rodrigues,bruno-rodrigues,0.0,,,,,,,,,,,,,,,,,,,,
236,Internacional,Rafael Santos Borré Maury,0.0,Borré,7,,6.73,285,92854,5,False,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_kHlqucZ.png,5,4,12.6,Borré,borre,0.0,4.0,8.0,7.0,2.0,,1.0,1.0,3.0,1.0,1.0,6.0,,,,1.0,,,,,
237,Cruzeiro,Helibelton Palacios Zapata,0.0,Palacios,6,,0.0,283,92855,2,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_r6zWOHc.png,5,0,3.0,Palacios,palacios,0.0,,,,,,,,,,,,,,,,,,,,
238,Cruzeiro,Mateus da Silva Vital Assumpção,0.0,M. Vital,6,,3.25,283,93108,4,False,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_lwMqy9Y.png,5,4,4.8,Mateus Vital,mateus-vital,0.0,1.0,,2.0,2.0,,,1.0,,,,1.0,,,,,,,,,
239,Internacional,Wanderson Maciel Sousa Campos,0.0,Wanderson,5,,1.13,285,93478,5,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_ntpiKUS.png,5,3,6.13,Wanderson,wanderson,0.0,3.0,4.0,,2.0,,,,,,,,,,,,,,,,
240,Atlético-GO,Bruno Nunes de Barros,0.0,B. Tubarão,7,,1.93,373,93637,2,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_3mh3bUg.png,5,3,4.01,Bruno Tubarão,bruno-tubarao,0.0,4.0,2.0,2.0,2.0,,,,,,1.0,,,,,,,,,,
241,Juventude,Gabriel de Souza Inocêncio,0.0,G. Inocêncio,7,,4.03,286,93702,2,False,https://s.sde.globo.com/media/person_role/2024/04/10/photo_FORMATO_P3G6ct6.png,5,3,4.37,Gabriel Inocêncio,gabriel-inocencio,0.0,6.0,8.0,1.0,5.0,1.0,,,,,1.0,,,,,,,,,,
242,Vasco,Paulo Henrique de Oliveira Alves,3.1,P. Henrique,7,,2.8,267,93716,2,True,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_9IoUUlz.png,5,5,5.14,Paulo Henrique,paulo-henrique,0.02,10.0,11.0,2.0,5.0,,,,,,,1.0,,,,,,,,,
243,Botafogo,Marlon Rodrigues Freitas,7.8,M. Freitas,7,,2.62,263,93790,4,True,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_IWdTjkg.png,5,4,4.79,Marlon Freitas,marlon-freitas,1.22,4.0,3.0,2.0,2.0,,,,,1.0,1.0,,,,,,,,,,
244,Atlético-GO,Daniel Sampaio Simões,0.0,Danielzinho,6,,0.0,373,93791,4,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_DHkocIw.png,5,0,4.0,Danielzinho,danielzinho,0.0,,,,,,,,,,,,,,,,,,,,
245,Vasco,Keiller da Silva Nunes,0.0,Keiller,6,,0.0,267,93834,1,False,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8APU3lV.png,5,0,4.0,Keiller,keiller,0.0,,,,,,,,,,,,,,,,,,,,
246,Bragantino,Cleiton Schwengber,4.5,Cleiton,7,,4.63,280,93882,1,True,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_Ri9cYDm.png,5,4,7.38,Cleiton,cleiton,0.19,,,,1.0,1.0,,,,,,,16.0,,3.0,,,,,,
247,Criciúma,Matheus Leonardo Sales Cardoso,0.0,Matheusinho,6,,4.4,288,93886,4,False,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_PCw311H.png,5,2,5.03,Matheusinho,matheusinho,0.0,,,1.0,,,,1.0,,,,,,,,,,,,,
248,Fortaleza,Breno Henrique Vasconcelos Lopes,1.1,B. Lopes,6,,3.95,356,93988,5,True,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_XhXbbVU.png,5,2,6.84,Breno Lopes,breno-lopes,0.34,,1.0,3.0,4.0,,,,2.0,1.0,1.0,,,,,,,,,,
249,Botafogo,John Victor Maciel Furtado,0.0,J. Victor,7,,2.5,263,94044,1,True,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_5TQNQjS.png,5,2,7.17,John Victor,john-victor,-0.34,,,,,1.0,,,,,,,2.0,,2.0,,,,,,
250,Bragantino,Matheus Fernandes Siqueira,0.0,M. Fernandes,6,,0.0,280,94067,4,False,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_sgQrNPa.png,5,0,5.0,Matheus Fernandes,matheus-fernandes,0.0,,,,,,,,,,,,,,,,,,,,
251,Criciúma,Felipe dos Reis Pereira Vizeu do Carmo,0.0,F. Vizeu,6,,1.6,288,94138,5,False,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_CKkxA4v.png,5,1,3.85,Felipe Vizeu,felipe-vizeu,0.0,,,,1.0,,,,1.0,,,1.0,,,,,,,,,
252,Corinthians,Maycon de Andrade Barberan,0.0,Maycon,5,,0.2,264,94154,4,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_fb3TwT8.png,5,2,4.65,Maycon,maycon,0.0,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,
253,Palmeiras,Raphael Cavalcante Veiga,0.0,R. Veiga,6,,3.12,275,94509,4,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_XOXiO3C.png,5,4,12.8,Raphael Veiga,raphael-veiga,0.0,5.0,2.0,3.0,5.0,,,,2.0,,,2.0,,,,,,,,,
254,Flamengo,Pedro Guilherme Abreu dos Santos,2.9,Pedro,7,,4.1,262,94583,5,True,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_xrhSS2w.png,5,5,11.39,Pedro,pedro,-0.76,2.0,4.0,4.0,9.0,,,1.0,,,,3.0,,,,,,,,,
255,Atlético-MG,Rodrigo Andrés Battaglia,0.9,Battaglia,7,,-1.1,282,94845,4,True,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_XVs5pqz.png,5,3,2.33,Battaglia,battaglia,-0.05,1.0,5.0,,,,,,,,,,,1.0,,,,,,,
256,Internacional,Eduardo Germán Coudet,0.0,E. Coudet,7,,5.03,285,94853,6,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_apsV9qH.png,5,4,9.31,Eduardo Coudet,eduardo-coudet,0.0,,,,,,,,,,,,,,,,,,2.0,,
257,Cuiabá,Lucas Fernandes da Silva,1.0,L. Fernandes,6,,1.2,1371,94931,4,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Bzva6ru.png,5,3,4.62,Lucas Fernandes,lucas-fernandes,-0.39,1.0,2.0,1.0,2.0,,,,,,,1.0,,,,,,,,,
258,Bragantino,Luis Antônio da Rocha Júnior,1.6,J. Capixaba,7,,4.02,280,94968,2,True,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_U4Lwrth.png,5,5,9.97,Juninho Capixaba,juninho-capixaba,-0.82,11.0,8.0,1.0,11.0,1.0,,,,,2.0,,,,,,,,,,
259,Juventude,Gabriel Pereira Taliari,0.0,G. Taliari,6,,0.0,286,95131,5,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_vGTDrZr.png,5,0,3.0,Gabriel Taliari,gabriel-taliari,0.0,,,,,,,,,,,,,,,,,,,,
260,Botafogo,Gregore de Magalhães da Silva,0.2,Gregore,6,,0.9,263,95464,4,True,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_OoYMXid.png,5,4,3.7,Gregore,gregore,-0.49,5.0,8.0,,2.0,,,,,,1.0,,,,,,,,,,
261,São Paulo,Igor Vinícius de Souza,12.1,I. Vinícius,7,,5.58,276,95466,2,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_DKQOGT2.png,5,5,6.92,Igor Vinícius,igor-vinicius,1.89,5.0,2.0,1.0,9.0,2.0,1.0,,,1.0,2.0,1.0,,,,,,,,,
262,Corinthians,Raniele Almeida Melo,4.8,Raniele,3,,2.74,264,95556,4,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wftQgQv.png,5,5,6.3,Raniele,raniele,0.25,8.0,7.0,1.0,12.0,,,,,,3.0,2.0,,,,,,,,,
263,Atlético-GO,Lucas Kal Schenfeld Progioli,0.0,L. Kal,7,,0.0,373,95662,4,False,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_Ho8rTXl.png,5,1,4.03,Lucas Kal,lucas-kal,0.0,,,,,,,,,,,,,,,,,,,,
264,Criciúma,Miguel Ángel Trauco Saavedra,0.0,Trauco,6,,0.1,288,95738,2,False,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_38OPKZz.png,5,2,3.42,Trauco,trauco,0.0,1.0,,,,,,,,,1.0,,,,,,,,,,
265,Criciúma,Tobias Pereira Figueiredo,0.0,T. Figueiredo,5,,0.0,288,95878,3,False,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_GTVYOSI.png,5,0,3.0,Tobias Figueiredo,tobias-figueiredo,0.0,,,,,,,,,,,,,,,,,,,,
266,Cruzeiro,Luiz Filipe da Rosa Machado - Felipe,0.0,Machado,6,,0.0,283,96089,4,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_frORMmM.png,5,1,3.22,Machado,machado,0.0,,,,,,,,,,,,,,,,,,,,
267,Fluminense,Vinicius Moreira de Lima,3.3,Lima,7,,5.98,266,96340,4,True,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Lwuhu7n.png,5,4,9.63,Lima,lima,-0.37,5.0,4.0,2.0,5.0,,,2.0,,,1.0,,,,,,,,,,
268,Cruzeiro,Matheus Fellipe Costa Pereira,0.0,M. Pereira,7,,6.08,283,96610,4,False,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_tZZNLQo.png,5,4,9.84,Matheus Pereira,matheus-pereira,0.0,1.0,3.0,5.0,13.0,,1.0,1.0,1.0,,1.0,3.0,,,,,,,,,
