,atletas.posicao_id,atletas.slug,atletas.atleta_id,atletas.preco_num,atletas.foto,atletas.minimo_para_valorizar,atletas.clube.id.full.name,atletas.media_num,atletas.entrou_em_campo,atletas.apelido_abreviado,atletas.status_id,atletas.pontos_num,atletas.nome,atletas.variacao_num,atletas.rodada_id,atletas.jogos_num,atletas.apelido,atletas.clube_id,A,DS,FC,FD,FS,FT,V,CA,CV,FF,G,I,SG,DE,GS,PP,PS,PC,GC,DP
80,2,santiago-arias,71701,5.58,https://s.sde.globo.com/media/person_role/2024/02/14/photo_FORMATO_GVs7NkK.png,,Bahia,3.32,False,S. Arias,7,0.0,Santiago Arias Naranjo,0.0,17,6,Santiago Arias,265,,5.0,6.0,,12.0,,,1.0,,1.0,,1.0,2.0,,,,,,,
81,4,gabriel-pires,71898,5.14,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_084ZZNa.png,,Fluminense,3.48,False,G. Pires,6,0.0,Gabriel Appelt Pires,0.0,17,5,Gabriel Pires,266,,13.0,8.0,1.0,5.0,,,1.0,,2.0,,1.0,,,,,,,,
82,1,everson,72294,8.14,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_r7CD0SX.png,,Atlético-MG,2.27,False,Everson,5,0.0,Everson Felipe Marques Pires,0.0,17,9,Everson,282,,,,,3.0,,,3.0,,,,,3.0,17.0,10.0,,,,,
83,1,felipe-alves,72372,5.0,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_e9UBywD.png,,Fluminense,0.0,False,F. Alves,6,0.0,Felipe Alves Raymundo,0.0,17,0,Felipe Alves,266,,,,,,,,,,,,,,,,,,,,
84,4,bernard,72460,11.91,https://s.sde.globo.com/media/person_role/2024/07/08/photo_220x220_hLeY8f6.png,,Atlético-MG,3.1,True,Bernard,7,3.1,Bernard Anício Caldeira Duarte,-0.09,17,1,Bernard,282,,2.0,2.0,,1.0,,,,,1.0,,,,,,,,,,
85,4,gustavo-campanharo,72497,5.0,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_XGJ1uLI.png,,Atlético-GO,0.0,False,G. Campanharo,6,0.0,Gustavo Campanharo,0.0,17,0,Gustavo Campanharo,373,,,,,,,,,,,,,,,,,,,,
86,2,maguinho,72532,4.6,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_204au3d.png,,Atlético-GO,2.63,True,Maguinho,7,1.2,Magno José da Silva,-0.13,17,13,Maguinho,373,1.0,15.0,15.0,2.0,9.0,,,1.0,1.0,5.0,,1.0,2.0,,,,,1.0,,
87,5,pedro-henrique,72583,4.63,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_sB7v4Fv.png,,Corinthians,1.83,False,P. Henrique,6,0.0,Pedro Henrique Konzen Medina da Silva,0.0,17,6,Pedro Henrique,264,1.0,2.0,2.0,,6.0,,,1.0,,3.0,,2.0,,,,,,,,
88,1,mauricio-kozlinski,72595,3.0,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_EePQ79Y.png,,Fortaleza,0.0,False,M. Kozlinski,6,0.0,Maurício Kozlinski,0.0,17,0,Maurício Kozlinski,356,,,,,,,,,,,,,,,,,,,,
89,3,vitor-hugo,72605,4.0,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_HuEb513.png,,Bahia,0.0,False,V. Hugo,6,0.0,Vitor Hugo Franchescoli de Souza,0.0,17,0,Vitor Hugo,265,,,,,,,,,,,,,,,,,,,,
90,4,fernandinho,72775,7.11,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_G29hOpk.png,,Athlético-PR,3.8,False,Fernandinho,3,0.0,Fernando Luiz Rosa,0.0,17,15,Fernandinho,293,3.0,15.0,24.0,8.0,17.0,,,6.0,,4.0,2.0,1.0,,,,,,,,
91,3,wilker-angel,72801,3.56,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_i1tcVtm.png,,Criciúma,2.52,True,W. Ángel,7,2.1,Wílker José Ángel Romero,-0.19,17,5,Wilker Ángel,288,,6.0,10.0,2.0,2.0,,,,,,,,1.0,,,,,,,
92,3,mercado,72951,5.07,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_o74D2pK.png,,Internacional,2.83,False,Mercado,7,0.0,Gabriel Iván Mercado,0.0,17,8,Mercado,285,,5.0,3.0,,3.0,,,4.0,,,,,4.0,,,,,,,
93,2,samuel-xavier,73384,5.04,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_yDwEEkd.png,,Fluminense,2.46,False,S. Xavier,7,0.0,Samuel Xavier Brito,0.0,17,10,Samuel Xavier,266,1.0,10.0,12.0,1.0,21.0,,,2.0,,2.0,,1.0,,,,,,,,
94,3,bruno-alves,73620,4.08,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_k3QDtbn.png,,Cuiabá,2.43,False,B. Alves,6,0.0,Bruno Fabiano Alves,0.0,17,10,Bruno Alves,1371,,8.0,6.0,1.0,9.0,,,,,1.0,,,2.0,,,,,,,
95,3,rodrigo-caio,73800,5.38,https://s.sde.globo.com/media/person_role/2024/06/03/photo_FORMATO_F2HtPRp.png,,Grêmio,0.0,False,R. Caio,6,0.0,Rodrigo Caio Coquette Russo,0.0,17,1,Rodrigo Caio,284,,,,,,,,,,,,,,,,,,,,
96,3,walisson-maia,73991,3.54,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_o2efsws.png,,Criciúma,2.34,False,W. Maia,6,0.0,Walisson Moreira Farias Maia,0.0,17,8,Walisson Maia,288,1.0,5.0,8.0,,1.0,,,1.0,,2.0,,,2.0,,,,,1.0,,
97,3,zapata,74028,4.0,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_XyzYIOg.png,,Vitória,0.0,False,Zapata,6,0.0,Cristián Eduardo Zapata Valencia,0.0,17,0,Zapata,287,,,,,,,,,,,,,,,,,,,,
98,1,gatito-fernandez,74061,6.82,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_XgarVDI.png,,Botafogo,2.0,False,G. Fernández,6,0.0,Roberto Junior Fernández Torres,0.0,17,3,Gatito Fernández,263,,,,,,,,1.0,,,,,1.0,6.0,4.0,,,,,
99,5,campbell,74157,7.0,https://s.sde.globo.com/media/person_role/2024/07/17/photo_220x220_WdH8RPs.png,,Atlético-GO,0.0,False,Campbell,6,0.0,Joel Nathaniel Campbell Samuels,0.0,17,0,Campbell,373,,,,,,,,,,,,,,,,,,,,
100,4,jorginho,77544,4.0,https://s.sde.globo.com/media/person_role/2023/05/14/photo_FORMATO_BSixVEC.png,,Atlético-GO,0.0,False,Jorginho,6,0.0,Jorge de Moura Xavier,0.0,17,0,Jorginho,373,,,,,,,,,,,,,,,,,,,,
101,2,madson,78077,4.03,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_QT62TtG.png,,Athlético-PR,2.06,False,Madson,6,0.0,Madson Ferreira dos Santos,0.0,17,13,Madson,293,1.0,4.0,5.0,,8.0,,,2.0,,2.0,,1.0,3.0,,,,,,,
102,5,everaldo,78117,8.14,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_ZTjMF4T.png,,Bahia,5.36,False,Everaldo,7,0.0,Everaldo Stum,0.0,17,15,Everaldo,265,1.0,6.0,19.0,10.0,9.0,2.0,,2.0,,7.0,6.0,2.0,,,,,,,,
103,3,gustavo-henrique,78248,5.14,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_eaP6jN7.png,,Corinthians,0.71,True,G. Henrique,6,-0.3,Gustavo Henrique Vernes,-0.26,17,8,Gustavo Henrique,264,,2.0,9.0,1.0,3.0,,,2.0,1.0,4.0,,,1.0,,,,,,,
104,2,rene,78445,8.41,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PNCSDK4.png,,Internacional,5.29,False,Renê,6,0.0,Renê Rodrigues Martins,0.0,17,11,Renê,285,1.0,21.0,8.0,3.0,13.0,,,2.0,,3.0,,,4.0,,,,,,,
105,6,claudio-tencati,78450,6.23,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_54lwaii.png,,Criciúma,4.39,True,C. Tencati,7,3.58,Cláudio Tencati,-0.09,17,14,Cláudio Tencati,288,,,,,,,4.0,,,,,,,,,,,,,
106,4,jean-mota,78548,3.48,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_hp4AXuX.png,,Vitória,1.5,True,J. Mota,7,1.3,Jean Mota Oliveira de Sousa,-0.3,17,12,Jean Mota,287,,2.0,6.0,2.0,5.0,1.0,,,,2.0,1.0,1.0,,,,,,,,
107,5,jonathan-cafu,78580,4.17,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_EstVL0K.png,,Cuiabá,2.33,False,J. Cafu,7,0.0,Jonathan Renato Barbosa,0.0,17,11,Jonathan Cafu,1371,,7.0,11.0,3.0,13.0,,,,,3.0,1.0,,,,,,,,,
108,4,gabriel,78605,4.13,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_SpOJ3BZ.png,,Athlético-PR,1.05,False,Gabriel,6,0.0,Gabriel Girotto Franco,0.0,17,4,Gabriel,293,,3.0,4.0,,2.0,,,,,1.0,,,,,,,,,,
109,4,ramiro,78715,4.65,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_MK4CCfT.png,,Cruzeiro,1.93,False,Ramiro,6,0.0,Ramiro Moschen Benetti,0.0,17,14,Ramiro,283,,16.0,14.0,1.0,7.0,,,2.0,,2.0,1.0,1.0,,,,,,,,
110,2,reinaldo,78850,7.26,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_v8J7R5r.png,,Grêmio,4.08,True,Reinaldo,7,3.0,Reinaldo Manoel da Silva,-0.03,17,9,Reinaldo,284,,10.0,7.0,7.0,7.0,,,2.0,,5.0,1.0,1.0,1.0,,,,,,,
111,3,thiago-santos,78855,2.05,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_L3ovhxb.png,,Fluminense,0.75,False,T. Santos,2,0.0,Thiago dos Santos,0.0,17,8,Thiago Santos,266,,7.0,12.0,2.0,2.0,,,2.0,,1.0,,,,,,,,1.0,,
112,3,luiz-felipe,79035,3.56,https://s.sde.globo.com/media/person_role/2023/08/16/photo_FORMATO_vnMYw4d.png,,Atlético-GO,2.85,False,L. Felipe,6,0.0,Luiz Felipe do Nascimento dos Santos,0.0,17,7,Luiz Felipe,373,,10.0,6.0,1.0,1.0,,,2.0,1.0,,1.0,,1.0,,,,1.0,1.0,,
113,3,victor-cuesta,79113,4.59,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO.png,,Bahia,1.63,False,V. Cuesta,2,0.0,Víctor Leandro Cuesta,0.0,17,3,Víctor Cuesta,265,,4.0,4.0,,3.0,,,1.0,,1.0,,,,,,,,,,
114,4,filipe-augusto,79268,1.52,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_AseAsft.png,,Cuiabá,0.35,False,F. Augusto,7,0.0,Filipe Augusto Carvalho Souza,0.0,17,6,Filipe Augusto,1371,,4.0,9.0,1.0,2.0,,,3.0,,1.0,,,,,,,,,,
115,6,roger-machado,79437,7.12,https://s.sde.globo.com/media/person_role/2021/04/27/ec1e7e490c3a05088fd967b9e2468216_FORMATO.png,,Internacional,4.96,True,R. Machado,7,4.09,Roger Machado Marques,-0.86,17,14,Roger Machado,285,,,,,,,4.0,,,,,,,,,,,,,
116,5,cano,79631,7.59,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_uSA2481.png,,Fluminense,2.6,False,Cano,6,0.0,Germán Ezequiel Cano,0.0,17,12,Cano,266,,2.0,4.0,11.0,3.0,1.0,,3.0,,9.0,1.0,,,,,,,,,
117,4,lucas-silva,79701,4.07,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_KnivRCo.png,,Cruzeiro,1.48,False,L. Silva,7,0.0,Lucas Silva Borges,0.0,17,14,Lucas Silva,283,,6.0,11.0,4.0,9.0,,,3.0,,7.0,1.0,,,,,,,,1.0,
118,3,antonio-carlos,79702,2.03,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Cwpf6R7.png,,Fluminense,0.64,False,A. Carlos,2,0.0,Antônio Carlos Cunha Capocasali Júnior,0.0,17,9,Antônio Carlos,266,,3.0,5.0,,8.0,,,1.0,,1.0,,1.0,,,,,,,,
119,4,jadson,80129,8.96,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_1INRw87.png,,Juventude,5.58,True,Jadson,7,3.3,Jadson Alves dos Santos,-0.85,17,12,Jadson,286,3.0,31.0,19.0,4.0,20.0,,,4.0,1.0,6.0,1.0,2.0,,,,,,,,
120,4,yago-pikachu,80196,4.6,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QAL0UhA.png,,Fortaleza,2.99,True,Y. Pikachu,7,1.2,Glaybson Yago Souza Lisboa,-0.3,17,14,Yago Pikachu,356,2.0,10.0,7.0,1.0,21.0,,,3.0,,7.0,1.0,2.0,,,,,,,,
121,5,rafa-silva,80225,5.88,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_UXvdhXA.png,,Cruzeiro,4.04,False,R. Silva,6,0.0,Rafael da Silva,0.0,17,8,Rafa Silva,283,,4.0,6.0,4.0,4.0,,,2.0,,1.0,3.0,3.0,,,,,,,,
122,5,luciano,80287,11.13,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hqCxZF4.png,,São Paulo,6.95,True,Luciano,7,5.4,Luciano da Rocha Neves,0.22,17,14,Luciano,276,1.0,15.0,17.0,11.0,25.0,2.0,,6.0,,11.0,6.0,2.0,,,,1.0,1.0,,,
123,2,gilberto,80313,7.51,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_iy1T2ej.png,,Bahia,4.75,False,Gilberto,6,0.0,Gilberto Moraes Júnior,0.0,17,9,Gilberto,265,,15.0,9.0,,11.0,,,,,5.0,1.0,1.0,2.0,,,,,,,
124,5,arthur-caike,80337,4.4,https://s.sde.globo.com/media/person_role/2024/04/12/photo_220x220.png,,Criciúma,3.32,True,A. Caíke,7,2.2,Arthur Caíke do Nascimento Cruz,-0.22,17,14,Arthur Caíke,288,,2.0,11.0,5.0,16.0,1.0,,,,9.0,3.0,8.0,,,,,,,,
125,3,pedro-geromel,80853,5.27,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_6dWdAJP.png,,Grêmio,2.38,False,P. Geromel,6,0.0,Pedro Tonon Geromel,0.0,17,5,Pedro Geromel,284,,1.0,2.0,1.0,1.0,,,2.0,,2.0,,,2.0,,,,,,,
126,4,jair,81091,4.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,,Vasco,0.0,False,Jair,5,0.0,Jair Rodrigues Júnior,0.0,17,0,Jair,267,,,,,,,,,,,,,,,,,,,,
127,2,mayke,81150,8.1,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_pz3GebS.png,,Palmeiras,4.6,True,Mayke,7,2.4,Mayke Rocha de Oliveira,0.0,17,15,Mayke,275,,24.0,11.0,,6.0,,,3.0,,1.0,1.0,2.0,7.0,,,,,,,
128,5,rossi,81798,4.43,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8UqKNri.png,,Vasco,1.75,False,Rossi,6,0.0,Rosicley Pereira da Silva,0.0,17,11,Rossi,267,1.0,12.0,9.0,,8.0,,,2.0,,1.0,,2.0,,,,,,,,
129,4,alisson,81845,6.88,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_fS2GyF1.png,,São Paulo,3.59,True,Alisson,5,8.4,Alisson Euler de Freitas Castro,0.88,17,16,Alisson,276,2.0,25.0,21.0,4.0,27.0,,,4.0,,2.0,1.0,,,,,,,,,
130,1,joao-ricardo,81881,7.94,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_yXqoxi8.png,,Fortaleza,5.16,True,J. Ricardo,7,1.0,João Ricardo Riedi,-0.71,17,16,João Ricardo,356,,1.0,,,1.0,,,,,,,,5.0,72.0,16.0,,,,,
131,4,willian-oliveira,81952,8.09,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_AuUF822.png,,Vitória,5.57,True,W. Oliveira,7,4.7,Willian Osmar de Oliveira Silva,-0.01,17,15,Willian Oliveira,287,,23.0,16.0,,25.0,,,1.0,,9.0,5.0,,,,,,2.0,,,
132,4,ze-rafael,82455,4.91,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_BAUllGq.png,,Palmeiras,1.76,False,Z. Rafael,6,0.0,José Rafael Vivian,0.0,17,9,Zé Rafael,275,1.0,8.0,17.0,1.0,11.0,,,3.0,,2.0,,,,,,,1.0,,,
133,4,otavio,82463,5.58,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_y7upQyC.png,,Atlético-MG,3.5,True,Otávio,7,1.7,Otávio Henrique Passos Santos,-0.72,17,9,Otávio,282,,23.0,13.0,2.0,6.0,,,,,3.0,,,,,,,,,,
134,5,luiz-araujo,82627,8.83,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_HkAAcVs.png,,Flamengo,6.04,False,L. Araújo,6,0.0,Luiz de Araújo Guimarães Neto,0.0,17,16,Luiz Araújo,262,4.0,21.0,14.0,8.0,23.0,1.0,,1.0,,11.0,3.0,1.0,,,,,,,,
135,2,tinga,82628,6.35,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_vAKLb1d.png,,Fortaleza,3.77,True,Tinga,7,11.2,Guilherme de Jesus da Silva,1.37,17,16,Tinga,356,,21.0,12.0,,5.0,1.0,,1.0,,3.0,1.0,,5.0,,,,,1.0,,
136,2,marcelo-hermes,82639,5.38,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_g9yt731.png,,Criciúma,3.51,True,M. Hermes,7,2.0,Marcelo Gazella Hermes,-0.14,17,13,Marcelo Hermes,288,1.0,17.0,11.0,2.0,4.0,,,2.0,,4.0,1.0,,2.0,,,,,,,
137,4,wellington-rato,82766,6.42,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_NhIGhAv.png,,São Paulo,1.16,True,W. Rato,6,3.6,Wellington Soares da Silva,0.41,17,9,Wellington Rato,276,,3.0,2.0,3.0,5.0,,,,,2.0,,2.0,,,,,,,,
138,5,gabriel,83257,6.44,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_EM6z7aN.png,,Flamengo,1.95,False,Gabriel,6,0.0,Gabriel Barbosa Almeida,0.0,17,6,Gabriel,262,,,,1.0,4.0,,,,,1.0,1.0,3.0,,,,,,,,
139,3,leo-pereira,83528,5.95,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_rrGsWJ1.png,,Flamengo,2.14,False,L. Pereira,6,0.0,Leonardo Pereira,0.0,17,13,Léo Pereira,262,,12.0,9.0,,9.0,,,4.0,,2.0,,,3.0,,,,,1.0,,
140,3,neris,83786,4.47,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_qC7iq64.png,,Cruzeiro,2.13,False,Neris,6,0.0,Hueglo dos Santos Neris,0.0,17,6,Neris,283,,7.0,9.0,1.0,2.0,,,,,,,1.0,1.0,,,,,,,
141,5,clayson,83817,3.72,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_eqdux0f.png,,Cuiabá,1.91,False,Clayson,6,0.0,Clayson Henrique da Silva Vieira,0.0,17,12,Clayson,1371,,3.0,6.0,3.0,14.0,,,3.0,,6.0,1.0,3.0,,,,,1.0,,,
142,5,tiquinho-soares,84042,11.26,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_pjwDNV1.png,,Botafogo,4.35,True,T. Soares,7,9.8,Francisco das Chagas Soares dos Santos Meireles,1.4,17,11,Tiquinho Soares,263,2.0,4.0,19.0,1.0,22.0,,,3.0,,7.0,3.0,2.0,,,,,,,,
143,3,jemerson,84263,5.81,https://s.sde.globo.com/media/person_role/2024/05/22/photo_FORMATO_PHlhzVS.png,,Grêmio,3.13,False,Jemerson,6,0.0,Jemerson de Jesus Nascimento,0.0,17,3,Jemerson,284,,,2.0,,4.0,,,2.0,,,,,2.0,,,,,,,
144,1,alisson,84266,2.16,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_Ea5KMU8.png,,Criciúma,1.12,False,Alisson,6,0.0,Alisson Machado dos Santos,0.0,17,4,Alisson,288,,,,,1.0,,,1.0,,,,,,9.0,4.0,,,,,
145,4,fernando-sobral,84428,5.94,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_dW9VacB.png,,Cuiabá,3.2,False,F. Sobral,7,0.0,Fernando Pereira do Nascimento,0.0,17,12,Fernando Sobral,1371,,16.0,2.0,3.0,12.0,,,1.0,,4.0,1.0,1.0,,,,,,,,
146,4,lucas-romero,84558,5.06,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pUYQrUf.png,,Cruzeiro,2.94,False,L. Romero,7,0.0,Lucas Daniel Romero,0.0,17,13,Lucas Romero,283,1.0,26.0,18.0,2.0,10.0,,,1.0,1.0,5.0,,,,,,,,,,
147,4,fellipe-mateus,84587,6.93,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_3jr11fx.png,,Criciúma,4.16,True,F. Mateus,7,1.8,Fellipe Mateus de Sena Araújo,-0.63,17,10,Fellipe Mateus,288,,6.0,6.0,5.0,26.0,,,1.0,,4.0,2.0,,,,,,,1.0,,
148,4,lucas-evangelista,84674,7.96,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_gMVR2lN.png,,Bragantino,3.96,False,L. Evangelista,7,0.0,Lucas Evangelista Santana de Oliveira,0.0,17,11,Lucas Evangelista,280,1.0,10.0,10.0,3.0,15.0,,,2.0,,6.0,2.0,4.0,,,,,,,,
149,2,varela,84816,5.73,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RMaWUM3.png,,Flamengo,4.5,False,Varela,6,0.0,Guillermo Varela Olivera,0.0,17,5,Varela,262,,7.0,7.0,1.0,10.0,,,,,,,,2.0,,,,,,,
150,5,rafael-ratao,84918,5.14,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_q8xm0Ax.png,,Bahia,2.97,False,R. Ratão,6,0.0,Rafael Rogério da Silva,0.0,17,3,Rafael Ratão,265,,,1.0,1.0,,,,,,,1.0,,,,,,,,,
151,1,marcos-felipe,85004,7.24,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JDJmU6R.png,,Bahia,3.51,False,M. Felipe,7,0.0,Marcos Felipe de Freitas Monteiro,0.0,17,15,Marcos Felipe,265,,1.0,,,1.0,,,1.0,,,,,4.0,50.0,18.0,,,,,
152,4,oscar-romero,85034,6.68,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_oSZD8nT.png,,Botafogo,3.31,False,Ã. Romero,6,0.0,Óscar David Romero Villamayor,0.0,17,13,Óscar Romero,263,3.0,17.0,8.0,6.0,12.0,,,4.0,,1.0,,,,,,,,,,
153,2,damian-suarez,85277,6.18,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_DpJN07P.png,,Botafogo,3.87,True,D. Suárez,7,6.6,Damián Nicolás Suárez,0.29,17,14,Damián Suárez,263,1.0,16.0,20.0,1.0,10.0,,,4.0,,5.0,,2.0,6.0,,,,,,,
154,4,alex-santana,85465,3.54,https://s.sde.globo.com/media/person_role/2024/07/15/photo_FORMATO_QlEJyTM.png,,Corinthians,0.6,True,A. Santana,7,4.6,Alex Paulo Menezes Santana,0.71,17,5,Alex Santana,264,,3.0,4.0,,2.0,,,2.0,,2.0,,,,,,,,,,
155,3,leo,85626,4.57,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_EPoR3bv.png,,Vasco,2.68,True,Léo,7,6.1,Leonardo Pinheiro da Conceição,-0.17,17,14,Léo,267,,13.0,9.0,1.0,7.0,,,,,,,1.0,4.0,,,,,,,
156,4,ricardo-ryller,85856,4.0,https://s.sde.globo.com/media/person_role/2024/07/02/photo_220x220.png,,Vitória,0.0,False,R. Ryller,6,0.0,Ricardo Ryller Ribeiro Lino Silva,0.0,17,0,Ricardo Ryller,287,,,,,,,,,,,,,,,,,,,,
157,4,hyoran,85931,4.63,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_7KxaYiF.png,,Internacional,1.83,False,Hyoran,7,0.0,Hyoran Kaue Dalmoro,0.0,17,7,Hyoran,285,,5.0,5.0,1.0,8.0,,,,,4.0,,1.0,,,,,,,,
158,5,bolasie,86292,6.44,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_r97hBeS.png,,Criciúma,4.24,True,Bolasie,7,-0.3,Yannick Bolasie,-0.5,17,13,Bolasie,288,3.0,6.0,20.0,8.0,8.0,1.0,,2.0,,11.0,2.0,4.0,,,,,,,,
159,5,caio-dantas,86362,3.0,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_YkGHL6O.png,,Vitória,0.0,False,C. Dantas,6,0.0,Caio Henrique da Silva Dantas,0.0,17,0,Caio Dantas,287,,,,,,,,,,,,,,,,,,,,
160,2,victor-luis,86410,4.22,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_C2XW4GI.png,,Vasco,2.69,True,V. Luis,6,5.0,Victor Luis Chuab Zamblauskas,0.82,17,7,Victor Luis,267,,10.0,8.0,1.0,6.0,,,2.0,1.0,,,,2.0,,,,,,,
161,5,keno,86485,4.87,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_EdYl0O3.png,,Fluminense,1.31,False,Keno,6,0.0,Marcos da Silva França,0.0,17,10,Keno,266,,5.0,8.0,2.0,7.0,,,,,5.0,,3.0,,,,,,,,
162,1,jandrei,86508,6.32,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_FD4URNn.png,,São Paulo,3.06,False,Jandrei,6,0.0,Jandrei Chitolina Carniel,0.0,17,8,Jandrei,276,,,,,5.0,,,,,,,,2.0,22.0,10.0,,,,,
163,3,rodrigo,86684,4.62,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_fIUc997.png,,Criciúma,3.21,True,Rodrigo,7,0.7,Rodrigo Fagundes de Freitas,-0.02,17,13,Rodrigo,288,1.0,23.0,14.0,,6.0,1.0,,3.0,,2.0,,1.0,2.0,,,,,1.0,,
164,4,tche-tche,86686,3.51,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_DbXXPxM.png,,Botafogo,1.33,True,T. Tchê,6,0.0,Danilo das Neves Pinheiro,-0.43,17,14,Tchê Tchê,263,,7.0,5.0,2.0,11.0,,,1.0,,6.0,,,,,,,,,,
165,2,jonathan,86713,3.39,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_9loGKby.png,,Criciúma,2.12,False,Jonathan,6,0.0,Jonathan Francisco Lemos,0.0,17,6,Jonathan,288,,9.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
166,5,everton,86757,7.54,https://s.sde.globo.com/media/person_role/2024/04/08/photo_FORMATO_JoKRQsF.png,,Flamengo,6.2,False,Everton,7,0.0,Everton Sousa Soares,0.0,17,6,Everton,262,2.0,5.0,2.0,6.0,4.0,,,,,6.0,1.0,2.0,,,,,,,,
167,4,matheus-rossetto,86766,3.83,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_zgLfj3l.png,,Fortaleza,1.78,True,M. Rossetto,6,7.7,Matheus Rossetto,1.49,17,6,Matheus Rossetto,356,,10.0,6.0,,3.0,,,1.0,,,,,,,,,,,,
