,atletas.posicao_id,atletas.slug,atletas.atleta_id,atletas.preco_num,atletas.foto,atletas.minimo_para_valorizar,atletas.clube.id.full.name,atletas.media_num,atletas.entrou_em_campo,atletas.apelido_abreviado,atletas.status_id,atletas.pontos_num,atletas.nome,atletas.variacao_num,atletas.rodada_id,atletas.jogos_num,atletas.apelido,atletas.clube_id,A,DS,FC,FD,FS,FT,V,CA,CV,FF,G,I,SG,DE,GS,PP,PS,PC,GC,DP
168,4,danilo-barbosa,86777,6.89,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_p79ATUg.png,,Botafogo,3.88,True,D. Barbosa,6,0.0,Danilo Barbosa da Silva,-0.99,17,14,Danilo Barbosa,263,2.0,17.0,13.0,,7.0,,,3.0,,3.0,3.0,,,,,,1.0,,,
169,4,jose-welison,86859,3.94,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QbOqp5G.png,,Fortaleza,1.71,False,J. Welison,6,0.0,José Welison da Silva,0.0,17,10,José Welison,356,,14.0,6.0,,3.0,,,1.0,,2.0,,,,,,,,,,
170,1,leo-jardim,87008,8.13,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_goyzWhz.png,,Vasco,4.13,True,L. Jardim,7,13.0,Leonardo César Jardim,1.0,17,17,Léo Jardim,267,,,,,,,,,,,,,4.0,76.0,26.0,,,,,
171,4,nathan,87009,3.75,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_UqG87oy.png,,Grêmio,0.92,True,Nathan,6,1.2,Nathan Allan de Souza,-0.29,17,4,Nathan,284,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,
172,3,pedro-henrique,87225,5.22,https://s.sde.globo.com/media/person_role/2024/04/24/photo_FORMATO_oxcf1Uy.png,,Bragantino,2.71,False,P. Henrique,7,0.0,Pedro Henrique Ribeiro Gonçalves,0.0,17,11,Pedro Henrique,280,,16.0,11.0,,8.0,,,2.0,,,1.0,1.0,1.0,,,,,1.0,,
173,2,guilherme-arana,87228,11.42,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_7gOybCT.png,,Atlético-MG,6.47,True,G. Arana,3,1.1,Guilherme Antonio Arana Lopes,-0.85,17,8,Guilherme Arana,282,1.0,16.0,6.0,3.0,4.0,,,3.0,,5.0,1.0,2.0,3.0,,,,,,,
174,4,carlos-de-pena,87242,2.54,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_fnqPxDu.png,,Bahia,0.68,False,C. Pena,6,0.0,Carlos María de Pena Bonino,0.0,17,14,Carlos de Pena,265,1.0,3.0,5.0,1.0,4.0,,,3.0,,3.0,,,,,,,,,,
175,5,soteldo,87258,9.2,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_tv5qGBE.png,,Grêmio,4.17,True,Soteldo,7,3.5,Yeferson Julio Soteldo Martínez,0.1,17,6,Soteldo,284,1.0,3.0,1.0,3.0,7.0,,,,,2.0,1.0,,,,,,,,,
176,3,kannemann,87342,2.6,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_f52uCmN.png,,Grêmio,0.58,False,Kannemann,7,0.0,Walter Kannemann,0.0,17,6,Kannemann,284,1.0,6.0,9.0,,2.0,,,4.0,1.0,,,,,,,,,,,
177,5,allano,87391,2.71,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_4fbfMIP.png,,Criciúma,1.1,True,Allano,7,0.2,Allano Brendon de Souza Lima,-0.11,17,8,Allano,288,,7.0,8.0,2.0,8.0,,,2.0,1.0,2.0,,2.0,,,,,,,,
178,4,thaciano,87470,6.3,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO_wgwd4Ze.png,,Bahia,3.82,False,Thaciano,7,0.0,Thaciano Mickael da Silva,0.0,17,14,Thaciano,265,,7.0,7.0,3.0,5.0,1.0,,3.0,,13.0,4.0,13.0,,,,,,,,
179,1,mateus-pasinato,87603,2.59,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_5YNRqaD.png,,Cuiabá,-1.0,False,M. Pasinato,6,0.0,Mateus Pasinato,0.0,17,0,Mateus Pasinato,1371,,,,,,,,1.0,,,,,,,,,,,,
180,4,galdames,87660,4.82,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8l71w1x.png,,Vasco,2.19,True,Galdames,6,2.4,Pablo Ignacio Galdames Millán,0.41,17,11,Galdames,267,1.0,17.0,25.0,2.0,9.0,,,3.0,,3.0,,1.0,,,,,,,,
181,4,yago-felipe,87747,2.48,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_wf2lvdn.png,,Bahia,-0.27,False,Y. Felipe,6,0.0,Yago Felipe da Costa Rocha,0.0,17,3,Yago Felipe,265,,,2.0,,,,,1.0,,1.0,,,,,,,,,,
182,3,mauricio-lemos,87853,9.41,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,,Atlético-MG,2.65,False,M. Lemos,5,0.0,Paolo Mauricio Lemos Merladett,0.0,17,6,Mauricio Lemos,282,,4.0,10.0,,1.0,,,3.0,,2.0,,,3.0,,,,,,,
183,4,arrascaeta,87863,15.9,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_ehYT9k1.png,,Flamengo,6.55,False,Arrascaeta,7,0.0,Giorgian Daniel de Arrascaeta Benedetti,0.0,17,4,Arrascaeta,262,2.0,,3.0,2.0,9.0,,,1.0,,4.0,1.0,,,,,,,,,
184,4,gustavo-scarpa,87999,11.42,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_UXqyPlk.png,,Atlético-MG,6.01,True,G. Scarpa,7,4.4,Gustavo Henrique Furtado Scarpa,-0.15,17,15,Gustavo Scarpa,282,4.0,12.0,7.0,12.0,22.0,1.0,,3.0,,11.0,3.0,3.0,,,,,,,,
185,3,alan-empereur,88033,3.12,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_yJZY7yN.png,,Cuiabá,2.05,False,A. Empereur,3,0.0,Alan Pereira Empereur,0.0,17,11,Alan Empereur,1371,1.0,2.0,5.0,,8.0,,,4.0,,2.0,,,3.0,,,,,,,
186,1,ivan,88136,3.0,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_TR1I7LU.png,,Internacional,0.0,False,Ivan,5,0.0,Ivan Quaresma da Silva,0.0,17,0,Ivan,285,,,,,,,,,,,,,,,,,,,,
187,3,junior-alonso,88312,8.62,https://s.sde.globo.com/media/person_role/2022/07/15/18f148a4c0e6304c4e127291f1935424_FORMATO.png,,Atlético-MG,8.5,True,J. Alonso,7,8.5,Júnior Osmar Ignacio Alonso Mujica,2.62,17,1,Junior Alonso,282,,,1.0,,,,,,,1.0,1.0,,,,,,,,,
188,5,angel-romero,88323,6.91,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_1ruJswV.png,,Corinthians,3.14,True,Ã. Romero,7,11.0,Ángel Rodrigo Romero Villamayor,1.46,17,11,Ángel Romero,264,,9.0,5.0,2.0,18.0,,,2.0,,10.0,1.0,2.0,,,,,,,,
189,2,ayrton-lucas,88393,7.68,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_vtzXktM.png,,Flamengo,4.91,False,A. Lucas,7,0.0,Ayrton Lucas Dantas de Medeiros,0.0,17,13,Ayrton Lucas,262,1.0,16.0,9.0,2.0,14.0,2.0,,1.0,,6.0,1.0,,3.0,,,,,,,
190,4,walace,88479,7.0,https://s.sde.globo.com/media/person_role/2024/07/02/photo_FORMATO_WwpovZU.png,,Cruzeiro,0.0,False,Walace,6,0.0,Walace Souza Silva,0.0,17,0,Walace,283,,,,,,,,,,,,,,,,,,,,
191,6,petit,89141,6.35,https://s.sde.globo.com/media/person_role/2024/05/06/photo_FORMATO_dWuxEhT.png,,Cuiabá,4.52,False,Petit,7,0.0,Armando Gonçalves Teixeira,0.0,17,9,Petit,1371,,,,,,,2.0,,,,,,,,,,,,,
192,4,barreto,89224,5.4,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_ppF3oM9.png,,Criciúma,3.87,True,Barreto,7,3.5,Gustavo Bonatto Barreto,0.11,17,14,Barreto,288,1.0,24.0,29.0,3.0,14.0,1.0,,2.0,,2.0,2.0,1.0,,,,,,,,
193,4,gerson,89256,6.23,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_mBAg0JY.png,,Flamengo,3.89,False,Gerson,7,0.0,Gerson Santos da Silva,0.0,17,16,Gerson,262,3.0,17.0,18.0,7.0,23.0,,,1.0,,7.0,1.0,1.0,,,,,,,,
194,2,joao-pedro,89273,5.14,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_yq877xk.png,,Grêmio,3.12,True,J. Pedro,7,1.2,João Pedro Maturano dos Santos,-0.52,17,12,João Pedro,284,1.0,10.0,3.0,2.0,6.0,1.0,,1.0,,5.0,,,2.0,,,,,,,
195,2,william,89275,12.16,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_Wno5RKV.png,,Cruzeiro,8.27,False,William,7,0.0,Willian de Asevedo Furtado,0.0,17,14,William,283,3.0,41.0,16.0,4.0,6.0,,,3.0,,7.0,2.0,,6.0,,,,,,,
196,5,erick,89467,4.76,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_GS948NH.png,,Juventude,3.85,True,Erick,7,-0.3,Erick Samuel Correa Farias,-1.55,17,14,Erick,286,,16.0,3.0,5.0,4.0,,,,,5.0,3.0,4.0,,,,,,,,
197,3,igor-rabello,89493,4.69,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,,Atlético-MG,1.92,False,I. Rabello,6,0.0,Igor Rabello da Costa,0.0,17,10,Igor Rabello,282,,8.0,8.0,1.0,2.0,,,2.0,1.0,1.0,,,3.0,,,,,1.0,,
198,4,thiago-maia,89637,4.68,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_CBUMmTU.png,,Internacional,2.39,False,T. Maia,5,0.0,Thiago Maia Alencar,0.0,17,10,Thiago Maia,285,,18.0,12.0,1.0,3.0,,,,,4.0,,,,,,,,,,
199,4,rodrigo-andrade,89646,3.29,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_j4J1Kog.png,,Vitória,1.92,False,R. Andrade,5,0.0,José Rodrigo Andrade Ramos,0.0,17,6,Rodrigo Andrade,287,,7.0,6.0,,5.0,,,,,3.0,,,,,,,,,,
200,5,iury-castilho,89695,4.39,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_5wPuqrz.png,,Vitória,3.23,False,I. Castilho,6,0.0,Iury Lirio Freitas de Castilho,0.0,17,4,Iury Castilho,287,,,6.0,,8.0,1.0,,1.0,,1.0,1.0,1.0,,,,,,,,
201,5,calleri,89840,10.19,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hF89kWc.png,,São Paulo,5.0,True,Calleri,2,0.9,Jonathan Calleri,-0.14,17,15,Calleri,276,2.0,6.0,20.0,7.0,31.0,2.0,,3.0,,8.0,4.0,15.0,,,,,,,,
202,4,cristaldo,89846,8.84,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_4i2PnOy.png,,Grêmio,4.72,False,Cristaldo,5,0.0,Franco Cristaldo,0.0,17,14,Cristaldo,284,1.0,14.0,4.0,6.0,17.0,,,,,6.0,3.0,2.0,,,,,1.0,,,
203,4,dodi,89883,3.09,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_SoQQafa.png,,Grêmio,1.32,True,Dodi,7,1.7,Douglas Moreira Fagundes,0.15,17,13,Dodi,284,,11.0,16.0,2.0,14.0,,,3.0,,3.0,,,,,,,,,,
204,5,everton-galdino,89918,2.13,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ywqLzxA.png,,Grêmio,0.65,True,E. Galdino,6,0.8,Everton Galdino Moreira,-0.24,17,12,Everton Galdino,284,,5.0,8.0,1.0,8.0,,,4.0,,4.0,,1.0,,,,,,,,
205,2,bruno-pacheco,90061,7.05,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_xopRGnx.png,,Fortaleza,3.56,False,B. Pacheco,6,0.0,Bruno de Jesus Pacheco,0.0,17,11,Bruno Pacheco,356,,12.0,7.0,,5.0,,,1.0,,3.0,1.0,,3.0,,,,,,,
206,5,bruno-henrique,90285,8.92,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JiNgXjg.png,,Flamengo,5.78,False,B. Henrique,6,0.0,Bruno Henrique Pinto,0.0,17,13,Bruno Henrique,262,,19.0,17.0,6.0,26.0,,,2.0,,7.0,4.0,3.0,,,,,2.0,,,
207,5,pedro-rocha,90302,5.14,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_Mch7ZGz.png,,Fortaleza,2.23,False,P. Rocha,6,0.0,Pedro Rocha Neves,0.0,17,3,Pedro Rocha,356,1.0,1.0,,,1.0,,,,,,,,,,,,,,,
208,4,lincoln,90303,6.44,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_3jS17Nq.png,,Bragantino,3.95,False,Lincoln,7,0.0,Lincoln Henrique Oliveira dos Santos,0.0,17,8,Lincoln,280,,8.0,4.0,,12.0,,,2.0,,4.0,2.0,,,,,,,,,
209,5,david,90309,8.96,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_4eK3iOa.png,,Vasco,4.57,True,David,7,10.6,David Correa da Fonseca,1.6,17,14,David,267,3.0,15.0,15.0,2.0,12.0,,,4.0,1.0,13.0,3.0,2.0,,,,,,,,
210,4,rezende,90449,3.6,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_0kSZPcN.png,,Bahia,1.17,False,Rezende,6,0.0,Júlio César de Rezende Miranda,0.0,17,12,Rezende,265,,11.0,9.0,,8.0,,,2.0,,2.0,,,,,,,,,,
211,5,diego-goncalves,90540,4.0,https://s.sde.globo.com/media/person_role/2024/07/13/photo_220x220_schK1aa.png,,Juventude,0.0,False,D. Gonçalves,6,0.0,Diego Gonçalves,0.0,17,0,Diego Gonçalves,286,,,,,,,,,,,,,,,,,,,,
212,4,caique,90588,4.82,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RJHB8O8.png,,Juventude,3.06,True,Caíque,7,5.8,Caique de Jesus Gonçalves,0.54,17,13,Caíque,286,,32.0,16.0,,21.0,,,4.0,,1.0,,,,,,,,1.0,,
213,1,mateus-claus,90590,3.86,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ahQNt5A.png,,Juventude,2.5,True,M. Claus,6,3.0,Mateus Eduardo Claus,0.4,17,2,Mateus Claus,286,,,,,,,,1.0,,,,,,8.0,2.0,,,,,
214,4,lucas-mineiro,90634,2.68,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_xH8ilrc.png,,Cuiabá,1.64,False,L. Mineiro,7,0.0,Lucas da Silva Izidoro,0.0,17,10,Lucas Mineiro,1371,,15.0,17.0,,8.0,,,2.0,,2.0,,1.0,,,,,,,,
215,4,matheuzinho,90703,8.62,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_oRcCuAx.png,,Vitória,5.51,False,Matheuzinho,7,0.0,Matheus Martins Fogaça de Paulo,0.0,17,15,Matheuzinho,287,4.0,14.0,9.0,9.0,30.0,,,2.0,,11.0,2.0,1.0,,,,,,,,
216,5,luiz-fernando,90715,8.71,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_TFNlZWH.png,,Atlético-GO,5.71,True,L. Fernando,7,4.0,Luiz Fernando Moraes dos Santos,-0.76,17,14,Luiz Fernando,373,,13.0,15.0,8.0,30.0,,,3.0,,11.0,5.0,5.0,,,1.0,,,,,
217,3,fabricio-bruno,90768,4.91,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_lglDAms.png,,Flamengo,2.85,False,F. Bruno,7,0.0,Fabrício Bruno Soares de Faria,0.0,17,14,Fabrício Bruno,262,,12.0,3.0,2.0,6.0,,,3.0,,1.0,1.0,,3.0,,,,,,,
218,3,ze-marcos,90943,3.46,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_s0j6JVw.png,,Juventude,2.64,False,Z. Marcos,6,0.0,José Marcos Alves Luis,0.0,17,8,Zé Marcos,286,,7.0,3.0,,12.0,,,4.0,,2.0,,,2.0,,,,,,,
219,3,cardona,90947,5.43,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_YucaBOt.png,,Fortaleza,4.6,False,Cardona,7,0.0,Tomás Cardona,0.0,17,6,Cardona,356,,7.0,5.0,,2.0,,,1.0,,1.0,,1.0,4.0,,,,,,,
220,1,ronaldo,91101,4.88,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_AaiyHtB.png,,Atlético-GO,2.81,True,Ronaldo,7,9.0,Ronaldo de Oliveira Strada,1.1,17,15,Ronaldo,373,1.0,,1.0,,3.0,,,1.0,1.0,,,,1.0,51.0,23.0,,,,,1.0
221,5,everaldo,91151,4.34,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_ZpwUiXj.png,,Vitória,1.23,True,Everaldo,6,3.0,Everaldo Silva do Nascimento,0.17,17,3,Everaldo,287,,2.0,4.0,,5.0,,,,,,,,,,,,,,,
222,2,pk,91190,3.68,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_lh9cyLQ.png,,Vitória,2.16,True,PK,7,4.7,Ítaro Patric Cardoso Calmon,0.76,17,8,PK,287,1.0,7.0,6.0,1.0,2.0,,,,1.0,2.0,,1.0,1.0,,,,,,,
223,4,carballo,91254,2.46,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_w5Qzw1m.png,,Grêmio,0.57,True,Carballo,6,2.0,Felipe Ignacio Carballo Ares,0.08,17,8,Carballo,284,,6.0,8.0,,2.0,,,2.0,,1.0,,,,,,,,,,
224,4,erick-pulgar,91473,4.12,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JP7R0QW.png,,Flamengo,1.64,False,E. Pulgar,7,0.0,Erick Antonio Pulgar Farfán,0.0,17,8,Erick Pulgar,262,,11.0,12.0,1.0,5.0,,,1.0,,1.0,,,,,,,,,,
225,3,rodrigo-sam,91509,5.23,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_CwBUWEK.png,,Juventude,4.27,True,R. Sam,7,5.5,Rodrigo Eduardo da Silva,0.29,17,7,Rodrigo Sam,286,,10.0,8.0,,7.0,,,2.0,,1.0,1.0,,2.0,,,,,,,
226,5,eder,91521,2.66,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_8rXUJzI.png,,Criciúma,0.78,True,Eder,6,0.0,Eder Citadin Martins,-0.1,17,12,Eder,288,,3.0,2.0,2.0,6.0,,,3.0,,5.0,,1.0,,,,,,,,
227,3,arboleda,91573,8.48,https://s.sde.globo.com/media/person_role/2024/05/07/photo_FORMATO_4juynn8.png,,São Paulo,4.2,True,Arboleda,7,11.3,Robert Abel Arboleda Escobar,1.46,17,15,Arboleda,276,,22.0,11.0,2.0,7.0,1.0,,2.0,,,1.0,1.0,5.0,,,,,,,
228,5,rony,91607,7.26,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_j8iPskd.png,,Palmeiras,3.92,True,Rony,7,4.0,Ronielson da Silva Barbosa,0.23,17,16,Rony,275,,13.0,17.0,12.0,21.0,,,4.0,,10.0,3.0,9.0,,,,,,,,
229,2,marlon,91706,8.91,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_6dy9M0T.png,,Cruzeiro,3.46,False,Marlon,5,0.0,Marlon Rodrigues Xavier,0.0,17,10,Marlon,283,,17.0,16.0,1.0,6.0,,,,2.0,1.0,,,4.0,,,,,,,
230,3,david-duarte,91772,4.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_laPiI8c.png,,Bahia,0.0,False,D. Duarte,2,0.0,David de Duarte Macedo,0.0,17,0,David Duarte,265,,,,,,,,,,,,,,,,,,,,
231,3,ze-ivaldo,91866,5.99,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_XkfvN4h.png,,Cruzeiro,4.01,False,Z. Ivaldo,7,0.0,José Ivaldo Almeida Silva,0.0,17,13,Zé Ivaldo,283,,10.0,12.0,6.0,11.0,,,5.0,,9.0,,2.0,6.0,,,,,1.0,,
232,5,pavon,91908,6.61,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_cVczRJH.png,,Grêmio,3.05,True,Pavón,7,3.2,Cristian David Pavón,0.17,17,12,Pavón,284,1.0,10.0,5.0,7.0,4.0,,,2.0,,6.0,1.0,1.0,,,,,,,,
233,6,ramon-diaz,92075,8.11,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO.png,,Corinthians,4.71,True,R. Díaz,6,7.29,Ramón Ángel Díaz,0.78,17,5,Ramón Díaz,264,,,,,,,2.0,,,,,,,,,,,,,
234,3,lyanco,92087,7.0,https://s.sde.globo.com/media/person_role/2024/07/05/photo_FORMATO_3LfkT8x.png,,Atlético-MG,0.0,False,Lyanco,6,0.0,Lyanco Evangelista Silveira Neves Vojnovic,0.0,17,0,Lyanco,282,,,,,,,,,,,,,,,,,,,,
235,5,andre-luis,92146,1.95,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Y6GBzlR.png,,Cuiabá,0.33,False,A. Luís,6,0.0,Andre Luis da Costa Alfredo,0.0,17,8,André Luís,1371,,2.0,5.0,,6.0,,,2.0,,1.0,,,,,,,,,,
236,5,alario,92149,2.45,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_5Z61ABy.png,,Internacional,-0.2,False,Alario,7,0.0,Lucas Nicolás Alario,0.0,17,8,Alario,285,,,7.0,1.0,4.0,,,4.0,,4.0,,9.0,,,,,,1.0,,
237,6,jair-ventura,92180,5.17,https://s.sde.globo.com/media/person_role/2018/09/06/d1103130500ec84fd8e37f1a20c60e1a_FORMATO.png,,Juventude,3.28,False,J. Ventura,7,0.0,Jair Ventura,0.0,17,9,Jair Ventura,286,,,,,,,2.0,,,,,,,,,,,,,
238,1,caique,92207,3.99,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_R17UU3T.png,,Grêmio,1.0,False,Caíque,6,0.0,Caíque Luiz Santos da Purificação,0.0,17,1,Caíque,284,,,,,,,,,,,,,,3.0,2.0,,,,,
239,3,rodrigo-ely,92237,4.4,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RubzI83.png,,Grêmio,2.65,True,R. Ely,6,1.7,Rodrigo Ely,-0.22,17,10,Rodrigo Ely,284,,8.0,6.0,3.0,6.0,1.0,,3.0,,4.0,,,2.0,,,,,1.0,,
240,3,andre-ramalho,92440,6.0,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_XTr7yqw.png,,Corinthians,0.0,False,A. Ramalho,6,0.0,André Ramalho Silva,0.0,17,0,André Ramalho,264,,,,,,,,,,,,,,,,,,,,
241,4,raul,92496,1.46,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_kP2nvPk.png,,Bragantino,0.22,False,Raul,6,0.0,Raul Lô Gonçalves,0.0,17,9,Raul,280,,2.0,8.0,1.0,,,,,,1.0,,,,,,,,,,
242,5,renato-kayzer,92696,4.84,https://s.sde.globo.com/media/person_role/2024/04/15/photo_FORMATO.png,,Fortaleza,2.2,False,R. Kayzer,6,0.0,Renato Kayzer de Souza,0.0,17,14,Renato Kayzer,356,,8.0,14.0,5.0,13.0,1.0,,1.0,1.0,8.0,1.0,6.0,,,,,,,,
243,5,deyverson,92708,8.09,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_K9KAkJa.png,,Cuiabá,4.3,False,Deyverson,6,0.0,Deyverson Brum Silva Acosta,0.0,17,1,Deyverson,1371,,1.0,,1.0,4.0,,,,,,,1.0,,,,,,,,
244,5,bruno-rodrigues,92811,5.0,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_lto9czN.png,,Palmeiras,0.0,False,B. Rodrigues,5,0.0,Bruno Rafael Rodrigues do Nascimento,0.0,17,0,Bruno Rodrigues,275,,,,,,,,,,,,,,,,,,,,
245,5,borre,92854,10.44,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_kHlqucZ.png,,Internacional,5.14,False,Borré,7,0.0,Rafael Santos Borré Maury,0.0,17,5,Borré,285,1.0,4.0,12.0,6.0,4.0,1.0,,2.0,,7.0,1.0,3.0,,,,1.0,,,,
246,2,palacios,92855,3.15,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_r6zWOHc.png,,Cruzeiro,1.2,False,Palacios,6,0.0,Helibelton Palacios Zapata,0.0,17,1,Palacios,283,,1.0,,,,,,,,,,,,,,,,,,
247,4,mateus-vital,93108,4.16,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_lwMqy9Y.png,,Cruzeiro,2.26,False,M. Vital,6,0.0,Mateus da Silva Vital Assumpção,0.0,17,7,Mateus Vital,283,,1.0,,1.0,6.0,,,,,3.0,1.0,,,,,,,,,
248,5,wanderson,93478,4.66,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_ntpiKUS.png,,Internacional,1.44,False,Wanderson,6,0.0,Wanderson Maciel Sousa Campos,0.0,17,11,Wanderson,285,,8.0,12.0,3.0,10.0,,,2.0,,4.0,,1.0,,,,,,,,
249,2,bruno-tubarao,93637,3.12,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_3mh3bUg.png,,Atlético-GO,1.2,False,B. Tubarão,6,0.0,Bruno Nunes de Barros,0.0,17,10,Bruno Tubarão,373,,8.0,6.0,1.0,5.0,,,2.0,,3.0,,,,,,,,,,
250,2,gabriel-inocencio,93702,5.05,https://s.sde.globo.com/media/person_role/2024/04/10/photo_FORMATO_P3G6ct6.png,,Juventude,3.98,True,G. Inocêncio,6,4.1,Gabriel de Souza Inocêncio,-0.38,17,8,Gabriel Inocêncio,286,,13.0,13.0,,9.0,,,1.0,,2.0,,,3.0,,,,,,,
251,2,paulo-henrique,93716,7.26,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_9IoUUlz.png,,Vasco,4.43,True,P. Henrique,7,12.3,Paulo Henrique de Oliveira Alves,0.76,17,17,Paulo Henrique,267,,38.0,27.0,3.0,10.0,,,2.0,,4.0,1.0,,4.0,,,,,,,
252,4,marlon-freitas,93790,4.33,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_IWdTjkg.png,,Botafogo,2.4,True,M. Freitas,7,2.9,Marlon Rodrigues Freitas,0.37,17,15,Marlon Freitas,263,2.0,18.0,7.0,2.0,4.0,,,2.0,,5.0,,,,,,,,,,
253,1,keiller,93834,4.0,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8APU3lV.png,,Vasco,0.0,False,Keiller,6,0.0,Keiller da Silva Nunes,0.0,17,0,Keiller,267,,,,,,,,,,,,,,,,,,,,
254,1,cleiton,93882,6.86,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_Ri9cYDm.png,,Bragantino,3.58,False,Cleiton,7,0.0,Cleiton Schwengber,0.0,17,13,Cleiton,280,,,,,1.0,,,1.0,,,,,2.0,44.0,14.0,,,,,1.0
255,4,matheusinho,93886,7.22,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_PCw311H.png,,Criciúma,5.17,True,Matheusinho,6,7.9,Matheus Leonardo Sales Cardoso,-0.22,17,12,Matheusinho,288,1.0,15.0,9.0,1.0,12.0,,,2.0,,6.0,4.0,2.0,,,,,,,,
