,atletas.posicao_id,atletas.status_id,atletas.nome,atletas.foto,atletas.media_num,atletas.entrou_em_campo,atletas.jogos_num,atletas.slug,atletas.pontos_num,atletas.apelido,atletas.minimo_para_valorizar,atletas.variacao_num,atletas.atleta_id,atletas.apelido_abreviado,atletas.clube.id.full.name,atletas.rodada_id,atletas.preco_num,atletas.clube_id,CA,DE,DP,GS,PC,SG,DS,FC,FD,FF,FS,FT,G,I,A,CV,PP,PS,GC,V
78,4,5,Gustavo Campanharo,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_XGJ1uLI.png,0.0,False,0,gustavo-campanharo,0.0,Gustavo Campanharo,,0.0,72497,G. Campanharo,Atlético-GO,13,5.0,373,,,,,,,,,,,,,,,,,,,,
79,2,7,Magno José da Silva,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_204au3d.png,3.31,True,10,maguinho,1.8,Maguinho,,0.13,72532,Maguinho,Atlético-GO,13,5.1,373,,,,,1.0,2.0,13.0,10.0,2.0,4.0,8.0,,,1.0,1.0,1.0,,,,
80,5,6,Pedro Henrique Konzen Medina da Silva,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_sB7v4Fv.png,1.1,True,3,pedro-henrique,0.5,Pedro Henrique,,-0.41,72583,P. Henrique,Corinthians,13,4.91,264,1.0,,,,,,2.0,1.0,,1.0,3.0,,,1.0,,,,,,
81,1,6,Maurício Kozlinski,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_EePQ79Y.png,0.0,False,0,mauricio-kozlinski,0.0,Maurício Kozlinski,,0.0,72595,M. Kozlinski,Fortaleza,13,3.0,356,,,,,,,,,,,,,,,,,,,,
82,3,6,Vitor Hugo Franchescoli de Souza,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_HuEb513.png,0.0,False,0,vitor-hugo,0.0,Vitor Hugo,,0.0,72605,V. Hugo,Bahia,13,4.0,265,,,,,,,,,,,,,,,,,,,,
83,4,7,Fernando Luiz Rosa,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_G29hOpk.png,3.19,True,12,fernandinho,1.4,Fernandinho,,-0.03,72775,Fernandinho,Athlético-PR,13,6.65,293,5.0,,,,,,12.0,20.0,7.0,2.0,14.0,,1.0,1.0,2.0,,,,,
84,3,6,Wílker José Ángel Romero,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_i1tcVtm.png,2.33,False,3,wilker-angel,0.0,Wilker Ángel,,0.0,72801,W. Ángel,Criciúma,13,3.37,288,,,,,,1.0,1.0,3.0,1.0,,1.0,,,,,,,,,
85,3,6,Gabriel Iván Mercado,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_o74D2pK.png,3.23,False,7,mercado,0.0,Mercado,,0.0,72951,Mercado,Internacional,13,5.96,285,4.0,,,,,4.0,5.0,3.0,,,3.0,,,,,,,,,
86,2,7,Samuel Xavier Brito,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_yDwEEkd.png,2.63,True,7,samuel-xavier,1.9,Samuel Xavier,,0.01,73384,S. Xavier,Fluminense,13,5.07,266,2.0,,,,,,7.0,9.0,1.0,2.0,14.0,,,1.0,1.0,,,,,
87,3,6,Bruno Fabiano Alves,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_k3QDtbn.png,2.44,True,8,bruno-alves,1.1,Bruno Alves,,0.06,73620,B. Alves,Cuiabá,13,4.08,1371,,,,,,2.0,5.0,5.0,1.0,1.0,6.0,,,,,,,,,
88,3,6,Rodrigo Caio Coquette Russo,https://s.sde.globo.com/media/person_role/2024/06/03/photo_FORMATO_F2HtPRp.png,0.0,False,0,rodrigo-caio,0.0,Rodrigo Caio,,0.0,73800,R. Caio,Grêmio,13,6.0,284,,,,,,,,,,,,,,,,,,,,
89,3,2,Walisson Moreira Farias Maia,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_o2efsws.png,2.37,False,6,walisson-maia,0.0,Walisson Maia,,0.0,73991,W. Maia,Criciúma,13,3.8,288,,,,,,1.0,3.0,5.0,,2.0,1.0,,,,1.0,,,,,
90,3,6,Cristián Eduardo Zapata Valencia,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_XyzYIOg.png,0.0,False,0,zapata,0.0,Zapata,,0.0,74028,Zapata,Vitória,13,4.0,287,,,,,,,,,,,,,,,,,,,,
91,1,6,Roberto Junior Fernández Torres,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_XgarVDI.png,2.0,False,3,gatito-fernandez,-1.0,Gatito Fernández,,1.19,74061,G. Fernández,Botafogo,13,6.82,263,1.0,6.0,,4.0,,1.0,,,,,,,,,,,,,,
92,4,6,Jorge de Moura Xavier,https://s.sde.globo.com/media/person_role/2023/05/14/photo_FORMATO_BSixVEC.png,0.0,False,0,jorginho,0.0,Jorginho,,0.0,77544,Jorginho,Atlético-GO,13,4.0,373,,,,,,,,,,,,,,,,,,,,
93,2,6,Madson Ferreira dos Santos,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_QT62TtG.png,2.43,False,10,madson,0.0,Madson,,0.0,78077,Madson,Athlético-PR,13,4.33,293,2.0,,,,,3.0,2.0,4.0,,2.0,7.0,,,,1.0,,,,,
94,5,7,Everaldo Stum,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_ZTjMF4T.png,5.7,True,12,everaldo,4.0,Everaldo,,-0.46,78117,Everaldo,Bahia,13,7.8,265,1.0,,,,,,5.0,13.0,7.0,5.0,8.0,2.0,5.0,2.0,1.0,,,,,
95,3,6,Gustavo Henrique Vernes,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_eaP6jN7.png,1.07,True,6,gustavo-henrique,-0.3,Gustavo Henrique,,-0.52,78248,G. Henrique,Corinthians,13,5.8,264,1.0,,,,,1.0,2.0,8.0,1.0,4.0,2.0,,,,,1.0,,,,
96,2,2,Renê Rodrigues Martins,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PNCSDK4.png,5.75,True,9,rene,2.5,Renê,,-0.22,78445,Renê,Internacional,13,8.83,285,2.0,,,,,4.0,16.0,8.0,3.0,3.0,12.0,,,,1.0,,,,,
97,6,7,Cláudio Tencati,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_54lwaii.png,4.28,True,10,claudio-tencati,3.91,Cláudio Tencati,,0.21,78450,C. Tencati,Criciúma,13,6.08,288,,,,,,,,,,,,,,,,,,,,3.0
98,4,2,Jean Mota Oliveira de Sousa,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_hp4AXuX.png,1.7,False,8,jean-mota,0.0,Jean Mota,,0.0,78548,J. Mota,Vitória,13,3.82,287,,,,,,,2.0,3.0,2.0,1.0,2.0,,1.0,1.0,,,,,,
99,5,7,Jonathan Renato Barbosa,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_EstVL0K.png,2.11,False,9,jonathan-cafu,0.0,Jonathan Cafu,,0.0,78580,J. Cafu,Cuiabá,13,3.55,1371,,,,,,,5.0,11.0,2.0,3.0,7.0,,1.0,,,,,,,
100,4,6,Gabriel Girotto Franco,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_SpOJ3BZ.png,1.6,True,2,gabriel,0.3,Gabriel,,-0.61,78605,Gabriel,Athlético-PR,13,5.0,293,,,,,,,3.0,3.0,,,1.0,,,,,,,,,
101,4,7,Ramiro Moschen Benetti,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_MK4CCfT.png,1.53,True,11,ramiro,3.7,Ramiro,,0.46,78715,Ramiro,Cruzeiro,13,3.82,283,2.0,,,,,,14.0,12.0,1.0,2.0,6.0,,,1.0,,,,,,
102,2,7,Reinaldo Manoel da Silva,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_v8J7R5r.png,5.08,True,5,reinaldo,11.5,Reinaldo,,0.98,78850,Reinaldo,Grêmio,13,8.78,284,1.0,,,,,1.0,4.0,3.0,5.0,2.0,4.0,,1.0,1.0,,,,,,
103,3,7,Thiago dos Santos,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_L3ovhxb.png,0.34,True,5,thiago-santos,1.5,Thiago Santos,,0.08,78855,T. Santos,Fluminense,13,1.86,266,1.0,,,,1.0,,3.0,8.0,1.0,1.0,1.0,,,,,,,,,
104,3,2,Luiz Felipe do Nascimento dos Santos,https://s.sde.globo.com/media/person_role/2023/08/16/photo_FORMATO_vnMYw4d.png,3.32,True,6,luiz-felipe,0.5,Luiz Felipe,,-1.57,79035,L. Felipe,Atlético-GO,13,3.82,373,2.0,,,,1.0,1.0,10.0,6.0,1.0,,1.0,,1.0,,,1.0,,1.0,,
105,3,6,Víctor Leandro Cuesta,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO.png,1.63,False,3,victor-cuesta,0.0,Víctor Cuesta,,0.0,79113,V. Cuesta,Bahia,13,4.59,265,1.0,,,,,,4.0,4.0,,1.0,3.0,,,,,,,,,
106,4,7,Filipe Augusto Carvalho Souza,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_AseAsft.png,0.42,True,5,filipe-augusto,-0.7,Filipe Augusto,,-0.75,79268,F. Augusto,Cuiabá,13,1.55,1371,2.0,,,,,,4.0,8.0,1.0,,1.0,,,,,,,,,
107,6,7,Roger Machado Marques,https://s.sde.globo.com/media/person_role/2021/04/27/ec1e7e490c3a05088fd967b9e2468216_FORMATO.png,4.68,True,11,roger-machado,3.18,Roger Machado,,-0.42,79437,R. Machado,Juventude,13,6.79,286,,,,,,,,,,,,,,,,,,,,3.0
108,5,7,Germán Ezequiel Cano,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_uSA2481.png,2.65,True,11,cano,-0.5,Cano,,-0.43,79631,Cano,Fluminense,13,7.54,266,2.0,,,,,,2.0,4.0,11.0,9.0,3.0,,1.0,,,,,,,
109,4,7,Lucas Silva Borges,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_KnivRCo.png,1.59,True,12,lucas-silva,1.6,Lucas Silva,,0.06,79701,L. Silva,Cruzeiro,13,4.49,283,2.0,,,,,,6.0,9.0,3.0,5.0,8.0,,1.0,,,,,,1.0,
110,3,7,Antônio Carlos Cunha Capocasali Júnior,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Cwpf6R7.png,1.0,True,6,antonio-carlos,0.0,Antônio Carlos,,-0.51,79702,A. Carlos,Fluminense,13,2.23,266,,,,,,,3.0,1.0,,1.0,4.0,,,1.0,,,,,,
111,4,7,Jadson Alves dos Santos,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_1INRw87.png,6.0,True,9,jadson,2.6,Jadson,,-0.08,80129,Jadson,Juventude,13,9.13,286,3.0,,,,,,25.0,15.0,4.0,4.0,17.0,,1.0,1.0,2.0,1.0,,,,
112,4,3,Glaybson Yago Souza Lisboa,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QAL0UhA.png,3.1,True,11,yago-pikachu,8.8,Yago Pikachu,,-0.54,80196,Y. Pikachu,Fortaleza,13,5.58,356,3.0,,,,,,7.0,6.0,1.0,5.0,15.0,,1.0,1.0,2.0,,,,,
113,5,6,Rafael da Silva,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_UXvdhXA.png,4.04,False,8,rafa-silva,0.0,Rafa Silva,,0.0,80225,R. Silva,Cruzeiro,13,5.88,283,2.0,,,,,,4.0,6.0,4.0,1.0,4.0,,3.0,3.0,,,,,,
114,5,3,Luciano da Rocha Neves,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hqCxZF4.png,7.22,True,11,luciano,14.8,Luciano,,1.13,80287,Luciano,São Paulo,13,12.43,276,6.0,,,,,,14.0,13.0,6.0,8.0,20.0,1.0,5.0,2.0,1.0,,,1.0,,
115,2,7,Gilberto Moraes Júnior,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_iy1T2ej.png,5.12,True,6,gilberto,11.1,Gilberto,,1.43,80313,Gilberto,Bahia,13,8.72,265,,,,,,1.0,11.0,5.0,,2.0,9.0,,1.0,1.0,,,,,,
116,5,7,Arthur Caíke do Nascimento Cruz,https://s.sde.globo.com/media/person_role/2024/04/12/photo_220x220.png,3.73,True,10,arthur-caike,2.5,Arthur Caíke,,-0.65,80337,A. Caíke,Criciúma,13,4.53,288,,,,,,,1.0,6.0,3.0,7.0,11.0,,3.0,8.0,,,,,,
117,3,6,Marlon Santos da Silva Barbosa,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_ybJLR9Q.png,1.02,True,4,marlon,1.4,Marlon,,-0.03,80538,Marlon,Fluminense,13,2.65,266,1.0,,,,,,4.0,5.0,,1.0,2.0,,,,,,,,,
118,3,7,Pedro Tonon Geromel,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_6dWdAJP.png,2.68,True,4,pedro-geromel,4.2,Pedro Geromel,,0.37,80853,P. Geromel,Grêmio,13,6.08,284,2.0,,,,,2.0,1.0,2.0,,2.0,1.0,,,,,,,,,
119,4,5,Jair Rodrigues Júnior,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,0.0,False,0,jair,0.0,Jair,,0.0,81091,Jair,Vasco,13,4.0,267,,,,,,,,,,,,,,,,,,,,
120,2,2,Mayke Rocha de Oliveira,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_pz3GebS.png,5.15,True,11,mayke,5.0,Mayke,,0.33,81150,Mayke,Palmeiras,13,8.8,275,3.0,,,,,6.0,17.0,6.0,,1.0,5.0,,1.0,2.0,,,,,,
121,5,6,Rosicley Pereira da Silva,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8UqKNri.png,1.69,False,10,rossi,0.0,Rossi,,0.0,81798,Rossi,Vasco,13,4.26,267,2.0,,,,,,10.0,9.0,,1.0,8.0,,,2.0,1.0,,,,,
122,4,7,Alisson Euler de Freitas Castro,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_fS2GyF1.png,3.35,True,12,alisson,-0.2,Alisson,,-1.48,81845,Alisson,São Paulo,13,5.77,276,4.0,,,,,,17.0,16.0,3.0,2.0,21.0,,1.0,,1.0,,,,,
123,1,7,João Ricardo Riedi,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_yXqoxi8.png,5.26,True,12,joao-ricardo,1.0,João Ricardo,,-1.46,81881,J. Ricardo,Fortaleza,13,7.99,356,,54.0,,12.0,,4.0,1.0,,,,,,,,,,,,,
124,4,7,Willian Osmar de Oliveira Silva,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_AuUF822.png,6.43,True,11,willian-oliveira,0.5,Willian Oliveira,,-0.44,81952,W. Oliveira,Vitória,13,7.93,287,1.0,,,,,,18.0,14.0,,6.0,17.0,,5.0,,,,,1.0,,
125,4,5,José Rafael Vivian,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_BAUllGq.png,1.76,True,9,ze-rafael,-0.4,Zé Rafael,,-0.55,82455,Z. Rafael,Palmeiras,13,4.91,275,3.0,,,,,,8.0,17.0,1.0,2.0,11.0,,,,1.0,,,1.0,,
126,4,2,Otávio Henrique Passos Santos,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_y7upQyC.png,4.04,False,5,otavio,0.0,Otávio,,0.0,82463,Otávio,Atlético-MG,13,6.33,282,,,,,,,14.0,6.0,2.0,1.0,4.0,,,,,,,,,
127,5,7,Luiz de Araújo Guimarães Neto,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_HkAAcVs.png,6.06,True,13,luiz-araujo,10.1,Luiz Araújo,,0.49,82627,L. Araújo,Flamengo,13,9.58,262,1.0,,,,,,18.0,12.0,4.0,9.0,16.0,1.0,3.0,1.0,3.0,,,,,
128,2,7,Guilherme de Jesus da Silva,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_vAKLb1d.png,3.45,True,12,tinga,3.5,Tinga,,-0.11,82628,Tinga,Fortaleza,13,5.18,356,1.0,,,,1.0,4.0,16.0,6.0,,2.0,3.0,1.0,,,,,,,,
129,2,7,Marcelo Gazella Hermes,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_g9yt731.png,3.75,True,9,marcelo-hermes,4.0,Marcelo Hermes,,0.26,82639,M. Hermes,Criciúma,13,5.68,288,2.0,,,,,1.0,13.0,11.0,2.0,2.0,3.0,,1.0,,1.0,,,,,
130,4,6,Wellington Soares da Silva,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_NhIGhAv.png,0.52,True,5,wellington-rato,0.0,Wellington Rato,,-1.0,82766,W. Rato,São Paulo,13,6.66,276,,,,,,,1.0,,,,3.0,,,1.0,,,,,,
131,5,6,Gabriel Barbosa Almeida,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_EM6z7aN.png,2.12,False,5,gabriel,0.0,Gabriel,,0.0,83257,Gabriel,Flamengo,13,6.69,262,,,,,,,,,,1.0,4.0,,1.0,2.0,,,,,,
132,3,6,Leonardo Pereira,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_rrGsWJ1.png,2.53,False,11,leo-pereira,0.0,Léo Pereira,,0.0,83528,L. Pereira,Flamengo,13,6.54,262,4.0,,,,1.0,3.0,12.0,9.0,,2.0,9.0,,,,,,,,,
133,3,6,Hueglo dos Santos Neris,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_qC7iq64.png,1.56,True,5,neris,1.5,Neris,,0.04,83786,Neris,Cruzeiro,13,3.81,283,,,,,,,7.0,9.0,1.0,,2.0,,,1.0,,,,,,
134,5,7,Clayson Henrique da Silva Vieira,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_eqdux0f.png,2.19,False,10,clayson,0.0,Clayson,,0.0,83817,Clayson,Cuiabá,13,4.0,1371,3.0,,,,,,3.0,5.0,3.0,5.0,13.0,,1.0,3.0,,,,1.0,,
135,5,7,Francisco das Chagas Soares dos Santos Meireles,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_pjwDNV1.png,4.67,True,8,tiquinho-soares,-0.1,Tiquinho Soares,,-1.99,84042,T. Soares,Botafogo,13,10.72,263,2.0,,,,,,4.0,12.0,,6.0,15.0,,2.0,2.0,2.0,,,,,
136,3,6,Jemerson de Jesus Nascimento,https://s.sde.globo.com/media/person_role/2024/05/22/photo_FORMATO_PHlhzVS.png,3.13,False,3,jemerson,0.0,Jemerson,,0.0,84263,Jemerson,Grêmio,13,5.81,284,2.0,,,,,2.0,,2.0,,,4.0,,,,,,,,,
137,1,6,Alisson Machado dos Santos,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_Ea5KMU8.png,1.12,False,4,alisson,0.0,Alisson,,0.0,84266,Alisson,Criciúma,13,2.16,288,1.0,9.0,,4.0,,,,,,,1.0,,,,,,,,,
138,4,7,Fernando Pereira do Nascimento,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_dW9VacB.png,3.03,True,10,fernando-sobral,2.9,Fernando Sobral,,0.15,84428,F. Sobral,Cuiabá,13,5.39,1371,1.0,,,,,,12.0,2.0,2.0,4.0,8.0,,1.0,1.0,,,,,,
139,4,7,Lucas Daniel Romero,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pUYQrUf.png,2.17,True,10,lucas-romero,1.8,Lucas Romero,,-0.11,84558,L. Romero,Cruzeiro,13,4.72,283,1.0,,,,,,17.0,13.0,1.0,5.0,8.0,,,,,1.0,,,,
140,4,6,Fellipe Mateus de Sena Araújo,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_3jr11fx.png,5.5,True,6,fellipe-mateus,4.2,Fellipe Mateus,,0.41,84587,F. Mateus,Criciúma,13,7.92,288,1.0,,,,1.0,,4.0,3.0,4.0,1.0,19.0,,2.0,,,,,,,
141,4,7,Lucas Evangelista Santana de Oliveira,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_gMVR2lN.png,4.64,True,9,lucas-evangelista,3.6,Lucas Evangelista,,-0.83,84674,L. Evangelista,Bragantino,13,8.65,280,2.0,,,,,,8.0,8.0,3.0,6.0,15.0,,2.0,4.0,1.0,,,,,
142,2,6,Guillermo Varela Olivera,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RMaWUM3.png,4.5,False,5,varela,0.0,Varela,,0.0,84816,Varela,Flamengo,13,5.73,262,,,,,,2.0,7.0,7.0,1.0,,10.0,,,,,,,,,
143,5,6,Rafael Rogério da Silva,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_q8xm0Ax.png,2.97,False,3,rafael-ratao,0.0,Rafael Ratão,,0.0,84918,R. Ratão,Bahia,13,5.14,265,,,,,,,,1.0,1.0,,,,1.0,,,,,,,
144,1,7,Marcos Felipe de Freitas Monteiro,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JDJmU6R.png,3.47,True,12,marcos-felipe,-2.0,Marcos Felipe,,-0.62,85004,M. Felipe,Bahia,13,6.43,265,1.0,41.0,,15.0,,3.0,1.0,,,,1.0,,,,,,,,,
145,4,6,Óscar David Romero Villamayor,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_oSZD8nT.png,3.68,True,10,oscar-romero,6.2,Óscar Romero,,0.13,85034,Ã. Romero,Botafogo,13,7.39,263,3.0,,,,,,14.0,7.0,4.0,1.0,9.0,,,,3.0,,,,,
146,2,3,Damián Nicolás Suárez,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_DpJN07P.png,3.24,True,11,damian-suarez,0.7,Damián Suárez,,-0.33,85277,D. Suárez,Botafogo,13,5.08,263,3.0,,,,,3.0,12.0,16.0,1.0,5.0,8.0,,,2.0,1.0,,,,,
147,4,6,Alex Paulo Menezes Santana,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO.png,-0.4,False,4,alex-santana,0.0,Alex Santana,,0.0,85465,A. Santana,Athlético-PR,13,2.83,293,2.0,,,,,,,3.0,,1.0,1.0,,,,,,,,,
148,3,7,Leonardo Pinheiro da Conceição,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_EPoR3bv.png,1.59,False,10,leo,0.0,Léo,,0.0,85626,Léo,Vasco,13,3.26,267,,,,,,1.0,8.0,6.0,1.0,,4.0,,,1.0,,,,,,
149,4,6,Hyoran Kaue Dalmoro,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_7KxaYiF.png,1.92,True,5,hyoran,0.5,Hyoran,,-0.39,85931,Hyoran,Internacional,13,4.55,285,,,,,,,4.0,2.0,,3.0,6.0,,,,,,,,,
150,5,2,Yannick Bolasie,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_r97hBeS.png,4.05,True,9,bolasie,0.8,Bolasie,,-0.1,86292,Bolasie,Criciúma,13,6.42,288,2.0,,,,,,4.0,14.0,6.0,8.0,7.0,1.0,1.0,2.0,2.0,,,,,
151,5,6,Caio Henrique da Silva Dantas,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_YkGHL6O.png,0.0,False,0,caio-dantas,0.0,Caio Dantas,,0.0,86362,C. Dantas,Vitória,13,3.0,287,,,,,,,,,,,,,,,,,,,,
152,2,6,Victor Luis Chuab Zamblauskas,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_C2XW4GI.png,2.76,True,5,victor-luis,2.1,Victor Luis,,0.29,86410,V. Luis,Vasco,13,3.89,267,2.0,,,,,1.0,10.0,8.0,1.0,,6.0,,,,,1.0,,,,
153,5,7,Marcos da Silva França,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_EdYl0O3.png,1.31,True,7,keno,0.6,Keno,,-0.29,86485,Keno,Fluminense,13,5.23,266,,,,,,,3.0,3.0,2.0,3.0,4.0,,,3.0,,,,,,
154,1,7,Jandrei Chitolina Carniel,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_FD4URNn.png,2.5,True,6,jandrei,4.0,Jandrei,,0.71,86508,Jandrei,São Paulo,13,5.64,276,,17.0,,9.0,,1.0,,,,,4.0,,,,,,,,,
155,3,7,Rodrigo Fagundes de Freitas,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_fIUc997.png,3.27,True,9,rodrigo,5.3,Rodrigo,,0.89,86684,Rodrigo,Criciúma,13,5.11,288,2.0,,,,1.0,1.0,16.0,7.0,,,5.0,1.0,,1.0,1.0,,,,,
156,4,6,Danilo das Neves Pinheiro,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_DbXXPxM.png,1.35,True,11,tche-tche,0.0,Tchê Tchê,,-0.21,86686,T. Tchê,Botafogo,13,3.67,263,1.0,,,,,,6.0,5.0,1.0,5.0,10.0,,,,,,,,,
157,2,6,Jonathan Francisco Lemos,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_9loGKby.png,2.12,False,6,jonathan,0.0,Jonathan,,0.0,86713,Jonathan,Criciúma,13,3.39,288,,,,,,,9.0,1.0,1.0,,2.0,,,,,,,,,
158,5,5,Everton Sousa Soares,https://s.sde.globo.com/media/person_role/2024/04/08/photo_FORMATO_JoKRQsF.png,6.2,False,6,everton,0.0,Everton,,0.0,86757,Everton,Flamengo,13,7.54,262,,,,,,,5.0,2.0,6.0,6.0,4.0,,1.0,2.0,2.0,,,,,
159,4,6,Matheus Rossetto,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_zgLfj3l.png,1.03,True,3,matheus-rossetto,0.0,Matheus Rossetto,,-0.35,86766,M. Rossetto,Fortaleza,13,3.03,356,,,,,,,2.0,1.0,,,2.0,,,,,,,,,
160,4,7,Danilo Barbosa da Silva,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_p79ATUg.png,4.06,True,11,danilo-barbosa,0.0,Danilo Barbosa,,-0.42,86777,D. Barbosa,Botafogo,13,7.1,263,3.0,,,,,,13.0,11.0,,3.0,6.0,,3.0,,1.0,,,1.0,,
161,4,6,José Welison da Silva,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QbOqp5G.png,1.71,False,10,jose-welison,0.0,José Welison,,0.0,86859,J. Welison,Fortaleza,13,3.94,356,1.0,,,,,,14.0,6.0,,2.0,3.0,,,,,,,,,
162,1,7,Leonardo César Jardim,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_goyzWhz.png,2.86,True,13,leo-jardim,3.0,Léo Jardim,,-0.09,87008,L. Jardim,Vasco,13,6.28,267,,57.0,,25.0,,1.0,,,,,,,,,,,,,,
163,4,6,Nathan Allan de Souza,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_UqG87oy.png,0.83,False,3,nathan,0.0,Nathan,,0.0,87009,Nathan,Grêmio,13,4.04,284,,,,,,,1.0,,,1.0,1.0,,,,,,,,,
164,3,7,Pedro Henrique Ribeiro Gonçalves,https://s.sde.globo.com/media/person_role/2024/04/24/photo_FORMATO_oxcf1Uy.png,3.33,True,9,pedro-henrique,1.4,Pedro Henrique,,-0.03,87225,P. Henrique,Bragantino,13,5.94,280,1.0,,,,,1.0,14.0,9.0,,,8.0,,1.0,1.0,,,,,,
165,2,6,Guilherme Antonio Arana Lopes,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_7gOybCT.png,7.83,False,6,guilherme-arana,0.0,Guilherme Arana,,0.0,87228,G. Arana,Atlético-MG,13,12.32,282,2.0,,,,,3.0,13.0,4.0,2.0,3.0,4.0,,1.0,2.0,1.0,,,,,
