,atletas.posicao_id,atletas.status_id,atletas.nome,atletas.foto,atletas.media_num,atletas.entrou_em_campo,atletas.jogos_num,atletas.slug,atletas.pontos_num,atletas.apelido,atletas.minimo_para_valorizar,atletas.variacao_num,atletas.atleta_id,atletas.apelido_abreviado,atletas.clube.id.full.name,atletas.rodada_id,atletas.preco_num,atletas.clube_id,CA,DE,DP,GS,PC,SG,DS,FC,FD,FF,FS,FT,G,I,A,CV,PP,PS,GC,V
166,4,2,Carlos María de Pena Bonino,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_fnqPxDu.png,0.77,True,11,carlos-de-pena,1.7,Carlos de Pena,,0.24,87242,C. Pena,Bahia,13,2.74,265,3.0,,,,,,2.0,3.0,1.0,3.0,3.0,,,,1.0,,,,,
167,5,6,Yeferson Julio Soteldo Martínez,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_tv5qGBE.png,4.3,False,5,soteldo,0.0,Soteldo,,0.0,87258,Soteldo,Grêmio,13,9.1,284,,,,,,,3.0,1.0,2.0,1.0,4.0,,1.0,,1.0,,,,,
168,3,2,Walter Kannemann,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_f52uCmN.png,0.82,False,4,kannemann,0.0,Kannemann,,0.0,87342,Kannemann,Grêmio,13,3.13,284,4.0,,,,,,3.0,6.0,,,1.0,,,,1.0,,,,,
169,5,6,Allano Brendon de Souza Lima,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_4fbfMIP.png,1.22,True,5,allano,3.6,Allano,,0.37,87391,Allano,Criciúma,13,3.31,288,2.0,,,,,,5.0,5.0,,1.0,6.0,,,2.0,,,,,,
170,4,7,Thaciano Mickael da Silva,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO_wgwd4Ze.png,4.05,True,11,thaciano,3.7,Thaciano,,-0.68,87470,Thaciano,Bahia,13,6.77,265,3.0,,,,,,7.0,6.0,3.0,11.0,5.0,1.0,3.0,9.0,,,,,,
171,1,6,Mateus Pasinato,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_5YNRqaD.png,-1.0,False,0,mateus-pasinato,0.0,Mateus Pasinato,,0.0,87603,M. Pasinato,Cuiabá,13,2.59,1371,1.0,,,,,,,,,,,,,,,,,,,
172,4,6,Pablo Ignacio Galdames Millán,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8l71w1x.png,2.17,False,10,galdames,0.0,Galdames,,0.0,87660,Galdames,Vasco,13,4.41,267,3.0,,,,,,16.0,25.0,1.0,3.0,9.0,,,1.0,1.0,,,,,
173,4,6,Yago Felipe da Costa Rocha,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_wf2lvdn.png,-0.25,False,2,yago-felipe,0.0,Yago Felipe,,0.0,87747,Y. Felipe,Bahia,13,3.0,265,1.0,,,,,,,1.0,,1.0,,,,,,,,,,
174,3,5,Paolo Mauricio Lemos Merladett,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,2.65,False,6,mauricio-lemos,0.0,Mauricio Lemos,,0.0,87853,M. Lemos,Atlético-MG,13,9.41,282,3.0,,,,,3.0,4.0,10.0,,2.0,1.0,,,,,,,,,
175,4,6,Giorgian Daniel de Arrascaeta Benedetti,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_ehYT9k1.png,6.55,False,4,arrascaeta,0.0,Arrascaeta,,0.0,87863,Arrascaeta,Flamengo,13,15.9,262,1.0,,,,,,,3.0,2.0,4.0,9.0,,1.0,,2.0,,,,,
176,4,7,Gustavo Henrique Furtado Scarpa,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_UXqyPlk.png,6.48,False,11,gustavo-scarpa,0.0,Gustavo Scarpa,,0.0,87999,G. Scarpa,Atlético-MG,13,12.3,282,3.0,,,,,,10.0,6.0,8.0,5.0,17.0,1.0,3.0,1.0,3.0,,,,,
177,3,7,Alan Pereira Empereur,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_yJZY7yN.png,2.53,False,9,alan-empereur,0.0,Alan Empereur,,0.0,88033,A. Empereur,Cuiabá,13,3.82,1371,3.0,,,,,3.0,2.0,3.0,,1.0,7.0,,,,1.0,,,,,
178,1,5,Ivan Quaresma da Silva,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_TR1I7LU.png,0.0,False,0,ivan,0.0,Ivan,,0.0,88136,Ivan,Internacional,13,3.0,285,,,,,,,,,,,,,,,,,,,,
179,5,6,Ángel Rodrigo Romero Villamayor,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_1ruJswV.png,2.28,False,7,angel-romero,0.0,Ángel Romero,,0.0,88323,Ã. Romero,Corinthians,13,5.38,264,2.0,,,,,,4.0,3.0,2.0,8.0,11.0,,,2.0,,,,,,
180,2,7,Ayrton Lucas Dantas de Medeiros,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_vtzXktM.png,4.88,True,10,ayrton-lucas,2.4,Ayrton Lucas,,-0.16,88393,A. Lucas,Flamengo,13,7.8,262,,,,,,3.0,14.0,6.0,2.0,6.0,11.0,2.0,,,,,,,,
181,6,7,Armando Gonçalves Teixeira,https://s.sde.globo.com/media/person_role/2024/05/06/photo_FORMATO_dWuxEhT.png,4.94,True,7,petit,3.17,Petit,,-0.07,89141,Petit,Cuiabá,13,6.39,1371,,,,,,,,,,,,,,,,,,,,2.0
182,4,7,Gustavo Bonatto Barreto,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_ppF3oM9.png,4.03,True,10,barreto,1.7,Barreto,,-0.56,89224,Barreto,Criciúma,13,5.13,288,1.0,,,,,,14.0,23.0,1.0,1.0,11.0,1.0,2.0,1.0,1.0,,,,,
183,4,7,Gerson Santos da Silva,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_mBAg0JY.png,4.38,True,13,gerson,11.7,Gerson,,1.69,89256,Gerson,Flamengo,13,7.6,262,1.0,,,,,,17.0,12.0,3.0,6.0,20.0,,1.0,1.0,3.0,,,,,
184,2,7,João Pedro Maturano dos Santos,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_yq877xk.png,2.8,True,8,joao-pedro,10.5,João Pedro,,1.64,89273,J. Pedro,Grêmio,13,6.1,284,1.0,,,,,2.0,2.0,3.0,1.0,4.0,5.0,,,,1.0,,,,,
185,2,3,Willian de Asevedo Furtado,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_Wno5RKV.png,8.18,True,12,william,0.7,William,,-1.65,89275,William,Cruzeiro,13,11.12,283,3.0,,,,,4.0,36.0,13.0,3.0,6.0,5.0,,2.0,,3.0,,,,,
186,5,7,Erick Samuel Correa Farias,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_GS948NH.png,3.69,True,11,erick,0.2,Erick,,-1.1,89467,Erick,Juventude,13,4.64,286,,,,,,,12.0,2.0,5.0,4.0,4.0,,2.0,4.0,,,,,,
187,3,7,Igor Rabello da Costa,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,2.5,True,9,igor-rabello,3.0,Igor Rabello,,0.66,89493,I. Rabello,Atlético-MG,13,5.88,282,2.0,,,,1.0,3.0,8.0,7.0,1.0,1.0,2.0,,,,,,,,,
188,4,7,Thiago Maia Alencar,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_CBUMmTU.png,2.39,True,10,thiago-maia,2.6,Thiago Maia,,-0.5,89637,T. Maia,Internacional,13,4.68,285,,,,,,,18.0,12.0,1.0,4.0,3.0,,,,,,,,,
189,4,5,José Rodrigo Andrade Ramos,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_j4J1Kog.png,1.92,True,6,rodrigo-andrade,0.8,Rodrigo Andrade,,-0.36,89646,R. Andrade,Vitória,13,3.29,287,,,,,,,7.0,6.0,,3.0,5.0,,,,,,,,,
190,5,6,Iury Lirio Freitas de Castilho,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_5wPuqrz.png,3.23,False,4,iury-castilho,0.0,Iury Castilho,,0.0,89695,I. Castilho,Vitória,13,4.39,287,1.0,,,,,,,6.0,,1.0,8.0,1.0,1.0,1.0,,,,,,
191,5,7,Jonathan Calleri,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hF89kWc.png,4.99,True,12,calleri,14.2,Calleri,,2.16,89840,Calleri,São Paulo,13,12.04,276,2.0,,,,,,6.0,15.0,5.0,7.0,28.0,2.0,3.0,14.0,1.0,,,,,
192,4,7,Franco Cristaldo,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_4i2PnOy.png,4.63,True,11,cristaldo,2.9,Cristaldo,,-1.19,89846,Cristaldo,Grêmio,13,9.16,284,,,,,,,12.0,1.0,5.0,5.0,12.0,,2.0,2.0,1.0,,,,,
193,4,3,Douglas Moreira Fagundes,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_SoQQafa.png,1.23,True,10,dodi,2.5,Dodi,,0.32,89883,Dodi,Grêmio,13,3.24,284,3.0,,,,,,10.0,15.0,1.0,2.0,10.0,,,,,,,,,
194,5,6,Everton Galdino Moreira,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ywqLzxA.png,0.26,True,8,everton-galdino,1.7,Everton Galdino,,0.38,89918,E. Galdino,Grêmio,13,2.21,284,4.0,,,,,,2.0,7.0,,3.0,7.0,,,1.0,,,,,,
195,2,7,Bruno de Jesus Pacheco,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_xopRGnx.png,3.86,True,9,bruno-pacheco,2.0,Bruno Pacheco,,-1.64,90061,B. Pacheco,Fortaleza,13,7.53,356,1.0,,,,,3.0,8.0,6.0,,3.0,5.0,,1.0,,,,,,,
196,5,7,Bruno Henrique Pinto,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JiNgXjg.png,4.85,True,11,bruno-henrique,4.6,Bruno Henrique,,-0.36,90285,B. Henrique,Flamengo,13,8.6,262,1.0,,,,,,16.0,14.0,5.0,7.0,20.0,,2.0,2.0,,,,2.0,,
197,5,6,Pedro Rocha Neves,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_Mch7ZGz.png,2.23,False,3,pedro-rocha,0.0,Pedro Rocha,,0.0,90302,P. Rocha,Fortaleza,13,5.14,356,,,,,,,1.0,,,,1.0,,,,1.0,,,,,
198,4,7,Lincoln Henrique Oliveira dos Santos,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_3jS17Nq.png,1.17,True,6,lincoln,3.3,Lincoln,,0.43,90303,Lincoln,Bragantino,13,4.71,280,1.0,,,,,,4.0,3.0,,2.0,5.0,,,,,,,,,
199,5,7,David Correa da Fonseca,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_4eK3iOa.png,4.48,False,11,david,0.0,David,,0.0,90309,David,Vasco,13,7.83,267,2.0,,,,,,14.0,12.0,2.0,11.0,8.0,,2.0,1.0,2.0,1.0,,,,
200,4,6,Júlio César de Rezende Miranda,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_0kSZPcN.png,1.11,True,10,rezende,1.7,Rezende,,0.21,90449,Rezende,Bahia,13,3.59,265,1.0,,,,,,9.0,5.0,,1.0,4.0,,,,,,,,,
201,4,7,Caique de Jesus Gonçalves,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RJHB8O8.png,2.42,True,10,caique,1.0,Caíque,,-0.24,90588,Caíque,Juventude,13,3.85,286,4.0,,,,1.0,,22.0,13.0,,1.0,12.0,,,,,,,,,
202,1,6,Mateus Eduardo Claus,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ahQNt5A.png,2.0,False,1,mateus-claus,0.0,Mateus Claus,,0.0,90590,M. Claus,Juventude,13,3.46,286,1.0,4.0,,1.0,,,,,,,,,,,,,,,,
203,4,3,Lucas da Silva Izidoro,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_xH8ilrc.png,1.84,True,9,lucas-mineiro,-1.0,Lucas Mineiro,,-0.94,90634,L. Mineiro,Cuiabá,13,2.71,1371,2.0,,,,,,15.0,15.0,,2.0,7.0,,,,,,,,,
204,4,7,Matheus Martins Fogaça de Paulo,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_oRcCuAx.png,5.61,True,12,matheuzinho,0.5,Matheuzinho,,-0.38,90703,Matheuzinho,Vitória,13,8.0,287,1.0,,,,,,12.0,7.0,7.0,9.0,19.0,,2.0,1.0,3.0,,,,,
205,5,7,Luiz Fernando Moraes dos Santos,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_TFNlZWH.png,5.11,True,11,luiz-fernando,12.5,Luiz Fernando,,1.93,90715,L. Fernando,Atlético-GO,13,9.4,373,2.0,,,1.0,,,10.0,14.0,7.0,10.0,23.0,,3.0,5.0,,,,,,
206,3,7,Fabrício Bruno Soares de Faria,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_lglDAms.png,3.14,True,11,fabricio-bruno,9.2,Fabrício Bruno,,1.5,90768,F. Bruno,Flamengo,13,6.2,262,3.0,,,,,3.0,9.0,3.0,1.0,1.0,5.0,,1.0,,,,,,,
207,3,7,José Marcos Alves Luis,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_s0j6JVw.png,2.64,True,7,ze-marcos,2.0,Zé Marcos,,0.14,90943,Z. Marcos,Juventude,13,3.36,286,3.0,,,,,2.0,4.0,3.0,,2.0,12.0,,,,,,,,,
208,3,6,Tomás Cardona,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_YucaBOt.png,4.95,False,4,cardona,0.0,Cardona,,0.0,90947,Cardona,Fortaleza,13,5.76,356,,,,,,3.0,3.0,2.0,,1.0,2.0,,,,,,,,,
209,1,7,Ronaldo de Oliveira Strada,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_AaiyHtB.png,2.65,True,11,ronaldo,5.0,Ronaldo,,0.5,91101,Ronaldo,Atlético-GO,13,4.28,373,1.0,36.0,,14.0,,1.0,,1.0,,,3.0,,,,1.0,1.0,,,,
210,5,6,Everaldo Silva do Nascimento,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_ZpwUiXj.png,0.0,False,0,everaldo,0.0,Everaldo,,0.0,91151,Everaldo,Vitória,13,5.0,287,,,,,,,,,,,,,,,,,,,,
211,2,6,Ítaro Patric Cardoso Calmon,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_lh9cyLQ.png,2.32,False,5,pk,0.0,PK,,0.0,91190,PK,Vitória,13,3.97,287,,,,,,1.0,6.0,3.0,1.0,2.0,1.0,,,,,1.0,,,,
212,4,2,Felipe Ignacio Carballo Ares,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_w5Qzw1m.png,0.15,True,6,carballo,-0.3,Carballo,,-0.35,91254,Carballo,Grêmio,13,2.13,284,2.0,,,,,,4.0,8.0,,,1.0,,,,,,,,,
213,4,7,Erick Antonio Pulgar Farfán,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JP7R0QW.png,0.88,False,5,erick-pulgar,0.0,Erick Pulgar,,0.0,91473,E. Pulgar,Flamengo,13,3.69,262,1.0,,,,,,4.0,7.0,1.0,,3.0,,,,,,,,,
214,3,6,Rodrigo Eduardo da Silva,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_CwBUWEK.png,3.88,False,5,rodrigo-sam,0.0,Rodrigo Sam,,0.0,91509,R. Sam,Juventude,13,4.68,286,2.0,,,,,1.0,6.0,7.0,,1.0,5.0,,1.0,,,,,,,
215,5,2,Eder Citadin Martins,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_8rXUJzI.png,0.86,True,8,eder,0.2,Eder,,-0.5,91521,Eder,Criciúma,13,2.95,288,3.0,,,,,,2.0,2.0,2.0,4.0,5.0,,,,,,,,,
216,3,7,Robert Abel Arboleda Escobar,https://s.sde.globo.com/media/person_role/2024/05/07/photo_FORMATO_4juynn8.png,3.66,True,11,arboleda,-0.3,Arboleda,,-0.07,91573,Arboleda,São Paulo,13,6.89,276,1.0,,,,,3.0,14.0,8.0,2.0,,3.0,,1.0,1.0,,,,,,
217,5,7,Ronielson da Silva Barbosa,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_j8iPskd.png,3.84,False,12,rony,0.0,Rony,,0.0,91607,Rony,Palmeiras,13,7.09,275,3.0,,,,,,9.0,10.0,10.0,8.0,15.0,,2.0,7.0,,,,,,
218,2,6,Marlon Rodrigues Xavier,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_6dy9M0T.png,3.22,False,9,marlon,0.0,Marlon,,0.0,91706,Marlon,Cruzeiro,13,8.4,283,,,,,,3.0,16.0,14.0,1.0,1.0,6.0,,,,,2.0,,,,
219,3,6,David de Duarte Macedo,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_laPiI8c.png,0.0,False,0,david-duarte,0.0,David Duarte,,0.0,91772,D. Duarte,Bahia,13,4.0,265,,,,,,,,,,,,,,,,,,,,
220,3,7,José Ivaldo Almeida Silva,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_XkfvN4h.png,3.96,False,10,ze-ivaldo,0.0,Zé Ivaldo,,0.0,91866,Z. Ivaldo,Cruzeiro,13,5.92,283,3.0,,,,1.0,4.0,9.0,9.0,4.0,8.0,9.0,,,2.0,,,,,,
221,5,7,Cristian David Pavón,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_cVczRJH.png,2.7,True,8,pavon,2.5,Pavón,,0.16,91908,Pavón,Grêmio,13,6.55,284,,,,,,,5.0,3.0,5.0,5.0,3.0,,,,1.0,,,,,
222,5,6,Andre Luis da Costa Alfredo,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Y6GBzlR.png,0.61,True,7,andre-luis,-0.5,André Luís,,-0.38,92146,A. Luís,Cuiabá,13,2.33,1371,1.0,,,,,,2.0,3.0,,1.0,6.0,,,,,,,,,
223,5,7,Lucas Nicolás Alario,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_5Z61ABy.png,-0.57,False,6,alario,0.0,Alario,,0.0,92149,Alario,Internacional,13,2.38,285,3.0,,,,1.0,,,6.0,,2.0,3.0,,,7.0,,,,,,
224,1,6,Caíque Luiz Santos da Purificação,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_R17UU3T.png,1.0,False,1,caique,0.0,Caíque,,0.0,92207,Caíque,Grêmio,13,3.99,284,,3.0,,2.0,,,,,,,,,,,,,,,,
225,3,2,Rodrigo Ely,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RubzI83.png,2.73,True,8,rodrigo-ely,7.6,Rodrigo Ely,,1.33,92237,R. Ely,Grêmio,13,5.17,284,2.0,,,,1.0,2.0,6.0,5.0,2.0,1.0,6.0,1.0,,,,,,,,
226,4,2,Raul Lô Gonçalves,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_kP2nvPk.png,-0.02,False,7,raul,0.0,Raul,,0.0,92496,Raul,Bragantino,13,1.13,280,,,,,,,,7.0,1.0,1.0,,,,,,,,,,
227,5,6,Renato Kayzer de Souza,https://s.sde.globo.com/media/person_role/2024/04/15/photo_FORMATO.png,2.42,True,11,renato-kayzer,0.0,Renato Kayzer,,-0.13,92696,R. Kayzer,Fortaleza,13,5.0,356,1.0,,,,,,7.0,13.0,4.0,8.0,9.0,1.0,1.0,6.0,,1.0,,,,
228,5,6,Deyverson Brum Silva Acosta,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_K9KAkJa.png,4.3,False,1,deyverson,0.0,Deyverson,,0.0,92708,Deyverson,Cuiabá,13,8.09,1371,,,,,,,1.0,,1.0,,4.0,,,1.0,,,,,,
229,5,5,Bruno Rafael Rodrigues do Nascimento,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_lto9czN.png,0.0,False,0,bruno-rodrigues,0.0,Bruno Rodrigues,,0.0,92811,B. Rodrigues,Palmeiras,13,5.0,275,,,,,,,,,,,,,,,,,,,,
230,5,6,Rafael Santos Borré Maury,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_kHlqucZ.png,5.14,False,5,borre,0.0,Borré,,0.0,92854,Borré,Internacional,13,10.44,285,2.0,,,,,,4.0,12.0,6.0,7.0,4.0,1.0,1.0,3.0,1.0,,1.0,,,
231,2,6,Helibelton Palacios Zapata,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_r6zWOHc.png,0.0,False,0,palacios,0.0,Palacios,,0.0,92855,Palacios,Cruzeiro,13,3.0,283,,,,,,,,,,,,,,,,,,,,
232,4,6,Mateus da Silva Vital Assumpção,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_lwMqy9Y.png,2.76,True,5,mateus-vital,0.8,Mateus Vital,,-0.31,93108,M. Vital,Cruzeiro,13,4.49,283,,,,,,,1.0,,1.0,3.0,2.0,,1.0,,,,,,,
233,5,6,Wanderson Maciel Sousa Campos,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_ntpiKUS.png,1.42,True,9,wanderson,0.7,Wanderson,,-0.25,93478,Wanderson,Internacional,13,4.93,285,1.0,,,,,,7.0,11.0,2.0,4.0,6.0,,,,,,,,,
234,2,6,Bruno Nunes de Barros,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_3mh3bUg.png,1.39,True,7,bruno-tubarao,0.0,Bruno Tubarão,,-0.47,93637,B. Tubarão,Atlético-GO,13,3.24,373,2.0,,,,,,7.0,5.0,1.0,2.0,4.0,,,,,,,,,
235,2,6,Gabriel de Souza Inocêncio,https://s.sde.globo.com/media/person_role/2024/04/10/photo_FORMATO_P3G6ct6.png,3.25,True,6,gabriel-inocencio,1.0,Gabriel Inocêncio,,-0.82,93702,G. Inocêncio,Juventude,13,4.13,286,1.0,,,,,2.0,7.0,10.0,,2.0,7.0,,,,,,,,,
236,2,7,Paulo Henrique de Oliveira Alves,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_9IoUUlz.png,3.2,True,13,paulo-henrique,4.5,Paulo Henrique,,-0.36,93716,P. Henrique,Vasco,13,5.56,267,1.0,,,,,1.0,22.0,17.0,2.0,3.0,7.0,,1.0,,,,,,,
237,4,7,Marlon Rodrigues Freitas,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_IWdTjkg.png,2.7,True,11,marlon-freitas,2.9,Marlon Freitas,,0.2,93790,M. Freitas,Botafogo,13,4.54,263,2.0,,,,,,14.0,6.0,1.0,5.0,3.0,,,,2.0,,,,,
238,4,6,Daniel Sampaio Simões,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_DHkocIw.png,0.53,False,3,danielzinho,0.0,Danielzinho,,0.0,93791,Danielzinho,Atlético-GO,13,3.12,373,,,,,,,1.0,3.0,,1.0,1.0,,,,,,,,,
239,1,6,Keiller da Silva Nunes,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8APU3lV.png,0.0,False,0,keiller,0.0,Keiller,,0.0,93834,Keiller,Vasco,13,4.0,267,,,,,,,,,,,,,,,,,,,,
240,1,7,Cleiton Schwengber,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_Ri9cYDm.png,3.23,True,11,cleiton,0.0,Cleiton,,-0.66,93882,Cleiton,Bragantino,13,5.99,280,1.0,37.0,,11.0,,2.0,,,,,1.0,,,,,,,,,
241,4,2,Matheus Leonardo Sales Cardoso,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_PCw311H.png,3.68,True,8,matheusinho,3.2,Matheusinho,,-0.12,93886,Matheusinho,Criciúma,13,5.66,288,1.0,,,,,,7.0,6.0,,5.0,8.0,,2.0,1.0,,,,,,
242,5,7,Breno Henrique Vasconcelos Lopes,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_XhXbbVU.png,4.76,True,9,breno-lopes,3.4,Breno Lopes,,-1.1,93988,B. Lopes,Fortaleza,13,7.5,356,2.0,,,,,,3.0,7.0,5.0,7.0,26.0,,1.0,3.0,2.0,,,1.0,,
243,1,7,John Victor Maciel Furtado,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_5TQNQjS.png,3.12,True,10,john-victor,0.0,John Victor,,-0.66,94044,J. Victor,Botafogo,13,6.19,263,1.0,26.0,,9.0,,3.0,,1.0,,,1.0,,,,,,,,,
244,4,6,Matheus Fernandes Siqueira,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_sgQrNPa.png,7.88,False,5,matheus-fernandes,0.0,Matheus Fernandes,,0.0,94067,M. Fernandes,Bragantino,13,10.8,280,,,,,,,17.0,5.0,2.0,2.0,7.0,,1.0,,1.0,,,,,
245,5,6,Felipe dos Reis Pereira Vizeu do Carmo,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_CKkxA4v.png,0.65,False,2,felipe-vizeu,0.0,Felipe Vizeu,,0.0,94138,F. Vizeu,Criciúma,13,3.45,288,,,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,
246,4,5,Maycon de Andrade Barberan,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_fb3TwT8.png,0.2,False,2,maycon,0.0,Maycon,,0.0,94154,Maycon,Corinthians,13,4.65,264,1.0,,,,,,1.0,1.0,,,1.0,,,,,,,,,
247,4,3,Raphael Cavalcante Veiga,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_XOXiO3C.png,5.01,True,12,raphael-veiga,9.8,Raphael Veiga,,0.94,94509,R. Veiga,Palmeiras,13,12.62,275,1.0,,,,,,9.0,9.0,14.0,17.0,14.0,,1.0,3.0,3.0,1.0,1.0,,,
248,5,6,Pedro Guilherme Abreu dos Santos,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_xrhSS2w.png,7.81,True,13,pedro,11.4,Pedro,,0.74,94583,Pedro,Flamengo,13,14.39,262,1.0,,,,,,11.0,10.0,9.0,7.0,16.0,,6.0,,4.0,,,,,
249,4,7,Rodrigo Andrés Battaglia,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_XVs5pqz.png,1.01,True,9,battaglia,2.9,Battaglia,,0.0,94845,Battaglia,Atlético-MG,13,2.74,282,1.0,,,,,,11.0,16.0,3.0,2.0,5.0,,,,,2.0,,,,
250,6,7,Eduardo Germán Coudet,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_apsV9qH.png,5.01,True,11,eduardo-coudet,3.36,Eduardo Coudet,,0.03,94853,E. Coudet,Internacional,13,9.16,285,,,,,,,,,,,,,,,,,,,,5.0
251,4,6,Lucas Fernandes da Silva,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Bzva6ru.png,0.87,True,6,lucas-fernandes,-0.3,Lucas Fernandes,,-0.35,94931,L. Fernandes,Cuiabá,13,3.54,1371,1.0,,,,,,1.0,3.0,3.0,1.0,3.0,,,,,,,,,
252,2,7,Luis Antônio da Rocha Júnior,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_U4Lwrth.png,5.33,True,11,juninho-capixaba,6.5,Juninho Capixaba,,0.73,94968,J. Capixaba,Bragantino,13,11.1,280,3.0,,,,,2.0,34.0,15.0,2.0,3.0,21.0,,,,,,,,,
