,atletas.minimo_para_valorizar,atletas.posicao_id,atletas.clube_id,atletas.slug,atletas.apelido,atletas.atleta_id,atletas.pontos_num,atletas.variacao_num,atletas.rodada_id,atletas.media_num,atletas.clube.id.full.name,atletas.apelido_abreviado,atletas.jogos_num,atletas.entrou_em_campo,atletas.foto,atletas.status_id,atletas.nome,atletas.preco_num,DS,FC,FD,FF,FS,G,I,CA,FT,A,SG,PP,CV,PC,PS,GC,V,DE,GS,DP
188,,2,284,joao-pedro,João Pedro,89273,8.6,0.45,37,3.7,Grêmio,J. Pedro,28,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_yq877xk.png,7,João Pedro Maturano dos Santos,6.53,25.0,12.0,4.0,10.0,11.0,1.0,1.0,3.0,2.0,4.0,6.0,,,2.0,,,,,,
189,,2,283,william,William,89275,4.1,0.15,37,6.92,Cruzeiro,William,32,True,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_Wno5RKV.png,7,Willian de Asevedo Furtado,11.36,80.0,39.0,9.0,25.0,19.0,5.0,,8.0,,3.0,10.0,,,,,,,,,
190,,5,284,braithwaite,Braithwaite,89368,2.0,-0.49,37,7.07,Grêmio,Braithwaite,13,True,https://s.sde.globo.com/media/person_role/2024/07/31/photo_FORMATO_bydXPc3.png,7,Martin Christensen Braithwaite,12.47,5.0,17.0,7.0,9.0,16.0,7.0,6.0,1.0,2.0,2.0,,,,,,1.0,,,,
191,,5,286,erick,Erick,89467,13.3,0.93,37,3.39,Juventude,Erick,29,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_GS948NH.png,7,Erick Samuel Correa Farias,6.41,29.0,10.0,13.0,8.0,8.0,4.0,5.0,1.0,,2.0,,,,,,,,,,
192,,3,282,igor-rabello,Igor Rabello,89493,0.0,0.0,37,2.09,Atlético-MG,I. Rabello,14,False,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_OdAWsbE.png,6,Igor Rabello da Costa,5.51,12.0,11.0,1.0,2.0,5.0,,1.0,3.0,,,4.0,,1.0,1.0,,,,,,
193,,4,285,thiago-maia,Thiago Maia,89637,0.0,0.0,37,2.98,Internacional,T. Maia,21,False,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_CBUMmTU.png,2,Thiago Maia Alencar,4.82,30.0,22.0,2.0,6.0,8.0,1.0,1.0,4.0,,4.0,,,,2.0,,,,,,
194,,5,276,calleri,Calleri,89840,0.0,0.0,37,4.05,São Paulo,Calleri,27,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hF89kWc.png,6,Jonathan Calleri,9.51,11.0,36.0,9.0,14.0,47.0,5.0,26.0,6.0,3.0,4.0,,,,,1.0,,,,,
195,,4,284,cristaldo,Cristaldo,89846,2.6,-0.75,37,4.2,Grêmio,Cristaldo,30,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_4i2PnOy.png,7,Franco Cristaldo,8.43,24.0,12.0,10.0,14.0,34.0,6.0,4.0,1.0,1.0,2.0,,,,,1.0,,,,,
196,,4,284,dodi,Dodi,89883,2.4,-0.32,37,2.35,Grêmio,Dodi,28,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_SoQQafa.png,7,Douglas Moreira Fagundes,3.72,45.0,25.0,2.0,5.0,28.0,,,6.0,,1.0,,,,,,,,,,
197,,2,356,bruno-pacheco,Bruno Pacheco,90061,0.0,0.0,37,4.12,Fortaleza,B. Pacheco,19,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_xopRGnx.png,6,Bruno de Jesus Pacheco,8.14,25.0,13.0,1.0,4.0,18.0,1.0,,4.0,,1.0,6.0,,,,,,,,,
198,,5,262,bruno-henrique,Bruno Henrique,90285,10.8,1.16,37,5.1,Flamengo,B. Henrique,26,True,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JiNgXjg.png,7,Bruno Henrique Pinto,9.54,30.0,41.0,14.0,11.0,52.0,6.0,6.0,6.0,3.0,1.0,,,,,2.0,,,,,
199,,5,288,pedro-rocha,Pedro Rocha,90302,-0.3,-0.58,37,1.61,Criciúma,P. Rocha,10,True,https://s.sde.globo.com/media/person_role/2024/08/15/photo_FORMATO_iS6kjIf.png,6,Pedro Rocha Neves,3.58,5.0,3.0,2.0,2.0,4.0,,,,,1.0,,,,,,,,,,
200,,4,280,lincoln,Lincoln,90303,1.0,-0.73,37,3.21,Bragantino,Lincoln,24,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_3jS17Nq.png,7,Lincoln Henrique Oliveira dos Santos,5.61,19.0,16.0,3.0,11.0,33.0,3.0,,4.0,,2.0,,,,,,,,,,
201,,5,267,david,David,90309,0.0,0.0,37,3.88,Vasco,David,23,False,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_4eK3iOa.png,5,David Correa da Fonseca,7.19,24.0,24.0,3.0,18.0,23.0,4.0,9.0,5.0,,3.0,,,1.0,,,,,,,
202,,4,265,rezende,Rezende,90449,0.0,0.0,37,1.39,Bahia,Rezende,17,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_0kSZPcN.png,6,Júlio César de Rezende Miranda,3.7,16.0,12.0,,2.0,13.0,,,3.0,1.0,,,,,,,,,,,
203,,5,286,diego-goncalves,Diego Gonçalves,90540,0.0,0.0,37,1.05,Juventude,D. Gonçalves,6,False,https://s.sde.globo.com/media/person_role/2024/07/13/photo_220x220_schK1aa.png,6,Diego Gonçalves,2.89,3.0,1.0,,2.0,3.0,,1.0,,,,,,,,,,,,,
204,,4,286,caique,Caíque,90588,0.0,0.0,37,2.84,Juventude,Caíque,16,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RJHB8O8.png,5,Caique de Jesus Gonçalves,4.32,35.0,17.0,,2.0,26.0,,,5.0,,,,,,1.0,,,,,,
205,,1,286,mateus-claus,Mateus Claus,90590,0.0,0.0,37,2.3,Juventude,M. Claus,5,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ahQNt5A.png,6,Mateus Eduardo Claus,3.29,,,,,1.0,,,3.0,,,,,,,,,,24.0,10.0,
206,,4,1371,lucas-mineiro,Lucas Mineiro,90634,0.2,-1.05,37,1.27,Cuiabá,L. Mineiro,28,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_xH8ilrc.png,7,Lucas da Silva Izidoro,2.43,36.0,49.0,,4.0,20.0,,1.0,6.0,,,,,,,,,,,,
207,,4,287,matheuzinho,Matheuzinho,90703,0.0,0.0,37,5.74,Vitória,Matheuzinho,32,False,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_oRcCuAx.png,6,Matheus Martins Fogaça de Paulo,8.42,40.0,21.0,16.0,20.0,76.0,5.0,4.0,5.0,1.0,6.0,,,,,1.0,,,,,
208,,5,373,luiz-fernando,Luiz Fernando,90715,0.0,0.0,37,4.83,Atlético-GO,L. Fernando,30,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_TFNlZWH.png,7,Luiz Fernando Moraes dos Santos,9.68,29.0,26.0,15.0,29.0,51.0,8.0,10.0,8.0,,,,,1.0,,,,,,1.0,
209,,3,262,fabricio-bruno,Fabrício Bruno,90768,7.9,1.07,37,2.42,Flamengo,F. Bruno,26,True,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_lglDAms.png,6,Fabrício Bruno Soares de Faria,5.47,19.0,6.0,2.0,6.0,11.0,1.0,,4.0,,,5.0,,,,,,,,,
210,,5,287,carlos-eduardo,Carlos Eduardo,90917,1.9,0.09,37,2.86,Vitória,C. Eduardo,16,True,https://s.sde.globo.com/media/person_role/2024/10/03/photo_FORMATO_VmDBjjh.png,6,Carlos Eduardo Ferreira de Souza,4.56,18.0,11.0,6.0,12.0,19.0,,8.0,3.0,,1.0,,,,1.0,1.0,,,,,
211,,3,286,ze-marcos,Zé Marcos,90943,0.5,0.02,37,1.42,Juventude,Z. Marcos,20,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_s0j6JVw.png,6,José Marcos Alves Luis,2.61,15.0,14.0,1.0,3.0,22.0,,,7.0,,,2.0,,1.0,,,,,,,
212,,3,356,cardona,Cardona,90947,7.3,0.52,37,3.92,Fortaleza,Cardona,16,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_YucaBOt.png,7,Tomás Cardona,6.25,22.0,25.0,1.0,2.0,4.0,1.0,1.0,4.0,,,7.0,,,,,,,,,
213,,1,373,ronaldo,Ronaldo,91101,8.0,0.69,37,3.67,Atlético-GO,Ronaldo,29,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_AaiyHtB.png,7,Ronaldo de Oliveira Strada,5.46,,2.0,,,4.0,,,3.0,,1.0,6.0,,1.0,,,,,96.0,41.0,3.0
214,,5,287,everaldo,Everaldo,91151,0.0,-0.4,37,1.75,Vitória,Everaldo,15,True,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_ZpwUiXj.png,6,Everaldo Silva do Nascimento,3.66,6.0,15.0,2.0,1.0,15.0,2.0,,3.0,,,,,,,,,,,,
215,,2,287,pk,PK,91190,0.0,0.0,37,2.35,Vitória,PK,11,False,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_lh9cyLQ.png,6,Ítaro Patric Cardoso Calmon,3.27,10.0,7.0,1.0,3.0,3.0,,2.0,1.0,,1.0,2.0,,1.0,,,,,,,
216,,4,262,erick-pulgar,Erick Pulgar,91473,7.4,1.0,37,2.19,Flamengo,E. Pulgar,21,True,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JP7R0QW.png,7,Erick Antonio Pulgar Farfán,4.69,36.0,31.0,2.0,3.0,13.0,,,4.0,1.0,1.0,,,1.0,,,,,,,
217,,3,286,rodrigo-sam,Rodrigo Sam,91509,0.0,0.0,37,3.0,Juventude,R. Sam,12,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_CwBUWEK.png,6,Rodrigo Eduardo da Silva,4.3,16.0,13.0,,1.0,8.0,1.0,1.0,4.0,,,3.0,,1.0,,,,,,,
218,,3,276,arboleda,Arboleda,91573,0.2,-0.75,37,4.06,São Paulo,Arboleda,27,True,https://s.sde.globo.com/media/person_role/2024/05/07/photo_FORMATO_4juynn8.png,7,Robert Abel Arboleda Escobar,7.0,35.0,20.0,2.0,6.0,11.0,2.0,2.0,3.0,1.0,,9.0,,,,,,,,,
219,,5,275,rony,Rony,91607,0.0,0.0,37,3.24,Palmeiras,Rony,32,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_j8iPskd.png,2,Ronielson da Silva Barbosa,6.88,21.0,22.0,18.0,18.0,29.0,4.0,16.0,4.0,1.0,1.0,,,,,,,,,,
220,,4,286,dudu-vieira,Dudu Vieira,91627,0.0,0.0,37,2.12,Juventude,D. Vieira,4,False,https://s.sde.globo.com/media/person_role/2024/08/26/photo_FORMATO_FoNW8Tt.png,6,Carlos Eduardo de Souza Vieira,3.3,6.0,3.0,1.0,,2.0,,,,,,,,,,,,,,,
221,,3,263,adryelson,Adryelson,91664,5.0,0.29,37,4.36,Botafogo,Adryelson,5,True,https://s.sde.globo.com/media/person_role/2024/09/02/photo_220x220_8Mss0wu.png,7,Adryelson Shawann Lima Silva,7.85,3.0,2.0,,1.0,,,,,1.0,,3.0,,,,,,,,,
222,,2,283,marlon,Marlon,91706,8.3,0.85,37,3.11,Cruzeiro,Marlon,27,True,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_6dy9M0T.png,3,Marlon Rodrigues Xavier,8.27,40.0,32.0,3.0,6.0,13.0,,1.0,3.0,,1.0,7.0,,2.0,,,,,,,
223,,3,265,david-duarte,David Duarte,91772,0.0,0.0,37,3.3,Bahia,D. Duarte,3,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_laPiI8c.png,6,David de Duarte Macedo,5.61,1.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,
224,,3,283,ze-ivaldo,Zé Ivaldo,91866,-1.6,-0.34,37,3.13,Cruzeiro,Z. Ivaldo,27,True,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_XkfvN4h.png,3,José Ivaldo Almeida Silva,4.69,21.0,27.0,9.0,13.0,17.0,1.0,3.0,9.0,,,8.0,,,1.0,,,,,,
225,,5,284,pavon,Pavón,91908,6.2,0.96,37,2.74,Grêmio,Pavón,19,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_cVczRJH.png,6,Cristian David Pavón,6.61,10.0,11.0,11.0,10.0,7.0,1.0,1.0,4.0,,3.0,,,,,,,,,,
226,,6,264,ramon-diaz,Ramón Díaz,92075,0.0,0.0,37,5.71,Corinthians,R. Díaz,24,False,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO.png,7,Ramón Ángel Díaz,9.29,,,,,,,,,,,,,,,,,12.0,,,
227,,3,282,lyanco,Lyanco,92087,0.0,0.0,37,2.82,Atlético-MG,Lyanco,9,False,https://s.sde.globo.com/media/person_role/2024/07/05/photo_FORMATO_3LfkT8x.png,6,Lyanco Evangelista Silveira Neves Vojnovic,5.93,15.0,16.0,,4.0,2.0,,1.0,4.0,,,3.0,,1.0,,,,,,,
228,,5,1371,andre-luis,André Luís,92146,0.0,0.0,37,0.77,Cuiabá,A. Luís,17,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Y6GBzlR.png,6,Andre Luis da Costa Alfredo,2.2,4.0,8.0,3.0,3.0,14.0,,2.0,2.0,,,,,,,,,,,,
229,,5,285,alario,Alario,92149,0.0,0.0,37,0.2,Internacional,Alario,13,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_5Z61ABy.png,6,Lucas Nicolás Alario,2.27,1.0,14.0,2.0,9.0,4.0,,9.0,4.0,,,,,,1.0,,,,,,
230,,1,284,caique,Caíque,92207,1.0,-0.45,37,1.4,Grêmio,Caíque,5,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_R17UU3T.png,7,Caíque Luiz Santos da Purificação,3.26,,,,,,,,1.0,,,,,,,,,,15.0,7.0,
231,,3,284,rodrigo-ely,Rodrigo Ely,92237,0.0,0.0,37,3.76,Grêmio,R. Ely,18,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RubzI83.png,5,Rodrigo Ely,4.96,20.0,13.0,6.0,7.0,10.0,1.0,1.0,5.0,1.0,,5.0,,,1.0,,,,,,
232,,3,264,andre-ramalho,André Ramalho,92440,0.0,0.0,37,2.58,Corinthians,A. Ramalho,16,False,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_XTr7yqw.png,7,André Ramalho Silva,5.81,19.0,18.0,2.0,3.0,6.0,,1.0,5.0,,1.0,4.0,,1.0,1.0,,,,,,
233,,4,280,raul,Raul,92496,2.4,0.24,37,2.2,Bragantino,Raul,26,True,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_kP2nvPk.png,6,Raul Lô Gonçalves,2.98,35.0,19.0,2.0,5.0,13.0,1.0,,2.0,,1.0,,,,,,1.0,,,,
234,,5,356,renato-kayzer,Renato Kayzer,92696,0.0,0.0,37,3.39,Fortaleza,R. Kayzer,27,False,https://s.sde.globo.com/media/person_role/2024/04/15/photo_FORMATO.png,6,Renato Kayzer de Souza,5.47,15.0,33.0,8.0,14.0,24.0,6.0,8.0,2.0,1.0,1.0,,,1.0,,,,,,,
235,,5,282,deyverson,Deyverson,92708,1.2,-0.09,37,2.29,Atlético-MG,Deyverson,15,True,https://s.sde.globo.com/media/person_role/2024/08/07/photo_FORMATO_UNGMfhs.png,7,Deyverson Brum Silva Acosta,5.68,2.0,11.0,6.0,5.0,22.0,2.0,9.0,4.0,,1.0,,1.0,,,1.0,,,,,
236,,5,275,bruno-rodrigues,Bruno Rodrigues,92811,0.0,0.0,37,0.0,Palmeiras,B. Rodrigues,0,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_lto9czN.png,5,Bruno Rafael Rodrigues do Nascimento,5.0,,,,,,,,,,,,,,,,,,,,
237,,5,285,borre,Borré,92854,4.6,-0.69,37,6.4,Internacional,Borré,18,True,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_kHlqucZ.png,7,Rafael Santos Borré Maury,11.33,20.0,30.0,15.0,18.0,14.0,7.0,9.0,4.0,1.0,2.0,,1.0,,,1.0,,,,,
238,,4,286,ronaldo,Ronaldo,92981,2.0,-0.62,37,5.01,Juventude,Ronaldo,10,True,https://s.sde.globo.com/media/person_role/2024/08/27/photo_220x220_RwR6CNh.png,7,Ronaldo da Silva Souza,8.09,20.0,20.0,1.0,3.0,7.0,2.0,,1.0,,2.0,,,,,,,,,,
239,,4,283,mateus-vital,Mateus Vital,93108,0.0,0.0,37,1.51,Cruzeiro,M. Vital,18,False,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_lwMqy9Y.png,6,Mateus da Silva Vital Assumpção,3.45,2.0,5.0,2.0,5.0,14.0,1.0,,,,1.0,,,,,,,,,,
240,,5,285,wanderson,Wanderson,93478,1.4,-0.03,37,2.21,Internacional,Wanderson,20,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_ntpiKUS.png,3,Wanderson Maciel Sousa Campos,4.92,11.0,12.0,6.0,4.0,12.0,2.0,2.0,3.0,,1.0,,,,,,,,,,
241,,2,373,bruno-tubarao,Bruno Tubarão,93637,2.4,0.05,37,2.75,Atlético-GO,B. Tubarão,22,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_3mh3bUg.png,7,Bruno Nunes de Barros,4.16,21.0,13.0,6.0,4.0,16.0,,1.0,2.0,1.0,,4.0,,,,,,,,,
242,,2,286,gabriel-inocencio,Gabriel Inocêncio,93702,-0.3,-0.14,37,2.99,Juventude,G. Inocêncio,15,True,https://s.sde.globo.com/media/person_role/2024/04/10/photo_FORMATO_P3G6ct6.png,6,Gabriel de Souza Inocêncio,4.26,19.0,20.0,1.0,3.0,15.0,,2.0,2.0,,,4.0,,,1.0,,,,,,
243,,2,267,paulo-henrique,Paulo Henrique,93716,10.2,1.05,37,4.04,Vasco,P. Henrique,34,True,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_9IoUUlz.png,3,Paulo Henrique de Oliveira Alves,7.08,73.0,40.0,4.0,9.0,25.0,1.0,,6.0,,,7.0,,,,,,,,,
244,,4,263,marlon-freitas,Marlon Freitas,93790,4.5,0.27,37,2.38,Botafogo,M. Freitas,30,True,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_IWdTjkg.png,7,Marlon Rodrigues Freitas,4.47,31.0,22.0,4.0,12.0,5.0,,1.0,7.0,2.0,5.0,,,,,,,,,,
245,,1,267,keiller,Keiller,93834,0.0,0.0,37,0.0,Vasco,Keiller,0,False,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8APU3lV.png,6,Keiller da Silva Nunes,4.0,,,,,,,,,,,,,,,,,,,,
246,,1,280,cleiton,Cleiton,93882,5.5,0.74,37,3.8,Bragantino,Cleiton,27,True,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_Ri9cYDm.png,7,Cleiton Schwengber,6.9,,1.0,,,9.0,,,4.0,,,6.0,,1.0,,,,,92.0,31.0,2.0
247,,4,288,matheusinho,Matheusinho,93886,0.5,-0.06,37,3.91,Criciúma,Matheusinho,24,True,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_PCw311H.png,7,Matheus Leonardo Sales Cardoso,5.94,19.0,13.0,5.0,11.0,24.0,4.0,2.0,2.0,1.0,3.0,,,,,,,,,,
248,,5,356,breno-lopes,Breno Lopes,93988,1.7,-0.09,37,4.36,Fortaleza,B. Lopes,29,True,https://s.sde.globo.com/media/person_role/2024/08/14/photo_FORMATO_4oznMOQ.png,6,Breno Henrique Vasconcelos Lopes,7.37,16.0,15.0,14.0,20.0,51.0,5.0,7.0,6.0,1.0,3.0,,,,,2.0,,,,,
249,,1,263,john,John,94044,0.0,0.0,37,4.73,Botafogo,John,32,False,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_5TQNQjS.png,7,John Victor Maciel Furtado,7.24,,1.0,,,3.0,,,2.0,,,16.0,,,,,,,88.0,23.0,1.0
250,,4,280,matheus-fernandes,Matheus Fernandes,94067,1.9,0.02,37,4.09,Bragantino,M. Fernandes,14,True,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_sgQrNPa.png,7,Matheus Fernandes Siqueira,7.58,35.0,21.0,2.0,7.0,11.0,1.0,,5.0,,1.0,,,,,,,,,,
251,,5,288,felipe-vizeu,Felipe Vizeu,94138,0.0,-0.17,37,1.63,Criciúma,F. Vizeu,15,True,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_CKkxA4v.png,2,Felipe dos Reis Pereira Vizeu do Carmo,2.89,3.0,6.0,2.0,2.0,8.0,2.0,2.0,1.0,1.0,,,,1.0,,,,,,,
252,,4,264,maycon,Maycon,94154,0.0,0.0,37,0.2,Corinthians,Maycon,2,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_fb3TwT8.png,5,Maycon de Andrade Barberan,4.65,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,
253,,4,275,raphael-veiga,Raphael Veiga,94509,2.2,-1.28,37,6.21,Palmeiras,R. Veiga,31,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_XOXiO3C.png,7,Raphael Cavalcante Veiga,11.45,19.0,17.0,25.0,34.0,44.0,11.0,4.0,3.0,1.0,3.0,,1.0,1.0,,,,,,,
254,,5,262,pedro,Pedro,94583,0.0,0.0,37,7.9,Flamengo,Pedro,21,False,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_xrhSS2w.png,5,Pedro Guilherme Abreu dos Santos,13.93,15.0,14.0,15.0,11.0,25.0,11.0,3.0,3.0,2.0,5.0,,1.0,,,1.0,,,,,
255,,4,276,jhegson-mendez,Jhegson Méndez,94786,0.0,0.0,37,0.0,São Paulo,J. Méndez,0,False,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_PUzvx3f.png,6,Jhegson Sebastián Méndez Carabalí,4.0,,,,,,,,,,,,,,,,,,,,
256,,4,282,battaglia,Battaglia,94845,-0.3,-0.25,37,1.05,Atlético-MG,Battaglia,22,True,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_XVs5pqz.png,7,Rodrigo Andrés Battaglia,2.19,21.0,27.0,3.0,3.0,12.0,,,3.0,1.0,,,,2.0,,,,,,,
257,,2,280,juninho-capixaba,Juninho Capixaba,94968,-0.7,-0.53,37,5.06,Bragantino,J. Capixaba,22,True,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_U4Lwrth.png,7,Luis Antônio da Rocha Júnior,9.59,58.0,36.0,3.0,5.0,28.0,1.0,1.0,4.0,1.0,,5.0,,,1.0,,,,,,
258,,5,286,gabriel-taliari,Gabriel Taliari,95131,10.8,1.5,37,2.72,Juventude,G. Taliari,19,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_vGTDrZr.png,7,Gabriel Pereira Taliari,5.03,6.0,12.0,3.0,5.0,28.0,2.0,5.0,1.0,2.0,2.0,,1.0,,,,,,,,
259,,4,263,gregore,Gregore,95464,3.5,0.71,37,2.76,Botafogo,Gregore,31,True,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_OoYMXid.png,7,Gregore de Magalhães da Silva,4.55,72.0,89.0,4.0,4.0,14.0,1.0,1.0,8.0,,2.0,,,,,1.0,,,,,
260,,2,276,igor-vinicius,Igor Vinícius,95466,2.1,-0.48,37,3.84,São Paulo,I. Vinícius,29,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_DKQOGT2.png,7,Igor Vinícius de Souza,5.9,45.0,17.0,1.0,3.0,36.0,,2.0,5.0,1.0,2.0,8.0,,1.0,1.0,,1.0,,,,
261,,4,264,raniele,Raniele,95556,0.0,0.0,37,3.4,Corinthians,Raniele,31,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wftQgQv.png,7,Raniele Almeida Melo,6.4,70.0,32.0,11.0,9.0,27.0,,1.0,7.0,1.0,,,,,,1.0,,,,,
262,,2,288,trauco,Trauco,95738,3.6,0.25,37,1.82,Criciúma,Trauco,22,True,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_38OPKZz.png,2,Miguel Ángel Trauco Saavedra,4.02,18.0,14.0,2.0,5.0,2.0,1.0,,3.0,,,2.0,,,,,,,,,
263,,3,288,tobias-figueiredo,Tobias Figueiredo,95878,-1.6,-0.45,37,1.07,Criciúma,T. Figueiredo,21,True,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_GTVYOSI.png,7,Tobias Pereira Figueiredo,1.62,12.0,17.0,1.0,2.0,7.0,,,4.0,,,3.0,,,1.0,,1.0,,,,
264,,4,287,machado,Machado,96089,2.0,0.09,37,1.39,Vitória,Machado,23,True,https://s.sde.globo.com/media/person_role/2024/08/23/photo_FORMATO_lcvtaws.png,6,Luiz Filipe da Rosa Machado - Felipe,2.57,20.0,17.0,5.0,4.0,10.0,,1.0,4.0,1.0,,,,,,,,,,,
265,,4,266,lima,Lima,96340,5.1,0.5,37,3.23,Fluminense,Lima,24,True,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Lwuhu7n.png,7,Vinicius Moreira de Lima,7.26,24.0,17.0,3.0,13.0,39.0,3.0,,4.0,1.0,,,,1.0,1.0,1.0,,,,,
266,,4,264,charles,Charles,96342,0.0,0.0,37,3.06,Corinthians,Charles,12,False,https://s.sde.globo.com/media/person_role/2024/08/16/photo_FORMATO_B0JwXGp.png,6,Charles Rigon Mattos,5.22,31.0,11.0,2.0,2.0,6.0,,2.0,4.0,,,,,,,,,,,,
267,,4,283,matheus-pereira,Matheus Pereira,96610,9.7,1.07,37,5.79,Cruzeiro,M. Pereira,31,True,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_tZZNLQo.png,7,Matheus Fellipe Costa Pereira,10.45,16.0,29.0,14.0,27.0,87.0,7.0,8.0,9.0,2.0,7.0,,,,,,,,,,
268,,4,267,maxime-dominguez,Maxime Dominguez,96614,-0.3,-1.33,37,3.02,Vasco,M. Dominguez,6,True,https://s.sde.globo.com/media/person_role/2024/09/09/photo_FORMATO_yW5iRUR.png,6,Maxime Dominguez,4.63,9.0,7.0,,,5.0,1.0,1.0,1.0,,,,,,,,,,,,
269,,4,262,allan,Allan,96652,2.2,0.52,37,1.28,Flamengo,Allan,24,True,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_j7yMylW.png,6,Allan Rodrigues de Souza,3.69,27.0,27.0,4.0,3.0,16.0,,,5.0,,,,,1.0,1.0,,,,,,
270,,2,282,saravia,Saravia,96725,1.7,0.06,37,3.95,Atlético-MG,Saravia,27,True,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_HmHq0Tu.png,7,Renzo Saravia,6.83,60.0,39.0,2.0,3.0,26.0,,1.0,3.0,1.0,,6.0,,,1.0,,,,,,
271,,3,287,camutanga,Camutanga,96793,0.0,0.0,37,0.63,Vitória,Camutanga,4,False,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_dArb0z1.png,5,Cleidson Andrade da Souza Silva,2.34,3.0,3.0,1.0,2.0,2.0,,,1.0,,,,,1.0,,,,,,,
