,atletas.minimo_para_valorizar,atletas.posicao_id,atletas.clube_id,atletas.slug,atletas.apelido,atletas.atleta_id,atletas.pontos_num,atletas.variacao_num,atletas.rodada_id,atletas.media_num,atletas.clube.id.full.name,atletas.apelido_abreviado,atletas.jogos_num,atletas.entrou_em_campo,atletas.foto,atletas.status_id,atletas.nome,atletas.preco_num,DS,FC,FD,FF,FS,G,I,CA,FT,A,SG,PP,CV,PC,PS,GC,V,DE,GS,DP
567,,4,264,garro,Garro,117632,0.0,0.0,37,7.78,Corinthians,Garro,34,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_5Gp0vVv.png,7,Rodrigo Garro,11.69,43.0,36.0,21.0,19.0,109.0,10.0,5.0,8.0,1.0,11.0,,,,1.0,,,,,,
568,,1,276,young,Young,117818,0.0,0.0,37,-1.0,São Paulo,Young,0,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Qtf8rgq.png,6,Young Navarro Moraes,0.64,,,,,,,,1.0,,,,,,,,,,,,
569,,4,283,vitinho,Vitinho,117842,0.0,-0.14,37,1.34,Cruzeiro,Vitinho,18,True,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_bhMj4uh.png,6,Vitor Hugo Amorim de Assis,2.3,5.0,3.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,,,,,,,,,,,
570,,5,264,giovane,Giovane,117849,0.0,0.0,37,2.22,Corinthians,Giovane,11,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_XV66WsM.png,6,Giovane Santana do Nascimento,2.89,,6.0,4.0,7.0,6.0,1.0,2.0,1.0,2.0,,,,,,,,,,,
571,,4,264,breno-bidon,Breno Bidon,117910,0.0,0.0,37,2.09,Corinthians,B. Bidon,27,False,https://s.sde.globo.com/media/person_role/2022/07/02/7c27a7fcaaaccdedd144a0e9af0c0e2d_FORMATO.png,7,Breno de Souza Bidon,3.25,33.0,28.0,8.0,5.0,34.0,,1.0,5.0,,,,,,,,,,,,
572,,3,262,iago,Iago,118090,0.0,0.0,37,0.0,Flamengo,Iago,0,False,,6,Iago Teodoro da Silva Nogueira,1.0,,,,,,,,,,,,,,,,,,,,
573,,4,280,nathan-camargo,Nathan Camargo,118175,0.0,0.0,37,0.0,Bragantino,N. Camargo,0,False,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_6uXqvAE.png,6,Nathan Camargo dos Santos,3.0,,,,,,,,,,,,,,,,,,,,
574,,6,373,anderson-gomes,Anderson Gomes,118181,7.25,0.48,37,4.68,Atlético-GO,A. Gomes,10,True,https://s.sde.globo.com/media/person_role/2022/05/16/2cac4df92578f2317dc3afe8d728b472_FORMATO.png,7,Anderson Leal Gomes,7.81,,,,,,,,,,,,,,,,,2.0,,,
575,,4,284,ronald,Ronald,118238,0.0,0.0,37,0.1,Grêmio,Ronald,9,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_KF8k6Z6.png,6,Ronald Cardoso Falkoski,1.73,1.0,1.0,,,,,,,,,,,,,,,,,,
576,,3,283,pedrao,Pedrão,118293,0.0,0.0,37,0.0,Cruzeiro,Pedrão,0,False,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_lueB4Je.png,6,Pedro Henrique Franklim da Silva,2.0,,,,,,,,,,,,,,,,,,,,
577,,4,288,eliedson,Eliédson,118305,0.0,0.0,37,-0.15,Criciúma,Eliédson,2,False,https://s.sde.globo.com/media/person_role/2024/03/15/photo_FORMATO_Y7jZjrx.png,6,Eliédson Pereira de Souza,2.13,,1.0,,,,,,,,,,,,,,,,,,
578,,6,1371,bernardo-franco,Bernardo Franco,118368,3.0,-0.12,37,3.9,Cuiabá,B. Franco,13,True,https://s.sde.globo.com/media/person_role/2024/08/28/photo_FORMATO_87JlQEr.png,7,Bernardo Franco Junior,6.79,,,,,,,,,,,,,,,,,2.0,,,
579,,3,288,jackson,Jackson,118490,0.0,0.0,37,0.0,Criciúma,Jackson,0,False,,6,Jackson Henrique Marcelino Crispim,1.0,,,,,,,,,,,,,,,,,,,,
580,,2,262,ze-welinton,Zé Welinton,118501,0.0,0.0,37,0.0,Flamengo,Z. Welinton,0,False,https://s.sde.globo.com/media/person_role/2022/06/29/eb9c2188bfd2d30e670faa55785ea3f2_FORMATO.png,6,José Welinton Campos Menezes,1.0,,,,,,,,,,,,,,,,,,,,
581,,4,276,rodriguinho,Rodriguinho,118563,0.0,0.0,37,2.77,São Paulo,Rodriguinho,3,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_TBiswrq.png,6,Rodrigo Huendra Almeida Mendonça,3.28,4.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,
582,,5,1371,eliel,Eliel,118745,1.2,-1.14,37,2.14,Cuiabá,Eliel,17,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_t0Fw29t.png,7,Eliel Chrytian Pereira Silva,3.97,7.0,3.0,2.0,5.0,17.0,2.0,1.0,2.0,,,,,,,,,,,,
583,,4,267,mateus-carvalho,Mateus Carvalho,118752,3.4,-0.26,37,3.46,Vasco,M. Carvalho,30,True,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_JfIekB6.png,7,Mateus Carvalho dos Santos,5.9,66.0,40.0,7.0,5.0,30.0,2.0,2.0,9.0,,1.0,,,1.0,,,,,,,
584,,5,283,lautaro-diaz,Lautaro Díaz,118775,0.8,-0.13,37,1.99,Cruzeiro,L. Díaz,16,True,https://s.sde.globo.com/media/person_role/2024/07/01/photo_FORMATO_UT1KNbY.png,7,Lautaro Ariel Díaz,4.78,11.0,13.0,6.0,5.0,3.0,1.0,2.0,1.0,1.0,,,,,,,,,,,
585,,4,266,victor-hugo,Victor Hugo,118802,0.0,0.0,37,-0.13,Fluminense,V. Hugo,4,False,https://s.sde.globo.com/media/person_role/2024/08/30/photo_FORMATO_8JgPovx.png,6,Victor Hugo Ramos de Souza,1.08,1.0,4.0,,,1.0,,,1.0,,,,,,,,,,,,
586,,6,293,lucho-gonzalez,Lucho González,120397,4.16,-0.19,37,5.05,Athlético-PR,L. González,10,True,https://s.sde.globo.com/media/person_role/2024/09/24/photo_FORMATO_NPW1OXm.png,7,Luis Oscar González,8.9,,,,,,,,,,,,,,,,,2.0,,,
587,,2,293,leo-derik,Léo Derik,120433,0.0,0.0,37,0.0,Athlético-PR,L. Derik,0,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_EwfDXbc.png,6,Leonardo Derik Dias Gonçalves,2.0,,,,,,,,,,,,,,,,,,,,
588,,5,280,arthur-sousa,Arthur Sousa,120856,0.0,0.0,37,0.02,Bragantino,A. Sousa,8,False,https://s.sde.globo.com/media/person_role/2024/09/02/photo_FORMATO_BnMztX7.png,6,Arthur Sousa Araújo,0.82,1.0,2.0,,,1.0,,,1.0,,,,,,,,,,,,
589,,2,280,dija,Dija,121220,0.0,0.0,37,0.0,Bragantino,Dija,0,False,https://s.sde.globo.com/media/person_role/2022/10/22/photo_220x220.png,6,Diego Kauan Silva Santos,1.0,,,,,,,,,,,,,,,,,,,,
590,,4,356,kauan,Kauan,121237,0.0,0.0,37,0.73,Fortaleza,Kauan,3,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_g8uOoWo.png,6,Kauan Rodrigues da Silva,1.87,1.0,,,,2.0,,,,,,,,,,,,,,,
591,,5,1371,gabryel-freitas,Gabryel Freitas,121263,0.0,0.0,37,0.0,Cuiabá,G. Freitas,0,False,https://s.sde.globo.com/media/person_role/2023/03/06/photo_220x220_2WJ0Lb4.png,6,Gabryel Vinícius Araújo Freitas,1.0,,,,,,,,,,,,,,,,,,,,
592,,5,373,eli-junior,Eli Júnior,121331,0.0,0.0,37,1.2,Atlético-GO,E. Júnior,1,False,https://s.sde.globo.com/media/person_role/2024/08/11/photo_220x220_ZPyikzh.png,6,Eli Silvano Kovalik Júnior,1.35,,,1.0,,,,,,,,,,,,,,,,,
593,,2,286,da-rocha,Da Rocha,121397,0.0,0.0,37,0.0,Juventude,D. Rocha,0,False,,6,Cauê Pereira da Rocha,1.0,,,,,,,,,,,,,,,,,,,,
594,,2,283,dorival,Dorival,121636,0.0,0.0,37,0.0,Cruzeiro,Dorival,0,False,https://s.sde.globo.com/media/person_role/2024/08/30/photo_220x220_VH8v9YX.png,6,Dorival Silva de Oliveira,1.0,,,,,,,,,,,,,,,,,,,,
595,,4,1371,guilherme-madruga,Guilherme Madruga,121762,0.0,0.0,37,-0.25,Cuiabá,G. Madruga,4,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_sRg7Zjl.png,6,Guilherme Miranda Madruga Gomes,1.98,,4.0,1.0,,,,,1.0,,,,,,,,,,,,
596,,5,284,andre,André,121792,0.0,0.0,37,0.0,Grêmio,André,0,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_AwvmyTT.png,5,André Henrique da Silva Martins,4.0,,,,,,,,,,,,,,,,,,,,
597,,4,264,kayke,Kayke,121824,0.0,0.0,37,0.0,Corinthians,Kayke,2,False,,6,Kayke Ferrari Guimarães,0.79,,,,,,,,,,,,,,,,,,,,
598,,4,263,kaue,Kauê,121827,0.0,0.0,37,1.32,Botafogo,Kauê,8,False,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_zW6WD4H.png,6,Kauê Rodrigues Pessanha,1.93,1.0,4.0,,2.0,2.0,1.0,,,,,,,,,,,,,,
599,,5,287,janderson,Janderson,121830,5.3,0.22,37,2.56,Vitória,Janderson,26,True,https://s.sde.globo.com/media/person_role/2024/04/23/photo_FORMATO.png,7,Janderson de Carvalho Costa,4.66,27.0,24.0,6.0,13.0,18.0,2.0,5.0,6.0,,1.0,,,,,,,,,,
600,,5,265,kennedy,Kennedy,122301,0.0,0.0,37,0.0,Bahia,Kennedy,0,False,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_nXCTAYa.png,6,Kennedy Anderson Gomes Ferreira,1.0,,,,,,,,,,,,,,,,,,,,
601,,3,373,mateus-macedo,Mateus Macedo,122317,0.0,0.0,37,0.0,Atlético-GO,M. Macedo,0,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_3LMCTRH.png,6,Matheus Macedo dos Santos,1.0,,,,,,,,,,,,,,,,,,,,
602,,1,262,dyogo-alves,Dyogo Alves,122318,0.0,0.0,37,0.0,Flamengo,D. Alves,0,False,,6,Francisco Dyogo Bento Alves,1.0,,,,,,,,,,,,,,,,,,,,
603,,1,262,caio-barone,Caio Barone,122319,0.0,0.0,37,0.0,Flamengo,C. Barone,0,False,,6,Caio Albado Barone,1.0,,,,,,,,,,,,,,,,,,,,
604,,2,262,daniel-sales,Daniel Sales,122320,0.0,0.0,37,0.0,Flamengo,D. Sales,1,False,,6,Daniel dos Santos Sales,0.88,,,,,,,,,,,,,,,,,,,,
605,,4,262,lorran,Lorran,122321,0.0,0.0,37,2.33,Flamengo,Lorran,18,False,https://s.sde.globo.com/media/person_role/2024/06/21/photo_FORMATO_hV943L9.png,6,Lorran Lucas Pereira de Sousa,3.48,13.0,11.0,7.0,7.0,6.0,1.0,2.0,,,1.0,,,,,,,,,,
606,,3,267,lyncon,Lyncon,122378,0.0,0.0,37,8.0,Vasco,Lyncon,1,False,https://s.sde.globo.com/media/person_role/2024/07/07/photo_FORMATO_Dm2djjq.png,6,Lyncon Correa Gonçalves,3.97,,,,,,1.0,,,,,,,,,,,,,,
607,,4,267,lucas-eduardo,Lucas Eduardo,122379,0.0,0.0,37,0.0,Vasco,L. Eduardo,0,False,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_1YblXkK.png,6,Lucas Eduardo de Souza Oliveira,1.0,,,,,,,,,,,,,,,,,,,,
608,,4,280,gustavinho,Gustavinho,122394,0.0,0.0,37,1.91,Bragantino,Gustavinho,24,False,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_ayQ4fZH.png,6,Gustavo Ribeiro Neves,3.02,12.0,12.0,4.0,5.0,7.0,1.0,,,,3.0,,,,,,,,,,
609,,4,264,ryan,Ryan,122396,0.0,0.0,37,2.06,Corinthians,Ryan,11,False,https://s.sde.globo.com/media/person_role/2024/08/09/photo_FORMATO_r9tm9Th.png,5,Ryan Gustavo de Lima,2.44,19.0,15.0,2.0,2.0,5.0,,,2.0,,,,,,,,,,,,
610,,4,287,pablo-baianinho,Pablo Baianinho,122413,0.2,-0.04,37,-0.03,Vitória,P. Baianinho,3,True,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_58gJ7zZ.png,6,Pablo Santos de Alcântara,0.65,,3.0,,1.0,2.0,,,1.0,,,,,,,,,,,,
611,,5,285,lucca,Lucca,122420,0.0,0.0,37,0.66,Internacional,Lucca,8,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Ki8AphB.png,6,Lucca Holanda Sampaio Tavares,1.79,2.0,7.0,,2.0,7.0,,1.0,,,,,,,,,,,,,
612,,5,266,isaac,Isaac,122439,0.0,0.0,37,1.06,Fluminense,Isaac,5,False,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Lguei9P.png,6,Isaac Rodrigues de Lima,2.0,3.0,1.0,,,4.0,,,,,,,,,,,,,,,
613,,5,267,rayan,Rayan,122486,0.0,0.0,37,1.75,Vasco,Rayan,24,False,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_DAjK7yT.png,6,Rayan Vitor Simplício Rocha,3.16,8.0,7.0,5.0,15.0,19.0,1.0,,2.0,,,,,,,1.0,,,,,
614,,5,267,gb,GB,122487,0.0,0.0,37,6.55,Vasco,GB,2,False,,6,Gabriel Souza da Silva,4.64,3.0,2.0,,2.0,3.0,1.0,,1.0,,,,,,,,,,,,
615,,5,267,emerson-rodriguez,Emerson Rodríguez,122525,0.0,0.0,37,2.46,Vasco,E. Rodríguez,14,False,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_K1FY4p0.png,6,Emerson Rivaldo Rodríguez Valois,3.82,8.0,6.0,4.0,6.0,5.0,2.0,5.0,1.0,,,,,,,,,,,,
616,,4,262,wallace-yan,Wallace Yan,122573,0.0,0.0,37,0.8,Flamengo,W. Yan,1,False,,6,Wallace Yan de Souza Barreto,1.18,,,,1.0,,,,,,,,,,,,,,,,
617,,1,262,lucas-furtado,Lucas Furtado,122575,0.0,0.0,37,0.0,Flamengo,L. Furtado,0,False,,6,Lucas Furtado dos Santos,1.0,,,,,,,,,,,,,,,,,,,,
618,,4,356,amorim,Amorim,122598,0.0,0.0,37,0.0,Fortaleza,Amorim,0,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_tKEntj2.png,6,Alexsandro Amorim de Freitas Filho,1.0,,,,,,,,,,,,,,,,,,,,
619,,3,276,matheus-belem,Matheus Belém,122602,0.0,0.0,37,0.0,São Paulo,M. Belém,0,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_kBJ7dRJ.png,6,Matheus José Belém de Souza,2.0,,,,,,,,,,,,,,,,,,,,
620,,4,283,japa,Japa,122660,3.0,0.41,37,0.93,Cruzeiro,Japa,9,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_7IIL65y.png,7,João Wellington Gadelha Melo de Oliveira,2.09,5.0,3.0,,1.0,5.0,,,,,,,,,,,,,,,
621,,3,280,lucas-cunha,Lucas Cunha,122755,0.9,0.02,37,0.83,Bragantino,L. Cunha,10,True,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_bGdGTnU.png,7,Lucas de Souza Cunha,3.29,5.0,4.0,1.0,1.0,3.0,,,2.0,,,1.0,,1.0,,,,,,,
622,,5,1371,jadson,Jadson,122797,0.0,-0.36,37,0.75,Cuiabá,Jadson,6,True,https://s.sde.globo.com/media/person_role/2024/07/03/photo_FORMATO_FIHzuX5.png,6,Jadson Alves de Lima,1.15,3.0,1.0,1.0,,,,,,,,,,,,,,,,,
623,,2,373,gustavo-daniel,Gustavo Daniel,122819,0.0,0.0,37,0.0,Atlético-GO,G. Daniel,0,False,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_y7ZiXUn.png,6,Gustavo Daniel da Silva Gonçalves,1.0,,,,,,,,,,,,,,,,,,,,
624,,3,286,abner,Abner,122861,0.0,0.0,37,0.13,Juventude,Abner,3,False,,6,Abner Salles da Silva,0.75,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,
625,,4,275,patrick,Patrick,122990,0.0,0.0,37,0.0,Palmeiras,Patrick,0,False,https://s.sde.globo.com/media/person_role/2023/02/28/photo_FORMATO_JpQIiS0.png,6,Patrick Roberto da Silva Campos,1.0,,,,,,,,,,,,,,,,,,,,
626,,5,265,tiago,Tiago,123004,0.0,0.0,37,0.58,Bahia,Tiago,4,False,,6,Tiago Souza de Jesus Carvalho,1.56,2.0,2.0,,,1.0,,,,,,,,,,,,,,,
627,,4,265,sidney,Sidney,123005,0.0,0.0,37,0.0,Bahia,Sidney,0,False,https://s.sde.globo.com/media/person_role/2024/04/03/photo_FORMATO_JMWs04L.png,6,Sidney de Carvalho Duarte,1.0,,,,,,,,,,,,,,,,,,,,
628,,5,284,zinho,Zinho,123153,0.0,0.0,37,0.0,Grêmio,Zinho,0,False,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_dzNYC4x.png,6,Luis Henrique Hoffmann,1.0,,,,,,,,,,,,,,,,,,,,
629,,5,282,cadu,Cadu,123359,0.0,0.0,37,3.37,Atlético-MG,Cadu,20,False,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_zH8hlaB.png,6,Carlos Eduardo Amaral Pereira de Castro,4.01,22.0,26.0,4.0,3.0,26.0,3.0,5.0,1.0,2.0,,,,,,,,,,,
630,,4,265,cauly,Cauly,123360,0.0,0.0,37,2.8,Bahia,Cauly,34,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_31M3s89.png,7,Cauly Oliveira Souza,6.59,10.0,20.0,8.0,16.0,27.0,3.0,4.0,1.0,2.0,5.0,,,,,,,,,,
631,,4,265,roger,Roger,123494,0.0,0.0,37,0.0,Bahia,Roger,0,False,https://s.sde.globo.com/media/person_role/2024/04/03/photo_FORMATO_lrs7L9Q.png,6,Roger Gabriel Farias de Jesus,1.0,,,,,,,,,,,,,,,,,,,,
632,,4,265,jota,Jota,123497,0.0,0.0,37,0.0,Bahia,Jota,0,False,,6,João Victor Broad Moreira Guimarães,1.0,,,,,,,,,,,,,,,,,,,,
633,,2,284,ze-guilherme,Zé Guilherme,123717,0.0,0.0,37,2.77,Grêmio,Z. Guilherme,6,False,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_HA7qoxl.png,6,José Guilherme de Lima Costa,3.3,8.0,4.0,1.0,,4.0,,,,,,1.0,,,,,,,,,
634,,5,265,luciano-rodriguez,Luciano Rodríguez,123795,0.0,0.0,37,5.07,Bahia,L. Rodríguez,17,False,https://s.sde.globo.com/media/person_role/2024/08/08/photo_FORMATO_JO2CdTv.png,7,Luciano Rodríguez Rosales,8.11,8.0,5.0,10.0,11.0,27.0,5.0,2.0,1.0,,1.0,,,,,,,,,,
635,,5,282,palacios,Palacios,123873,0.0,0.0,37,4.04,Atlético-MG,Palacios,17,False,https://s.sde.globo.com/media/person_role/2024/03/07/photo_220x220_b3oriPT.png,6,Brahian Palacios Alzate,5.4,15.0,13.0,12.0,8.0,8.0,2.0,3.0,3.0,,3.0,,,,,2.0,,,,,
636,,2,262,ainoa,Ainoã,123958,0.0,0.0,37,0.0,Flamengo,Ainoã,0,False,,6,Ainoã Ricardo Silva Oliveira,1.0,,,,,,,,,,,,,,,,,,,,
637,,5,287,fabio,Fábio,123960,0.0,0.0,37,0.17,Vitória,Fábio,3,False,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_ipoYISJ.png,6,Fábio Soares dos Santos,1.55,,,,,1.0,,,,,,,,,,,,,,,
638,,4,280,riquelme,Riquelme,123961,0.0,0.0,37,0.5,Bragantino,Riquelme,1,False,,6,Riquelme Reis de Almeida de Jesus dos Santos,1.08,,,,,1.0,,,,,,,,,,,,,,,
639,,5,280,henry-mosquera,Henry Mosquera,124239,0.0,0.0,37,1.85,Bragantino,H. Mosquera,30,False,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_id8Dwn8.png,6,Henry David Mosquera Sánchez,3.18,17.0,28.0,14.0,11.0,29.0,,7.0,4.0,1.0,1.0,,,,,,,,,,
640,,1,285,kauan,Kauan,124264,0.0,0.0,37,0.0,Internacional,Kauan,0,False,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_AOu7Nff.png,6,Kauan Jesus Santos Oliveira,1.0,,,,,,,,,,,,,,,,,,,,
641,,3,285,evertow,Evertow,124266,0.0,0.0,37,0.0,Internacional,Evertow,0,False,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_YgddPlw.png,6,Evertow Vaz Pereira da Silva,1.0,,,,,,,,,,,,,,,,,,,,
642,,4,285,gustavo-prado,Gustavo Prado,124271,1.2,0.15,37,1.16,Internacional,G. Prado,23,True,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_Ph1gWxf.png,6,Gustavo Prado Alves,1.88,11.0,9.0,5.0,4.0,6.0,,2.0,1.0,,1.0,,,,,,,,,,
643,,4,285,gabriel-carvalho,Gabriel Carvalho,124275,0.8,0.01,37,3.75,Internacional,G. Carvalho,17,True,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_Qpx6o0t.png,6,Gabriel Carvalho Teixeira,5.31,21.0,15.0,8.0,9.0,10.0,1.0,,2.0,,3.0,,,,,,,,,,
644,,5,285,ricardo-mathias,Ricardo Mathias,124280,0.0,0.0,37,3.7,Internacional,R. Mathias,3,False,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_KQzCuL1.png,6,Ricardo Mathias da Silva,4.21,1.0,1.0,,4.0,,1.0,,1.0,,,,,,,,,,,,
645,,1,283,leo-aragao,Léo Aragão,124369,0.0,0.0,37,0.0,Cruzeiro,L. Aragão,0,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_7877COP.png,6,Leonardo de Aragão Carvalho,2.0,,,,,,,,,,,,,,,,,,,,
646,,2,263,mateo-ponte,Mateo Ponte,124481,7.6,0.82,37,5.5,Botafogo,M. Ponte,16,True,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_S1d60nA.png,2,Mateo Ponte Costa,8.15,30.0,22.0,1.0,4.0,9.0,3.0,3.0,4.0,,,6.0,,,,,,,,,
647,,2,373,haller,Haller,124487,0.0,0.0,37,5.9,Atlético-GO,Haller,1,False,https://s.sde.globo.com/media/person_role/2024/08/14/photo_FORMATO_5U0etRx.png,6,Rafael Germán Haller Piloni,4.88,1.0,1.0,,,,,,,,,1.0,,,,,,,,,
648,,2,275,giay,Giay,124526,3.6,0.1,37,5.17,Palmeiras,Giay,9,True,https://s.sde.globo.com/media/person_role/2024/07/08/photo_FORMATO_cssYjfO.png,6,Agustín Giay,8.2,19.0,11.0,3.0,3.0,14.0,,,1.0,,,3.0,,,,,,,,,
649,,3,287,roque-junior,Roque Júnior,124663,0.0,0.0,37,0.0,Vitória,R. Júnior,0,False,https://s.sde.globo.com/media/person_role/2024/07/19/photo_FORMATO_h1raV1Z.png,6,Roque Santos de Jesus Júnior,2.0,,,,,,,,,,,,,,,,,,,,
650,,4,276,felipe-negrucci,Felipe Negrucci,124674,0.0,0.0,37,0.0,São Paulo,F. Negrucci,0,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Ftjtc7V.png,6,Felipe Negrucci Berdague,2.0,,,,,,,,,,,,,,,,,,,,
651,,4,282,paulo-vitor,Paulo Vitor,124690,0.0,0.0,37,0.74,Atlético-MG,P. Vitor,12,False,https://s.sde.globo.com/media/person_role/2023/05/07/photo_FORMATO_1HEXq1i.png,6,Paulo Vitor Monteiro,0.94,12.0,13.0,,,5.0,,,4.0,,,,,,,,,,,,
652,,1,276,leandro,Leandro,124701,0.0,0.0,37,0.0,São Paulo,Leandro,0,False,,6,Leandro Mathias Silva Bueno,1.0,,,,,,,,,,,,,,,,,,,,
653,,2,266,esquerdinha,Esquerdinha,124728,0.0,0.0,37,3.28,Fluminense,Esquerdinha,5,False,https://s.sde.globo.com/media/person_role/2023/05/16/photo_FORMATO_L1i5sSp.png,6,João Henrique Mendes da Silva,3.39,1.0,1.0,,,1.0,,,,,1.0,2.0,,,,,,,,,
654,,5,284,nathan-fernandes,Nathan Fernandes,124757,0.0,0.0,37,0.8,Grêmio,N. Fernandes,17,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_nzWNsYv.png,6,Nathan Ribeiro Fernandes,2.27,8.0,9.0,2.0,5.0,13.0,,1.0,3.0,,,,,1.0,,,,,,,
655,,5,266,kaua-elias,Kauã Elias,124821,0.0,-0.33,37,3.29,Fluminense,K. Elias,25,True,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_UGP7Pol.png,7,Kauã Elias Nogueira,3.49,9.0,12.0,12.0,11.0,9.0,5.0,3.0,2.0,,2.0,,,,,,,,,,
656,,3,283,jonathan-jesus,Jonathan Jesus,124912,0.0,0.0,37,2.25,Cruzeiro,J. Jesus,4,False,https://s.sde.globo.com/media/person_role/2024/06/21/photo_FORMATO_gDnfcOD.png,6,Jonathan de Jesus Alves,4.04,3.0,2.0,,,2.0,,,,,,1.0,,,,,,,,,
657,,3,264,renato,Renato,124918,0.0,0.0,37,0.0,Corinthians,Renato,0,False,https://s.sde.globo.com/media/person_role/2023/06/03/photo_FORMATO_kkl0avZ.png,6,Renato Santos da Cruz,1.0,,,,,,,,,,,,,,,,,,,,
658,,2,284,wesley-costa,Wesley Costa,125000,0.0,0.0,37,0.0,Grêmio,W. Costa,0,False,https://s.sde.globo.com/media/person_role/2023/09/03/photo_FORMATO_tWVFhHY.png,6,Wesley Costa da Silva,1.0,,,,,,,,,,,,,,,,,,,,
659,,3,284,viery,Viery,125467,0.0,0.0,37,0.0,Grêmio,Viery,0,False,,6,Viery Fernandes Santos Lopes,1.0,,,,,,,,,,,,,,,,,,,,
660,,4,282,alisson,Alisson,125469,3.9,0.07,37,2.92,Atlético-MG,Alisson,15,True,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_THGcoZm.png,6,Alisson Santana Lopes da Fonseca,4.68,14.0,14.0,6.0,12.0,25.0,,1.0,1.0,1.0,,,,,,,,,,,
661,,5,288,serginho,Serginho,125471,0.0,0.0,37,0.77,Criciúma,Serginho,4,False,https://s.sde.globo.com/media/person_role/2024/08/15/photo_FORMATO_ouzG8H9.png,6,Sérgio Antonio de Luiz Junior,2.54,2.0,3.0,1.0,,3.0,,1.0,1.0,,,,,,,,,,,,
662,,4,293,dudu,Dudu,125746,0.0,0.0,37,0.0,Athlético-PR,Dudu,0,False,https://s.sde.globo.com/media/person_role/2023/07/07/photo_FORMATO_3PWOW7f.png,6,Eduardo Kogitzki Anastacio,1.0,,,,,,,,,,,,,,,,,,,,
663,,2,266,rafael-monteiro,Rafael Monteiro,125804,0.0,0.0,37,0.0,Fluminense,R. Monteiro,0,False,https://s.sde.globo.com/media/person_role/2023/07/09/photo_FORMATO.png,6,Rafael Monteiro Reis,1.0,,,,,,,,,,,,,,,,,,,,
664,,4,293,zapelli,Zapelli,125926,5.0,0.54,37,2.55,Athlético-PR,Zapelli,31,True,https://s.sde.globo.com/media/person_role/2023/07/21/photo_FORMATO_hPfi5y5.png,6,Bruno Zapelli,4.99,22.0,17.0,12.0,8.0,18.0,,1.0,3.0,2.0,5.0,,,,,,,,,,
