,atletas.jogos_num,atletas.atleta_id,atletas.minimo_para_valorizar,atletas.clube.id.full.name,atletas.foto,atletas.posicao_id,atletas.variacao_num,atletas.entrou_em_campo,atletas.nome,atletas.rodada_id,atletas.status_id,atletas.preco_num,atletas.pontos_num,atletas.clube_id,atletas.apelido,atletas.apelido_abreviado,atletas.media_num,atletas.slug,CA,DS,FC,FS,FD,FF,SG,G,I,A,CV,FT,V,PS,DE,GS,PC,PP,DP,GC
75,0,72372,,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_e9UBywD.png,1,0.0,False,Felipe Alves Raymundo,33,6,5.0,0.0,266,Felipe Alves,F. Alves,0.0,felipe-alves,,,,,,,,,,,,,,,,,,,,
76,16,72391,,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/09/23/photo_FORMATO_oIP1uaU.png,6,0.5,True,Fernando Diniz Silva,33,7,8.64,6.24,283,Fernando Diniz,F. Diniz,3.55,fernando-diniz,,,,,,,,,,,,,2.0,,,,,,,
77,11,72460,,Atlético-MG,https://s.sde.globo.com/media/person_role/2024/07/08/photo_FORMATO_hLeY8f6.png,4,0.0,False,Bernard Anício Caldeira Duarte,33,6,5.8,0.0,282,Bernard,Bernard,1.02,bernard,1.0,7.0,14.0,7.0,,2.0,,,1.0,,,1.0,,,,,,,,
78,7,72493,,Botafogo,https://s.sde.globo.com/media/person_role/2024/09/03/photo_FORMATO_Dy4LFfE.png,2,0.12,True,Alex Nicolao Telles,33,7,8.97,8.7,263,Alex Telles,A. Telles,5.61,alex-telles,,4.0,3.0,2.0,1.0,4.0,5.0,,,1.0,,,,,,,,,,
79,3,72497,,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_XGJ1uLI.png,4,0.0,False,Gustavo Campanharo,33,6,3.66,0.0,373,Gustavo Campanharo,G. Campanharo,0.47,gustavo-campanharo,,1.0,2.0,,,1.0,,,,,,,,,,,,,,
80,20,72532,,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_204au3d.png,2,0.0,False,Magno José da Silva,33,6,4.78,0.0,373,Maguinho,Maguinho,2.49,maguinho,3.0,20.0,21.0,12.0,3.0,6.0,4.0,,2.0,1.0,1.0,,,1.0,,,2.0,,,
81,10,72583,,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_sB7v4Fv.png,5,0.0,False,Pedro Henrique Konzen Medina da Silva,33,6,4.69,0.0,264,Pedro Henrique,P. Henrique,2.56,pedro-henrique,2.0,4.0,6.0,8.0,2.0,7.0,,1.0,4.0,1.0,,,,,,,,,,
82,0,72595,,Fortaleza,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_EePQ79Y.png,1,0.0,False,Maurício Kozlinski,33,6,3.0,0.0,356,Maurício Kozlinski,M. Kozlinski,0.0,mauricio-kozlinski,,,,,,,,,,,,,,,,,,,,
83,1,72605,,Bahia,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_HuEb513.png,3,0.0,False,Vitor Hugo Franchescoli de Souza,33,6,3.58,0.0,265,Vitor Hugo,V. Hugo,0.0,vitor-hugo,,,,,,,,,,,,,,,,,,,,
84,20,72775,,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_G29hOpk.png,4,0.0,False,Fernando Luiz Rosa,33,6,6.42,0.0,293,Fernandinho,Fernandinho,3.13,fernandinho,6.0,18.0,29.0,20.0,9.0,5.0,,2.0,1.0,3.0,,,,,,,,,,
85,11,72801,,Criciúma,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_i1tcVtm.png,3,0.59,True,Wílker José Ángel Romero,33,6,3.37,2.7,288,Wilker Ángel,W. Ángel,1.94,wilker-angel,3.0,9.0,18.0,4.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,
86,14,72951,,Internacional,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_o74D2pK.png,3,0.0,False,Gabriel Iván Mercado,33,5,4.98,0.0,285,Mercado,Mercado,3.15,mercado,5.0,9.0,7.0,3.0,,1.0,6.0,1.0,,,,,,,,,,,,
87,23,73384,,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_yDwEEkd.png,2,0.0,False,Samuel Xavier Brito,33,6,6.2,0.0,266,Samuel Xavier,S. Xavier,4.32,samuel-xavier,4.0,27.0,27.0,41.0,4.0,5.0,8.0,,2.0,2.0,,,,,,,,,,
88,22,73620,,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_k3QDtbn.png,3,-0.12,True,Bruno Fabiano Alves,33,7,4.94,3.7,1371,Bruno Alves,B. Alves,3.37,bruno-alves,2.0,19.0,14.0,15.0,3.0,4.0,7.0,1.0,,,,,,,,,,,,
89,2,73800,,Grêmio,https://s.sde.globo.com/media/person_role/2024/06/03/photo_FORMATO_F2HtPRp.png,3,0.0,False,Rodrigo Caio Coquette Russo,33,6,5.98,0.0,284,Rodrigo Caio,R. Caio,2.2,rodrigo-caio,,3.0,,2.0,,1.0,,,,,,,,,,,1.0,,,
90,12,73991,,Criciúma,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_o2efsws.png,3,0.0,False,Walisson Moreira Farias Maia,33,6,3.17,0.0,288,Walisson Maia,W. Maia,1.49,walisson-maia,2.0,5.0,9.0,2.0,,2.0,2.0,,,1.0,,,,,,,1.0,,,
91,3,74061,,Botafogo,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_XgarVDI.png,1,0.0,False,Roberto Junior Fernández Torres,33,6,6.82,0.0,263,Gatito Fernández,G. Fernández,2.0,gatito-fernandez,1.0,,,,,,1.0,,,,,,,,6.0,4.0,,,,
92,8,74157,,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/07/17/photo_FORMATO_WdH8RPs.png,5,-0.66,True,Joel Nathaniel Campbell Samuels,33,6,7.41,0.0,373,Campbell,Campbell,3.69,campbell,3.0,7.0,2.0,7.0,1.0,5.0,,2.0,,,,,,,,,,,,
93,8,77485,,Corinthians,https://s.sde.globo.com/media/person_role/2024/09/10/photo_FORMATO_tEHEHYn.png,4,-0.27,True,André Martín Carrillo Díaz,33,6,5.39,-0.3,264,Carrillo,Carrillo,2.53,carrillo,1.0,13.0,8.0,2.0,1.0,1.0,,,,1.0,,,,,,,,,,
94,2,77544,,Atlético-GO,https://s.sde.globo.com/media/person_role/2023/05/14/photo_FORMATO_BSixVEC.png,4,0.0,False,Jorge de Moura Xavier,33,5,5.5,0.0,373,Jorginho,Jorginho,3.95,jorginho,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,
95,18,78077,,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_QT62TtG.png,2,0.0,False,Madson Ferreira dos Santos,33,6,4.64,0.0,293,Madson,Madson,2.19,madson,3.0,6.0,6.0,11.0,,2.0,5.0,,1.0,1.0,,,,,,,,,,
96,31,78117,,Bahia,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_ZTjMF4T.png,5,0.28,True,Everaldo Stum,33,6,7.25,3.0,265,Everaldo,Everaldo,4.55,everaldo,4.0,16.0,27.0,28.0,18.0,16.0,,8.0,5.0,2.0,,4.0,,,,,,,,
97,14,78248,,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_eaP6jN7.png,3,-0.42,True,Gustavo Henrique Vernes,33,7,5.1,1.8,264,Gustavo Henrique,G. Henrique,1.41,gustavo-henrique,4.0,6.0,13.0,4.0,2.0,5.0,3.0,,,,1.0,,,,,,,,,
98,13,78445,,Internacional,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PNCSDK4.png,2,0.0,False,Renê Rodrigues Martins,33,7,8.77,0.0,285,Renê,Renê,5.21,rene,2.0,24.0,11.0,15.0,3.0,4.0,5.0,,,1.0,,,,,,,,,,
99,29,78450,,Criciúma,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_54lwaii.png,6,0.15,True,Cláudio Tencati,33,7,6.41,3.7,288,Cláudio Tencati,C. Tencati,4.24,claudio-tencati,,,,,,,,,,,,,7.0,,,,,,,
100,15,78548,,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_hp4AXuX.png,4,0.0,False,Jean Mota Oliveira de Sousa,33,6,3.28,0.0,287,Jean Mota,J. Mota,1.29,jean-mota,,3.0,7.0,6.0,2.0,2.0,,1.0,1.0,,,1.0,,,,,,,,
101,21,78580,,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_EstVL0K.png,5,-0.03,True,Jonathan Renato Barbosa,33,6,3.32,1.2,1371,Jonathan Cafu,J. Cafu,1.74,jonathan-cafu,,12.0,13.0,19.0,4.0,5.0,,1.0,2.0,,,,,,,,,,,
102,15,78605,,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_SpOJ3BZ.png,4,-0.63,True,Gabriel Girotto Franco,33,6,4.97,0.0,293,Gabriel,Gabriel,3.47,gabriel,3.0,33.0,16.0,11.0,1.0,7.0,,1.0,,,,,,,,,,,,
103,22,78715,,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_MK4CCfT.png,4,-0.65,True,Ramiro Moschen Benetti,33,7,3.24,0.0,283,Ramiro,Ramiro,1.68,ramiro,2.0,23.0,21.0,11.0,1.0,4.0,,1.0,1.0,,,,,,,,,,,
104,20,78850,,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_v8J7R5r.png,2,0.0,False,Reinaldo Manoel da Silva,33,7,8.42,0.0,284,Reinaldo,Reinaldo,4.91,reinaldo,2.0,17.0,14.0,16.0,15.0,9.0,6.0,2.0,1.0,1.0,,,,,,,,,,
105,20,78855,,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_L3ovhxb.png,3,0.0,False,Thiago dos Santos,33,6,4.03,0.0,266,Thiago Santos,T. Santos,3.57,thiago-santos,8.0,25.0,21.0,19.0,4.0,3.0,8.0,,,,,,,,,,1.0,,,
106,15,79035,,Atlético-GO,https://s.sde.globo.com/media/person_role/2023/08/16/photo_FORMATO_vnMYw4d.png,3,0.0,False,Luiz Felipe do Nascimento dos Santos,33,6,4.44,0.0,373,Luiz Felipe,L. Felipe,2.9,luiz-felipe,4.0,18.0,18.0,2.0,1.0,5.0,4.0,1.0,,,1.0,,,1.0,,,1.0,,,
107,6,79113,,Bahia,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO.png,3,0.0,False,Víctor Leandro Cuesta,33,2,3.48,0.0,265,Víctor Cuesta,V. Cuesta,1.08,victor-cuesta,3.0,7.0,7.0,5.0,,1.0,,,1.0,,,,,,,,,,,
108,14,79268,,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_AseAsft.png,4,-0.06,True,Filipe Augusto Carvalho Souza,33,7,1.33,0.8,1371,Filipe Augusto,F. Augusto,0.37,filipe-augusto,5.0,9.0,18.0,4.0,1.0,2.0,,,,,,,,,,,,,,
109,28,79437,,Internacional,https://s.sde.globo.com/media/person_role/2021/04/27/ec1e7e490c3a05088fd967b9e2468216_FORMATO.png,6,0.0,False,Roger Machado Marques,33,7,8.25,0.0,285,Roger Machado,R. Machado,5.43,roger-machado,,,,,,,,,,,,,12.0,,,,,,,
110,18,79631,,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_uSA2481.png,5,0.0,False,Germán Ezequiel Cano,33,6,6.62,0.0,266,Cano,Cano,2.01,cano,3.0,4.0,6.0,5.0,14.0,11.0,,1.0,1.0,,1.0,1.0,,,,,,,,
111,25,79701,,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_KnivRCo.png,4,0.23,True,Lucas Silva Borges,33,6,3.65,1.8,283,Lucas Silva,L. Silva,1.01,lucas-silva,4.0,9.0,18.0,17.0,5.0,7.0,,1.0,,,,,,,,,1.0,,,1.0
112,13,79702,,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Cwpf6R7.png,3,0.0,False,Antônio Carlos Cunha Capocasali Júnior,33,6,2.84,0.0,266,Antônio Carlos,A. Carlos,1.72,antonio-carlos,1.0,6.0,10.0,12.0,,4.0,2.0,,1.0,,,,,,,,,,,
113,25,80129,,Juventude,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_1INRw87.png,4,0.25,True,Jadson Alves dos Santos,33,7,8.44,4.1,286,Jadson,Jadson,4.57,jadson,10.0,52.0,30.0,49.0,5.0,9.0,,1.0,2.0,5.0,1.0,1.0,,,,,,,,
114,27,80196,,Fortaleza,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QAL0UhA.png,4,0.02,True,Glaybson Yago Souza Lisboa,33,6,4.56,0.5,356,Yago Pikachu,Y. Pikachu,2.92,yago-pikachu,5.0,18.0,11.0,34.0,3.0,13.0,,2.0,3.0,4.0,,,,,,,1.0,,,
115,9,80225,,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_UXvdhXA.png,5,0.0,False,Rafael da Silva,33,6,5.02,0.0,283,Rafa Silva,R. Silva,3.22,rafa-silva,2.0,4.0,7.0,4.0,4.0,1.0,,3.0,3.0,,1.0,,,,,,,,,
116,27,80287,,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hqCxZF4.png,5,0.45,True,Luciano da Rocha Neves,33,7,11.16,11.0,276,Luciano,Luciano,6.0,luciano,10.0,20.0,27.0,35.0,14.0,26.0,,10.0,5.0,3.0,1.0,4.0,,1.0,,,,1.0,,
117,13,80313,,Bahia,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_iy1T2ej.png,2,0.0,False,Gilberto Moraes Júnior,33,2,7.03,0.0,265,Gilberto,Gilberto,3.85,gilberto,1.0,19.0,10.0,14.0,2.0,5.0,2.0,1.0,1.0,,,,,,,,,,,
118,25,80337,,Criciúma,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO.png,5,-0.07,True,Arthur Caíke do Nascimento Cruz,33,7,3.78,0.2,288,Arthur Caíke,A. Caíke,2.45,arthur-caike,4.0,4.0,21.0,26.0,6.0,16.0,,4.0,15.0,,,1.0,,,,,,,,
119,9,80853,,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_6dWdAJP.png,3,0.0,False,Pedro Tonon Geromel,33,6,5.37,0.0,284,Pedro Geromel,P. Geromel,2.59,pedro-geromel,3.0,5.0,2.0,3.0,1.0,4.0,3.0,,,,,,,,,,,,,
120,2,81091,,Vasco,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,4,-0.33,True,Jair Rodrigues Júnior,33,6,3.45,0.6,267,Jair,Jair,0.55,jair,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,
121,19,81150,,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_pz3GebS.png,2,0.0,False,Mayke Rocha de Oliveira,33,3,7.52,0.0,275,Mayke,Mayke,4.2,mayke,5.0,26.0,15.0,9.0,,1.0,9.0,1.0,2.0,,,,,,,,,,,
122,11,81798,,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8UqKNri.png,5,0.0,False,Rosicley Pereira da Silva,33,6,4.06,0.0,267,Rossi,Rossi,1.66,rossi,3.0,12.0,9.0,8.0,,1.0,,,2.0,1.0,,,,,,,,,,
123,17,81845,,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_fS2GyF1.png,4,-1.2,True,Alisson Euler de Freitas Castro,33,6,5.68,0.0,276,Alisson,Alisson,3.38,alisson,4.0,25.0,21.0,27.0,4.0,2.0,,1.0,,2.0,,,,,,,,,,
124,31,81881,,Fortaleza,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_yXqoxi8.png,1,-0.22,True,João Ricardo Riedi,33,6,8.71,8.0,356,João Ricardo,J. Ricardo,4.97,joao-ricardo,2.0,1.0,,5.0,,,11.0,,,,,,,,126.0,29.0,,,,
125,29,81952,,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_AuUF822.png,4,0.0,False,Willian Osmar de Oliveira Silva,33,2,7.2,0.0,287,Willian Oliveira,W. Oliveira,4.3,willian-oliveira,6.0,47.0,34.0,33.0,8.0,14.0,,5.0,,1.0,,,,2.0,,,,,,
126,5,81965,,Bragantino,https://s.sde.globo.com/media/person_role/2015/08/18/87400d05b54fad3fbdebe823f0d1160b_220x220.png,5,-0.41,True,Ivan Ricardo Neves Abreu Cavaleiro,33,6,2.83,0.5,280,Cavaleiro,Cavaleiro,0.78,cavaleiro,1.0,1.0,2.0,3.0,1.0,2.0,,,,,,,,,,,,,,
127,16,82455,,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_BAUllGq.png,4,0.0,False,José Rafael Vivian,33,6,4.52,0.0,275,Zé Rafael,Z. Rafael,1.64,ze-rafael,6.0,16.0,28.0,17.0,2.0,3.0,,,,2.0,1.0,,,1.0,,,,,,
128,19,82463,,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_y7upQyC.png,4,0.0,False,Otávio Henrique Passos Santos,33,2,5.08,0.0,282,Otávio,Otávio,2.81,otavio,2.0,39.0,21.0,14.0,2.0,7.0,,,,,,,,,,,,,,
129,23,82627,,Flamengo,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_HkAAcVs.png,5,0.0,False,Luiz de Araújo Guimarães Neto,33,6,8.3,0.0,262,Luiz Araújo,L. Araújo,5.54,luiz-araujo,3.0,35.0,23.0,30.0,13.0,17.0,,3.0,2.0,5.0,,1.0,,,,,,,,
130,25,82628,,Fortaleza,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_vAKLb1d.png,2,0.19,True,Guilherme de Jesus da Silva,33,6,6.34,10.0,356,Tinga,Tinga,3.83,tinga,1.0,27.0,14.0,7.0,,4.0,9.0,1.0,,2.0,1.0,1.0,,,,,1.0,,,
131,27,82639,,Criciúma,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_g9yt731.png,2,-0.69,True,Marcelo Gazella Hermes,33,7,5.11,1.1,288,Marcelo Hermes,M. Hermes,3.21,marcelo-hermes,4.0,32.0,25.0,15.0,6.0,9.0,4.0,1.0,1.0,2.0,,,,,,,,,,
132,23,82766,,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_NhIGhAv.png,4,-1.74,True,Wellington Soares da Silva,33,6,5.83,0.5,276,Wellington Rato,W. Rato,2.57,wellington-rato,1.0,7.0,8.0,18.0,5.0,8.0,,1.0,3.0,5.0,,,,,,,,,,
133,16,83257,,Flamengo,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_EM6z7aN.png,5,0.0,False,Gabriel Barbosa Almeida,33,2,7.28,0.0,262,Gabriel,Gabriel,2.75,gabriel,2.0,3.0,1.0,5.0,6.0,6.0,,3.0,10.0,1.0,,,,,,,,,,
134,25,83528,,Flamengo,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_rrGsWJ1.png,3,0.0,False,Leonardo Pereira,33,7,5.82,0.0,262,Léo Pereira,L. Pereira,2.0,leo-pereira,6.0,19.0,14.0,12.0,,4.0,6.0,,1.0,,,,,,,,2.0,,,
135,18,83786,,Vitória,https://s.sde.globo.com/media/person_role/2024/08/23/photo_FORMATO_NM0hbTO.png,3,0.0,False,Hueglo dos Santos Neris,33,6,4.23,0.0,287,Neris,Neris,2.88,neris,2.0,18.0,20.0,3.0,1.0,1.0,6.0,1.0,1.0,,1.0,,,,,,,,,
136,24,83817,,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_eqdux0f.png,5,-0.04,True,Clayson Henrique da Silva Vieira,33,7,3.89,0.5,1371,Clayson,Clayson,2.26,clayson,6.0,10.0,13.0,24.0,7.0,9.0,,3.0,4.0,,,,,1.0,,,,,,
137,25,84042,,Botafogo,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_pjwDNV1.png,5,-0.33,True,Francisco das Chagas Soares dos Santos Meireles,33,2,8.68,-0.1,263,Tiquinho Soares,T. Soares,3.52,tiquinho-soares,4.0,11.0,34.0,34.0,6.0,13.0,,5.0,4.0,3.0,,,,,,,,,,
138,9,84263,,Grêmio,https://s.sde.globo.com/media/person_role/2024/05/22/photo_FORMATO_PHlhzVS.png,3,0.0,False,Jemerson de Jesus Nascimento,33,3,5.27,0.0,284,Jemerson,Jemerson,3.3,jemerson,4.0,5.0,11.0,5.0,,2.0,4.0,1.0,1.0,,,,,,,,1.0,,,
139,6,84266,,Criciúma,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_Ea5KMU8.png,1,0.83,True,Alisson Machado dos Santos,33,6,2.95,5.0,288,Alisson,Alisson,1.58,alisson,2.0,,,1.0,,,,,,,,,,,18.0,7.0,,,,
140,25,84428,,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_dW9VacB.png,4,0.0,False,Fernando Pereira do Nascimento,33,6,4.97,0.0,1371,Fernando Sobral,F. Sobral,2.94,fernando-sobral,5.0,38.0,19.0,27.0,3.0,11.0,,1.0,1.0,1.0,,,,,,,,,,
141,28,84558,,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pUYQrUf.png,4,0.08,True,Lucas Daniel Romero,33,6,5.0,2.7,283,Lucas Romero,L. Romero,2.71,lucas-romero,4.0,51.0,37.0,23.0,4.0,8.0,,,,2.0,1.0,,,,,,,,,
142,24,84587,,Criciúma,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_3jr11fx.png,4,0.32,True,Fellipe Mateus de Sena Araújo,33,6,6.75,2.9,288,Fellipe Mateus,F. Mateus,3.74,fellipe-mateus,2.0,23.0,18.0,45.0,11.0,10.0,,3.0,2.0,,,1.0,,,,,1.0,,,
143,24,84674,,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_gMVR2lN.png,4,0.48,True,Lucas Evangelista Santana de Oliveira,33,7,7.48,4.7,280,Lucas Evangelista,L. Evangelista,3.37,lucas-evangelista,3.0,21.0,24.0,43.0,6.0,13.0,,2.0,4.0,1.0,,2.0,,,,,,,,
144,13,84816,,Flamengo,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RMaWUM3.png,2,0.0,False,Guillermo Varela Olivera,33,6,6.77,0.0,262,Varela,Varela,4.32,varela,,18.0,7.0,17.0,2.0,1.0,5.0,,1.0,,,,,,,,,,,
145,18,84918,,Bahia,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_q8xm0Ax.png,5,-0.22,True,Rafael Rogério da Silva,33,6,4.01,0.0,265,Rafael Ratão,R. Ratão,1.99,rafael-ratao,,6.0,9.0,5.0,4.0,4.0,,1.0,1.0,2.0,,1.0,,,,,,,,
146,31,85004,,Bahia,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JDJmU6R.png,1,0.91,True,Marcos Felipe de Freitas Monteiro,33,7,7.17,5.0,265,Marcos Felipe,M. Felipe,3.81,marcos-felipe,2.0,1.0,1.0,5.0,,,9.0,,,,,,,,104.0,39.0,,,1.0,
147,18,85034,,Botafogo,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_oSZD8nT.png,4,0.0,False,Óscar David Romero Villamayor,33,6,6.97,0.0,263,Óscar Romero,Ã. Romero,3.53,oscar-romero,5.0,21.0,12.0,14.0,8.0,3.0,,1.0,,4.0,,,,,,,,,,
148,7,85048,,Corinthians,https://s.sde.globo.com/media/person_role/2024/09/17/photo_FORMATO_bZqek6n.png,5,1.44,True,Memphis Depay,33,7,11.5,10.1,264,Memphis Depay,M. Depay,5.7,memphis-depay,2.0,2.0,3.0,12.0,2.0,4.0,,3.0,2.0,1.0,,,,,,,,,,
149,11,85465,,Corinthians,https://s.sde.globo.com/media/person_role/2024/07/15/photo_FORMATO_QlEJyTM.png,4,-0.2,True,Alex Paulo Menezes Santana,33,7,3.06,0.0,264,Alex Santana,A. Santana,1.31,alex-santana,4.0,10.0,12.0,8.0,1.0,6.0,,,,,,,,,,,,,,
150,24,85626,,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_EPoR3bv.png,3,0.39,True,Leonardo Pinheiro da Conceição,33,7,4.05,2.7,267,Léo,Léo,2.39,leo,2.0,24.0,16.0,13.0,2.0,2.0,5.0,,1.0,,,,,,,,,,,
151,14,85856,,Vitória,https://s.sde.globo.com/media/person_role/2024/07/02/photo_220x220.png,4,0.05,True,Ricardo Ryller Ribeiro Lino Silva,33,6,4.46,2.4,287,Ricardo Ryller,R. Ryller,2.48,ricardo-ryller,,19.0,10.0,12.0,,5.0,,,,1.0,,,,,,,,,,
152,10,85931,,Internacional,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_7KxaYiF.png,4,0.0,False,Hyoran Kaue Dalmoro,33,6,3.83,0.0,285,Hyoran,Hyoran,1.38,hyoran,,5.0,6.0,9.0,1.0,5.0,,,1.0,,,,,,,,,,,
153,8,85993,,Cuiabá,https://s.sde.globo.com/media/person_role/2024/08/26/photo_FORMATO_zFut1NF.png,4,0.0,False,Gustavo Affonso Sauerbeck,33,6,4.14,0.0,1371,Gustavo Sauer,G. Sauer,1.94,gustavo-sauer,,8.0,4.0,8.0,2.0,1.0,,,1.0,,,,,,,,,,,
154,26,86292,,Criciúma,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_r97hBeS.png,5,0.08,True,Yannick Bolasie,33,7,7.59,3.2,288,Bolasie,Bolasie,4.98,bolasie,3.0,15.0,31.0,19.0,21.0,24.0,,6.0,10.0,4.0,,1.0,,,,,,,,
155,0,86362,,Vitória,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_YkGHL6O.png,5,0.0,False,Caio Henrique da Silva Dantas,33,6,3.0,0.0,287,Caio Dantas,C. Dantas,0.0,caio-dantas,,,,,,,,,,,,,,,,,,,,
156,9,86410,,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_C2XW4GI.png,2,0.0,False,Victor Luis Chuab Zamblauskas,33,6,6.57,0.0,267,Victor Luis,V. Luis,4.67,victor-luis,3.0,14.0,10.0,10.0,1.0,,3.0,1.0,,1.0,1.0,,,,,,,,,
157,20,86485,,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_EdYl0O3.png,5,0.0,False,Marcos da Silva França,33,6,5.26,0.0,266,Keno,Keno,2.43,keno,3.0,18.0,13.0,21.0,6.0,11.0,,1.0,4.0,,,,,,,,,,,
158,12,86508,,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_FD4URNn.png,1,0.0,False,Jandrei Chitolina Carniel,33,6,5.73,0.0,276,Jandrei,Jandrei,3.75,jandrei,,,,8.0,,,4.0,,,,,,,,35.0,14.0,,,,
159,25,86684,,Criciúma,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_fIUc997.png,3,-0.31,True,Rodrigo Fagundes de Freitas,33,7,4.72,-1.0,288,Rodrigo,Rodrigo,3.44,rodrigo,7.0,41.0,25.0,10.0,2.0,3.0,4.0,2.0,2.0,1.0,,1.0,,,,,2.0,,,
