,atletas.jogos_num,atletas.atleta_id,atletas.minimo_para_valorizar,atletas.clube.id.full.name,atletas.foto,atletas.posicao_id,atletas.variacao_num,atletas.entrou_em_campo,atletas.nome,atletas.rodada_id,atletas.status_id,atletas.preco_num,atletas.pontos_num,atletas.clube_id,atletas.apelido,atletas.apelido_abreviado,atletas.media_num,atletas.slug,CA,DS,FC,FS,FD,FF,SG,G,I,A,CV,FT,V,PS,DE,GS,PC,PP,DP,GC
245,13,93702,,Juventude,https://s.sde.globo.com/media/person_role/2024/04/10/photo_FORMATO_P3G6ct6.png,2,0.0,False,Gabriel de Souza Inocêncio,33,6,4.65,0.0,286,Gabriel Inocêncio,G. Inocêncio,3.47,gabriel-inocencio,2.0,19.0,19.0,15.0,1.0,3.0,4.0,,2.0,,,,,,,,1.0,,,
246,31,93716,,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_9IoUUlz.png,2,-0.33,True,Paulo Henrique de Oliveira Alves,33,7,5.66,-0.1,267,Paulo Henrique,P. Henrique,3.93,paulo-henrique,5.0,64.0,39.0,23.0,4.0,9.0,6.0,1.0,,,,,,,,,,,,
247,28,93790,,Botafogo,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_IWdTjkg.png,4,-0.02,True,Marlon Rodrigues Freitas,33,7,4.47,5.2,263,Marlon Freitas,M. Freitas,2.29,marlon-freitas,7.0,27.0,21.0,5.0,3.0,10.0,,,1.0,5.0,,2.0,,,,,,,,
248,0,93834,,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8APU3lV.png,1,0.0,False,Keiller da Silva Nunes,33,6,4.0,0.0,267,Keiller,Keiller,0.0,keiller,,,,,,,,,,,,,,,,,,,,
249,23,93882,,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_Ri9cYDm.png,1,0.46,True,Cleiton Schwengber,33,7,7.52,9.0,280,Cleiton,Cleiton,4.24,cleiton,3.0,,1.0,5.0,,,6.0,,,,1.0,,,,81.0,24.0,,,2.0,
250,21,93886,,Criciúma,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_PCw311H.png,4,-0.08,True,Matheus Leonardo Sales Cardoso,33,7,6.07,0.0,288,Matheusinho,Matheusinho,4.38,matheusinho,2.0,19.0,11.0,21.0,5.0,10.0,,4.0,2.0,3.0,,1.0,,,,,,,,
251,26,93988,,Fortaleza,https://s.sde.globo.com/media/person_role/2024/08/14/photo_FORMATO_4oznMOQ.png,5,1.02,True,Breno Henrique Vasconcelos Lopes,33,6,8.27,7.9,356,Breno Lopes,B. Lopes,4.71,breno-lopes,6.0,16.0,13.0,48.0,12.0,19.0,,5.0,7.0,3.0,,1.0,,2.0,,,,,,
252,30,94044,,Botafogo,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_5TQNQjS.png,1,-0.19,True,John Victor Maciel Furtado,33,7,7.81,6.0,263,John,John,4.84,john,2.0,,1.0,3.0,,,15.0,,,,,,,,86.0,22.0,,,1.0,
253,10,94067,,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_sgQrNPa.png,4,0.0,False,Matheus Fernandes Siqueira,33,6,8.37,0.0,280,Matheus Fernandes,M. Fernandes,4.98,matheus-fernandes,3.0,27.0,12.0,9.0,2.0,5.0,,1.0,,1.0,,,,,,,,,,
254,11,94138,,Criciúma,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_CKkxA4v.png,5,0.0,False,Felipe dos Reis Pereira Vizeu do Carmo,33,6,2.69,0.0,288,Felipe Vizeu,F. Vizeu,1.79,felipe-vizeu,1.0,1.0,3.0,7.0,2.0,2.0,,2.0,1.0,,1.0,,,,,,,,,
255,2,94154,,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_fb3TwT8.png,4,0.0,False,Maycon de Andrade Barberan,33,5,4.65,0.0,264,Maycon,Maycon,0.2,maycon,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
256,28,94509,,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_XOXiO3C.png,4,0.0,False,Raphael Cavalcante Veiga,33,7,11.34,0.0,275,Raphael Veiga,R. Veiga,6.12,raphael-veiga,3.0,19.0,13.0,40.0,22.0,33.0,,9.0,4.0,3.0,1.0,1.0,,,,,,1.0,,
257,21,94583,,Flamengo,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_xrhSS2w.png,5,0.0,False,Pedro Guilherme Abreu dos Santos,33,5,13.93,0.0,262,Pedro,Pedro,7.9,pedro,3.0,15.0,14.0,25.0,15.0,11.0,,11.0,3.0,5.0,,2.0,,1.0,,,,1.0,,
258,0,94786,,São Paulo,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_PUzvx3f.png,4,0.0,False,Jhegson Sebastián Méndez Carabalí,33,6,4.0,0.0,276,Jhegson Méndez,J. Méndez,0.0,jhegson-mendez,,,,,,,,,,,,,,,,,,,,
259,20,94845,,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_XVs5pqz.png,4,0.0,False,Rodrigo Andrés Battaglia,33,7,2.36,0.0,282,Battaglia,Battaglia,1.11,battaglia,3.0,20.0,26.0,12.0,3.0,3.0,,,,,2.0,1.0,,,,,,,,
260,19,94931,,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Bzva6ru.png,4,-0.35,True,Lucas Fernandes da Silva,33,6,3.72,0.0,1371,Lucas Fernandes,L. Fernandes,2.1,lucas-fernandes,2.0,12.0,10.0,15.0,5.0,5.0,,1.0,,1.0,,,,,,,,,,
261,18,94968,,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_U4Lwrth.png,2,0.18,True,Luis Antônio da Rocha Júnior,33,7,10.51,6.6,280,Juninho Capixaba,J. Capixaba,5.08,juninho-capixaba,3.0,49.0,26.0,26.0,2.0,4.0,5.0,,1.0,,,,,,,,,,,
262,16,95131,,Juventude,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_vGTDrZr.png,5,1.42,True,Gabriel Pereira Taliari,33,6,4.67,9.4,286,Gabriel Taliari,G. Taliari,2.53,gabriel-taliari,1.0,4.0,9.0,22.0,2.0,3.0,,1.0,4.0,2.0,,2.0,,,,,,,,
263,28,95464,,Botafogo,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_OoYMXid.png,4,-0.34,True,Gregore de Magalhães da Silva,33,7,4.1,0.3,263,Gregore,Gregore,2.77,gregore,7.0,64.0,83.0,13.0,4.0,3.0,,1.0,1.0,2.0,,,,1.0,,,,,,
264,25,95466,,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_DKQOGT2.png,2,-0.55,True,Igor Vinícius de Souza,33,7,5.78,1.3,276,Igor Vinícius,I. Vinícius,3.95,igor-vinicius,4.0,37.0,16.0,30.0,1.0,1.0,8.0,,1.0,2.0,1.0,1.0,,,,,1.0,,,1.0
265,28,95556,,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wftQgQv.png,4,0.71,True,Raniele Almeida Melo,33,2,6.8,6.2,264,Raniele,Raniele,3.42,raniele,7.0,66.0,29.0,26.0,8.0,7.0,,,1.0,,,1.0,,1.0,,,,,,
266,19,95738,,Criciúma,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_38OPKZz.png,2,-0.16,True,Miguel Ángel Trauco Saavedra,33,6,3.57,1.1,288,Trauco,Trauco,1.57,trauco,3.0,14.0,13.0,1.0,2.0,5.0,1.0,1.0,,,,,,,,,,,,
267,17,95878,,Criciúma,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_GTVYOSI.png,3,0.0,False,Tobias Pereira Figueiredo,33,7,1.87,0.0,288,Tobias Figueiredo,T. Figueiredo,0.99,tobias-figueiredo,4.0,10.0,14.0,7.0,1.0,2.0,2.0,,,,,,,,,,,,,1.0
268,19,96089,,Vitória,https://s.sde.globo.com/media/person_role/2024/08/23/photo_FORMATO_lcvtaws.png,4,0.06,True,Luiz Filipe da Rosa Machado - Felipe,33,2,2.69,2.9,287,Machado,Machado,1.42,machado,4.0,17.0,15.0,10.0,4.0,3.0,,,1.0,,,1.0,,,,,,,,
269,21,96340,,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Lwuhu7n.png,4,0.0,False,Vinicius Moreira de Lima,33,6,7.73,0.0,266,Lima,Lima,3.36,lima,3.0,20.0,15.0,36.0,2.0,13.0,,3.0,,,1.0,1.0,,,,,1.0,,,
270,10,96342,,Corinthians,https://s.sde.globo.com/media/person_role/2024/08/16/photo_FORMATO_B0JwXGp.png,4,0.0,False,Charles Rigon Mattos,33,7,5.83,0.0,264,Charles,Charles,3.41,charles,4.0,29.0,10.0,5.0,2.0,2.0,,,2.0,,,,,,,,,,,
271,28,96610,,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_tZZNLQo.png,4,0.73,True,Matheus Fellipe Costa Pereira,33,3,10.0,7.5,283,Matheus Pereira,M. Pereira,5.65,matheus-pereira,9.0,16.0,26.0,76.0,14.0,26.0,,5.0,7.0,7.0,,2.0,,,,,,,,
272,3,96614,,Vasco,https://s.sde.globo.com/media/person_role/2024/09/09/photo_FORMATO_yW5iRUR.png,4,0.0,False,Maxime Dominguez,33,6,4.64,0.0,267,Maxime Dominguez,M. Dominguez,1.83,maxime-dominguez,1.0,5.0,5.0,4.0,,,,,,,,,,,,,,,,
273,23,96652,,Flamengo,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_j7yMylW.png,4,0.0,False,Allan Rodrigues de Souza,33,2,3.17,0.0,262,Allan,Allan,1.24,allan,5.0,27.0,27.0,14.0,3.0,3.0,,,,,1.0,,,,,,1.0,,,
274,30,96673,,Atlético-MG,https://s.sde.globo.com/media/person_role/2024/03/24/photo_FORMATO.png,6,0.0,False,Gabriel Alejandro Milito,33,7,8.19,0.0,282,Gabriel Milito,G. Milito,4.66,gabriel-milito,,,,,,,,,,,,,9.0,,,,,,,
275,24,96725,,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_HmHq0Tu.png,2,0.0,False,Renzo Saravia,33,2,6.9,0.0,282,Saravia,Saravia,4.06,saravia,2.0,55.0,34.0,24.0,2.0,3.0,5.0,,1.0,,,1.0,,,,,1.0,,,
276,4,96793,,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_dArb0z1.png,3,0.0,False,Cleidson Andrade da Souza Silva,33,5,2.34,0.0,287,Camutanga,Camutanga,0.63,camutanga,1.0,3.0,3.0,2.0,1.0,2.0,,,,,1.0,,,,,,,,,
277,13,96831,,Flamengo,https://s.sde.globo.com/media/person_role/2024/05/13/photo_FORMATO_3NTjVXj.png,5,0.0,False,Carlos Moisés de Lima,33,5,2.48,0.0,262,Carlinhos,Carlinhos,1.57,carlinhos,2.0,3.0,8.0,2.0,3.0,5.0,,2.0,4.0,,1.0,,,,,,,,,
278,10,97133,,Criciúma,https://s.sde.globo.com/media/person_role/2024/08/15/photo_FORMATO_k6f9iFp.png,2,0.0,False,Luís Eduardo Marques dos Santos,33,6,2.74,0.0,288,Dudu,Dudu,1.56,dudu,1.0,4.0,5.0,2.0,2.0,,2.0,,1.0,,,,,,,,,,,
279,19,97145,,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_hHpUtkJ.png,4,0.0,False,Mathías Adalberto Villasanti Rolón,33,2,9.68,0.0,284,Villasanti,Villasanti,4.38,villasanti,3.0,49.0,31.0,21.0,3.0,2.0,,2.0,,1.0,,,,,,,,,,
280,14,97245,,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_QgbA4mS.png,5,-1.04,True,Janderson Santos de Souza,33,6,4.28,0.5,373,Janderson,Janderson,2.75,janderson,3.0,11.0,16.0,20.0,5.0,5.0,,2.0,,,1.0,,,,,,,,,
281,31,97341,,Bahia,https://s.sde.globo.com/media/person_role/2022/03/01/e6fac1f227854170a80b2cf3234bfa1d_FORMATO.png,6,0.19,True,Rogério Mücke Ceni,33,7,9.06,3.95,265,Rogério Ceni,R. Ceni,4.98,rogerio-ceni,,,,,,,,,,,,,12.0,,,,,,,
282,18,97450,,Vitória,https://s.sde.globo.com/media/person_role/2024/08/28/photo_FORMATO_t7r0bPE.png,5,0.16,True,Gustavo Henric da Silva,33,7,4.59,2.7,287,Gustavo Mosquito,G. Mosquito,2.67,gustavo-mosquito,3.0,10.0,9.0,17.0,1.0,4.0,,2.0,1.0,2.0,,1.0,,,,,,,,
283,14,97468,,Botafogo,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_nKRokLk.png,2,0.0,False,Fernando Marçal de Oliveira,33,6,7.42,0.0,263,Marçal,Marçal,5.07,marcal,5.0,25.0,20.0,13.0,1.0,3.0,7.0,1.0,1.0,,,,,,,,1.0,,,
284,30,97520,,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_6COfCnm.png,4,0.25,True,Shaylon Kallyson Cardozo - Cardoso,33,6,4.45,2.4,373,Shaylon,Shaylon,2.03,shaylon,2.0,16.0,12.0,5.0,9.0,17.0,,2.0,,1.0,,1.0,,,,,,1.0,,
285,23,97522,,Vitória,https://s.sde.globo.com/media/person_role/2024/06/26/photo_FORMATO.png,2,0.47,True,William Bernardo Willemen - Willeam Lepu,33,6,4.93,3.3,287,Willean Lepo,W. Lepo,3.01,willean-lepo,3.0,44.0,16.0,17.0,3.0,3.0,2.0,,2.0,,,,,,,,,,,
286,22,97642,,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_ZA5gyHo.png,3,-0.95,True,Félix Eduardo Torres Caicedo,33,2,5.97,0.0,264,Félix Torres,F. Torres,2.79,felix-torres,3.0,25.0,25.0,4.0,1.0,1.0,7.0,,2.0,,,1.0,,,,,,,,
287,21,97653,,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_YJUCJBH.png,3,0.0,False,Murilo Cerqueira Paim,33,7,10.42,0.0,275,Murilo,Murilo,4.13,murilo,4.0,19.0,27.0,5.0,2.0,8.0,12.0,1.0,1.0,,1.0,,,,,,,,,
288,17,97810,,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_l7c3hxY.png,5,0.0,False,Erick de Arruda Serafim,33,6,4.33,0.0,276,Erick,Erick,2.06,erick,3.0,8.0,10.0,14.0,3.0,5.0,,1.0,,2.0,,,,,,,1.0,,,
289,21,97867,,Flamengo,https://s.sde.globo.com/media/person_role/2024/05/13/photo_FORMATO_Nw5qKTd.png,3,0.0,False,Leonardo Rech Ortiz,33,2,7.12,0.0,262,Léo Ortiz,L. Ortiz,3.34,leo-ortiz,2.0,24.0,10.0,4.0,2.0,5.0,5.0,,,2.0,,1.0,,,,,,,,
290,12,97868,,Bahia,https://s.sde.globo.com/media/person_role/2024/07/01/photo_220x220_XqRTvwK.png,2,0.0,False,Iago Amaral Borduchi,33,5,5.12,0.0,265,Iago,Iago,2.8,iago,,6.0,4.0,7.0,2.0,2.0,4.0,,,,,,,,,,,,,
291,20,97900,,Internacional,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_cgStWK5.png,3,0.0,False,Vitor Eduardo da Silva Matos,33,7,5.67,0.0,285,Vitão,Vitão,3.16,vitao,3.0,16.0,16.0,7.0,3.0,6.0,8.0,,,,,,,,,,,,,
292,14,97908,,Juventude,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_b9ZdFP4.png,4,0.0,False,Luís Felipe Oyama,33,6,3.95,0.0,286,Luís Oyama,L. Oyama,2.27,luis-oyama,1.0,10.0,6.0,5.0,2.0,2.0,,2.0,,,,,,,,,,,,
293,29,98022,,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PzrcPox.png,4,-0.1,True,Erick Luis Conrado de Carvalho,33,7,7.24,1.9,293,Erick,Erick,4.28,erick,2.0,59.0,29.0,23.0,7.0,21.0,,2.0,1.0,1.0,,2.0,,,,,,,,
294,17,98225,,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_btuS15d.png,5,0.0,False,Pedro Raul Garay da Silva,33,6,2.6,0.0,264,Pedro Raul,P. Raul,1.24,pedro-raul,2.0,12.0,10.0,8.0,4.0,4.0,,,2.0,,,,,,,,,,,
295,29,98280,,Botafogo,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_sq29S9f.png,3,0.25,True,Bartolomeu Jacinto Quissanga,33,2,6.53,8.2,263,Bastos,Bastos,4.21,bastos,6.0,26.0,30.0,6.0,1.0,11.0,14.0,3.0,2.0,,,,,,,,1.0,,,
296,25,98484,,Bahia,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_OKP0vwQ.png,3,0.41,True,Victor Hugo Soares dos Santos,33,3,3.31,2.1,265,Kanu,Kanu,1.85,kanu,12.0,12.0,29.0,25.0,1.0,,8.0,,,,,,,,,,1.0,,,
297,29,98517,,Bahia,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Lb03bwo.png,4,0.0,False,Jean Lucas de Souza Oliveira,33,7,6.99,0.0,265,Jean Lucas,J. Lucas,4.18,jean-lucas,6.0,36.0,38.0,40.0,15.0,27.0,,2.0,2.0,4.0,,,,,,,,,,
298,18,98619,,Fortaleza,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_XpAwacz.png,3,-1.05,True,Benjamín Kuščević Jaramillo,33,6,5.9,4.4,356,Kuscevic,Kuscevic,3.86,kuscevic,3.0,16.0,11.0,4.0,3.0,4.0,7.0,2.0,2.0,,1.0,,,,,,,,,
299,24,98672,,Botafogo,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_KxKxL8O.png,5,-1.07,True,Jefferson David Savarino Quintero,33,2,7.27,4.1,263,Savarino,Savarino,4.23,savarino,3.0,2.0,9.0,6.0,17.0,11.0,,5.0,3.0,6.0,,1.0,,,,,,,,
300,25,98909,,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_JnDE8PH.png,5,0.0,False,Tomás Esteban Cuello,33,7,5.69,0.0,293,Cuello,Cuello,3.3,cuello,3.0,21.0,15.0,22.0,13.0,12.0,,1.0,5.0,3.0,,2.0,,,,,,,,
301,9,98974,,Flamengo,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_Y6GueeQ.png,2,0.0,False,Matías Nicolás Viña Susperreguy,33,5,4.63,0.0,262,Viña,Viña,1.39,vina,1.0,5.0,4.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,
302,6,98975,,Internacional,https://s.sde.globo.com/media/person_role/2024/09/10/photo_FORMATO_RuLD9HB.png,3,0.0,False,Agustín Maximiliano Rogel Paita,33,7,6.44,0.0,285,Rogel,Rogel,4.12,rogel,,4.0,6.0,3.0,3.0,2.0,2.0,,,1.0,,,,,,,,,,
303,29,99198,,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_fK3iFMZ.png,5,-0.21,True,Pablo Vegetti,33,7,11.12,1.4,267,Vegetti,Vegetti,5.77,vegetti,5.0,16.0,29.0,61.0,23.0,36.0,,9.0,21.0,1.0,,2.0,,2.0,,,,2.0,,
304,17,99213,,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_WaoVDSt.png,2,0.07,True,José Luis Rodríguez Bebanz,33,7,3.89,1.2,267,Puma Rodríguez,P. Rodríguez,2.45,puma-rodriguez,,16.0,2.0,4.0,1.0,6.0,2.0,,1.0,1.0,,,,,,,,,,
305,12,99228,,Flamengo,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_c5iH0Ku.png,4,0.0,False,Diego Nicolás de la Cruz Arcosa,33,6,11.93,0.0,262,De la Cruz,D. Cruz,6.65,de-la-cruz,1.0,23.0,14.0,32.0,5.0,8.0,,2.0,,2.0,,1.0,,,,,,,,
306,10,99234,,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/07/29/photo_FORMATO_uebM1kx.png,4,-0.71,True,Gonzalo Gastón Freitas Silva,33,3,4.29,-1.3,373,Gonzalo Freitas,G. Freitas,2.26,gonzalo-freitas,6.0,17.0,15.0,7.0,6.0,5.0,,,,,,,,,,,2.0,,,
307,26,99267,,Fortaleza,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_up62cTi.png,4,1.07,True,Tomás Pochettino,33,6,8.2,7.5,356,Pochettino,Pochettino,4.31,pochettino,4.0,24.0,16.0,16.0,5.0,9.0,,5.0,4.0,7.0,,,,1.0,,,1.0,1.0,,
308,23,99274,,Botafogo,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_9Ge6HYf.png,3,0.88,True,Alexander Nahuel Barboza Ullúa,33,7,6.67,11.9,263,Alexander Barboza,A. Barboza,4.43,alexander-barboza,7.0,30.0,34.0,3.0,7.0,9.0,13.0,,1.0,1.0,1.0,,,,,,1.0,,,
309,6,99316,,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_2S2h9nH.png,5,0.0,False,Juan Ignacio Dinenno de Cara,33,5,7.98,0.0,283,Dinenno,Dinenno,4.95,dinenno,1.0,1.0,1.0,3.0,3.0,1.0,,3.0,1.0,,,,,,,,,,,
310,30,99366,,São Paulo,https://s.sde.globo.com/media/person_role/2024/08/09/photo_FORMATO_FZ4aNBC.png,6,-0.48,True,Luis Francisco Zubeldía,33,7,9.74,5.67,276,Luis Zubeldía,L. Zubeldía,5.31,luis-zubeldia,,,,,,,,,,,,,16.0,,,,,,,
311,6,99387,,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_oeaxG9n.png,3,0.0,False,Robert Samuel Rojas Chávez,33,6,2.85,0.0,267,Robert Rojas,R. Rojas,1.53,robert-rojas,,4.0,2.0,,,,1.0,,,,,,,,,,,,,
312,5,99392,,Flamengo,https://s.sde.globo.com/media/person_role/2024/08/22/photo_FORMATO_iwCejip.png,5,0.0,False,Michael Richard Delgado de Oliveira,33,6,9.8,0.0,262,Michael,Michael,5.38,michael,,2.0,,3.0,3.0,3.0,,2.0,,,,,,1.0,,,,,,
313,27,99440,,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_5FJVKbT.png,4,-0.09,True,Gabriel Baralhas dos Santos,33,7,6.26,3.8,373,Baralhas,Baralhas,4.44,baralhas,7.0,56.0,23.0,28.0,14.0,15.0,,1.0,2.0,3.0,,,,1.0,,,,,,
314,29,99552,,Flamengo,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_sM4o3AF.png,1,0.0,False,Agustín Daniel Rossi,33,7,6.38,0.0,262,Rossi,Rossi,2.86,rossi,1.0,,,5.0,,,6.0,,,,,,,,70.0,33.0,,,2.0,
315,25,99623,,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_uJhNaxu.png,2,0.84,True,Guilherme Kennedy Romão,33,7,5.83,10.4,373,Guilherme Romão,G. Romão,3.56,guilherme-romao,5.0,16.0,18.0,38.0,8.0,15.0,4.0,1.0,4.0,3.0,1.0,,,,,,,,,
316,19,99815,,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RYUmTsY.png,4,0.0,False,Jhon Adolfo Arias Andrade,33,6,12.73,0.0,266,Arias,Arias,6.76,arias,4.0,32.0,22.0,50.0,12.0,17.0,,5.0,2.0,1.0,,1.0,,,,,,,,
317,21,99818,,Atlético-MG,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_XppRgGL.png,5,0.0,False,Paulo Henrique Sampaio Filho,33,7,10.12,0.0,282,Paulinho,Paulinho,4.53,paulinho,3.0,20.0,10.0,14.0,11.0,8.0,,6.0,8.0,1.0,1.0,,,1.0,,,,,,
318,22,99889,,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Oa1eUuU.png,3,-0.91,True,Alan Javier Franco,33,7,5.95,0.5,276,Alan Franco,A. Franco,3.0,alan-franco,6.0,22.0,15.0,6.0,,4.0,9.0,,1.0,1.0,1.0,,,,,,,,,1.0
319,10,100076,,Juventude,https://s.sde.globo.com/media/person_role/2024/07/12/photo_FORMATO_lgqGgyh.png,5,0.0,False,Ronie Edmundo Carrillo Morales,33,6,4.15,0.0,286,Carrillo,Carrillo,2.3,carrillo,,7.0,6.0,6.0,2.0,4.0,,1.0,2.0,,,,,,,,,,,
320,14,100079,,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_wjGLEpf.png,4,0.0,False,Federico Matías Javier Zaracho,33,6,6.9,0.0,282,Zaracho,Zaracho,3.04,zaracho,1.0,15.0,11.0,13.0,2.0,5.0,,2.0,1.0,,,,,,,,,,,
321,18,100084,,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_UzfIqe6.png,4,0.0,False,Igor Silveira Gomes,33,6,5.13,0.0,282,Igor Gomes,I. Gomes,3.11,igor-gomes,6.0,18.0,18.0,21.0,3.0,5.0,,1.0,,3.0,,2.0,,,,,1.0,,,
322,26,100085,,Fortaleza,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_omYwNQA.png,4,0.0,False,Pedro Augusto Borges da Costa,33,6,2.78,0.0,356,Pedro Augusto,P. Augusto,1.47,pedro-augusto,8.0,31.0,29.0,21.0,2.0,1.0,,,,1.0,,,,,,,1.0,,,
323,25,100652,,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wt9arbZ.png,5,0.19,True,Yuri Alberto Monteiro da Silva,33,7,9.54,11.1,264,Yuri Alberto,Y. Alberto,6.3,yuri-alberto,6.0,13.0,29.0,37.0,17.0,20.0,,10.0,13.0,4.0,1.0,2.0,,,,,,,,
324,14,100742,,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/06/25/photo_FORMATO_gfmexdE.png,4,-0.07,True,Matheus Henrique de Souza,33,6,7.03,3.2,283,Matheus Henrique,M. Henrique,4.17,matheus-henrique,4.0,22.0,13.0,19.0,4.0,12.0,,2.0,1.0,,,,,,,,,,,
325,9,100761,,São Paulo,https://s.sde.globo.com/media/person_role/2024/07/15/photo_220x220_823HKPQ.png,4,0.18,True,Igor Matheus Liziero Pereira,33,2,4.4,2.4,276,Liziero,Liziero,2.75,liziero,1.0,13.0,9.0,4.0,1.0,2.0,,1.0,,,,,,,,,,,,
326,0,100830,,Grêmio,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_hWYsgxj.png,1,0.0,False,Brenno Oliveira Fraga Costa,33,6,4.0,0.0,284,Brenno,Brenno,0.0,brenno,,,,,,,,,,,,,,,,,,,,
327,4,100842,,São Paulo,https://s.sde.globo.com/media/person_role/2024/08/20/photo_FORMATO_S9vlZEa.png,3,-1.06,True,Ruan Tressoldi Netto,33,2,7.68,1.2,276,Ruan,Ruan,4.55,ruan,,7.0,5.0,1.0,,1.0,2.0,,,,,,,,,,,,,
328,28,100846,,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_Oqbbci1.png,2,0.0,False,Lucas Esteves de Souza,33,7,4.95,0.0,287,Lucas Esteves,L. Esteves,3.71,lucas-esteves,9.0,36.0,31.0,21.0,4.0,15.0,4.0,1.0,7.0,4.0,,1.0,,1.0,,,,,,
