,atletas.slug,atletas.nome,atletas.pontos_num,atletas.variacao_num,atletas.minimo_para_valorizar,atletas.apelido,atletas.entrou_em_campo,atletas.media_num,atletas.preco_num,atletas.atleta_id,atletas.posicao_id,atletas.clube.id.full.name,atletas.jogos_num,atletas.status_id,atletas.foto,atletas.rodada_id,atletas.clube_id,atletas.apelido_abreviado,V,CA,DE,FS,GS,SG,A,DS,FC,FD,FF,G,I,CV,FT,PC,PS,PP,DP,GC
516,adriano,Adriano Silveira Borges Filho,0.0,0.0,,Adriano,False,0.0,1.0,112020,5,Criciúma,0,6,https://s.sde.globo.com/media/person_role/2024/03/15/photo_FORMATO_nohrP8R.png,27,288,Adriano,,,,,,,,,,,,,,,,,,,,
517,paulo-victor,Paulo Victor de Almeida Barbosa,0.0,0.0,,Paulo Victor,False,0.0,3.0,112141,2,Internacional,0,6,https://s.sde.globo.com/media/person_role/2024/08/29/photo_FORMATO.png,27,285,P. Victor,,,,,,,,,,,,,,,,,,,,
518,gabriel-grando,Gabriel Hamester Grando,0.0,0.0,,Gabriel Grando,False,0.0,4.0,112616,1,Cruzeiro,0,6,https://s.sde.globo.com/media/person_role/2024/04/25/photo_FORMATO_2UrGVBG.png,27,283,G. Grando,,,,,,,,,,,,,,,,,,,,
519,kaiki-bruno,Kaiki Bruno da Silva,8.2,1.07,,Kaiki Bruno,True,5.04,7.23,112709,2,Cruzeiro,12,6,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_vh3WAlQ.png,27,283,K. Bruno,,2.0,,17.0,,5.0,,23.0,13.0,1.0,5.0,,,,,,,,,
520,anibal-moreno,Aníbal Ismael Moreno,2.7,-0.23,,Aníbal Moreno,True,3.07,5.4,112869,4,Palmeiras,24,7,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_exCTW9r.png,27,275,A. Moreno,,5.0,,22.0,,,1.0,39.0,19.0,4.0,11.0,1.0,1.0,,,,,,,
521,lucas-barbosa,Lucas Henrique Barbosa,2.3,-0.44,,Lucas Barbosa,True,4.48,8.04,112886,5,Juventude,20,6,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_v69l3WS.png,27,286,L. Barbosa,,7.0,,26.0,,,1.0,42.0,39.0,5.0,17.0,3.0,4.0,1.0,,,,,,
522,sforza,Juan Sebastián Sforza,1.5,-0.09,,Sforza,True,1.92,3.67,112906,4,Vasco,20,7,https://s.sde.globo.com/media/person_role/2024/02/19/photo_FORMATO.png,27,267,Sforza,,3.0,,16.0,,,,19.0,16.0,1.0,4.0,1.0,,,1.0,,,,,
523,peralta,Fabrizio José Peralta Ramírez,4.0,0.63,,Peralta,True,2.0,4.2,112985,4,Cruzeiro,2,6,,27,283,Peralta,,1.0,,,,,,4.0,2.0,,1.0,,,,,,,,,
524,lucas-wingert,Lucas Leandro Wingert,0.0,0.0,,Lucas Wingert,False,0.0,3.0,113014,1,Juventude,0,6,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_wdQRVkb.png,27,286,L. Wingert,,,,,,,,,,,,,,,,,,,,
525,kervin-andrade,Kervin Mario Andrade Navarro,0.0,0.0,,Kervin Andrade,False,3.21,5.72,113073,4,Fortaleza,8,6,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_AOrvNkN.png,27,356,K. Andrade,,2.0,,6.0,,,1.0,8.0,5.0,1.0,3.0,1.0,,,,,,,,
526,mancuso,Eros Nazareno Mancuso,1.5,-0.78,,Mancuso,True,5.75,6.62,113078,2,Fortaleza,2,6,https://s.sde.globo.com/media/person_role/2024/08/14/photo_FORMATO_uJ8Vv8I.png,27,356,Mancuso,,,,1.0,,,1.0,6.0,4.0,,,,,,,,,,,
527,flaco-lopez,José Manuel Alberto López,11.4,0.15,,Flaco López,True,5.18,8.24,113103,5,Palmeiras,24,7,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_leI4Pi1.png,27,275,F. López,,7.0,,21.0,,,3.0,11.0,29.0,8.0,19.0,9.0,14.0,,2.0,,,,,
528,nathan-mendes,Nathan Gabriel de Souza Mendes,0.0,0.0,,Nathan Mendes,False,2.72,5.28,113157,2,Bragantino,14,6,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_avgtjrS.png,27,280,N. Mendes,,5.0,,11.0,,2.0,1.0,19.0,12.0,3.0,,,1.0,,,,,,,
529,marquinhos,Marcus Vinícius Oliveira Alencar,0.0,0.0,,Marquinhos,False,4.16,7.34,113158,5,Fluminense,14,6,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_aBFrEHr.png,27,266,Marquinhos,,2.0,,28.0,,,1.0,20.0,15.0,6.0,7.0,,1.0,,3.0,,,,,
530,michel,Michel Augusto Modesto Rafael dos Santos,0.0,0.0,,Michel,False,0.0,2.0,113159,3,Palmeiras,0,6,https://s.sde.globo.com/media/person_role/2022/04/06/2e58e6fda93f2529e843b6dacea39be3_FORMATO.png,27,275,Michel,,,,,,,,,,,,,,,,,,,,
531,pablo-maia,Pablo Gonçalves Maia Fortunato,0.0,0.0,,Pablo Maia,False,2.73,6.49,113359,4,São Paulo,3,5,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_h3xykq1.png,27,276,P. Maia,,,,4.0,,,,4.0,6.0,,4.0,,,,,,,,,
532,lacava,Matías Rafael Lacava González,0.9,-0.37,,Lacava,True,1.23,3.61,113434,5,Atlético-GO,3,6,https://s.sde.globo.com/media/person_role/2024/08/30/photo_FORMATO_ZNed6IC.png,27,373,Lacava,,,,,,,,2.0,1.0,,2.0,,,,,,,,,
533,du-queiroz,Eduardo Santos Queiroz,0.0,0.0,,Du Queiroz,False,2.31,5.31,113687,4,Grêmio,14,6,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_XOn9XLw.png,27,284,D. Queiroz,,2.0,,1.0,,,,24.0,6.0,3.0,4.0,,,,,,,,,
534,douglas-mendes,Douglas Mendes Moreira,0.0,0.0,,Douglas Mendes,False,2.92,3.75,114311,3,Bragantino,13,7,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_DOCYU5o.png,27,280,D. Mendes,,1.0,,2.0,,2.0,,10.0,14.0,,5.0,2.0,,,,,,,,
535,gamarra,Mateo Gamarra González,0.0,0.0,,Gamarra,False,3.32,6.33,114334,3,Athlético-PR,13,6,https://s.sde.globo.com/media/person_role/2024/01/10/photo_FORMATO_IjL8XS2.png,27,293,Gamarra,,6.0,,6.0,,3.0,,16.0,13.0,6.0,7.0,,,,1.0,,,,,
536,juan-tavares,Juan Pablo Vilela Tavares,0.0,0.0,,Juan Tavares,False,2.67,2.48,114497,2,Cuiabá,3,6,https://s.sde.globo.com/media/person_role/2024/05/02/photo_220x220.png,27,1371,J. Tavares,,1.0,,,,,,8.0,4.0,,2.0,,,,,1.0,,,,
537,cleiton,Cleiton Santana dos Santos,1.4,0.07,,Cleiton,True,1.1,2.2,114790,3,Flamengo,2,6,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_TNiLoQL.png,27,262,Cleiton,,,,,,,,1.0,2.0,,2.0,,,,,,,,,
538,lucas-freitas,Lucas de Freitas Molarinho Chagas,0.0,0.0,,Lucas Freitas,False,2.08,2.59,115141,3,Juventude,7,6,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_JGN1KdH.png,27,286,L. Freitas,,,,3.0,,2.0,,7.0,6.0,,2.0,,1.0,1.0,,2.0,,,,
539,caio-matheus,Caio Matheus da Silva,0.0,0.0,,Caio Matheus,False,0.0,2.0,115227,5,São Paulo,0,6,https://s.sde.globo.com/media/person_role/2022/04/06/c624743dce9149ef9c0122f7eabd3337_FORMATO.png,27,276,C. Matheus,,,,,,,,,,,,,,,,,,,,
540,wesley,Wesley Vinícius França Lima,1.4,-0.13,,Wesley,True,3.48,4.85,115239,2,Flamengo,21,6,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_zY4BtV3.png,27,262,Wesley,,1.0,,29.0,,2.0,1.0,38.0,24.0,2.0,5.0,,2.0,,1.0,,,,,1.0
541,naves,Kaiky Marques Naves,0.0,0.0,,Naves,False,3.94,6.7,115246,3,Palmeiras,10,6,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_SDs96Yd.png,27,275,Naves,,1.0,,1.0,,5.0,,16.0,17.0,,1.0,,,,,,,,,
542,jhon-jhon,Jhonatan dos Santos Rosa,2.4,-0.07,,Jhon Jhon,True,4.13,5.81,115248,4,Bragantino,10,7,https://s.sde.globo.com/media/person_role/2024/07/15/photo_FORMATO_LO4nXCP.png,27,280,J. Jhon,,1.0,,3.0,,,1.0,17.0,5.0,2.0,3.0,1.0,,,1.0,,1.0,,,
543,romulo,Rômulo Helberte Pereira Junior,0.0,0.0,,Rômulo,False,2.36,2.28,115268,3,Atlético-MG,8,6,https://s.sde.globo.com/media/person_role/2024/04/13/photo_FORMATO_MSj6UGK.png,27,282,Rômulo,,2.0,,1.0,,,,13.0,9.0,,3.0,1.0,,1.0,,,,,,
544,emersonn,Emersonn Correia da Silva,0.0,0.0,,Emersonn,False,2.35,2.38,115273,5,Athlético-PR,4,6,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_8cy9qvA.png,27,293,Emersonn,,,,1.0,,,,5.0,1.0,2.0,1.0,,,,,,,,,
545,yan-souto,Yan da Cruz Souto,1.7,-0.1,,Yan Souto,True,3.33,3.69,115511,3,Juventude,4,6,https://s.sde.globo.com/media/person_role/2024/07/21/photo_FORMATO_4OIbgLq.png,27,286,Y. Souto,,,,,,,,3.0,1.0,1.0,1.0,1.0,,,,,,,,
546,iarley,Iarley Gilberto de Barros Leal,0.0,0.0,,Iarley,False,0.0,1.0,115524,5,Fortaleza,0,6,,27,356,Iarley,,,,,,,,,,,,,,,,,,,,
547,marcos-victor,Marcos Victor Ferreira da Silva,0.0,0.0,,Marcos Victor,False,-1.0,2.58,115537,3,Athlético-PR,0,6,https://s.sde.globo.com/media/person_role/2024/09/03/photo_FORMATO_aXHJ3Hz.png,27,293,M. Victor,,1.0,,,,,,,,,,,,,,,,,,
548,marcos-paulo,Marcos Paulo Lima Batista Silva,0.0,0.0,,Marcos Paulo,False,0.0,1.0,115594,2,Bragantino,0,6,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_OfzIXTE.png,27,280,M. Paulo,,,,,,,,,,,,,,,,,,,,
549,mila,Lucas Eduardo Müller - Milla,0.0,0.0,,Mila,False,0.0,3.0,115671,4,Grêmio,0,6,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_9SO9AOT.png,27,284,Mila,,,,,,,,,,,,,,,,,,,,
550,hiago,Hiago Accinelli da Roza,0.0,0.0,,Hiago,False,0.0,1.0,115672,2,Criciúma,0,6,,27,288,Hiago,,,,,,,,,,,,,,,,,,,,
551,gabriel-delfim,Gabriel Delfim Ferreira,0.0,0.0,,Gabriel Delfim,False,0.0,2.0,115674,1,Atlético-MG,0,6,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_ke74jzP.png,27,282,G. Delfim,,,,,,,,,,,,,,,,,,,,
552,evertton-araujo,Everton Gustavo Fernandes Araújo,3.4,0.39,,Evertton Araújo,True,2.26,3.39,115914,4,Flamengo,8,6,https://s.sde.globo.com/media/person_role/2023/04/11/photo_FORMATO_TQMbzmd.png,27,262,E. Araújo,,1.0,,5.0,,,,5.0,2.0,2.0,1.0,1.0,,,,,,,,
553,lele,Leanderson da Silva Genésio,0.0,0.0,,Lelê,False,0.0,4.0,115915,5,Fluminense,0,5,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_rQc4WPL.png,27,266,Lelê,,,,,,,,,,,,,,,,,,,,
554,denilson,Denilson Alves Borges,0.0,-0.35,,Denilson,True,1.9,2.64,115986,4,Cuiabá,19,7,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_dCrOJqx.png,27,1371,Denilson,,4.0,,16.0,,,1.0,18.0,19.0,5.0,8.0,,,,,1.0,,,,
555,matheus-goncalves,Matheus Gonçalves Martins,12.2,2.18,,Matheus Gonçalves,True,2.81,5.48,116012,4,Flamengo,7,6,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_LLLLcT1.png,27,262,M. Gonçalves,,1.0,,2.0,,,,7.0,9.0,3.0,3.0,1.0,,,,,,,,
556,ze-hugo,José Hugo Sousa dos Santos,1.2,0.04,,Zé Hugo,True,2.47,3.86,116056,5,Vitória,19,6,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_csNTrnu.png,27,287,Z. Hugo,,2.0,,12.0,,,2.0,11.0,11.0,3.0,3.0,1.0,,,3.0,,,,,
557,cuiabano,Luís Eduardo Soares da Silva,0.0,0.0,,Cuiabano,False,6.97,9.26,116065,2,Botafogo,19,5,https://s.sde.globo.com/media/person_role/2024/06/11/photo_FORMATO_EU50mMf.png,27,263,Cuiabano,,4.0,,27.0,,6.0,3.0,33.0,29.0,6.0,7.0,4.0,,,1.0,1.0,,,,
558,thiago-beltrame,Thiago Beltrame Stallbaum,0.0,0.0,,Thiago Beltrame,False,0.0,1.0,116067,1,Grêmio,0,6,,27,284,T. Beltrame,,,,,,,,,,,,,,,,,,,,
559,joao-moreira,João Moreira Sanmartin Souza,0.0,0.0,,João Moreira,False,5.53,6.84,116137,2,São Paulo,3,6,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_1S7B5MC.png,27,276,J. Moreira,,,,3.0,,2.0,,4.0,3.0,1.0,,,,,,,,,,
560,hercules,Hércules Pereira do Nascimento,1.1,-0.12,,Hércules,True,2.18,4.3,116447,4,Fortaleza,20,7,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_THe8tWf.png,27,356,Hércules,,5.0,,7.0,,,1.0,28.0,26.0,2.0,5.0,1.0,,2.0,2.0,,,,,
561,di-yorio,Lucas Gabriel Di Yorio,0.5,-0.18,,Di Yorio,True,2.41,3.79,116655,5,Athlético-PR,15,6,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_EU2wJae.png,27,293,D. Yorio,,1.0,,8.0,,,,3.0,10.0,4.0,5.0,3.0,2.0,,,,,,,
562,kaua-moroso,Kauã Inacio Moroso,0.0,0.0,,Kauã Moroso,False,0.0,1.0,116937,1,Criciúma,0,6,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_gRwmtlH.png,27,288,K. Moroso,,,,,,,,,,,,,,,,,,,,
563,guilherme-silva,Guilherme Silva,0.0,0.0,,Guilherme Silva,False,0.0,1.0,116939,2,Criciúma,0,6,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_225vQMn.png,27,288,G. Silva,,,,,,,,,,,,,,,,,,,,
564,popo,Werik Silva Pinto,0.0,0.0,,Popó,False,-0.3,0.66,116994,5,Criciúma,6,6,https://s.sde.globo.com/media/person_role/2024/08/15/photo_FORMATO_KbhAMte.png,27,288,Popó,,,,1.0,,,,1.0,4.0,,1.0,,1.0,1.0,,,,,,
565,gabriel,Gabriel Knesowitsch,0.0,0.0,,Gabriel,False,1.3,1.83,117061,3,Cuiabá,3,6,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_vJGFbMn.png,27,1371,Gabriel,,,,3.0,,,,2.0,,,,,,,,,,,,
566,thiago-borbas,Thiago Nicolás Borbas Silva,0.0,0.0,,Thiago Borbas,False,0.94,3.63,117314,5,Bragantino,19,6,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_B328S5W.png,27,280,T. Borbas,,3.0,,9.0,,,,5.0,20.0,6.0,2.0,1.0,1.0,,,,,,,
567,gabriel-souza,Gabriel Gonçalves de Souza,0.0,0.0,,Gabriel Souza,False,0.0,1.0,117339,1,Bahia,0,6,,27,265,G. Souza,,,,,,,,,,,,,,,,,,,,
568,kawan,Kawan Thomaz Reis de Moraes,0.0,0.0,,Kawan,False,0.0,1.0,117343,3,Botafogo,0,6,https://s.sde.globo.com/media/person_role/2022/05/04/53923487da15da09cccfd077e342fab3_FORMATO.png,27,263,Kawan,,,,,,,,,,,,,,,,,,,,
569,jhosefer,Jhosefer Raphael Januário,0.0,0.0,,Jhosefer,False,0.0,1.0,117350,5,Cruzeiro,0,6,,27,283,Jhosefer,,,,,,,,,,,,,,,,,,,,
570,otavio,Otávio Eleodoro Rezende Costa,0.0,0.0,,Otávio,False,0.0,1.0,117404,1,Cruzeiro,0,6,,27,283,Otávio,,,,,,,,,,,,,,,,,,,,
571,leo-mana,Leonardo Mana Hernandes,0.0,0.0,,Léo Maná,False,0.24,1.11,117459,2,Corinthians,5,6,https://s.sde.globo.com/media/person_role/2022/07/02/5c3199a34de47846ae66a0560d4e7417_FORMATO.png,27,264,L. Maná,,1.0,,1.0,,,,3.0,3.0,,,,,,,1.0,,,,
572,galoppo,Giuliano Galoppo,0.9,-0.07,,Galoppo,True,1.31,3.98,117579,4,São Paulo,12,6,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_EntLJJn.png,27,276,Galoppo,,2.0,,6.0,,,,7.0,8.0,4.0,5.0,,,,,,,,,
573,alejo-cruz,Alejo Cruz Techera,1.9,-0.1,,Alejo Cruz,True,1.57,2.62,117622,5,Atlético-GO,23,7,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_4JP0Dfv.png,27,373,A. Cruz,,3.0,,19.0,,,1.0,17.0,12.0,4.0,4.0,,1.0,,,,,,,
574,garro,Rodrigo Garro,17.1,0.83,,Garro,True,6.66,10.56,117632,4,Corinthians,25,7,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_5Gp0vVv.png,27,264,Garro,,8.0,,87.0,,,5.0,33.0,30.0,18.0,15.0,5.0,3.0,,1.0,1.0,,,,
575,pedro-caixinha,Pedro Miguel Faria Caixinha,2.21,-0.39,,Pedro Caixinha,True,4.57,8.11,117711,6,Bragantino,24,7,https://s.sde.globo.com/media/person_role/2023/03/06/photo_FORMATO_LvzP4JH.png,27,280,P. Caixinha,8.0,,,,,,,,,,,,,,,,,,,
576,young,Young Navarro Moraes,0.0,0.0,,Young,False,-1.0,0.64,117818,1,São Paulo,0,6,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Qtf8rgq.png,27,276,Young,,1.0,,,,,,,,,,,,,,,,,,
577,vitinho,Vitor Hugo Amorim de Assis,0.0,0.0,,Vitinho,False,1.42,2.44,117842,4,Cruzeiro,17,5,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_bhMj4uh.png,27,283,Vitinho,,1.0,,6.0,,,,5.0,3.0,1.0,6.0,1.0,1.0,,1.0,,,,,
578,giovane,Giovane Santana do Nascimento,0.0,0.0,,Giovane,False,2.22,2.89,117849,5,Corinthians,11,6,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_XV66WsM.png,27,264,Giovane,,1.0,,6.0,,,,,6.0,4.0,7.0,1.0,2.0,,2.0,,,,,
579,breno-bidon,Breno de Souza Bidon,3.5,0.42,,Breno Bidon,True,2.26,3.48,117910,4,Corinthians,18,7,https://s.sde.globo.com/media/person_role/2022/07/02/7c27a7fcaaaccdedd144a0e9af0c0e2d_FORMATO.png,27,264,B. Bidon,,4.0,,24.0,,,,26.0,20.0,5.0,2.0,,1.0,,,,,,,
580,iago,Iago Teodoro da Silva Nogueira,0.0,0.0,,Iago,False,0.0,1.0,118090,3,Flamengo,0,6,,27,262,Iago,,,,,,,,,,,,,,,,,,,,
581,nathan-camargo,Nathan Camargo dos Santos,0.0,0.0,,Nathan Camargo,False,0.0,3.0,118175,4,Bragantino,0,6,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_6uXqvAE.png,27,280,N. Camargo,,,,,,,,,,,,,,,,,,,,
582,ronald,Ronald Cardoso Falkoski,0.0,0.0,,Ronald,False,0.13,1.88,118238,4,Grêmio,7,6,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_KF8k6Z6.png,27,284,Ronald,,,,,,,,1.0,1.0,,,,,,,,,,,
583,pedrao,Pedro Henrique Franklim da Silva,0.0,0.0,,Pedrão,False,0.0,2.0,118293,3,Cruzeiro,0,6,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_lueB4Je.png,27,283,Pedrão,,,,,,,,,,,,,,,,,,,,
584,eliedson,Eliédson Pereira de Souza,0.0,0.0,,Eliédson,False,-0.15,2.13,118305,4,Criciúma,2,6,https://s.sde.globo.com/media/person_role/2024/03/15/photo_FORMATO_Y7jZjrx.png,27,288,Eliédson,,,,,,,,,1.0,,,,,,,,,,,
585,bernardo-franco,Bernardo Franco Junior,4.4,0.17,,Bernardo Franco,True,3.91,6.99,118368,6,Cuiabá,3,7,https://s.sde.globo.com/media/person_role/2024/08/28/photo_FORMATO_87JlQEr.png,27,1371,B. Franco,1.0,,,,,,,,,,,,,,,,,,,
586,jackson,Jackson Henrique Marcelino Crispim,0.0,0.0,,Jackson,False,0.0,1.0,118490,3,Criciúma,0,6,,27,288,Jackson,,,,,,,,,,,,,,,,,,,,
587,ze-welinton,José Welinton Campos Menezes,0.0,0.0,,Zé Welinton,False,0.0,1.0,118501,2,Flamengo,0,6,https://s.sde.globo.com/media/person_role/2022/06/29/eb9c2188bfd2d30e670faa55785ea3f2_FORMATO.png,27,262,Z. Welinton,,,,,,,,,,,,,,,,,,,,
588,rodriguinho,Rodrigo Huendra Almeida Mendonça,0.0,0.0,,Rodriguinho,False,2.77,3.28,118563,4,São Paulo,3,6,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_TBiswrq.png,27,276,Rodriguinho,,,,2.0,,,,4.0,1.0,1.0,2.0,,,,,,,,,
589,eliel,Eliel Chrytian Pereira Silva,1.2,0.03,,Eliel,True,2.07,3.92,118745,5,Cuiabá,12,6,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_t0Fw29t.png,27,1371,Eliel,,1.0,,12.0,,,,6.0,3.0,2.0,4.0,1.0,1.0,,,,,,,
590,mateus-carvalho,Mateus Carvalho dos Santos,1.7,0.09,,Mateus Carvalho,True,3.61,5.63,118752,4,Vasco,22,6,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_JfIekB6.png,27,267,M. Carvalho,,8.0,,23.0,,,1.0,48.0,29.0,3.0,3.0,2.0,2.0,,,,,,,
591,lautaro-diaz,Lautaro Ariel Díaz,0.5,-0.21,,Lautaro Díaz,True,2.19,5.12,118775,5,Cruzeiro,8,7,https://s.sde.globo.com/media/person_role/2024/07/01/photo_220x220_UT1KNbY.png,27,283,L. Díaz,,1.0,,2.0,,,,8.0,8.0,2.0,,1.0,1.0,,,,,,,
592,victor-hugo,Victor Hugo Ramos de Souza,0.0,0.0,,Victor Hugo,False,0.0,2.0,118802,4,Fluminense,0,6,https://s.sde.globo.com/media/person_role/2024/08/30/photo_FORMATO_8JgPovx.png,27,266,V. Hugo,,,,,,,,,,,,,,,,,,,,
593,leo-derik,Leonardo Derik Dias Gonçalves,0.0,0.0,,Léo Derik,False,0.0,2.0,120433,2,Athlético-PR,0,6,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_EwfDXbc.png,27,293,L. Derik,,,,,,,,,,,,,,,,,,,,
594,arthur-sousa,Arthur Sousa Araújo,-1.3,-0.66,,Arthur Sousa,True,-0.4,1.33,120856,5,Bragantino,2,6,https://s.sde.globo.com/media/person_role/2024/09/02/photo_FORMATO_BnMztX7.png,27,280,A. Sousa,,1.0,,1.0,,,,,1.0,,,,,,,,,,,
595,dija,Diego Kauan Silva Santos,0.0,0.0,,Dija,False,0.0,1.0,121220,2,Bragantino,0,6,https://s.sde.globo.com/media/person_role/2022/10/22/photo_220x220.png,27,280,Dija,,,,,,,,,,,,,,,,,,,,
596,kauan,Kauan Rodrigues da Silva,0.0,0.0,,Kauan,False,0.73,1.87,121237,4,Fortaleza,3,6,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_g8uOoWo.png,27,356,Kauan,,,,2.0,,,,1.0,,,,,,,,,,,,
597,gabryel-freitas,Gabryel Vinícius Araújo Freitas,0.0,0.0,,Gabryel Freitas,False,0.0,1.0,121263,5,Cuiabá,0,6,https://s.sde.globo.com/media/person_role/2023/03/06/photo_220x220_2WJ0Lb4.png,27,1371,G. Freitas,,,,,,,,,,,,,,,,,,,,
598,eli-junior,Eli Silvano Kovalik Júnior,0.0,0.0,,Eli Júnior,False,1.2,1.35,121331,5,Atlético-GO,1,6,https://s.sde.globo.com/media/person_role/2024/08/11/photo_220x220_ZPyikzh.png,27,373,E. Júnior,,,,,,,,,,1.0,,,,,,,,,,
599,da-rocha,Cauê Pereira da Rocha,0.0,0.0,,Da Rocha,False,0.0,1.0,121397,2,Juventude,0,6,,27,286,D. Rocha,,,,,,,,,,,,,,,,,,,,
600,dorival,Dorival Silva de Oliveira,0.0,0.0,,Dorival,False,0.0,1.0,121636,2,Cruzeiro,0,6,https://s.sde.globo.com/media/person_role/2024/08/30/photo_220x220_VH8v9YX.png,27,283,Dorival,,,,,,,,,,,,,,,,,,,,
601,guilherme-madruga,Guilherme Miranda Madruga Gomes,0.0,0.0,,Guilherme Madruga,False,-0.25,1.98,121762,4,Cuiabá,4,6,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_sRg7Zjl.png,27,1371,G. Madruga,,1.0,,,,,,,4.0,1.0,,,,,,,,,,
602,andre,André Henrique da Silva Martins,0.0,0.0,,André,False,0.0,4.0,121792,5,Grêmio,0,5,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_AwvmyTT.png,27,284,André,,,,,,,,,,,,,,,,,,,,
603,kayke,Kayke Ferrari Guimarães,0.0,0.0,,Kayke,False,0.0,0.79,121824,4,Corinthians,2,6,,27,264,Kayke,,,,,,,,,,,,,,,,,,,,
604,kaue,Kauê Rodrigues Pessanha,0.0,0.0,,Kauê,False,1.32,1.93,121827,4,Botafogo,8,6,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_zW6WD4H.png,27,263,Kauê,,,,2.0,,,,1.0,4.0,,2.0,1.0,,,,,,,,
605,janderson,Janderson de Carvalho Costa,-0.3,-0.93,,Janderson,True,2.32,3.76,121830,5,Vitória,18,3,https://s.sde.globo.com/media/person_role/2024/04/23/photo_FORMATO.png,27,287,Janderson,,6.0,,15.0,,,1.0,16.0,18.0,4.0,11.0,1.0,2.0,,,,,,,
606,kennedy,Kennedy Anderson Gomes Ferreira,0.0,0.0,,Kennedy,False,0.0,1.0,122301,5,Bahia,0,6,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_nXCTAYa.png,27,265,Kennedy,,,,,,,,,,,,,,,,,,,,
607,mateus-macedo,Matheus Macedo dos Santos,0.0,0.0,,Mateus Macedo,False,0.0,1.0,122317,3,Atlético-GO,0,6,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_3LMCTRH.png,27,373,M. Macedo,,,,,,,,,,,,,,,,,,,,
608,dyogo-alves,Francisco Dyogo Bento Alves,0.0,0.0,,Dyogo Alves,False,0.0,1.0,122318,1,Flamengo,0,6,,27,262,D. Alves,,,,,,,,,,,,,,,,,,,,
609,caio-barone,Caio Albado Barone,0.0,0.0,,Caio Barone,False,0.0,1.0,122319,1,Flamengo,0,6,,27,262,C. Barone,,,,,,,,,,,,,,,,,,,,
610,daniel-sales,Daniel dos Santos Sales,0.0,-0.12,,Daniel Sales,True,0.0,0.88,122320,2,Flamengo,1,6,,27,262,D. Sales,,,,,,,,,,,,,,,,,,,,
