,atletas.entrou_em_campo,atletas.slug,atletas.foto,atletas.apelido,atletas.clube_id,atletas.posicao_id,atletas.nome,atletas.atleta_id,atletas.clube.id.full.name,atletas.jogos_num,atletas.preco_num,atletas.status_id,atletas.minimo_para_valorizar,atletas.pontos_num,atletas.variacao_num,atletas.apelido_abreviado,atletas.rodada_id,atletas.media_num,A,CA,CV,DS,FC,FD,FF,FS,FT,G,I,SG,DE,GS,PS,V,PP,PC,GC,DP
171,False,kannemann,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_f52uCmN.png,Kannemann,284,3,Walter Kannemann,87342,Grêmio,9,3.76,6,,0.0,0.0,Kannemann,21,1.66,1.0,5.0,1.0,9.0,17.0,,1.0,5.0,,,,2.0,,,,,,1.0,,
172,True,allano,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_4fbfMIP.png,Allano,288,5,Allano Brendon de Souza Lima,87391,Criciúma,11,2.7,6,,1.7,0.01,Allano,21,0.95,,2.0,2.0,9.0,16.0,3.0,2.0,15.0,,,2.0,,,,,,,,,
173,True,thaciano,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO_wgwd4Ze.png,Thaciano,265,4,Thaciano Mickael da Silva,87470,Bahia,18,5.85,6,,-0.3,-0.44,Thaciano,21,3.32,,3.0,,8.0,8.0,5.0,15.0,8.0,1.0,4.0,14.0,,,,,,,,,
174,False,mateus-pasinato,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_5YNRqaD.png,Mateus Pasinato,1371,1,Mateus Pasinato,87603,Cuiabá,0,2.59,6,,0.0,0.0,M. Pasinato,21,-1.0,,1.0,,,,,,,,,,,,,,,,,,
175,False,galdames,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8l71w1x.png,Galdames,267,4,Pablo Ignacio Galdames Millán,87660,Vasco,11,4.82,6,,0.0,0.0,Galdames,21,2.19,1.0,3.0,,17.0,25.0,2.0,3.0,9.0,,,1.0,,,,,,,,,
176,False,yago-felipe,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_wf2lvdn.png,Yago Felipe,265,4,Yago Felipe da Costa Rocha,87747,Bahia,3,2.48,6,,0.0,0.0,Y. Felipe,21,-0.27,,1.0,,,2.0,,1.0,,,,,,,,,,,,,
177,False,mauricio-lemos,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,Mauricio Lemos,282,3,Paolo Mauricio Lemos Merladett,87853,Atlético-MG,6,9.41,6,,0.0,0.0,M. Lemos,21,2.65,,3.0,,4.0,10.0,,2.0,1.0,,,,3.0,,,,,,,,
178,True,arrascaeta,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_ehYT9k1.png,Arrascaeta,262,4,Giorgian Daniel de Arrascaeta Benedetti,87863,Flamengo,8,13.79,6,,1.0,-2.46,Arrascaeta,21,8.15,4.0,1.0,,7.0,6.0,3.0,5.0,14.0,,3.0,,,,,1.0,,,,,
179,True,gustavo-scarpa,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_UXqyPlk.png,Gustavo Scarpa,282,4,Gustavo Henrique Furtado Scarpa,87999,Atlético-MG,18,12.04,7,,8.4,0.4,G. Scarpa,21,6.26,5.0,3.0,,17.0,8.0,13.0,18.0,26.0,2.0,3.0,4.0,,,,,,,,,
180,True,alan-empereur,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_yJZY7yN.png,Alan Empereur,1371,3,Alan Pereira Empereur,88033,Cuiabá,14,3.51,7,,3.2,-0.08,A. Empereur,21,2.24,1.0,4.0,,7.0,5.0,1.0,4.0,8.0,,,,3.0,,,,,,,,
181,False,ivan,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_TR1I7LU.png,Ivan,285,1,Ivan Quaresma da Silva,88136,Internacional,0,3.0,5,,0.0,0.0,Ivan,21,0.0,,,,,,,,,,,,,,,,,,,,
182,True,junior-alonso,https://s.sde.globo.com/media/person_role/2022/07/15/18f148a4c0e6304c4e127291f1935424_FORMATO.png,Junior Alonso,282,3,Júnior Osmar Ignacio Alonso Mujica,88312,Atlético-MG,4,7.1,7,,-1.3,-1.21,J. Alonso,21,3.63,,2.0,,4.0,7.0,,1.0,,,1.0,,1.0,,,,,,,,
183,False,angel-romero,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_1ruJswV.png,Ángel Romero,264,5,Ángel Rodrigo Romero Villamayor,88323,Corinthians,14,5.77,3,,0.0,0.0,Ã. Romero,21,3.42,,3.0,,11.0,10.0,2.0,10.0,27.0,,2.0,2.0,,,,1.0,,,,,
184,True,ayrton-lucas,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_vtzXktM.png,Ayrton Lucas,262,2,Ayrton Lucas Dantas de Medeiros,88393,Flamengo,17,7.75,6,,1.7,-1.68,A. Lucas,21,4.82,2.0,1.0,,19.0,11.0,2.0,8.0,21.0,2.0,1.0,,4.0,,,,,,,,
185,False,walace,https://s.sde.globo.com/media/person_role/2024/07/02/photo_FORMATO_WwpovZU.png,Walace,283,4,Walace Souza Silva,88479,Cruzeiro,2,6.15,6,,0.0,0.0,Walace,21,0.9,,,,1.0,2.0,1.0,,,,,,,,,,,,,,
186,True,petit,https://s.sde.globo.com/media/person_role/2024/05/06/photo_FORMATO_dWuxEhT.png,Petit,1371,6,Armando Gonçalves Teixeira,89141,Cuiabá,12,6.07,7,,2.03,-0.4,Petit,21,4.18,,,,,,,,,,,,,,,,2.0,,,,
187,False,barreto,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_ppF3oM9.png,Barreto,288,4,Gustavo Bonatto Barreto,89224,Criciúma,16,4.99,6,,0.0,0.0,Barreto,21,3.63,1.0,3.0,,28.0,33.0,3.0,3.0,17.0,1.0,2.0,1.0,,,,,,,1.0,,
188,True,gerson,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_mBAg0JY.png,Gerson,262,4,Gerson Santos da Silva,89256,Flamengo,20,6.12,6,,0.0,-0.96,Gerson,21,4.18,4.0,1.0,,27.0,21.0,7.0,8.0,32.0,,1.0,1.0,,,,,,,,,
189,False,joao-pedro,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_yq877xk.png,João Pedro,284,2,João Pedro Maturano dos Santos,89273,Grêmio,15,6.66,6,,0.0,0.0,J. Pedro,21,3.7,1.0,1.0,,14.0,3.0,3.0,7.0,7.0,1.0,,,4.0,,,,,,,,
190,True,william,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_Wno5RKV.png,William,283,2,Willian de Asevedo Furtado,89275,Cruzeiro,18,11.41,7,,0.6,-2.2,William,21,8.22,3.0,5.0,,46.0,21.0,5.0,9.0,8.0,,4.0,,8.0,,,,,,,,
191,False,braithwaite,https://s.sde.globo.com/media/person_role/2024/07/31/photo_FORMATO_bydXPc3.png,Braithwaite,284,5,Martin Christensen Braithwaite,89368,Grêmio,0,9.0,6,,0.0,0.0,Braithwaite,21,0.0,,,,,,,,,,,,,,,,,,,,
192,True,erick,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_GS948NH.png,Erick,286,5,Erick Samuel Correa Farias,89467,Juventude,18,4.8,7,,0.9,-0.19,Erick,21,3.44,,,,19.0,6.0,8.0,6.0,6.0,,3.0,4.0,,,,,,,,,
193,False,igor-rabello,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,Igor Rabello,282,3,Igor Rabello da Costa,89493,Atlético-MG,10,4.69,6,,0.0,0.0,I. Rabello,21,1.92,,2.0,1.0,8.0,8.0,1.0,1.0,2.0,,,,3.0,,,,,,1.0,,
194,False,thiago-maia,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_CBUMmTU.png,Thiago Maia,285,4,Thiago Maia Alencar,89637,Internacional,10,4.68,6,,0.0,0.0,T. Maia,21,2.39,,,,18.0,12.0,1.0,4.0,3.0,,,,,,,,,,,,
195,False,iury-castilho,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_5wPuqrz.png,Iury Castilho,287,5,Iury Lirio Freitas de Castilho,89695,Vitória,5,4.02,5,,0.0,0.0,I. Castilho,21,2.62,,1.0,,,7.0,,1.0,9.0,1.0,1.0,1.0,,,,,,,,,
196,True,calleri,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hF89kWc.png,Calleri,276,5,Jonathan Calleri,89840,São Paulo,18,10.93,7,,8.9,1.13,Calleri,21,4.73,2.0,3.0,,6.0,23.0,7.0,10.0,34.0,2.0,5.0,16.0,,,,,,,,,
197,False,cristaldo,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_4i2PnOy.png,Cristaldo,284,4,Franco Cristaldo,89846,Grêmio,16,9.12,6,,0.0,0.0,Cristaldo,21,4.57,1.0,,,15.0,6.0,7.0,10.0,21.0,,3.0,2.0,,,,1.0,,,,,
198,True,dodi,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_SoQQafa.png,Dodi,284,4,Douglas Moreira Fagundes,89883,Grêmio,16,3.13,7,,2.4,0.16,Dodi,21,1.31,,4.0,,15.0,19.0,2.0,3.0,16.0,,,,,,,,,,,,
199,False,everton-galdino,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ywqLzxA.png,Everton Galdino,284,5,Everton Galdino Moreira,89918,Grêmio,12,2.13,6,,0.0,0.0,E. Galdino,21,0.65,,4.0,,5.0,8.0,1.0,4.0,8.0,,,1.0,,,,,,,,,
200,True,bruno-pacheco,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_xopRGnx.png,Bruno Pacheco,356,2,Bruno de Jesus Pacheco,90061,Fortaleza,14,7.65,7,,4.6,-0.44,B. Pacheco,21,3.84,,2.0,,18.0,8.0,1.0,3.0,10.0,,1.0,,4.0,,,,,,,,
201,True,bruno-henrique,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JiNgXjg.png,Bruno Henrique,262,5,Bruno Henrique Pinto,90285,Flamengo,14,8.21,7,,-0.8,-0.71,B. Henrique,21,5.31,,3.0,,19.0,18.0,6.0,7.0,27.0,,4.0,3.0,,,,2.0,,,,,
202,True,pedro-rocha,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_Mch7ZGz.png,Pedro Rocha,356,5,Pedro Rocha Neves,90302,Fortaleza,4,4.68,6,,2.6,-0.46,P. Rocha,21,2.32,1.0,,,3.0,1.0,,,2.0,,,,,,,,,,,,
203,True,lincoln,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_3jS17Nq.png,Lincoln,280,4,Lincoln Henrique Oliveira dos Santos,90303,Bragantino,11,6.67,6,,6.2,0.4,Lincoln,21,4.01,1.0,2.0,,12.0,6.0,,5.0,17.0,,2.0,,,,,,,,,,
204,True,david,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_4eK3iOa.png,David,267,5,David Correa da Fonseca,90309,Vasco,17,7.34,6,,0.5,-0.01,David,21,3.92,3.0,5.0,1.0,18.0,16.0,2.0,13.0,13.0,,3.0,5.0,,,,,,,,,
205,False,rezende,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_0kSZPcN.png,Rezende,265,4,Júlio César de Rezende Miranda,90449,Bahia,14,3.81,6,,0.0,0.0,Rezende,21,1.44,,3.0,,13.0,10.0,,2.0,12.0,1.0,,,,,,,,,,,
206,True,diego-goncalves,https://s.sde.globo.com/media/person_role/2024/07/13/photo_220x220_schK1aa.png,Diego Gonçalves,286,5,Diego Gonçalves,90540,Juventude,2,3.45,6,,-0.3,-0.59,D. Gonçalves,21,0.45,,,,1.0,1.0,,,,,,,,,,,,,,,
207,False,caique,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RJHB8O8.png,Caíque,286,4,Caique de Jesus Gonçalves,90588,Juventude,16,4.32,5,,0.0,0.0,Caíque,21,2.84,,5.0,,35.0,17.0,,2.0,26.0,,,,,,,,,,1.0,,
208,True,mateus-claus,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ahQNt5A.png,Mateus Claus,286,1,Mateus Eduardo Claus,90590,Juventude,3,4.69,6,,5.5,0.83,M. Claus,21,3.5,,2.0,,,,,,1.0,,,,,15.0,3.0,,,,,,
209,True,lucas-mineiro,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_xH8ilrc.png,Lucas Mineiro,1371,4,Lucas da Silva Izidoro,90634,Cuiabá,13,2.51,7,,-0.6,-0.38,L. Mineiro,21,1.45,,2.0,,18.0,28.0,,4.0,9.0,,,1.0,,,,,,,,,
210,True,matheuzinho,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_oRcCuAx.png,Matheuzinho,287,4,Matheus Martins Fogaça de Paulo,90703,Vitória,19,8.63,7,,3.6,-1.29,Matheuzinho,21,5.77,4.0,3.0,,22.0,14.0,11.0,14.0,44.0,,3.0,1.0,,,,,,,,,
211,True,luiz-fernando,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_TFNlZWH.png,Luiz Fernando,373,5,Luiz Fernando Moraes dos Santos,90715,Atlético-GO,18,8.7,7,,3.7,0.25,L. Fernando,21,5.53,,3.0,,17.0,19.0,9.0,17.0,34.0,,6.0,5.0,,,1.0,,,,,,
212,False,fabricio-bruno,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_lglDAms.png,Fabrício Bruno,262,3,Fabrício Bruno Soares de Faria,90768,Flamengo,16,4.87,6,,0.0,0.0,F. Bruno,21,2.59,,3.0,,12.0,3.0,2.0,3.0,6.0,,1.0,,3.0,,,,,,,,
213,True,carlos-eduardo,https://s.sde.globo.com/media/person_role/2024/07/23/photo_220x220.png,Carlos Eduardo,287,5,Carlos Eduardo Ferreira de Souza,90917,Vitória,1,4.05,6,,1.2,0.05,C. Eduardo,21,1.2,,,,1.0,,,,,,,,,,,,,,,,
214,True,ze-marcos,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_s0j6JVw.png,Zé Marcos,286,3,José Marcos Alves Luis,90943,Juventude,10,2.9,7,,0.5,0.19,Z. Marcos,21,1.98,,4.0,1.0,8.0,5.0,,2.0,14.0,,,,2.0,,,,,,,,
215,True,cardona,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_YucaBOt.png,Cardona,356,3,Tomás Cardona,90947,Fortaleza,9,5.24,7,,0.8,-0.76,Cardona,21,3.74,,1.0,,9.0,11.0,,1.0,3.0,,,1.0,5.0,,,,,,,,
216,False,ronaldo,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_AaiyHtB.png,Ronaldo,373,1,Ronaldo de Oliveira Strada,91101,Atlético-GO,17,3.54,6,,0.0,0.0,Ronaldo,21,2.29,1.0,2.0,1.0,,2.0,,,3.0,,,,1.0,53.0,27.0,,,,,,1.0
217,False,everaldo,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_ZpwUiXj.png,Everaldo,287,5,Everaldo Silva do Nascimento,91151,Vitória,4,4.91,6,,0.0,0.0,Everaldo,21,2.72,,1.0,,2.0,5.0,,,6.0,,1.0,,,,,,,,,,
218,True,pk,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_lh9cyLQ.png,PK,287,2,Ítaro Patric Cardoso Calmon,91190,Vitória,10,4.6,7,,9.5,1.56,PK,21,2.68,1.0,,1.0,10.0,7.0,1.0,3.0,3.0,,,2.0,2.0,,,,,,,,
219,False,carballo,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_w5Qzw1m.png,Carballo,284,4,Felipe Ignacio Carballo Ares,91254,Grêmio,9,2.74,6,,0.0,0.0,Carballo,21,0.86,,3.0,,9.0,10.0,1.0,1.0,2.0,,,,,,,,,,,,
220,False,erick-pulgar,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JP7R0QW.png,Erick Pulgar,262,4,Erick Antonio Pulgar Farfán,91473,Flamengo,10,4.01,6,,0.0,0.0,E. Pulgar,21,2.13,,2.0,,16.0,13.0,1.0,1.0,6.0,1.0,,,,,,,,,,,
221,True,rodrigo-sam,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_CwBUWEK.png,Rodrigo Sam,286,3,Rodrigo Eduardo da Silva,91509,Juventude,10,4.41,6,,-1.3,-0.79,R. Sam,21,3.73,,4.0,,14.0,11.0,,1.0,8.0,,1.0,,3.0,,,,,,,,
222,True,eder,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_8rXUJzI.png,Eder,288,5,Eder Citadin Martins,91521,Criciúma,14,2.46,7,,-0.1,0.03,Eder,21,0.59,,4.0,,3.0,2.0,2.0,5.0,6.0,,,2.0,,,,,,,,,
223,True,arboleda,https://s.sde.globo.com/media/person_role/2024/05/07/photo_FORMATO_4juynn8.png,Arboleda,276,3,Robert Abel Arboleda Escobar,91573,São Paulo,18,8.34,7,,8.8,0.91,Arboleda,21,4.43,,2.0,,27.0,13.0,2.0,1.0,8.0,1.0,1.0,1.0,7.0,,,,,,,,
224,True,rony,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_j8iPskd.png,Rony,275,5,Ronielson da Silva Barbosa,91607,Palmeiras,20,7.81,6,,9.0,0.71,Rony,21,3.82,,4.0,,14.0,19.0,14.0,13.0,22.0,,4.0,12.0,,,,,,,,,
225,True,marlon,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_6dy9M0T.png,Marlon,283,2,Marlon Rodrigues Xavier,91706,Cruzeiro,12,8.87,7,,4.6,-0.27,Marlon,21,3.83,,1.0,2.0,22.0,19.0,1.0,2.0,9.0,,,,5.0,,,,,,,,
226,False,david-duarte,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_laPiI8c.png,David Duarte,265,3,David de Duarte Macedo,91772,Bahia,1,6.84,6,,0.0,0.0,D. Duarte,21,8.5,,,,,,,,1.0,,1.0,,,,,,,,,,
227,True,ze-ivaldo,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_XkfvN4h.png,Zé Ivaldo,283,3,José Ivaldo Almeida Silva,91866,Cruzeiro,16,5.34,7,,1.8,-0.34,Z. Ivaldo,21,3.79,,7.0,,11.0,16.0,8.0,11.0,14.0,,,2.0,7.0,,,,,,1.0,,
228,False,pavon,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_cVczRJH.png,Pavón,284,5,Cristian David Pavón,91908,Grêmio,14,7.11,3,,0.0,0.0,Pavón,21,3.25,2.0,3.0,,10.0,8.0,9.0,9.0,6.0,,1.0,1.0,,,,,,,,,
229,True,ramon-diaz,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO.png,Ramón Díaz,264,6,Ramón Ángel Díaz,92075,Corinthians,9,8.43,7,,6.0,0.37,R. Díaz,21,5.16,,,,,,,,,,,,,,,,3.0,,,,
230,False,lyanco,https://s.sde.globo.com/media/person_role/2024/07/05/photo_FORMATO_3LfkT8x.png,Lyanco,282,3,Lyanco Evangelista Silveira Neves Vojnovic,92087,Atlético-MG,2,7.26,3,,0.0,0.0,Lyanco,21,2.65,,,1.0,3.0,1.0,,,,,,,1.0,,,,,,,,
231,True,andre-luis,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Y6GBzlR.png,André Luís,1371,5,Andre Luis da Costa Alfredo,92146,Cuiabá,11,2.23,7,,0.9,-0.04,A. Luís,21,0.56,,2.0,,4.0,6.0,,1.0,9.0,,,,,,,,,,,,
232,False,alario,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_5Z61ABy.png,Alario,285,5,Lucas Nicolás Alario,92149,Internacional,9,2.36,6,,0.0,0.0,Alario,21,-0.18,,4.0,,1.0,11.0,1.0,4.0,4.0,,,9.0,,,,,,,1.0,,
233,True,jair-ventura,https://s.sde.globo.com/media/person_role/2018/09/06/d1103130500ec84fd8e37f1a20c60e1a_FORMATO.png,Jair Ventura,286,6,Jair Ventura,92180,Juventude,13,5.09,7,,2.38,-0.23,J. Ventura,21,3.25,,,,,,,,,,,,,,,,2.0,,,,
234,False,caique,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_R17UU3T.png,Caíque,284,1,Caíque Luiz Santos da Purificação,92207,Grêmio,1,3.99,6,,0.0,0.0,Caíque,21,1.0,,,,,,,,,,,,,3.0,2.0,,,,,,
235,False,rodrigo-ely,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RubzI83.png,Rodrigo Ely,284,3,Rodrigo Ely,92237,Grêmio,13,5.78,6,,0.0,0.0,R. Ely,21,3.92,,4.0,,11.0,8.0,4.0,7.0,8.0,1.0,1.0,1.0,4.0,,,,,,1.0,,
236,True,andre-ramalho,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_XTr7yqw.png,André Ramalho,264,3,André Ramalho Silva,92440,Corinthians,4,6.28,7,,-0.1,-0.65,A. Ramalho,21,2.5,,1.0,,6.0,5.0,,1.0,1.0,,,,1.0,,,,,,1.0,,
237,True,raul,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_kP2nvPk.png,Raul,280,4,Raul Lô Gonçalves,92496,Bragantino,12,2.97,7,,6.9,0.6,Raul,21,1.87,,,,12.0,10.0,1.0,1.0,2.0,,1.0,,,,,,,,,,
238,True,renato-kayzer,https://s.sde.globo.com/media/person_role/2024/04/15/photo_FORMATO.png,Renato Kayzer,356,5,Renato Kayzer de Souza,92696,Fortaleza,17,6.52,7,,8.9,0.1,R. Kayzer,21,3.41,,1.0,1.0,9.0,19.0,5.0,10.0,17.0,1.0,4.0,7.0,,,,,,,,,
239,False,deyverson,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_K9KAkJa.png,Deyverson,1371,5,Deyverson Brum Silva Acosta,92708,Cuiabá,3,9.23,6,,0.0,0.0,Deyverson,21,4.97,,,,1.0,2.0,2.0,1.0,7.0,,1.0,4.0,,,,,,,,,
240,False,bruno-rodrigues,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_lto9czN.png,Bruno Rodrigues,275,5,Bruno Rafael Rodrigues do Nascimento,92811,Palmeiras,0,5.0,5,,0.0,0.0,B. Rodrigues,21,0.0,,,,,,,,,,,,,,,,,,,,
241,True,borre,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_kHlqucZ.png,Borré,285,5,Rafael Santos Borré Maury,92854,Internacional,8,10.02,7,,0.5,-1.34,Borré,21,4.67,1.0,3.0,,8.0,16.0,6.0,7.0,7.0,1.0,2.0,7.0,,,,,,1.0,,,
242,False,mateus-vital,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_lwMqy9Y.png,Mateus Vital,283,4,Mateus da Silva Vital Assumpção,93108,Cruzeiro,7,4.16,6,,0.0,0.0,M. Vital,21,2.26,,,,1.0,,1.0,3.0,6.0,,1.0,,,,,,,,,,
243,False,wanderson,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_ntpiKUS.png,Wanderson,285,5,Wanderson Maciel Sousa Campos,93478,Internacional,11,4.66,6,,0.0,0.0,Wanderson,21,1.44,,2.0,,8.0,12.0,3.0,4.0,10.0,,,1.0,,,,,,,,,
244,False,bruno-tubarao,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_3mh3bUg.png,Bruno Tubarão,373,2,Bruno Nunes de Barros,93637,Atlético-GO,10,3.12,6,,0.0,0.0,B. Tubarão,21,1.2,,2.0,,8.0,6.0,1.0,3.0,5.0,,,,,,,,,,,,
245,False,gabriel-inocencio,https://s.sde.globo.com/media/person_role/2024/04/10/photo_FORMATO_P3G6ct6.png,Gabriel Inocêncio,286,2,Gabriel de Souza Inocêncio,93702,Juventude,11,5.18,6,,0.0,0.0,G. Inocêncio,21,3.72,,2.0,,18.0,19.0,,2.0,13.0,,,2.0,4.0,,,,,,1.0,,
246,False,paulo-henrique,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_9IoUUlz.png,Paulo Henrique,267,2,Paulo Henrique de Oliveira Alves,93716,Vasco,19,6.39,3,,0.0,0.0,P. Henrique,21,4.36,,3.0,,43.0,28.0,3.0,5.0,14.0,,1.0,,4.0,,,,,,,,
247,True,marlon-freitas,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_IWdTjkg.png,Marlon Freitas,263,4,Marlon Rodrigues Freitas,93790,Botafogo,18,3.96,6,,1.2,-0.03,M. Freitas,21,2.11,2.0,3.0,,21.0,9.0,2.0,5.0,4.0,,,,,,,,,,,,
248,False,keiller,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8APU3lV.png,Keiller,267,1,Keiller da Silva Nunes,93834,Vasco,0,4.0,6,,0.0,0.0,Keiller,21,0.0,,,,,,,,,,,,,,,,,,,,
249,False,cleiton,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_Ri9cYDm.png,Cleiton,280,1,Cleiton Schwengber,93882,Bragantino,14,6.44,6,,0.0,0.0,Cleiton,21,3.52,,1.0,1.0,,1.0,,,1.0,,,,3.0,45.0,14.0,,,,,,1.0
250,False,matheusinho,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_PCw311H.png,Matheusinho,288,4,Matheus Leonardo Sales Cardoso,93886,Criciúma,12,7.22,6,,0.0,0.0,Matheusinho,21,5.17,1.0,2.0,,15.0,9.0,1.0,6.0,12.0,,4.0,2.0,,,,,,,,,
251,True,breno-lopes,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_XhXbbVU.png,Breno Lopes,356,5,Breno Henrique Vasconcelos Lopes,93988,Fortaleza,16,9.17,7,,10.7,0.84,B. Lopes,21,5.79,3.0,4.0,,10.0,10.0,10.0,15.0,40.0,1.0,3.0,5.0,,,,2.0,,,,,
252,True,john,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_5TQNQjS.png,John,263,1,John Victor Maciel Furtado,94044,Botafogo,18,6.66,7,,1.0,0.15,John,21,3.85,,2.0,,,1.0,,,3.0,,,,7.0,51.0,16.0,,,,,,
253,False,matheus-fernandes,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_sgQrNPa.png,Matheus Fernandes,280,4,Matheus Fernandes Siqueira,94067,Bragantino,6,8.68,6,,0.0,0.0,M. Fernandes,21,6.52,1.0,,,17.0,6.0,2.0,2.0,7.0,,1.0,,,,,,,,,,
254,False,felipe-vizeu,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_CKkxA4v.png,Felipe Vizeu,288,5,Felipe dos Reis Pereira Vizeu do Carmo,94138,Criciúma,4,2.89,5,,0.0,0.0,F. Vizeu,21,0.65,,,,,1.0,1.0,1.0,2.0,,,1.0,,,,,,,,,
255,False,maycon,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_fb3TwT8.png,Maycon,264,4,Maycon de Andrade Barberan,94154,Corinthians,2,4.65,5,,0.0,0.0,Maycon,21,0.2,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,
256,True,raphael-veiga,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_XOXiO3C.png,Raphael Veiga,275,4,Raphael Cavalcante Veiga,94509,Palmeiras,18,11.05,7,,2.2,-0.04,R. Veiga,21,4.72,3.0,3.0,1.0,11.0,11.0,15.0,28.0,28.0,,2.0,3.0,,,,,,1.0,,,
