,atletas.media_num,atletas.pontos_num,atletas.posicao_id,atletas.minimo_para_valorizar,atletas.apelido,atletas.status_id,atletas.atleta_id,atletas.foto,atletas.apelido_abreviado,atletas.preco_num,atletas.clube.id.full.name,atletas.slug,atletas.variacao_num,atletas.rodada_id,atletas.jogos_num,atletas.clube_id,atletas.entrou_em_campo,atletas.nome,DS,FC,FF,FS,G,I,A,CA,FD,FT,SG,CV,V,DE,GS,PC,PP,PS,DP,GC
435,0.0,0.0,3,,Realpe,6,106299,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_csUs5UL.png,Realpe,4.0,Bragantino,realpe,0.0,19,0,280,False,Leonardo Javier Realpe Montaño,,,,,,,,,,,,,,,,,,,,
436,2.4,0.0,4,,Caio Alexandre,7,106323,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO_jiBs4Bk.png,C. Alexandre,5.49,Bahia,caio-alexandre,0.0,19,16,265,False,Caio Alexandre Souza e Silva,15.0,15.0,1.0,28.0,1.0,2.0,,2.0,1.0,1.0,,,,,,,,,,
437,5.5,0.0,2,,Wesley Gasolina,6,106327,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_p7fftOF.png,W. Gasolina,3.92,Cruzeiro,wesley-gasolina,0.0,19,1,283,False,Wesley David de Oliveira Andrade,,,,1.0,,,,,,,1.0,,,,,,,,,
438,0.0,0.0,5,,Jhonata Robert,6,106371,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_N5NG9cx.png,J. Robert,2.0,Grêmio,jhonata-robert,0.0,19,0,284,False,Jhonata Robert Alves da Silva,,,,,,,,,,,,,,,,,,,,
439,2.02,0.0,3,,Eduardo Santos,7,106434,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_wPSGjby.png,E. Santos,4.35,Bragantino,eduardo-santos,0.0,19,10,280,False,Eduardo Gonzaga Mendes Santos,8.0,2.0,2.0,3.0,,,,2.0,,,2.0,,,,,,,,,
440,3.13,5.0,3,,Villalba,7,106593,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_mqCHNug.png,Villalba,5.41,Cruzeiro,villalba,0.06,19,8,283,True,Lucas Hernán Villalba,1.0,4.0,,,,,,,,,5.0,,,,,,,,,
441,-0.3,-0.3,5,,Carlos Alberto,6,106704,https://s.sde.globo.com/media/person_role/2023/03/07/photo_220x220_DgukYrK.png,C. Alberto,4.41,Botafogo,carlos-alberto,-0.59,19,1,263,True,Carlos Alberto Gomes da Silva Filho,,1.0,,,,,,,,,,,,,,,,,,
442,1.75,0.0,4,,Rodrigo Nestor,6,106822,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_LPbAkh9.png,R. Nestor,4.51,São Paulo,rodrigo-nestor,0.0,19,14,276,False,Rodrigo Nestor Bertalia,4.0,8.0,3.0,5.0,,2.0,2.0,2.0,7.0,,,,,,,,,1.0,,
443,4.65,4.2,2,,Welington,7,106824,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Z3aNUXx.png,Welington,8.09,São Paulo,welington,-0.36,19,16,276,True,Welington Damascena Santos,29.0,18.0,5.0,15.0,,,1.0,3.0,2.0,,6.0,,,,,1.0,,,,
444,1.92,0.0,2,,Patryck,6,106829,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_mCvHWjt.png,Patryck,3.37,São Paulo,patryck,0.0,19,5,276,False,Patryck Lanza dos Reis,4.0,2.0,,3.0,,1.0,,1.0,,,1.0,,,,,,,,,
445,1.48,0.0,5,,Juan,6,106831,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_uPYz8tk.png,Juan,2.99,São Paulo,juan,0.0,19,9,276,False,Juan Santos da Silva,3.0,4.0,1.0,2.0,,,1.0,,1.0,1.0,,,,,,,,,,
446,0.0,0.0,3,,Luan Patrick,6,106835,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_AUtEehU.png,L. Patrick,5.0,Athlético-PR,luan-patrick,0.0,19,0,293,False,Luan Patrick Wiedthauper,,,,,,,,,,,,,,,,,,,,
447,0.95,0.0,5,,Clayton,6,106931,https://s.sde.globo.com/media/person_role/2024/03/12/photo_220x220_tVZpibR.png,Clayton,3.15,Vasco,clayton,0.0,19,6,267,False,Clayton Fernandes Silva,2.0,7.0,5.0,1.0,,3.0,,,1.0,,,,,,,,,,,
448,3.22,0.0,2,,Fernando,6,106950,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_qx7ZU51.png,Fernando,5.74,Athlético-PR,fernando,0.0,19,5,293,False,Fernando Augusto Pereira Bueno Júnior,5.0,4.0,1.0,3.0,,,1.0,1.0,,,1.0,,,,,,,,,
449,3.14,0.0,2,,Luciano Juba,7,107093,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_rR1yZyw.png,L. Juba,5.28,Bahia,luciano-juba,-0.08,19,17,265,True,Luciano Batista da Silva Júnior,12.0,2.0,1.0,7.0,1.0,,1.0,,2.0,,4.0,,,,,,,,,
450,3.74,3.1,4,,Richard Ríos,6,107111,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_PkMn7XO.png,R. Ríos,7.18,Palmeiras,richard-rios,-0.19,19,8,275,True,Richard Ríos Montoya,13.0,9.0,2.0,11.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,
451,3.92,0.0,5,,Jeffinho,5,107170,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_jfNtXEg.png,Jeffinho,6.73,Botafogo,jeffinho,0.0,19,6,263,False,Jefferson Ruan Pereira dos Santos,3.0,7.0,4.0,6.0,1.0,,1.0,2.0,4.0,,,,,,,,,,,
452,-0.33,0.0,4,,Patrick de Paula,6,107172,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_tS5MIor.png,P. Paula,1.4,Botafogo,patrick-de-paula,0.0,19,4,263,False,Patrick de Paula Carreiro,,3.0,2.0,,,,,2.0,,,,,,,,,,,,
453,1.64,1.7,4,,Michel Araújo,6,107173,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_498ez5E.png,M. Araújo,4.2,São Paulo,michel-araujo,0.04,19,12,276,True,Michel Daryl Araújo Villar,8.0,9.0,4.0,8.0,,,1.0,3.0,3.0,,,,,,,,,,,
454,3.43,0.0,1,,Matheus Donelli,6,107179,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_9utJF4u.png,M. Donelli,4.59,Corinthians,matheus-donelli,0.0,19,7,264,False,Matheus Planelles Donelli,,,,,,,,,,,,,,29.0,12.0,,,,1.0,
455,2.5,0.0,1,,Léo Linck,7,107183,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_bL4Rm1s.png,L. Linck,4.13,Athlético-PR,leo-linck,0.0,19,9,293,False,Leonardo Matias Baiersdorf Linck,,,,1.0,,,,1.0,,,1.0,1.0,,33.0,12.0,,,,,
456,0.0,0.0,2,,Leonardo Ataíde,6,107191,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_4kdpe6Z.png,L. Ataíde,2.0,Athlético-PR,leonardo-ataide,0.0,19,0,293,False,Leonardo Ataíde de Oliveira Siqueira,,,,,,,,,,,,,,,,,,,,
457,1.87,0.0,4,,Max,6,107203,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_tZvTg6Z.png,Max,3.03,Cuiabá,max,0.0,19,7,1371,False,Max Alves da Silva,4.0,2.0,5.0,1.0,,,,1.0,2.0,1.0,,,,,,,,,,
458,2.35,0.0,2,,Gustavo Garcia,6,107225,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_jWfyxOy.png,G. Garcia,3.76,Palmeiras,gustavo-garcia,0.0,19,2,275,False,Gustavo Garcia dos Santos,,,,,,3.0,,,,,1.0,,,,,,,,,
459,4.18,3.9,2,,Vanderlan,7,107236,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_JhaBedf.png,Vanderlan,6.93,Palmeiras,vanderlan,-0.29,19,11,275,True,Vanderlan Barbosa da Silva,10.0,7.0,2.0,1.0,,,1.0,,,,6.0,,,,,1.0,,,,
460,2.5,0.0,5,,Marcelinho,6,107238,https://s.sde.globo.com/media/person_role/2024/04/26/photo_FORMATO_1GgfZEe.png,Marcelinho,3.83,Juventude,marcelinho,0.0,19,8,286,False,Marcelo José de Lima Filho,4.0,4.0,4.0,12.0,,4.0,1.0,1.0,3.0,,,,,,,,,,,
461,0.35,0.0,4,,Zé Vitor,6,107256,https://s.sde.globo.com/media/person_role/2024/04/13/photo_220x220_dAbIrS8.png,Z. Vitor,1.52,Athlético-PR,ze-vitor,0.0,19,9,293,False,Jose Vitor Silva Neves,3.0,5.0,1.0,2.0,,,,2.0,1.0,,,,,,,,,,,
462,3.37,3.5,4,,André,7,107498,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_0Njhcgz.png,André,7.28,Fluminense,andre,0.19,19,6,266,True,André Trindade da Costa Neto,11.0,11.0,1.0,17.0,,,1.0,4.0,,,,,,,,,,,,
463,0.0,0.0,5,,Thayllon,6,107664,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_UGtlqUd.png,Thayllon,2.0,Atlético-GO,thayllon,0.0,19,0,373,False,Thayllon Lopes Medeiros,,,,,,,,,,,,,,,,,,,,
464,0.33,0.0,5,,João Carlos,6,107666,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_HlvP7yl.png,J. Carlos,1.64,Criciúma,joao-carlos,0.0,19,3,288,False,João Carlos Barros Lopes,,1.0,1.0,1.0,,,,,,,,,,,,,,,,
465,0.0,0.0,5,,Eduardo Melo,6,107700,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_9c3cd5s.png,E. Melo,3.0,Criciúma,eduardo-melo,0.0,19,0,288,False,Eduardo de Queiroz Melo,,,,,,,,,,,,,,,,,,,,
466,0.0,0.0,1,,Emerson Júnior,6,107740,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO.png,E. Júnior,2.0,Atlético-GO,emerson-junior,0.0,19,0,373,False,Emerson Fabiano Kerber Júnior,,,,,,,,,,,,,,,,,,,,
467,1.1,0.0,4,,Praxedes,7,107744,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_kPHzPIn.png,Praxedes,3.22,Vasco,praxedes,0.0,19,6,267,False,Bruno Conceição Praxedes,3.0,5.0,2.0,5.0,,,,2.0,2.0,,,,,,,,,,,
468,0.0,0.0,1,,Adriel,6,107748,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_0qGGyWx.png,Adriel,4.0,Bahia,adriel,0.0,19,0,265,False,Adriel Vasconcelos Ramos,,,,,,,,,,,,,,,,,,,,
469,3.45,0.0,3,,Natã,6,107801,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Kjugdhc.png,Natã,4.22,Grêmio,nata,0.0,19,6,284,False,Natã Felipe de Amorim Santos,4.0,1.0,,2.0,,,,1.0,1.0,,3.0,,,,,,,,,
470,-0.55,0.0,4,,Matheus Dias,6,107809,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_wwiHUgs.png,M. Dias,1.2,Internacional,matheus-dias,0.0,19,2,285,False,Matheus dos Santos Dias,,2.0,,1.0,,,,1.0,,,,,,,,,,,,
471,0.0,0.0,1,,Fintelman,6,107859,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_C8LyEyp.png,Fintelman,2.0,Vitória,fintelman,0.0,19,0,287,False,Alexandre Fintelman de Mello Ribeiro da Silva,,,,,,,,,,,,,,,,,,,,
472,1.74,0.1,4,,Bobadilla,7,107873,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_BoNwEka.png,Bobadilla,3.66,São Paulo,bobadilla,-0.18,19,9,276,True,Damián Josué Bobadilla Benítez,8.0,12.0,2.0,2.0,1.0,,,1.0,,,,,,,,,,,,
473,4.51,3.8,2,,Hugo,7,107908,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_h4IhTE1.png,Hugo,7.52,Corinthians,hugo,-0.19,19,18,264,True,Hugo Ferreira de Farias,33.0,30.0,8.0,8.0,,1.0,3.0,1.0,1.0,2.0,4.0,,,,,1.0,,,,
474,2.15,0.0,4,,Fausto Vera,6,107950,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_hfXkP4H.png,F. Vera,4.7,Atlético-MG,fausto-vera,0.0,19,7,282,False,Fausto Mariano Vera,6.0,4.0,5.0,3.0,,,,,3.0,,,,,,,,,,,
475,2.99,0.0,5,,Isidro Pitta,7,108133,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_VmtW8Bv.png,I. Pitta,4.87,Cuiabá,isidro-pitta,0.0,19,14,1371,False,Isidro Miguel Pitta Saldívar,3.0,12.0,7.0,8.0,3.0,9.0,,1.0,10.0,,,,,,,,1.0,2.0,,
476,0.0,0.0,4,,Almada,6,108358,https://s.sde.globo.com/media/person_role/2024/07/08/photo_220x220_Hm0Qmc9.png,Almada,11.0,Botafogo,almada,0.0,19,0,263,False,Thiago Ezequiel Almada,,,,,,,,,,,,,,,,,,,,
477,0.0,0.0,5,,Aravena,6,108548,,Aravena,3.0,Grêmio,aravena,0.0,19,0,284,False,Alexander Ernesto Aravena Guzmán,,,,,,,,,,,,,,,,,,,,
478,0.0,0.0,5,,Arriagada,6,108624,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_9Gl7lZe.png,Arriagada,3.0,Athlético-PR,arriagada,0.0,19,0,293,False,Luciano Daniel Arriagada García,,,,,,,,,,,,,,,,,,,,
479,1.7,0.0,5,,David,6,108752,https://s.sde.globo.com/media/person_role/2024/07/15/photo_220x220_ASdR4hr.png,David,3.33,Juventude,david,0.0,19,1,286,False,David da Hora da Conceição,1.0,,,1.0,,,,,,,,,,,,,,,,
480,1.7,0.0,5,,Matheus Nascimento,5,109114,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_g47taLF.png,M. Nascimento,2.16,Botafogo,matheus-nascimento,0.0,19,1,263,False,Matheus Nascimento de Paula,1.0,,,1.0,,,,,,,,,,,,,,,,
481,5.32,9.0,5,,Luiz Henrique,7,109282,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_f3wPomL.png,L. Henrique,11.5,Botafogo,luiz-henrique,-0.59,19,18,263,True,Luiz Henrique André Rosa da Silva,28.0,16.0,12.0,32.0,3.0,5.0,3.0,2.0,4.0,,,,,,,,,,,
482,0.45,0.0,4,,Calebe,6,109461,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_zjAtk2u.png,Calebe,5.82,Fortaleza,calebe,0.0,19,2,356,False,Calebe Gonçalves Ferreira da Silva,1.0,2.0,1.0,1.0,,,,1.0,,,,,,,,,,,,
483,1.97,0.8,4,,Martinelli,7,109573,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_DxKpmdn.png,Martinelli,4.87,Fluminense,martinelli,0.0,19,16,266,True,Matheus Martinelli Lima,20.0,20.0,2.0,14.0,1.0,,,4.0,,,,,,,,,,1.0,,
484,4.62,0.0,2,,Hugo,6,109668,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_SUeVFmE.png,Hugo,7.06,Botafogo,hugo,0.0,19,7,263,False,Hugo Gonçalves Ferreira Neto,9.0,6.0,1.0,7.0,,,1.0,,,,3.0,,,,,1.0,,,,
485,0.0,0.0,4,,Monsalve,6,109966,https://s.sde.globo.com/media/person_role/2024/07/14/photo_FORMATO_0dtPLe9.png,Monsalve,3.0,Grêmio,monsalve,0.0,19,0,284,False,Miguel Ángel Monsalve Gonzáles - González,,,,,,,,,,,,,,,,,,,,
486,3.81,0.2,5,,Lázaro,6,110193,https://s.sde.globo.com/media/person_role/2024/02/07/photo_FORMATO.png,Lázaro,5.41,Palmeiras,lazaro,-0.49,19,10,275,True,Lázaro Vinicius Marques,3.0,5.0,9.0,10.0,2.0,,,,4.0,1.0,,,,,,,,,,
487,0.0,0.0,3,,Jhonatan,6,110208,,Jhonatan,1.0,Fortaleza,jhonatan,0.0,19,0,356,False,Jhonatan Paulo da Silva,,,,,,,,,,,,,,,,,,,,
488,0.0,0.0,2,,Palacios,5,110260,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_ykV382s.png,Palacios,5.0,Corinthians,palacios,0.0,19,0,264,False,Diego José Palacios Espinoza,,,,,,,,,,,,,,,,,,,,
489,0.0,0.0,2,,Bernabéi,2,110426,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_muBtltt.png,Bernabéi,4.0,Internacional,bernabei,0.0,19,0,285,False,Alexandro Ezequiel Bernabei,,,,,,,,,,,,,,,,,,,,
490,6.32,1.95,6,,Abel Ferreira,7,110506,https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,A. Ferreira,11.34,Palmeiras,abel-ferreira,-0.86,19,19,275,True,Abel Fernando Moreira Ferreira,,,,,,,,,,,,,11.0,,,,,,,
491,0.0,0.0,5,,Lucas Besozzi,6,110512,https://s.sde.globo.com/media/person_role/2023/10/18/photo_FORMATO_XvOUlVF.png,L. Besozzi,3.0,Grêmio,lucas-besozzi,0.0,19,0,284,False,Lucas Agustín Besozzi,,,,,,,,,,,,,,,,,,,,
492,0.0,0.0,1,,Mateus,6,110624,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_Jhyg9Yk.png,Mateus,2.0,Palmeiras,mateus,0.0,19,0,275,False,Mateus Oliveira Mendes,,,,,,,,,,,,,,,,,,,,
493,1.66,0.0,5,,Machuca,6,110667,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_aKgahZX.png,Machuca,3.79,Fortaleza,machuca,0.0,19,11,356,False,Imanol Machuca,,4.0,2.0,5.0,1.0,,1.0,,2.0,,,,,,,,,,,
494,5.2,0.0,2,,Esquivel,7,110668,https://s.sde.globo.com/media/person_role/2023/05/31/photo_FORMATO_DlnAHYU.png,Esquivel,8.53,Athlético-PR,esquivel,0.0,19,15,293,False,Lucas Ángel Esquivel,29.0,15.0,5.0,12.0,,,3.0,3.0,3.0,,5.0,1.0,,,,,,,,
495,0.5,0.0,1,,Mycael,6,110698,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_1naIetc.png,Mycael,1.9,Athlético-PR,mycael,0.0,19,2,293,False,Mycael Pontes Moreira,,,,,,,,,,,,1.0,,2.0,1.0,,,,,
496,8.0,0.0,1,,Pedro Rangel,6,110708,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_HAuwqG4.png,P. Rangel,4.88,Atlético-GO,pedro-rangel,0.0,19,1,373,False,Pedro Felipe de Faria Rangel,,,,,,,,1.0,,,1.0,,,3.0,,,,,,
497,4.0,0.0,2,,Andrés Hurtado,6,110715,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_VE4habv.png,A. Hurtado,5.63,Bragantino,andres-hurtado,0.0,19,3,280,False,José Andrés Hurtado Cheme,4.0,1.0,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,
498,1.2,0.0,2,,Rubens,5,110727,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_mGd1yDc.png,Rubens,4.36,Atlético-MG,rubens,0.0,19,1,282,False,Rubens Antônio Dias,1.0,,,,,,,,,,,,,,,,,,,
499,1.09,0.0,5,,John Kennedy,6,110759,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_XO4700O.png,J. Kennedy,4.71,Fluminense,john-kennedy,0.0,19,13,266,False,John Kennedy Batista de Souza,3.0,12.0,4.0,15.0,,2.0,,,3.0,,,,,,,,,,,
500,4.9,0.0,5,,Biel,6,110760,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_549ojOA.png,Biel,8.42,Bahia,biel,0.0,19,15,265,False,Gabriel Teixeira Aragão,6.0,5.0,4.0,10.0,4.0,2.0,4.0,3.0,4.0,2.0,,,,,,,,,,
501,1.5,0.0,2,,Guilherme Lopes,6,110909,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_wfa8twq.png,G. Lopes,3.01,Bragantino,guilherme-lopes,0.0,19,3,280,False,Guilherme Lopes de Almeida,2.0,,2.0,1.0,,,,,,,,,,,,,,,,
502,2.61,3.1,4,,Léo Naldi,7,111005,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_mVG5FsO.png,L. Naldi,4.68,Vitória,leo-naldi,0.15,19,13,287,True,Leonardo Naldi de Matos,27.0,18.0,3.0,15.0,,,,4.0,1.0,,,,,,,,,,,
503,1.95,0.0,4,,Rômulo,6,111166,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_HI2kx56.png,Rômulo,5.09,Palmeiras,romulo,0.0,19,4,275,False,Rômulo Azevedo Simão,4.0,2.0,2.0,4.0,,,,,,,,,,,,,,,,
504,0.47,-0.7,3,,Alix Vinicius,3,111246,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_lm7UgU1.png,A. Vinicius,1.32,Atlético-GO,alix-vinicius,0.26,19,13,373,True,Alix Vinicius de Souza Sampaio,7.0,14.0,5.0,3.0,,2.0,,,3.0,,1.0,2.0,,,,,,,,2.0
505,2.32,0.0,3,,Gustavo Martins,6,111309,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_0UAzL2e.png,G. Martins,5.43,Grêmio,gustavo-martins,0.0,19,10,284,False,Gustavo Martins de Souza Santos,6.0,11.0,2.0,5.0,1.0,,,1.0,1.0,,2.0,,,,,,,,,1.0
506,0.0,0.0,4,,Eliel,6,111363,https://s.sde.globo.com/media/person_role/2024/03/15/photo_FORMATO_LMEmI4h.png,Eliel,2.0,Criciúma,eliel,0.0,19,0,288,False,Eliel Felisbino Costa,,,,,,,,,,,,,,,,,,,,
507,2.41,1.4,4,,Luis Mandaca,6,111407,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ZNLvDib.png,L. Mandaca,3.69,Juventude,luis-mandaca,0.1,19,14,286,True,Luis Gustavo da Silva Machado Duarte,7.0,8.0,3.0,5.0,2.0,,,2.0,5.0,1.0,,,,,,,,,,
508,0.0,0.0,1,,Gabriel Átila,6,111582,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_MZjZBke.png,G. Átila,1.0,Atlético-MG,gabriel-atila,0.0,19,0,282,False,Gabriel Átila Cardoso da Silva,,,,,,,,,,,,,,,,,,,,
509,3.64,0.0,4,,Adson,7,111682,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_FdRiLgH.png,Adson,5.48,Vasco,adson,0.0,19,16,267,False,Adson Ferreira Soares,23.0,5.0,7.0,12.0,1.0,,1.0,1.0,7.0,,,,,,,,,,,
510,0.0,0.0,1,,Anthoni,6,111683,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_IeLrq8d.png,Anthoni,4.0,Internacional,anthoni,0.0,19,0,285,False,Anthoni Spier Souza,,,,,,,,,,,,,,,,,,,,
511,0.0,0.0,1,,Bruno Guimarães,6,111689,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_HscvooK.png,B. Guimarães,1.0,Fortaleza,bruno-guimaraes,0.0,19,0,356,False,Bruno Guimarães de Souza,,,,,,,,,,,,,,,,,,,,
512,0.0,0.0,1,,Matheus Cunha,6,111690,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_fcLIvEj.png,M. Cunha,4.0,Flamengo,matheus-cunha,0.0,19,0,262,False,Matheus Cunha Queiroz,,,,,,,,,,,,,,,,,,,,
513,0.0,0.0,3,,Lucas Mezenga,6,111713,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_BuH7iqi.png,L. Mezenga,2.0,Botafogo,lucas-mezenga,0.0,19,0,263,False,Lucas de Souza Mombra Rosa,,,,,,,,,,,,,,,,,,,,
514,1.6,0.0,4,,Fabinho,6,111760,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_jLmJElM.png,Fabinho,2.36,Palmeiras,fabinho,0.0,19,10,275,False,Fábio Silva de Freitas,5.0,2.0,2.0,4.0,1.0,,,1.0,,,,,,,,,,,,
515,0.0,0.0,1,,Gustavo Ramalho,6,111837,https://s.sde.globo.com/media/person_role/2021/03/11/93f569dba64ea879ba52b815372f17f4_FORMATO.png,G. Ramalho,1.0,Fluminense,gustavo-ramalho,0.0,19,0,266,False,Gustavo Ramalho Bremer Pinto,,,,,,,,,,,,,,,,,,,,
516,1.68,0.0,3,,Felipe Andrade,6,111839,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_D9UhaMY.png,F. Andrade,2.92,Fluminense,felipe-andrade,0.0,19,5,266,False,Felipe de Andrade Vieira,6.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,
517,0.0,0.0,4,,Arthur,6,111841,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_wVzBSeW.png,Arthur,1.0,Fluminense,arthur,0.0,19,0,266,False,Arthur Wenderrosky Sanches - Wenderroscky,,,,,,,,,,,,,,,,,,,,
518,0.25,0.0,4,,Guilherme Biro,6,111891,https://s.sde.globo.com/media/person_role/2022/07/02/ea53a64347e60658cdcbd15ba83320ba_FORMATO.png,G. Biro,2.42,Corinthians,guilherme-biro,0.0,19,2,264,False,Guilherme Sucigan Mafra Cunha,,1.0,1.0,,,,,,,,,,,,,,,,,
519,1.4,0.0,4,,Diego Hernández,6,111945,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_A2or1Su.png,D. Hernández,3.32,Botafogo,diego-hernandez,0.0,19,10,263,False,Diego Manuel Hernández González,5.0,12.0,2.0,6.0,,1.0,2.0,3.0,,,,,,,,,,,,
520,1.83,0.0,4,,Felipinho,6,112017,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_WNPv1gX.png,Felipinho,2.85,Athlético-PR,felipinho,0.0,19,6,293,False,Antonio Feliphe Costa Silva,8.0,2.0,,6.0,,,,1.0,,,,,,,,,,,,
521,0.0,0.0,5,,Adriano,6,112020,https://s.sde.globo.com/media/person_role/2024/03/15/photo_FORMATO_nohrP8R.png,Adriano,1.0,Criciúma,adriano,0.0,19,0,288,False,Adriano Silveira Borges Filho,,,,,,,,,,,,,,,,,,,,
522,0.0,0.0,1,,Gabriel Grando,6,112616,https://s.sde.globo.com/media/person_role/2024/04/25/photo_FORMATO_2UrGVBG.png,G. Grando,4.0,Cruzeiro,gabriel-grando,0.0,19,0,283,False,Gabriel Hamester Grando,,,,,,,,,,,,,,,,,,,,
523,5.17,7.3,2,,Kaiki Bruno,7,112709,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_vh3WAlQ.png,K. Bruno,7.12,Cruzeiro,kaiki-bruno,1.11,19,8,283,True,Kaiki Bruno da Silva,18.0,10.0,4.0,13.0,,,,2.0,,,3.0,,,,,,,,,
524,3.81,0.0,4,,Aníbal Moreno,7,112869,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_exCTW9r.png,A. Moreno,5.67,Palmeiras,anibal-moreno,-0.41,19,16,275,True,Aníbal Ismael Moreno,31.0,16.0,9.0,15.0,1.0,1.0,1.0,4.0,4.0,,,,,,,,,,,
525,5.31,2.8,5,,Lucas Barbosa,7,112886,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_v69l3WS.png,L. Barbosa,8.89,Juventude,lucas-barbosa,0.13,19,15,286,True,Lucas Henrique Barbosa,32.0,28.0,13.0,20.0,3.0,3.0,1.0,4.0,4.0,,,,,,,,,,,
