,atletas.atleta_id,atletas.rodada_id,atletas.media_num,atletas.entrou_em_campo,atletas.preco_num,atletas.apelido_abreviado,atletas.variacao_num,atletas.foto,atletas.pontos_num,atletas.slug,atletas.jogos_num,atletas.minimo_para_valorizar,atletas.status_id,atletas.posicao_id,atletas.clube_id,atletas.nome,atletas.apelido,atletas.clube.id.full.name,CA,DS,FC,FD,FF,FS,SG,A,CV,FT,G,I,DE,GS,V,PC,PP,DP,PS,GC
255,94509,25,4.5,True,10.36,R. Veiga,-1.22,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_XOXiO3C.png,0.0,raphael-veiga,21,,6,4,275,Raphael Cavalcante Veiga,Raphael Veiga,Palmeiras,3.0,13.0,11.0,19.0,29.0,31.0,,3.0,1.0,,2.0,4.0,,,,,1.0,,,
256,94583,25,7.9,True,13.93,Pedro,0.41,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_xrhSS2w.png,9.0,pedro,21,,7,5,262,Pedro Guilherme Abreu dos Santos,Pedro,Flamengo,3.0,15.0,14.0,15.0,11.0,25.0,,5.0,,2.0,11.0,3.0,,,,,1.0,,1.0,
257,94786,25,0.0,False,4.0,J. Méndez,0.0,https://s.sde.globo.com/media/person_role/2023/03/13/photo_FORMATO_PUzvx3f.png,0.0,jhegson-mendez,0,,6,4,276,Jhegson Sebastián Méndez Carabalí,Jhegson Méndez,São Paulo,,,,,,,,,,,,,,,,,,,,
258,94845,25,1.16,True,2.59,Battaglia,0.25,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_XVs5pqz.png,2.3,battaglia,18,,7,4,282,Rodrigo Andrés Battaglia,Battaglia,Atlético-MG,3.0,19.0,23.0,3.0,3.0,10.0,,,2.0,1.0,,,,,,,,,,
259,94931,25,1.71,True,4.6,L. Fernandes,1.35,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Bzva6ru.png,8.5,lucas-fernandes,12,,6,4,1371,Lucas Fernandes da Silva,Lucas Fernandes,Cuiabá,1.0,4.0,7.0,4.0,3.0,7.0,,,,,1.0,,,,,,,,,
260,94968,25,5.18,False,10.84,J. Capixaba,0.0,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_U4Lwrth.png,0.0,juninho-capixaba,14,,5,2,280,Luis Antônio da Rocha Júnior,Juninho Capixaba,Bragantino,3.0,41.0,18.0,2.0,3.0,24.0,3.0,,,,,1.0,,,,,,,,
261,95131,25,2.4,False,3.55,G. Taliari,0.0,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_vGTDrZr.png,0.0,gabriel-taliari,12,,6,5,286,Gabriel Pereira Taliari,Gabriel Taliari,Juventude,,3.0,7.0,2.0,1.0,17.0,,2.0,,2.0,,3.0,,,,,,,,
262,95464,25,2.3,True,4.21,Gregore,0.23,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_OoYMXid.png,3.5,gregore,22,,3,4,263,Gregore de Magalhães da Silva,Gregore,Botafogo,6.0,47.0,60.0,4.0,3.0,10.0,,1.0,,,,1.0,,,,,,,1.0,
263,95466,25,4.07,False,5.71,I. Vinícius,0.0,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_DKQOGT2.png,0.0,igor-vinicius,18,,2,2,276,Igor Vinícius de Souza,Igor Vinícius,São Paulo,3.0,28.0,13.0,1.0,1.0,27.0,5.0,2.0,1.0,1.0,,1.0,,,,1.0,,,,1.0
264,95556,25,3.61,True,6.33,Raniele,-0.11,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wftQgQv.png,1.2,raniele,22,,7,4,264,Raniele Almeida Melo,Raniele,Corinthians,6.0,53.0,22.0,7.0,6.0,24.0,,,,1.0,,1.0,,,,,,,,
265,95738,25,1.73,False,3.97,Trauco,0.0,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_38OPKZz.png,0.0,trauco,16,,6,2,288,Miguel Ángel Trauco Saavedra,Trauco,Criciúma,2.0,11.0,8.0,1.0,5.0,1.0,1.0,,,,1.0,,,,,,,,,
266,95878,25,0.81,True,2.02,T. Figueiredo,-0.05,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_GTVYOSI.png,2.4,tobias-figueiredo,10,,7,3,288,Tobias Pereira Figueiredo,Tobias Figueiredo,Criciúma,2.0,6.0,8.0,1.0,2.0,5.0,,,,,,,,,,,,,,
267,96089,25,0.99,True,2.43,Machado,0.26,https://s.sde.globo.com/media/person_role/2024/08/23/photo_FORMATO_lcvtaws.png,2.5,machado,12,,7,4,287,Luiz Filipe da Rosa Machado - Felipe,Machado,Vitória,2.0,8.0,11.0,3.0,2.0,5.0,,,,,,1.0,,,,,,,,
268,96340,25,2.71,True,6.64,Lima,-0.17,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Lwuhu7n.png,0.5,lima,15,,6,4,266,Vinicius Moreira de Lima,Lima,Fluminense,2.0,10.0,10.0,1.0,8.0,26.0,,,1.0,,2.0,,,,,,,,,
269,96342,25,3.96,True,5.97,Charles,-0.13,https://s.sde.globo.com/media/person_role/2024/08/16/photo_FORMATO_B0JwXGp.png,3.7,charles,5,,3,4,264,Charles Rigon Mattos,Charles,Corinthians,3.0,16.0,9.0,2.0,2.0,5.0,,,,,,2.0,,,,,,,,
270,96610,25,6.0,True,9.82,M. Pereira,0.52,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_tZZNLQo.png,4.5,matheus-pereira,21,,7,4,283,Matheus Fellipe Costa Pereira,Matheus Pereira,Cruzeiro,7.0,9.0,21.0,11.0,20.0,58.0,,5.0,,2.0,5.0,6.0,,,,,,,,
271,96652,25,1.56,True,3.47,Allan,-0.42,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_j7yMylW.png,-1.6,allan,19,,2,4,262,Allan Rodrigues de Souza,Allan,Flamengo,4.0,25.0,22.0,3.0,2.0,12.0,,,,,,,,,,1.0,,,,
272,96673,25,4.82,True,8.83,G. Milito,0.57,https://s.sde.globo.com/media/person_role/2024/03/24/photo_FORMATO.png,6.74,gabriel-milito,23,,7,6,282,Gabriel Alejandro Milito,Gabriel Milito,Atlético-MG,,,,,,,,,,,,,,,8.0,,,,,
273,96725,25,4.15,True,7.53,Saravia,0.61,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_HmHq0Tu.png,6.8,saravia,19,,7,2,282,Renzo Saravia,Saravia,Atlético-MG,2.0,43.0,31.0,1.0,3.0,22.0,5.0,,,,,1.0,,,,1.0,,,,
274,96793,25,0.63,False,2.34,Camutanga,0.0,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_dArb0z1.png,0.0,camutanga,4,,5,3,287,Cleidson Andrade da Souza Silva,Camutanga,Vitória,1.0,3.0,3.0,1.0,2.0,2.0,,,1.0,,,,,,,,,,,
275,96831,25,1.92,True,2.83,Carlinhos,-0.49,https://s.sde.globo.com/media/person_role/2024/05/13/photo_FORMATO_3NTjVXj.png,-1.0,carlinhos,11,,6,5,262,Carlos Moisés de Lima,Carlinhos,Flamengo,2.0,3.0,6.0,2.0,4.0,,,,,,2.0,3.0,,,,,,,,
276,96966,25,3.01,False,5.06,A. Gomes,0.0,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_0C3TGei.png,0.0,arthur-gomes,19,,7,5,283,Arthur Gomes Lourenço,Arthur Gomes,Cruzeiro,1.0,14.0,22.0,10.0,8.0,13.0,,1.0,,1.0,2.0,11.0,,,,,,,,
277,97133,25,0.38,True,2.31,Dudu,-0.54,https://s.sde.globo.com/media/person_role/2024/08/15/photo_FORMATO_k6f9iFp.png,-0.4,dudu,5,,7,2,288,Luís Eduardo Marques dos Santos,Dudu,Criciúma,,2.0,3.0,,,1.0,,,,,,1.0,,,,,,,,
278,97145,25,4.43,True,8.64,Villasanti,-0.06,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_hHpUtkJ.png,2.6,villasanti,14,,7,4,284,Mathías Adalberto Villasanti Rolón,Villasanti,Grêmio,2.0,39.0,22.0,2.0,1.0,15.0,,1.0,,,1.0,,,,,,,,,
279,97245,25,2.1,False,4.19,Janderson,0.0,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_QgbA4mS.png,0.0,janderson,6,,7,5,373,Janderson Santos de Souza,Janderson,Atlético-GO,2.0,8.0,10.0,3.0,3.0,10.0,,,1.0,,,,,,,,,,,
280,97341,25,5.0,True,8.95,R. Ceni,-0.47,https://s.sde.globo.com/media/person_role/2022/03/01/e6fac1f227854170a80b2cf3234bfa1d_FORMATO.png,2.53,rogerio-ceni,23,,7,6,265,Rogério Mücke Ceni,Rogério Ceni,Bahia,,,,,,,,,,,,,,,10.0,,,,,
281,97443,25,0.0,False,3.0,Romércio,0.0,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_2Luig7d.png,0.0,romercio,0,,6,3,286,Romércio Pereira da Conceição,Romércio,Juventude,,,,,,,,,,,,,,,,,,,,
282,97450,25,2.31,True,4.62,G. Mosquito,0.67,https://s.sde.globo.com/media/person_role/2024/08/28/photo_FORMATO_t7r0bPE.png,5.0,gustavo-mosquito,11,,6,5,287,Gustavo Henric da Silva,Gustavo Mosquito,Vitória,1.0,5.0,5.0,,3.0,7.0,,1.0,,1.0,1.0,,,,,,,,,
283,97468,25,4.84,True,7.09,Marçal,0.44,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_nKRokLk.png,7.3,marcal,11,,7,2,263,Fernando Marçal de Oliveira,Marçal,Botafogo,5.0,17.0,13.0,1.0,2.0,12.0,5.0,,,,1.0,1.0,,,,,,,,
284,97520,25,2.48,True,5.06,Shaylon,0.49,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_6COfCnm.png,4.6,shaylon,22,,7,4,373,Shaylon Kallyson Cardozo - Cardoso,Shaylon,Atlético-GO,2.0,14.0,10.0,6.0,16.0,5.0,,1.0,,1.0,2.0,,,,,,1.0,,,
285,97522,25,3.26,True,4.58,W. Lepo,-0.21,https://s.sde.globo.com/media/person_role/2024/06/26/photo_FORMATO.png,-0.5,willean-lepo,20,,7,2,287,William Bernardo Willemen - Willeam Lepu,Willean Lepo,Vitória,3.0,40.0,14.0,3.0,3.0,17.0,2.0,,,,,2.0,,,,,,,,
286,97642,25,2.79,True,6.27,F. Torres,0.05,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_ZA5gyHo.png,1.2,felix-torres,17,,3,3,264,Félix Eduardo Torres Caicedo,Félix Torres,Corinthians,3.0,21.0,22.0,1.0,1.0,4.0,5.0,,,1.0,,2.0,,,,,,,,
287,97653,25,3.82,True,9.89,Murilo,-1.01,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_YJUCJBH.png,5.5,murilo,17,,7,3,275,Murilo Cerqueira Paim,Murilo,Palmeiras,3.0,13.0,21.0,1.0,7.0,4.0,9.0,,1.0,,1.0,1.0,,,,,,,,
288,97810,25,1.65,True,3.97,Erick,-1.41,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_l7c3hxY.png,0.5,erick,12,,6,5,276,Erick de Arruda Serafim,Erick,São Paulo,1.0,4.0,3.0,,2.0,7.0,,1.0,,,1.0,,,,,1.0,,,,
289,97867,25,3.33,True,7.47,L. Ortiz,0.46,https://s.sde.globo.com/media/person_role/2024/05/13/photo_FORMATO_Nw5qKTd.png,3.6,leo-ortiz,16,,2,3,262,Leonardo Rech Ortiz,Léo Ortiz,Flamengo,2.0,22.0,8.0,1.0,4.0,4.0,3.0,2.0,,,,,,,,,,,,
290,97868,25,3.08,True,5.16,Iago,-0.88,https://s.sde.globo.com/media/person_role/2024/07/01/photo_220x220_XqRTvwK.png,-0.3,iago,8,,6,2,265,Iago Amaral Borduchi,Iago,Bahia,,4.0,3.0,2.0,1.0,5.0,3.0,,,,,,,,,,,,,
291,97900,25,2.72,True,4.79,Vitão,-0.62,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_cgStWK5.png,0.8,vitao,13,,6,3,285,Vitor Eduardo da Silva Matos,Vitão,Internacional,3.0,7.0,12.0,2.0,4.0,6.0,5.0,,,,,,,,,,,,,
292,97908,25,2.87,True,5.08,L. Oyama,1.52,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_b9ZdFP4.png,9.2,luis-oyama,10,,7,4,286,Luís Felipe Oyama,Luís Oyama,Juventude,,7.0,4.0,2.0,2.0,3.0,,,,,2.0,,,,,,,,,
293,98022,25,3.93,True,7.01,Erick,0.11,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PzrcPox.png,1.2,erick,21,,7,4,293,Erick Luis Conrado de Carvalho,Erick,Athlético-PR,1.0,40.0,24.0,5.0,11.0,18.0,,1.0,,2.0,1.0,1.0,,,,,,,,
294,98225,25,1.32,False,2.8,P. Raul,0.0,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_btuS15d.png,0.0,pedro-raul,16,,2,5,264,Pedro Raul Garay da Silva,Pedro Raul,Corinthians,2.0,12.0,10.0,4.0,4.0,8.0,,,,,,2.0,,,,,,,,
295,98280,25,3.97,True,5.67,Bastos,-0.48,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_sq29S9f.png,3.1,bastos,23,,7,3,263,Bartolomeu Jacinto Quissanga,Bastos,Botafogo,4.0,21.0,25.0,1.0,8.0,4.0,9.0,,,,3.0,1.0,,,,1.0,,,,
296,98484,25,2.01,True,3.03,Kanu,-0.84,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_OKP0vwQ.png,-0.8,kanu,18,,7,3,265,Victor Hugo Soares dos Santos,Kanu,Bahia,8.0,8.0,22.0,1.0,,20.0,6.0,,,,,,,,,,,,,
297,98517,25,4.89,True,7.32,J. Lucas,-0.53,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Lb03bwo.png,1.7,jean-lucas,22,,7,4,265,Jean Lucas de Souza Oliveira,Jean Lucas,Bahia,4.0,28.0,27.0,10.0,25.0,36.0,,4.0,,,2.0,1.0,,,,,,,,
298,98619,25,3.61,True,5.46,Kuscevic,-0.52,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_XpAwacz.png,2.8,kuscevic,11,,7,3,356,Benjamín Kuščević Jaramillo,Kuscevic,Fortaleza,1.0,10.0,8.0,2.0,3.0,3.0,4.0,,1.0,,1.0,2.0,,,,,,,,
299,98672,25,3.95,True,6.86,Savarino,-0.55,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_KxKxL8O.png,1.8,savarino,16,,7,5,263,Jefferson David Savarino Quintero,Savarino,Botafogo,3.0,1.0,7.0,11.0,6.0,5.0,,3.0,,,4.0,3.0,,,,,,,,
300,98909,25,3.26,True,5.53,Cuello,0.24,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_JnDE8PH.png,2.0,cuello,18,,7,5,293,Tomás Esteban Cuello,Cuello,Athlético-PR,2.0,13.0,13.0,9.0,11.0,12.0,,2.0,,2.0,1.0,5.0,,,,,,,,
301,98974,25,1.39,False,4.63,Viña,0.0,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_Y6GueeQ.png,0.0,vina,9,,5,2,262,Matías Nicolás Viña Susperreguy,Viña,Flamengo,1.0,5.0,4.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,
302,98975,25,4.63,False,6.28,Rogel,0.0,https://s.sde.globo.com/media/person_role/2024/08/21/photo_FORMATO_4ujTjKe.png,0.0,rogel,3,,7,3,285,Agustín Maximiliano Rogel Paita,Rogel,Internacional,,3.0,3.0,3.0,2.0,2.0,1.0,,,,,,,,,,,,,
303,99198,25,6.42,True,11.91,Vegetti,-1.04,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_fK3iFMZ.png,3.6,vegetti,22,,7,5,267,Pablo Vegetti,Vegetti,Vasco,4.0,11.0,27.0,18.0,31.0,53.0,,1.0,,2.0,8.0,17.0,,,,,2.0,,2.0,
304,99213,25,2.43,False,4.51,P. Rodríguez,0.0,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_WaoVDSt.png,0.0,puma-rodriguez,9,,6,2,267,José Luis Rodríguez Bebanz,Puma Rodríguez,Vasco,,9.0,2.0,,2.0,,2.0,,,,,,,,,,,,,
305,99228,25,7.74,False,12.84,D. Cruz,0.0,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_c5iH0Ku.png,0.0,de-la-cruz,10,,5,4,262,Diego Nicolás de la Cruz Arcosa,De la Cruz,Flamengo,1.0,22.0,13.0,5.0,8.0,29.0,,2.0,,1.0,2.0,,,,,,,,,
306,99234,25,3.78,True,5.06,G. Freitas,-1.39,https://s.sde.globo.com/media/person_role/2024/07/29/photo_FORMATO_uebM1kx.png,-2.3,gonzalo-freitas,5,,3,4,373,Gonzalo Gastón Freitas Silva,Gonzalo Freitas,Atlético-GO,3.0,13.0,8.0,5.0,4.0,3.0,,,,,,,,,,2.0,,,,
307,99267,25,5.17,True,7.87,Pochettino,-0.01,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_up62cTi.png,0.8,pochettino,19,,7,4,356,Tomás Pochettino,Pochettino,Fortaleza,4.0,23.0,15.0,4.0,8.0,14.0,,6.0,,,4.0,2.0,,,,1.0,,,,
308,99274,25,3.58,True,6.31,A. Barboza,2.31,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_9Ge6HYf.png,14.8,alexander-barboza,15,,7,3,263,Alexander Nahuel Barboza Ullúa,Alexander Barboza,Botafogo,6.0,15.0,18.0,4.0,6.0,1.0,7.0,1.0,1.0,,,1.0,,,,,,,,
309,99316,25,4.95,False,7.98,Dinenno,0.0,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_2S2h9nH.png,0.0,dinenno,6,,5,5,283,Juan Ignacio Dinenno de Cara,Dinenno,Cruzeiro,1.0,1.0,1.0,3.0,1.0,3.0,,,,,3.0,1.0,,,,,,,,
310,99366,25,5.06,True,9.22,L. Zubeldía,-0.44,https://s.sde.globo.com/media/person_role/2024/08/09/photo_FORMATO_FZ4aNBC.png,2.04,luis-zubeldia,22,,7,6,276,Luis Francisco Zubeldía,Luis Zubeldía,São Paulo,,,,,,,,,,,,,,,11.0,,,,,
311,99387,25,1.84,False,3.21,R. Rojas,0.0,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_oeaxG9n.png,0.0,robert-rojas,5,,6,3,267,Robert Samuel Rojas Chávez,Robert Rojas,Vasco,,4.0,2.0,,,,1.0,,,,,,,,,,,,,
312,99392,25,12.2,False,12.6,Michael,0.0,https://s.sde.globo.com/media/person_role/2024/08/22/photo_FORMATO_iwCejip.png,0.0,michael,1,,5,5,262,Michael Richard Delgado de Oliveira,Michael,Flamengo,,1.0,,1.0,1.0,2.0,,,,,1.0,,,,,,,,,
313,99440,25,3.83,True,5.62,Baralhas,-0.35,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_5FJVKbT.png,2.5,baralhas,20,,3,4,373,Gabriel Baralhas dos Santos,Baralhas,Atlético-GO,6.0,38.0,15.0,9.0,11.0,18.0,,1.0,,,1.0,1.0,,,,,,,,
314,99552,25,2.41,True,5.11,Rossi,-0.07,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_sM4o3AF.png,0.0,rossi,23,,7,1,262,Agustín Daniel Rossi,Rossi,Flamengo,,,,,,4.0,3.0,,,,,,59.0,28.0,,,,1.0,,
315,99623,25,3.43,True,4.73,G. Romão,-0.07,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_uJhNaxu.png,2.7,guilherme-romao,20,,7,2,373,Guilherme Kennedy Romão,Guilherme Romão,Atlético-GO,5.0,12.0,14.0,7.0,13.0,30.0,2.0,3.0,1.0,,1.0,4.0,,,,,,,,
316,99815,25,6.41,True,12.81,Arias,-1.31,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RYUmTsY.png,3.8,arias,13,,7,4,266,Jhon Adolfo Arias Andrade,Arias,Fluminense,3.0,24.0,15.0,10.0,14.0,36.0,,1.0,,,2.0,1.0,,,,,,,,
317,99818,25,4.53,False,10.12,Paulinho,0.0,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_XppRgGL.png,0.0,paulinho,21,,7,5,282,Paulo Henrique Sampaio Filho,Paulinho,Atlético-MG,3.0,20.0,10.0,11.0,8.0,14.0,,1.0,1.0,,6.0,8.0,,,,,,,1.0,
318,99889,25,3.0,False,5.96,A. Franco,0.0,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Oa1eUuU.png,0.0,alan-franco,17,,7,3,276,Alan Javier Franco,Alan Franco,São Paulo,5.0,18.0,13.0,,3.0,4.0,7.0,1.0,1.0,,,1.0,,,,,,,,1.0
319,100076,25,4.06,True,5.13,Carrillo,-0.67,https://s.sde.globo.com/media/person_role/2024/07/12/photo_220x220_lgqGgyh.png,1.2,carrillo,5,,7,5,286,Ronie Edmundo Carrillo Morales,Carrillo,Juventude,,6.0,3.0,2.0,2.0,4.0,,,,,1.0,,,,,,,,,
320,100079,25,3.23,False,7.04,Zaracho,0.0,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_wjGLEpf.png,0.0,zaracho,13,,5,4,282,Federico Matías Javier Zaracho,Zaracho,Atlético-MG,1.0,15.0,10.0,2.0,4.0,13.0,,,,,2.0,1.0,,,,,,,,
321,100084,25,3.54,False,6.74,I. Gomes,0.0,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_UzfIqe6.png,0.0,igor-gomes,12,,6,4,282,Igor Silveira Gomes,Igor Gomes,Atlético-MG,3.0,11.0,12.0,3.0,3.0,12.0,,2.0,,2.0,1.0,,,,,,,,,
322,100085,25,1.74,True,3.18,P. Augusto,0.06,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_omYwNQA.png,0.7,pedro-augusto,21,,6,4,356,Pedro Augusto Borges da Costa,Pedro Augusto,Fortaleza,7.0,29.0,27.0,2.0,1.0,19.0,,1.0,,,,,,,,1.0,,,,
323,100652,25,4.85,True,7.44,Y. Alberto,-0.42,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_wt9arbZ.png,1.8,yuri-alberto,19,,3,5,264,Yuri Alberto Monteiro da Silva,Yuri Alberto,Corinthians,4.0,13.0,23.0,12.0,17.0,27.0,,3.0,1.0,1.0,4.0,10.0,,,,,,,,
324,100742,25,5.11,True,8.42,M. Henrique,1.37,https://s.sde.globo.com/media/person_role/2024/06/25/photo_220x220_gfmexdE.png,11.4,matheus-henrique,8,,7,4,283,Matheus Henrique de Souza,Matheus Henrique,Cruzeiro,2.0,13.0,8.0,3.0,7.0,9.0,,,,,2.0,,,,,,,,,
325,100761,25,1.6,False,3.9,Liziero,0.0,https://s.sde.globo.com/media/person_role/2024/07/15/photo_220x220_823HKPQ.png,0.0,liziero,3,,6,4,276,Igor Matheus Liziero Pereira,Liziero,São Paulo,1.0,5.0,5.0,,1.0,1.0,,,,,,,,,,,,,,
326,100830,25,0.0,False,4.0,Brenno,0.0,https://s.sde.globo.com/media/person_role/2023/03/08/photo_FORMATO_hWYsgxj.png,0.0,brenno,0,,6,1,284,Brenno Oliveira Fraga Costa,Brenno,Grêmio,,,,,,,,,,,,,,,,,,,,
327,100842,25,0.0,False,6.0,Ruan,0.0,https://s.sde.globo.com/media/person_role/2024/08/20/photo_FORMATO_S9vlZEa.png,0.0,ruan,0,,6,3,276,Ruan Tressoldi Netto,Ruan,São Paulo,,,,,,,,,,,,,,,,,,,,
328,100846,25,2.6,True,3.98,L. Esteves,0.38,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_Oqbbci1.png,4.5,lucas-esteves,21,,7,2,287,Lucas Esteves de Souza,Lucas Esteves,Vitória,7.0,25.0,25.0,3.0,11.0,17.0,1.0,1.0,,,1.0,7.0,,,,,,,1.0,
329,100848,25,3.13,False,4.97,L. Cândido,0.0,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_DTpZOty.png,0.0,luan-candido,19,,6,3,280,Luan Cândido de Almeida,Luan Cândido,Bragantino,4.0,28.0,32.0,4.0,11.0,6.0,3.0,,,,1.0,2.0,,,,,,,,
330,100898,25,0.0,False,6.0,Vitinho,0.0,https://s.sde.globo.com/media/person_role/2024/08/30/photo_220x220_DbahnIn.png,0.0,vitinho,0,,6,2,263,Victor Alexander da Silva,Vitinho,Botafogo,,,,,,,,,,,,,,,,,,,,
331,100969,25,2.16,True,4.07,R. Lopes,0.15,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_Nhk7IV4.png,2.6,ronald-lopes,16,,7,4,288,Ronald dos Santos Lopes,Ronald Lopes,Criciúma,3.0,20.0,23.0,1.0,3.0,14.0,,2.0,,,,,,,,,,,,
332,100976,25,1.5,False,3.17,Derek,0.0,https://s.sde.globo.com/media/person_role/2023/07/21/photo_220x220_Rr5xK7r.png,0.0,derek,13,,6,5,373,Derek Freitas Ribeiro,Derek,Atlético-GO,1.0,9.0,8.0,1.0,3.0,7.0,,,1.0,,1.0,1.0,,,,,,,,
333,100987,25,0.52,True,3.2,Nonato,-0.06,https://s.sde.globo.com/media/person_role/2024/07/18/photo_FORMATO.png,1.7,nonato,5,,6,4,266,Gustavo Nonato Santana,Nonato,Fluminense,1.0,2.0,1.0,,,3.0,,,,,,,,,,,,,,
334,101002,25,4.27,False,7.59,J. Santos,0.0,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_GZeQZHl.png,0.0,junior-santos,17,,5,5,263,José Antonio dos Santos Júnior,Júnior Santos,Botafogo,2.0,8.0,16.0,13.0,14.0,15.0,,2.0,,1.0,3.0,16.0,,,,,,,,
335,101077,25,4.96,True,7.66,U. Louzer,-0.48,https://s.sde.globo.com/media/person_role/2021/04/15/6b25bcef84ca2ca67c4b19b4e5356ca3_FORMATO.png,3.51,umberto-louzer,3,,7,6,373,Umberto Lourenço Louzer Filho,Umberto Louzer,Atlético-GO,,,,,,,,,,,,,,,1.0,,,,,
336,101130,25,0.0,False,6.0,J. Lewis,0.0,https://s.sde.globo.com/media/person_role/2024/09/02/photo_220x220_bRSIQCY.png,0.0,jamal-lewis,0,,6,2,276,Jamal Piaras Lewis,Jamal Lewis,São Paulo,,,,,,,,,,,,,,,,,,,,
337,101290,25,4.23,False,7.54,Ferreira,0.0,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_nPg7koa.png,0.0,ferreira,19,,5,5,276,Aldemir dos Santos Ferreira,Ferreira,São Paulo,4.0,12.0,11.0,5.0,9.0,28.0,,1.0,,,5.0,1.0,,,,,,,1.0,
338,101314,25,2.28,True,4.52,Ademir,0.29,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_IWREALz.png,3.7,ademir,16,,6,5,265,Ademir da Silva Santos Júnior,Ademir,Bahia,,11.0,5.0,2.0,5.0,11.0,,1.0,,,1.0,2.0,,,,,,,,
339,101319,25,2.75,True,5.41,Guga,1.7,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_k1fivRS.png,12.1,guga,6,,7,2,266,Cláudio Rodrigues Gomes,Guga,Fluminense,3.0,5.0,6.0,,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,
340,101431,25,3.27,True,5.57,D. Boza,0.09,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_b7q5w0V.png,1.2,danilo-boza,16,,7,3,286,Danilo Boza Júnior,Danilo Boza,Juventude,1.0,9.0,2.0,4.0,6.0,5.0,3.0,,,,2.0,,,,,,,,,
