,atletas.variacao_num,atletas.jogos_num,atletas.status_id,atletas.nome,atletas.apelido,atletas.rodada_id,atletas.foto,atletas.preco_num,atletas.clube_id,atletas.clube.id.full.name,atletas.apelido_abreviado,atletas.pontos_num,atletas.media_num,atletas.entrou_em_campo,atletas.posicao_id,atletas.minimo_para_valorizar,atletas.slug,atletas.atleta_id,CA,DS,FC,FF,FS,G,I,SG,A,CV,FD,DE,GS,FT,DP,PC,PP,PS,V,GC
84,-0.22,6,6,Luiz Adriano de Souza da Silva,Luiz Adriano,9,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_NutbSGS.png,2.49,287,Vitória,L. Adriano,0.0,0.33,True,5,,luiz-adriano,72772,,,2.0,,3.0,,1.0,,,,1.0,,,,,,,,,
85,0.61,8,7,Fernando Luiz Rosa,Fernandinho,9,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_G29hOpk.png,8.05,293,Athlético-PR,Fernandinho,8.8,3.97,True,4,,fernandinho,72775,3.0,8.0,11.0,1.0,10.0,1.0,1.0,,2.0,,4.0,,,,,,,,,
86,0.0,3,6,Wílker José Ángel Romero,Wilker Ángel,9,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_i1tcVtm.png,3.37,288,Criciúma,W. Ángel,0.0,2.33,False,3,,wilker-angel,72801,,1.0,3.0,,1.0,,,1.0,,,1.0,,,,,,,,,
87,-0.92,5,7,Gabriel Iván Mercado,Mercado,9,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_o74D2pK.png,4.89,285,Internacional,Mercado,0.2,2.32,True,3,,mercado,72951,4.0,5.0,3.0,,1.0,,,2.0,,,,,,,,,,,,
88,-0.15,4,7,Samuel Xavier Brito,Samuel Xavier,9,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_yDwEEkd.png,5.45,266,Fluminense,S. Xavier,1.7,3.07,True,2,,samuel-xavier,73384,1.0,4.0,5.0,1.0,6.0,,,,1.0,,1.0,,,,,,,,,
89,1.14,5,6,Bruno Fabiano Alves,Bruno Alves,9,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_k3QDtbn.png,4.99,1371,Cuiabá,B. Alves,8.4,2.74,True,3,,bruno-alves,73620,,4.0,2.0,1.0,5.0,,,1.0,,,1.0,,,,,,,,,
90,0.0,0,6,Rodrigo Caio Coquette Russo,Rodrigo Caio,9,https://s.sde.globo.com/media/person_role/2024/06/03/photo_FORMATO_F2HtPRp.png,6.0,284,Grêmio,R. Caio,0.0,0.0,False,3,,rodrigo-caio,73800,,,,,,,,,,,,,,,,,,,,
91,-0.35,5,7,Walisson Moreira Farias Maia,Walisson Maia,9,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_o2efsws.png,3.97,288,Criciúma,W. Maia,0.8,2.68,True,3,,walisson-maia,73991,,2.0,2.0,2.0,,,,1.0,1.0,,,,,,,,,,,
92,0.0,0,6,Cristián Eduardo Zapata Valencia,Zapata,9,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_XyzYIOg.png,4.0,287,Vitória,Zapata,0.0,0.0,False,3,,zapata,74028,,,,,,,,,,,,,,,,,,,,
93,0.0,3,6,Roberto Junior Fernández Torres,Gatito Fernández,9,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_XgarVDI.png,5.63,263,Botafogo,G. Fernández,0.0,2.33,False,1,,gatito-fernandez,74061,,,,,,,,1.0,,,,6.0,4.0,,,,,,,
94,0.0,0,6,Jorge de Moura Xavier,Jorginho,9,https://s.sde.globo.com/media/person_role/2023/05/14/photo_FORMATO_BSixVEC.png,4.0,373,Atlético-GO,Jorginho,0.0,0.0,False,4,,jorginho,77544,,,,,,,,,,,,,,,,,,,,
95,-0.71,8,6,Madson Ferreira dos Santos,Madson,9,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_QT62TtG.png,4.57,293,Athlético-PR,Madson,0.5,2.8,True,2,,madson,78077,2.0,1.0,3.0,2.0,5.0,,,3.0,1.0,,,,,,,,,,,
96,1.3,8,7,Everaldo Stum,Everaldo,9,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_ZTjMF4T.png,7.7,265,Bahia,Everaldo,8.6,5.19,True,5,,everaldo,78117,1.0,2.0,8.0,2.0,6.0,4.0,1.0,,,,5.0,,,,,,,,,
97,0.0,4,7,Gustavo Henrique Vernes,Gustavo Henrique,9,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_eaP6jN7.png,6.82,264,Corinthians,G. Henrique,0.0,1.55,False,3,,gustavo-henrique,78248,,2.0,5.0,2.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,
98,0.0,6,7,Renê Rodrigues Martins,Renê,9,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PNCSDK4.png,9.51,285,Internacional,Renê,0.0,6.25,False,2,,rene,78445,1.0,11.0,4.0,2.0,5.0,,,3.0,1.0,,2.0,,,,,,,,,
99,0.05,6,7,Cláudio Tencati,Cláudio Tencati,9,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_54lwaii.png,5.73,288,Criciúma,C. Tencati,3.28,4.41,True,6,,claudio-tencati,78450,,,,,,,,,,,,,,,,,,,1.0,
100,-0.49,5,6,Jean Mota Oliveira de Sousa,Jean Mota,9,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_hp4AXuX.png,3.06,287,Vitória,J. Mota,0.0,0.24,True,4,,jean-mota,78548,,,,,,,,,,,1.0,,,,,,,,,
101,1.9,6,7,Jonathan Renato Barbosa,Jonathan Cafu,9,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_EstVL0K.png,4.72,1371,Cuiabá,J. Cafu,9.7,2.42,True,5,,jonathan-cafu,78580,,3.0,6.0,1.0,3.0,1.0,,,,,2.0,,,,,,,,,
102,0.0,0,6,Gabriel Girotto Franco,Gabriel,9,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_SpOJ3BZ.png,5.0,293,Athlético-PR,Gabriel,0.0,0.0,False,4,,gabriel,78605,,,,,,,,,,,,,,,,,,,,
103,0.12,7,6,Ramiro Moschen Benetti,Ramiro,9,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_MK4CCfT.png,3.66,283,Cruzeiro,Ramiro,1.8,1.41,True,4,,ramiro,78715,1.0,8.0,5.0,1.0,4.0,,,,,,,,,,,,,,,
104,0.0,1,7,Reinaldo Manoel da Silva,Reinaldo,9,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_v8J7R5r.png,8.13,284,Grêmio,Reinaldo,0.0,4.7,False,2,,reinaldo,78850,,,1.0,2.0,2.0,,,,,,2.0,,,,,,,,,
105,0.0,1,6,Thiago dos Santos,Thiago Santos,9,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_L3ovhxb.png,2.77,266,Fluminense,T. Santos,0.0,0.2,False,3,,thiago-santos,78855,,,1.0,,1.0,,,,,,,,,,,,,,,
106,0.0,3,6,Luiz Felipe do Nascimento dos Santos,Luiz Felipe,9,https://s.sde.globo.com/media/person_role/2023/08/16/photo_FORMATO_vnMYw4d.png,1.61,373,Atlético-GO,L. Felipe,0.0,-0.33,False,3,,luiz-felipe,79035,1.0,2.0,2.0,,,,,,,1.0,1.0,,,,,1.0,,1.0,,
107,0.48,3,2,Víctor Leandro Cuesta,Víctor Cuesta,9,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO.png,4.59,265,Bahia,V. Cuesta,3.2,1.63,True,3,,victor-cuesta,79113,1.0,4.0,4.0,1.0,3.0,,,,,,,,,,,,,,,
108,0.24,2,5,Filipe Augusto Carvalho Souza,Filipe Augusto,9,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_AseAsft.png,2.14,1371,Cuiabá,F. Augusto,1.2,-0.2,True,4,,filipe-augusto,79268,1.0,,2.0,,,,,,,,1.0,,,,,,,,,
109,0.0,7,7,Roger Machado Marques,Roger Machado,9,https://s.sde.globo.com/media/person_role/2021/04/27/ec1e7e490c3a05088fd967b9e2468216_FORMATO.png,6.25,286,Juventude,R. Machado,3.23,4.16,True,6,,roger-machado,79437,,,,,,,,,,,,,,,,,,,1.0,
110,0.85,7,7,Germán Ezequiel Cano,Cano,9,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_uSA2481.png,9.34,266,Fluminense,Cano,6.4,3.66,True,5,,cano,79631,1.0,2.0,3.0,6.0,3.0,1.0,,,,,9.0,,,,,,,,,
111,0.3,8,7,Lucas Silva Borges,Lucas Silva,9,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_KnivRCo.png,4.84,283,Cruzeiro,L. Silva,2.6,1.62,True,4,,lucas-silva,79701,1.0,4.0,5.0,1.0,5.0,1.0,,,,,2.0,,,,,,,,,1.0
112,0.0,2,6,Antônio Carlos Cunha Capocasali Júnior,Antônio Carlos,9,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Cwpf6R7.png,2.76,266,Fluminense,A. Carlos,0.0,0.85,False,3,,antonio-carlos,79702,,1.0,,,1.0,,,,,,,,,,,,,,,
113,0.0,5,7,Jadson Alves dos Santos,Jadson,9,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_1INRw87.png,9.59,286,Juventude,Jadson,0.0,8.2,False,4,,jadson,80129,2.0,17.0,8.0,3.0,8.0,1.0,,,2.0,1.0,3.0,,,,,,,,,
114,0.0,7,7,Glaybson Yago Souza Lisboa,Yago Pikachu,9,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QAL0UhA.png,3.53,356,Fortaleza,Y. Pikachu,1.3,0.85,True,4,,yago-pikachu,80196,2.0,1.0,1.0,4.0,8.0,,1.0,,,,,,,,,,,,,
115,-1.4,8,6,Rafael da Silva,Rafa Silva,9,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_UXvdhXA.png,5.88,283,Cruzeiro,R. Silva,-0.1,4.04,True,5,,rafa-silva,80225,2.0,4.0,6.0,1.0,4.0,3.0,3.0,,,,4.0,,,,,,,,,
116,0.08,8,7,Luciano da Rocha Neves,Luciano,9,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hqCxZF4.png,10.56,276,São Paulo,Luciano,4.1,6.42,True,5,,luciano,80287,4.0,13.0,9.0,6.0,10.0,3.0,2.0,,,,4.0,,,1.0,,,,1.0,,
117,-0.69,2,7,Gilberto Moraes Júnior,Gilberto,9,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_iy1T2ej.png,7.46,265,Bahia,Gilberto,1.4,4.25,True,2,,gilberto,80313,,3.0,2.0,,1.0,,,1.0,,,,,,,,,,,,
118,1.92,6,7,Arthur Caíke do Nascimento Cruz,Arthur Caíke,9,https://s.sde.globo.com/media/person_role/2024/04/12/photo_220x220.png,4.2,288,Criciúma,A. Caíke,10.0,2.07,True,5,,arthur-caike,80337,,,3.0,3.0,4.0,1.0,3.0,,,,1.0,,,,,,,,,
119,-0.23,3,7,Marlon Santos da Silva Barbosa,Marlon,9,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_ybJLR9Q.png,2.68,266,Fluminense,Marlon,0.9,0.9,True,3,,marlon,80538,1.0,3.0,4.0,1.0,1.0,,,,,,,,,,,,,,,
120,-0.2,2,6,Pedro Tonon Geromel,Pedro Geromel,9,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_6dWdAJP.png,6.23,284,Grêmio,P. Geromel,0.8,2.9,True,3,,pedro-geromel,80853,,,,1.0,,,,1.0,,,,,,,,,,,,
121,0.0,0,5,Jair Rodrigues Júnior,Jair,9,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,4.0,267,Vasco,Jair,0.0,0.0,False,4,,jair,81091,,,,,,,,,,,,,,,,,,,,
122,0.2,7,6,Mayke Rocha de Oliveira,Mayke,9,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_pz3GebS.png,8.83,275,Palmeiras,Mayke,6.1,5.17,True,2,,mayke,81150,3.0,12.0,5.0,,3.0,,2.0,5.0,,,,,,,,,,,,
123,-0.27,3,6,Hugo Mallo Novegil,Hugo Mallo,9,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_CBzQtxz.png,6.87,285,Internacional,H. Mallo,5.3,6.53,True,2,,hugo-mallo,81551,1.0,6.0,3.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,
124,0.38,8,7,Rosicley Pereira da Silva,Rossi,9,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8UqKNri.png,4.78,267,Vasco,Rossi,3.6,1.85,True,5,,rossi,81798,1.0,8.0,8.0,1.0,6.0,,2.0,,1.0,,,,,,,,,,,
125,-0.47,9,7,Alisson Euler de Freitas Castro,Alisson,9,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_fS2GyF1.png,5.63,276,São Paulo,Alisson,0.9,2.85,True,4,,alisson,81845,2.0,12.0,12.0,1.0,15.0,,,,1.0,,3.0,,,,,,,,,
126,-0.08,8,7,João Ricardo Riedi,João Ricardo,9,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_yXqoxi8.png,7.62,356,Fortaleza,J. Ricardo,2.0,4.65,True,1,,joao-ricardo,81881,,1.0,,,,,,2.0,,,,36.0,10.0,,,,,,,
127,0.54,7,7,Willian Osmar de Oliveira Silva,Willian Oliveira,9,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_AuUF822.png,8.58,287,Vitória,W. Oliveira,11.0,6.53,True,4,,willian-oliveira,81952,1.0,12.0,9.0,5.0,12.0,3.0,,,,,,,,,,,,1.0,,
128,-0.42,5,7,José Rafael Vivian,Zé Rafael,9,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_BAUllGq.png,4.8,275,Palmeiras,Z. Rafael,1.3,0.26,True,4,,ze-rafael,82455,2.0,2.0,7.0,,4.0,,,,,,,,,,,,,1.0,,
129,0.0,5,5,Otávio Henrique Passos Santos,Otávio,9,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_y7upQyC.png,6.33,282,Atlético-MG,Otávio,0.0,4.04,False,4,,otavio,82463,,14.0,6.0,1.0,4.0,,,,,,2.0,,,,,,,,,
130,-1.59,9,7,Luiz de Araújo Guimarães Neto,Luiz Araújo,9,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_HkAAcVs.png,8.77,262,Flamengo,L. Araújo,6.2,5.88,True,5,,luiz-araujo,82627,,10.0,8.0,5.0,10.0,3.0,,,1.0,,2.0,,,1.0,,,,,,
131,-0.82,8,7,Guilherme de Jesus da Silva,Tinga,9,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_vAKLb1d.png,4.26,356,Fortaleza,Tinga,-1.0,3.04,True,2,,tinga,82628,1.0,14.0,5.0,,2.0,,,2.0,,,,,,,,1.0,,,,
132,1.03,6,7,Marcelo Gazella Hermes,Marcelo Hermes,9,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_g9yt731.png,6.21,288,Criciúma,M. Hermes,7.9,4.23,True,2,,marcelo-hermes,82639,1.0,6.0,6.0,1.0,2.0,1.0,,1.0,1.0,,1.0,,,,,,,,,
133,-1.0,1,6,Wellington Soares da Silva,Wellington Rato,9,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_NhIGhAv.png,11.0,276,São Paulo,W. Rato,0.5,0.5,True,4,,wellington-rato,82766,,,,,1.0,,,,,,,,,,,,,,,
134,-1.53,3,6,Gabriel Barbosa Almeida,Gabriel,9,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_EM6z7aN.png,8.22,262,Flamengo,Gabriel,0.4,3.13,True,5,,gabriel,83257,,,,,3.0,1.0,1.0,,,,,,,,,,,,,
135,-0.32,8,7,Leonardo Pereira,Léo Pereira,9,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_rrGsWJ1.png,6.71,262,Flamengo,L. Pereira,1.0,2.61,True,3,,leo-pereira,83528,3.0,9.0,5.0,2.0,8.0,,,2.0,,,,,,,,1.0,,,,
136,0.0,4,6,Hueglo dos Santos Neris,Neris,9,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_qC7iq64.png,3.77,283,Cruzeiro,Neris,0.0,1.57,False,3,,neris,83786,,5.0,6.0,,2.0,,1.0,,,,1.0,,,,,,,,,
137,1.63,7,7,Clayson Henrique da Silva Vieira,Clayson,9,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_eqdux0f.png,5.55,1371,Cuiabá,Clayson,11.2,2.65,True,5,,clayson,83817,1.0,1.0,2.0,4.0,9.0,1.0,2.0,,,,2.0,,,,,,,1.0,,
138,0.0,5,7,Francisco das Chagas Soares dos Santos Meireles,Tiquinho Soares,9,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_pjwDNV1.png,11.45,263,Botafogo,T. Soares,0.0,4.56,False,5,,tiquinho-soares,84042,2.0,2.0,7.0,4.0,11.0,2.0,2.0,,,,,,,,,,,,,
139,0.0,3,6,Jemerson de Jesus Nascimento,Jemerson,9,https://s.sde.globo.com/media/person_role/2024/05/22/photo_FORMATO_PHlhzVS.png,5.81,284,Grêmio,Jemerson,0.0,3.13,False,3,,jemerson,84263,2.0,,2.0,,4.0,,,2.0,,,,,,,,,,,,
140,-0.44,3,7,Alisson Machado dos Santos,Alisson,9,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_Ea5KMU8.png,2.61,288,Criciúma,Alisson,0.0,1.83,True,1,,alisson,84266,1.0,,,,1.0,,,,,,,9.0,3.0,,,,,,,
141,0.99,6,6,Fernando Pereira do Nascimento,Fernando Sobral,9,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_dW9VacB.png,6.44,1371,Cuiabá,F. Sobral,8.0,4.03,True,4,,fernando-sobral,84428,1.0,9.0,2.0,3.0,7.0,1.0,1.0,,,,1.0,,,,,,,,,
142,-0.01,7,7,Lucas Daniel Romero,Lucas Romero,9,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pUYQrUf.png,4.78,283,Cruzeiro,L. Romero,1.1,2.24,True,4,,lucas-romero,84558,1.0,13.0,6.0,3.0,7.0,,,,,1.0,,,,,,,,,,
143,0.0,3,5,Fellipe Mateus de Sena Araújo,Fellipe Mateus,9,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_3jr11fx.png,9.93,288,Criciúma,F. Mateus,0.0,9.27,False,4,,fellipe-mateus,84587,1.0,3.0,3.0,,15.0,2.0,,,,,3.0,,,,,1.0,,,,
144,-1.57,5,7,Lucas Evangelista Santana de Oliveira,Lucas Evangelista,9,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_gMVR2lN.png,7.74,280,Bragantino,L. Evangelista,1.7,2.94,True,4,,lucas-evangelista,84674,2.0,4.0,8.0,2.0,7.0,1.0,,,,,1.0,,,,,,,,,
145,0.0,5,6,Guillermo Varela Olivera,Varela,9,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RMaWUM3.png,5.73,262,Flamengo,Varela,0.0,4.5,False,2,,varela,84816,,7.0,7.0,,10.0,,,2.0,,,1.0,,,,,,,,,
146,0.0,3,6,Rafael Rogério da Silva,Rafael Ratão,9,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_q8xm0Ax.png,5.14,265,Bahia,R. Ratão,0.0,2.97,False,5,,rafael-ratao,84918,,,1.0,,,1.0,,,,,1.0,,,,,,,,,
147,-1.26,8,7,Marcos Felipe de Freitas Monteiro,Marcos Felipe,9,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JDJmU6R.png,7.93,265,Bahia,M. Felipe,1.5,5.44,True,1,,marcos-felipe,85004,1.0,,,,1.0,,,3.0,,,,37.0,8.0,,,,,,,
148,0.09,7,6,Óscar David Romero Villamayor,Óscar Romero,9,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_oSZD8nT.png,6.83,263,Botafogo,Ã. Romero,3.1,3.2,True,4,,oscar-romero,85034,2.0,12.0,4.0,1.0,6.0,,,,1.0,,2.0,,,,,,,,,
149,-1.41,7,7,Damián Nicolás Suárez,Damián Suárez,9,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_DpJN07P.png,5.28,263,Botafogo,D. Suárez,0.3,3.94,True,2,,damian-suarez,85277,2.0,7.0,9.0,2.0,5.0,,2.0,3.0,1.0,,,,,,,,,,,
150,0.0,3,6,Alex Paulo Menezes Santana,Alex Santana,9,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO.png,3.48,293,Athlético-PR,A. Santana,0.0,-0.1,False,4,,alex-santana,85465,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,
151,1.06,9,7,Leonardo Pinheiro da Conceição,Léo,9,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_EPoR3bv.png,4.19,267,Vasco,Léo,7.1,1.76,True,3,,leo,85626,,8.0,5.0,,3.0,,,1.0,,,1.0,,,,,,,,,
152,-0.52,2,6,Hyoran Kaue Dalmoro,Hyoran,9,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_7KxaYiF.png,5.34,285,Internacional,Hyoran,0.8,2.15,True,4,,hyoran,85931,,1.0,,2.0,3.0,,,,,,,,,,,,,,,
153,-0.19,6,7,Yannick Bolasie,Bolasie,9,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_r97hBeS.png,7.48,288,Criciúma,Bolasie,2.9,5.88,True,5,,bolasie,86292,1.0,4.0,8.0,6.0,7.0,1.0,2.0,,2.0,,4.0,,,1.0,,,,,,
154,0.0,0,6,Caio Henrique da Silva Dantas,Caio Dantas,9,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_YkGHL6O.png,3.0,287,Vitória,C. Dantas,0.0,0.0,False,5,,caio-dantas,86362,,,,,,,,,,,,,,,,,,,,
155,2.94,3,2,Victor Luis Chuab Zamblauskas,Victor Luis,9,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_C2XW4GI.png,5.3,267,Vasco,V. Luis,12.6,4.17,True,2,,victor-luis,86410,1.0,6.0,3.0,,2.0,,,1.0,,,1.0,,,,,,,,,
156,-0.46,3,7,Marcos da Silva França,Keno,9,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_EdYl0O3.png,7.26,266,Fluminense,Keno,2.1,2.2,True,5,,keno,86485,,2.0,1.0,3.0,2.0,,1.0,,,,1.0,,,,,,,,,
157,0.59,2,7,Jandrei Chitolina Carniel,Jandrei,9,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_FD4URNn.png,7.03,276,São Paulo,Jandrei,5.0,5.0,True,1,,jandrei,86508,,,,,2.0,,,1.0,,,,6.0,2.0,,,,,,,
158,1.13,5,6,Rodrigo Fagundes de Freitas,Rodrigo,9,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_fIUc997.png,5.22,288,Criciúma,Rodrigo,5.9,3.92,True,3,,rodrigo,86684,2.0,8.0,5.0,,3.0,,,1.0,1.0,,,,,1.0,,1.0,,,,
159,0.2,7,7,Danilo das Neves Pinheiro,Tchê Tchê,9,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_DbXXPxM.png,4.24,263,Botafogo,T. Tchê,2.5,1.47,True,4,,tche-tche,86686,1.0,4.0,3.0,4.0,6.0,,,,,,1.0,,,,,,,,,
160,-0.37,3,7,Jonathan Francisco Lemos,Jonathan,9,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_9loGKby.png,2.93,288,Criciúma,Jonathan,0.0,0.97,True,2,,jonathan,86713,,2.0,,,1.0,,,,,,,,,,,,,,,
161,0.0,5,2,Everton Sousa Soares,Everton,9,https://s.sde.globo.com/media/person_role/2024/04/08/photo_FORMATO_JoKRQsF.png,7.99,262,Flamengo,Everton,0.0,7.14,False,5,,everton,86757,,5.0,1.0,5.0,2.0,1.0,2.0,,2.0,,6.0,,,,,,,,,
162,-0.44,2,6,Matheus Rossetto,Matheus Rossetto,9,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_zgLfj3l.png,3.38,356,Fortaleza,M. Rossetto,0.2,1.55,True,4,,matheus-rossetto,86766,,2.0,1.0,,2.0,,,,,,,,,,,,,,,
163,-0.01,8,7,Danilo Barbosa da Silva,Danilo Barbosa,9,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_p79ATUg.png,7.97,263,Botafogo,D. Barbosa,2.5,5.16,True,4,,danilo-barbosa,86777,3.0,11.0,10.0,2.0,5.0,3.0,,,1.0,,,,,,,,,1.0,,
164,-0.46,7,7,José Welison da Silva,José Welison,9,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QbOqp5G.png,4.21,356,Fortaleza,J. Welison,0.4,1.84,True,4,,jose-welison,86859,1.0,10.0,4.0,2.0,3.0,,,,,,,,,,,,,,,
165,0.82,9,7,Leonardo César Jardim,Léo Jardim,9,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_goyzWhz.png,7.03,267,Vasco,L. Jardim,7.0,3.12,True,1,,leo-jardim,87008,,,,,,,,1.0,,,,42.0,19.0,,,,,,,
166,0.05,2,6,Nathan Allan de Souza,Nathan,9,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_UqG87oy.png,4.56,284,Grêmio,Nathan,2.0,1.0,True,4,,nathan,87009,,1.0,,1.0,,,,,,,,,,,,,,,,
167,0.22,5,7,Pedro Henrique Ribeiro Gonçalves,Pedro Henrique,9,https://s.sde.globo.com/media/person_role/2024/04/24/photo_FORMATO_oxcf1Uy.png,7.14,280,Bragantino,P. Henrique,6.3,4.68,True,3,,pedro-henrique,87225,,7.0,3.0,,6.0,1.0,1.0,1.0,,,,,,,,,,,,
168,0.0,6,6,Guilherme Antonio Arana Lopes,Guilherme Arana,9,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_7gOybCT.png,12.32,282,Atlético-MG,G. Arana,0.0,7.83,False,2,,guilherme-arana,87228,2.0,13.0,4.0,3.0,4.0,1.0,2.0,3.0,1.0,,2.0,,,,,,,,,
169,0.0,7,6,Carlos María de Pena Bonino,Carlos de Pena,9,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_fnqPxDu.png,2.67,265,Bahia,C. Pena,0.0,0.87,False,4,,carlos-de-pena,87242,3.0,1.0,2.0,1.0,3.0,,,,1.0,,1.0,,,,,,,,,
170,0.0,5,6,Yeferson Julio Soteldo Martínez,Soteldo,9,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_tv5qGBE.png,9.1,284,Grêmio,Soteldo,0.0,4.3,False,5,,soteldo,87258,,3.0,1.0,1.0,4.0,1.0,,,1.0,,2.0,,,,,,,,,
171,0.0,3,7,Walter Kannemann,Kannemann,9,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_f52uCmN.png,4.46,284,Grêmio,Kannemann,0.0,1.63,False,3,,kannemann,87342,3.0,3.0,4.0,,1.0,,,,1.0,,,,,,,,,,,
172,0.0,1,6,Allano Brendon de Souza Lima,Allano,9,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_4fbfMIP.png,3.4,288,Criciúma,Allano,0.0,-0.5,False,5,,allano,87391,1.0,,,,1.0,,,,,,,,,,,,,,,
