,atletas.foto,atletas.jogos_num,atletas.posicao_id,atletas.nome,atletas.pontos_num,atletas.slug,atletas.variacao_num,atletas.apelido_abreviado,atletas.apelido,atletas.minimo_para_valorizar,atletas.entrou_em_campo,atletas.clube.id.full.name,atletas.status_id,atletas.atleta_id,atletas.media_num,atletas.rodada_id,atletas.preco_num,atletas.clube_id,A,CA,DS,FC,FD,FF,FS,G,I,SG,DE,GS,FT,CV,PS,PC,PP,DP,V,GC
83,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_EePQ79Y.png,0,1,Maurício Kozlinski,0.0,mauricio-kozlinski,0.0,M. Kozlinski,Maurício Kozlinski,,False,Fortaleza,6,72595,0.0,23,3.0,356,,,,,,,,,,,,,,,,,,,,
84,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_HuEb513.png,1,3,Vitor Hugo Franchescoli de Souza,0.0,vitor-hugo,0.0,V. Hugo,Vitor Hugo,,False,Bahia,6,72605,0.0,23,3.58,265,,,,,,,,,,,,,,,,,,,,
85,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_G29hOpk.png,18,4,Fernando Luiz Rosa,0.0,fernandinho,0.0,Fernandinho,Fernandinho,,False,Athlético-PR,7,72775,3.38,23,6.77,293,3.0,6.0,18.0,28.0,8.0,4.0,20.0,2.0,1.0,,,,,,,,,,,
86,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_i1tcVtm.png,10,3,Wílker José Ángel Romero,-1.7,wilker-angel,-0.5,W. Ángel,Wilker Ángel,,True,Criciúma,5,72801,1.86,23,2.78,288,,2.0,7.0,17.0,2.0,,4.0,1.0,1.0,1.0,,,,,,,,,,
87,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_o74D2pK.png,11,3,Gabriel Iván Mercado,0.0,mercado,-0.2,Mercado,Mercado,,True,Internacional,6,72951,2.09,23,4.49,285,,5.0,6.0,5.0,,1.0,3.0,,,4.0,,,,,,,,,,
88,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_yDwEEkd.png,16,2,Samuel Xavier Brito,7.8,samuel-xavier,0.95,S. Xavier,Samuel Xavier,,True,Fluminense,7,73384,4.42,23,6.74,266,2.0,3.0,18.0,20.0,3.0,4.0,33.0,,1.0,5.0,,,,,,,,,,
89,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_k3QDtbn.png,12,3,Bruno Fabiano Alves,3.2,bruno-alves,-0.01,B. Alves,Bruno Alves,,True,Cuiabá,7,73620,2.58,23,4.35,1371,,1.0,13.0,9.0,2.0,2.0,10.0,,,2.0,,,,,,,,,,
90,https://s.sde.globo.com/media/person_role/2024/06/03/photo_FORMATO_F2HtPRp.png,1,3,Rodrigo Caio Coquette Russo,0.0,rodrigo-caio,0.0,R. Caio,Rodrigo Caio,,False,Grêmio,6,73800,0.0,23,5.38,284,,,,,,,,,,,,,,,,,,,,
91,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_o2efsws.png,9,3,Walisson Moreira Farias Maia,0.0,walisson-maia,0.0,W. Maia,Walisson Maia,,False,Criciúma,6,73991,2.08,23,3.59,288,1.0,1.0,5.0,8.0,,2.0,1.0,,,2.0,,,,,,1.0,,,,
92,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_XgarVDI.png,3,1,Roberto Junior Fernández Torres,0.0,gatito-fernandez,0.0,G. Fernández,Gatito Fernández,,False,Botafogo,6,74061,2.0,23,6.82,263,,1.0,,,,,,,,1.0,6.0,4.0,,,,,,,,
93,https://s.sde.globo.com/media/person_role/2024/07/17/photo_220x220_WdH8RPs.png,3,5,Joel Nathaniel Campbell Samuels,2.5,campbell,-0.41,Campbell,Campbell,,True,Atlético-GO,6,74157,4.77,23,8.76,373,,1.0,3.0,1.0,1.0,1.0,4.0,1.0,,,,,,,,,,,,
94,https://s.sde.globo.com/media/person_role/2023/05/14/photo_FORMATO_BSixVEC.png,1,4,Jorge de Moura Xavier,5.0,jorginho,1.43,Jorginho,Jorginho,,True,Atlético-GO,6,77544,5.0,23,5.43,373,1.0,,,,,,,,,,,,,,,,,,,
95,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_QT62TtG.png,14,2,Madson Ferreira dos Santos,0.0,madson,0.0,Madson,Madson,,False,Athlético-PR,6,78077,2.03,23,4.2,293,1.0,2.0,5.0,5.0,,2.0,9.0,,1.0,3.0,,,,,,,,,,
96,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_ZTjMF4T.png,21,5,Everaldo Stum,10.9,everaldo,1.13,Everaldo,Everaldo,,True,Bahia,7,78117,4.74,23,8.19,265,2.0,3.0,11.0,22.0,11.0,9.0,18.0,6.0,4.0,,,,3.0,,,,,,,
97,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_eaP6jN7.png,8,3,Gustavo Henrique Vernes,0.0,gustavo-henrique,0.0,G. Henrique,Gustavo Henrique,,False,Corinthians,6,78248,0.58,23,5.4,264,,3.0,2.0,9.0,1.0,4.0,3.0,,,1.0,,,,1.0,,,,,,
98,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PNCSDK4.png,12,2,Renê Rodrigues Martins,0.0,rene,0.0,Renê,Renê,,False,Internacional,6,78445,5.25,23,8.87,285,1.0,2.0,24.0,10.0,3.0,4.0,15.0,,,4.0,,,,,,,,,,
99,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_54lwaii.png,19,6,Cláudio Tencati,5.13,claudio-tencati,0.36,C. Tencati,Cláudio Tencati,,True,Criciúma,7,78450,4.35,23,6.47,288,,,,,,,,,,,,,,,,,,,6.0,
100,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_hp4AXuX.png,14,4,Jean Mota Oliveira de Sousa,0.0,jean-mota,0.0,J. Mota,Jean Mota,,False,Vitória,6,78548,1.28,23,3.13,287,,,2.0,6.0,2.0,2.0,5.0,1.0,1.0,,,,1.0,,,,,,,
101,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_EstVL0K.png,14,5,Jonathan Renato Barbosa,0.0,jonathan-cafu,0.0,J. Cafu,Jonathan Cafu,,False,Cuiabá,6,78580,2.14,23,3.54,1371,,,8.0,12.0,4.0,4.0,16.0,1.0,,,,,,,,,,,,
102,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_SpOJ3BZ.png,8,4,Gabriel Girotto Franco,5.2,gabriel,-0.08,Gabriel,Gabriel,,True,Athlético-PR,6,78605,2.52,23,4.87,293,,2.0,15.0,10.0,1.0,5.0,4.0,,,,,,,,,,,,,
103,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_MK4CCfT.png,17,4,Ramiro Moschen Benetti,0.7,ramiro,-0.01,Ramiro,Ramiro,,True,Cruzeiro,6,78715,1.63,23,3.34,283,,2.0,16.0,16.0,1.0,3.0,8.0,1.0,1.0,,,,,,,,,,,
104,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_v8J7R5r.png,13,2,Reinaldo Manoel da Silva,0.0,reinaldo,0.0,Reinaldo,Reinaldo,,False,Grêmio,6,78850,5.3,23,8.33,284,,2.0,11.0,9.0,12.0,7.0,9.0,2.0,1.0,4.0,,,,,,,,,,
105,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_L3ovhxb.png,13,3,Thiago dos Santos,5.0,thiago-santos,0.56,T. Santos,Thiago Santos,,True,Fluminense,6,78855,2.61,23,3.51,266,,4.0,12.0,15.0,3.0,3.0,6.0,,,4.0,,,,,,1.0,,,,
106,https://s.sde.globo.com/media/person_role/2023/08/16/photo_FORMATO_vnMYw4d.png,11,3,Luiz Felipe do Nascimento dos Santos,6.2,luiz-felipe,0.98,L. Felipe,Luiz Felipe,,True,Atlético-GO,6,79035,2.53,23,4.16,373,,2.0,12.0,10.0,1.0,2.0,1.0,1.0,,2.0,,,,1.0,1.0,1.0,,,,
107,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO.png,5,3,Víctor Leandro Cuesta,0.0,victor-cuesta,0.0,V. Cuesta,Víctor Cuesta,,False,Bahia,6,79113,0.82,23,3.22,265,,3.0,5.0,7.0,,1.0,5.0,,1.0,,,,,,,,,,,
108,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_AseAsft.png,8,4,Filipe Augusto Carvalho Souza,0.0,filipe-augusto,0.11,F. Augusto,Filipe Augusto,,True,Cuiabá,6,79268,0.06,23,1.23,1371,,4.0,4.0,11.0,1.0,1.0,2.0,,,,,,,,,,,,,
109,https://s.sde.globo.com/media/person_role/2021/04/27/ec1e7e490c3a05088fd967b9e2468216_FORMATO.png,19,6,Roger Machado Marques,3.81,roger-machado,-0.13,R. Machado,Roger Machado,,True,Internacional,7,79437,4.52,23,6.87,285,,,,,,,,,,,,,,,,,,,4.0,
110,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_uSA2481.png,14,5,Germán Ezequiel Cano,0.0,cano,0.0,Cano,Cano,,False,Fluminense,5,79631,2.32,23,7.18,266,,3.0,3.0,5.0,11.0,9.0,4.0,1.0,1.0,,,,1.0,,,,,,,
111,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_KnivRCo.png,19,4,Lucas Silva Borges,-0.8,lucas-silva,-0.42,L. Silva,Lucas Silva,,True,Cruzeiro,7,79701,1.17,23,3.59,283,,3.0,7.0,15.0,4.0,7.0,14.0,1.0,,,,,,,,1.0,,,,1.0
112,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Cwpf6R7.png,11,3,Antônio Carlos Cunha Capocasali Júnior,0.0,antonio-carlos,0.0,A. Carlos,Antônio Carlos,,False,Fluminense,2,79702,1.81,23,3.36,266,,1.0,4.0,5.0,,4.0,9.0,,1.0,2.0,,,,,,,,,,
113,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_1INRw87.png,17,4,Jadson Alves dos Santos,-1.6,jadson,-1.11,Jadson,Jadson,,True,Juventude,6,80129,5.32,23,8.18,286,5.0,7.0,39.0,25.0,4.0,8.0,34.0,1.0,2.0,,,,,1.0,,,,,,
114,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QAL0UhA.png,18,4,Glaybson Yago Souza Lisboa,2.1,yago-pikachu,-0.88,Y. Pikachu,Yago Pikachu,,True,Fortaleza,7,80196,3.16,23,4.8,356,3.0,5.0,14.0,9.0,3.0,10.0,27.0,1.0,3.0,,,,,,,,,,,
115,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_UXvdhXA.png,8,5,Rafael da Silva,0.0,rafa-silva,0.0,R. Silva,Rafa Silva,,False,Cruzeiro,5,80225,4.04,23,5.88,283,,2.0,4.0,6.0,4.0,1.0,4.0,3.0,3.0,,,,,,,,,,,
116,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hqCxZF4.png,19,5,Luciano da Rocha Neves,5.2,luciano,-0.07,Luciano,Luciano,,True,São Paulo,3,80287,5.89,23,10.4,276,1.0,9.0,17.0,23.0,12.0,15.0,28.0,7.0,2.0,,,,4.0,1.0,1.0,,1.0,,,
117,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_iy1T2ej.png,12,2,Gilberto Moraes Júnior,0.0,gilberto,0.0,Gilberto,Gilberto,,False,Bahia,5,80313,3.97,23,6.95,265,,1.0,17.0,10.0,2.0,5.0,14.0,1.0,1.0,2.0,,,,,,,,,,
118,https://s.sde.globo.com/media/person_role/2024/04/12/photo_220x220.png,17,5,Arthur Caíke do Nascimento Cruz,0.6,arthur-caike,-0.06,A. Caíke,Arthur Caíke,,True,Criciúma,6,80337,2.98,23,4.04,288,,2.0,3.0,13.0,6.0,14.0,17.0,3.0,9.0,,,,1.0,,,,,,,
119,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_6dWdAJP.png,6,3,Pedro Tonon Geromel,0.0,pedro-geromel,0.0,P. Geromel,Pedro Geromel,,False,Grêmio,6,80853,3.13,23,5.77,284,,3.0,3.0,2.0,1.0,2.0,2.0,,,3.0,,,,,,,,,,
120,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,0,4,Jair Rodrigues Júnior,0.0,jair,0.0,Jair,Jair,,False,Vasco,5,81091,0.0,23,4.0,267,,,,,,,,,,,,,,,,,,,,
121,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_pz3GebS.png,16,2,Mayke Rocha de Oliveira,0.0,mayke,0.0,Mayke,Mayke,,False,Palmeiras,6,81150,4.64,23,8.52,275,,3.0,24.0,12.0,,1.0,7.0,1.0,2.0,8.0,,,,,,,,,,
122,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8UqKNri.png,11,5,Rosicley Pereira da Silva,-1.0,rossi,-0.37,Rossi,Rossi,,False,Vasco,3,81798,1.66,23,4.06,267,1.0,3.0,12.0,9.0,,1.0,8.0,,2.0,,,,,,,,,,,
123,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_fS2GyF1.png,16,4,Alisson Euler de Freitas Castro,0.0,alisson,0.0,Alisson,Alisson,,False,São Paulo,5,81845,3.59,23,6.88,276,2.0,4.0,25.0,21.0,4.0,2.0,27.0,1.0,,,,,,,,,,,,
124,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_yXqoxi8.png,21,1,João Ricardo Riedi,6.0,joao-ricardo,-0.14,J. Ricardo,João Ricardo,,True,Fortaleza,7,81881,5.03,23,8.42,356,,1.0,1.0,,,,1.0,,,7.0,89.0,19.0,,,,,,,,
125,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_AuUF822.png,20,4,Willian Osmar de Oliveira Silva,0.0,willian-oliveira,0.0,W. Oliveira,Willian Oliveira,,False,Vitória,6,81952,5.28,23,7.52,287,1.0,3.0,33.0,24.0,3.0,12.0,32.0,5.0,,,,,,,2.0,,,,,
126,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_BAUllGq.png,13,4,José Rafael Vivian,-1.5,ze-rafael,-0.79,Z. Rafael,Zé Rafael,,True,Palmeiras,3,82455,1.92,23,4.56,275,2.0,5.0,14.0,26.0,2.0,3.0,16.0,,,,,,,1.0,1.0,,,,,
127,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_y7upQyC.png,13,4,Otávio Henrique Passos Santos,0.0,otavio,0.0,Otávio,Otávio,,False,Atlético-MG,7,82463,3.31,23,5.7,282,,1.0,31.0,17.0,2.0,5.0,11.0,,,,,,,,,,,,,
128,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_HkAAcVs.png,20,5,Luiz de Araújo Guimarães Neto,0.0,luiz-araujo,0.0,L. Araújo,Luiz Araújo,,False,Flamengo,7,82627,5.4,23,8.57,262,4.0,3.0,28.0,19.0,10.0,14.0,27.0,3.0,2.0,,,,1.0,,,,,,,
129,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_vAKLb1d.png,18,2,Guilherme de Jesus da Silva,1.9,tinga,-0.04,Tinga,Tinga,,True,Fortaleza,7,82628,3.52,23,5.05,356,,1.0,23.0,13.0,,3.0,7.0,1.0,,5.0,,,1.0,,,1.0,,,,
130,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_g9yt731.png,17,2,Marcelo Gazella Hermes,0.0,marcelo-hermes,0.0,M. Hermes,Marcelo Hermes,,False,Criciúma,7,82639,3.08,23,5.14,288,1.0,3.0,20.0,18.0,4.0,7.0,7.0,1.0,,2.0,,,,,,,,,,
131,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_NhIGhAv.png,14,4,Wellington Soares da Silva,2.0,wellington-rato,-0.7,W. Rato,Wellington Rato,,True,São Paulo,7,82766,1.88,23,6.02,276,2.0,1.0,4.0,7.0,4.0,4.0,14.0,,3.0,,,,,,,,,,,
132,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_EM6z7aN.png,11,5,Gabriel Barbosa Almeida,0.0,gabriel,0.0,Gabriel,Gabriel,,False,Flamengo,5,83257,2.65,23,6.23,262,1.0,1.0,1.0,1.0,3.0,3.0,5.0,2.0,3.0,,,,,,,,,,,
133,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_rrGsWJ1.png,18,3,Leonardo Pereira,0.0,leo-pereira,-0.06,L. Pereira,Léo Pereira,,True,Flamengo,7,83528,1.8,23,5.36,262,,4.0,16.0,13.0,,2.0,11.0,,1.0,3.0,,,,,,1.0,,,,
134,https://s.sde.globo.com/media/person_role/2024/07/26/photo_FORMATO_oIJDX3q.png,10,3,Hueglo dos Santos Neris,-3.3,neris,-0.84,Neris,Neris,,True,Vitória,3,83786,2.22,23,3.51,287,,,10.0,13.0,1.0,,2.0,,1.0,3.0,,,,1.0,,,,,,
135,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_eqdux0f.png,15,5,Clayson Henrique da Silva Vieira,0.0,clayson,0.0,Clayson,Clayson,,False,Cuiabá,6,83817,1.88,23,3.77,1371,,3.0,6.0,8.0,4.0,6.0,16.0,1.0,3.0,,,,,,1.0,,,,,
136,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_pjwDNV1.png,15,5,Francisco das Chagas Soares dos Santos Meireles,1.0,tiquinho-soares,-0.31,T. Soares,Tiquinho Soares,,True,Botafogo,6,84042,4.5,23,9.89,263,3.0,3.0,8.0,26.0,2.0,8.0,26.0,4.0,2.0,,,,,,,,,,,
137,https://s.sde.globo.com/media/person_role/2024/05/22/photo_FORMATO_PHlhzVS.png,5,3,Jemerson de Jesus Nascimento,0.0,jemerson,0.0,Jemerson,Jemerson,,False,Grêmio,6,84263,2.96,23,5.73,284,,2.0,1.0,7.0,,1.0,4.0,,1.0,3.0,,,,,,,,,,
138,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_Ea5KMU8.png,4,1,Alisson Machado dos Santos,0.0,alisson,0.0,Alisson,Alisson,,False,Criciúma,6,84266,0.87,23,2.29,288,,2.0,,,,,1.0,,,,9.0,4.0,,,,,,,,
139,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_dW9VacB.png,16,4,Fernando Pereira do Nascimento,1.7,fernando-sobral,0.17,F. Sobral,Fernando Sobral,,True,Cuiabá,7,84428,2.86,23,5.03,1371,1.0,1.0,17.0,5.0,3.0,6.0,13.0,1.0,1.0,,,,,,,,,,,
140,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pUYQrUf.png,19,4,Lucas Daniel Romero,6.1,lucas-romero,0.7,L. Romero,Lucas Romero,,True,Cruzeiro,7,84558,2.93,23,5.54,283,2.0,2.0,35.0,26.0,3.0,6.0,16.0,,,,,,,1.0,,,,,,
141,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_3jr11fx.png,14,4,Fellipe Mateus de Sena Araújo,5.3,fellipe-mateus,0.53,F. Mateus,Fellipe Mateus,,True,Criciúma,7,84587,4.22,23,7.33,288,,2.0,13.0,10.0,9.0,7.0,34.0,2.0,,,,,,,,1.0,,,,
142,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_gMVR2lN.png,15,4,Lucas Evangelista Santana de Oliveira,-0.2,lucas-evangelista,-1.07,L. Evangelista,Lucas Evangelista,,True,Bragantino,3,84674,3.71,23,7.29,280,1.0,3.0,15.0,14.0,4.0,8.0,26.0,2.0,4.0,,,,,,,,,,,
143,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RMaWUM3.png,8,2,Guillermo Varela Olivera,2.2,varela,-0.83,Varela,Varela,,True,Flamengo,7,84816,4.51,23,5.83,262,,,12.0,7.0,2.0,,13.0,,1.0,3.0,,,,,,,,,,
144,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_q8xm0Ax.png,8,5,Rafael Rogério da Silva,0.0,rafael-ratao,-0.79,R. Ratão,Rafael Ratão,,True,Bahia,6,84918,2.36,23,4.39,265,1.0,,2.0,4.0,1.0,,1.0,1.0,,,,,1.0,,,,,,,
145,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JDJmU6R.png,21,1,Marcos Felipe de Freitas Monteiro,10.5,marcos-felipe,0.01,M. Felipe,Marcos Felipe,,True,Bahia,7,85004,3.92,23,7.9,265,,1.0,1.0,,,,4.0,,,6.0,72.0,22.0,,,,,,,,
146,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_oSZD8nT.png,16,4,Óscar David Romero Villamayor,0.0,oscar-romero,0.0,Ã. Romero,Óscar Romero,,False,Botafogo,6,85034,3.66,23,6.46,263,3.0,5.0,21.0,12.0,8.0,3.0,14.0,1.0,,,,,,,,,,,,
147,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_DpJN07P.png,17,2,Damián Nicolás Suárez,0.0,damian-suarez,0.0,D. Suárez,Damián Suárez,,False,Botafogo,6,85277,3.83,23,5.46,263,1.0,5.0,22.0,26.0,1.0,5.0,13.0,,2.0,7.0,,,,,,,,,,
148,https://s.sde.globo.com/media/person_role/2024/07/15/photo_FORMATO_QlEJyTM.png,8,4,Alex Paulo Menezes Santana,0.0,alex-santana,0.0,A. Santana,Alex Santana,,False,Corinthians,5,85465,1.57,23,3.69,264,,4.0,9.0,9.0,1.0,6.0,5.0,,,,,,,,,,,,,
149,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_EPoR3bv.png,19,3,Leonardo Pinheiro da Conceição,0.8,leo,-1.0,Léo,Léo,,True,Vasco,7,85626,2.87,23,4.05,267,,1.0,22.0,14.0,2.0,2.0,9.0,,1.0,5.0,,,,,,,,,,
150,https://s.sde.globo.com/media/person_role/2024/07/02/photo_220x220.png,6,4,Ricardo Ryller Ribeiro Lino Silva,4.9,ricardo-ryller,0.41,R. Ryller,Ricardo Ryller,,True,Vitória,7,85856,2.97,23,5.05,287,,,11.0,5.0,,2.0,9.0,,,,,,,,,,,,,
151,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_7KxaYiF.png,10,4,Hyoran Kaue Dalmoro,0.0,hyoran,0.0,Hyoran,Hyoran,,False,Internacional,6,85931,1.38,23,3.83,285,,,5.0,6.0,1.0,5.0,9.0,,1.0,,,,,,,,,,,
152,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_r97hBeS.png,17,5,Yannick Bolasie,18.7,bolasie,2.09,Bolasie,Bolasie,,True,Criciúma,7,86292,6.07,23,9.85,288,3.0,2.0,8.0,22.0,13.0,18.0,14.0,6.0,8.0,,,,1.0,,,,,,,
153,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_YkGHL6O.png,0,5,Caio Henrique da Silva Dantas,0.0,caio-dantas,0.0,C. Dantas,Caio Dantas,,False,Vitória,6,86362,0.0,23,3.0,287,,,,,,,,,,,,,,,,,,,,
154,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_C2XW4GI.png,9,2,Victor Luis Chuab Zamblauskas,0.0,victor-luis,0.0,V. Luis,Victor Luis,,False,Vasco,6,86410,4.67,23,6.57,267,1.0,3.0,14.0,10.0,1.0,,10.0,1.0,,3.0,,,,1.0,,,,,,
155,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_EdYl0O3.png,14,5,Marcos da Silva França,1.4,keno,-0.52,Keno,Keno,,True,Fluminense,6,86485,1.83,23,4.92,266,,,10.0,9.0,3.0,9.0,12.0,,3.0,,,,,,,,,,,
156,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_FD4URNn.png,9,1,Jandrei Chitolina Carniel,0.0,jandrei,0.0,Jandrei,Jandrei,,False,São Paulo,6,86508,4.0,23,7.22,276,,,,,,,6.0,,,3.0,28.0,10.0,,,,,,,,
157,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_fIUc997.png,17,3,Rodrigo Fagundes de Freitas,1.4,rodrigo,-0.47,Rodrigo,Rodrigo,,True,Criciúma,7,86684,3.4,23,4.86,288,1.0,6.0,32.0,17.0,1.0,2.0,8.0,1.0,1.0,2.0,,,1.0,,,2.0,,,,
158,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_DbXXPxM.png,19,4,Danilo das Neves Pinheiro,-0.3,tche-tche,0.21,T. Tchê,Tchê Tchê,,True,Botafogo,7,86686,1.08,23,3.16,263,,1.0,9.0,9.0,4.0,6.0,14.0,,,,,,,1.0,,,,,,
159,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_9loGKby.png,10,2,Jonathan Francisco Lemos,0.0,jonathan,0.0,Jonathan,Jonathan,,False,Criciúma,6,86713,1.74,23,3.0,288,,,13.0,4.0,1.0,1.0,2.0,,,,,,,,,,,,,
160,https://s.sde.globo.com/media/person_role/2024/04/08/photo_FORMATO_JoKRQsF.png,10,5,Everton Sousa Soares,0.0,everton,0.0,Everton,Everton,,False,Flamengo,5,86757,4.72,23,6.98,262,2.0,1.0,11.0,6.0,8.0,8.0,6.0,1.0,2.0,,,,,,,,,,,
161,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_zgLfj3l.png,10,4,Matheus Rossetto,0.0,matheus-rossetto,0.0,M. Rossetto,Matheus Rossetto,,False,Fortaleza,7,86766,1.65,23,3.11,356,,1.0,15.0,8.0,,,4.0,,,,,,,,,,,,,
162,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_p79ATUg.png,19,4,Danilo Barbosa da Silva,0.0,danilo-barbosa,0.0,D. Barbosa,Danilo Barbosa,,False,Botafogo,6,86777,3.56,23,6.73,263,2.0,3.0,25.0,14.0,,3.0,15.0,3.0,,,,,,,1.0,,,,,
163,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QbOqp5G.png,12,4,José Welison da Silva,0.2,jose-welison,-0.29,J. Welison,José Welison,,True,Fortaleza,6,86859,1.54,23,3.73,356,,1.0,15.0,7.0,,2.0,4.0,,,,,,,,,,,,,
164,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_goyzWhz.png,22,1,Leonardo César Jardim,5.5,leo-jardim,-0.31,L. Jardim,Léo Jardim,,True,Vasco,7,87008,3.72,23,6.87,267,,,,,,,1.0,,,5.0,89.0,33.0,,,,,,,,
165,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_UqG87oy.png,8,4,Nathan Allan de Souza,1.7,nathan,-0.2,Nathan,Nathan,,True,Grêmio,6,87009,1.3,23,3.42,284,,1.0,5.0,3.0,2.0,2.0,5.0,,2.0,,,,,,,,,,,
166,https://s.sde.globo.com/media/person_role/2024/04/24/photo_FORMATO_oxcf1Uy.png,13,3,Pedro Henrique Ribeiro Gonçalves,0.0,pedro-henrique,0.0,P. Henrique,Pedro Henrique,,False,Bragantino,5,87225,2.87,23,5.8,280,,3.0,19.0,13.0,,,9.0,1.0,1.0,2.0,,,,,,1.0,,,,
167,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_7gOybCT.png,11,2,Guilherme Antonio Arana Lopes,0.0,guilherme-arana,0.0,G. Arana,Guilherme Arana,,False,Atlético-MG,7,87228,5.82,23,11.72,282,1.0,3.0,19.0,9.0,4.0,6.0,9.0,1.0,2.0,4.0,,,,,,,,,,
168,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_fnqPxDu.png,20,4,Carlos María de Pena Bonino,5.0,carlos-de-pena,0.74,C. Pena,Carlos de Pena,,True,Bahia,6,87242,1.16,23,3.09,265,3.0,4.0,5.0,7.0,2.0,4.0,6.0,,,,,,,,,,,,,
