,atletas.jogos_num,atletas.nome,atletas.apelido,atletas.foto,atletas.status_id,atletas.pontos_num,atletas.atleta_id,atletas.rodada_id,atletas.apelido_abreviado,atletas.clube_id,atletas.media_num,atletas.minimo_para_valorizar,atletas.variacao_num,atletas.preco_num,atletas.entrou_em_campo,atletas.clube.id.full.name,atletas.posicao_id,atletas.slug,A,CA,CV,DS,FC,FD,FF,FS,FT,G,I,PP,PS,DE,GS,SG,V,PC,DP,GC
417,0,Lucas Belezi Barbosa,Belezi,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_G0fv4ti.png,7,0.0,105844,29,Belezi,293,0.0,,0.0,2.0,False,Athlético-PR,3,belezi,,,,,,,,,,,,,,,,,,,,
418,4,Matheus de Araújo Andrade,Matheus Araújo,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_bzn3fop.png,6,0.0,105845,29,M. Araújo,264,0.43,,0.0,2.76,False,Corinthians,4,matheus-araujo,,,,1.0,,,,1.0,,,,,,,,,,,,
419,17,Rômulo Zanre Zwarg,Rômulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_lQJeqYA.png,7,3.6,105911,29,Rômulo,285,2.06,,0.38,3.78,True,Internacional,4,romulo,,2.0,,27.0,23.0,1.0,2.0,11.0,1.0,,,,,,,,,,,
420,16,Sergio Ramón Rochet Álvarez,Rochet,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_1KgmN5n.png,7,2.0,105949,29,Rochet,285,3.04,,-0.18,5.38,True,Internacional,1,rochet,,3.0,,,,,,5.0,,,,,,43.0,14.0,4.0,,,,
421,14,Ewerthon Diógenes da Silva,Ewerthon,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_cNnjyZe.png,5,1.2,106082,29,Ewerthon,286,3.48,,-0.08,5.34,True,Juventude,2,ewerthon,1.0,,,10.0,2.0,5.0,6.0,7.0,,1.0,1.0,,,,,2.0,,,,
422,25,Thiago Carpini Barbosa,Thiago Carpini,https://s.sde.globo.com/media/person_role/2024/05/14/photo_FORMATO_IgX32oN.png,7,4.9,106147,29,T. Carpini,287,4.54,,0.09,7.89,True,Vitória,6,thiago-carpini,,,,,,,,,,,,,,,,,8.0,,,
423,7,Lucas Alexandre Galdino de Azevedo,Lucão,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_wvc5kfv.png,7,0.0,106160,29,Lucão,280,2.43,,0.0,3.75,False,Bragantino,1,lucao,,1.0,,,,,,,,,,,,21.0,8.0,1.0,,,,
424,17,Bruno Gomes da Silva Clevelário,Bruno Gomes,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_sq3mb5j.png,7,3.1,106202,29,B. Gomes,285,3.18,,-0.34,4.18,True,Internacional,4,bruno-gomes,1.0,1.0,,25.0,17.0,2.0,5.0,19.0,,1.0,,,1.0,,,,,,,
425,5,Marcos Antônio Silva Santos,Marcos Antônio,https://s.sde.globo.com/media/person_role/2024/07/23/photo_FORMATO_1CIojRS.png,2,0.0,106294,29,M. Antônio,276,1.04,,0.0,4.27,False,São Paulo,4,marcos-antonio,,,,3.0,3.0,,,5.0,,,,,,,,,,,,
426,26,Caio Alexandre Souza e Silva,Caio Alexandre,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO_jiBs4Bk.png,3,-1.6,106323,29,C. Alexandre,265,2.14,,-0.81,4.48,True,Bahia,4,caio-alexandre,,5.0,,29.0,34.0,2.0,6.0,39.0,1.0,1.0,2.0,,,,,,,1.0,,
427,2,Wesley David de Oliveira Andrade,Wesley Gasolina,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_p7fftOF.png,6,0.0,106327,29,W. Gasolina,283,3.35,,0.0,3.69,False,Cruzeiro,2,wesley-gasolina,,,,1.0,,,,1.0,,,,,,,,1.0,,,,
428,2,Jhonata Robert Alves da Silva,Jhonata Robert,https://s.sde.globo.com/media/person_role/2024/08/28/photo_FORMATO_V4UkXLF.png,5,0.0,106371,29,J. Robert,288,3.2,,0.0,3.47,False,Criciúma,5,jhonata-robert,,,,2.0,,1.0,1.0,4.0,,,,,,,,,,,,
429,15,Eduardo Gonzaga Mendes Santos,Eduardo Santos,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_wPSGjby.png,7,6.0,106434,29,E. Santos,280,2.94,,-0.67,4.8,True,Bragantino,3,eduardo-santos,,3.0,,16.0,3.0,,2.0,8.0,,1.0,,,,,,3.0,,,,
430,16,Lucas Hernán Villalba,Villalba,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_mqCHNug.png,7,3.6,106593,29,Villalba,283,3.36,,0.3,5.44,True,Cruzeiro,3,villalba,,1.0,,12.0,11.0,,1.0,5.0,,,,,,,,8.0,,,,
431,6,Carlos Alberto Gomes da Silva Filho,Carlos Alberto,https://s.sde.globo.com/media/person_role/2023/03/07/photo_220x220_DgukYrK.png,6,0.0,106704,29,C. Alberto,263,3.1,,0.0,5.49,False,Botafogo,5,carlos-alberto,,,,5.0,3.0,2.0,2.0,3.0,,1.0,,,,,,,,,,
432,20,Rodrigo Nestor Bertalia,Rodrigo Nestor,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_LPbAkh9.png,6,1.3,106822,29,R. Nestor,276,1.27,,0.24,3.94,True,São Paulo,4,rodrigo-nestor,2.0,3.0,1.0,6.0,11.0,8.0,4.0,8.0,,,4.0,,1.0,,,,,,,
433,21,Welington Damascena Santos,Welington,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Z3aNUXx.png,7,0.0,106824,29,Welington,276,4.15,,0.0,7.65,False,São Paulo,2,welington,1.0,5.0,,33.0,21.0,2.0,6.0,25.0,,,,,,,,7.0,,1.0,,
434,7,Patryck Lanza dos Reis,Patryck,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_mCvHWjt.png,5,0.0,106829,29,Patryck,276,3.13,,0.0,3.87,False,São Paulo,2,patryck,,1.0,,10.0,6.0,,1.0,4.0,,,1.0,,,,,2.0,,,,
435,0,Luan Patrick Wiedthauper,Luan Patrick,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_AUtEehU.png,6,0.0,106835,29,L. Patrick,293,0.0,,0.0,5.0,False,Athlético-PR,3,luan-patrick,,,,,,,,,,,,,,,,,,,,
436,10,Fernando Augusto Pereira Bueno Júnior,Fernando,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_qx7ZU51.png,6,0.0,106950,29,Fernando,293,2.23,,0.0,4.34,False,Athlético-PR,2,fernando,1.0,2.0,1.0,9.0,9.0,,1.0,7.0,,,,,,,,2.0,,,,
437,0,Yuri Sena dos Reis Batista,Yuri Sena,https://s.sde.globo.com/media/person_role/2024/09/21/photo_FORMATO.png,6,0.0,107075,29,Y. Sena,287,0.0,,0.0,1.0,False,Vitória,1,yuri-sena,,,,,,,,,,,,,,,,,,,,
438,0,Gabriel Santiago Oliveira,Gabriel Santiago,https://s.sde.globo.com/media/person_role/2024/09/06/photo_220x220_qdw6hw3.png,6,0.0,107078,29,G. Santiago,287,0.0,,0.0,3.0,False,Vitória,4,gabriel-santiago,,,,,,,,,,,,,,,,,,,,
439,26,Luciano Batista da Silva Júnior,Luciano Juba,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_rR1yZyw.png,7,0.8,107093,29,L. Juba,265,4.69,,-1.11,6.31,True,Bahia,2,luciano-juba,1.0,1.0,,31.0,6.0,4.0,4.0,11.0,,3.0,1.0,,,,,9.0,,,,
440,16,Richard Ríos Montoya,Richard Ríos,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_PkMn7XO.png,7,-1.6,107111,29,R. Ríos,275,3.84,,-0.28,6.46,True,Palmeiras,4,richard-rios,2.0,4.0,,24.0,25.0,3.0,7.0,22.0,2.0,1.0,1.0,,,,,,,,,
441,6,Jefferson Ruan Pereira dos Santos,Jeffinho,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_jfNtXEg.png,5,0.0,107170,29,Jeffinho,263,3.92,,0.0,6.73,False,Botafogo,5,jeffinho,1.0,2.0,,3.0,7.0,4.0,4.0,6.0,,1.0,,,,,,,,,,
442,7,Patrick de Paula Carreiro,Patrick de Paula,https://s.sde.globo.com/media/person_role/2024/08/22/photo_FORMATO_V6Ybl3p.png,6,0.0,107172,29,P. Paula,288,2.03,,0.0,3.27,False,Criciúma,4,patrick-de-paula,,2.0,,9.0,4.0,2.0,4.0,2.0,,,,,,,,,,,,
443,18,Michel Daryl Araújo Villar,Michel Araújo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_498ez5E.png,5,0.0,107173,29,M. Araújo,276,1.83,,0.0,4.3,False,São Paulo,4,michel-araujo,1.0,4.0,,19.0,15.0,3.0,4.0,14.0,,,,,,,,,,,,
444,4,Bruno Vinícius Souza Ramos,Bruno Tabata,https://s.sde.globo.com/media/person_role/2024/08/11/photo_FORMATO_QXYKRgQ.png,6,0.0,107174,29,B. Tabata,285,3.67,,0.0,5.77,False,Internacional,4,bruno-tabata,2.0,,,,3.0,3.0,,4.0,,,,,,,,,,,,
445,7,Matheus Planelles Donelli,Matheus Donelli,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_9utJF4u.png,6,0.0,107179,29,M. Donelli,264,3.43,,0.0,4.59,False,Corinthians,1,matheus-donelli,,,,,,,,,,,,,,29.0,12.0,,,,1.0,
446,14,Leonardo Matias Baiersdorf Linck,Léo Linck,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_bL4Rm1s.png,6,0.0,107183,29,L. Linck,293,2.03,,0.0,3.63,False,Athlético-PR,1,leo-linck,,1.0,1.0,,,,,1.0,,,,,,48.0,21.0,1.0,,,,
447,0,Leonardo Ataíde de Oliveira Siqueira,Leonardo Ataíde,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_4kdpe6Z.png,6,0.0,107191,29,L. Ataíde,293,0.0,,0.0,2.0,False,Athlético-PR,2,leonardo-ataide,,,,,,,,,,,,,,,,,,,,
448,15,Max Alves da Silva,Max,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_tZvTg6Z.png,6,0.0,107203,29,Max,1371,1.97,,0.0,2.77,False,Cuiabá,4,max,,1.0,,9.0,2.0,4.0,10.0,9.0,1.0,,,,,,,,,,,
449,0,Audenirton Soares da Silva,Magrão,https://s.sde.globo.com/media/person_role/2024/08/07/photo_220x220_H5QTCcN.png,6,0.0,107221,29,Magrão,356,0.0,,0.0,2.0,False,Fortaleza,1,magrao,,,,,,,,,,,,,,,,,,,,
450,19,Vanderlan Barbosa da Silva,Vanderlan,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_JhaBedf.png,6,5.0,107236,29,Vanderlan,275,3.98,,-0.06,6.85,True,Palmeiras,2,vanderlan,1.0,,,18.0,14.0,,3.0,4.0,,,,,,,,10.0,,1.0,,
451,16,Marcelo José de Lima Filho,Marcelinho,https://s.sde.globo.com/media/person_role/2024/04/26/photo_FORMATO_1GgfZEe.png,6,0.8,107238,29,Marcelinho,286,3.79,,-0.33,4.74,True,Juventude,5,marcelinho,3.0,2.0,,6.0,5.0,6.0,9.0,24.0,,2.0,5.0,,,,,,,,,
452,9,Jose Vitor Silva Neves,Zé Vitor,https://s.sde.globo.com/media/person_role/2024/04/13/photo_220x220_dAbIrS8.png,6,0.0,107256,29,Z. Vitor,293,0.35,,0.0,1.52,False,Athlético-PR,4,ze-vitor,,2.0,,3.0,5.0,1.0,1.0,2.0,,,,,,,,,,,,
453,0,Thayllon Lopes Medeiros,Thayllon,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_UGtlqUd.png,6,0.0,107664,29,Thayllon,373,0.0,,0.0,2.0,False,Atlético-GO,5,thayllon,,,,,,,,,,,,,,,,,,,,
454,1,Nathan Santos de Araújo,Nathan,https://s.sde.globo.com/media/person_role/2024/08/27/photo_FORMATO_pKQqZoC.png,6,0.0,107676,29,Nathan,285,-0.3,,0.0,2.55,False,Internacional,2,nathan,,,,,1.0,,,,,,,,,,,,,,,
455,0,Eduardo de Queiroz Melo,Eduardo Melo,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_9c3cd5s.png,6,0.0,107700,29,E. Melo,288,0.0,,0.0,3.0,False,Criciúma,5,eduardo-melo,,,,,,,,,,,,,,,,,,,,
456,0,Emerson Fabiano Kerber Júnior,Emerson Júnior,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO.png,6,0.0,107740,29,E. Júnior,373,0.0,,0.0,2.0,False,Atlético-GO,1,emerson-junior,,,,,,,,,,,,,,,,,,,,
457,11,Bruno Conceição Praxedes,Praxedes,https://s.sde.globo.com/media/person_role/2024/08/24/photo_FORMATO_Jq0f2vP.png,6,2.9,107744,29,Praxedes,293,1.18,,0.3,3.15,True,Athlético-PR,4,praxedes,,2.0,,9.0,11.0,2.0,2.0,7.0,,,,,,,,,,,,
458,0,Adriel Vasconcelos Ramos,Adriel,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_0qGGyWx.png,6,0.0,107748,29,Adriel,265,0.0,,0.0,4.0,False,Bahia,1,adriel,,,,,,,,,,,,,,,,,,,,
459,0,Fernando Henrique do Nascimento Pereira,Fernando Henrique,https://s.sde.globo.com/media/person_role/2023/03/01/photo_220x220_7OiYeRo.png,6,0.0,107800,29,F. Henrique,283,0.0,,0.0,4.0,False,Cruzeiro,4,fernando-henrique,,,,,,,,,,,,,,,,,,,,
460,11,Natã Felipe de Amorim Santos,Natã,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Kjugdhc.png,6,0.0,107801,29,Natã,284,3.09,,0.0,4.06,False,Grêmio,3,nata,,1.0,,7.0,2.0,1.0,,2.0,,,,,,,,5.0,,,,
461,0,Alexandre Fintelman de Mello Ribeiro da Silva,Fintelman,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_C8LyEyp.png,6,0.0,107859,29,Fintelman,287,0.0,,0.0,2.0,False,Vitória,1,fintelman,,,,,,,,,,,,,,,,,,,,
462,17,Damián Josué Bobadilla Benítez,Bobadilla,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_BoNwEka.png,2,0.9,107873,29,Bobadilla,276,2.35,,-0.06,3.99,True,São Paulo,4,bobadilla,,3.0,,24.0,24.0,1.0,6.0,2.0,2.0,1.0,,,,,,,,,,
463,23,Hugo Ferreira de Farias,Hugo,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_h4IhTE1.png,7,0.0,107908,29,Hugo,264,4.18,,-0.6,6.75,True,Corinthians,2,hugo,4.0,2.0,,38.0,36.0,1.0,9.0,10.0,2.0,,1.0,,,,,5.0,,1.0,,
464,17,Fausto Mariano Vera,Fausto Vera,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_hfXkP4H.png,7,14.7,107950,29,F. Vera,282,3.19,,1.66,6.3,True,Atlético-MG,4,fausto-vera,,,,20.0,20.0,8.0,15.0,7.0,1.0,1.0,,,,,,,,,,
465,23,Isidro Miguel Pitta Saldívar,Isidro Pitta,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_VmtW8Bv.png,7,0.8,108133,29,I. Pitta,1371,2.94,,0.26,4.74,True,Cuiabá,5,isidro-pitta,,4.0,,4.0,22.0,15.0,18.0,20.0,1.0,4.0,21.0,1.0,2.0,,,,,,,
466,8,Thiago Ezequiel Almada,Almada,https://s.sde.globo.com/media/person_role/2024/07/08/photo_FORMATO_Hm0Qmc9.png,7,0.0,108358,29,Almada,263,2.21,,-0.5,6.62,True,Botafogo,4,almada,,,,3.0,2.0,4.0,3.0,7.0,,1.0,,1.0,,,,,,,,
467,7,Alexander Ernesto Aravena Guzmán,Aravena,https://s.sde.globo.com/media/person_role/2024/08/21/photo_FORMATO_fKAXShu.png,6,8.5,108548,29,Aravena,284,2.33,,1.44,3.97,True,Grêmio,5,aravena,1.0,,,,,1.0,1.0,3.0,,1.0,2.0,,,,,,,,,
468,0,Luciano Daniel Arriagada García,Arriagada,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_9Gl7lZe.png,6,0.0,108624,29,Arriagada,293,0.0,,0.0,3.0,False,Athlético-PR,5,arriagada,,,,,,,,,,,,,,,,,,,,
469,4,Carlos Jonás Alcaráz,Alcaraz,https://s.sde.globo.com/media/person_role/2024/08/28/photo_FORMATO_mwFvf2J.png,6,14.6,108670,29,Alcaraz,262,6.55,,2.47,10.14,True,Flamengo,4,alcaraz,1.0,,1.0,8.0,4.0,1.0,2.0,4.0,1.0,1.0,,,,,,,,,,
470,2,David da Hora da Conceição,David,https://s.sde.globo.com/media/person_role/2024/07/15/photo_220x220_ASdR4hr.png,6,0.0,108752,29,David,286,0.85,,0.0,2.84,False,Juventude,5,david,,,,1.0,,,,1.0,,,,,,,,,,,,
471,3,Gonzalo Jordy Plata Jiménez,Plata,https://s.sde.globo.com/media/person_role/2024/08/30/photo_FORMATO_vozSOzp.png,6,-0.7,109096,29,Plata,262,0.43,,-1.03,5.05,True,Flamengo,5,plata,,,,1.0,6.0,,2.0,1.0,,,2.0,,,,,,,,,
472,1,Matheus Nascimento de Paula,Matheus Nascimento,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_g47taLF.png,6,0.0,109114,29,M. Nascimento,263,1.7,,0.0,2.16,False,Botafogo,5,matheus-nascimento,,,,1.0,,,,1.0,,,,,,,,,,,,
473,27,Luiz Henrique André Rosa da Silva,Luiz Henrique,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_f3wPomL.png,7,6.8,109282,29,L. Henrique,263,5.89,,-0.59,11.17,True,Botafogo,5,luiz-henrique,3.0,4.0,,44.0,25.0,11.0,20.0,46.0,,6.0,8.0,,3.0,,,,,,,
474,3,Calebe Gonçalves Ferreira da Silva,Calebe,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_zjAtk2u.png,6,0.0,109461,29,Calebe,356,0.3,,-0.86,4.96,True,Fortaleza,4,calebe,,1.0,,1.0,2.0,,1.0,1.0,,,,,,,,,,,,
475,23,Matheus Martinelli Lima,Martinelli,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_DxKpmdn.png,7,1.5,109573,29,Martinelli,266,2.23,,0.18,4.87,True,Fluminense,4,martinelli,1.0,5.0,,33.0,30.0,1.0,3.0,16.0,,1.0,,,1.0,,,,,,,
476,9,Hugo Gonçalves Ferreira Neto,Hugo,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_SUeVFmE.png,6,0.0,109668,29,Hugo,263,4.55,,0.0,7.47,False,Botafogo,2,hugo,1.0,,,12.0,6.0,,1.0,7.0,,,,,,,,4.0,,1.0,,
477,8,Miguel Ángel Monsalve Gonzáles - González,Monsalve,https://s.sde.globo.com/media/person_role/2024/08/05/photo_FORMATO_HikzJDy.png,7,0.0,109966,29,Monsalve,284,5.84,,0.0,7.63,False,Grêmio,4,monsalve,1.0,,1.0,7.0,8.0,2.0,6.0,15.0,,3.0,,,,,,,,,,
478,0,João Roberto Rota Neto,João Neto,https://s.sde.globo.com/media/person_role/2024/09/02/photo_220x220_sgZqIl3.png,6,0.0,110062,29,J. Neto,280,0.0,,0.0,3.0,False,Bragantino,4,joao-neto,,,,,,,,,,,,,,,,,,,,
479,17,Lázaro Vinicius Marques,Lázaro,https://s.sde.globo.com/media/person_role/2024/02/07/photo_FORMATO.png,6,0.0,110193,29,Lázaro,275,2.93,,0.0,5.02,False,Palmeiras,5,lazaro,,,,4.0,9.0,10.0,13.0,13.0,1.0,2.0,1.0,,,,,,,,,
480,0,Jhonatan Paulo da Silva,Jhonatan,,6,0.0,110208,29,Jhonatan,356,0.0,,0.0,1.0,False,Fortaleza,3,jhonatan,,,,,,,,,,,,,,,,,,,,
481,0,Diego José Palacios Espinoza,Palacios,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_ykV382s.png,5,0.0,110260,29,Palacios,264,0.0,,0.0,5.0,False,Corinthians,2,palacios,,,,,,,,,,,,,,,,,,,,
482,5,José Andrés Martínez Torres,José Martínez,https://s.sde.globo.com/media/person_role/2024/08/26/photo_220x220_jzQXggE.png,7,6.7,110311,29,J. Martínez,264,2.54,,0.88,5.19,True,Corinthians,4,jose-martinez,,2.0,,13.0,9.0,,1.0,4.0,,,,,,,,,,1.0,,
483,10,Alexandro Ezequiel Bernabéi,Bernabéi,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_muBtltt.png,7,6.7,110426,29,Bernabéi,285,5.84,,0.68,7.18,True,Internacional,2,bernabei,,1.0,,23.0,21.0,2.0,4.0,7.0,1.0,2.0,1.0,,,,,2.0,,,,
484,29,Abel Fernando Moreira Ferreira,Abel Ferreira,https://s.sde.globo.com/media/person_role/2021/04/27/574e87d52be9d06fd03fa69fefb60255_FORMATO.png,7,6.04,110506,29,A. Ferreira,275,6.4,,0.12,11.59,True,Palmeiras,6,abel-ferreira,,,,,,,,,,,,,,,,,17.0,,,
485,0,Braian Aguirre Nahuel,Aguirre,https://s.sde.globo.com/media/person_role/2024/09/07/photo_FORMATO_JMSY4Ia.png,6,0.0,110510,29,Aguirre,285,0.0,,0.0,5.0,False,Internacional,2,aguirre,,,,,,,,,,,,,,,,,,,,
486,0,Mateus Oliveira Mendes,Mateus,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_Jhyg9Yk.png,6,0.0,110624,29,Mateus,275,0.0,,0.0,2.0,False,Palmeiras,1,mateus,,,,,,,,,,,,,,,,,,,,
487,13,Imanol Machuca,Machuca,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_aKgahZX.png,6,0.0,110667,29,Machuca,356,1.53,,0.0,3.62,False,Fortaleza,5,machuca,1.0,,,1.0,4.0,2.0,2.0,6.0,,1.0,,,,,,,,,,
488,23,Lucas Ángel Esquivel,Esquivel,https://s.sde.globo.com/media/person_role/2023/05/31/photo_FORMATO_DlnAHYU.png,7,5.1,110668,29,Esquivel,293,4.62,,0.08,8.1,True,Athlético-PR,2,esquivel,3.0,3.0,1.0,46.0,24.0,4.0,7.0,18.0,,,,,,,,6.0,,,,
489,8,Mycael Pontes Moreira,Mycael,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_1naIetc.png,7,1.0,110698,29,Mycael,293,3.0,,-0.2,3.38,True,Athlético-PR,1,mycael,,,1.0,,,,,,,,,,,25.0,6.0,1.0,,,,
490,6,Pedro Felipe de Faria Rangel,Pedro Rangel,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_HAuwqG4.png,3,1.2,110708,29,P. Rangel,373,2.37,,0.08,3.93,True,Atlético-GO,1,pedro-rangel,,3.0,,1.0,,,,,,,,,,22.0,12.0,1.0,,,,
491,9,José Andrés Hurtado Cheme,Andrés Hurtado,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_VE4habv.png,6,6.3,110715,29,A. Hurtado,280,2.26,,1.05,4.88,True,Bragantino,2,andres-hurtado,,1.0,,6.0,7.0,2.0,3.0,3.0,,,1.0,,,,,2.0,,,,
492,10,Rubens Antônio Dias,Rubens,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_mGd1yDc.png,7,7.0,110727,29,Rubens,282,4.82,,1.05,6.8,True,Atlético-MG,2,rubens,1.0,2.0,,25.0,7.0,,6.0,8.0,,,5.0,,,,,2.0,,1.0,,
493,18,John Kennedy Batista de Souza,John Kennedy,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_XO4700O.png,6,0.0,110759,29,J. Kennedy,266,0.98,,0.0,4.14,False,Fluminense,5,john-kennedy,,,,4.0,12.0,4.0,5.0,16.0,,,3.0,,,,,,,,,
494,18,Gabriel Teixeira Aragão,Biel,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_549ojOA.png,6,0.0,110760,29,Biel,265,4.5,,0.0,8.21,False,Bahia,5,biel,4.0,3.0,,8.0,6.0,4.0,7.0,16.0,2.0,4.0,2.0,,,,,,,,,
495,10,Guilherme Lopes de Almeida,Guilherme Lopes,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_wfa8twq.png,7,7.9,110909,29,G. Lopes,280,2.72,,0.28,4.34,True,Bragantino,2,guilherme-lopes,1.0,1.0,,13.0,6.0,,3.0,4.0,,,1.0,,,,,1.0,,,,
496,16,Leonardo Naldi de Matos,Léo Naldi,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_mVG5FsO.png,6,0.0,111005,29,L. Naldi,287,2.47,,0.0,4.27,False,Vitória,4,leo-naldi,,5.0,,32.0,20.0,2.0,3.0,15.0,,,,,,,,,,,,
497,8,Rômulo Azevedo Simão,Rômulo,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_HI2kx56.png,6,0.0,111166,29,Rômulo,275,1.15,,0.0,3.66,False,Palmeiras,4,romulo,,,,5.0,4.0,,3.0,4.0,,,,,,,,,,,,
498,17,Alix Vinicius de Souza Sampaio,Alix Vinicius,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_lm7UgU1.png,3,2.4,111246,29,A. Vinicius,373,1.05,,-0.57,1.97,True,Atlético-GO,3,alix-vinicius,,2.0,2.0,14.0,17.0,3.0,6.0,4.0,,,2.0,,,,,2.0,,,,2.0
499,17,Gustavo Martins de Souza Santos,Gustavo Martins,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_0UAzL2e.png,6,0.0,111309,29,G. Martins,284,3.04,,-1.24,5.4,True,Grêmio,3,gustavo-martins,,1.0,1.0,13.0,16.0,2.0,2.0,6.0,,2.0,1.0,,,,,5.0,,,,1.0
500,0,Kelvi Chiesa Gomes,Kelvi Gomes,https://s.sde.globo.com/media/person_role/2024/08/11/photo_FORMATO.png,6,0.0,111332,29,K. Gomes,286,0.0,,0.0,2.0,False,Juventude,4,kelvi-gomes,,,,,,,,,,,,,,,,,,,,
501,0,Eliel Felisbino Costa,Eliel,https://s.sde.globo.com/media/person_role/2024/03/15/photo_FORMATO_LMEmI4h.png,6,0.0,111363,29,Eliel,288,0.0,,0.0,2.0,False,Criciúma,4,eliel,,,,,,,,,,,,,,,,,,,,
502,0,Weverton Silva de Andrade,Weverton,,6,0.0,111392,29,Weverton,283,0.0,,0.0,1.0,False,Cruzeiro,3,weverton,,,,,,,,,,,,,,,,,,,,
503,20,Luis Gustavo da Silva Machado Duarte,Luis Mandaca,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ZNLvDib.png,7,2.6,111407,29,L. Mandaca,286,2.47,,-1.01,3.85,True,Juventude,4,luis-mandaca,,4.0,,12.0,14.0,6.0,6.0,9.0,1.0,3.0,1.0,,,,,,,,,
504,0,Victor Gabriel da Conceição Ribeiro,Victor Gabriel,https://s.sde.globo.com/media/person_role/2024/09/29/photo_FORMATO_vkbd91B.png,6,0.0,111466,29,V. Gabriel,285,0.0,,0.0,1.0,False,Internacional,3,victor-gabriel,,,,,,,,,,,,,,,,,,,,
505,0,Gabriel Átila Cardoso da Silva,Gabriel Átila,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_MZjZBke.png,6,0.0,111582,29,G. Átila,282,0.0,,0.0,1.0,False,Atlético-MG,1,gabriel-atila,,,,,,,,,,,,,,,,,,,,
506,20,Adson Ferreira Soares,Adson,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_FdRiLgH.png,5,0.0,111682,29,Adson,267,3.96,,0.0,5.46,False,Vasco,4,adson,1.0,2.0,,28.0,7.0,9.0,11.0,18.0,,2.0,,,,,,,,,,
