,atletas.apelido,atletas.clube.id.full.name,atletas.foto,atletas.slug,atletas.jogos_num,atletas.apelido_abreviado,atletas.rodada_id,atletas.clube_id,atletas.pontos_num,atletas.status_id,atletas.media_num,atletas.minimo_para_valorizar,atletas.preco_num,atletas.variacao_num,atletas.posicao_id,atletas.atleta_id,atletas.entrou_em_campo,atletas.nome,DE,GS,CA,FS,SG,G,DS,FC,FF,V,I,FD,PC,PS,A,CV,FT,PP,PI
573,Giovane,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_XV66WsM.png,giovane,0,Giovane,1,264,0.0,6,0.0,,2.0,0.0,5,117849,False,Giovane Santana do Nascimento,,,,,,,,,,,,,,,,,,,
574,Wesley,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_KAHpgBA.png,wesley,1,Wesley,1,264,4.9,2,4.9,,5.02,1.02,5,117909,True,Wesley Gassova Ribeiro Teixeira,,,,1.0,,,2.0,,1.0,,,1.0,,,,,,,
575,Breno Bidon,Corinthians,https://s.sde.globo.com/media/person_role/2022/07/02/7c27a7fcaaaccdedd144a0e9af0c0e2d_FORMATO.png,breno-bidon,0,B. Bidon,1,264,0.0,6,0.0,,2.0,0.0,4,117910,False,Breno de Souza Bidon,,,,,,,,,,,,,,,,,,,
576,Nathan Camargo,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_6uXqvAE.png,nathan-camargo,0,N. Camargo,1,280,0.0,6,0.0,,3.0,0.0,4,118175,False,Nathan Camargo dos Santos,,,,,,,,,,,,,,,,,,,
577,Ronald,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_KF8k6Z6.png,ronald,0,Ronald,1,284,0.0,6,0.0,,4.0,0.0,4,118238,False,Ronald Cardoso Falkoski,,,,,,,,,,,,,,,,,,,
578,Pedrão,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_lueB4Je.png,pedrao,0,Pedrão,1,283,0.0,6,0.0,,2.0,0.0,3,118293,False,Pedro Henrique Franklim da Silva,,,,,,,,,,,,,,,,,,,
579,Eliédson,Criciúma,https://s.sde.globo.com/media/person_role/2024/03/15/photo_FORMATO_Y7jZjrx.png,eliedson,0,Eliédson,1,288,0.0,6,0.0,,3.0,0.0,4,118305,False,Eliédson Pereira de Souza,,,,,,,,,,,,,,,,,,,
580,Rodriguinho,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_TBiswrq.png,rodriguinho,0,Rodriguinho,1,276,0.0,6,0.0,,2.0,0.0,4,118563,False,Rodrigo Huendra Almeida Mendonça,,,,,,,,,,,,,,,,,,,
581,Eliel,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_t0Fw29t.png,eliel,0,Eliel,1,1371,0.0,6,0.0,,3.0,0.0,5,118745,False,Eliel Chrytian Pereira Silva,,,,,,,,,,,,,,,,,,,
582,Mateus Carvalho,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_JfIekB6.png,mateus-carvalho,1,M. Carvalho,1,267,10.2,7,10.2,,6.06,3.06,4,118752,True,Mateus Carvalho dos Santos,,,,2.0,,1.0,1.0,,,,,,,,,,,,
583,Alexsander,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_35s5NpC.png,alexsander,0,Alexsander,1,266,0.0,6,0.0,,5.0,0.0,4,118774,False,Alexsander Christian Gomes da Costa - Cristhian,,,,,,,,,,,,,,,,,,,
584,Jacob Montes,Botafogo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_xADM7g0.png,jacob-montes,0,J. Montes,1,263,0.0,6,0.0,,1.0,0.0,4,118843,False,Jacob Christian Montes,,,,,,,,,,,,,,,,,,,
585,Ruan,Juventude,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_FNxwSO0.png,ruan,0,Ruan,1,286,0.0,6,0.0,,1.0,0.0,5,120444,False,Ruan Pereira Duarte,,,,,,,,,,,,,,,,,,,
586,Arthur Sousa,Corinthians,https://s.sde.globo.com/media/person_role/2024/03/15/photo_FORMATO_pbRL2zS.png,arthur-sousa,0,A. Sousa,1,264,0.0,6,0.0,,2.0,0.0,5,120856,False,Arthur Sousa Araújo,,,,,,,,,,,,,,,,,,,
587,Erick Marcus,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_NNvdTOg.png,erick-marcus,0,E. Marcus,1,267,0.0,6,0.0,,3.0,0.0,5,121184,False,Erick Marcus dos Santos Oliveira do Carmo,,,,,,,,,,,,,,,,,,,
588,Kauan,Fortaleza,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_g8uOoWo.png,kauan,0,Kauan,1,356,0.0,6,0.0,,2.0,0.0,4,121237,False,Kauan Rodrigues da Silva,,,,,,,,,,,,,,,,,,,
589,Da Rocha,Juventude,,da-rocha,0,D. Rocha,1,286,0.0,6,0.0,,1.0,0.0,2,121397,False,Cauê Pereira da Rocha,,,,,,,,,,,,,,,,,,,
590,Guilherme Madruga,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_sRg7Zjl.png,guilherme-madruga,0,G. Madruga,1,1371,0.0,6,0.0,,4.0,0.0,4,121762,False,Guilherme Miranda Madruga Gomes,,,,,,,,,,,,,,,,,,,
591,André,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_AwvmyTT.png,andre,0,André,1,284,0.0,5,0.0,,4.0,0.0,5,121792,False,André Henrique da Silva Martins,,,,,,,,,,,,,,,,,,,
592,Kayke,Corinthians,,kayke,0,Kayke,1,264,0.0,6,0.0,,1.0,0.0,4,121824,False,Kayke Ferrari Guimarães,,,,,,,,,,,,,,,,,,,
593,Kauê,Botafogo,,kaue,0,Kauê,1,263,0.0,6,0.0,,1.0,0.0,4,121827,False,Kauê Rodrigues Pessanha,,,,,,,,,,,,,,,,,,,
594,Janderson,Botafogo,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_ubiTL56.png,janderson,0,Janderson,1,263,0.0,6,0.0,,3.0,0.0,5,121830,False,Janderson de Carvalho Costa,,,,,,,,,,,,,,,,,,,
595,Ryan,Bahia,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_2ivgpWa.png,ryan,0,Ryan,1,265,0.0,5,0.0,,3.0,0.0,2,122300,False,Ryan Carlos Santos de Sousa,,,,,,,,,,,,,,,,,,,
596,Kennedy,Bahia,https://s.sde.globo.com/media/person_role/2023/02/27/photo_FORMATO_nXCTAYa.png,kennedy,0,Kennedy,1,265,0.0,6,0.0,,1.0,0.0,5,122301,False,Kennedy Anderson Gomes Ferreira,,,,,,,,,,,,,,,,,,,
597,Mateus Macedo,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_3LMCTRH.png,mateus-macedo,0,M. Macedo,1,373,0.0,6,0.0,,1.0,0.0,3,122317,False,Matheus Macedo dos Santos,,,,,,,,,,,,,,,,,,,
598,Lorran,Flamengo,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_PqkKiZh.png,lorran,1,Lorran,1,262,0.0,6,0.0,,1.64,-0.36,4,122321,True,Lorran Lucas Pereira de Sousa,,,,,,,,,,,,,,,,,,,
599,Talisson,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_HTUJbDI.png,talisson,0,Talisson,1,280,0.0,6,0.0,,3.0,0.0,5,122393,False,Talisson de Almeida,,,,,,,,,,,,,,,,,,,
600,Gustavinho,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_ayQ4fZH.png,gustavinho,1,Gustavinho,1,280,0.3,2,0.3,,3.39,-0.61,4,122394,True,Gustavo Ribeiro Neves,,,,,,,1.0,3.0,,,,,,,,,,,
601,Ryan,Corinthians,,ryan,0,Ryan,1,264,0.0,6,0.0,,1.0,0.0,4,122396,False,Ryan Gustavo de Lima,,,,,,,,,,,,,,,,,,,
602,Pablo Baianinho,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_58gJ7zZ.png,pablo-baianinho,0,P. Baianinho,1,287,0.0,6,0.0,,1.0,0.0,4,122413,False,Pablo Santos de Alcantara,,,,,,,,,,,,,,,,,,,
603,Thiago Mina,Criciúma,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_Yek8A98.png,thiago-mina,0,T. Mina,1,288,0.0,6,0.0,,1.0,0.0,3,122416,False,Thiago Henrique de Jesus,,,,,,,,,,,,,,,,,,,
604,Lucca,Internacional,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Ki8AphB.png,lucca,1,Lucca,1,285,0.7,6,0.7,,2.71,-0.29,5,122420,True,Lucca Holanda Sampaio Tavares,,,,2.0,,,,1.0,,,,,,,,,,,
605,Isaac,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Lguei9P.png,isaac,0,Isaac,1,266,0.0,6,0.0,,2.0,0.0,5,122439,False,Isaac Rodrigues de Lima,,,,,,,,,,,,,,,,,,,
606,Rayan,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_DAjK7yT.png,rayan,1,Rayan,1,267,4.1,6,4.1,,3.09,1.09,5,122486,True,Rayan Vitor Simplício Rocha,,,,,,,1.0,1.0,4.0,,,,,,,,,,
607,Matheus Belém,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_kBJ7dRJ.png,matheus-belem,0,M. Belém,1,276,0.0,6,0.0,,2.0,0.0,3,122602,False,Matheus José Belém de Souza,,,,,,,,,,,,,,,,,,,
608,Japa,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_7IIL65y.png,japa,0,Japa,1,283,0.0,5,0.0,,2.0,0.0,4,122660,False,João Wellington Gadelha Melo de Oliveira,,,,,,,,,,,,,,,,,,,
609,Lucas Cunha,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_bGdGTnU.png,lucas-cunha,0,L. Cunha,1,280,0.0,6,0.0,,4.0,0.0,3,122755,False,Lucas de Souza Cunha,,,,,,,,,,,,,,,,,,,
610,Gustavo Daniel,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_y7ZiXUn.png,gustavo-daniel,0,G. Daniel,1,373,0.0,6,0.0,,1.0,0.0,2,122819,False,Gustavo Daniel da Silva Gonçalves,,,,,,,,,,,,,,,,,,,
611,Abner,Juventude,,abner,0,Abner,1,286,0.0,6,0.0,,1.0,0.0,3,122861,False,Abner Salles da Silva,,,,,,,,,,,,,,,,,,,
612,Emiliano Rodríguez,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_1aZ2q89.png,emiliano-rodriguez,1,E. Rodríguez,1,373,2.9,7,2.9,,5.13,0.13,5,122887,True,Emiliano Rodríguez Rosales,,,,2.0,,,,1.0,,,2.0,2.0,,,,,,,
613,Marcello,Bahia,,marcello,0,Marcello,1,265,0.0,6,0.0,,1.0,0.0,3,122995,False,Marcello Gesteira de Souza,,,,,,,,,,,,,,,,,,,
614,Sidney,Bahia,https://s.sde.globo.com/media/person_role/2024/04/03/photo_FORMATO_JMWs04L.png,sidney,0,Sidney,1,265,0.0,6,0.0,,1.0,0.0,4,123005,False,Sidney de Carvalho Duarte,,,,,,,,,,,,,,,,,,,
615,Zinho,Grêmio,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_dzNYC4x.png,zinho,0,Zinho,1,284,0.0,6,0.0,,1.0,0.0,5,123153,False,Luis Henrique Hoffmann,,,,,,,,,,,,,,,,,,,
616,Cadu,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_FDCeBal.png,cadu,0,Cadu,1,282,0.0,6,0.0,,2.0,0.0,5,123359,False,Carlos Eduardo Amaral Pereira de Castro,,,,,,,,,,,,,,,,,,,
617,Cauly,Bahia,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_31M3s89.png,cauly,1,Cauly,1,265,1.2,6,1.2,,8.65,-1.35,4,123360,True,Cauly Oliveira Souza,,,,,,,,,,,,1.0,,,,,,,
618,Roger,Bahia,https://s.sde.globo.com/media/person_role/2024/04/03/photo_FORMATO_lrs7L9Q.png,roger,0,Roger,1,265,0.0,6,0.0,,1.0,0.0,4,123494,False,Roger Gabriel Farias de Jesus,,,,,,,,,,,,,,,,,,,
619,Jota,Bahia,,jota,0,Jota,1,265,0.0,6,0.0,,1.0,0.0,4,123497,False,João Victor Broad Moreira Guimarães,,,,,,,,,,,,,,,,,,,
620,Luis Guilherme,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_OfBNMI6.png,luis-guilherme,1,L. Guilherme,1,275,0.0,2,0.0,,2.47,-0.53,4,123713,True,Luis Guilherme Lira dos Santos,,,,,,,,,,,,,,,,,,,
621,Zé Guilherme,Grêmio,https://s.sde.globo.com/media/person_role/2023/05/09/photo_FORMATO_HA7qoxl.png,ze-guilherme,1,Z. Guilherme,1,284,0.0,6,0.0,,0.82,-0.18,2,123717,True,José Guilherme de Lima Costa,,,,,,,,,,,,,,,,,,,
622,Palacios,Atlético-MG,https://s.sde.globo.com/media/person_role/2024/03/07/photo_220x220_b3oriPT.png,palacios,0,Palacios,1,282,0.0,5,0.0,,3.0,0.0,5,123873,False,Brahian Palacios Alzate,,,,,,,,,,,,,,,,,,,
623,Fábio,Vitória,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_ipoYISJ.png,fabio,0,Fábio,1,287,0.0,6,0.0,,2.0,0.0,5,123960,False,Fábio Soares dos Santos,,,,,,,,,,,,,,,,,,,
624,Henry Mosquera,Bragantino,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_id8Dwn8.png,henry-mosquera,1,H. Mosquera,1,280,0.5,7,0.5,,4.29,-0.71,5,124239,True,Henry David Mosquera Sánchez,,,,1.0,,,,,,,,,,,,,,,
625,Isaac,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/04/22/photo_FORMATO_3csZZPr.png,isaac,0,Isaac,1,282,0.0,6,0.0,,1.0,0.0,5,124247,False,Isaac Aguiar Tomich,,,,,,,,,,,,,,,,,,,
626,Gustavo Prado,Internacional,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_Ph1gWxf.png,gustavo-prado,1,G. Prado,1,285,0.0,6,0.0,,1.64,-0.36,4,124271,True,Gustavo Prado Alves,,,,,,,,,,,,,,,,,,,
627,Gabriel Carvalho,Internacional,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_Qpx6o0t.png,gabriel-carvalho,0,G. Carvalho,1,285,0.0,6,0.0,,1.0,0.0,4,124275,False,Gabriel Carvalho Teixeira,,,,,,,,,,,,,,,,,,,
628,Ricardo Mathias,Internacional,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_KQzCuL1.png,ricardo-mathias,0,R. Mathias,1,285,0.0,6,0.0,,2.0,0.0,5,124280,False,Ricardo Mathias da Silva,,,,,,,,,,,,,,,,,,,
629,Allyson,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_NECUM0Z.png,allyson,1,Allyson,1,1371,2.4,6,2.4,,3.31,0.31,3,124340,True,Allyson Aires dos Santos,,,,,,,2.0,,,,,,,,,,,,
630,Léo Aragão,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_7877COP.png,leo-aragao,0,L. Aragão,1,283,0.0,6,0.0,,2.0,0.0,1,124369,False,Leonardo de Aragão Carvalho,,,,,,,,,,,,,,,,,,,
631,Mateo Ponte,Botafogo,https://s.sde.globo.com/media/person_role/2023/08/02/photo_FORMATO_V0797EE.png,mateo-ponte,1,M. Ponte,1,263,4.1,2,4.1,,3.91,0.91,2,124481,True,Mateo Ponte Costa,,,,1.0,,,3.0,,,,,,,,,,,,
632,Romeo Benítez,Athlético-PR,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_60xT1wl.png,romeo-benitez,0,R. Benítez,1,293,0.0,6,0.0,,3.0,0.0,5,124509,False,Bernardo Romeo Benítez Fariña,,,,,,,,,,,,,,,,,,,
633,Felipe Negrucci,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Ftjtc7V.png,felipe-negrucci,0,F. Negrucci,1,276,0.0,6,0.0,,2.0,0.0,4,124674,False,Felipe Negrucci Berdague,,,,,,,,,,,,,,,,,,,
634,Paulo Vitor,Atlético-MG,https://s.sde.globo.com/media/person_role/2023/05/07/photo_FORMATO_1HEXq1i.png,paulo-vitor,0,P. Vitor,1,282,0.0,5,0.0,,1.0,0.0,4,124690,False,Paulo Vitor Monteiro,,,,,,,,,,,,,,,,,,,
635,Nathan Fernandes,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_nzWNsYv.png,nathan-fernandes,1,N. Fernandes,1,284,2.9,6,2.9,,4.31,0.31,5,124757,True,Nathan Ribeiro Fernandes,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,
636,Kauã Elias,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_UGP7Pol.png,kaua-elias,1,K. Elias,1,266,0.0,6,0.0,,1.64,-0.36,5,124821,True,Kauã Elias Nogueira,,,,,,,,,,,,,,,,,,,
637,Wesley Costa,Grêmio,https://s.sde.globo.com/media/person_role/2023/09/03/photo_FORMATO_tWVFhHY.png,wesley-costa,0,W. Costa,1,284,0.0,6,0.0,,1.0,0.0,2,125000,False,Wesley Costa da Silva,,,,,,,,,,,,,,,,,,,
638,Robert,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_0Vl4WfI.png,robert,0,Robert,1,283,0.0,6,0.0,,2.0,0.0,5,125050,False,Robert Vinicius Rodrigues Silva,,,,,,,,,,,,,,,,,,,
639,Viery,Grêmio,,viery,0,Viery,1,284,0.0,6,0.0,,1.0,0.0,3,125467,False,Viery Fernandes Santos Lopes,,,,,,,,,,,,,,,,,,,
640,Alisson,Atlético-MG,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_THGcoZm.png,alisson,0,Alisson,1,282,0.0,2,0.0,,4.0,0.0,4,125469,False,Alisson Santana Lopes da Fonseca,,,,,,,,,,,,,,,,,,,
641,Serginho,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_ytTWQ9L.png,serginho,0,Serginho,1,267,0.0,6,0.0,,3.0,0.0,5,125471,False,Sérgio Antonio de Luiz Junior,,,,,,,,,,,,,,,,,,,
642,João Pedro,Corinthians,https://s.sde.globo.com/media/person_role/2023/08/19/photo_FORMATO.png,joao-pedro,0,J. Pedro,1,264,0.0,6,0.0,,1.0,0.0,3,125488,False,João Pedro de Sousa Rodrigues,,,,,,,,,,,,,,,,,,,
643,Dudu,Athlético-PR,https://s.sde.globo.com/media/person_role/2023/07/07/photo_FORMATO_3PWOW7f.png,dudu,0,Dudu,1,293,0.0,6,0.0,,1.0,0.0,4,125746,False,Eduardo Kogitzki Anastacio,,,,,,,,,,,,,,,,,,,
644,Zapelli,Athlético-PR,https://s.sde.globo.com/media/person_role/2023/07/21/photo_FORMATO_hPfi5y5.png,zapelli,1,Zapelli,1,293,4.4,6,4.4,,6.48,0.48,4,125926,True,Bruno Zapelli,,,,,,,,2.0,,,,,,,1.0,,,,
645,Gustavo Nunes,Grêmio,https://s.sde.globo.com/media/person_role/2024/03/13/photo_FORMATO.png,gustavo-nunes,1,G. Nunes,1,284,0.2,7,0.2,,1.72,-0.28,5,126117,True,Gustavo Nunes Fernandes Gomes,,,,1.0,,,,1.0,,,,,,,,,,,
646,Paulinho,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_zLpxwyY.png,paulinho,0,Paulinho,1,267,0.0,5,0.0,,6.0,0.0,4,126182,False,Paulo Lucas Santos de Paula,,,,,,,,,,,,,,,,,,,
647,Derik Lacerda,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_cgYyCgr.png,derik-lacerda,1,D. Lacerda,1,1371,2.6,6,2.6,,3.38,0.38,5,126216,True,Derik Gean Severino Lacerda,,,1.0,2.0,,,2.0,2.0,1.0,,,,,,,,,,
648,Justen,Fluminense,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_9KI5y7C.png,justen,0,Justen,1,266,0.0,6,0.0,,3.0,0.0,2,126387,False,Lucas da Silva Justen,,,,,,,,,,,,,,,,,,,
649,Barreal,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_rsHwvD6.png,barreal,1,Barreal,1,283,0.0,6,0.0,,3.29,-0.71,5,126471,True,Álvaro Martín Barreal,,,,,,,,,,,,,,,,,,,
650,Luquinhas,Fortaleza,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_NgK9gAI.png,luquinhas,0,Luquinhas,1,356,0.0,6,0.0,,2.0,0.0,4,126697,False,Lucas Lima Linhares,,,,,,,,,,,,,,,,,,,
651,Igor Coronado,Corinthians,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_Bzw6tC2.png,igor-coronado,1,I. Coronado,1,264,0.0,2,0.0,,7.4,-1.6,4,126900,True,Igor Caique Coronado,,,,,,,,,,,,,,,,,,,
652,Fernando Seabra,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/04/09/photo_220x220_GrLAgQt.png,fernando-seabra,1,F. Seabra,1,283,6.11,7,6.11,,7.91,0.91,6,126977,True,Fernando Seabra,,,,,,,,,,1.0,,,,,,,,,
653,Artur Jorge,Botafogo,https://s.sde.globo.com/media/person_role/2024/04/05/photo_220x220_4pgYWQ9.png,artur-jorge,1,A. Jorge,1,263,3.5,7,3.5,,6.17,0.17,6,127273,True,Artur Jorge Torres Gomes Araújo Amorim,,,,,,,,,,,,,,,,,,,
654,João Pedro,Cruzeiro,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pj9omFV.png,joao-pedro,0,J. Pedro,1,283,0.0,6,0.0,,3.0,0.0,5,128327,False,João Pedro da Cruz Oliveira,,,,,,,,,,,,,,,,,,,
655,Marcão,Athlético-PR,https://s.sde.globo.com/media/person_role/2023/10/17/photo_FORMATO_560IfKk.png,marcao,0,Marcão,1,293,0.0,6,0.0,,1.0,0.0,3,128429,False,Marcos André Paulino Maia,,,,,,,,,,,,,,,,,,,
656,João Cruz,Athlético-PR,https://s.sde.globo.com/media/person_role/2023/10/17/photo_FORMATO_WnvtCLu.png,joao-cruz,0,J. Cruz,1,293,0.0,6,0.0,,1.0,0.0,4,128431,False,João Victor Machado Cruz,,,,,,,,,,,,,,,,,,,
657,Caio Araújo,Grêmio,https://s.sde.globo.com/media/person_role/2023/10/18/photo_FORMATO_o6DPisY.png,caio-araujo,0,C. Araújo,1,284,0.0,6,0.0,,1.0,0.0,4,128482,False,Caio de Oliveira Araújo,,,,,,,,,,,,,,,,,,,
658,Rayan Lucas,Flamengo,https://s.sde.globo.com/media/person_role/2023/12/06/photo_FORMATO_eCO6g7f.png,rayan-lucas,0,R. Lucas,1,262,0.0,6,0.0,,3.0,0.0,4,128590,False,Rayan Lucas Marques de Souza,,,,,,,,,,,,,,,,,,,
659,William Gomes,São Paulo,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_R4UlTHA.png,william-gomes,1,W. Gomes,1,276,2.1,6,2.1,,1.56,0.56,5,128668,True,William Gomes Carvalho Santos,,,,,,,,1.0,,,,2.0,,,,,,,
660,Luiz Felipe,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JOhmWKE.png,luiz-felipe,0,L. Felipe,1,1371,0.0,6,0.0,,1.0,0.0,4,128669,False,Luiz Felipe Mathias Silva,,,,,,,,,,,,,,,,,,,
661,Talles Wander,São Paulo,https://s.sde.globo.com/media/person_role/2023/11/23/photo_FORMATO.png,talles-wander,0,T. Wander,1,276,0.0,6,0.0,,1.0,0.0,5,128769,False,Talles Wander Santos Ribeiro,,,,,,,,,,,,,,,,,,,
662,Estêvão,Palmeiras,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_ndyx6H0.png,estevao,1,Estêvão,1,275,1.2,6,1.2,,2.07,0.07,5,128915,True,Estêvão Willian Almeida de Oliveira Gonçalves,,,,,,,1.0,,,,,,,,,,,,
663,Luciano Giménez,Cuiabá,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_N1znp7r.png,luciano-gimenez,0,L. Giménez,1,1371,0.0,6,0.0,,3.0,0.0,5,129202,False,Luciano Giménez Alanda,,,,,,,,,,,,,,,,,,,
664,Zuleta,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_IBrilAp.png,zuleta,0,Zuleta,1,373,0.0,6,0.0,,3.0,0.0,4,129227,False,Mateo Zuleta García,,,,,,,,,,,,,,,,,,,
665,Wendel,Bahia,,wendel,0,Wendel,1,265,0.0,6,0.0,,1.0,0.0,4,129661,False,Wendel Silva Passos,,,,,,,,,,,,,,,,,,,
666,JP,Vasco,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_bBaUSEp.png,jp,1,JP,1,267,2.9,6,2.9,,1.84,0.84,4,129666,True,João Pedro Murilo de Paula Morais,,,,1.0,,,2.0,,,,,,,,,,,,
667,Eduardo,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_KXJszMB.png,eduardo,0,Eduardo,1,373,0.0,6,0.0,,1.0,0.0,1,129761,False,Eduardo Batista dos Santos,,,,,,,,,,,,,,,,,,,
668,Max,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/03/16/photo_FORMATO_czuX078.png,max,1,Max,1,373,0.0,6,0.0,,2.47,-0.53,5,129766,True,Maswel Ananias Silva,,,,,,,,,,,,,,,,,,,
669,João Vitor,Juventude,https://s.sde.globo.com/media/person_role/2024/04/10/photo_FORMATO_JTq9k1X.png,joao-vitor,0,J. Vitor,1,286,0.0,6,0.0,,1.0,0.0,2,129999,False,João Vitor Cardoso de Souza,,,,,,,,,,,,,,,,,,,
670,Erick Garcia,Criciúma,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_iq2Ogip.png,erick-garcia,0,E. Garcia,1,288,0.0,6,0.0,,1.0,0.0,3,130211,False,Erick Ryan Garcia da Silva,,,,,,,,,,,,,,,,,,,
671,Caio Roque,Bahia,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_8Jg9gck.png,caio-roque,0,C. Roque,1,265,0.0,6,0.0,,2.0,0.0,2,130232,False,Caio Alves Roque Gomes,,,,,,,,,,,,,,,,,,,
672,Breno Santos,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_LIIpUay.png,breno-santos,0,B. Santos,1,373,0.0,6,0.0,,2.0,0.0,4,130281,False,Breno Santos Ignacio,,,,,,,,,,,,,,,,,,,
673,Geovane,Atlético-GO,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_OZZRB6n.png,geovane,0,Geovane,1,373,0.0,6,0.0,,1.0,0.0,5,130284,False,Pedro Geovane Paranhos Santos,,,,,,,,,,,,,,,,,,,
674,Rafael Pinna,Juventude,,rafael-pinna,0,R. Pinna,1,286,0.0,6,0.0,,1.0,0.0,5,130316,False,Rafael Oliveira Pinna,,,,,,,,,,,,,,,,,,,
