,atletas.preco_num,atletas.clube.id.full.name,atletas.jogos_num,atletas.media_num,atletas.variacao_num,atletas.minimo_para_valorizar,atletas.entrou_em_campo,atletas.atleta_id,atletas.apelido,atletas.nome,atletas.clube_id,atletas.status_id,atletas.pontos_num,atletas.foto,atletas.posicao_id,atletas.apelido_abreviado,atletas.rodada_id,atletas.slug,A,CA,DS,FC,FD,FF,FS,FT,G,I,DE,GS,SG,PS,V,CV,DP,PC,PP,GC
172,6.3,Bahia,14,3.82,-0.08,,True,87470,Thaciano,Thaciano Mickael da Silva,265,6,0.7,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO_wgwd4Ze.png,4,Thaciano,16,thaciano,,3.0,7.0,7.0,3.0,13.0,5.0,1.0,4.0,13.0,,,,,,,,,,
173,2.59,Cuiabá,0,-1.0,0.0,,False,87603,Mateus Pasinato,Mateus Pasinato,1371,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_5YNRqaD.png,1,M. Pasinato,16,mateus-pasinato,,1.0,,,,,,,,,,,,,,,,,,
174,4.41,Vasco,10,2.17,0.0,,False,87660,Galdames,Pablo Ignacio Galdames Millán,267,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8l71w1x.png,4,Galdames,16,galdames,1.0,3.0,16.0,25.0,1.0,3.0,9.0,,,1.0,,,,,,,,,,
175,2.48,Bahia,3,-0.27,0.0,,False,87747,Yago Felipe,Yago Felipe da Costa Rocha,265,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_wf2lvdn.png,4,Y. Felipe,16,yago-felipe,,1.0,,2.0,,1.0,,,,,,,,,,,,,,
176,9.41,Atlético-MG,6,2.65,0.0,,False,87853,Mauricio Lemos,Paolo Mauricio Lemos Merladett,282,5,0.0,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,3,M. Lemos,16,mauricio-lemos,,3.0,4.0,10.0,,2.0,1.0,,,,,,3.0,,,,,,,
177,15.9,Flamengo,4,6.55,0.0,,False,87863,Arrascaeta,Giorgian Daniel de Arrascaeta Benedetti,262,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_ehYT9k1.png,4,Arrascaeta,16,arrascaeta,2.0,1.0,,3.0,2.0,4.0,9.0,,1.0,,,,,,,,,,,
178,11.57,Atlético-MG,14,6.13,-0.08,,True,87999,Gustavo Scarpa,Gustavo Henrique Furtado Scarpa,282,7,4.1,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_UXqyPlk.png,4,G. Scarpa,16,gustavo-scarpa,4.0,3.0,12.0,6.0,10.0,8.0,22.0,1.0,3.0,2.0,,,,,,,,,,
179,3.12,Cuiabá,11,2.05,0.0,,False,88033,Alan Empereur,Alan Pereira Empereur,1371,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_yJZY7yN.png,3,A. Empereur,16,alan-empereur,1.0,4.0,2.0,5.0,,2.0,8.0,,,,,,3.0,,,,,,,
180,3.0,Internacional,0,0.0,0.0,,False,88136,Ivan,Ivan Quaresma da Silva,285,5,0.0,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_TR1I7LU.png,1,Ivan,16,ivan,,,,,,,,,,,,,,,,,,,,
181,6.0,Atlético-MG,0,0.0,0.0,,False,88312,Junior Alonso,Júnior Osmar Ignacio Alonso Mujica,282,6,0.0,https://s.sde.globo.com/media/person_role/2022/07/15/18f148a4c0e6304c4e127291f1935424_FORMATO.png,3,J. Alonso,16,junior-alonso,,,,,,,,,,,,,,,,,,,,
182,5.45,Corinthians,10,2.35,-0.11,,True,88323,Ángel Romero,Ángel Rodrigo Romero Villamayor,264,2,2.0,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_1ruJswV.png,5,Ã. Romero,16,angel-romero,,2.0,8.0,5.0,2.0,9.0,16.0,,,2.0,,,,,,,,,,
183,7.68,Flamengo,13,4.91,-0.73,,True,88393,Ayrton Lucas,Ayrton Lucas Dantas de Medeiros,262,6,0.7,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_vtzXktM.png,2,A. Lucas,16,ayrton-lucas,1.0,1.0,16.0,9.0,2.0,6.0,14.0,2.0,1.0,,,,3.0,,,,,,,
184,7.0,Cruzeiro,0,0.0,0.0,,False,88479,Walace,Walace Souza Silva,283,6,0.0,https://s.sde.globo.com/media/person_role/2024/07/02/photo_FORMATO_WwpovZU.png,4,Walace,16,walace,,,,,,,,,,,,,,,,,,,,
185,6.35,Cuiabá,9,4.52,0.0,,False,89141,Petit,Armando Gonçalves Teixeira,1371,6,0.0,https://s.sde.globo.com/media/person_role/2024/05/06/photo_FORMATO_dWuxEhT.png,6,Petit,16,petit,,,,,,,,,,,,,,,2.0,,,,,
186,5.29,Criciúma,13,3.9,-0.17,,True,89224,Barreto,Gustavo Bonatto Barreto,288,7,2.4,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_ppF3oM9.png,4,Barreto,16,barreto,1.0,2.0,22.0,27.0,2.0,2.0,13.0,1.0,2.0,1.0,,,,,,,,,,
187,6.23,Flamengo,16,3.89,0.19,,True,89256,Gerson,Gerson Santos da Silva,262,6,2.5,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_mBAg0JY.png,4,Gerson,16,gerson,3.0,1.0,17.0,18.0,7.0,7.0,23.0,,1.0,1.0,,,,,,,,,,
188,5.66,Grêmio,11,3.3,-0.22,,True,89273,João Pedro,João Pedro Maturano dos Santos,284,7,4.4,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_yq877xk.png,2,J. Pedro,16,joao-pedro,1.0,1.0,9.0,3.0,2.0,5.0,6.0,1.0,,,,,2.0,,,,,,,
189,12.16,Cruzeiro,14,8.27,-0.15,,True,89275,William,Willian de Asevedo Furtado,283,6,7.7,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_Wno5RKV.png,2,William,16,william,3.0,3.0,41.0,16.0,4.0,7.0,6.0,,2.0,,,,6.0,,,,,,,
190,6.31,Juventude,13,4.17,0.0,,False,89467,Erick,Erick Samuel Correa Farias,286,7,0.0,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_GS948NH.png,5,Erick,16,erick,,,16.0,2.0,5.0,5.0,4.0,,3.0,4.0,,,,,,,,,,
191,4.69,Atlético-MG,10,1.92,0.0,,False,89493,Igor Rabello,Igor Rabello da Costa,282,7,0.0,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_JxE36o1.png,3,I. Rabello,16,igor-rabello,,2.0,8.0,8.0,1.0,1.0,2.0,,,,,,3.0,,,1.0,,1.0,,
192,4.68,Internacional,10,2.39,0.0,,False,89637,Thiago Maia,Thiago Maia Alencar,285,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_CBUMmTU.png,4,T. Maia,16,thiago-maia,,,18.0,12.0,1.0,4.0,3.0,,,,,,,,,,,,,
193,3.29,Vitória,6,1.92,0.0,,False,89646,Rodrigo Andrade,José Rodrigo Andrade Ramos,287,5,0.0,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_j4J1Kog.png,4,R. Andrade,16,rodrigo-andrade,,,7.0,6.0,,3.0,5.0,,,,,,,,,,,,,
194,4.39,Vitória,4,3.23,0.0,,False,89695,Iury Castilho,Iury Lirio Freitas de Castilho,287,6,0.0,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_5wPuqrz.png,5,I. Castilho,16,iury-castilho,,1.0,,6.0,,1.0,8.0,1.0,1.0,1.0,,,,,,,,,,
195,10.33,São Paulo,14,5.29,-2.07,,True,89840,Calleri,Jonathan Calleri,276,7,-0.4,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hF89kWc.png,5,Calleri,16,calleri,2.0,3.0,6.0,19.0,6.0,8.0,31.0,2.0,4.0,15.0,,,,,,,,,,
196,8.84,Grêmio,14,4.72,-0.64,,True,89846,Cristaldo,Franco Cristaldo,284,7,0.5,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_4i2PnOy.png,4,Cristaldo,16,cristaldo,1.0,,14.0,4.0,6.0,6.0,17.0,,3.0,2.0,,,,1.0,,,,,,
197,2.94,Grêmio,12,1.29,-0.4,,True,89883,Dodi,Douglas Moreira Fagundes,284,2,0.2,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_SoQQafa.png,4,Dodi,16,dodi,,3.0,11.0,16.0,1.0,3.0,13.0,,,,,,,,,,,,,
198,2.37,Grêmio,11,0.64,0.2,,True,89918,Everton Galdino,Everton Galdino Moreira,284,6,2.4,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ywqLzxA.png,5,E. Galdino,16,everton-galdino,,4.0,5.0,8.0,1.0,3.0,8.0,,,1.0,,,,,,,,,,
199,7.05,Fortaleza,11,3.56,-0.74,,True,90061,Bruno Pacheco,Bruno de Jesus Pacheco,356,2,0.0,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_xopRGnx.png,2,B. Pacheco,16,bruno-pacheco,,1.0,12.0,7.0,,3.0,5.0,,1.0,,,,3.0,,,,,,,
200,8.92,Flamengo,13,5.78,0.0,,False,90285,Bruno Henrique,Bruno Henrique Pinto,262,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JiNgXjg.png,5,B. Henrique,16,bruno-henrique,,2.0,19.0,17.0,6.0,7.0,26.0,,4.0,3.0,,,,2.0,,,,,,
201,5.14,Fortaleza,3,2.23,0.0,,False,90302,Pedro Rocha,Pedro Rocha Neves,356,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_Mch7ZGz.png,5,P. Rocha,16,pedro-rocha,1.0,,1.0,,,,1.0,,,,,,,,,,,,,
202,6.44,Bragantino,8,3.95,0.0,,False,90303,Lincoln,Lincoln Henrique Oliveira dos Santos,280,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_3jS17Nq.png,4,Lincoln,16,lincoln,,2.0,8.0,4.0,,4.0,12.0,,2.0,,,,,,,,,,,
203,7.36,Vasco,13,4.11,-0.94,,True,90309,David,David Correa da Fonseca,267,7,-0.9,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_4eK3iOa.png,5,David,16,david,3.0,4.0,15.0,15.0,2.0,11.0,10.0,,2.0,2.0,,,,,,1.0,,,,
204,3.6,Bahia,12,1.17,0.23,,True,90449,Rezende,Júlio César de Rezende Miranda,265,6,2.3,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_0kSZPcN.png,4,Rezende,16,rezende,,2.0,11.0,9.0,,2.0,8.0,,,,,,,,,,,,,
205,4.28,Juventude,12,2.83,0.0,,False,90588,Caíque,Caique de Jesus Gonçalves,286,7,0.0,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RJHB8O8.png,4,Caíque,16,caique,,4.0,28.0,16.0,,1.0,19.0,,,,,,,,,,,1.0,,
206,3.46,Juventude,1,2.0,0.0,,False,90590,Mateus Claus,Mateus Eduardo Claus,286,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ahQNt5A.png,1,M. Claus,16,mateus-claus,,1.0,,,,,,,,,4.0,1.0,,,,,,,,
207,2.68,Cuiabá,10,1.64,0.0,,False,90634,Lucas Mineiro,Lucas da Silva Izidoro,1371,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_xH8ilrc.png,4,L. Mineiro,16,lucas-mineiro,,2.0,15.0,17.0,,2.0,8.0,,,1.0,,,,,,,,,,
208,8.62,Vitória,15,5.51,0.58,,True,90703,Matheuzinho,Matheus Martins Fogaça de Paulo,287,7,5.2,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_oRcCuAx.png,4,Matheuzinho,16,matheuzinho,4.0,2.0,14.0,9.0,9.0,11.0,30.0,,2.0,1.0,,,,,,,,,,
209,9.47,Atlético-GO,13,5.84,0.0,,False,90715,Luiz Fernando,Luiz Fernando Moraes dos Santos,373,7,0.0,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_TFNlZWH.png,5,L. Fernando,16,luiz-fernando,,3.0,13.0,15.0,7.0,10.0,26.0,,5.0,5.0,,1.0,,,,,,,,
210,4.91,Flamengo,14,2.85,-0.45,,True,90768,Fabrício Bruno,Fabrício Bruno Soares de Faria,262,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_lglDAms.png,3,F. Bruno,16,fabricio-bruno,,3.0,12.0,3.0,2.0,1.0,6.0,,1.0,,,,3.0,,,,,,,
211,3.46,Juventude,8,2.64,0.0,,False,90943,Zé Marcos,José Marcos Alves Luis,286,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_s0j6JVw.png,3,Z. Marcos,16,ze-marcos,,4.0,7.0,3.0,,2.0,12.0,,,,,,2.0,,,,,,,
212,5.43,Fortaleza,6,4.6,-1.27,,True,90947,Cardona,Tomás Cardona,356,6,-0.2,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_YucaBOt.png,3,Cardona,16,cardona,,1.0,7.0,5.0,,1.0,2.0,,,1.0,,,4.0,,,,,,,
213,3.78,Atlético-GO,14,2.37,-0.11,,True,91101,Ronaldo,Ronaldo de Oliveira Strada,373,7,2.0,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_AaiyHtB.png,1,Ronaldo,16,ronaldo,1.0,1.0,,1.0,,,3.0,,,,48.0,22.0,1.0,,,1.0,,,,
214,4.17,Vitória,2,0.35,-0.31,,True,91151,Everaldo,Everaldo Silva do Nascimento,287,6,0.7,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_ZpwUiXj.png,5,Everaldo,16,everaldo,,,,1.0,,,2.0,,,,,,,,,,,,,
215,2.92,Vitória,7,1.8,-0.29,,True,91190,PK,Ítaro Patric Cardoso Calmon,287,6,-0.1,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_lh9cyLQ.png,2,PK,16,pk,,,7.0,5.0,1.0,2.0,2.0,,,1.0,,,1.0,,,1.0,,,,
216,2.38,Grêmio,7,0.37,0.0,,False,91254,Carballo,Felipe Ignacio Carballo Ares,284,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_w5Qzw1m.png,4,Carballo,16,carballo,,2.0,5.0,8.0,,,2.0,,,,,,,,,,,,,
217,4.12,Flamengo,8,1.64,0.24,,True,91473,Erick Pulgar,Erick Antonio Pulgar Farfán,262,6,4.2,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JP7R0QW.png,4,E. Pulgar,16,erick-pulgar,,1.0,11.0,12.0,1.0,1.0,5.0,,,,,,,,,,,,,
218,4.94,Juventude,6,4.07,0.0,,False,91509,Rodrigo Sam,Rodrigo Eduardo da Silva,286,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_CwBUWEK.png,3,R. Sam,16,rodrigo-sam,,2.0,6.0,7.0,,1.0,5.0,,1.0,,,,2.0,,,,,,,
219,2.76,Criciúma,11,0.85,-0.08,,True,91521,Eder,Eder Citadin Martins,288,6,0.0,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_8rXUJzI.png,5,Eder,16,eder,,3.0,3.0,2.0,2.0,5.0,6.0,,,1.0,,,,,,,,,,
220,7.02,São Paulo,14,3.69,-0.66,,True,91573,Arboleda,Robert Abel Arboleda Escobar,276,7,1.2,https://s.sde.globo.com/media/person_role/2024/05/07/photo_FORMATO_4juynn8.png,3,Arboleda,16,arboleda,,2.0,19.0,10.0,2.0,,7.0,,1.0,1.0,,,4.0,,,,,,,
221,7.03,Palmeiras,15,3.91,-0.8,,True,91607,Rony,Ronielson da Silva Barbosa,275,7,1.6,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_j8iPskd.png,5,Rony,16,rony,,4.0,10.0,15.0,12.0,10.0,19.0,,3.0,9.0,,,,,,,,,,
222,8.91,Cruzeiro,10,3.46,0.0,,False,91706,Marlon,Marlon Rodrigues Xavier,283,5,0.0,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_6dy9M0T.png,2,Marlon,16,marlon,,,17.0,16.0,1.0,1.0,6.0,,,,,,4.0,,,2.0,,,,
223,4.0,Bahia,0,0.0,0.0,,False,91772,David Duarte,David de Duarte Macedo,265,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_laPiI8c.png,3,D. Duarte,16,david-duarte,,,,,,,,,,,,,,,,,,,,
224,5.99,Cruzeiro,13,4.01,0.36,,True,91866,Zé Ivaldo,José Ivaldo Almeida Silva,283,6,6.7,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_XkfvN4h.png,3,Z. Ivaldo,16,ze-ivaldo,,5.0,10.0,12.0,6.0,9.0,11.0,,,2.0,,,6.0,,,,,1.0,,
225,6.44,Grêmio,11,3.04,0.15,,True,91908,Pavón,Cristian David Pavón,284,7,1.1,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_cVczRJH.png,5,Pavón,16,pavon,1.0,2.0,9.0,5.0,6.0,5.0,4.0,,1.0,1.0,,,,,,,,,,
226,7.33,Corinthians,4,4.07,0.0,,False,92075,Ramón Díaz,Ramón Ángel Díaz,264,7,0.0,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO.png,6,R. Díaz,16,ramon-diaz,,,,,,,,,,,,,,,1.0,,,,,
227,7.0,Atlético-MG,0,0.0,0.0,,False,92087,Lyanco,Lyanco Evangelista Silveira Neves Vojnovic,282,6,0.0,https://s.sde.globo.com/media/person_role/2024/07/05/photo_FORMATO_3LfkT8x.png,3,Lyanco,16,lyanco,,,,,,,,,,,,,,,,,,,,
228,1.95,Cuiabá,8,0.33,0.0,,False,92146,André Luís,Andre Luis da Costa Alfredo,1371,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Y6GBzlR.png,5,A. Luís,16,andre-luis,,2.0,2.0,5.0,,1.0,6.0,,,,,,,,,,,,,
229,2.45,Internacional,8,-0.2,0.0,,False,92149,Alario,Lucas Nicolás Alario,285,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_5Z61ABy.png,5,Alario,16,alario,,4.0,,7.0,1.0,4.0,4.0,,,9.0,,,,,,,,1.0,,
230,3.99,Grêmio,1,1.0,0.0,,False,92207,Caíque,Caíque Luiz Santos da Purificação,284,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_R17UU3T.png,1,Caíque,16,caique,,,,,,,,,,,3.0,2.0,,,,,,,,
231,4.62,Grêmio,9,2.76,0.0,,False,92237,Rodrigo Ely,Rodrigo Ely,284,7,0.0,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RubzI83.png,3,R. Ely,16,rodrigo-ely,,3.0,8.0,5.0,2.0,3.0,6.0,1.0,,,,,2.0,,,,,1.0,,
232,1.46,Bragantino,9,0.22,0.0,,False,92496,Raul,Raul Lô Gonçalves,280,6,0.0,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_kP2nvPk.png,4,Raul,16,raul,,,2.0,8.0,1.0,1.0,,,,,,,,,,,,,,
233,4.84,Fortaleza,14,2.2,-0.22,,True,92696,Renato Kayzer,Renato Kayzer de Souza,356,6,0.5,https://s.sde.globo.com/media/person_role/2024/04/15/photo_FORMATO.png,5,R. Kayzer,16,renato-kayzer,,1.0,8.0,14.0,5.0,8.0,13.0,1.0,1.0,6.0,,,,,,1.0,,,,
234,8.09,Cuiabá,1,4.3,0.0,,False,92708,Deyverson,Deyverson Brum Silva Acosta,1371,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_K9KAkJa.png,5,Deyverson,16,deyverson,,,1.0,,1.0,,4.0,,,1.0,,,,,,,,,,
235,5.0,Palmeiras,0,0.0,0.0,,False,92811,Bruno Rodrigues,Bruno Rafael Rodrigues do Nascimento,275,5,0.0,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_lto9czN.png,5,B. Rodrigues,16,bruno-rodrigues,,,,,,,,,,,,,,,,,,,,
236,10.44,Internacional,5,5.14,0.0,,False,92854,Borré,Rafael Santos Borré Maury,285,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_kHlqucZ.png,5,Borré,16,borre,1.0,2.0,4.0,12.0,6.0,7.0,4.0,1.0,1.0,3.0,,,,,,,,,1.0,
237,3.15,Cruzeiro,1,1.2,0.0,,False,92855,Palacios,Helibelton Palacios Zapata,283,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_r6zWOHc.png,2,Palacios,16,palacios,,,1.0,,,,,,,,,,,,,,,,,
238,4.16,Cruzeiro,7,2.26,-0.27,,True,93108,Mateus Vital,Mateus da Silva Vital Assumpção,283,6,0.5,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_lwMqy9Y.png,4,M. Vital,16,mateus-vital,,,1.0,,1.0,3.0,6.0,,1.0,,,,,,,,,,,
239,4.66,Internacional,11,1.44,0.0,,False,93478,Wanderson,Wanderson Maciel Sousa Campos,285,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_ntpiKUS.png,5,Wanderson,16,wanderson,,2.0,8.0,12.0,3.0,4.0,10.0,,,1.0,,,,,,,,,,
240,3.12,Atlético-GO,10,1.2,-0.05,,True,93637,Bruno Tubarão,Bruno Nunes de Barros,373,2,1.0,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_3mh3bUg.png,2,B. Tubarão,16,bruno-tubarao,,2.0,8.0,6.0,1.0,3.0,5.0,,,,,,,,,,,,,
241,5.43,Juventude,7,3.96,0.0,,False,93702,Gabriel Inocêncio,Gabriel de Souza Inocêncio,286,6,0.0,https://s.sde.globo.com/media/person_role/2024/04/10/photo_FORMATO_P3G6ct6.png,2,G. Inocêncio,16,gabriel-inocencio,,1.0,10.0,13.0,,2.0,8.0,,,,,,3.0,,,,,,,
242,6.5,Vasco,16,3.94,0.96,,True,93716,Paulo Henrique,Paulo Henrique de Oliveira Alves,267,7,8.2,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_9IoUUlz.png,2,P. Henrique,16,paulo-henrique,,2.0,32.0,23.0,3.0,3.0,9.0,,1.0,,,,3.0,,,,,,,
243,3.96,Botafogo,14,2.36,-0.42,,True,93790,Marlon Freitas,Marlon Rodrigues Freitas,263,7,-0.3,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_IWdTjkg.png,4,M. Freitas,16,marlon-freitas,2.0,2.0,17.0,7.0,1.0,5.0,3.0,,,,,,,,,,,,,
244,3.12,Atlético-GO,3,0.53,0.0,,False,93791,Danielzinho,Daniel Sampaio Simões,373,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_DHkocIw.png,4,Danielzinho,16,danielzinho,,,1.0,3.0,,1.0,1.0,,,,,,,,,,,,,
245,4.0,Vasco,0,0.0,0.0,,False,93834,Keiller,Keiller da Silva Nunes,267,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8APU3lV.png,1,Keiller,16,keiller,,,,,,,,,,,,,,,,,,,,
246,6.86,Bragantino,13,3.58,0.0,,False,93882,Cleiton,Cleiton Schwengber,280,6,0.0,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_Ri9cYDm.png,1,Cleiton,16,cleiton,,1.0,,,,,1.0,,,,44.0,14.0,2.0,,,,1.0,,,
247,7.44,Criciúma,11,4.92,0.4,,True,93886,Matheusinho,Matheus Leonardo Sales Cardoso,288,7,10.9,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_PCw311H.png,4,Matheusinho,16,matheusinho,,2.0,13.0,9.0,1.0,6.0,11.0,,4.0,2.0,,,,,,,,,,
248,7.19,Fortaleza,12,4.49,-0.38,,True,93988,Breno Lopes,Breno Henrique Vasconcelos Lopes,356,7,1.6,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_XhXbbVU.png,5,B. Lopes,16,breno-lopes,2.0,2.0,4.0,8.0,9.0,10.0,32.0,,1.0,4.0,,,,1.0,,,,,,
249,7.87,Botafogo,13,4.02,0.82,,True,94044,John Victor,John Victor Maciel Furtado,263,7,10.0,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_5TQNQjS.png,1,J. Victor,16,john-victor,,1.0,,1.0,,,3.0,,,,37.0,10.0,5.0,,,,,,,
250,10.8,Bragantino,5,7.88,0.0,,False,94067,Matheus Fernandes,Matheus Fernandes Siqueira,280,6,0.0,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_sgQrNPa.png,4,M. Fernandes,16,matheus-fernandes,1.0,,17.0,5.0,2.0,2.0,7.0,,1.0,,,,,,,,,,,
251,3.45,Criciúma,2,0.65,0.0,,False,94138,Felipe Vizeu,Felipe dos Reis Pereira Vizeu do Carmo,288,6,0.0,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_CKkxA4v.png,5,F. Vizeu,16,felipe-vizeu,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,
252,4.65,Corinthians,2,0.2,0.0,,False,94154,Maycon,Maycon de Andrade Barberan,264,5,0.0,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_fb3TwT8.png,4,Maycon,16,maycon,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,
253,12.81,Palmeiras,14,5.32,1.27,,True,94509,Raphael Veiga,Raphael Cavalcante Veiga,275,7,11.3,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_XOXiO3C.png,4,R. Veiga,16,raphael-veiga,3.0,1.0,10.0,10.0,14.0,22.0,17.0,,2.0,3.0,,,,,,1.0,,,1.0,
254,14.97,Flamengo,16,8.29,0.64,,True,94583,Pedro,Pedro Guilherme Abreu dos Santos,262,6,13.9,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_xrhSS2w.png,5,Pedro,16,pedro,5.0,2.0,12.0,11.0,13.0,8.0,18.0,1.0,8.0,3.0,,,,1.0,,,,,,
255,2.58,Atlético-MG,12,1.24,-0.18,,True,94845,Battaglia,Rodrigo Andrés Battaglia,282,3,0.9,https://s.sde.globo.com/media/person_role/2023/04/13/photo_FORMATO_XVs5pqz.png,4,Battaglia,16,battaglia,,3.0,17.0,19.0,3.0,2.0,8.0,,,,,,,,,2.0,,,,
256,3.47,Cuiabá,7,0.82,0.0,,False,94931,Lucas Fernandes,Lucas Fernandes da Silva,1371,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Bzva6ru.png,4,L. Fernandes,16,lucas-fernandes,,1.0,1.0,3.0,3.0,1.0,4.0,,,,,,,,,,,,,
257,10.51,Bragantino,13,5.09,0.0,,False,94968,Juninho Capixaba,Luis Antônio da Rocha Júnior,280,6,0.0,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_U4Lwrth.png,2,J. Capixaba,16,juninho-capixaba,,3.0,40.0,17.0,2.0,3.0,23.0,,,1.0,,,2.0,,,,,,,
258,3.68,Juventude,7,2.21,0.0,,False,95131,Gabriel Taliari,Gabriel Pereira Taliari,286,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_vGTDrZr.png,5,G. Taliari,16,gabriel-taliari,1.0,,2.0,4.0,2.0,,8.0,1.0,,1.0,,,,,,,,,,
