,atletas.preco_num,atletas.clube.id.full.name,atletas.jogos_num,atletas.media_num,atletas.variacao_num,atletas.minimo_para_valorizar,atletas.entrou_em_campo,atletas.atleta_id,atletas.apelido,atletas.nome,atletas.clube_id,atletas.status_id,atletas.pontos_num,atletas.foto,atletas.posicao_id,atletas.apelido_abreviado,atletas.rodada_id,atletas.slug,A,CA,DS,FC,FD,FF,FS,FT,G,I,DE,GS,SG,PS,V,CV,DP,PC,PP,GC
85,7.11,Athlético-PR,15,3.8,-0.32,,True,72775,Fernandinho,Fernando Luiz Rosa,293,6,2.7,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_G29hOpk.png,4,Fernandinho,16,fernandinho,3.0,6.0,15.0,24.0,8.0,4.0,17.0,,2.0,1.0,,,,,,,,,,
86,3.75,Criciúma,4,2.62,0.38,,True,72801,Wilker Ángel,Wílker José Ángel Romero,288,6,3.5,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_i1tcVtm.png,3,W. Ángel,16,wilker-angel,,,4.0,5.0,1.0,,2.0,,,,,,1.0,,,,,,,
87,5.07,Internacional,8,2.83,0.0,,False,72951,Mercado,Gabriel Iván Mercado,285,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_o74D2pK.png,3,Mercado,16,mercado,,4.0,5.0,3.0,,,3.0,,,,,,4.0,,,,,,,
88,5.04,Fluminense,10,2.46,0.18,,True,73384,Samuel Xavier,Samuel Xavier Brito,266,6,3.1,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_yDwEEkd.png,2,S. Xavier,16,samuel-xavier,1.0,2.0,10.0,12.0,1.0,2.0,21.0,,,1.0,,,,,,,,,,
89,4.08,Cuiabá,10,2.43,0.0,,False,73620,Bruno Alves,Bruno Fabiano Alves,1371,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_k3QDtbn.png,3,B. Alves,16,bruno-alves,,,8.0,6.0,1.0,1.0,9.0,,,,,,2.0,,,,,,,
90,5.38,Grêmio,1,0.0,0.0,,False,73800,Rodrigo Caio,Rodrigo Caio Coquette Russo,284,6,0.0,https://s.sde.globo.com/media/person_role/2024/06/03/photo_FORMATO_F2HtPRp.png,3,R. Caio,16,rodrigo-caio,,,,,,,,,,,,,,,,,,,,
91,3.54,Criciúma,8,2.34,0.0,,False,73991,Walisson Maia,Walisson Moreira Farias Maia,288,7,0.0,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_o2efsws.png,3,W. Maia,16,walisson-maia,1.0,1.0,5.0,8.0,,2.0,1.0,,,,,,2.0,,,,,1.0,,
92,4.0,Vitória,0,0.0,0.0,,False,74028,Zapata,Cristián Eduardo Zapata Valencia,287,6,0.0,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_XyzYIOg.png,3,Zapata,16,zapata,,,,,,,,,,,,,,,,,,,,
93,6.82,Botafogo,3,2.0,0.0,,False,74061,Gatito Fernández,Roberto Junior Fernández Torres,263,6,0.0,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_XgarVDI.png,1,G. Fernández,16,gatito-fernandez,,1.0,,,,,,,,,6.0,4.0,1.0,,,,,,,
94,4.0,Atlético-GO,0,0.0,0.0,,False,77544,Jorginho,Jorge de Moura Xavier,373,6,0.0,https://s.sde.globo.com/media/person_role/2023/05/14/photo_FORMATO_BSixVEC.png,4,Jorginho,16,jorginho,,,,,,,,,,,,,,,,,,,,
95,4.03,Athlético-PR,13,2.06,-0.46,,True,78077,Madson,Madson Ferreira dos Santos,293,6,-0.1,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_QT62TtG.png,2,Madson,16,madson,1.0,2.0,4.0,5.0,,2.0,8.0,,,1.0,,,3.0,,,,,,,
96,8.14,Bahia,15,5.36,0.96,,True,78117,Everaldo,Everaldo Stum,265,6,7.2,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_ZTjMF4T.png,5,Everaldo,16,everaldo,1.0,2.0,6.0,19.0,10.0,7.0,9.0,2.0,6.0,2.0,,,,,,,,,,
97,5.4,Corinthians,7,0.85,0.0,,False,78248,Gustavo Henrique,Gustavo Henrique Vernes,264,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_eaP6jN7.png,3,G. Henrique,16,gustavo-henrique,,2.0,2.0,8.0,1.0,4.0,3.0,,,,,,1.0,,,1.0,,,,
98,8.41,Internacional,11,5.29,0.0,,False,78445,Renê,Renê Rodrigues Martins,285,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PNCSDK4.png,2,Renê,16,rene,1.0,2.0,21.0,8.0,3.0,3.0,13.0,,,,,,4.0,,,,,,,
99,6.32,Criciúma,13,4.45,0.17,,True,78450,Cláudio Tencati,Cláudio Tencati,288,7,3.84,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_54lwaii.png,6,C. Tencati,16,claudio-tencati,,,,,,,,,,,,,,,4.0,,,,,
100,3.78,Vitória,11,1.52,0.51,,True,78548,Jean Mota,Jean Mota Oliveira de Sousa,287,6,3.2,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_hp4AXuX.png,4,J. Mota,16,jean-mota,,,2.0,6.0,2.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,,,
101,4.17,Cuiabá,11,2.33,0.0,,False,78580,Jonathan Cafu,Jonathan Renato Barbosa,1371,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_EstVL0K.png,5,J. Cafu,16,jonathan-cafu,,,7.0,11.0,3.0,3.0,13.0,,1.0,,,,,,,,,,,
102,4.13,Athlético-PR,4,1.05,-0.33,,True,78605,Gabriel,Gabriel Girotto Franco,293,6,0.8,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_SpOJ3BZ.png,4,Gabriel,16,gabriel,,,3.0,4.0,,1.0,2.0,,,,,,,,,,,,,
103,4.65,Cruzeiro,14,1.93,1.44,,True,78715,Ramiro,Ramiro Moschen Benetti,283,6,9.1,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_MK4CCfT.png,4,Ramiro,16,ramiro,,2.0,16.0,14.0,1.0,2.0,7.0,,1.0,1.0,,,,,,,,,,
104,7.29,Grêmio,8,4.22,-0.13,,True,78850,Reinaldo,Reinaldo Manoel da Silva,284,7,2.1,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_v8J7R5r.png,2,Reinaldo,16,reinaldo,,2.0,9.0,6.0,7.0,3.0,6.0,,1.0,1.0,,,1.0,,,,,,,
105,2.05,Fluminense,8,0.75,0.27,,True,78855,Thiago Santos,Thiago dos Santos,266,6,2.3,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_L3ovhxb.png,3,T. Santos,16,thiago-santos,,2.0,7.0,12.0,2.0,1.0,2.0,,,,,,,,,,,1.0,,
106,3.56,Atlético-GO,7,2.85,-0.26,,True,79035,Luiz Felipe,Luiz Felipe do Nascimento dos Santos,373,6,0.0,https://s.sde.globo.com/media/person_role/2023/08/16/photo_FORMATO_vnMYw4d.png,3,L. Felipe,16,luiz-felipe,,2.0,10.0,6.0,1.0,,1.0,,1.0,,,,1.0,1.0,,1.0,,1.0,,
107,4.59,Bahia,3,1.63,0.0,,False,79113,Víctor Cuesta,Víctor Leandro Cuesta,265,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO.png,3,V. Cuesta,16,victor-cuesta,,1.0,4.0,4.0,,1.0,3.0,,,,,,,,,,,,,
108,1.52,Cuiabá,6,0.35,0.0,,False,79268,Filipe Augusto,Filipe Augusto Carvalho Souza,1371,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_AseAsft.png,4,F. Augusto,16,filipe-augusto,,3.0,4.0,9.0,1.0,1.0,2.0,,,,,,,,,,,,,
109,7.98,Juventude,13,5.03,0.0,,False,79437,Roger Machado,Roger Machado Marques,286,7,0.0,https://s.sde.globo.com/media/person_role/2021/04/27/ec1e7e490c3a05088fd967b9e2468216_FORMATO.png,6,R. Machado,16,roger-machado,,,,,,,,,,,,,,,4.0,,,,,
110,7.59,Fluminense,12,2.6,0.0,,False,79631,Cano,Germán Ezequiel Cano,266,6,0.0,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_uSA2481.png,5,Cano,16,cano,,3.0,2.0,4.0,11.0,9.0,3.0,1.0,1.0,,,,,,,,,,,
111,4.07,Cruzeiro,14,1.48,0.0,,False,79701,Lucas Silva,Lucas Silva Borges,283,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_KnivRCo.png,4,L. Silva,16,lucas-silva,,3.0,6.0,11.0,4.0,7.0,9.0,,1.0,,,,,,,,,,,1.0
112,2.03,Fluminense,9,0.64,0.15,,True,79702,Antônio Carlos,Antônio Carlos Cunha Capocasali Júnior,266,6,1.0,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Cwpf6R7.png,3,A. Carlos,16,antonio-carlos,,1.0,3.0,5.0,,1.0,8.0,,,1.0,,,,,,,,,,
113,9.81,Juventude,11,5.79,0.0,,False,80129,Jadson,Jadson Alves dos Santos,286,7,0.0,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_1INRw87.png,4,Jadson,16,jadson,3.0,4.0,28.0,18.0,4.0,6.0,20.0,,1.0,2.0,,,,,,1.0,,,,
114,4.9,Fortaleza,13,3.13,-0.09,,True,80196,Yago Pikachu,Glaybson Yago Souza Lisboa,356,7,2.8,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QAL0UhA.png,4,Y. Pikachu,16,yago-pikachu,2.0,3.0,10.0,6.0,1.0,7.0,18.0,,1.0,2.0,,,,,,,,,,
115,5.88,Cruzeiro,8,4.04,0.0,,False,80225,Rafa Silva,Rafael da Silva,283,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_UXvdhXA.png,5,R. Silva,16,rafa-silva,,2.0,4.0,6.0,4.0,1.0,4.0,,3.0,3.0,,,,,,,,,,
116,10.91,São Paulo,13,7.07,-1.03,,True,80287,Luciano,Luciano da Rocha Neves,276,7,2.5,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hqCxZF4.png,5,Luciano,16,luciano,1.0,6.0,14.0,14.0,8.0,11.0,22.0,2.0,6.0,2.0,,,,1.0,,,,,1.0,
117,7.51,Bahia,9,4.75,-0.25,,True,80313,Gilberto,Gilberto Moraes Júnior,265,6,1.3,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_iy1T2ej.png,2,Gilberto,16,gilberto,,,15.0,9.0,,5.0,11.0,,1.0,1.0,,,2.0,,,,,,,
118,4.62,Criciúma,13,3.41,0.2,,True,80337,Arthur Caíke,Arthur Caíke do Nascimento Cruz,288,7,3.6,https://s.sde.globo.com/media/person_role/2024/04/12/photo_220x220.png,5,A. Caíke,16,arthur-caike,,,2.0,11.0,4.0,9.0,14.0,1.0,3.0,8.0,,,,,,,,,,
119,5.27,Grêmio,5,2.38,0.0,,False,80853,Pedro Geromel,Pedro Tonon Geromel,284,7,0.0,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_6dWdAJP.png,3,P. Geromel,16,pedro-geromel,,2.0,1.0,2.0,1.0,2.0,1.0,,,,,,2.0,,,,,,,
120,4.0,Vasco,0,0.0,0.0,,False,81091,Jair,Jair Rodrigues Júnior,267,5,0.0,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,4,Jair,16,jair,,,,,,,,,,,,,,,,,,,,
121,8.1,Palmeiras,14,4.76,-0.63,,True,81150,Mayke,Mayke Rocha de Oliveira,275,2,1.1,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_pz3GebS.png,2,Mayke,16,mayke,,3.0,22.0,11.0,,1.0,6.0,,1.0,2.0,,,7.0,,,,,,,
122,4.43,Vasco,11,1.75,0.0,,False,81798,Rossi,Rosicley Pereira da Silva,267,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8UqKNri.png,5,Rossi,16,rossi,1.0,2.0,12.0,9.0,,1.0,8.0,,,2.0,,,,,,,,,,
123,6.0,São Paulo,15,3.27,-0.11,,True,81845,Alisson,Alisson Euler de Freitas Castro,276,7,2.3,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_fS2GyF1.png,4,Alisson,16,alisson,1.0,4.0,23.0,21.0,4.0,2.0,25.0,,1.0,,,,,,,,,,,
124,8.65,Fortaleza,15,5.44,-0.37,,True,81881,João Ricardo,João Ricardo Riedi,356,7,5.0,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_yXqoxi8.png,1,J. Ricardo,16,joao-ricardo,,,1.0,,,,1.0,,,,70.0,15.0,5.0,,,,,,,
125,8.1,Vitória,14,5.63,0.34,,True,81952,Willian Oliveira,Willian Osmar de Oliveira Silva,287,7,4.3,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_AuUF822.png,4,W. Oliveira,16,willian-oliveira,,1.0,21.0,16.0,,8.0,22.0,,5.0,,,,,2.0,,,,,,
126,4.91,Palmeiras,9,1.76,0.0,,False,82455,Zé Rafael,José Rafael Vivian,275,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_BAUllGq.png,4,Z. Rafael,16,ze-rafael,1.0,3.0,8.0,17.0,1.0,2.0,11.0,,,,,,,1.0,,,,,,
127,6.3,Atlético-MG,8,3.72,0.61,,True,82463,Otávio,Otávio Henrique Passos Santos,282,7,6.4,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_y7upQyC.png,4,Otávio,16,otavio,,,22.0,13.0,2.0,3.0,5.0,,,,,,,,,,,,,
128,8.83,Flamengo,16,6.04,-0.55,,True,82627,Luiz Araújo,Luiz de Araújo Guimarães Neto,262,6,3.2,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_HkAAcVs.png,5,L. Araújo,16,luiz-araujo,4.0,1.0,21.0,14.0,8.0,11.0,23.0,1.0,3.0,1.0,,,,,,,,,,
129,4.98,Fortaleza,15,3.28,-0.45,,True,82628,Tinga,Guilherme de Jesus da Silva,356,7,2.2,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_vAKLb1d.png,2,Tinga,16,tinga,,1.0,18.0,9.0,,3.0,4.0,1.0,,,,,5.0,,,,,1.0,,
130,5.52,Criciúma,12,3.64,0.14,,True,82639,Marcelo Hermes,Marcelo Gazella Hermes,288,7,2.4,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_g9yt731.png,2,M. Hermes,16,marcelo-hermes,1.0,2.0,16.0,11.0,2.0,3.0,4.0,,1.0,,,,2.0,,,,,,,
131,6.01,São Paulo,8,0.86,-0.45,,True,82766,Wellington Rato,Wellington Soares da Silva,276,6,-0.3,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_NhIGhAv.png,4,W. Rato,16,wellington-rato,,,1.0,2.0,2.0,2.0,5.0,,,2.0,,,,,,,,,,
132,6.44,Flamengo,6,1.95,-0.25,,True,83257,Gabriel,Gabriel Barbosa Almeida,262,6,1.1,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_EM6z7aN.png,5,Gabriel,16,gabriel,,,,,1.0,1.0,4.0,,1.0,3.0,,,,,,,,,,
133,5.95,Flamengo,13,2.14,-0.13,,True,83528,Léo Pereira,Leonardo Pereira,262,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_rrGsWJ1.png,3,L. Pereira,16,leo-pereira,,4.0,12.0,9.0,,2.0,9.0,,,,,,3.0,,,,,1.0,,
134,4.47,Cruzeiro,6,2.13,0.0,,False,83786,Neris,Hueglo dos Santos Neris,283,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_qC7iq64.png,3,Neris,16,neris,,,7.0,9.0,1.0,,2.0,,,1.0,,,1.0,,,,,,,
135,3.72,Cuiabá,12,1.91,0.0,,False,83817,Clayson,Clayson Henrique da Silva Vieira,1371,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_eqdux0f.png,5,Clayson,16,clayson,,3.0,3.0,6.0,3.0,6.0,14.0,,1.0,3.0,,,,1.0,,,,,,
136,9.86,Botafogo,10,3.8,0.0,,False,84042,Tiquinho Soares,Francisco das Chagas Soares dos Santos Meireles,263,7,0.0,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_pjwDNV1.png,5,T. Soares,16,tiquinho-soares,2.0,3.0,4.0,16.0,,7.0,19.0,,2.0,2.0,,,,,,,,,,
137,5.81,Grêmio,3,3.13,0.0,,False,84263,Jemerson,Jemerson de Jesus Nascimento,284,6,0.0,https://s.sde.globo.com/media/person_role/2024/05/22/photo_FORMATO_PHlhzVS.png,3,Jemerson,16,jemerson,,2.0,,2.0,,,4.0,,,,,,2.0,,,,,,,
138,2.16,Criciúma,4,1.12,0.0,,False,84266,Alisson,Alisson Machado dos Santos,288,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_Ea5KMU8.png,1,Alisson,16,alisson,,1.0,,,,,1.0,,,,9.0,4.0,,,,,,,,
139,5.94,Cuiabá,12,3.2,0.0,,False,84428,Fernando Sobral,Fernando Pereira do Nascimento,1371,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_dW9VacB.png,4,F. Sobral,16,fernando-sobral,,1.0,16.0,2.0,3.0,4.0,12.0,,1.0,1.0,,,,,,,,,,
140,5.06,Cruzeiro,13,2.94,-0.94,,True,84558,Lucas Romero,Lucas Daniel Romero,283,6,1.2,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pUYQrUf.png,4,L. Romero,16,lucas-romero,1.0,1.0,26.0,18.0,2.0,5.0,10.0,,,,,,,,,1.0,,,,
141,7.56,Criciúma,9,4.42,0.63,,True,84587,Fellipe Mateus,Fellipe Mateus de Sena Araújo,288,6,5.4,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_3jr11fx.png,4,F. Mateus,16,fellipe-mateus,,1.0,6.0,6.0,5.0,3.0,24.0,,2.0,,,,,,,,,1.0,,
142,7.96,Bragantino,11,3.96,0.0,,False,84674,Lucas Evangelista,Lucas Evangelista Santana de Oliveira,280,6,0.0,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_gMVR2lN.png,4,L. Evangelista,16,lucas-evangelista,1.0,2.0,10.0,10.0,3.0,6.0,15.0,,2.0,4.0,,,,,,,,,,
143,5.73,Flamengo,5,4.5,0.0,,False,84816,Varela,Guillermo Varela Olivera,262,6,0.0,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RMaWUM3.png,2,Varela,16,varela,,,7.0,7.0,1.0,,10.0,,,,,,2.0,,,,,,,
144,5.14,Bahia,3,2.97,0.0,,False,84918,Rafael Ratão,Rafael Rogério da Silva,265,6,0.0,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_q8xm0Ax.png,5,R. Ratão,16,rafael-ratao,,,,1.0,1.0,,,,1.0,,,,,,,,,,,
145,7.24,Bahia,15,3.51,0.7,,True,85004,Marcos Felipe,Marcos Felipe de Freitas Monteiro,265,6,5.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JDJmU6R.png,1,M. Felipe,16,marcos-felipe,,1.0,1.0,,,,1.0,,,,50.0,18.0,4.0,,,,,,,
146,6.68,Botafogo,13,3.31,0.03,,True,85034,Óscar Romero,Óscar David Romero Villamayor,263,6,2.7,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_oSZD8nT.png,4,Ã. Romero,16,oscar-romero,3.0,4.0,17.0,8.0,6.0,1.0,12.0,,,,,,,,,,,,,
147,5.89,Botafogo,13,3.66,-0.12,,True,85277,Damián Suárez,Damián Nicolás Suárez,263,7,5.0,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_DpJN07P.png,2,D. Suárez,16,damian-suarez,1.0,3.0,14.0,19.0,1.0,5.0,9.0,,,2.0,,,5.0,,,,,,,
148,2.83,Athlético-PR,4,-0.4,0.0,,False,85465,Alex Santana,Alex Paulo Menezes Santana,293,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO.png,4,A. Santana,16,alex-santana,,2.0,,3.0,,1.0,1.0,,,,,,,,,,,,,
149,4.74,Vasco,13,2.42,1.37,,True,85626,Léo,Leonardo Pinheiro da Conceição,267,7,8.6,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_EPoR3bv.png,3,Léo,16,leo,,,12.0,7.0,1.0,,6.0,,,1.0,,,3.0,,,,,,,
150,4.0,Vitória,0,0.0,0.0,,False,85856,Ricardo Ryller,Ricardo Ryller Ribeiro Lino Silva,287,6,0.0,https://s.sde.globo.com/media/person_role/2024/07/02/photo_220x220.png,4,R. Ryller,16,ricardo-ryller,,,,,,,,,,,,,,,,,,,,
151,4.63,Internacional,7,1.83,0.0,,False,85931,Hyoran,Hyoran Kaue Dalmoro,285,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_7KxaYiF.png,4,Hyoran,16,hyoran,,,5.0,5.0,1.0,4.0,8.0,,,1.0,,,,,,,,,,
152,6.94,Criciúma,12,4.62,-0.75,,True,86292,Bolasie,Yannick Bolasie,288,7,1.7,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_r97hBeS.png,5,Bolasie,16,bolasie,3.0,2.0,6.0,19.0,8.0,11.0,8.0,1.0,2.0,4.0,,,,,,,,,,
153,3.0,Vitória,0,0.0,0.0,,False,86362,Caio Dantas,Caio Henrique da Silva Dantas,287,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_YkGHL6O.png,5,C. Dantas,16,caio-dantas,,,,,,,,,,,,,,,,,,,,
154,3.4,Vasco,6,2.3,0.0,,False,86410,Victor Luis,Victor Luis Chuab Zamblauskas,267,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_C2XW4GI.png,2,V. Luis,16,victor-luis,,2.0,10.0,8.0,1.0,,6.0,,,,,,1.0,,,1.0,,,,
155,4.87,Fluminense,10,1.31,-0.26,,True,86485,Keno,Marcos da Silva França,266,6,0.5,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_EdYl0O3.png,5,Keno,16,keno,,,5.0,8.0,2.0,5.0,7.0,,,3.0,,,,,,,,,,
156,6.32,São Paulo,8,3.06,0.0,,False,86508,Jandrei,Jandrei Chitolina Carniel,276,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_FD4URNn.png,1,Jandrei,16,jandrei,,,,,,,5.0,,,,22.0,10.0,2.0,,,,,,,
157,4.64,Criciúma,12,3.42,-0.53,,True,86684,Rodrigo,Rodrigo Fagundes de Freitas,288,7,-0.3,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_fIUc997.png,3,Rodrigo,16,rodrigo,1.0,3.0,23.0,12.0,,1.0,5.0,1.0,,1.0,,,2.0,,,,,1.0,,
158,3.94,Botafogo,13,1.43,0.2,,True,86686,Tchê Tchê,Danilo das Neves Pinheiro,263,6,2.5,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_DbXXPxM.png,4,T. Tchê,16,tche-tche,,1.0,7.0,5.0,2.0,6.0,11.0,,,,,,,,,,,,,
159,3.39,Criciúma,6,2.12,0.0,,False,86713,Jonathan,Jonathan Francisco Lemos,288,6,0.0,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_9loGKby.png,2,Jonathan,16,jonathan,,,9.0,1.0,1.0,,2.0,,,,,,,,,,,,,
160,7.54,Flamengo,6,6.2,0.0,,False,86757,Everton,Everton Sousa Soares,262,6,0.0,https://s.sde.globo.com/media/person_role/2024/04/08/photo_FORMATO_JoKRQsF.png,5,Everton,16,everton,2.0,,5.0,2.0,6.0,6.0,4.0,,1.0,2.0,,,,,,,,,,
161,2.34,Fortaleza,5,0.6,0.0,,False,86766,Matheus Rossetto,Matheus Rossetto,356,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_zgLfj3l.png,4,M. Rossetto,16,matheus-rossetto,,1.0,4.0,6.0,,,2.0,,,,,,,,,,,,,
162,7.88,Botafogo,13,4.18,0.0,,False,86777,Danilo Barbosa,Danilo Barbosa da Silva,263,2,0.0,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_p79ATUg.png,4,D. Barbosa,16,danilo-barbosa,2.0,3.0,17.0,13.0,,3.0,7.0,,3.0,,,,,1.0,,,,,,
163,3.94,Fortaleza,10,1.71,0.0,,False,86859,José Welison,José Welison da Silva,356,6,0.0,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QbOqp5G.png,4,J. Welison,16,jose-welison,,1.0,14.0,6.0,,2.0,3.0,,,,,,,,,,,,,
164,7.13,Vasco,16,3.58,0.53,,True,87008,Léo Jardim,Leonardo César Jardim,267,7,7.0,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_goyzWhz.png,1,L. Jardim,16,leo-jardim,,,,,,,,,,,68.0,26.0,3.0,,,,,,,
165,4.04,Grêmio,3,0.83,0.0,,False,87009,Nathan,Nathan Allan de Souza,284,6,0.0,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_UqG87oy.png,4,Nathan,16,nathan,,,1.0,,,1.0,1.0,,,,,,,,,,,,,
166,5.22,Bragantino,11,2.71,0.0,,False,87225,Pedro Henrique,Pedro Henrique Ribeiro Gonçalves,280,6,0.0,https://s.sde.globo.com/media/person_role/2024/04/24/photo_FORMATO_oxcf1Uy.png,3,P. Henrique,16,pedro-henrique,,2.0,16.0,11.0,,,8.0,,1.0,1.0,,,1.0,,,,,1.0,,
167,12.27,Atlético-MG,7,7.24,-0.05,,True,87228,Guilherme Arana,Guilherme Antonio Arana Lopes,282,7,3.7,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_7gOybCT.png,2,G. Arana,16,guilherme-arana,1.0,2.0,14.0,5.0,3.0,5.0,4.0,,1.0,2.0,,,3.0,,,,,,,
168,2.54,Bahia,14,0.68,0.22,,True,87242,Carlos de Pena,Carlos María de Pena Bonino,265,6,1.4,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_fnqPxDu.png,4,C. Pena,16,carlos-de-pena,1.0,3.0,3.0,5.0,1.0,3.0,4.0,,,,,,,,,,,,,
169,9.1,Grêmio,5,4.3,0.0,,False,87258,Soteldo,Yeferson Julio Soteldo Martínez,284,2,0.0,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_tv5qGBE.png,5,Soteldo,16,soteldo,1.0,,3.0,1.0,2.0,1.0,4.0,,1.0,,,,,,,,,,,
170,2.6,Grêmio,6,0.58,-0.71,,True,87342,Kannemann,Walter Kannemann,284,3,-1.6,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_f52uCmN.png,3,Kannemann,16,kannemann,1.0,4.0,6.0,9.0,,,2.0,,,,,,,,,1.0,,,,
171,2.82,Criciúma,7,1.23,-0.42,,True,87391,Allano,Allano Brendon de Souza Lima,288,6,0.0,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_4fbfMIP.png,5,Allano,16,allano,,2.0,7.0,6.0,2.0,1.0,8.0,,,2.0,,,,,,1.0,,,,
