,atletas.rodada_id,atletas.slug,atletas.clube_id,atletas.status_id,atletas.apelido_abreviado,atletas.apelido,atletas.foto,atletas.entrou_em_campo,atletas.preco_num,atletas.minimo_para_valorizar,atletas.media_num,atletas.variacao_num,atletas.nome,atletas.jogos_num,atletas.clube.id.full.name,atletas.posicao_id,atletas.atleta_id,atletas.pontos_num,A,CA,DS,FC,FD,FF,FS,G,I,SG,FT,DE,GS,DP,PC,PS,PP,V,GC,CV
82,6,gustavo-campanharo,373,6,G. Campanharo,Gustavo Campanharo,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_XGJ1uLI.png,False,5.0,,0.0,0.0,Gustavo Campanharo,0,Atlético-GO,4,72497,0.0,,,,,,,,,,,,,,,,,,,,
83,6,maguinho,373,6,Maguinho,Maguinho,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_204au3d.png,False,3.97,,1.7,0.0,Magno José da Silva,3,Atlético-GO,2,72532,0.0,1.0,,3.0,,,,1.0,,,,,,,,1.0,,,,,1.0
84,6,pedro-henrique,264,5,P. Henrique,Pedro Henrique,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_sB7v4Fv.png,False,5.32,,1.4,0.0,Pedro Henrique Konzen Medina da Silva,2,Corinthians,5,72583,0.0,,1.0,2.0,1.0,,1.0,2.0,,1.0,,,,,,,,,,,
85,6,mauricio-kozlinski,356,6,M. Kozlinski,Maurício Kozlinski,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_EePQ79Y.png,False,3.0,,0.0,0.0,Maurício Kozlinski,0,Fortaleza,1,72595,0.0,,,,,,,,,,,,,,,,,,,,
86,6,luiz-adriano,287,6,L. Adriano,Luiz Adriano,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_NutbSGS.png,True,3.12,,0.38,0.02,Luiz Adriano de Souza da Silva,4,Vitória,5,72772,1.2,,,,2.0,1.0,,2.0,,1.0,,,,,,,,,,,
87,6,fernandinho,293,7,Fernandinho,Fernandinho,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_G29hOpk.png,True,6.86,,2.73,0.42,Fernando Luiz Rosa,6,Athlético-PR,4,72775,3.8,1.0,3.0,6.0,7.0,4.0,,9.0,,,,,,,,,,,,,
88,6,wilker-angel,288,6,W. Ángel,Wilker Ángel,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_i1tcVtm.png,False,3.29,,2.45,0.0,Wílker José Ángel Romero,2,Criciúma,3,72801,0.0,,,,2.0,,,1.0,,,1.0,,,,,,,,,,
89,6,mercado,285,6,Mercado,Mercado,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_o74D2pK.png,False,5.47,,2.47,0.0,Gabriel Iván Mercado,3,Internacional,3,72951,0.0,,2.0,4.0,3.0,,,1.0,,,1.0,,,,,,,,,,
90,6,samuel-xavier,266,5,S. Xavier,Samuel Xavier,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_yDwEEkd.png,False,6.32,,5.0,0.0,Samuel Xavier Brito,2,Fluminense,2,73384,0.0,1.0,,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,
91,6,bruno-alves,1371,6,B. Alves,Bruno Alves,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_k3QDtbn.png,False,3.26,,0.47,0.0,Bruno Fabiano Alves,3,Cuiabá,3,73620,0.0,,,1.0,2.0,,1.0,,,,,,,,,,,,,,
92,6,walisson-maia,288,6,W. Maia,Walisson Maia,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_o2efsws.png,False,4.87,,3.6,0.0,Walisson Moreira Farias Maia,3,Criciúma,3,73991,0.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,
93,6,zapata,287,6,Zapata,Zapata,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_XyzYIOg.png,False,4.0,,0.0,0.0,Cristián Eduardo Zapata Valencia,0,Vitória,3,74028,0.0,,,,,,,,,,,,,,,,,,,,
94,6,gatito-fernandez,263,6,G. Fernández,Gatito Fernández,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_XgarVDI.png,False,5.63,,2.33,0.0,Roberto Junior Fernández Torres,3,Botafogo,1,74061,0.0,,,,,,,,,,1.0,,6.0,4.0,,,,,,,
95,6,madson,293,6,Madson,Madson,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_QT62TtG.png,True,5.37,,3.44,0.21,Madson Ferreira dos Santos,5,Athlético-PR,2,78077,5.0,,,1.0,1.0,,1.0,1.0,,,3.0,,,,,,,,,,
96,6,everaldo,265,7,Everaldo,Everaldo,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_ZTjMF4T.png,True,6.78,,5.62,-1.16,Everaldo Stum,5,Bahia,5,78117,1.7,,1.0,,4.0,3.0,1.0,4.0,3.0,1.0,,,,,,,,,,,
97,6,gustavo-henrique,264,7,G. Henrique,Gustavo Henrique,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_eaP6jN7.png,True,8.39,,2.77,-0.43,Gustavo Henrique Vernes,3,Corinthians,3,78248,1.6,,,2.0,4.0,,2.0,1.0,,,1.0,,,,,,,,,,
98,6,rene,285,6,Renê,Renê,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PNCSDK4.png,False,8.71,,6.1,0.0,Renê Rodrigues Martins,4,Internacional,2,78445,0.0,1.0,1.0,9.0,2.0,2.0,1.0,4.0,,,1.0,,,,,,,,,,
99,6,claudio-tencati,288,6,C. Tencati,Cláudio Tencati,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_54lwaii.png,False,6.35,,5.95,0.0,Cláudio Tencati,3,Criciúma,6,78450,0.0,,,,,,,,,,,,,,,,,,1.0,,
100,6,jean-mota,287,6,J. Mota,Jean Mota,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_hp4AXuX.png,True,4.19,,0.4,0.02,Jean Mota Oliveira de Sousa,3,Vitória,4,78548,1.2,,,,,1.0,,,,,,,,,,,,,,,
101,6,jonathan-cafu,1371,6,J. Cafu,Jonathan Cafu,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_EstVL0K.png,False,3.32,,1.17,0.0,Jonathan Renato Barbosa,3,Cuiabá,5,78580,0.0,,,2.0,2.0,1.0,,1.0,,,,,,,,,,,,,
102,6,gabriel,293,6,Gabriel,Gabriel,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_SpOJ3BZ.png,False,5.0,,0.0,0.0,Gabriel Girotto Franco,0,Athlético-PR,4,78605,0.0,,,,,,,,,,,,,,,,,,,,
103,6,ramiro,283,6,Ramiro,Ramiro,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_MK4CCfT.png,True,3.8,,1.3,-0.43,Ramiro Moschen Benetti,4,Cruzeiro,4,78715,0.0,,,4.0,2.0,,,2.0,,,,,,,,,,,,,
104,6,reinaldo,284,6,Reinaldo,Reinaldo,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_v8J7R5r.png,False,7.0,,0.0,0.0,Reinaldo Manoel da Silva,0,Grêmio,2,78850,0.0,,,,,,,,,,,,,,,,,,,,
105,6,thiago-santos,266,5,T. Santos,Thiago Santos,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_L3ovhxb.png,False,3.0,,0.0,0.0,Thiago dos Santos,0,Fluminense,3,78855,0.0,,,,,,,,,,,,,,,,,,,,
106,6,luiz-felipe,373,6,L. Felipe,Luiz Felipe,https://s.sde.globo.com/media/person_role/2023/08/16/photo_FORMATO_vnMYw4d.png,False,1.61,,-0.33,0.0,Luiz Felipe do Nascimento dos Santos,3,Atlético-GO,3,79035,0.0,,1.0,2.0,2.0,1.0,,,,,,,,,,1.0,1.0,,,,1.0
107,6,victor-cuesta,265,6,V. Cuesta,Víctor Cuesta,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO.png,False,4.11,,0.85,0.0,Víctor Leandro Cuesta,2,Bahia,3,79113,0.0,,1.0,2.0,4.0,,,3.0,,,,,,,,,,,,,
108,6,filipe-augusto,1371,5,F. Augusto,Filipe Augusto,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_AseAsft.png,False,1.9,,-1.6,0.0,Filipe Augusto Carvalho Souza,1,Cuiabá,4,79268,0.0,,1.0,,2.0,,,,,,,,,,,,,,,,
109,6,roger-machado,286,6,R. Machado,Roger Machado,https://s.sde.globo.com/media/person_role/2021/04/27/ec1e7e490c3a05088fd967b9e2468216_FORMATO.png,False,6.44,,4.91,0.0,Roger Machado Marques,4,Juventude,6,79437,0.0,,,,,,,,,,,,,,,,,,1.0,,
110,6,cano,266,6,Cano,Cano,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_uSA2481.png,False,10.28,,3.97,0.0,Germán Ezequiel Cano,4,Fluminense,5,79631,0.0,,1.0,,2.0,4.0,4.0,3.0,1.0,,,,,,,,,,,,
111,6,lucas-silva,283,7,L. Silva,Lucas Silva,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_KnivRCo.png,True,4.88,,1.58,-0.14,Lucas Silva Borges,5,Cruzeiro,4,79701,0.5,,1.0,2.0,4.0,1.0,,3.0,1.0,,,,,,,,,,,1.0,
112,6,antonio-carlos,266,7,A. Carlos,Antônio Carlos,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Cwpf6R7.png,True,2.76,,0.85,0.17,Antônio Carlos Cunha Capocasali Júnior,2,Fluminense,3,79702,1.2,,,1.0,,,,1.0,,,,,,,,,,,,,
113,6,jadson,286,6,Jadson,Jadson,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_1INRw87.png,False,9.3,,8.17,0.0,Jadson Alves dos Santos,3,Juventude,4,80129,0.0,2.0,,9.0,5.0,3.0,2.0,6.0,,,,,,,,,,,,,1.0
114,6,yago-pikachu,356,6,Y. Pikachu,Yago Pikachu,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QAL0UhA.png,True,3.93,,1.0,0.19,Glaybson Yago Souza Lisboa,5,Fortaleza,4,80196,2.2,,1.0,1.0,1.0,,2.0,7.0,,,,,,,,,,,,,
115,6,rafa-silva,283,7,R. Silva,Rafa Silva,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_UXvdhXA.png,True,6.23,,4.66,-0.91,Rafael da Silva,5,Cruzeiro,5,80225,1.6,,1.0,3.0,5.0,3.0,1.0,4.0,2.0,2.0,,,,,,,,,,,
116,6,luciano,276,7,Luciano,Luciano,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hqCxZF4.png,True,10.66,,7.52,-2.55,Luciano da Rocha Neves,6,São Paulo,5,80287,0.8,,3.0,9.0,8.0,3.0,6.0,7.0,3.0,2.0,,1.0,,,,,1.0,,,,
117,6,gilberto,265,6,Gilberto,Gilberto,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_iy1T2ej.png,False,6.0,,0.0,0.0,Gilberto Moraes Júnior,0,Bahia,2,80313,0.0,,,,,,,,,,,,,,,,,,,,
118,6,arthur-caike,288,6,A. Caíke,Arthur Caíke,https://s.sde.globo.com/media/person_role/2024/04/12/photo_220x220.png,False,2.6,,0.37,0.0,Arthur Caíke do Nascimento Cruz,3,Criciúma,5,80337,0.0,,,,2.0,1.0,,1.0,,,,,,,,,,,,,
119,6,marlon,266,5,Marlon,Marlon,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_ybJLR9Q.png,False,3.0,,0.0,0.0,Marlon Santos da Silva Barbosa,0,Fluminense,3,80538,0.0,,,,,,,,,,,,,,,,,,,,
120,6,luan,275,7,Luan,Luan,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_EsqCrwr.png,True,7.21,,5.13,-1.33,Luan Garcia Teixeira,3,Palmeiras,3,80692,0.2,,,4.0,3.0,,,3.0,,,2.0,,,,,,,,,,
121,6,pedro-geromel,284,5,P. Geromel,Pedro Geromel,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_6dWdAJP.png,False,6.43,,5.0,0.0,Pedro Tonon Geromel,1,Grêmio,3,80853,0.0,,,,,,,,,,1.0,,,,,,,,,,
122,6,jair,267,5,Jair,Jair,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,False,4.0,,0.0,0.0,Jair Rodrigues Júnior,0,Vasco,4,81091,0.0,,,,,,,,,,,,,,,,,,,,
123,6,mayke,275,7,Mayke,Mayke,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_pz3GebS.png,True,8.38,,4.94,-0.18,Mayke Rocha de Oliveira,5,Palmeiras,2,81150,4.0,,3.0,11.0,5.0,,,2.0,,,3.0,,,,,,,,,,
124,6,hugo-mallo,285,6,H. Mallo,Hugo Mallo,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_CBzQtxz.png,False,3.09,,-0.4,0.0,Hugo Mallo Novegil,1,Internacional,2,81551,0.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,
125,6,rossi,267,7,Rossi,Rossi,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8UqKNri.png,True,5.17,,2.16,0.36,Rosicley Pereira da Silva,5,Vasco,5,81798,3.6,1.0,1.0,5.0,5.0,,,5.0,,2.0,,,,,,,,,,,
126,6,alisson,276,7,Alisson,Alisson,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_fS2GyF1.png,True,6.04,,3.43,-0.49,Alisson Euler de Freitas Castro,6,São Paulo,4,81845,1.0,1.0,1.0,7.0,8.0,3.0,,14.0,,,,,,,,,,,,,
127,6,joao-ricardo,356,7,J. Ricardo,João Ricardo,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_yXqoxi8.png,True,8.13,,5.44,-0.95,João Ricardo Riedi,5,Fortaleza,1,81881,4.2,,,1.0,,,,,,,1.0,,25.0,4.0,,,,,,,
128,6,willian-oliveira,287,6,W. Oliveira,Willian Oliveira,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_AuUF822.png,False,7.39,,5.48,0.0,Willian Osmar de Oliveira Silva,4,Vitória,4,81952,0.0,,,8.0,6.0,,2.0,9.0,1.0,,,,,,,,,,,,
129,6,ze-rafael,275,7,Z. Rafael,Zé Rafael,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_BAUllGq.png,True,7.29,,0.65,-0.14,José Rafael Vivian,2,Palmeiras,4,82455,1.7,,1.0,2.0,2.0,,,1.0,,,,,,,,,,,,,
130,6,otavio,282,6,Otávio,Otávio,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_y7upQyC.png,False,6.33,,4.04,0.0,Otávio Henrique Passos Santos,5,Atlético-MG,4,82463,0.0,,,14.0,6.0,2.0,1.0,4.0,,,,,,,,,,,,,
131,6,luiz-araujo,262,6,L. Araújo,Luiz Araújo,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_HkAAcVs.png,True,6.99,,4.13,-0.73,Luiz de Araújo Guimarães Neto,6,Flamengo,5,82627,0.5,,,9.0,8.0,1.0,4.0,8.0,1.0,,,,,,,,,,,,
132,6,tinga,356,7,Tinga,Tinga,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_vAKLb1d.png,True,4.26,,2.52,-0.34,Guilherme de Jesus da Silva,5,Fortaleza,2,82628,3.0,,1.0,8.0,5.0,,,1.0,,,1.0,,,,,,,,,,
133,6,marcelo-hermes,288,6,M. Hermes,Marcelo Hermes,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_g9yt731.png,False,5.15,,3.63,0.0,Marcelo Gazella Hermes,3,Criciúma,2,82639,0.0,1.0,1.0,1.0,2.0,,1.0,1.0,,,1.0,,,,,,,,,,
134,6,wellington-rato,276,5,W. Rato,Wellington Rato,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_NhIGhAv.png,False,12.0,,0.0,0.0,Wellington Soares da Silva,0,São Paulo,4,82766,0.0,,,,,,,,,,,,,,,,,,,,
135,6,gabriel,262,6,Gabriel,Gabriel,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_EM6z7aN.png,True,8.29,,0.5,-0.71,Gabriel Barbosa Almeida,1,Flamengo,5,83257,0.5,,,,,,,1.0,,,,,,,,,,,,,
136,6,leo-pereira,262,7,L. Pereira,Léo Pereira,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_rrGsWJ1.png,True,7.71,,3.03,0.9,Leonardo Pereira,6,Flamengo,3,83528,5.9,,3.0,8.0,5.0,,2.0,5.0,,,2.0,,,,,1.0,,,,,
137,6,neris,283,6,Neris,Neris,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_qC7iq64.png,False,3.77,,1.57,0.0,Hueglo dos Santos Neris,4,Cruzeiro,3,83786,0.0,,,5.0,6.0,1.0,,2.0,,1.0,,,,,,,,,,,
138,6,clayson,1371,6,Clayson,Clayson,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_eqdux0f.png,False,3.58,,0.62,0.0,Clayson Henrique da Silva Vieira,4,Cuiabá,5,83817,0.0,,,,,,,5.0,,,,,,,,,,,,,
139,6,tiquinho-soares,263,5,T. Soares,Tiquinho Soares,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_pjwDNV1.png,False,14.0,,7.1,0.0,Francisco das Chagas Soares dos Santos Meireles,3,Botafogo,5,84042,0.0,,1.0,2.0,2.0,,2.0,6.0,2.0,1.0,,,,,,,,,,,
140,6,jemerson,282,6,Jemerson,Jemerson,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_LiuUOj2.png,False,5.81,,3.13,0.0,Jemerson de Jesus Nascimento,3,Atlético-MG,3,84263,0.0,,2.0,,2.0,,,4.0,,,2.0,,,,,,,,,,
141,6,alisson,288,6,Alisson,Alisson,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_Ea5KMU8.png,False,3.05,,2.75,0.0,Alisson Machado dos Santos,2,Criciúma,1,84266,0.0,,1.0,,,,,1.0,,,,,8.0,2.0,,,,,,,
142,6,fernando-sobral,1371,6,F. Sobral,Fernando Sobral,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_dW9VacB.png,False,5.51,,3.1,0.0,Fernando Pereira do Nascimento,4,Cuiabá,4,84428,0.0,,1.0,7.0,2.0,1.0,3.0,4.0,,,,,,,,,,,,,
143,6,lucas-romero,283,7,L. Romero,Lucas Romero,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pUYQrUf.png,True,5.55,,3.3,-0.73,Lucas Daniel Romero,4,Cruzeiro,4,84558,1.0,,,11.0,3.0,,3.0,3.0,,,,,,,,,,,,,1.0
144,6,fellipe-mateus,288,6,F. Mateus,Fellipe Mateus,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_3jr11fx.png,False,9.93,,9.27,0.0,Fellipe Mateus de Sena Araújo,3,Criciúma,4,84587,0.0,,1.0,3.0,3.0,3.0,,15.0,2.0,,,,,,,1.0,,,,,
145,6,lucas-evangelista,280,7,L. Evangelista,Lucas Evangelista,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_gMVR2lN.png,True,8.95,,0.85,-0.31,Lucas Evangelista Santana de Oliveira,2,Bragantino,4,84674,1.7,,1.0,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,
146,6,varela,262,7,Varela,Varela,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RMaWUM3.png,True,6.52,,4.78,2.2,Guillermo Varela Olivera,4,Flamengo,2,84816,11.0,,,6.0,7.0,,,8.0,,,2.0,,,,,,,,,,
147,6,rafael-ratao,265,6,R. Ratão,Rafael Ratão,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_q8xm0Ax.png,True,5.14,,2.97,-0.98,Rafael Rogério da Silva,3,Bahia,5,84918,0.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,
148,6,marcos-felipe,265,7,M. Felipe,Marcos Felipe,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JDJmU6R.png,True,8.94,,6.0,1.19,Marcos Felipe de Freitas Monteiro,5,Bahia,1,85004,10.0,,,,,,,,,,2.0,,25.0,5.0,,,,,,,
149,6,oscar-romero,263,7,Ã. Romero,Óscar Romero,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_oSZD8nT.png,True,8.46,,4.5,1.05,Óscar David Romero Villamayor,4,Botafogo,4,85034,8.6,1.0,1.0,9.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,
150,6,damian-suarez,263,6,D. Suárez,Damián Suárez,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_DpJN07P.png,True,4.35,,1.9,0.06,Damián Nicolás Suárez,4,Botafogo,2,85277,2.4,,,2.0,5.0,,1.0,2.0,,1.0,1.0,,,,,,,,,,
151,6,alex-santana,293,6,A. Santana,Alex Santana,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO.png,False,3.48,,-0.1,0.0,Alex Paulo Menezes Santana,3,Athlético-PR,4,85465,0.0,,1.0,,2.0,,1.0,1.0,,,,,,,,,,,,,
152,6,leo,267,7,Léo,Léo,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_EPoR3bv.png,True,3.25,,1.1,0.03,Leonardo Pinheiro da Conceição,6,Vasco,3,85626,1.2,,,4.0,3.0,1.0,,3.0,,,,,,,,,,,,,
153,6,hyoran,285,5,Hyoran,Hyoran,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_7KxaYiF.png,False,5.0,,0.0,0.0,Hyoran Kaue Dalmoro,0,Internacional,4,85931,0.0,,,,,,,,,,,,,,,,,,,,
154,6,bolasie,288,6,Bolasie,Bolasie,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_r97hBeS.png,False,8.52,,7.4,0.0,Yannick Bolasie,3,Criciúma,5,86292,0.0,2.0,1.0,1.0,4.0,1.0,2.0,5.0,1.0,1.0,,,,,,,,,,,
155,6,caio-dantas,287,6,C. Dantas,Caio Dantas,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_YkGHL6O.png,False,3.0,,0.0,0.0,Caio Henrique da Silva Dantas,0,Vitória,5,86362,0.0,,,,,,,,,,,,,,,,,,,,
156,6,victor-luis,267,6,V. Luis,Victor Luis,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_C2XW4GI.png,False,3.0,,0.0,0.0,Victor Luis Chuab Zamblauskas,0,Vasco,2,86410,0.0,,,,,,,,,,,,,,,,,,,,
157,6,keno,266,7,Keno,Keno,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_EdYl0O3.png,True,8.16,,2.5,0.16,Marcos da Silva França,1,Fluminense,5,86485,2.5,,,,,1.0,1.0,1.0,,,,,,,,,,,,,
158,6,jandrei,276,6,Jandrei,Jandrei,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_FD4URNn.png,False,5.0,,0.0,0.0,Jandrei Chitolina Carniel,0,São Paulo,1,86508,0.0,,,,,,,,,,,,,,,,,,,,
159,6,rodrigo,288,6,Rodrigo,Rodrigo,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_fIUc997.png,False,5.32,,4.77,0.0,Rodrigo Fagundes de Freitas,3,Criciúma,3,86684,0.0,,1.0,6.0,3.0,,,2.0,,,1.0,1.0,,,,,,,,,
160,6,tche-tche,263,7,T. Tchê,Tchê Tchê,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_DbXXPxM.png,True,4.49,,1.48,-0.55,Danilo das Neves Pinheiro,4,Botafogo,4,86686,0.0,,,3.0,,,1.0,3.0,,,,,,,,,,,,,
161,6,jonathan,288,6,Jonathan,Jonathan,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_9loGKby.png,False,3.0,,0.0,0.0,Jonathan Francisco Lemos,0,Criciúma,2,86713,0.0,,,,,,,,,,,,,,,,,,,,
162,6,everton,262,7,Everton,Everton,https://s.sde.globo.com/media/person_role/2024/04/08/photo_FORMATO_JoKRQsF.png,True,5.63,,2.97,1.2,Everton Sousa Soares,3,Flamengo,5,86757,6.1,,,3.0,1.0,2.0,3.0,2.0,,2.0,,,,,,,,,,,
163,6,matheus-rossetto,356,7,M. Rossetto,Matheus Rossetto,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_zgLfj3l.png,True,3.82,,2.9,0.82,Matheus Rossetto,1,Fortaleza,4,86766,2.9,,,2.0,,,,1.0,,,,,,,,,,,,,
164,6,danilo-barbosa,263,7,D. Barbosa,Danilo Barbosa,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_p79ATUg.png,True,9.3,,6.25,1.54,Danilo Barbosa da Silva,6,Botafogo,4,86777,10.0,1.0,2.0,8.0,8.0,,1.0,3.0,3.0,,,,,,,,1.0,,,,
165,6,jose-welison,356,6,J. Welison,José Welison,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QbOqp5G.png,True,4.83,,2.15,-0.35,José Welison da Silva,4,Fortaleza,4,86859,1.2,,,7.0,2.0,,1.0,,,,,,,,,,,,,,
166,6,leo-jardim,267,7,L. Jardim,Léo Jardim,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_goyzWhz.png,True,6.22,,2.17,0.07,Leonardo César Jardim,6,Vasco,1,87008,3.0,,,,,,,,,,,,24.0,11.0,,,,,,,
167,6,nathan,284,6,Nathan,Nathan,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_UqG87oy.png,False,5.0,,0.0,0.0,Nathan Allan de Souza,0,Grêmio,4,87009,0.0,,,,,,,,,,,,,,,,,,,,
168,6,zeca,287,6,Zeca,Zeca,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_UxzvkDO.png,True,3.79,,1.68,-0.14,José Carlos Cracco Neto,5,Vitória,2,87192,1.2,,1.0,5.0,1.0,2.0,,3.0,,2.0,,,,,,,,,,,
169,6,pedro-henrique,280,7,P. Henrique,Pedro Henrique,https://s.sde.globo.com/media/person_role/2024/04/24/photo_FORMATO_oxcf1Uy.png,True,6.12,,3.5,-0.37,Pedro Henrique Ribeiro Gonçalves,3,Bragantino,3,87225,2.3,,,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,
170,6,guilherme-arana,282,6,G. Arana,Guilherme Arana,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_7gOybCT.png,False,14.0,,9.02,0.0,Guilherme Antonio Arana Lopes,5,Atlético-MG,2,87228,0.0,1.0,1.0,11.0,3.0,2.0,2.0,4.0,1.0,2.0,3.0,,,,,,,,,,
171,6,carlos-de-pena,265,6,C. Pena,Carlos de Pena,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_fnqPxDu.png,True,3.21,,1.42,-0.75,Carlos María de Pena Bonino,5,Bahia,4,87242,0.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,
172,6,soteldo,284,6,Soteldo,Soteldo,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_tv5qGBE.png,False,9.86,,5.25,0.0,Yeferson Julio Soteldo Martínez,4,Grêmio,5,87258,0.0,1.0,,3.0,1.0,2.0,1.0,3.0,1.0,,,,,,,,,,,,
