,atletas.foto,atletas.rodada_id,atletas.posicao_id,atletas.jogos_num,atletas.minimo_para_valorizar,atletas.clube_id,atletas.apelido_abreviado,atletas.slug,atletas.nome,atletas.apelido,atletas.entrou_em_campo,atletas.pontos_num,atletas.media_num,atletas.variacao_num,atletas.status_id,atletas.atleta_id,atletas.clube.id.full.name,atletas.preco_num,CA,DS,FC,FS,PC,A,FD,FF,FT,G,I,CV,SG,DE,GS,V,PP,PS,DP,GC
81,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_204au3d.png,26,2,19,,373,Maguinho,maguinho,Magno José da Silva,Maguinho,False,0.0,2.4,0.0,7,72532,Atlético-GO,4.43,2.0,20.0,20.0,11.0,2.0,1.0,3.0,6.0,,,2.0,1.0,3.0,,,,,1.0,,
82,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_sB7v4Fv.png,26,5,10,,264,P. Henrique,pedro-henrique,Pedro Henrique Konzen Medina da Silva,Pedro Henrique,False,0.0,2.66,0.0,6,72583,Corinthians,4.75,1.0,4.0,6.0,8.0,,1.0,2.0,7.0,,1.0,4.0,,,,,,,,,
83,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_EePQ79Y.png,26,1,0,,356,M. Kozlinski,mauricio-kozlinski,Maurício Kozlinski,Maurício Kozlinski,False,0.0,0.0,0.0,6,72595,Fortaleza,3.0,,,,,,,,,,,,,,,,,,,,
84,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_HuEb513.png,26,3,1,,265,V. Hugo,vitor-hugo,Vitor Hugo Franchescoli de Souza,Vitor Hugo,False,0.0,0.0,0.0,6,72605,Bahia,3.58,,,,,,,,,,,,,,,,,,,,
85,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_G29hOpk.png,26,4,18,,293,Fernandinho,fernandinho,Fernando Luiz Rosa,Fernandinho,False,0.0,3.38,0.0,5,72775,Athlético-PR,6.77,6.0,18.0,28.0,20.0,,3.0,8.0,4.0,,2.0,1.0,,,,,,,,,
86,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_i1tcVtm.png,26,3,10,,288,W. Ángel,wilker-angel,Wílker José Ángel Romero,Wilker Ángel,False,0.0,1.86,0.0,5,72801,Criciúma,2.78,2.0,7.0,17.0,4.0,,,2.0,,,1.0,1.0,,1.0,,,,,,,
87,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_o74D2pK.png,26,3,13,,285,Mercado,mercado,Gabriel Iván Mercado,Mercado,True,14.2,3.41,1.42,7,72951,Internacional,6.98,5.0,9.0,6.0,3.0,,,,1.0,,1.0,,,6.0,,,,,,,
88,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_yDwEEkd.png,26,2,18,,266,S. Xavier,samuel-xavier,Samuel Xavier Brito,Samuel Xavier,True,4.1,4.43,-0.06,7,73384,Fluminense,6.42,3.0,21.0,20.0,34.0,,2.0,3.0,4.0,,,1.0,,6.0,,,,,,,
89,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_k3QDtbn.png,26,3,15,,1371,B. Alves,bruno-alves,Bruno Fabiano Alves,Bruno Alves,True,-0.3,2.08,-0.12,7,73620,Cuiabá,3.67,1.0,13.0,10.0,11.0,,,2.0,2.0,,,,,2.0,,,,,,,
90,https://s.sde.globo.com/media/person_role/2024/06/03/photo_FORMATO_F2HtPRp.png,26,3,2,,284,R. Caio,rodrigo-caio,Rodrigo Caio Coquette Russo,Rodrigo Caio,True,4.4,2.2,0.6,7,73800,Grêmio,5.98,,3.0,,2.0,1.0,,,1.0,,,,,,,,,,,,
91,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_o2efsws.png,26,3,11,,288,W. Maia,walisson-maia,Walisson Moreira Farias Maia,Walisson Maia,True,-0.8,1.63,-0.23,3,73991,Criciúma,3.19,2.0,5.0,9.0,2.0,1.0,1.0,,2.0,,,,,2.0,,,,,,,
92,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_XgarVDI.png,26,1,3,,263,G. Fernández,gatito-fernandez,Roberto Junior Fernández Torres,Gatito Fernández,False,0.0,2.0,0.0,6,74061,Botafogo,6.82,1.0,,,,,,,,,,,,1.0,6.0,4.0,,,,,
93,https://s.sde.globo.com/media/person_role/2024/07/17/photo_220x220_WdH8RPs.png,26,5,5,,373,Campbell,campbell,Joel Nathaniel Campbell Samuels,Campbell,True,1.3,5.2,-1.59,7,74157,Atlético-GO,8.59,2.0,5.0,2.0,6.0,,,1.0,3.0,,2.0,,,,,,,,,,
94,https://s.sde.globo.com/media/person_role/2024/09/10/photo_FORMATO.png,26,4,1,,264,Carrillo,carrillo,André Martín Carrillo Díaz,Carrillo,True,1.2,1.2,-0.29,6,77485,Corinthians,6.71,,1.0,,,,,,,,,,,,,,,,,,
95,https://s.sde.globo.com/media/person_role/2023/05/14/photo_FORMATO_BSixVEC.png,26,4,2,,373,Jorginho,jorginho,Jorge de Moura Xavier,Jorginho,False,0.0,3.95,0.0,6,77544,Atlético-GO,5.5,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,
96,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_QT62TtG.png,26,2,14,,293,Madson,madson,Madson Ferreira dos Santos,Madson,False,0.0,2.03,0.0,6,78077,Athlético-PR,4.2,2.0,5.0,5.0,9.0,,1.0,,2.0,,,1.0,,3.0,,,,,,,
97,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_ZTjMF4T.png,26,5,24,,265,Everaldo,everaldo,Everaldo Stum,Everaldo,True,11.6,4.88,1.34,7,78117,Bahia,8.48,3.0,13.0,25.0,23.0,,2.0,15.0,10.0,3.0,7.0,4.0,,,,,,,,,
98,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_eaP6jN7.png,26,3,9,,264,G. Henrique,gustavo-henrique,Gustavo Henrique Vernes,Gustavo Henrique,True,0.2,0.42,-0.36,7,78248,Corinthians,4.89,4.0,2.0,11.0,3.0,,,1.0,5.0,,,,1.0,1.0,,,,,,,
99,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PNCSDK4.png,26,2,13,,285,Renê,rene,Renê Rodrigues Martins,Renê,True,4.7,5.21,-0.1,6,78445,Internacional,8.77,2.0,24.0,11.0,15.0,,1.0,3.0,4.0,,,,,5.0,,,,,,,
100,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_54lwaii.png,26,6,22,,288,C. Tencati,claudio-tencati,Cláudio Tencati,Cláudio Tencati,True,2.05,4.15,-0.11,7,78450,Criciúma,6.1,,,,,,,,,,,,,,,,6.0,,,,
101,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_hp4AXuX.png,26,4,14,,287,J. Mota,jean-mota,Jean Mota Oliveira de Sousa,Jean Mota,False,0.0,1.28,0.0,6,78548,Vitória,3.13,,2.0,6.0,5.0,,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,
102,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_EstVL0K.png,26,5,16,,1371,J. Cafu,jonathan-cafu,Jonathan Renato Barbosa,Jonathan Cafu,True,0.0,1.93,-0.16,7,78580,Cuiabá,3.34,,8.0,12.0,18.0,,,4.0,4.0,,1.0,1.0,,,,,,,,,
103,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_SpOJ3BZ.png,26,4,11,,293,Gabriel,gabriel,Gabriel Girotto Franco,Gabriel,True,4.4,3.77,-0.03,7,78605,Athlético-PR,5.61,2.0,25.0,14.0,9.0,,,1.0,5.0,,1.0,,,,,,,,,,
104,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_MK4CCfT.png,26,4,18,,283,Ramiro,ramiro,Ramiro Moschen Benetti,Ramiro,False,0.0,1.63,0.0,6,78715,Cruzeiro,3.46,2.0,17.0,17.0,8.0,,,1.0,4.0,,1.0,1.0,,,,,,,,,
105,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_v8J7R5r.png,26,2,16,,284,Reinaldo,reinaldo,Reinaldo Manoel da Silva,Reinaldo,True,2.9,5.03,0.31,7,78850,Grêmio,7.94,2.0,14.0,10.0,13.0,,,13.0,7.0,,2.0,1.0,,5.0,,,,,,,
106,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_L3ovhxb.png,26,3,16,,266,T. Santos,thiago-santos,Thiago dos Santos,Thiago Santos,True,1.2,3.13,-0.82,7,78855,Fluminense,3.5,6.0,16.0,19.0,13.0,1.0,,4.0,3.0,,,,,6.0,,,,,,,
107,https://s.sde.globo.com/media/person_role/2023/08/16/photo_FORMATO_vnMYw4d.png,26,3,12,,373,L. Felipe,luiz-felipe,Luiz Felipe do Nascimento dos Santos,Luiz Felipe,False,0.0,2.44,0.0,7,79035,Atlético-GO,3.59,3.0,13.0,11.0,1.0,1.0,,1.0,4.0,,1.0,,1.0,2.0,,,,,1.0,,
108,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO.png,26,3,5,,265,V. Cuesta,victor-cuesta,Víctor Leandro Cuesta,Víctor Cuesta,False,0.0,0.82,0.0,6,79113,Bahia,3.22,3.0,5.0,7.0,5.0,,,,1.0,,,1.0,,,,,,,,,
109,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_AseAsft.png,26,4,10,,1371,F. Augusto,filipe-augusto,Filipe Augusto Carvalho Souza,Filipe Augusto,True,0.2,0.07,0.0,6,79268,Cuiabá,1.18,4.0,4.0,12.0,3.0,,,1.0,1.0,,,,,,,,,,,,
110,https://s.sde.globo.com/media/person_role/2021/04/27/ec1e7e490c3a05088fd967b9e2468216_FORMATO.png,26,6,22,,285,R. Machado,roger-machado,Roger Machado Marques,Roger Machado,True,9.35,5.02,0.53,7,79437,Internacional,7.98,,,,,,,,,,,,,,,,7.0,,,,
111,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_uSA2481.png,26,5,14,,266,Cano,cano,Germán Ezequiel Cano,Cano,False,0.0,2.32,0.0,6,79631,Fluminense,7.18,3.0,3.0,5.0,4.0,,,11.0,9.0,1.0,1.0,1.0,,,,,,,,,
112,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_KnivRCo.png,26,4,21,,283,L. Silva,lucas-silva,Lucas Silva Borges,Lucas Silva,False,0.0,1.11,0.0,2,79701,Cruzeiro,3.75,3.0,8.0,15.0,14.0,1.0,,4.0,7.0,,1.0,,,,,,,,,,1.0
113,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Cwpf6R7.png,26,3,11,,266,A. Carlos,antonio-carlos,Antônio Carlos Cunha Capocasali Júnior,Antônio Carlos,False,0.0,1.81,0.0,6,79702,Fluminense,3.36,1.0,4.0,5.0,9.0,,,,4.0,,,1.0,,2.0,,,,,,,
114,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_1INRw87.png,26,4,19,,286,Jadson,jadson,Jadson Alves dos Santos,Jadson,True,1.1,5.05,-0.48,7,80129,Juventude,8.44,8.0,43.0,26.0,38.0,,5.0,4.0,8.0,,1.0,2.0,1.0,,,,,,,,
115,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QAL0UhA.png,26,4,20,,356,Y. Pikachu,yago-pikachu,Glaybson Yago Souza Lisboa,Yago Pikachu,False,0.0,3.46,0.0,6,80196,Fortaleza,4.83,5.0,16.0,10.0,30.0,,3.0,3.0,11.0,,2.0,3.0,,,,,,,,,
116,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_UXvdhXA.png,26,5,8,,283,R. Silva,rafa-silva,Rafael da Silva,Rafa Silva,False,0.0,4.04,0.0,5,80225,Cruzeiro,5.88,2.0,4.0,6.0,4.0,,,4.0,1.0,,3.0,3.0,,,,,,,,,
117,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hqCxZF4.png,26,5,20,,276,Luciano,luciano,Luciano da Rocha Neves,Luciano,False,0.0,5.64,0.0,7,80287,São Paulo,9.75,9.0,17.0,23.0,28.0,,1.0,12.0,16.0,4.0,7.0,2.0,1.0,,,,,1.0,1.0,,
118,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_iy1T2ej.png,26,2,12,,265,Gilberto,gilberto,Gilberto Moraes Júnior,Gilberto,False,0.0,3.97,0.0,5,80313,Bahia,6.95,1.0,17.0,10.0,14.0,,,2.0,5.0,,1.0,1.0,,2.0,,,,,,,
119,https://s.sde.globo.com/media/person_role/2024/04/12/photo_220x220.png,26,5,20,,288,A. Caíke,arthur-caike,Arthur Caíke do Nascimento Cruz,Arthur Caíke,True,0.6,3.11,-1.25,7,80337,Criciúma,4.2,2.0,4.0,18.0,22.0,,,6.0,16.0,1.0,4.0,12.0,,,,,,,,,
120,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_6dWdAJP.png,26,3,8,,284,P. Geromel,pedro-geromel,Pedro Tonon Geromel,Pedro Geromel,True,2.0,2.6,0.17,7,80853,Grêmio,5.36,3.0,4.0,2.0,2.0,,,1.0,3.0,,,,,3.0,,,,,,,
121,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,26,4,0,,267,Jair,jair,Jair Rodrigues Júnior,Jair,False,0.0,0.0,0.0,5,81091,Vasco,4.0,,,,,,,,,,,,,,,,,,,,
122,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_pz3GebS.png,26,2,17,,275,Mayke,mayke,Mayke Rocha de Oliveira,Mayke,False,0.0,4.66,0.0,5,81150,Palmeiras,8.37,3.0,24.0,12.0,7.0,,,,1.0,,1.0,2.0,,9.0,,,,,,,
123,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8UqKNri.png,26,5,11,,267,Rossi,rossi,Rosicley Pereira da Silva,Rossi,False,0.0,1.66,0.0,6,81798,Vasco,4.06,3.0,12.0,9.0,8.0,,1.0,,1.0,,,2.0,,,,,,,,,
124,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_fS2GyF1.png,26,4,16,,276,Alisson,alisson,Alisson Euler de Freitas Castro,Alisson,False,0.0,3.59,0.0,5,81845,São Paulo,6.88,4.0,25.0,21.0,27.0,,2.0,4.0,2.0,,1.0,,,,,,,,,,
125,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_yXqoxi8.png,26,1,24,,356,J. Ricardo,joao-ricardo,João Ricardo Riedi,João Ricardo,True,5.5,5.1,0.38,7,81881,Fortaleza,8.51,2.0,1.0,,2.0,,,,,,,,,8.0,104.0,22.0,,,,,
126,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_AuUF822.png,26,4,23,,287,W. Oliveira,willian-oliveira,Willian Osmar de Oliveira Silva,Willian Oliveira,True,-1.6,4.94,-0.95,7,81952,Vitória,7.14,5.0,38.0,28.0,32.0,,1.0,6.0,14.0,,5.0,,,,,,,,2.0,,
127,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_BAUllGq.png,26,4,13,,275,Z. Rafael,ze-rafael,José Rafael Vivian,Zé Rafael,False,0.0,1.92,0.0,3,82455,Palmeiras,4.56,5.0,14.0,26.0,16.0,,2.0,2.0,3.0,,,,1.0,,,,,,1.0,,
128,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_y7upQyC.png,26,4,15,,282,Otávio,otavio,Otávio Henrique Passos Santos,Otávio,False,0.0,2.94,0.0,5,82463,Atlético-MG,5.16,1.0,32.0,19.0,12.0,,,2.0,5.0,,,,,,,,,,,,
129,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_HkAAcVs.png,26,5,23,,262,L. Araújo,luiz-araujo,Luiz de Araújo Guimarães Neto,Luiz Araújo,True,0.8,5.54,-0.82,5,82627,Flamengo,8.3,3.0,35.0,23.0,30.0,,5.0,13.0,17.0,1.0,3.0,2.0,,,,,,,,,
130,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_vAKLb1d.png,26,2,20,,356,Tinga,tinga,Guilherme de Jesus da Silva,Tinga,True,3.2,3.64,-0.32,6,82628,Fortaleza,5.36,1.0,26.0,13.0,7.0,1.0,,,4.0,1.0,1.0,,,6.0,,,,,,,
131,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_g9yt731.png,26,2,20,,288,M. Hermes,marcelo-hermes,Marcelo Gazella Hermes,Marcelo Hermes,True,3.2,3.11,-0.34,7,82639,Criciúma,5.33,4.0,22.0,19.0,9.0,,2.0,5.0,9.0,,1.0,,,2.0,,,,,,,
132,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_NhIGhAv.png,26,4,17,,276,W. Rato,wellington-rato,Wellington Soares da Silva,Wellington Rato,True,0.0,1.68,-0.3,6,82766,São Paulo,5.52,1.0,5.0,7.0,16.0,,2.0,4.0,4.0,,,3.0,,,,,,,,,
133,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_EM6z7aN.png,26,5,12,,262,Gabriel,gabriel,Gabriel Barbosa Almeida,Gabriel,True,-0.1,2.42,-0.18,6,83257,Flamengo,6.05,1.0,1.0,1.0,5.0,,1.0,3.0,3.0,,2.0,4.0,,,,,,,,,
134,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_rrGsWJ1.png,26,3,20,,262,L. Pereira,leo-pereira,Leonardo Pereira,Léo Pereira,True,1.2,1.68,0.13,7,83528,Flamengo,5.4,4.0,17.0,13.0,11.0,1.0,,,2.0,,,1.0,,3.0,,,,,,,
135,https://s.sde.globo.com/media/person_role/2024/08/23/photo_FORMATO_NM0hbTO.png,26,3,12,,287,Neris,neris,Hueglo dos Santos Neris,Neris,True,6.7,2.25,1.28,7,83786,Vitória,4.74,1.0,11.0,16.0,3.0,,,1.0,,,,1.0,1.0,4.0,,,,,,,
136,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_eqdux0f.png,26,5,18,,1371,Clayson,clayson,Clayson Henrique da Silva Vieira,Clayson,True,-0.5,2.19,-1.56,7,83817,Cuiabá,3.77,5.0,9.0,8.0,18.0,,,4.0,7.0,,2.0,3.0,,,,,,,1.0,,
137,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_pjwDNV1.png,26,5,18,,263,T. Soares,tiquinho-soares,Francisco das Chagas Soares dos Santos Meireles,Tiquinho Soares,True,-0.3,3.84,-0.33,6,84042,Botafogo,9.26,3.0,9.0,28.0,28.0,,3.0,2.0,8.0,,4.0,2.0,,,,,,,,,
138,https://s.sde.globo.com/media/person_role/2024/05/22/photo_FORMATO_PHlhzVS.png,26,3,7,,284,Jemerson,jemerson,Jemerson de Jesus Nascimento,Jemerson,True,8.8,4.04,0.99,3,84263,Grêmio,6.84,3.0,3.0,10.0,4.0,,,,1.0,,1.0,1.0,,4.0,,,,,,,
139,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_Ea5KMU8.png,26,1,4,,288,Alisson,alisson,Alisson Machado dos Santos,Alisson,False,0.0,0.87,0.0,6,84266,Criciúma,2.29,2.0,,,1.0,,,,,,,,,,9.0,4.0,,,,,
140,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_dW9VacB.png,26,4,19,,1371,F. Sobral,fernando-sobral,Fernando Pereira do Nascimento,Fernando Sobral,True,4.6,2.92,0.2,2,84428,Cuiabá,5.45,2.0,24.0,7.0,16.0,,1.0,3.0,8.0,,1.0,1.0,,,,,,,,,
141,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pUYQrUf.png,26,4,22,,283,L. Romero,lucas-romero,Lucas Daniel Romero,Lucas Romero,True,-1.3,2.8,-1.02,7,84558,Cruzeiro,4.61,4.0,42.0,31.0,18.0,,2.0,3.0,6.0,,,,1.0,,,,,,,,
142,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_3jr11fx.png,26,4,17,,288,F. Mateus,fellipe-mateus,Fellipe Mateus de Sena Araújo,Fellipe Mateus,True,1.7,3.74,0.11,6,84587,Criciúma,6.68,2.0,16.0,10.0,36.0,1.0,,9.0,7.0,,2.0,,,,,,,,,,
143,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_gMVR2lN.png,26,4,17,,280,L. Evangelista,lucas-evangelista,Lucas Evangelista Santana de Oliveira,Lucas Evangelista,True,0.5,3.52,-0.49,7,84674,Bragantino,7.28,3.0,15.0,16.0,28.0,,1.0,4.0,9.0,1.0,2.0,4.0,,,,,,,,,
144,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RMaWUM3.png,26,2,11,,262,Varela,varela,Guillermo Varela Olivera,Varela,True,1.2,3.75,-0.4,7,84816,Flamengo,5.46,,15.0,7.0,16.0,,,2.0,,,,1.0,,3.0,,,,,,,
145,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_q8xm0Ax.png,26,5,11,,265,R. Ratão,rafael-ratao,Rafael Rogério da Silva,Rafael Ratão,True,8.2,2.7,1.06,6,84918,Bahia,5.54,,4.0,5.0,3.0,,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,
146,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JDJmU6R.png,26,1,24,,265,M. Felipe,marcos-felipe,Marcos Felipe de Freitas Monteiro,Marcos Felipe,True,7.0,4.12,0.85,7,85004,Bahia,7.66,2.0,1.0,1.0,4.0,,,,,,,,,8.0,82.0,24.0,,,,,
147,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_oSZD8nT.png,26,4,17,,263,Ã. Romero,oscar-romero,Óscar David Romero Villamayor,Óscar Romero,False,0.0,3.44,0.0,6,85034,Botafogo,6.25,5.0,21.0,12.0,14.0,,3.0,8.0,3.0,,1.0,,,,,,,,,,
148,https://s.sde.globo.com/media/person_role/2021/08/07/b531ba6110b8de5a1bcfea929ba66869_FORMATO.png,26,5,0,,264,M. Depay,memphis-depay,Memphis Depay,Memphis Depay,False,0.0,0.0,0.0,7,85048,Corinthians,13.0,,,,,,,,,,,,,,,,,,,,
149,https://s.sde.globo.com/media/person_role/2024/07/15/photo_FORMATO_QlEJyTM.png,26,4,8,,264,A. Santana,alex-santana,Alex Paulo Menezes Santana,Alex Santana,False,0.0,1.57,0.0,5,85465,Corinthians,3.69,4.0,9.0,9.0,5.0,,,1.0,6.0,,,,,,,,,,,,
150,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_EPoR3bv.png,26,3,20,,267,Léo,leo,Leonardo Pinheiro da Conceição,Léo,True,1.2,2.79,0.05,7,85626,Vasco,4.1,1.0,23.0,14.0,9.0,,,2.0,2.0,,,1.0,,5.0,,,,,,,
151,https://s.sde.globo.com/media/person_role/2024/07/02/photo_220x220.png,26,4,8,,287,R. Ryller,ricardo-ryller,Ricardo Ryller Ribeiro Lino Silva,Ricardo Ryller,True,0.5,2.25,-0.03,6,85856,Vitória,4.18,,11.0,6.0,10.0,,,,2.0,,,,,,,,,,,,
152,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_7KxaYiF.png,26,4,10,,285,Hyoran,hyoran,Hyoran Kaue Dalmoro,Hyoran,False,0.0,1.38,0.0,6,85931,Internacional,3.83,,5.0,6.0,9.0,,,1.0,5.0,,,1.0,,,,,,,,,
153,https://s.sde.globo.com/media/person_role/2024/08/26/photo_FORMATO_zFut1NF.png,26,4,2,,1371,G. Sauer,gustavo-sauer,Gustavo Affonso Sauerbeck,Gustavo Sauer,True,1.7,0.95,-0.05,6,85993,Cuiabá,4.46,,1.0,1.0,2.0,,,,,,,,,,,,,,,,
154,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_r97hBeS.png,26,5,19,,288,Bolasie,bolasie,Yannick Bolasie,Bolasie,True,2.9,5.86,-0.28,7,86292,Criciúma,7.96,2.0,11.0,22.0,15.0,,3.0,15.0,20.0,1.0,6.0,8.0,,,,,,,,,
155,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_YkGHL6O.png,26,5,0,,287,C. Dantas,caio-dantas,Caio Henrique da Silva Dantas,Caio Dantas,False,0.0,0.0,0.0,6,86362,Vitória,3.0,,,,,,,,,,,,,,,,,,,,
156,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_C2XW4GI.png,26,2,9,,267,V. Luis,victor-luis,Victor Luis Chuab Zamblauskas,Victor Luis,False,0.0,4.67,0.0,6,86410,Vasco,6.57,3.0,14.0,10.0,10.0,,1.0,1.0,,,1.0,,1.0,3.0,,,,,,,
157,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_EdYl0O3.png,26,5,16,,266,Keno,keno,Marcos da Silva França,Keno,True,2.4,2.26,-0.71,6,86485,Fluminense,5.27,1.0,12.0,9.0,12.0,,,4.0,9.0,,1.0,3.0,,,,,,,,,
158,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_FD4URNn.png,26,1,11,,276,Jandrei,jandrei,Jandrei Chitolina Carniel,Jandrei,True,7.5,4.05,1.04,7,86508,São Paulo,6.84,,,,7.0,,,,,,,,,4.0,32.0,11.0,,,,,
159,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_fIUc997.png,26,3,18,,288,Rodrigo,rodrigo,Rodrigo Fagundes de Freitas,Rodrigo,False,0.0,3.27,0.0,6,86684,Criciúma,4.77,6.0,33.0,17.0,8.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,,2.0,,,,,,,
160,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_DbXXPxM.png,26,4,22,,263,T. Tchê,tche-tche,Danilo das Neves Pinheiro,Tchê Tchê,True,0.0,1.13,-0.33,6,86686,Botafogo,3.18,1.0,12.0,11.0,14.0,,,5.0,6.0,,,,1.0,,,,,,,,
161,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_9loGKby.png,26,2,10,,288,Jonathan,jonathan,Jonathan Francisco Lemos,Jonathan,False,0.0,1.74,0.0,6,86713,Criciúma,3.0,,13.0,4.0,2.0,,,1.0,1.0,,,,,,,,,,,,
162,https://s.sde.globo.com/media/person_role/2024/04/08/photo_FORMATO_JoKRQsF.png,26,5,10,,262,Everton,everton,Everton Sousa Soares,Everton,False,0.0,4.72,0.0,5,86757,Flamengo,6.98,1.0,11.0,6.0,6.0,,2.0,8.0,8.0,,1.0,2.0,,,,,,,,,
163,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_zgLfj3l.png,26,4,10,,356,M. Rossetto,matheus-rossetto,Matheus Rossetto,Matheus Rossetto,False,0.0,1.65,0.0,6,86766,Fortaleza,3.11,1.0,15.0,8.0,4.0,,,,,,,,,,,,,,,,
164,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_p79ATUg.png,26,4,22,,263,D. Barbosa,danilo-barbosa,Danilo Barbosa da Silva,Danilo Barbosa,True,6.2,3.45,0.72,7,86777,Botafogo,7.29,3.0,31.0,17.0,15.0,,2.0,1.0,4.0,,3.0,,,,,,,,1.0,,
165,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QbOqp5G.png,26,4,13,,356,J. Welison,jose-welison,José Welison da Silva,José Welison,True,3.3,1.68,0.46,7,86859,Fortaleza,4.19,1.0,18.0,8.0,4.0,,,,2.0,,,,,,,,,,,,
166,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_goyzWhz.png,26,1,25,,267,L. Jardim,leo-jardim,Leonardo César Jardim,Léo Jardim,True,1.0,3.76,-1.15,7,87008,Vasco,6.39,,,,1.0,,,,,,,,,6.0,98.0,35.0,,,,,
