,atletas.clube.id.full.name,atletas.clube_id,atletas.pontos_num,atletas.apelido_abreviado,atletas.apelido,atletas.atleta_id,atletas.foto,atletas.nome,atletas.status_id,atletas.slug,atletas.rodada_id,atletas.posicao_id,atletas.minimo_para_valorizar,atletas.entrou_em_campo,atletas.jogos_num,atletas.media_num,atletas.preco_num,atletas.variacao_num,A,CA,DS,FC,FD,FF,FS,FT,G,I,PS,SG,V,PC,CV,DE,GS,PP,GC,DP
74,Atlético-MG,282,1.5,Everson,Everson,72294,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_r7CD0SX.png,Everson Felipe Marques Pires,6,everson,35,1,,True,21,2.24,7.1,-0.93,,5.0,,1.0,,,5.0,,,,,6.0,,,1.0,51.0,28.0,,,
75,Fluminense,266,0.0,F. Alves,Felipe Alves,72372,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_e9UBywD.png,Felipe Alves Raymundo,6,felipe-alves,35,1,,False,0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,
76,Cruzeiro,283,3.6,F. Diniz,Fernando Diniz,72391,https://s.sde.globo.com/media/person_role/2024/09/23/photo_FORMATO_oIP1uaU.png,Fernando Diniz Silva,7,fernando-diniz,35,6,,True,18,3.52,8.33,0.12,,,,,,,,,,,,,2.0,,,,,,,
77,Atlético-MG,282,1.2,Bernard,Bernard,72460,https://s.sde.globo.com/media/person_role/2024/07/08/photo_FORMATO_hLeY8f6.png,Bernard Anício Caldeira Duarte,6,bernard,35,4,,True,13,1.04,5.77,-0.04,,1.0,9.0,14.0,,2.0,7.0,1.0,,1.0,,,,,,,,,,
78,Botafogo,263,0.0,A. Telles,Alex Telles,72493,https://s.sde.globo.com/media/person_role/2024/09/03/photo_FORMATO_Dy4LFfE.png,Alex Nicolao Telles,6,alex-telles,35,2,,False,8,5.68,8.8,0.0,1.0,,5.0,3.0,1.0,4.0,2.0,,,,,6.0,,,,,,,,
79,Atlético-GO,373,0.0,G. Campanharo,Gustavo Campanharo,72497,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_XGJ1uLI.png,Gustavo Campanharo,6,gustavo-campanharo,35,4,,False,3,0.47,3.66,0.0,,,1.0,2.0,,1.0,,,,,,,,,,,,,,
80,Atlético-GO,373,0.2,Maguinho,Maguinho,72532,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_204au3d.png,Magno José da Silva,6,maguinho,35,2,,True,21,2.38,4.29,-0.49,1.0,3.0,20.0,23.0,3.0,7.0,12.0,,,2.0,1.0,4.0,,2.0,1.0,,,,,
81,Corinthians,264,2.2,P. Henrique,Pedro Henrique,72583,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_sB7v4Fv.png,Pedro Henrique Konzen Medina da Silva,6,pedro-henrique,35,5,,True,11,2.53,4.93,0.24,1.0,2.0,4.0,7.0,3.0,8.0,9.0,,1.0,4.0,,,,,,,,,,
82,Fortaleza,356,0.0,M. Kozlinski,Maurício Kozlinski,72595,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_EePQ79Y.png,Maurício Kozlinski,6,mauricio-kozlinski,35,1,,False,0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,
83,Bahia,265,0.0,V. Hugo,Vitor Hugo,72605,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_HuEb513.png,Vitor Hugo Franchescoli de Souza,6,vitor-hugo,35,3,,False,1,0.0,3.58,0.0,,,,,,,,,,,,,,,,,,,,
84,Athlético-PR,293,-0.3,Fernandinho,Fernandinho,72775,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_G29hOpk.png,Fernando Luiz Rosa,6,fernandinho,35,4,,True,22,2.83,6.02,-0.09,3.0,6.0,18.0,30.0,9.0,5.0,20.0,,2.0,1.0,,,,,,,,,,
85,Criciúma,288,5.0,W. Ángel,Wilker Ángel,72801,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_i1tcVtm.png,Wílker José Ángel Romero,2,wilker-angel,35,3,,True,12,2.2,3.85,0.48,,3.0,9.0,18.0,2.0,2.0,4.0,,1.0,1.0,,2.0,,,,,,,,
86,Internacional,285,0.0,Mercado,Mercado,72951,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_o74D2pK.png,Gabriel Iván Mercado,5,mercado,35,3,,False,14,3.15,4.98,0.0,,5.0,9.0,7.0,,1.0,3.0,,1.0,,,6.0,,,,,,,,
87,Fluminense,266,4.9,S. Xavier,Samuel Xavier,73384,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_yDwEEkd.png,Samuel Xavier Brito,7,samuel-xavier,35,2,,True,24,4.34,6.64,0.44,2.0,4.0,27.0,29.0,4.0,5.0,42.0,,,2.0,,9.0,,,,,,,,
88,Cuiabá,1371,-1.3,B. Alves,Bruno Alves,73620,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_k3QDtbn.png,Bruno Fabiano Alves,3,bruno-alves,35,3,,True,24,3.14,4.28,-0.51,,3.0,21.0,15.0,3.0,4.0,15.0,,1.0,,,7.0,,,,,,,,
89,Grêmio,284,2.2,R. Caio,Rodrigo Caio,73800,https://s.sde.globo.com/media/person_role/2024/06/03/photo_FORMATO_F2HtPRp.png,Rodrigo Caio Coquette Russo,6,rodrigo-caio,35,3,,True,3,2.2,5.6,-0.38,,,4.0,,,1.0,4.0,,,,,,,1.0,,,,,,
90,Criciúma,288,0.0,W. Maia,Walisson Maia,73991,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_o2efsws.png,Walisson Moreira Farias Maia,6,walisson-maia,35,3,,False,12,1.49,3.17,0.0,1.0,2.0,5.0,9.0,,2.0,2.0,,,,,2.0,,1.0,,,,,,
91,Botafogo,263,0.0,G. Fernández,Gatito Fernández,74061,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_XgarVDI.png,Roberto Junior Fernández Torres,6,gatito-fernandez,35,1,,False,3,2.0,6.82,0.0,,1.0,,,,,,,,,,1.0,,,,6.0,4.0,,,
92,Atlético-GO,373,0.7,Campbell,Campbell,74157,https://s.sde.globo.com/media/person_role/2024/07/17/photo_FORMATO_WdH8RPs.png,Joel Nathaniel Campbell Samuels,6,campbell,35,5,,True,9,3.36,7.34,-0.07,,3.0,7.0,3.0,1.0,5.0,9.0,,2.0,,,,,,,,,,,
93,Corinthians,264,1.2,Carrillo,Carrillo,77485,https://s.sde.globo.com/media/person_role/2024/09/10/photo_FORMATO_tEHEHYn.png,André Martín Carrillo Díaz,7,carrillo,35,4,,True,10,2.07,5.26,0.16,1.0,2.0,15.0,11.0,1.0,1.0,2.0,,,,,,,,,,,,,
94,Atlético-GO,373,0.0,Jorginho,Jorginho,77544,https://s.sde.globo.com/media/person_role/2023/05/14/photo_FORMATO_BSixVEC.png,Jorge de Moura Xavier,5,jorginho,35,4,,False,2,3.95,5.5,0.0,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,
95,Athlético-PR,293,0.0,Madson,Madson,78077,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_QT62TtG.png,Madson Ferreira dos Santos,6,madson,35,2,,False,18,2.19,4.64,0.0,1.0,3.0,6.0,6.0,,2.0,11.0,,,1.0,,5.0,,,,,,,,
96,Bahia,265,5.7,Everaldo,Everaldo,78117,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_ZTjMF4T.png,Everaldo Stum,6,everaldo,35,5,,True,33,4.47,7.65,0.72,3.0,4.0,16.0,27.0,18.0,18.0,28.0,4.0,8.0,6.0,,,,,,,,,,
97,Corinthians,264,9.7,G. Henrique,Gustavo Henrique,78248,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_eaP6jN7.png,Gustavo Henrique Vernes,7,gustavo-henrique,35,3,,True,16,1.98,6.37,1.22,,4.0,8.0,13.0,3.0,5.0,5.0,,1.0,1.0,,3.0,,,1.0,,,,,
98,Internacional,285,0.0,Renê,Renê,78445,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PNCSDK4.png,Renê Rodrigues Martins,6,rene,35,2,,False,14,5.45,9.37,0.0,1.0,2.0,27.0,11.0,3.0,4.0,15.0,,,,,6.0,,,,,,,,
99,Criciúma,288,6.94,C. Tencati,Cláudio Tencati,78450,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_54lwaii.png,Cláudio Tencati,7,claudio-tencati,35,6,,True,31,4.24,6.93,0.79,,,,,,,,,,,,,7.0,,,,,,,
100,Vitória,287,0.0,J. Mota,Jean Mota,78548,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_hp4AXuX.png,Jean Mota Oliveira de Sousa,6,jean-mota,35,4,,False,15,1.29,3.28,0.0,,,3.0,7.0,2.0,2.0,6.0,1.0,1.0,1.0,,,,,,,,,,
101,Cuiabá,1371,-0.4,J. Cafu,Jonathan Cafu,78580,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_EstVL0K.png,Jonathan Renato Barbosa,2,jonathan-cafu,35,5,,True,22,1.64,3.11,-0.21,,1.0,13.0,15.0,4.0,5.0,19.0,,1.0,2.0,,,,,,,,,,
102,Athlético-PR,293,3.3,Gabriel,Gabriel,78605,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_SpOJ3BZ.png,Gabriel Girotto Franco,7,gabriel,35,4,,True,17,3.54,5.52,-0.13,1.0,3.0,36.0,19.0,1.0,7.0,12.0,,1.0,,,,,,,,,,,
103,Cruzeiro,283,0.0,Ramiro,Ramiro,78715,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_MK4CCfT.png,Ramiro Moschen Benetti,6,ramiro,35,4,,False,23,1.69,3.47,0.0,,3.0,25.0,23.0,1.0,4.0,13.0,,1.0,1.0,,,,,,,,,,
104,Grêmio,284,0.5,Reinaldo,Reinaldo,78850,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_v8J7R5r.png,Reinaldo Manoel da Silva,7,reinaldo,35,2,,True,22,4.62,7.52,-0.35,1.0,2.0,19.0,14.0,16.0,9.0,18.0,,2.0,1.0,,6.0,,1.0,,,,,,
105,Fluminense,266,10.8,T. Santos,Thiago Santos,78855,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_L3ovhxb.png,Thiago dos Santos,7,thiago-santos,35,3,,True,21,3.91,5.38,1.35,,8.0,29.0,21.0,4.0,3.0,21.0,,,,,9.0,,1.0,,,,,,
106,Atlético-GO,373,0.0,L. Felipe,Luiz Felipe,79035,https://s.sde.globo.com/media/person_role/2023/08/16/photo_FORMATO_vnMYw4d.png,Luiz Felipe do Nascimento dos Santos,6,luiz-felipe,35,3,,False,15,2.9,4.44,0.0,,4.0,18.0,18.0,1.0,5.0,2.0,,1.0,,1.0,4.0,,1.0,1.0,,,,,
107,Bahia,265,0.0,V. Cuesta,Víctor Cuesta,79113,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO.png,Víctor Leandro Cuesta,6,victor-cuesta,35,3,,False,6,1.08,3.48,0.0,,3.0,7.0,7.0,,1.0,5.0,,,1.0,,,,,,,,,,
108,Cuiabá,1371,0.4,F. Augusto,Filipe Augusto,79268,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_AseAsft.png,Filipe Augusto Carvalho Souza,3,filipe-augusto,35,4,,True,16,0.51,1.35,-0.27,,6.0,12.0,20.0,1.0,2.0,6.0,,,,,,,,,,,,,
109,Internacional,285,7.72,R. Machado,Roger Machado,79437,https://s.sde.globo.com/media/person_role/2021/04/27/ec1e7e490c3a05088fd967b9e2468216_FORMATO.png,Roger Machado Marques,7,roger-machado,35,6,,True,30,5.56,8.33,0.24,,,,,,,,,,,,,14.0,,,,,,,
110,Fluminense,266,-0.1,Cano,Cano,79631,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_uSA2481.png,Germán Ezequiel Cano,7,cano,35,5,,True,19,1.9,6.51,-0.11,,3.0,4.0,6.0,14.0,11.0,5.0,1.0,1.0,2.0,,,,,1.0,,,,,
111,Cruzeiro,283,-0.1,L. Silva,Lucas Silva,79701,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_KnivRCo.png,Lucas Silva Borges,6,lucas-silva,35,4,,True,27,0.91,3.35,0.05,,5.0,9.0,22.0,5.0,9.0,17.0,,1.0,1.0,,,,1.0,,,,,1.0,
112,Fluminense,266,0.0,A. Carlos,Antônio Carlos,79702,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Cwpf6R7.png,Antônio Carlos Cunha Capocasali Júnior,6,antonio-carlos,35,3,,False,13,1.72,2.84,0.0,,1.0,6.0,10.0,,4.0,12.0,,,1.0,,2.0,,,,,,,,
113,Juventude,286,8.5,Jadson,Jadson,80129,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_1INRw87.png,Jadson Alves dos Santos,6,jadson,35,4,,True,27,4.79,9.23,0.4,5.0,11.0,60.0,34.0,5.0,10.0,55.0,2.0,1.0,2.0,1.0,,,,1.0,,,,,
114,Fortaleza,356,0.0,Y. Pikachu,Yago Pikachu,80196,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QAL0UhA.png,Glaybson Yago Souza Lisboa,6,yago-pikachu,35,4,,False,27,2.92,4.56,0.0,4.0,5.0,18.0,11.0,3.0,13.0,34.0,,2.0,3.0,,,,1.0,,,,,,
115,Cruzeiro,283,0.0,R. Silva,Rafa Silva,80225,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_UXvdhXA.png,Rafael da Silva,6,rafa-silva,35,5,,False,9,3.22,5.02,0.0,,2.0,4.0,7.0,4.0,1.0,4.0,,3.0,3.0,,,,,1.0,,,,,
116,São Paulo,276,0.0,Luciano,Luciano,80287,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hqCxZF4.png,Luciano da Rocha Neves,7,luciano,35,5,,True,29,5.71,9.76,-0.45,3.0,11.0,21.0,29.0,14.0,29.0,38.0,4.0,10.0,5.0,1.0,,,,1.0,,,1.0,,
117,Bahia,265,2.8,Gilberto,Gilberto,80313,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_iy1T2ej.png,Gilberto Moraes Júnior,6,gilberto,35,2,,True,15,4.06,7.28,-0.62,1.0,2.0,23.0,10.0,2.0,7.0,15.0,,1.0,1.0,,2.0,,,,,,,,
118,Criciúma,288,0.0,A. Caíke,Arthur Caíke,80337,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO.png,Arthur Caíke do Nascimento Cruz,6,arthur-caike,35,5,,False,26,2.38,3.79,0.0,,4.0,4.0,21.0,6.0,16.0,27.0,1.0,4.0,15.0,,,,,,,,,,
119,Grêmio,284,0.0,P. Geromel,Pedro Geromel,80853,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_6dWdAJP.png,Pedro Tonon Geromel,6,pedro-geromel,35,3,,False,10,2.4,5.01,0.0,,4.0,6.0,3.0,1.0,5.0,3.0,,,,,3.0,,,,,,,,
120,Vasco,267,-0.4,Jair,Jair,81091,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,Jair Rodrigues Júnior,6,jair,35,4,,True,3,0.23,2.93,-0.52,,2.0,2.0,4.0,,,3.0,,,,,,,,,,,,,
121,Palmeiras,275,0.0,Mayke,Mayke,81150,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_pz3GebS.png,Mayke Rocha de Oliveira,6,mayke,35,2,,False,19,4.2,7.52,0.0,,5.0,26.0,15.0,,1.0,9.0,,1.0,2.0,,9.0,,,,,,,,
122,Vasco,267,0.0,Rossi,Rossi,81798,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8UqKNri.png,Rosicley Pereira da Silva,6,rossi,35,5,,False,11,1.66,4.06,0.0,1.0,3.0,12.0,9.0,,1.0,8.0,,,2.0,,,,,,,,,,
123,São Paulo,276,2.6,Alisson,Alisson,81845,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_fS2GyF1.png,Alisson Euler de Freitas Castro,6,alisson,35,4,,True,19,3.12,5.92,0.46,2.0,5.0,27.0,23.0,4.0,2.0,29.0,,1.0,,,,,,,,,,,
124,Fortaleza,356,9.0,J. Ricardo,João Ricardo,81881,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_yXqoxi8.png,João Ricardo Riedi,7,joao-ricardo,35,1,,True,32,5.1,9.04,0.33,,2.0,1.0,,,,5.0,,,,,12.0,,,,130.0,29.0,,,
125,Vitória,287,3.4,W. Oliveira,Willian Oliveira,81952,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_AuUF822.png,Willian Osmar de Oliveira Silva,7,willian-oliveira,35,4,,True,31,4.16,7.38,0.37,1.0,8.0,50.0,38.0,8.0,17.0,36.0,,5.0,,2.0,,,,,,,,,
126,Bragantino,280,0.0,Cavaleiro,Cavaleiro,81965,https://s.sde.globo.com/media/person_role/2015/08/18/87400d05b54fad3fbdebe823f0d1160b_220x220.png,Ivan Ricardo Neves Abreu Cavaleiro,6,cavaleiro,35,5,,False,5,0.78,2.83,0.0,,1.0,1.0,2.0,1.0,2.0,3.0,,,,,,,,,,,,,
127,Palmeiras,275,1.1,Z. Rafael,Zé Rafael,82455,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_BAUllGq.png,José Rafael Vivian,6,ze-rafael,35,4,,True,17,1.61,4.61,0.09,2.0,7.0,18.0,29.0,2.0,3.0,17.0,,,,1.0,,,,1.0,,,,,
128,Atlético-MG,282,1.2,Otávio,Otávio,82463,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_ewcCU8a.png,Otávio Henrique Passos Santos,6,otavio,35,4,,True,21,2.74,5.11,-0.24,,2.0,42.0,22.0,2.0,7.0,16.0,,,,,,,,,,,,,
129,Flamengo,262,0.0,L. Araújo,Luiz Araújo,82627,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_HkAAcVs.png,Luiz de Araújo Guimarães Neto,6,luiz-araujo,35,5,,False,23,5.54,8.3,0.0,5.0,3.0,35.0,23.0,13.0,17.0,30.0,1.0,3.0,2.0,,,,,,,,,,
130,Fortaleza,356,0.0,Tinga,Tinga,82628,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_vAKLb1d.png,Guilherme de Jesus da Silva,6,tinga,35,2,,False,25,3.83,6.34,0.0,2.0,1.0,27.0,14.0,,4.0,7.0,1.0,1.0,,,9.0,,1.0,1.0,,,,,
131,Criciúma,288,10.7,M. Hermes,Marcelo Hermes,82639,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_g9yt731.png,Marcelo Gazella Hermes,7,marcelo-hermes,35,2,,True,29,3.42,6.52,1.34,2.0,4.0,38.0,26.0,6.0,9.0,16.0,,1.0,1.0,,5.0,,,,,,,,
132,São Paulo,276,1.6,W. Rato,Wellington Rato,82766,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_NhIGhAv.png,Wellington Soares da Silva,6,wellington-rato,35,4,,True,24,2.53,6.0,0.17,5.0,1.0,7.0,8.0,5.0,10.0,18.0,,1.0,3.0,,,,,,,,,,
133,Flamengo,262,2.0,Gabriel,Gabriel,83257,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_EM6z7aN.png,Gabriel Barbosa Almeida,7,gabriel,35,5,,True,17,2.71,6.28,-1.0,1.0,2.0,3.0,1.0,7.0,7.0,5.0,,3.0,10.0,,,,,,,,,,
134,Flamengo,262,6.7,L. Pereira,Léo Pereira,83528,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_rrGsWJ1.png,Leonardo Pereira,7,leo-pereira,35,3,,True,27,2.17,6.19,0.73,,6.0,21.0,14.0,,5.0,13.0,,,1.0,,7.0,,2.0,,,,,,
135,Vitória,287,2.4,Neris,Neris,83786,https://s.sde.globo.com/media/person_role/2024/08/23/photo_FORMATO_NM0hbTO.png,Hueglo dos Santos Neris,7,neris,35,3,,True,20,3.06,4.76,-0.49,,2.0,22.0,22.0,1.0,1.0,3.0,,1.0,1.0,,7.0,,,1.0,,,,,
136,Cuiabá,1371,15.4,Clayson,Clayson,83817,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_eqdux0f.png,Clayson Henrique da Silva Vieira,7,clayson,35,5,,True,26,2.89,6.19,1.61,2.0,6.0,14.0,15.0,7.0,11.0,28.0,1.0,3.0,4.0,1.0,,,,,,,,,
137,Botafogo,263,-0.1,T. Soares,Tiquinho Soares,84042,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_pjwDNV1.png,Francisco das Chagas Soares dos Santos Meireles,6,tiquinho-soares,35,5,,True,27,3.35,8.62,-0.35,3.0,4.0,11.0,37.0,8.0,16.0,37.0,,5.0,4.0,,,,,1.0,,,,,
138,Grêmio,284,0.8,Jemerson,Jemerson,84263,https://s.sde.globo.com/media/person_role/2024/05/22/photo_FORMATO_PHlhzVS.png,Jemerson de Jesus Nascimento,7,jemerson,35,3,,True,10,3.05,5.42,0.15,,5.0,7.0,13.0,,2.0,5.0,,1.0,1.0,,4.0,,1.0,,,,,,
139,Criciúma,288,0.0,Alisson,Alisson,84266,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_Ea5KMU8.png,Alisson Machado dos Santos,6,alisson,35,1,,False,6,1.58,2.95,0.0,,2.0,,,,,1.0,,,,,,,,,18.0,7.0,,,
140,Cuiabá,1371,1.2,F. Sobral,Fernando Sobral,84428,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_dW9VacB.png,Fernando Pereira do Nascimento,7,fernando-sobral,35,4,,True,27,2.92,5.06,-0.37,1.0,5.0,41.0,20.0,4.0,11.0,29.0,,1.0,1.0,,,,,,,,,,
141,Cruzeiro,283,4.3,L. Romero,Lucas Romero,84558,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pUYQrUf.png,Lucas Daniel Romero,7,lucas-romero,35,4,,True,30,2.71,5.26,0.51,2.0,5.0,56.0,38.0,4.0,8.0,24.0,,,,,,,,1.0,,,,,
142,Criciúma,288,3.7,F. Mateus,Fellipe Mateus,84587,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_3jr11fx.png,Fellipe Mateus de Sena Araújo,2,fellipe-mateus,35,4,,True,26,3.66,6.89,0.32,,3.0,27.0,20.0,12.0,10.0,47.0,1.0,3.0,2.0,,,,1.0,,,,,,
143,Bragantino,280,1.0,L. Evangelista,Lucas Evangelista,84674,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_gMVR2lN.png,Lucas Evangelista Santana de Oliveira,7,lucas-evangelista,35,4,,True,26,3.34,7.06,-0.47,1.0,3.0,24.0,25.0,6.0,13.0,48.0,2.0,2.0,4.0,,,,,,,,,,
144,Flamengo,262,3.7,Varela,Varela,84816,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RMaWUM3.png,Guillermo Varela Olivera,6,varela,35,2,,True,14,4.28,6.2,-0.57,,1.0,18.0,8.0,2.0,1.0,17.0,,,1.0,,6.0,,,,,,,,
145,Bahia,265,0.0,R. Ratão,Rafael Ratão,84918,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_q8xm0Ax.png,Rafael Rogério da Silva,6,rafael-ratao,35,5,,False,18,1.99,4.01,0.0,2.0,,6.0,9.0,4.0,4.0,5.0,1.0,1.0,1.0,,,,,,,,,,
146,Bahia,265,0.0,M. Felipe,Marcos Felipe,85004,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JDJmU6R.png,Marcos Felipe de Freitas Monteiro,6,marcos-felipe,35,1,,False,31,3.81,7.17,0.0,,2.0,1.0,1.0,,,5.0,,,,,9.0,,,,104.0,39.0,,,1.0
147,Botafogo,263,1.0,Ã. Romero,Óscar Romero,85034,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_oSZD8nT.png,Óscar David Romero Villamayor,6,oscar-romero,35,4,,True,19,3.4,6.42,-0.55,4.0,5.0,21.0,12.0,8.0,3.0,16.0,,1.0,,,,,,,,,,,
148,Corinthians,264,0.0,M. Depay,Memphis Depay,85048,https://s.sde.globo.com/media/person_role/2024/09/17/photo_FORMATO_bZqek6n.png,Memphis Depay,6,memphis-depay,35,5,,False,8,7.11,13.13,0.0,1.0,3.0,5.0,4.0,4.0,5.0,13.0,1.0,4.0,2.0,,,,,,,,,,
149,Corinthians,264,0.0,A. Santana,Alex Santana,85465,https://s.sde.globo.com/media/person_role/2024/07/15/photo_FORMATO_QlEJyTM.png,Alex Paulo Menezes Santana,6,alex-santana,35,4,,True,13,1.23,3.0,-0.25,,4.0,11.0,14.0,1.0,6.0,10.0,,,,,,,,,,,,,
150,Vasco,267,0.3,Léo,Léo,85626,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_EPoR3bv.png,Leonardo Pinheiro da Conceição,7,leo,35,3,,True,26,2.21,3.7,0.03,,2.0,25.0,19.0,2.0,2.0,13.0,,,1.0,,5.0,,,,,,,,
151,Vitória,287,2.6,R. Ryller,Ricardo Ryller,85856,https://s.sde.globo.com/media/person_role/2024/07/02/photo_220x220.png,Ricardo Ryller Ribeiro Lino Silva,7,ricardo-ryller,35,4,,True,16,2.63,4.63,-0.22,1.0,,24.0,14.0,,7.0,14.0,,,,,,,,,,,,,
152,Internacional,285,0.0,Hyoran,Hyoran,85931,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_7KxaYiF.png,Hyoran Kaue Dalmoro,6,hyoran,35,4,,False,10,1.38,3.83,0.0,,,5.0,6.0,1.0,5.0,9.0,,,1.0,,,,,,,,,,
153,Criciúma,288,2.1,Bolasie,Bolasie,86292,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_r97hBeS.png,Yannick Bolasie,7,bolasie,35,5,,True,28,4.76,7.45,0.07,4.0,4.0,16.0,33.0,21.0,27.0,23.0,1.0,6.0,11.0,,,,,,,,,,
154,Vitória,287,0.0,C. Dantas,Caio Dantas,86362,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_YkGHL6O.png,Caio Henrique da Silva Dantas,6,caio-dantas,35,5,,False,0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,
155,Vasco,267,0.0,V. Luis,Victor Luis,86410,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_C2XW4GI.png,Victor Luis Chuab Zamblauskas,6,victor-luis,35,2,,False,9,4.67,6.57,0.0,1.0,3.0,14.0,10.0,1.0,,10.0,,1.0,,,3.0,,,1.0,,,,,
156,Fluminense,266,3.6,Keno,Keno,86485,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_EdYl0O3.png,Marcos da Silva França,7,keno,35,5,,True,21,2.49,5.48,0.22,,3.0,19.0,13.0,6.0,14.0,21.0,,1.0,4.0,,,,,,,,,,
157,São Paulo,276,0.0,Jandrei,Jandrei,86508,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_FD4URNn.png,Jandrei Chitolina Carniel,6,jandrei,35,1,,False,12,3.75,5.73,0.0,,,,,,,8.0,,,,,4.0,,,,35.0,14.0,,,
158,Criciúma,288,7.4,Rodrigo,Rodrigo,86684,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_fIUc997.png,Rodrigo Fagundes de Freitas,7,rodrigo,35,3,,True,27,3.5,5.89,0.95,1.0,7.0,42.0,27.0,3.0,5.0,10.0,1.0,2.0,2.0,,5.0,,2.0,,,,,,
