,atletas.clube.id.full.name,atletas.clube_id,atletas.pontos_num,atletas.apelido_abreviado,atletas.apelido,atletas.atleta_id,atletas.foto,atletas.nome,atletas.status_id,atletas.slug,atletas.rodada_id,atletas.posicao_id,atletas.minimo_para_valorizar,atletas.entrou_em_campo,atletas.jogos_num,atletas.media_num,atletas.preco_num,atletas.variacao_num,A,CA,DS,FC,FD,FF,FS,FT,G,I,PS,SG,V,PC,CV,DE,GS,PP,GC,DP
159,Botafogo,263,1.7,T. Tchê,Tchê Tchê,86686,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_DbXXPxM.png,Danilo das Neves Pinheiro,6,tche-tche,35,4,,True,27,0.98,3.22,0.24,,2.0,14.0,14.0,5.0,6.0,16.0,,,,,,,,1.0,,,,,
160,Criciúma,288,0.0,Jonathan,Jonathan,86713,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_9loGKby.png,Jonathan Francisco Lemos,6,jonathan,35,2,,False,14,1.93,3.65,0.0,,2.0,19.0,9.0,1.0,1.0,4.0,,,,,1.0,,,,,,,,
161,Flamengo,262,0.0,Everton,Everton,86757,https://s.sde.globo.com/media/person_role/2024/04/08/photo_FORMATO_JoKRQsF.png,Everton Sousa Soares,5,everton,35,5,,False,10,4.72,6.98,0.0,2.0,1.0,11.0,6.0,8.0,8.0,6.0,,1.0,2.0,,,,,,,,,,
162,Fortaleza,356,0.6,M. Rossetto,Matheus Rossetto,86766,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_zgLfj3l.png,Matheus Rossetto,7,matheus-rossetto,35,4,,True,18,1.61,2.9,0.06,,3.0,26.0,16.0,,1.0,10.0,,,,,,,,,,,,,
163,Botafogo,263,0.0,D. Barbosa,Danilo Barbosa,86777,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_p79ATUg.png,Danilo Barbosa da Silva,6,danilo-barbosa,35,4,,False,24,3.34,6.25,0.0,2.0,4.0,35.0,18.0,1.0,5.0,15.0,,3.0,,1.0,,,,,,,,,
164,Fortaleza,356,0.0,J. Welison,José Welison,86859,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QbOqp5G.png,José Welison da Silva,6,jose-welison,35,4,,True,19,1.57,3.64,0.03,1.0,1.0,23.0,10.0,,3.0,4.0,,,,,,,,1.0,,,,,
165,Vasco,267,2.0,L. Jardim,Léo Jardim,87008,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_goyzWhz.png,Leonardo César Jardim,7,leo-jardim,35,1,,True,34,3.35,6.29,-0.33,,,,,,,1.0,,,,,6.0,,,,136.0,53.0,,,
166,Grêmio,284,0.0,Nathan,Nathan,87009,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_UqG87oy.png,Nathan Allan de Souza,6,nathan,35,4,,False,8,1.3,3.42,0.0,,1.0,5.0,3.0,2.0,2.0,5.0,,,2.0,,,,,,,,,,
167,Bragantino,280,-1.0,P. Henrique,Pedro Henrique,87225,https://s.sde.globo.com/media/person_role/2024/04/24/photo_FORMATO_oxcf1Uy.png,Pedro Henrique Ribeiro Gonçalves,7,pedro-henrique,35,3,,True,23,2.82,5.1,-0.14,,4.0,29.0,17.0,1.0,1.0,13.0,,1.0,2.0,,5.0,,2.0,,,,,,
168,Atlético-MG,282,0.0,G. Arana,Guilherme Arana,87228,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_7gOybCT.png,Guilherme Antonio Arana Lopes,6,guilherme-arana,35,2,,False,15,4.92,10.2,0.0,1.0,4.0,23.0,12.0,8.0,8.0,10.0,,1.0,2.0,,4.0,,,,,,,,
169,Bahia,265,0.8,C. Pena,Carlos de Pena,87242,https://s.sde.globo.com/media/person_role/2024/04/13/photo_FORMATO_X3cGPAX.png,Carlos María de Pena Bonino,6,carlos-de-pena,35,4,,True,28,1.12,2.53,0.03,3.0,4.0,9.0,9.0,2.0,8.0,7.0,,,,,,,,,,,,,
170,Grêmio,284,3.0,Soteldo,Soteldo,87258,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_tv5qGBE.png,Yeferson Julio Soteldo Martínez,7,soteldo,35,5,,True,19,4.75,9.2,0.21,2.0,1.0,9.0,4.0,5.0,5.0,32.0,2.0,5.0,3.0,,,,,,,,,,
171,Grêmio,284,0.0,Kannemann,Kannemann,87342,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_f52uCmN.png,Walter Kannemann,5,kannemann,35,3,,False,13,2.79,4.46,0.0,2.0,7.0,17.0,22.0,1.0,3.0,10.0,,,,,3.0,,1.0,1.0,,,,,
172,Criciúma,288,0.0,Allano,Allano,87391,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_4fbfMIP.png,Allano Brendon de Souza Lima,6,allano,35,5,,False,22,3.36,4.07,0.0,2.0,6.0,28.0,31.0,8.0,9.0,43.0,2.0,1.0,7.0,,,,,2.0,,,,,
173,Bahia,265,0.0,Thaciano,Thaciano,87470,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO_wgwd4Ze.png,Thaciano Mickael da Silva,7,thaciano,35,4,,False,30,3.67,6.24,0.0,2.0,5.0,21.0,19.0,8.0,24.0,16.0,1.0,6.0,23.0,,,,,,,,,,
174,Cuiabá,1371,0.0,M. Pasinato,Mateus Pasinato,87603,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_5YNRqaD.png,Mateus Pasinato,6,mateus-pasinato,35,1,,False,0,-1.0,2.59,0.0,,1.0,,,,,,,,,,,,,,,,,,
175,Vasco,267,-1.9,Galdames,Galdames,87660,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8l71w1x.png,Pablo Ignacio Galdames Millán,6,galdames,35,4,,True,18,1.82,3.93,-0.41,2.0,5.0,22.0,34.0,4.0,3.0,9.0,,,1.0,,,,,,,,,,
176,Bahia,265,0.0,Y. Felipe,Yago Felipe,87747,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_wf2lvdn.png,Yago Felipe da Costa Rocha,6,yago-felipe,35,4,,False,7,0.16,1.83,0.0,,2.0,3.0,6.0,,1.0,1.0,,,,,,,,,,,,,
177,Atlético-GO,373,0.0,P. Sampaio,Philipe Sampaio,87808,https://s.sde.globo.com/media/person_role/2024/09/03/photo_FORMATO_cDMOhy5.png,Philipe Sampaio Azevedo,6,philipe-sampaio,35,3,,False,1,0.7,3.84,0.0,,,,1.0,,,2.0,,,,,,,,,,,,,
178,Atlético-MG,282,0.0,M. Lemos,Mauricio Lemos,87853,https://s.sde.globo.com/media/person_role/2023/03/01/photo_FORMATO_oIj0aUq.png,Paolo Mauricio Lemos Merladett,6,mauricio-lemos,35,3,,False,7,2.43,9.13,0.0,,3.0,5.0,10.0,,2.0,1.0,,,1.0,,3.0,,,,,,,,
179,Flamengo,262,0.0,Arrascaeta,Arrascaeta,87863,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_ehYT9k1.png,Giorgian Daniel de Arrascaeta Benedetti,5,arrascaeta,35,4,,False,15,7.26,15.07,0.0,5.0,3.0,14.0,11.0,7.0,9.0,28.0,1.0,5.0,2.0,1.0,,,,,,,,,
180,Atlético-MG,282,0.0,G. Scarpa,Gustavo Scarpa,87999,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_UXqyPlk.png,Gustavo Henrique Furtado Scarpa,6,gustavo-scarpa,35,4,,False,26,5.37,10.1,0.0,5.0,3.0,26.0,10.0,17.0,22.0,33.0,2.0,4.0,4.0,,,,,1.0,,,,,
181,Cuiabá,1371,3.2,A. Empereur,Alan Empereur,88033,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_yJZY7yN.png,Alan Pereira Empereur,7,alan-empereur,35,3,,True,24,2.46,3.75,0.41,1.0,6.0,16.0,9.0,2.0,5.0,14.0,,,,,6.0,,,,,,,,
182,Internacional,285,0.0,Ivan,Ivan,88136,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_TR1I7LU.png,Ivan Quaresma da Silva,5,ivan,35,1,,False,0,0.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,
183,Atlético-MG,282,1.2,J. Alonso,Junior Alonso,88312,https://s.sde.globo.com/media/person_role/2022/07/15/18f148a4c0e6304c4e127291f1935424_FORMATO.png,Júnior Osmar Ignacio Alonso Mujica,6,junior-alonso,35,3,,True,10,3.47,6.91,-0.1,,2.0,12.0,13.0,,4.0,,,1.0,,,3.0,,,,,,,,
184,Corinthians,264,13.9,Ã. Romero,Ángel Romero,88323,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_1ruJswV.png,Ángel Rodrigo Romero Villamayor,6,angel-romero,35,5,,True,25,4.08,7.92,2.14,2.0,6.0,18.0,18.0,9.0,20.0,38.0,,5.0,7.0,1.0,,,,,,,1.0,,
185,Flamengo,262,0.0,A. Lucas,Ayrton Lucas,88393,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_vtzXktM.png,Ayrton Lucas Dantas de Medeiros,6,ayrton-lucas,35,2,,False,28,4.49,7.57,0.0,2.0,3.0,31.0,20.0,4.0,14.0,30.0,2.0,2.0,,,7.0,,1.0,,,,,,
186,Cruzeiro,283,0.0,Walace,Walace,88479,https://s.sde.globo.com/media/person_role/2024/07/02/photo_FORMATO_WwpovZU.png,Walace Souza Silva,7,walace,35,4,,False,10,1.07,4.05,0.0,,2.0,8.0,9.0,1.0,2.0,6.0,,,,,,,,,,,,,
187,Corinthians,264,0.0,H. Hernández,Héctor Hernández,89048,https://s.sde.globo.com/media/person_role/2024/08/27/photo_FORMATO_48j6Cfi.png,Héctor José Hernández Marrero,5,hector-hernandez,35,5,,False,3,0.6,3.66,0.0,,,,1.0,,2.0,1.0,,,,,,,,,,,,,
188,Criciúma,288,8.6,Barreto,Barreto,89224,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_ppF3oM9.png,Gustavo Bonatto Barreto,6,barreto,35,4,,True,25,3.32,5.9,0.75,1.0,4.0,45.0,42.0,4.0,4.0,24.0,2.0,2.0,1.0,,,,1.0,,,,,,
189,Flamengo,262,1.4,Gerson,Gerson,89256,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_mBAg0JY.png,Gerson Santos da Silva,7,gerson,35,4,,True,29,4.9,6.85,-1.74,7.0,1.0,33.0,26.0,12.0,13.0,54.0,,3.0,4.0,1.0,,,,,,,,,
190,Grêmio,284,6.2,J. Pedro,João Pedro,89273,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_yq877xk.png,João Pedro Maturano dos Santos,7,joao-pedro,35,2,,True,26,3.44,6.1,0.63,3.0,3.0,24.0,10.0,4.0,10.0,10.0,2.0,,1.0,,6.0,,2.0,,,,,,
191,Cruzeiro,283,3.2,William,William,89275,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_Wno5RKV.png,Willian de Asevedo Furtado,7,william,35,2,,True,30,7.18,11.46,0.02,3.0,8.0,77.0,38.0,9.0,23.0,17.0,,5.0,,,10.0,,,,,,,,
192,Grêmio,284,10.0,Braithwaite,Braithwaite,89368,https://s.sde.globo.com/media/person_role/2024/07/31/photo_FORMATO_bydXPc3.png,Martin Christensen Braithwaite,7,braithwaite,35,5,,True,11,7.89,13.99,0.17,2.0,1.0,4.0,16.0,6.0,7.0,13.0,2.0,7.0,5.0,,,,,,,,,1.0,
193,Juventude,286,7.3,Erick,Erick,89467,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_GS948NH.png,Erick Samuel Correa Farias,6,erick,35,5,,True,28,3.04,5.48,0.56,2.0,1.0,26.0,9.0,12.0,7.0,8.0,,3.0,5.0,,,,,,,,,,
194,Atlético-MG,282,0.0,I. Rabello,Igor Rabello,89493,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_OdAWsbE.png,Igor Rabello da Costa,6,igor-rabello,35,3,,False,14,2.09,5.51,0.0,,3.0,12.0,11.0,1.0,2.0,5.0,,,1.0,,4.0,,1.0,1.0,,,,,
195,Internacional,285,0.0,T. Maia,Thiago Maia,89637,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_CBUMmTU.png,Thiago Maia Alencar,6,thiago-maia,35,4,,False,20,3.07,5.04,0.0,4.0,4.0,29.0,22.0,2.0,6.0,8.0,,1.0,1.0,,,,2.0,,,,,,
196,São Paulo,276,0.0,Calleri,Calleri,89840,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hF89kWc.png,Jonathan Calleri,7,calleri,35,5,,False,27,4.05,9.51,0.0,4.0,6.0,11.0,36.0,9.0,14.0,47.0,3.0,5.0,26.0,1.0,,,,,,,,,
197,Grêmio,284,0.5,Cristaldo,Cristaldo,89846,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_4i2PnOy.png,Franco Cristaldo,7,cristaldo,35,4,,True,28,4.14,8.2,-0.01,2.0,1.0,24.0,11.0,10.0,12.0,32.0,1.0,5.0,3.0,1.0,,,,,,,,,
198,Grêmio,284,4.4,Dodi,Dodi,89883,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_SoQQafa.png,Douglas Moreira Fagundes,7,dodi,35,4,,True,26,2.26,3.92,0.17,1.0,6.0,39.0,25.0,2.0,5.0,28.0,,,,,,,,,,,,,
199,Fortaleza,356,0.0,B. Pacheco,Bruno Pacheco,90061,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_xopRGnx.png,Bruno de Jesus Pacheco,7,bruno-pacheco,35,2,,False,19,4.12,8.14,0.0,1.0,4.0,25.0,13.0,1.0,4.0,18.0,,1.0,,,6.0,,,,,,,,
200,Flamengo,262,4.1,B. Henrique,Bruno Henrique,90285,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JiNgXjg.png,Bruno Henrique Pinto,7,bruno-henrique,35,5,,True,24,4.99,8.7,-0.07,1.0,6.0,29.0,39.0,12.0,10.0,50.0,3.0,5.0,6.0,2.0,,,,,,,,,
201,Criciúma,288,0.5,P. Rocha,Pedro Rocha,90302,https://s.sde.globo.com/media/person_role/2024/08/15/photo_FORMATO_iS6kjIf.png,Pedro Rocha Neves,6,pedro-rocha,35,5,,True,8,1.67,3.8,-0.04,1.0,,4.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,
202,Bragantino,280,6.1,Lincoln,Lincoln,90303,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_3jS17Nq.png,Lincoln Henrique Oliveira dos Santos,7,lincoln,35,4,,True,23,3.31,6.34,0.27,2.0,4.0,19.0,15.0,3.0,10.0,32.0,,3.0,,,,,,,,,,,
203,Vasco,267,0.0,David,David,90309,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_4eK3iOa.png,David Correa da Fonseca,5,david,35,5,,False,23,3.88,7.19,0.0,3.0,5.0,24.0,24.0,3.0,18.0,23.0,,4.0,9.0,,,,,1.0,,,,,
204,Bahia,265,0.0,Rezende,Rezende,90449,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_0kSZPcN.png,Júlio César de Rezende Miranda,6,rezende,35,4,,False,17,1.39,3.7,0.0,,3.0,16.0,12.0,,2.0,13.0,1.0,,,,,,,,,,,,
205,Juventude,286,0.5,D. Gonçalves,Diego Gonçalves,90540,https://s.sde.globo.com/media/person_role/2024/07/13/photo_220x220_schK1aa.png,Diego Gonçalves,6,diego-goncalves,35,5,,True,6,1.05,2.89,-0.12,,,3.0,1.0,,2.0,3.0,,,1.0,,,,,,,,,,
206,Juventude,286,0.0,Caíque,Caíque,90588,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RJHB8O8.png,Caique de Jesus Gonçalves,5,caique,35,4,,False,16,2.84,4.32,0.0,,5.0,35.0,17.0,,2.0,26.0,,,,,,,1.0,,,,,,
207,Juventude,286,0.0,M. Claus,Mateus Claus,90590,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_ahQNt5A.png,Mateus Eduardo Claus,6,mateus-claus,35,1,,False,5,2.3,3.29,0.0,,3.0,,,,,1.0,,,,,,,,,24.0,10.0,,,
208,Cuiabá,1371,-0.6,L. Mineiro,Lucas Mineiro,90634,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_xH8ilrc.png,Lucas da Silva Izidoro,7,lucas-mineiro,35,4,,True,26,1.05,2.23,0.03,,6.0,29.0,47.0,,4.0,19.0,,,1.0,,,,,,,,,,
209,Vitória,287,5.3,Matheuzinho,Matheuzinho,90703,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_oRcCuAx.png,Matheus Martins Fogaça de Paulo,7,matheuzinho,35,4,,True,31,5.92,9.17,-0.57,6.0,5.0,40.0,21.0,16.0,20.0,76.0,1.0,5.0,4.0,1.0,,,,,,,,,
210,Atlético-GO,373,1.3,L. Fernando,Luiz Fernando,90715,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_TFNlZWH.png,Luiz Fernando Moraes dos Santos,7,luiz-fernando,35,5,,True,29,4.51,7.84,-0.38,,8.0,29.0,26.0,15.0,28.0,50.0,,6.0,9.0,,,,,,,1.0,,,
211,Flamengo,262,0.0,F. Bruno,Fabrício Bruno,90768,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_lglDAms.png,Fabrício Bruno Soares de Faria,6,fabricio-bruno,35,3,,False,24,2.29,4.63,0.0,,4.0,17.0,6.0,2.0,6.0,10.0,,1.0,,,4.0,,,,,,,,
212,Vitória,287,0.7,C. Eduardo,Carlos Eduardo,90917,https://s.sde.globo.com/media/person_role/2024/10/03/photo_FORMATO_VmDBjjh.png,Carlos Eduardo Ferreira de Souza,3,carlos-eduardo,35,5,,True,15,2.92,4.47,-0.54,1.0,3.0,18.0,11.0,5.0,11.0,19.0,,,7.0,1.0,,,1.0,,,,,,
213,Juventude,286,0.0,Z. Marcos,Zé Marcos,90943,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_s0j6JVw.png,José Marcos Alves Luis,6,ze-marcos,35,3,,False,19,1.47,2.59,0.0,,7.0,15.0,14.0,1.0,3.0,21.0,,,,,2.0,,,1.0,,,,,
214,Fortaleza,356,0.0,Cardona,Cardona,90947,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_YucaBOt.png,Tomás Cardona,6,cardona,35,3,,False,15,3.69,5.73,0.0,,3.0,21.0,22.0,1.0,2.0,4.0,,,1.0,,7.0,,,,,,,,
215,Atlético-GO,373,2.0,Ronaldo,Ronaldo,91101,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_AaiyHtB.png,Ronaldo de Oliveira Strada,7,ronaldo,35,1,,True,27,3.54,4.63,-0.95,1.0,3.0,,2.0,,,4.0,,,,,6.0,,,1.0,89.0,38.0,,,2.0
216,Vitória,287,0.0,Everaldo,Everaldo,91151,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_ZpwUiXj.png,Everaldo Silva do Nascimento,6,everaldo,35,5,,False,13,1.85,3.53,0.0,,3.0,5.0,13.0,1.0,1.0,14.0,,2.0,,,,,,,,,,,
217,Vitória,287,-1.0,PK,PK,91190,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_lh9cyLQ.png,Ítaro Patric Cardoso Calmon,6,pk,35,2,,False,11,2.35,3.27,-0.04,1.0,1.0,10.0,7.0,1.0,3.0,3.0,,,2.0,,2.0,,,1.0,,,,,
218,Flamengo,262,0.3,E. Pulgar,Erick Pulgar,91473,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_JP7R0QW.png,Erick Antonio Pulgar Farfán,3,erick-pulgar,35,4,,True,20,1.93,3.69,-0.16,,4.0,34.0,31.0,2.0,3.0,13.0,1.0,,,,,,,1.0,,,,,
219,Juventude,286,0.0,R. Sam,Rodrigo Sam,91509,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_CwBUWEK.png,Rodrigo Eduardo da Silva,6,rodrigo-sam,35,3,,False,12,3.0,4.3,0.0,,4.0,16.0,13.0,,1.0,8.0,,1.0,1.0,,3.0,,,1.0,,,,,
220,São Paulo,276,0.0,Arboleda,Arboleda,91573,https://s.sde.globo.com/media/person_role/2024/05/07/photo_FORMATO_4juynn8.png,Robert Abel Arboleda Escobar,6,arboleda,35,3,,False,26,4.21,7.75,0.0,,3.0,35.0,18.0,2.0,5.0,11.0,1.0,2.0,2.0,,9.0,,,,,,,,
221,Palmeiras,275,5.1,Rony,Rony,91607,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_j8iPskd.png,Ronielson da Silva Barbosa,6,rony,35,5,,True,32,3.24,6.88,-0.05,1.0,4.0,21.0,22.0,18.0,18.0,29.0,1.0,4.0,16.0,,,,,,,,,,
222,Juventude,286,0.0,D. Vieira,Dudu Vieira,91627,https://s.sde.globo.com/media/person_role/2024/08/26/photo_FORMATO_FoNW8Tt.png,Carlos Eduardo de Souza Vieira,6,dudu-vieira,35,4,,False,4,2.12,3.3,0.0,,,6.0,3.0,1.0,,2.0,,,,,,,,,,,,,
223,Botafogo,263,0.9,Adryelson,Adryelson,91664,https://s.sde.globo.com/media/person_role/2024/09/02/photo_220x220_8Mss0wu.png,Adryelson Shawann Lima Silva,6,adryelson,35,3,,True,4,4.2,7.56,-1.27,,,3.0,2.0,,1.0,,1.0,,,,2.0,,,,,,,,
224,Cruzeiro,283,0.8,Marlon,Marlon,91706,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_6dy9M0T.png,Marlon Rodrigues Xavier,7,marlon,35,2,,True,25,2.96,7.35,0.01,,2.0,37.0,29.0,2.0,4.0,12.0,,,1.0,,7.0,,,2.0,,,,,
225,Bahia,265,0.0,D. Duarte,David Duarte,91772,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_laPiI8c.png,David de Duarte Macedo,6,david-duarte,35,3,,False,3,3.3,5.61,0.0,,,1.0,1.0,,,2.0,,1.0,,,,,,,,,,,
226,Cruzeiro,283,0.0,Z. Ivaldo,Zé Ivaldo,91866,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_XkfvN4h.png,José Ivaldo Almeida Silva,6,ze-ivaldo,35,3,,False,25,3.44,4.93,0.0,,8.0,21.0,25.0,9.0,13.0,17.0,,1.0,3.0,,8.0,,1.0,,,,,,
227,Grêmio,284,1.2,Pavón,Pavón,91908,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_cVczRJH.png,Cristian David Pavón,6,pavon,35,5,,True,17,2.78,6.11,0.0,2.0,3.0,10.0,10.0,10.0,10.0,7.0,,1.0,1.0,,,,,,,,,,
228,Corinthians,264,7.45,R. Díaz,Ramón Díaz,92075,https://s.sde.globo.com/media/person_role/2023/07/15/photo_FORMATO.png,Ramón Ángel Díaz,7,ramon-diaz,35,6,,True,23,5.61,9.11,0.32,,,,,,,,,,,,,11.0,,,,,,,
229,Atlético-MG,282,-0.1,Lyanco,Lyanco,92087,https://s.sde.globo.com/media/person_role/2024/07/05/photo_FORMATO_3LfkT8x.png,Lyanco Evangelista Silveira Neves Vojnovic,6,lyanco,35,3,,True,9,2.82,5.93,-0.86,,4.0,15.0,16.0,,4.0,2.0,,,1.0,,3.0,,,1.0,,,,,
230,Cuiabá,1371,0.0,A. Luís,André Luís,92146,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_Y6GBzlR.png,Andre Luis da Costa Alfredo,6,andre-luis,35,5,,False,17,0.77,2.2,0.0,,2.0,4.0,8.0,3.0,3.0,14.0,,,2.0,,,,,,,,,,
231,Internacional,285,0.0,Alario,Alario,92149,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_5Z61ABy.png,Lucas Nicolás Alario,6,alario,35,5,,False,13,0.2,2.27,0.0,,4.0,1.0,14.0,2.0,9.0,4.0,,,9.0,,,,1.0,,,,,,
232,Grêmio,284,0.0,Caíque,Caíque,92207,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_R17UU3T.png,Caíque Luiz Santos da Purificação,6,caique,35,1,,False,4,1.5,3.71,0.0,,1.0,,,,,,,,,,,,,,13.0,6.0,,,
233,Grêmio,284,0.0,R. Ely,Rodrigo Ely,92237,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_RubzI83.png,Rodrigo Ely,7,rodrigo-ely,35,3,,False,18,3.76,4.96,0.0,,5.0,20.0,13.0,6.0,7.0,10.0,1.0,1.0,1.0,,5.0,,1.0,,,,,,
234,Corinthians,264,0.5,A. Ramalho,André Ramalho,92440,https://s.sde.globo.com/media/person_role/2024/07/16/photo_FORMATO_XTr7yqw.png,André Ramalho Silva,7,andre-ramalho,35,3,,True,15,2.5,5.38,-0.74,1.0,5.0,17.0,18.0,2.0,2.0,5.0,,,1.0,,4.0,,1.0,1.0,,,,,
235,Bragantino,280,0.5,Raul,Raul,92496,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_kP2nvPk.png,Raul Lô Gonçalves,6,raul,35,4,,True,25,2.19,2.74,0.06,1.0,2.0,33.0,19.0,2.0,5.0,13.0,,1.0,,,,,,,,,,1.0,
236,Fortaleza,356,0.2,R. Kayzer,Renato Kayzer,92696,https://s.sde.globo.com/media/person_role/2024/04/15/photo_FORMATO.png,Renato Kayzer de Souza,6,renato-kayzer,35,5,,True,27,3.39,5.47,-0.96,1.0,2.0,15.0,33.0,8.0,14.0,24.0,1.0,6.0,8.0,,,,,1.0,,,,,
237,Atlético-MG,282,1.0,Deyverson,Deyverson,92708,https://s.sde.globo.com/media/person_role/2024/08/07/photo_FORMATO_UNGMfhs.png,Deyverson Brum Silva Acosta,6,deyverson,35,5,,True,14,2.37,5.77,-0.01,1.0,3.0,2.0,11.0,5.0,5.0,20.0,,2.0,9.0,1.0,,,,,,,1.0,,
238,Palmeiras,275,0.0,B. Rodrigues,Bruno Rodrigues,92811,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_lto9czN.png,Bruno Rafael Rodrigues do Nascimento,5,bruno-rodrigues,35,5,,False,0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,
239,Internacional,285,9.1,Borré,Borré,92854,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_kHlqucZ.png,Rafael Santos Borré Maury,3,borre,35,5,,True,17,6.51,12.02,1.05,2.0,4.0,19.0,30.0,13.0,18.0,12.0,1.0,7.0,9.0,1.0,,,,,,,1.0,,
240,Juventude,286,5.3,Ronaldo,Ronaldo,92981,https://s.sde.globo.com/media/person_role/2024/08/27/photo_220x220_RwR6CNh.png,Ronaldo da Silva Souza,6,ronaldo,35,4,,True,9,5.34,8.71,0.61,2.0,1.0,18.0,17.0,1.0,3.0,6.0,,2.0,,,,,,,,,,,
241,Cruzeiro,283,-0.3,M. Vital,Mateus Vital,93108,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_lwMqy9Y.png,Mateus da Silva Vital Assumpção,6,mateus-vital,35,4,,True,17,1.58,3.41,-0.7,1.0,,2.0,2.0,2.0,4.0,13.0,,1.0,,,,,,,,,,,
242,Internacional,285,13.0,Wanderson,Wanderson,93478,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_ntpiKUS.png,Wanderson Maciel Sousa Campos,6,wanderson,35,5,,True,18,2.32,6.49,1.85,1.0,2.0,10.0,12.0,5.0,4.0,10.0,,2.0,2.0,,,,,,,,,,
