,atletas.nome,atletas.apelido_abreviado,atletas.variacao_num,atletas.apelido,atletas.clube.id.full.name,atletas.entrou_em_campo,atletas.media_num,atletas.pontos_num,atletas.rodada_id,atletas.posicao_id,atletas.status_id,atletas.clube_id,atletas.jogos_num,atletas.atleta_id,atletas.minimo_para_valorizar,atletas.foto,atletas.preco_num,atletas.slug,DE,GS,SG,CA,DP,PC,DS,FC,FD,FF,FS,G,I,FT,A,CV,PP,PS,V,GC
630,Gustavo Prado Alves,G. Prado,0.0,Gustavo Prado,Internacional,False,0.92,0.0,10,4,6,285,6,124271,,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_Ph1gWxf.png,1.6,gustavo-prado,,,,,,,3.0,4.0,,2.0,3.0,,,,,,,,,
631,Gabriel Carvalho Teixeira,G. Carvalho,0.0,Gabriel Carvalho,Internacional,False,7.5,0.0,10,4,6,285,1,124275,,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_Qpx6o0t.png,3.8,gabriel-carvalho,,,,,,,1.0,,,1.0,1.0,,,,1.0,,,,,
632,Ricardo Mathias da Silva,R. Mathias,0.0,Ricardo Mathias,Internacional,False,0.0,0.0,10,5,6,285,0,124280,,https://s.sde.globo.com/media/person_role/2023/04/03/photo_FORMATO_KQzCuL1.png,2.0,ricardo-mathias,,,,,,,,,,,,,,,,,,,,
633,Allyson Aires dos Santos,Allyson,0.0,Allyson,Cuiabá,False,2.4,0.0,10,3,6,1371,1,124340,,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_NECUM0Z.png,3.31,allyson,,,,,,,2.0,,,,,,,,,,,,,
634,Leonardo de Aragão Carvalho,L. Aragão,0.0,Léo Aragão,Cruzeiro,False,0.0,0.0,10,1,6,283,0,124369,,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_7877COP.png,2.0,leo-aragao,,,,,,,,,,,,,,,,,,,,
635,Mateo Ponte Costa,M. Ponte,0.0,Mateo Ponte,Botafogo,False,5.58,0.0,10,2,6,263,4,124481,,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_S1d60nA.png,6.43,mateo-ponte,,,1.0,1.0,,,9.0,6.0,,1.0,1.0,1.0,,,,,,,,
636,Bernardo Romeo Benítez Fariña,R. Benítez,0.0,Romeo Benítez,Athlético-PR,False,0.0,0.0,10,5,6,293,0,124509,,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_60xT1wl.png,3.0,romeo-benitez,,,,,,,,,,,,,,,,,,,,
637,Felipe Negrucci Berdague,F. Negrucci,0.0,Felipe Negrucci,São Paulo,False,0.0,0.0,10,4,6,276,0,124674,,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Ftjtc7V.png,2.0,felipe-negrucci,,,,,,,,,,,,,,,,,,,,
638,Paulo Vitor Monteiro,P. Vitor,0.0,Paulo Vitor,Atlético-MG,False,0.0,0.0,10,4,6,282,0,124690,,https://s.sde.globo.com/media/person_role/2023/05/07/photo_FORMATO_1HEXq1i.png,1.0,paulo-vitor,,,,,,,,,,,,,,,,,,,,
639,Nathan Ribeiro Fernandes,N. Fernandes,-0.06,Nathan Fernandes,Grêmio,True,0.6,1.3,10,5,6,284,7,124757,,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_nzWNsYv.png,2.59,nathan-fernandes,,,,1.0,,,4.0,4.0,1.0,3.0,2.0,,,,,1.0,,,,
640,Kauã Elias Nogueira,K. Elias,-0.22,Kauã Elias,Fluminense,True,-0.18,-0.3,10,5,6,266,5,124821,,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_UGP7Pol.png,0.81,kaua-elias,,,,,,,,3.0,,,,,,,,,,,,
641,Renato Santos da Cruz,Renato,0.0,Renato,Corinthians,False,0.0,0.0,10,3,6,264,0,124918,,https://s.sde.globo.com/media/person_role/2023/06/03/photo_FORMATO_kkl0avZ.png,1.0,renato,,,,,,,,,,,,,,,,,,,,
642,Wesley Costa da Silva,W. Costa,0.0,Wesley Costa,Grêmio,False,0.0,0.0,10,2,6,284,0,125000,,https://s.sde.globo.com/media/person_role/2023/09/03/photo_FORMATO_tWVFhHY.png,1.0,wesley-costa,,,,,,,,,,,,,,,,,,,,
643,Robert Vinicius Rodrigues Silva,Robert,-0.34,Robert,Cruzeiro,True,1.72,0.2,10,5,6,283,5,125050,,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_0Vl4WfI.png,2.83,robert,,,,1.0,,,1.0,1.0,1.0,2.0,2.0,,1.0,,1.0,,,,,
644,Viery Fernandes Santos Lopes,Viery,0.0,Viery,Grêmio,False,0.0,0.0,10,3,6,284,0,125467,,,1.0,viery,,,,,,,,,,,,,,,,,,,,
645,Alisson Santana Lopes da Fonseca,Alisson,0.85,Alisson,Atlético-MG,True,2.48,5.2,10,4,6,282,8,125469,,https://s.sde.globo.com/media/person_role/2024/03/12/photo_FORMATO_THGcoZm.png,4.56,alisson,,,,,,,8.0,6.0,2.0,7.0,8.0,,,,,,,,,
646,Sérgio Antonio de Luiz Junior,Serginho,0.2,Serginho,Vasco,True,1.7,2.0,10,5,6,267,2,125471,,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_ytTWQ9L.png,3.44,serginho,,,,1.0,,,2.0,2.0,1.0,,3.0,,1.0,,,,,,,
647,Gabriel Silva Moscardo de Salles,G. Moscardo,0.0,Gabriel Moscardo,Corinthians,False,1.15,0.0,10,4,6,264,2,125487,,https://s.sde.globo.com/media/person_role/2023/07/05/photo_FORMATO_3w25yIa.png,5.41,gabriel-moscardo,,,,,,,1.0,3.0,1.0,1.0,,,,,,,,,,
648,João Pedro de Sousa Rodrigues,J. Pedro,0.0,João Pedro,Corinthians,False,0.0,0.0,10,3,6,264,1,125488,,https://s.sde.globo.com/media/person_role/2023/08/19/photo_FORMATO.png,0.9,joao-pedro,,,,,,,,,,,,,,,,,,,,
649,Eduardo Kogitzki Anastacio,Dudu,0.0,Dudu,Athlético-PR,False,0.0,0.0,10,4,6,293,0,125746,,https://s.sde.globo.com/media/person_role/2023/07/07/photo_FORMATO_3PWOW7f.png,1.0,dudu,,,,,,,,,,,,,,,,,,,,
650,Rafael Monteiro Reis,R. Monteiro,0.0,Rafael Monteiro,Fluminense,False,0.0,0.0,10,2,6,266,0,125804,,https://s.sde.globo.com/media/person_role/2023/07/09/photo_FORMATO.png,1.0,rafael-monteiro,,,,,,,,,,,,,,,,,,,,
651,Bruno Zapelli,Zapelli,0.0,Zapelli,Athlético-PR,False,2.15,0.0,10,4,6,293,9,125926,,https://s.sde.globo.com/media/person_role/2023/07/21/photo_FORMATO_hPfi5y5.png,4.44,zapelli,,,,1.0,,,2.0,8.0,1.0,2.0,3.0,,,2.0,2.0,,,,,
652,Gustavo Nunes Fernandes Gomes,G. Nunes,-0.73,Gustavo Nunes,Grêmio,True,2.48,1.0,10,5,7,284,7,126117,,https://s.sde.globo.com/media/person_role/2024/03/13/photo_FORMATO.png,3.0,gustavo-nunes,,,,4.0,,,6.0,6.0,2.0,1.0,10.0,1.0,2.0,,,,,,,
653,Paulo Lucas Santos de Paula,Paulinho,0.0,Paulinho,Vasco,False,0.0,0.0,10,4,5,267,0,126182,,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_zLpxwyY.png,6.0,paulinho,,,,,,,,,,,,,,,,,,,,
654,Derik Gean Severino Lacerda,D. Lacerda,0.0,Derik Lacerda,Cuiabá,False,1.92,0.0,10,5,5,1371,4,126216,,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_cgYyCgr.png,3.4,derik-lacerda,,,,2.0,,,4.0,4.0,,2.0,9.0,,,,,,,,,
655,Lucas da Silva Justen,Justen,0.0,Justen,Fluminense,False,0.0,0.0,10,2,6,266,0,126387,,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_9KI5y7C.png,3.0,justen,,,,,,,,,,,,,,,,,,,,
656,Álvaro Martín Barreal,Barreal,0.0,Barreal,Cruzeiro,False,2.83,0.0,10,5,6,283,7,126471,,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_rsHwvD6.png,4.17,barreal,,,,1.0,,,6.0,7.0,2.0,1.0,5.0,,,,2.0,,,,,
657,Lucas Lima Linhares,Luquinhas,0.0,Luquinhas,Fortaleza,False,0.0,0.0,10,4,6,356,0,126697,,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_NgK9gAI.png,2.0,luquinhas,,,,,,,,,,,,,,,,,,,,
658,Igor Caique Coronado,I. Coronado,-0.47,Igor Coronado,Corinthians,True,3.35,4.2,10,4,7,264,8,126900,,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_Bzw6tC2.png,6.95,igor-coronado,,,,,,,11.0,7.0,1.0,5.0,5.0,1.0,,,,,,,,
659,Fernando Seabra,F. Seabra,0.62,Fernando Seabra,Cruzeiro,True,5.15,7.55,10,6,7,283,9,126977,,https://s.sde.globo.com/media/person_role/2024/04/09/photo_220x220_GrLAgQt.png,8.73,fernando-seabra,,,,,,,,,,,,,,,,,,,5.0,
660,Artur Jorge Torres Gomes Araújo Amorim,A. Jorge,-0.15,Artur Jorge,Botafogo,True,5.69,3.92,10,6,7,263,10,127273,,https://s.sde.globo.com/media/person_role/2024/04/05/photo_220x220_4pgYWQ9.png,8.54,artur-jorge,,,,,,,,,,,,,,,,,,,6.0,
661,Matheus dos Reis Francisco,M. Reis,0.0,Matheus Reis,Fluminense,False,0.0,0.0,10,5,6,266,0,127969,,,1.0,matheus-reis,,,,,,,,,,,,,,,,,,,,
662,Randerson de Sousa Almeida,Randerson,0.0,Randerson,Atlético-GO,False,0.0,0.0,10,4,6,373,0,128099,,,2.0,randerson,,,,,,,,,,,,,,,,,,,,
663,João Pedro da Cruz Oliveira,J. Pedro,0.0,João Pedro,Cruzeiro,False,1.57,0.0,10,5,6,283,3,128327,,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pj9omFV.png,3.11,joao-pedro,,,,,,,1.0,,1.0,1.0,3.0,,,,,,,,,
664,Marcos André Paulino Maia,Marcão,0.0,Marcão,Athlético-PR,False,0.0,0.0,10,3,6,293,0,128429,,https://s.sde.globo.com/media/person_role/2023/10/17/photo_FORMATO_560IfKk.png,1.0,marcao,,,,,,,,,,,,,,,,,,,,
665,João Victor Machado Cruz,J. Cruz,0.0,João Cruz,Athlético-PR,False,0.0,0.0,10,4,6,293,0,128431,,https://s.sde.globo.com/media/person_role/2023/10/17/photo_FORMATO_WnvtCLu.png,1.0,joao-cruz,,,,,,,,,,,,,,,,,,,,
666,Caio de Oliveira Araújo,C. Araújo,0.0,Caio Araújo,Grêmio,False,0.0,0.0,10,4,6,284,0,128482,,https://s.sde.globo.com/media/person_role/2023/10/18/photo_FORMATO_o6DPisY.png,1.0,caio-araujo,,,,,,,,,,,,,,,,,,,,
667,Rayan Lucas Marques de Souza,R. Lucas,0.0,Rayan Lucas,Flamengo,False,0.0,0.0,10,4,6,262,0,128590,,https://s.sde.globo.com/media/person_role/2023/12/06/photo_FORMATO_eCO6g7f.png,3.0,rayan-lucas,,,,,,,,,,,,,,,,,,,,
668,William Gomes Carvalho Santos,W. Gomes,-0.11,William Gomes,São Paulo,True,1.1,0.1,10,5,6,276,2,128668,,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_R4UlTHA.png,1.45,william-gomes,,,,1.0,,,,1.0,3.0,,,,1.0,,,,,,,
669,Luiz Felipe Mathias Silva,L. Felipe,0.0,Luiz Felipe,Cuiabá,False,0.0,0.0,10,4,6,1371,0,128669,,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JOhmWKE.png,1.0,luiz-felipe,,,,,,,,,,,,,,,,,,,,
670,Talles Wander Santos Ribeiro,T. Wander,0.0,Talles Wander,São Paulo,False,0.0,0.0,10,5,6,276,0,128769,,https://s.sde.globo.com/media/person_role/2023/11/23/photo_FORMATO.png,1.0,talles-wander,,,,,,,,,,,,,,,,,,,,
671,Estêvão Willian Almeida de Oliveira Gonçalves,Estêvão,-0.66,Estêvão,Palmeiras,True,6.09,5.8,10,5,7,275,10,128915,,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_ndyx6H0.png,6.35,estevao,,,,1.0,,,13.0,6.0,7.0,9.0,11.0,2.0,1.0,,2.0,,,1.0,,
672,Luciano Giménez Alanda,L. Giménez,0.0,Luciano Giménez,Cuiabá,False,0.15,0.0,10,5,6,1371,4,129202,,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_N1znp7r.png,1.75,luciano-gimenez,,,,,,,1.0,2.0,,,,,,,,,,,,
673,Mateo Zuleta García,Zuleta,-0.55,Zuleta,Atlético-GO,True,5.45,1.2,10,4,6,373,2,129227,,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_IBrilAp.png,5.9,zuleta,,,,,,,2.0,,,,1.0,1.0,,,,,,,,
674,Wendel Silva Passos,Wendel,0.0,Wendel,Bahia,False,0.0,0.0,10,4,6,265,0,129661,,,1.0,wendel,,,,,,,,,,,,,,,,,,,,
675,Pablo de Paula Cardoso,Pablo,0.0,Pablo,Vasco,False,0.0,0.0,10,1,6,267,0,129665,,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_bizaQoV.png,1.0,pablo,,,,,,,,,,,,,,,,,,,,
676,João Pedro Murilo de Paula Morais,JP,-0.36,JP,Vasco,True,1.93,0.0,10,4,7,267,3,129666,,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_bBaUSEp.png,2.13,jp,,,,,,,4.0,,,,2.0,,,,,,,,,
677,Eduardo Batista dos Santos,Eduardo,0.0,Eduardo,Atlético-GO,False,0.0,0.0,10,1,6,373,0,129761,,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_KXJszMB.png,1.0,eduardo,,,,,,,,,,,,,,,,,,,,
678,Maswel Ananias Silva,Max,-0.52,Max,Atlético-GO,True,0.95,0.5,10,5,6,373,7,129766,,https://s.sde.globo.com/media/person_role/2024/03/16/photo_FORMATO_czuX078.png,1.95,max,,,,,,,1.0,3.0,2.0,,6.0,,,,,,,1.0,,
679,João Vitor Cardoso de Souza,J. Vitor,0.0,João Vitor,Juventude,False,0.0,0.0,10,2,6,286,0,129999,,https://s.sde.globo.com/media/person_role/2024/04/10/photo_FORMATO_JTq9k1X.png,1.0,joao-vitor,,,,,,,,,,,,,,,,,,,,
680,Luiz Gustavo da Silva Alves,L. Gustavo,-0.21,Luiz Gustavo,Atlético-GO,True,-0.3,-0.3,10,3,6,373,1,130020,,,0.79,luiz-gustavo,,,,,,,,1.0,,,,,,,,,,,,
681,João Victor Schlickmann Carbone,Carbone,0.0,Carbone,Flamengo,False,0.0,0.0,10,2,6,262,0,130190,,,1.0,carbone,,,,,,,,,,,,,,,,,,,,
682,Erick Ryan Garcia da Silva,E. Garcia,0.0,Erick Garcia,Criciúma,False,0.0,0.0,10,3,6,288,0,130211,,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_iq2Ogip.png,1.0,erick-garcia,,,,,,,,,,,,,,,,,,,,
683,Guilherme Estrella de Paiva,G. Estrella,0.0,Guilherme Estrella,Vasco,False,0.0,0.0,10,4,6,267,0,130255,,https://s.sde.globo.com/media/person_role/2024/01/18/photo_FORMATO_l9qdew2.png,1.0,guilherme-estrella,,,,,,,,,,,,,,,,,,,,
684,Breno Santos Ignacio,B. Santos,0.0,Breno Santos,Atlético-GO,False,0.0,0.0,10,4,6,373,0,130281,,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_LIIpUay.png,2.0,breno-santos,,,,,,,,,,,,,,,,,,,,
685,Pedro Geovane Paranhos Santos,Geovane,0.0,Geovane,Atlético-GO,False,0.0,0.0,10,5,6,373,0,130284,,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_OZZRB6n.png,1.0,geovane,,,,,,,,,,,,,,,,,,,,
686,Rhyan Luca Carvalho de Arruda,Rhyan,0.0,Rhyan,Cuiabá,False,0.0,0.0,10,1,6,1371,0,130305,,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_v4dxbma.png,1.0,rhyan,,,,,,,,,,,,,,,,,,,,
687,Rafael Oliveira Pinna,R. Pinna,0.0,Rafael Pinna,Juventude,False,0.0,0.0,10,5,6,286,0,130316,,,1.0,rafael-pinna,,,,,,,,,,,,,,,,,,,,
688,Luiz Gustavo Marinho Ribeiro dos Santos,L. Gustavo,0.0,Luiz Gustavo,Vasco,False,0.0,0.0,10,3,6,267,0,130393,,,1.0,luiz-gustavo,,,,,,,,,,,,,,,,,,,,
689,Jan Fanc Lucumií González,J. Lucumí,0.0,Jan Lucumí,Fluminense,False,0.0,0.0,10,5,6,266,0,130398,,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_ewdHwK6.png,2.0,jan-lucumi,,,,,,,,,,,,,,,,,,,,
690,Robert dos Santos Conceição,R. Santos,-0.08,Robert Santos,Atlético-MG,True,0.5,0.5,10,4,6,282,1,130414,,https://s.sde.globo.com/media/person_role/2024/03/27/photo_FORMATO_nXUDlTZ.png,2.92,robert-santos,,,,,,,,,,,1.0,,,,,,,,,
691,Vitor de Oliveira Nunes dos Reis,V. Reis,0.0,Vitor Reis,Palmeiras,False,0.0,0.0,10,3,6,275,0,130609,,,1.0,vitor-reis,,,,,,,,,,,,,,,,,,,,
692,Walace dos Santos França,Walace,0.0,Walace,Athlético-PR,False,0.0,0.0,10,5,6,293,0,130844,,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_bCOkSpK.png,1.0,walace,,,,,,,,,,,,,,,,,,,,
693,Igor Eduardo Schlemper,Igor,0.0,Igor,Grêmio,False,0.0,0.0,10,2,6,284,0,130884,,,1.0,igor,,,,,,,,,,,,,,,,,,,,
694,Bruno Fortuna Cheron,Cheron,0.0,Cheron,Grêmio,False,0.0,0.0,10,4,6,284,0,130888,,,1.0,cheron,,,,,,,,,,,,,,,,,,,,
695,Yeferson Andrés Rodallega Paz,Rodallega,0.0,Rodallega,Atlético-GO,False,0.0,0.0,10,2,6,373,0,130905,,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_RJIqsMI.png,2.0,rodallega,,,,,,,,,,,,,,,,,,,,
696,Diogo Riquelme Rivas do Nascimento,Riquelme,0.0,Riquelme,Athlético-PR,False,0.0,0.0,10,4,6,293,0,130906,,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_JsnDwam.png,1.0,riquelme,,,,,,,,,,,,,,,,,,,,
697,Marcos Vinicius Carvalho dos Reis,Marcão,0.0,Marcão,Atlético-GO,False,0.0,0.0,10,3,6,373,0,130951,,,1.0,marcao,,,,,,,,,,,,,,,,,,,,
698,Iba Ly,I. Ly,0.0,Iba Ly,São Paulo,False,0.0,0.0,10,4,6,276,0,131329,,https://s.sde.globo.com/media/person_role/2024/02/25/photo_FORMATO.png,1.0,iba-ly,,,,,,,,,,,,,,,,,,,,
699,Jardiel Maciel Libertino da Silva,Jardiel,0.0,Jardiel,Grêmio,False,0.0,0.0,10,5,6,284,0,131455,,,1.0,jardiel,,,,,,,,,,,,,,,,,,,,
700,Yarlen Faustino Augusto,Yarlen,-0.22,Yarlen,Botafogo,True,0.4,0.0,10,5,6,263,4,131512,,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_yss1MD0.png,1.51,yarlen,,,,1.0,,,2.0,2.0,,1.0,,,,,,,,,,
701,Henrique Fabiano do Carmo,Henrique,0.0,Henrique,São Paulo,False,0.0,0.0,10,5,6,276,0,131518,,,1.0,henrique,,,,,,,,,,,,,,,,,,,,
702,André Oliveira e Silva,A. Silva,0.0,André Silva,São Paulo,False,2.34,0.0,10,5,6,276,8,131617,,https://s.sde.globo.com/media/person_role/2024/04/04/photo_FORMATO_E0Q8gBr.png,5.61,andre-silva,,,,,,,2.0,6.0,,4.0,4.0,1.0,1.0,,1.0,,,,,
703,Felipe Longo Fernandes da Silva,F. Longo,0.0,Felipe Longo,Corinthians,False,0.0,0.0,10,1,6,264,0,131753,,https://s.sde.globo.com/media/person_role/2024/03/10/photo_220x220.png,1.0,felipe-longo,,,,,,,,,,,,,,,,,,,,
704,Gabriel da Silva Lopes,G. Lopes,0.0,Gabriel Lopes,Bragantino,False,0.0,0.0,10,4,6,280,0,131758,,https://s.sde.globo.com/media/person_role/2024/03/10/photo_220x220_532yNFc.png,1.0,gabriel-lopes,,,,,,,,,,,,,,,,,,,,
705,João Vitor Lima Nogueira da Silva,J. Lima,0.0,João Lima,Grêmio,False,0.0,0.0,10,3,6,284,0,132344,,https://s.sde.globo.com/media/person_role/2024/04/02/photo_220x220_TAVxUY5.png,1.0,joao-lima,,,,,,,,,,,,,,,,,,,,
706,Kelvin Javier Flórez Mosquera,Kelvin,0.0,Kelvin,Bragantino,False,0.0,0.0,10,5,6,280,0,132524,,,1.0,kelvin,,,,,,,,,,,,,,,,,,,,
707,Vinicius Mendonça Pereira,Vinicinho,0.0,Vinicinho,Bragantino,False,0.2,0.0,10,5,6,280,1,132580,,,0.98,vinicinho,,,,,,,,1.0,,,1.0,,,,,,,,,
708,Mateus Gabriel Schaffer,M. Schaffer,0.0,Mateus Schaffer,Juventude,False,0.0,0.0,10,3,6,286,0,132679,,https://s.sde.globo.com/media/person_role/2024/04/28/photo_FORMATO_1BodwEt.png,1.0,mateus-schaffer,,,,,,,,,,,,,,,,,,,,
709,Cledson Rafael de Paiva,R. Paiva,0.0,Rafael Paiva,Vasco,False,4.69,0.0,10,6,7,267,2,132682,,https://s.sde.globo.com/media/person_role/2024/04/30/photo_FORMATO_9iCVDrU.png,8.4,rafael-paiva,,,,,,,,,,,,,,,,,,,1.0,
710,Fabiano Rodrigues Pereira,Fabiano,1.42,Fabiano,Botafogo,True,3.9,3.9,10,5,6,263,1,132733,,,2.42,fabiano,,,,,,,2.0,,,,3.0,,,,,,,,,
711,Arthur Rodrigues Viana,A. Viana,0.0,Arthur Viana,Cruzeiro,False,-1.4,0.0,10,5,6,283,1,133528,,https://s.sde.globo.com/media/person_role/2024/06/13/photo_FORMATO.png,0.64,arthur-viana,,,,1.0,,,,1.0,,,,,1.0,,,,,,,
712,Kayke Ayrton dos Santos Evaristo,Kayke,0.0,Kayke,Athlético-PR,False,0.0,0.0,10,5,6,293,1,133529,,,0.9,kayke,,,,,,,,,,,,,,,,,,,,
713,Mário Vinnicius Souza Rodrigues Silva,Mário,0.0,Mário,Juventude,False,0.0,0.0,10,1,6,286,0,133541,,,1.0,mario,,,,,,,,,,,,,,,,,,,,
714,João Victor Trevisol da Silva,Trevisol,0.0,Trevisol,Juventude,False,0.0,0.0,10,4,6,286,0,133542,,,1.0,trevisol,,,,,,,,,,,,,,,,,,,,
715,Guilherme William Silva Inácio,G. Negão,0.0,Gui Negão,Corinthians,False,0.0,0.0,10,5,6,264,0,133543,,,1.0,gui-negao,,,,,,,,,,,,,,,,,,,,
716,Lucca Pelosi Drummond,L. Drummond,-0.21,Lucca Drummond,Internacional,True,-0.3,-0.3,10,5,6,285,1,133566,,,0.79,lucca-drummond,,,,,,,,1.0,,,,,,,,,,,,
