,atletas.atleta_id,atletas.foto,atletas.pontos_num,atletas.clube_id,atletas.clube.id.full.name,atletas.slug,atletas.minimo_para_valorizar,atletas.jogos_num,atletas.nome,atletas.preco_num,atletas.status_id,atletas.entrou_em_campo,atletas.apelido,atletas.rodada_id,atletas.variacao_num,atletas.apelido_abreviado,atletas.media_num,atletas.posicao_id,A,CA,DS,FC,FD,FF,FS,FT,G,I,PP,CV,SG,PC,PS,GC,DE,GS,V,DP
330,100898,https://s.sde.globo.com/media/person_role/2024/08/30/photo_FORMATO_DbahnIn.png,8.2,263,Botafogo,vitinho,,8,Victor Alexander da Silva,9.63,7,True,Vitinho,34,0.49,Vitinho,6.56,2,,,13.0,6.0,1.0,2.0,6.0,1.0,,1.0,,,6.0,,,,,,,
331,100969,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_Nhk7IV4.png,6.1,288,Criciúma,ronald-lopes,,23,Ronald dos Santos Lopes,4.54,2,True,Ronald Lopes,34,0.72,R. Lopes,2.25,4,2.0,3.0,31.0,28.0,2.0,6.0,18.0,,,,,,,,,,,,,
332,100976,https://s.sde.globo.com/media/person_role/2023/07/21/photo_220x220_Rr5xK7r.png,0.0,373,Atlético-GO,derek,,21,Derek Freitas Ribeiro,3.0,6,False,Derek,34,0.0,Derek,1.64,5,,2.0,12.0,18.0,4.0,7.0,10.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,
333,100987,https://s.sde.globo.com/media/person_role/2024/07/18/photo_FORMATO.png,0.0,266,Fluminense,nonato,,7,Gustavo Nonato Santana,3.02,6,False,Nonato,34,0.0,Nonato,0.8,4,,1.0,3.0,1.0,,1.0,5.0,,,,,,,,,,,,,
334,101002,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_GZeQZHl.png,0.8,263,Botafogo,junior-santos,,21,José Antonio dos Santos Júnior,7.35,7,True,Júnior Santos,34,-0.12,J. Santos,3.91,5,2.0,2.0,8.0,16.0,14.0,15.0,15.0,1.0,4.0,18.0,,,,,,,,,,
335,101130,https://s.sde.globo.com/media/person_role/2024/09/02/photo_220x220_bRSIQCY.png,0.0,276,São Paulo,jamal-lewis,,6,Jamal Piaras Lewis,6.12,5,False,Jamal Lewis,34,0.0,J. Lewis,2.95,2,1.0,,3.0,3.0,,,,,,,,,2.0,,,,,,,
336,101290,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_nPg7koa.png,3.3,276,São Paulo,ferreira,,24,Aldemir dos Santos Ferreira,7.63,7,True,Ferreira,34,0.21,Ferreira,3.74,5,1.0,4.0,15.0,13.0,6.0,9.0,38.0,,5.0,1.0,,,,,1.0,,,,,
337,101314,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_IWREALz.png,4.7,265,Bahia,ademir,,25,Ademir da Silva Santos Júnior,5.02,2,True,Ademir,34,0.32,Ademir,2.96,5,3.0,1.0,20.0,12.0,7.0,9.0,17.0,,2.0,5.0,,,,,,,,,,
338,101319,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_k1fivRS.png,0.0,266,Fluminense,guga,,7,Cláudio Rodrigues Gomes,4.83,6,False,Guga,34,0.0,Guga,3.07,2,1.0,3.0,5.0,6.0,,1.0,3.0,,,,,1.0,3.0,,,,,,,
339,101431,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_b7q5w0V.png,0.5,286,Juventude,danilo-boza,,24,Danilo Boza Júnior,5.67,7,True,Danilo Boza,34,-0.6,D. Boza,3.58,3,1.0,1.0,14.0,2.0,5.0,12.0,11.0,2.0,3.0,1.0,,,3.0,,,,,,,
340,101573,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_eQw4wlK.png,1.8,284,Grêmio,pepe,,20,João Pedro Vilardi Pinto,4.85,6,True,Pepê,34,-1.31,Pepê,2.68,4,,2.0,30.0,18.0,2.0,4.0,29.0,,1.0,1.0,,1.0,,,,,,,,
341,101574,https://s.sde.globo.com/media/person_role/2024/07/03/photo_FORMATO.png,-0.5,264,Corinthians,hugo-souza,,18,Hugo de Souza Nogueira,6.58,7,True,Hugo Souza,34,-0.19,H. Souza,3.74,1,,2.0,1.0,,,,2.0,,,,,,5.0,,,,62.0,20.0,,
342,101594,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_jLwJb5G.png,2.0,267,Vasco,hugo-moura,,25,Hugo Moura Arruda da Silva,5.52,7,True,Hugo Moura,34,-0.02,H. Moura,3.23,4,4.0,5.0,50.0,40.0,5.0,11.0,12.0,,,,,1.0,,,,,,,,
343,101597,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_j3eOqDC.png,1.8,1371,Cuiabá,ramon,,22,Ramon Ramos Lima,5.9,7,True,Ramon,34,-0.47,Ramon,4.16,2,1.0,8.0,34.0,27.0,2.0,10.0,17.0,,1.0,2.0,,,7.0,,,,,,,
344,101601,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_fCg7WfQ.png,0.0,287,Vitória,caio-vinicius,,9,Caio Vinicius da Conceição,2.12,6,False,Caio Vinícius,34,0.0,C. Vinícius,0.78,4,,5.0,9.0,7.0,,1.0,5.0,,,,,,,,,,,,,
345,101651,https://s.sde.globo.com/media/person_role/2024/04/28/photo_220x220_WXuSK4t.png,0.0,286,Juventude,peixoto,,2,Daniel Nascimento Peixoto dos Santos,1.94,5,False,Peixoto,34,0.0,Peixoto,0.55,4,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
346,101666,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_VWBr2KD.png,0.0,373,Atlético-GO,rhaldney,,26,Rhaldney Norberto Simião Gomes,3.7,6,False,Rhaldney,34,0.0,Rhaldney,2.52,4,1.0,7.0,47.0,47.0,2.0,5.0,25.0,2.0,,,,,,,,,,,,
347,101708,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_ZDljmkA.png,0.0,356,Fortaleza,felipe-jonatan,,17,Felipe Jonatan Rocha Andrade,6.13,6,False,Felipe Jonatan,34,0.0,F. Jonatan,3.94,2,,,17.0,10.0,4.0,4.0,23.0,,,,,,6.0,,,,,,,
348,101715,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_v6x7rRS.png,1.7,287,Vitória,alerrandro,,29,Alerrandro Barra Mansa Realino de Souza,7.97,7,True,Alerrandro,34,-1.06,Alerrandro,5.83,5,4.0,4.0,27.0,22.0,15.0,16.0,35.0,,10.0,4.0,,,,1.0,,,,,,
349,101726,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_glaRaXf.png,0.0,1371,Cuiabá,railan,,17,Railan Reis Ferreira - Raylan,5.44,6,False,Railan,34,0.0,Railan,3.53,2,3.0,3.0,18.0,10.0,2.0,3.0,11.0,,,,,,4.0,1.0,,,,,,
350,101727,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_Mq6sxK4.png,5.3,264,Corinthians,matheuzinho,,27,Matheus França Silva,7.11,7,True,Matheuzinho,34,-0.75,Matheuzinho,4.47,2,1.0,3.0,52.0,18.0,5.0,6.0,15.0,,1.0,2.0,,,7.0,,1.0,,,,,
351,101752,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_6lSysiX.png,-3.9,288,Criciúma,claudinho,,30,Claudio Coelho Salvático,4.88,3,True,Claudinho,34,-1.0,Claudinho,3.87,2,3.0,3.0,49.0,13.0,3.0,8.0,7.0,1.0,2.0,4.0,,1.0,4.0,,,,,,,
352,101768,https://s.sde.globo.com/media/person_role/2024/08/27/photo_FORMATO_NK98RBN.png,0.0,267,Vasco,jean-david,,5,Jean David Meneses Villarroel,4.32,6,False,Jean David,34,0.0,J. David,1.34,5,,,3.0,,,2.0,3.0,,,,,,,,,,,,,
353,101820,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_i2B5PuQ.png,0.0,284,Grêmio,mayk,,5,Mayksilvan da Silva Ferreira,3.67,6,False,Mayk,34,0.0,Mayk,2.38,2,,,6.0,1.0,,,,,,,,,1.0,,,,,,,
354,101960,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_fcyTaPY.png,0.0,280,Bragantino,vitinho,,27,Vitor Hugo Naum dos Santos,7.98,7,False,Vitinho,34,0.0,Vitinho,3.47,5,3.0,6.0,24.0,26.0,10.0,22.0,19.0,3.0,2.0,3.0,,,,,,,,,,
355,101995,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_HXZBgqO.png,0.0,356,Fortaleza,britez,,24,Emanuel Fermín Brítez,5.17,7,False,Brítez,34,0.0,Brítez,3.57,3,2.0,11.0,31.0,22.0,2.0,8.0,10.0,,,2.0,,1.0,9.0,,,,,,,
356,102130,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_loXGEPe.png,0.0,275,Palmeiras,piquerez,,16,Joaquín Piquerez Moreira,11.15,6,False,Piquerez,34,0.0,Piquerez,6.23,2,,2.0,22.0,10.0,5.0,15.0,19.0,,2.0,,,,7.0,,,,,,,
357,102137,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_SYE5Cts.png,0.0,266,Fluminense,vitor-eudes,,0,Vitor Eudes de Souza Costa,1.0,6,False,Vitor Eudes,34,0.0,V. Eudes,0.0,1,,,,,,,,,,,,,,,,,,,,
358,102253,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_SVv6kJE.png,0.0,263,Botafogo,lucas-halter,,17,Lucas Halter,6.22,6,False,Lucas Halter,34,0.0,L. Halter,3.05,3,,4.0,11.0,18.0,2.0,7.0,6.0,,1.0,,,,6.0,1.0,,,,,,
359,102318,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_nZ3jBWs.png,2.7,275,Palmeiras,caio-paulista,,19,Caio Fernando de Oliveira,5.2,7,True,Caio Paulista,34,0.25,C. Paulista,2.98,2,,1.0,13.0,13.0,4.0,3.0,14.0,,,3.0,,1.0,7.0,,,,,,,
360,102340,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO.png,0.0,264,Corinthians,caca,,25,Carlos de Menezes Júnior,7.99,6,False,Cacá,34,0.0,Cacá,3.45,3,1.0,5.0,20.0,27.0,2.0,13.0,12.0,,4.0,,,1.0,6.0,1.0,,2.0,,,,
361,102352,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_nBCEEhL.png,0.0,373,Atlético-GO,araos,,0,Ángelo Giovanni Araos Llanos,3.0,6,False,Araos,34,0.0,Araos,0.0,4,,,,,,,,,,,,,,,,,,,,
362,102561,https://s.sde.globo.com/media/person_role/2024/03/05/photo_FORMATO_JrvZkOm.png,0.0,293,Athlético-PR,mastriani,,20,Gonzalo Mathías Mastriani Borges,6.66,5,False,Mastriani,34,0.0,Mastriani,3.55,5,,,9.0,12.0,5.0,16.0,9.0,3.0,4.0,4.0,,,,,,,,,,
363,102599,https://s.sde.globo.com/media/person_role/2024/04/13/photo_FORMATO_S4nmFGH.png,0.0,286,Juventude,thiaguinho,,6,Thiago Beserra dos Santos Conti,1.53,6,False,Thiaguinho,34,0.0,Thiaguinho,0.73,4,,1.0,5.0,7.0,,,5.0,,,,,,,1.0,,,,,,
364,102796,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_do5hHhP.png,0.0,293,Athlético-PR,julimar,,30,Julimar Silva Oliveira Júnior,6.64,6,False,Julimar,34,0.0,Julimar,4.29,5,2.0,4.0,30.0,30.0,19.0,24.0,13.0,,6.0,4.0,,,,,,,,,,
365,102878,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_hfdtfwn.png,0.0,266,Fluminense,terans,,7,Miguel David Terans Pérez,4.06,6,False,Terans,34,0.0,Terans,0.97,4,,1.0,3.0,5.0,2.0,1.0,5.0,,,,,,,,,,,,,
366,102906,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pMtI9RP.png,4.0,283,Cruzeiro,anderson,,17,Anderson Silva da Paixão,4.13,6,True,Anderson,34,0.53,Anderson,3.53,1,,1.0,,,,,2.0,,,,,,6.0,,,,52.0,22.0,,
367,102907,https://s.sde.globo.com/media/person_role/2024/03/07/photo_FORMATO_udwUldz.png,0.0,288,Criciúma,matheus-teixeira,,0,Matheus Henrique Teixeira,3.0,6,False,Matheus Teixeira,34,0.0,M. Teixeira,0.0,1,,,,,,,,,,,,,,,,,,,,
368,102909,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_Zd7I4CW.png,0.0,287,Vitória,luan-vinicius,,23,Luan Vinícius da Silva Santos,2.54,2,False,Luan Vinícius,34,0.0,L. Vinícius,1.11,4,,5.0,19.0,27.0,2.0,3.0,16.0,1.0,,,,,,,,,,,,
369,102928,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_xvi8r6q.png,0.0,293,Athlético-PR,canobbio,,17,Agustín Canobbio Graviz,9.28,6,False,Canobbio,34,0.0,Canobbio,5.13,5,1.0,3.0,24.0,12.0,9.0,11.0,24.0,,4.0,7.0,,1.0,,,,,,,,
370,103295,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_3VHcc20.png,0.0,280,Bragantino,eric-ramires,,21,Eric dos Santos Rodrigues,5.59,6,False,Eric Ramires,34,0.0,E. Ramires,3.15,4,2.0,3.0,16.0,16.0,4.0,11.0,18.0,2.0,2.0,,,,,,,,,,,
371,103347,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_V7nD4iR.png,1.2,1371,Cuiabá,matheus-alexandre,,23,Matheus Alexandre Anastácio de Souza,5.54,7,True,Matheus Alexandre,34,-0.86,M. Alexandre,3.89,2,,5.0,48.0,20.0,2.0,3.0,8.0,,,,,,7.0,1.0,,,,,,
372,103388,https://s.sde.globo.com/media/person_role/2024/06/14/photo_FORMATO.png,0.0,356,Fortaleza,emmanuel-martinez,,14,Leandro Emmanuel Martínez,8.21,7,False,Emmanuel Martínez,34,0.0,E. Martínez,4.58,4,4.0,2.0,22.0,11.0,1.0,5.0,14.0,1.0,1.0,1.0,,,,,,,,,,
373,103445,https://s.sde.globo.com/media/person_role/2024/06/11/photo_FORMATO_GXGWlqW.png,0.0,283,Cruzeiro,kaio-jorge,,15,Kaio Jorge Pinto Ramos,8.09,7,False,Kaio Jorge,34,0.0,K. Jorge,4.15,5,2.0,3.0,6.0,21.0,12.0,12.0,17.0,2.0,2.0,2.0,,,,,,,,,,
374,103523,https://s.sde.globo.com/media/person_role/2024/08/16/photo_FORMATO_covUT29.png,0.0,266,Fluminense,ignacio,,3,Ignácio da Silva Oliveira,6.77,6,False,Ignácio,34,0.0,Ignácio,5.03,3,,,7.0,2.0,,1.0,3.0,,,,,,1.0,,,,,,,
375,103575,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_fyit2aL.png,0.0,264,Corinthians,caetano,,5,João Victor Andrade Caetano,2.93,6,False,Caetano,34,0.0,Caetano,0.22,3,,,4.0,4.0,,,1.0,,,,,1.0,,,,,,,,
376,103672,https://s.sde.globo.com/media/person_role/2024/09/02/photo_FORMATO_nEJXLEW.png,0.0,266,Fluminense,gabriel-fuentes,,3,Gabriel Rafael Fuentes Gómez,5.39,6,False,Gabriel Fuentes,34,0.0,G. Fuentes,1.73,2,,1.0,1.0,,,,,,,,,,1.0,,,,,,,
377,103684,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_1ebxa2m.png,0.0,293,Athlético-PR,kaique-rocha,,28,Kaíque Rocha Lima,6.02,6,False,Kaíque Rocha,34,0.0,K. Rocha,3.35,3,1.0,3.0,40.0,18.0,4.0,6.0,10.0,,,1.0,,,7.0,,,,,,,
378,103695,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_4l6blnt.png,2.4,280,Bragantino,jadsom-silva,,24,Jadsom Meemyas de Oliveira da Silva,2.71,7,True,Jadsom Silva,34,0.03,J. Silva,1.33,4,,8.0,39.0,32.0,1.0,3.0,4.0,,,,,1.0,,,,,,,,
379,103764,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_Kh2CeQC.png,0.0,283,Cruzeiro,gabriel-veron,,23,Gabriel Veron Fonseca de Souza,6.14,7,False,Gabriel Veron,34,0.0,G. Veron,3.42,5,1.0,3.0,21.0,11.0,3.0,7.0,5.0,1.0,5.0,2.0,,,,,,,,,,
380,103767,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_yzWSMvb.png,1.2,275,Palmeiras,gabriel-menino,,23,Gabriel Vinícius Menino,4.86,6,True,Gabriel Menino,34,-0.52,G. Menino,2.48,4,,7.0,28.0,25.0,6.0,16.0,21.0,1.0,1.0,5.0,,1.0,,,,,,,,
381,103987,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_5y8FTJb.png,0.0,288,Criciúma,higor-meritao,,15,Higor Matheus Meritão,4.06,6,False,Higor Meritão,34,0.0,H. Meritão,3.0,4,,3.0,18.0,18.0,3.0,8.0,12.0,,2.0,1.0,,,,,,,,,,
382,104075,https://s.sde.globo.com/media/person_role/2024/03/15/photo_220x220_8aL4XNH.png,-1.3,276,São Paulo,sabino,,11,José Sabino Chagas Monteiro,5.62,3,True,Sabino,34,-0.65,Sabino,3.43,3,,3.0,12.0,10.0,3.0,4.0,5.0,,,,,,4.0,,,,,,,
383,104085,https://s.sde.globo.com/media/person_role/2024/03/06/photo_FORMATO_6xGko1v.png,7.1,282,Atlético-MG,bruno-fuchs,,23,Bruno de Lara Fuchs,5.07,6,True,Bruno Fuchs,34,0.88,B. Fuchs,2.3,3,1.0,7.0,32.0,21.0,1.0,1.0,14.0,1.0,,,,1.0,3.0,1.0,,,,,,
384,104118,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_0iYWFXU.png,7.0,287,Vitória,lucas-arcanjo,,32,Lucas Willians Assis Arcanjo,4.38,7,True,Lucas Arcanjo,34,0.6,L. Arcanjo,2.56,1,,4.0,,,,,7.0,,,,,,6.0,,,,101.0,48.0,,
385,104153,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_EP2XIGK.png,0.0,264,Corinthians,ruan,,0,Ruan de Oliveira Ferreira,3.0,6,False,Ruan,34,0.0,Ruan,0.0,4,,,,,,,,,,,,,,,,,,,,
386,104191,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_ahcx1NO.png,0.0,263,Botafogo,raul,,0,Raul Jonas Steffens,2.0,6,False,Raul,34,0.0,Raul,0.0,1,,,,,,,,,,,,,,,,,,,,
387,104204,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Xv4P6TP.png,0.0,286,Juventude,edson-carioca,,11,Edson Guilherme Mendes dos Santos,4.99,5,False,Edson Carioca,34,0.0,E. Carioca,4.55,5,1.0,2.0,12.0,14.0,2.0,4.0,15.0,,3.0,2.0,,,,,,,,,,
388,104250,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_or4O39H.png,0.5,267,Vasco,joao-victor,,18,João Victor da Silva Marcelino,4.45,7,True,João Victor,34,0.32,J. Victor,2.22,3,,4.0,19.0,11.0,1.0,2.0,19.0,,1.0,,,2.0,2.0,,,,,,,
389,104253,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JuPF2jd.png,-2.3,373,Atlético-GO,adriano-martins,,28,Adriano Martins da Fonseca,4.05,7,True,Adriano Martins,34,-1.06,A. Martins,3.1,3,,7.0,46.0,27.0,5.0,9.0,11.0,,,2.0,,,6.0,2.0,,,,,,
390,104257,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_Ey1s4jw.png,-1.4,286,Juventude,joao-lucas,,24,João Lucas de Almeida Carvalho,6.02,3,True,João Lucas,34,-0.42,J. Lucas,4.55,2,5.0,6.0,40.0,26.0,4.0,10.0,25.0,,1.0,,,,4.0,,,1.0,,,,
391,104383,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_xQ2S67t.png,-1.0,282,Atlético-MG,matheus-mendes,,11,Matheus Mendes Werneck de Oliveira,4.52,6,False,Matheus Mendes,34,-0.17,M. Mendes,2.86,1,,1.0,,,,,3.0,,,,,,1.0,,,,37.0,18.0,,1.0
392,104502,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_4ASqaCm.png,0.0,293,Athlético-PR,christian,,19,Christian Roberto Alves Cardoso,4.61,6,False,Christian,34,0.0,Christian,2.1,4,,6.0,22.0,35.0,4.0,7.0,24.0,,1.0,4.0,,,,,,,,,,
393,104528,https://s.sde.globo.com/media/person_role/2024/07/01/photo_FORMATO_Scq0Epj.png,0.0,263,Botafogo,igor-jesus,,18,Igor Jesus Maciel da Cruz,6.71,7,True,Igor Jesus,34,-1.15,I. Jesus,5.46,5,1.0,2.0,7.0,19.0,13.0,16.0,38.0,2.0,5.0,10.0,,,,,,,,,,
394,104588,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_vCy6pfa.png,0.0,280,Bragantino,fabricio,,1,Fabrício Oliveira de Souza,0.64,6,False,Fabrício,34,0.0,Fabrício,2.0,1,,1.0,,,,,,,,,,,,,,,5.0,2.0,,
395,104666,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_bUKbhSF.png,0.0,356,Fortaleza,moises,,20,Moisés Vieira da Veiga,5.02,7,False,Moisés,34,0.0,Moisés,3.2,5,1.0,,6.0,2.0,5.0,11.0,6.0,1.0,4.0,5.0,,,,,,,,,,
396,104693,https://s.sde.globo.com/media/person_role/2024/04/19/photo_FORMATO_TFHsgGX.png,3.9,288,Criciúma,newton,,23,Newton Araújo da Costa Júnior,3.8,7,True,Newton,34,0.37,Newton,2.56,4,1.0,4.0,32.0,43.0,5.0,12.0,18.0,,1.0,2.0,,,,,,,,,,
397,104754,https://s.sde.globo.com/media/person_role/2023/03/07/photo_FORMATO_UIx1Yzg.png,0.0,356,Fortaleza,juan-vojvoda,,31,Juan Pablo Vojvoda Rizzo,9.81,7,False,Juan Vojvoda,34,0.0,J. Vojvoda,5.53,6,,,,,,,,,,,,,,,,,,,18.0,
398,104759,https://s.sde.globo.com/media/person_role/2024/01/19/photo_FORMATO.png,11.4,293,Athlético-PR,leo-godoy,,21,Leonardo Ezequiel Godoy,7.29,7,True,Leo Godoy,34,1.69,L. Godoy,2.82,2,2.0,5.0,12.0,26.0,,4.0,13.0,,1.0,1.0,,,6.0,,,,,,,
399,104783,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_426fnSQ.png,0.0,265,Bahia,acevedo,,4,Nicolás Brian Acevedo Tabárez,4.57,6,True,Acevedo,34,-0.66,Acevedo,1.63,4,,,3.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,
400,104849,https://s.sde.globo.com/media/person_role/2024/07/19/photo_220x220_kYTTzDW.png,0.0,284,Grêmio,arezo,,8,Douglas Matías Arezo Martínez,4.16,6,True,Arezo,34,-0.36,Arezo,1.51,5,,,3.0,3.0,4.0,4.0,1.0,,,1.0,,,,,1.0,,,,,
401,104994,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_kfLtGgD.png,5.7,287,Vitória,wagner-leonardo,,31,Wagner Leonardo Calvelo de Souza,5.98,7,True,Wagner Leonardo,34,0.52,W. Leonardo,3.97,3,,3.0,35.0,13.0,5.0,7.0,8.0,,5.0,2.0,,1.0,7.0,,,,,,,
402,105047,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_s2GXfyO.png,0.0,283,Cruzeiro,joao-marcelo,,25,João Marcelo Messias Ferreira,4.49,7,False,João Marcelo,34,0.0,J. Marcelo,3.15,3,2.0,6.0,25.0,16.0,3.0,5.0,10.0,,,2.0,,1.0,8.0,,,,,,,
403,105300,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_of5ELHS.png,0.0,276,São Paulo,ferraresi,,14,Nahuel Adolfo Ferraresi Hernández,6.86,6,False,Ferraresi,34,0.0,Ferraresi,4.8,3,1.0,2.0,22.0,10.0,1.0,2.0,4.0,1.0,1.0,,,,5.0,,,,,,,
404,105301,https://s.sde.globo.com/media/person_role/2024/07/17/photo_FORMATO.png,2.5,373,Atlético-GO,hurtado,,14,Jan Carlos Hurtado Anchico,4.15,7,True,Hurtado,34,0.29,Hurtado,1.64,5,,1.0,8.0,19.0,7.0,3.0,9.0,,1.0,3.0,,1.0,,,,,,,,
405,105373,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_7TSdotN.png,-0.6,265,Bahia,gabriel-xavier,,29,Gabriel Lheman Xavier - Lhman,5.12,7,True,Gabriel Xavier,34,-0.61,G. Xavier,3.21,3,,5.0,38.0,37.0,7.0,7.0,10.0,,,,,,9.0,,,,,,,
406,105531,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_1Zas2lO.png,0.0,264,Corinthians,matheus-bidu,,19,Matheus Lima Beltrão Oliveira Valin,6.33,7,True,Matheus Bidu,34,-0.25,M. Bidu,3.95,2,,2.0,20.0,9.0,4.0,7.0,15.0,,1.0,2.0,,,6.0,,,,,,,
407,105568,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_W3SXUOe.png,0.0,356,Fortaleza,lucero,,25,Juan Martín Lucero,7.56,7,False,Lucero,34,0.0,Lucero,3.44,5,1.0,8.0,6.0,34.0,11.0,15.0,23.0,,7.0,8.0,,,,,,,,,,
408,105584,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_hcvXauo.png,2.8,267,Vasco,lucas-piton,,28,Lucas Piton Crivellaro,6.75,7,True,Lucas Piton,34,0.45,L. Piton,4.15,2,4.0,5.0,56.0,27.0,2.0,8.0,11.0,,1.0,,,,4.0,,,,,,,
409,105585,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_jbubVwk.png,2.4,373,Atlético-GO,roni,,18,Roni Medeiros de Moura,3.39,6,True,Roni,34,0.27,Roni,2.11,4,,3.0,19.0,10.0,4.0,5.0,9.0,,1.0,,,,,,,,,,,
410,105647,https://s.sde.globo.com/media/person_role/2024/06/28/photo_FORMATO_8WcVxWa.png,0.9,275,Palmeiras,mauricio,,21,Maurício Magalhães Prado,5.41,7,True,Maurício,34,-0.08,Maurício,2.65,4,,2.0,11.0,11.0,7.0,9.0,23.0,1.0,2.0,,,,,,2.0,,,,,
411,105786,https://s.sde.globo.com/media/person_role/2024/08/16/photo_FORMATO_vjED9BC.png,2.5,264,Corinthians,talles-magno,,10,Talles Magno Bacelar Martins,6.98,7,True,Talles Magno,34,0.07,T. Magno,3.55,5,1.0,2.0,5.0,8.0,3.0,2.0,8.0,1.0,2.0,2.0,,,,,1.0,,,,,
412,105811,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_X6kjIiZ.png,9.4,285,Internacional,wesley,,26,Wesley Ribeiro Silva,11.71,7,True,Wesley,34,-0.22,Wesley,7.22,5,1.0,9.0,42.0,51.0,18.0,19.0,73.0,3.0,9.0,8.0,,,,,3.0,,,,,
413,105842,https://s.sde.globo.com/media/person_role/2024/08/23/photo_FORMATO_XVH1nU3.png,0.0,287,Vitória,edu,,8,Lucas Eduardo Ribeiro de Souza,3.84,6,False,Edu,34,0.0,Edu,2.03,3,,1.0,6.0,3.0,,,2.0,,,,,,2.0,,,,,,,
414,105844,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_G0fv4ti.png,5.9,293,Athlético-PR,belezi,,3,Lucas Belezi Barbosa,3.87,7,True,Belezi,34,1.2,Belezi,3.17,3,,2.0,5.0,5.0,1.0,1.0,,,,,,,1.0,,,,,,,
