,atletas.clube.id.full.name,atletas.posicao_id,atletas.minimo_para_valorizar,atletas.status_id,atletas.apelido,atletas.entrou_em_campo,atletas.foto,atletas.apelido_abreviado,atletas.variacao_num,atletas.media_num,atletas.atleta_id,atletas.slug,atletas.nome,atletas.clube_id,atletas.preco_num,atletas.rodada_id,atletas.jogos_num,atletas.pontos_num,A,CA,CV,DS,FC,FD,FF,FS,FT,G,I,PC,SG,DE,GS,V,PS,GC,PP,DP
75,Atlético-MG,1,,7,Everson,True,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_r7CD0SX.png,Everson,0.2,1.93,72294,everson,Everson Felipe Marques Pires,282,6.94,31,19,1.0,,5.0,1.0,,1.0,,,4.0,,,,,5.0,44.0,26.0,,,,,
76,Fluminense,1,,6,Felipe Alves,False,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_e9UBywD.png,F. Alves,0.0,0.0,72372,felipe-alves,Felipe Alves Raymundo,266,5.0,31,0,0.0,,,,,,,,,,,,,,,,,,,,
77,Cruzeiro,6,,7,Fernando Diniz,True,https://s.sde.globo.com/media/person_role/2024/09/23/photo_FORMATO_oIP1uaU.png,F. Diniz,-0.39,3.41,72391,fernando-diniz,Fernando Diniz Silva,283,8.13,31,14,1.16,,,,,,,,,,,,,,,,1.0,,,,
78,Atlético-MG,4,,6,Bernard,False,https://s.sde.globo.com/media/person_role/2024/07/08/photo_FORMATO_hLeY8f6.png,Bernard,0.0,1.07,72460,bernard,Bernard Anício Caldeira Duarte,282,5.86,31,10,0.0,,1.0,,7.0,14.0,,2.0,6.0,1.0,,1.0,,,,,,,,,
79,Botafogo,2,,7,Alex Telles,False,https://s.sde.globo.com/media/person_role/2024/09/03/photo_FORMATO_Dy4LFfE.png,A. Telles,0.0,3.96,72493,alex-telles,Alex Nicolao Telles,263,7.03,31,5,0.0,,,,2.0,3.0,1.0,2.0,1.0,,,,,3.0,,,,,,,
80,Atlético-GO,4,,6,Gustavo Campanharo,False,https://s.sde.globo.com/media/person_role/2024/04/11/photo_FORMATO_XGJ1uLI.png,G. Campanharo,0.0,0.47,72497,gustavo-campanharo,Gustavo Campanharo,373,3.66,31,3,0.0,,,,1.0,2.0,,1.0,,,,,,,,,,,,,
81,Atlético-GO,2,,6,Maguinho,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_204au3d.png,Maguinho,0.0,2.4,72532,maguinho,Magno José da Silva,373,4.43,31,19,0.0,1.0,2.0,1.0,20.0,20.0,3.0,6.0,11.0,,,2.0,2.0,3.0,,,,1.0,,,
82,Corinthians,5,,6,Pedro Henrique,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_sB7v4Fv.png,P. Henrique,0.0,2.56,72583,pedro-henrique,Pedro Henrique Konzen Medina da Silva,264,4.69,31,10,0.0,1.0,2.0,,4.0,6.0,2.0,7.0,8.0,,1.0,4.0,,,,,,,,,
83,Fortaleza,1,,6,Maurício Kozlinski,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_EePQ79Y.png,M. Kozlinski,0.0,0.0,72595,mauricio-kozlinski,Maurício Kozlinski,356,3.0,31,0,0.0,,,,,,,,,,,,,,,,,,,,
84,Bahia,3,,6,Vitor Hugo,False,https://s.sde.globo.com/media/person_role/2023/04/14/photo_FORMATO_HuEb513.png,V. Hugo,0.0,0.0,72605,vitor-hugo,Vitor Hugo Franchescoli de Souza,265,3.58,31,1,0.0,,,,,,,,,,,,,,,,,,,,
85,Athlético-PR,4,,6,Fernandinho,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_G29hOpk.png,Fernandinho,-0.5,3.19,72775,fernandinho,Fernando Luiz Rosa,293,6.27,31,19,-0.3,3.0,6.0,,18.0,29.0,8.0,4.0,20.0,,2.0,1.0,,,,,,,,,
86,Criciúma,3,,6,Wilker Ángel,False,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_i1tcVtm.png,W. Ángel,0.0,1.86,72801,wilker-angel,Wílker José Ángel Romero,288,2.78,31,10,0.0,,2.0,,7.0,17.0,2.0,,4.0,,1.0,1.0,,1.0,,,,,,,
87,Internacional,3,,5,Mercado,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_o74D2pK.png,Mercado,0.0,3.15,72951,mercado,Gabriel Iván Mercado,285,4.98,31,14,0.0,,5.0,,9.0,7.0,,1.0,3.0,,1.0,,,6.0,,,,,,,
88,Fluminense,2,,6,Samuel Xavier,True,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_yDwEEkd.png,S. Xavier,-0.49,4.32,73384,samuel-xavier,Samuel Xavier Brito,266,6.2,31,23,1.9,2.0,4.0,,27.0,27.0,4.0,5.0,41.0,,,2.0,,8.0,,,,,,,
89,Cuiabá,3,,7,Bruno Alves,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_k3QDtbn.png,B. Alves,-0.8,3.27,73620,bruno-alves,Bruno Fabiano Alves,1371,4.72,31,20,2.2,,1.0,,19.0,13.0,3.0,4.0,15.0,,1.0,,,5.0,,,,,,,
90,Grêmio,3,,6,Rodrigo Caio,False,https://s.sde.globo.com/media/person_role/2024/06/03/photo_FORMATO_F2HtPRp.png,R. Caio,0.0,2.2,73800,rodrigo-caio,Rodrigo Caio Coquette Russo,284,5.98,31,2,0.0,,,,3.0,,,1.0,2.0,,,,1.0,,,,,,,,
91,Criciúma,3,,6,Walisson Maia,False,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_o2efsws.png,W. Maia,0.0,1.49,73991,walisson-maia,Walisson Moreira Farias Maia,288,3.17,31,12,0.0,1.0,2.0,,5.0,9.0,,2.0,2.0,,,,1.0,2.0,,,,,,,
92,Botafogo,1,,6,Gatito Fernández,False,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_XgarVDI.png,G. Fernández,0.0,2.0,74061,gatito-fernandez,Roberto Junior Fernández Torres,263,6.82,31,3,0.0,,1.0,,,,,,,,,,,1.0,6.0,4.0,,,,,
93,Atlético-GO,5,,6,Campbell,False,https://s.sde.globo.com/media/person_role/2024/07/17/photo_FORMATO_WdH8RPs.png,Campbell,0.0,4.22,74157,campbell,Joel Nathaniel Campbell Samuels,373,8.07,31,7,0.0,,3.0,,7.0,2.0,1.0,5.0,7.0,,2.0,,,,,,,,,,
94,Corinthians,4,,7,Carrillo,True,https://s.sde.globo.com/media/person_role/2024/09/10/photo_FORMATO.png,Carrillo,-0.9,3.47,77485,carrillo,André Martín Carrillo Díaz,264,6.25,31,6,1.2,1.0,1.0,,13.0,6.0,1.0,1.0,2.0,,,,,,,,,,,,
95,Atlético-GO,4,,5,Jorginho,False,https://s.sde.globo.com/media/person_role/2023/05/14/photo_FORMATO_BSixVEC.png,Jorginho,0.0,3.95,77544,jorginho,Jorge de Moura Xavier,373,5.5,31,2,0.0,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,
96,Athlético-PR,2,,6,Madson,True,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_QT62TtG.png,Madson,0.79,2.19,78077,madson,Madson Ferreira dos Santos,293,4.64,31,18,5.0,1.0,3.0,,6.0,6.0,,2.0,11.0,,,1.0,,5.0,,,,,,,
97,Bahia,5,,6,Everaldo,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_ZTjMF4T.png,Everaldo,0.14,4.73,78117,everaldo,Everaldo Stum,265,7.44,31,29,3.2,2.0,4.0,,16.0,27.0,18.0,15.0,28.0,3.0,8.0,5.0,,,,,,,,,
98,Corinthians,3,,6,Gustavo Henrique,False,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_eaP6jN7.png,G. Henrique,0.0,1.08,78248,gustavo-henrique,Gustavo Henrique Vernes,264,5.07,31,12,0.0,,4.0,1.0,5.0,11.0,1.0,5.0,4.0,,,,,2.0,,,,,,,
99,Internacional,2,,6,Renê,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_PNCSDK4.png,Renê,0.0,5.21,78445,rene,Renê Rodrigues Martins,285,8.77,31,13,0.0,1.0,2.0,,24.0,11.0,3.0,4.0,15.0,,,,,5.0,,,,,,,
100,Criciúma,6,,7,Cláudio Tencati,True,https://s.sde.globo.com/media/person_role/2024/03/25/photo_FORMATO_54lwaii.png,C. Tencati,-0.02,4.32,78450,claudio-tencati,Cláudio Tencati,288,6.41,31,27,3.05,,,,,,,,,,,,,,,,7.0,,,,
101,Vitória,4,,6,Jean Mota,False,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_hp4AXuX.png,J. Mota,0.0,1.29,78548,jean-mota,Jean Mota Oliveira de Sousa,287,3.28,31,15,0.0,,,,3.0,7.0,2.0,2.0,6.0,1.0,1.0,1.0,,,,,,,,,
102,Cuiabá,5,,7,Jonathan Cafu,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_EstVL0K.png,J. Cafu,0.0,1.79,78580,jonathan-cafu,Jonathan Renato Barbosa,1371,3.36,31,19,0.0,,,,11.0,13.0,4.0,4.0,18.0,,1.0,2.0,,,,,,,,,
103,Athlético-PR,4,,6,Gabriel,False,https://s.sde.globo.com/media/person_role/2024/04/22/photo_FORMATO_SpOJ3BZ.png,Gabriel,0.0,3.72,78605,gabriel,Gabriel Girotto Franco,293,5.6,31,14,0.0,,3.0,,33.0,16.0,1.0,7.0,11.0,,1.0,,,,,,,,,,
104,Cruzeiro,4,,6,Ramiro,True,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_MK4CCfT.png,Ramiro,0.65,1.76,78715,ramiro,Ramiro Moschen Benetti,283,3.89,31,21,4.5,,2.0,,23.0,21.0,1.0,4.0,11.0,,1.0,1.0,,,,,,,,,
105,Grêmio,2,,6,Reinaldo,True,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_v8J7R5r.png,Reinaldo,0.79,4.91,78850,reinaldo,Reinaldo Manoel da Silva,284,8.42,31,20,6.8,1.0,2.0,,17.0,14.0,15.0,9.0,16.0,,2.0,1.0,,6.0,,,,,,,
106,Fluminense,3,,6,Thiago Santos,True,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_L3ovhxb.png,T. Santos,-0.63,3.57,78855,thiago-santos,Thiago dos Santos,266,4.03,31,20,2.1,,8.0,,25.0,21.0,4.0,3.0,19.0,,,,1.0,8.0,,,,,,,
107,Atlético-GO,3,,7,Luiz Felipe,True,https://s.sde.globo.com/media/person_role/2023/08/16/photo_FORMATO_vnMYw4d.png,L. Felipe,-0.23,2.68,79035,luiz-felipe,Luiz Felipe do Nascimento dos Santos,373,3.96,31,14,2.9,,4.0,1.0,18.0,17.0,1.0,4.0,1.0,,1.0,,1.0,3.0,,,,1.0,,,
108,Bahia,3,,6,Víctor Cuesta,False,https://s.sde.globo.com/media/person_role/2024/02/15/photo_FORMATO.png,V. Cuesta,0.0,1.08,79113,victor-cuesta,Víctor Leandro Cuesta,265,3.48,31,6,0.0,,3.0,,7.0,7.0,,1.0,5.0,,,1.0,,,,,,,,,
109,Cuiabá,4,,7,Filipe Augusto,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_AseAsft.png,F. Augusto,-0.33,0.25,79268,filipe-augusto,Filipe Augusto Carvalho Souza,1371,1.2,31,12,-0.1,,5.0,,7.0,13.0,1.0,1.0,3.0,,,,,,,,,,,,
110,Internacional,6,,7,Roger Machado,True,https://s.sde.globo.com/media/person_role/2021/04/27/ec1e7e490c3a05088fd967b9e2468216_FORMATO.png,R. Machado,-0.1,5.29,79437,roger-machado,Roger Machado Marques,285,7.87,31,27,6.16,,,,,,,,,,,,,,,,11.0,,,,
111,Fluminense,5,,6,Cano,True,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_uSA2481.png,Cano,-0.08,2.01,79631,cano,Germán Ezequiel Cano,266,6.62,31,18,0.0,,3.0,1.0,4.0,6.0,14.0,11.0,5.0,1.0,1.0,1.0,,,,,,,,,
112,Cruzeiro,4,,6,Lucas Silva,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_KnivRCo.png,L. Silva,-0.08,1.02,79701,lucas-silva,Lucas Silva Borges,283,3.49,31,23,-0.3,,3.0,,8.0,16.0,4.0,7.0,15.0,,1.0,,1.0,,,,,,1.0,,
113,Fluminense,3,,6,Antônio Carlos,False,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_Cwpf6R7.png,A. Carlos,0.0,1.72,79702,antonio-carlos,Antônio Carlos Cunha Capocasali Júnior,266,2.84,31,13,0.0,,1.0,,6.0,10.0,,4.0,12.0,,,1.0,,2.0,,,,,,,
114,Juventude,4,,7,Jadson,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_1INRw87.png,Jadson,0.0,4.69,80129,jadson,Jadson Alves dos Santos,286,8.44,31,23,0.0,5.0,10.0,1.0,49.0,30.0,4.0,9.0,46.0,1.0,1.0,2.0,,,,,,,,,
115,Fortaleza,4,,6,Yago Pikachu,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_QAL0UhA.png,Y. Pikachu,0.2,3.13,80196,yago-pikachu,Glaybson Yago Souza Lisboa,356,4.91,31,25,2.0,4.0,5.0,,18.0,10.0,3.0,12.0,34.0,,2.0,3.0,1.0,,,,,,,,
116,Cruzeiro,5,,3,Rafa Silva,True,https://s.sde.globo.com/media/person_role/2024/03/02/photo_FORMATO_UXvdhXA.png,R. Silva,-0.86,3.22,80225,rafa-silva,Rafael da Silva,283,5.02,31,9,-3.3,,2.0,1.0,4.0,7.0,4.0,1.0,4.0,,3.0,3.0,,,,,,,,,
117,São Paulo,5,,7,Luciano,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_hqCxZF4.png,Luciano,-1.41,5.7,80287,luciano,Luciano da Rocha Neves,276,10.1,31,25,3.0,2.0,10.0,1.0,18.0,25.0,14.0,22.0,32.0,4.0,9.0,5.0,,,,,,1.0,,1.0,
118,Bahia,2,,7,Gilberto,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_iy1T2ej.png,Gilberto,0.0,3.85,80313,gilberto,Gilberto Moraes Júnior,265,7.03,31,13,0.0,,1.0,,19.0,10.0,2.0,5.0,14.0,,1.0,1.0,,2.0,,,,,,,
119,Criciúma,5,,7,Arthur Caíke,True,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO.png,A. Caíke,-0.01,2.54,80337,arthur-caike,Arthur Caíke do Nascimento Cruz,288,3.85,31,24,0.0,,3.0,,4.0,19.0,6.0,16.0,22.0,1.0,4.0,13.0,,,,,,,,,
120,Grêmio,3,,6,Pedro Geromel,False,https://s.sde.globo.com/media/person_role/2024/03/11/photo_FORMATO_6dWdAJP.png,P. Geromel,0.0,2.59,80853,pedro-geromel,Pedro Tonon Geromel,284,5.37,31,9,0.0,,3.0,,5.0,2.0,1.0,4.0,3.0,,,,,3.0,,,,,,,
121,Vasco,4,,6,Jair,True,https://s.sde.globo.com/media/person_role/2023/03/14/photo_FORMATO_ut5p6cP.png,Jair,-0.22,0.5,81091,jair,Jair Rodrigues Júnior,267,3.78,31,1,0.5,,,,,,,,1.0,,,,,,,,,,,,
122,Palmeiras,2,,6,Mayke,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_pz3GebS.png,Mayke,-0.23,4.2,81150,mayke,Mayke Rocha de Oliveira,275,7.52,31,19,-0.3,,5.0,,26.0,15.0,,1.0,9.0,,1.0,2.0,,9.0,,,,,,,
123,Vasco,5,,6,Rossi,False,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_8UqKNri.png,Rossi,0.0,1.66,81798,rossi,Rosicley Pereira da Silva,267,4.06,31,11,0.0,1.0,3.0,,12.0,9.0,,1.0,8.0,,,2.0,,,,,,,,,
124,São Paulo,4,,6,Alisson,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_fS2GyF1.png,Alisson,0.0,3.59,81845,alisson,Alisson Euler de Freitas Castro,276,6.88,31,16,0.0,2.0,4.0,,25.0,21.0,4.0,2.0,27.0,,1.0,,,,,,,,,,
125,Fortaleza,1,,7,João Ricardo,True,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_yXqoxi8.png,J. Ricardo,0.03,4.68,81881,joao-ricardo,João Ricardo Riedi,356,7.99,31,29,3.0,,2.0,,1.0,,,,4.0,,,,,9.0,118.0,29.0,,,,,
126,Vitória,4,,2,Willian Oliveira,True,https://s.sde.globo.com/media/person_role/2024/04/12/photo_FORMATO_AuUF822.png,W. Oliveira,0.14,4.37,81952,willian-oliveira,Willian Osmar de Oliveira Silva,287,7.31,31,28,2.1,1.0,5.0,,45.0,33.0,7.0,14.0,33.0,,5.0,,,,,,,2.0,,,
127,Bragantino,5,,6,Cavaleiro,True,https://s.sde.globo.com/media/person_role/2015/08/18/87400d05b54fad3fbdebe823f0d1160b_220x220.png,Cavaleiro,-0.27,0.85,81965,cavaleiro,Ivan Ricardo Neves Abreu Cavaleiro,280,3.24,31,4,1.0,,1.0,,1.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,
128,Palmeiras,4,,6,Zé Rafael,True,https://s.sde.globo.com/media/person_role/2024/02/27/photo_FORMATO_BAUllGq.png,Z. Rafael,-0.17,1.64,82455,ze-rafael,José Rafael Vivian,275,4.52,31,16,0.0,2.0,6.0,1.0,16.0,28.0,2.0,3.0,17.0,,,,,,,,,1.0,,,
129,Atlético-MG,4,,6,Otávio,True,https://s.sde.globo.com/media/person_role/2023/03/31/photo_FORMATO_y7upQyC.png,Otávio,0.07,2.9,82463,otavio,Otávio Henrique Passos Santos,282,5.35,31,18,2.4,,1.0,,38.0,20.0,2.0,6.0,13.0,,,,,,,,,,,,
130,Flamengo,5,,5,Luiz Araújo,False,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_HkAAcVs.png,L. Araújo,0.0,5.54,82627,luiz-araujo,Luiz de Araújo Guimarães Neto,262,8.3,31,23,0.0,5.0,3.0,,35.0,23.0,13.0,17.0,30.0,1.0,3.0,2.0,,,,,,,,,
131,Fortaleza,2,,7,Tinga,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_vAKLb1d.png,Tinga,0.0,3.29,82628,tinga,Guilherme de Jesus da Silva,356,4.52,31,23,0.0,,1.0,1.0,27.0,14.0,,4.0,7.0,1.0,1.0,,1.0,7.0,,,,,,,
132,Criciúma,2,,7,Marcelo Hermes,True,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_g9yt731.png,M. Hermes,-0.13,3.16,82639,marcelo-hermes,Marcelo Gazella Hermes,288,5.05,31,25,0.5,2.0,4.0,,27.0,23.0,5.0,9.0,13.0,,1.0,1.0,,4.0,,,,,,,
133,São Paulo,4,,6,Wellington Rato,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_NhIGhAv.png,W. Rato,-0.81,2.11,82766,wellington-rato,Wellington Soares da Silva,276,5.62,31,21,0.0,4.0,1.0,,6.0,8.0,5.0,8.0,17.0,,,3.0,,,,,,,,,
134,Flamengo,5,,6,Gabriel,True,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_EM6z7aN.png,Gabriel,1.38,2.75,83257,gabriel,Gabriel Barbosa Almeida,262,7.28,31,16,9.9,1.0,2.0,,3.0,1.0,6.0,6.0,5.0,,3.0,10.0,,,,,,,,,
135,Flamengo,3,,6,Léo Pereira,True,https://s.sde.globo.com/media/person_role/2024/02/26/photo_FORMATO_rrGsWJ1.png,L. Pereira,0.09,1.87,83528,leo-pereira,Leonardo Pereira,262,5.32,31,24,0.7,,6.0,,19.0,14.0,,4.0,12.0,,,1.0,2.0,5.0,,,,,,,
136,Vitória,3,,7,Neris,True,https://s.sde.globo.com/media/person_role/2024/08/23/photo_FORMATO_NM0hbTO.png,Neris,1.28,3.07,83786,neris,Hueglo dos Santos Neris,287,5.81,31,17,11.3,,2.0,1.0,18.0,19.0,1.0,1.0,3.0,,1.0,1.0,,6.0,,,,,,,
137,Cuiabá,5,,3,Clayson,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_eqdux0f.png,Clayson,-0.23,2.34,83817,clayson,Clayson Henrique da Silva Vieira,1371,3.93,31,23,0.1,,6.0,,10.0,13.0,7.0,9.0,23.0,,3.0,4.0,,,,,,1.0,,,
138,Botafogo,5,,6,Tiquinho Soares,True,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_pjwDNV1.png,T. Soares,-1.35,3.76,84042,tiquinho-soares,Francisco das Chagas Soares dos Santos Meireles,263,9.27,31,23,2.1,3.0,4.0,,10.0,33.0,6.0,12.0,34.0,,5.0,3.0,,,,,,,,,
139,Grêmio,3,,6,Jemerson,True,https://s.sde.globo.com/media/person_role/2024/05/22/photo_FORMATO_PHlhzVS.png,Jemerson,-0.8,3.3,84263,jemerson,Jemerson de Jesus Nascimento,284,5.27,31,9,-1.5,,4.0,,5.0,11.0,,2.0,5.0,,1.0,1.0,1.0,4.0,,,,,,,
140,Criciúma,1,,6,Alisson,False,https://s.sde.globo.com/media/person_role/2024/02/28/photo_FORMATO_Ea5KMU8.png,Alisson,0.0,0.87,84266,alisson,Alisson Machado dos Santos,288,2.29,31,4,0.0,,2.0,,,,,,1.0,,,,,,9.0,4.0,,,,,
141,Cuiabá,4,,7,Fernando Sobral,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_dW9VacB.png,F. Sobral,0.04,3.02,84428,fernando-sobral,Fernando Pereira do Nascimento,1371,5.48,31,24,4.3,1.0,4.0,,37.0,16.0,3.0,10.0,25.0,,1.0,1.0,,,,,,,,,
142,Cruzeiro,4,,6,Lucas Romero,True,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_pUYQrUf.png,L. Romero,-0.4,2.73,84558,lucas-romero,Lucas Daniel Romero,283,4.73,31,26,0.0,2.0,4.0,1.0,50.0,35.0,3.0,6.0,20.0,,,,,,,,,,,,
143,Criciúma,4,,7,Fellipe Mateus,True,https://s.sde.globo.com/media/person_role/2024/01/16/photo_FORMATO_3jr11fx.png,F. Mateus,-0.41,3.94,84587,fellipe-mateus,Fellipe Mateus de Sena Araújo,288,6.65,31,22,0.5,,2.0,,23.0,17.0,9.0,10.0,43.0,1.0,3.0,2.0,1.0,,,,,,,,
144,Bragantino,4,,7,Lucas Evangelista,True,https://s.sde.globo.com/media/person_role/2024/01/03/photo_FORMATO_gMVR2lN.png,L. Evangelista,-0.01,3.41,84674,lucas-evangelista,Lucas Evangelista Santana de Oliveira,280,7.25,31,22,1.7,1.0,3.0,,19.0,22.0,5.0,12.0,39.0,2.0,2.0,4.0,,,,,,,,,
145,Flamengo,2,,7,Varela,False,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_RMaWUM3.png,Varela,0.0,3.9,84816,varela,Guillermo Varela Olivera,262,6.07,31,12,0.0,,,,15.0,7.0,2.0,,17.0,,,1.0,,4.0,,,,,,,
146,Bahia,5,,6,Rafael Ratão,True,https://s.sde.globo.com/media/person_role/2023/07/26/photo_FORMATO_q8xm0Ax.png,R. Ratão,0.2,2.17,84918,rafael-ratao,Rafael Rogério da Silva,265,4.55,31,16,3.0,2.0,,,6.0,9.0,3.0,4.0,5.0,1.0,1.0,1.0,,,,,,,,,
147,Bahia,1,,7,Marcos Felipe,True,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_JDJmU6R.png,M. Felipe,-0.07,3.97,85004,marcos-felipe,Marcos Felipe de Freitas Monteiro,265,6.85,31,29,1.0,,2.0,,1.0,1.0,,,5.0,,,,,9.0,96.0,34.0,,,,,1.0
148,Botafogo,4,,6,Óscar Romero,True,https://s.sde.globo.com/media/person_role/2024/04/20/photo_FORMATO_oSZD8nT.png,Ã. Romero,0.72,3.53,85034,oscar-romero,Óscar David Romero Villamayor,263,6.97,31,18,5.0,4.0,5.0,,21.0,12.0,8.0,3.0,14.0,,1.0,,,,,,,,,,
149,Corinthians,5,,7,Memphis Depay,True,https://s.sde.globo.com/media/person_role/2024/09/17/photo_FORMATO_bZqek6n.png,M. Depay,0.1,5.82,85048,memphis-depay,Memphis Depay,264,11.79,31,5,9.7,1.0,2.0,,2.0,2.0,2.0,2.0,9.0,,2.0,2.0,,,,,,,,,
150,Corinthians,4,,6,Alex Santana,True,https://s.sde.globo.com/media/person_role/2024/07/15/photo_FORMATO_QlEJyTM.png,A. Santana,-0.32,1.5,85465,alex-santana,Alex Paulo Menezes Santana,264,3.37,31,9,0.9,,4.0,,9.0,11.0,1.0,6.0,8.0,,,,,,,,,,,,
151,Vasco,3,,7,Léo,False,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_EPoR3bv.png,Léo,0.0,2.5,85626,leo,Leonardo Pinheiro da Conceição,267,3.63,31,22,0.0,,2.0,,23.0,15.0,2.0,2.0,10.0,,,1.0,,5.0,,,,,,,
152,Vitória,4,,2,Ricardo Ryller,True,https://s.sde.globo.com/media/person_role/2024/07/02/photo_220x220.png,R. Ryller,0.13,2.52,85856,ricardo-ryller,Ricardo Ryller Ribeiro Lino Silva,287,4.58,31,12,2.8,1.0,,,15.0,9.0,,5.0,12.0,,,,,,,,,,,,
153,Internacional,4,,6,Hyoran,False,https://s.sde.globo.com/media/person_role/2024/02/29/photo_FORMATO_7KxaYiF.png,Hyoran,0.0,1.38,85931,hyoran,Hyoran Kaue Dalmoro,285,3.83,31,10,0.0,,,,5.0,6.0,1.0,5.0,9.0,,,1.0,,,,,,,,,
154,Cuiabá,4,,7,Gustavo Sauer,True,https://s.sde.globo.com/media/person_role/2024/08/26/photo_FORMATO_zFut1NF.png,G. Sauer,0.46,1.7,85993,gustavo-sauer,Gustavo Affonso Sauerbeck,1371,4.02,31,7,3.0,,,,5.0,4.0,2.0,1.0,8.0,,,1.0,,,,,,,,,
155,Criciúma,5,,7,Bolasie,True,https://s.sde.globo.com/media/person_role/2024/03/20/photo_FORMATO_r97hBeS.png,Bolasie,-0.35,5.16,86292,bolasie,Yannick Bolasie,288,7.67,31,24,2.6,4.0,3.0,,14.0,30.0,18.0,23.0,18.0,1.0,6.0,9.0,,,,,,,,,
156,Vitória,5,,6,Caio Dantas,False,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_YkGHL6O.png,C. Dantas,0.0,0.0,86362,caio-dantas,Caio Henrique da Silva Dantas,287,3.0,31,0,0.0,,,,,,,,,,,,,,,,,,,,
157,Vasco,2,,6,Victor Luis,False,https://s.sde.globo.com/media/person_role/2024/03/04/photo_FORMATO_C2XW4GI.png,V. Luis,0.0,4.67,86410,victor-luis,Victor Luis Chuab Zamblauskas,267,6.57,31,9,0.0,1.0,3.0,1.0,14.0,10.0,1.0,,10.0,,1.0,,,3.0,,,,,,,
158,Fluminense,5,,6,Keno,True,https://s.sde.globo.com/media/person_role/2024/04/09/photo_FORMATO_EdYl0O3.png,Keno,-0.62,2.43,86485,keno,Marcos da Silva França,266,5.26,31,20,2.1,,3.0,,18.0,13.0,6.0,11.0,21.0,,1.0,4.0,,,,,,,,,
159,São Paulo,1,,6,Jandrei,False,https://s.sde.globo.com/media/person_role/2024/03/01/photo_FORMATO_FD4URNn.png,Jandrei,0.0,3.75,86508,jandrei,Jandrei Chitolina Carniel,276,5.73,31,12,0.0,,,,,,,,8.0,,,,,4.0,35.0,14.0,,,,,
